"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Detailed Level) , Age Band , Sex , Cycle Year"
"Coverage:   All"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_026_01.pdf"
 
Cycle Year,Subject Group (Detailed Level) , Age Band , Sex,Number of Acceptances,
2007 ,"'A1 - Pre-clinical Medicine' ","'17 and under' ","'Men' ",40
2012 ,"'K1 - Architecture' ","'17 and under' ","'Men' ",30
2012 ,"'K1 - Architecture' ","'17 and under' ","'Women' ",55
2012 ,"'K1 - Architecture' ","'18' ","'Men' ",1125
2012 ,"'K1 - Architecture' ","'18' ","'Women' ",1005
2012 ,"'K1 - Architecture' ","'19' ","'Men' ",500
2012 ,"'K1 - Architecture' ","'19' ","'Women' ",405
2012 ,"'K1 - Architecture' ","'20' ","'Men' ",205
2012 ,"'K1 - Architecture' ","'20' ","'Women' ",140
2012 ,"'K1 - Architecture' ","'21 and over' ","'Men' ",385
2012 ,"'K1 - Architecture' ","'21 and over' ","'Women' ",210
2012 ,"'K2 - Building' ","'17 and under' ","'Men' ",5
2012 ,"'K2 - Building' ","'18' ","'Men' ",810
2012 ,"'K2 - Building' ","'18' ","'Women' ",175
2012 ,"'K2 - Building' ","'19' ","'Men' ",415
2012 ,"'K2 - Building' ","'19' ","'Women' ",55
2012 ,"'K2 - Building' ","'20' ","'Men' ",265
2012 ,"'K2 - Building' ","'20' ","'Women' ",30
2012 ,"'K2 - Building' ","'21 and over' ","'Men' ",725
2012 ,"'K2 - Building' ","'21 and over' ","'Women' ",100
2012 ,"'K3 - Landscape & Garden Design' ","'18' ","'Men' ",30
2012 ,"'K3 - Landscape & Garden Design' ","'18' ","'Women' ",25
2012 ,"'K3 - Landscape & Garden Design' ","'19' ","'Men' ",10
2012 ,"'K3 - Landscape & Garden Design' ","'19' ","'Women' ",10
2012 ,"'K3 - Landscape & Garden Design' ","'20' ","'Men' ",15
2012 ,"'K3 - Landscape & Garden Design' ","'20' ","'Women' ",5
2012 ,"'K3 - Landscape & Garden Design' ","'21 and over' ","'Men' ",40
2012 ,"'K3 - Landscape & Garden Design' ","'21 and over' ","'Women' ",40
2012 ,"'K4 - Planning (Urban,Rural and Regional)' ","'17 and under' ","'Men' ",5
2012 ,"'K4 - Planning (Urban,Rural and Regional)' ","'18' ","'Men' ",160
2012 ,"'K4 - Planning (Urban,Rural and Regional)' ","'18' ","'Women' ",100
2012 ,"'K4 - Planning (Urban,Rural and Regional)' ","'19' ","'Men' ",75
2012 ,"'K4 - Planning (Urban,Rural and Regional)' ","'19' ","'Women' ",45
2012 ,"'K4 - Planning (Urban,Rural and Regional)' ","'20' ","'Men' ",40
2012 ,"'K4 - Planning (Urban,Rural and Regional)' ","'20' ","'Women' ",10
2012 ,"'K4 - Planning (Urban,Rural and Regional)' ","'21 and over' ","'Men' ",70
2012 ,"'K4 - Planning (Urban,Rural and Regional)' ","'21 and over' ","'Women' ",70
2012 ,"'K9 - Others in Architecture,Build & Plan' ","'21 and over' ","'Men' ",5
2012 ,"'K9 - Others in Architecture,Build & Plan' ","'21 and over' ","'Women' ",5
2012 ,"'KK - Combinations within Architecture,Build & Plan' ","'18' ","'Men' ",40
2012 ,"'KK - Combinations within Architecture,Build & Plan' ","'18' ","'Women' ",25
2012 ,"'KK - Combinations within Architecture,Build & Plan' ","'19' ","'Men' ",30
2012 ,"'KK - Combinations within Architecture,Build & Plan' ","'19' ","'Women' ",10
2012 ,"'KK - Combinations within Architecture,Build & Plan' ","'20' ","'Men' ",10
2012 ,"'KK - Combinations within Architecture,Build & Plan' ","'20' ","'Women' ",5
2012 ,"'KK - Combinations within Architecture,Build & Plan' ","'21 and over' ","'Men' ",20
2012 ,"'KK - Combinations within Architecture,Build & Plan' ","'21 and over' ","'Women' ",10
2012 ,"'L0 - Social Studies: any area of study' ","'21 and over' ","'Men' ",5
2012 ,"'L0 - Social Studies: any area of study' ","'21 and over' ","'Women' ",10
2012 ,"'L1 - Economics' ","'17 and under' ","'Men' ",95
2012 ,"'L1 - Economics' ","'17 and under' ","'Women' ",85
2012 ,"'L1 - Economics' ","'18' ","'Men' ",3145
2012 ,"'L1 - Economics' ","'18' ","'Women' ",1425
2012 ,"'L1 - Economics' ","'19' ","'Men' ",1055
2012 ,"'L1 - Economics' ","'19' ","'Women' ",520
2012 ,"'L1 - Economics' ","'20' ","'Men' ",340
2012 ,"'L1 - Economics' ","'20' ","'Women' ",185
2012 ,"'L1 - Economics' ","'21 and over' ","'Men' ",340
2012 ,"'L1 - Economics' ","'21 and over' ","'Women' ",110
2012 ,"'L2 - Politics' ","'17 and under' ","'Men' ",45
2012 ,"'L2 - Politics' ","'17 and under' ","'Women' ",90
2012 ,"'L2 - Politics' ","'18' ","'Men' ",1675
2012 ,"'L2 - Politics' ","'18' ","'Women' ",1440
2012 ,"'L2 - Politics' ","'19' ","'Men' ",645
2012 ,"'L2 - Politics' ","'19' ","'Women' ",595
2012 ,"'L2 - Politics' ","'20' ","'Men' ",200
2012 ,"'L2 - Politics' ","'20' ","'Women' ",200
2012 ,"'L2 - Politics' ","'21 and over' ","'Men' ",375
2012 ,"'L2 - Politics' ","'21 and over' ","'Women' ",225
2012 ,"'L3 - Sociology' ","'17 and under' ","'Men' ",10
2012 ,"'L3 - Sociology' ","'17 and under' ","'Women' ",25
2012 ,"'L3 - Sociology' ","'18' ","'Men' ",550
2012 ,"'L3 - Sociology' ","'18' ","'Women' ",2010
2012 ,"'L3 - Sociology' ","'19' ","'Men' ",320
2012 ,"'L3 - Sociology' ","'19' ","'Women' ",790
2012 ,"'L3 - Sociology' ","'20' ","'Men' ",135
2012 ,"'L3 - Sociology' ","'20' ","'Women' ",275
2012 ,"'L3 - Sociology' ","'21 and over' ","'Men' ",285
2012 ,"'L3 - Sociology' ","'21 and over' ","'Women' ",640
2012 ,"'L4 - Social Policy' ","'18' ","'Men' ",320
2012 ,"'L4 - Social Policy' ","'18' ","'Women' ",310
2012 ,"'L4 - Social Policy' ","'19' ","'Men' ",160
2012 ,"'L4 - Social Policy' ","'19' ","'Women' ",150
2012 ,"'L4 - Social Policy' ","'20' ","'Men' ",90
2012 ,"'L4 - Social Policy' ","'20' ","'Women' ",65
2012 ,"'L4 - Social Policy' ","'21 and over' ","'Men' ",130
2012 ,"'L4 - Social Policy' ","'21 and over' ","'Women' ",280
2012 ,"'L5 - Social Work' ","'17 and under' ","'Men' ",5
2012 ,"'L5 - Social Work' ","'17 and under' ","'Women' ",15
2012 ,"'L5 - Social Work' ","'18' ","'Men' ",135
2012 ,"'L5 - Social Work' ","'18' ","'Women' ",1810
2012 ,"'L5 - Social Work' ","'19' ","'Men' ",115
2012 ,"'L5 - Social Work' ","'19' ","'Women' ",1065
2012 ,"'L5 - Social Work' ","'20' ","'Men' ",75
2012 ,"'L5 - Social Work' ","'20' ","'Women' ",600
2012 ,"'L5 - Social Work' ","'21 and over' ","'Men' ",1270
2012 ,"'L5 - Social Work' ","'21 and over' ","'Women' ",6200
2012 ,"'L6 - Anthropology' ","'17 and under' ","'Men' ",5
2012 ,"'L6 - Anthropology' ","'17 and under' ","'Women' ",10
2012 ,"'L6 - Anthropology' ","'18' ","'Men' ",165
2012 ,"'L6 - Anthropology' ","'18' ","'Women' ",445
2012 ,"'L6 - Anthropology' ","'19' ","'Men' ",75
2012 ,"'L6 - Anthropology' ","'19' ","'Women' ",135
2012 ,"'L6 - Anthropology' ","'20' ","'Men' ",35
2012 ,"'L6 - Anthropology' ","'20' ","'Women' ",40
2012 ,"'L6 - Anthropology' ","'21 and over' ","'Men' ",60
2012 ,"'L6 - Anthropology' ","'21 and over' ","'Women' ",100
2012 ,"'L7 - Human and Social Geography' ","'17 and under' ","'Men' ",10
2012 ,"'L7 - Human and Social Geography' ","'17 and under' ","'Women' ",10
2012 ,"'L7 - Human and Social Geography' ","'18' ","'Men' ",920
2012 ,"'L7 - Human and Social Geography' ","'18' ","'Women' ",1255
2012 ,"'L7 - Human and Social Geography' ","'19' ","'Men' ",210
2012 ,"'L7 - Human and Social Geography' ","'19' ","'Women' ",185
2012 ,"'L7 - Human and Social Geography' ","'20' ","'Men' ",35
2012 ,"'L7 - Human and Social Geography' ","'20' ","'Women' ",25
2012 ,"'L7 - Human and Social Geography' ","'21 and over' ","'Men' ",35
2012 ,"'L7 - Human and Social Geography' ","'21 and over' ","'Women' ",25
2012 ,"'L8 - Development studies' ","'18' ","'Women' ",5
2012 ,"'L8 - Development studies' ","'19' ","'Women' ",5
2012 ,"'L8 - Development studies' ","'20' ","'Women' ",5
2012 ,"'L8 - Development studies' ","'21 and over' ","'Men' ",10
2012 ,"'L8 - Development studies' ","'21 and over' ","'Women' ",35
2012 ,"'L9 - Others in Social Studies' ","'17 and under' ","'Men' ",5
2012 ,"'L9 - Others in Social Studies' ","'17 and under' ","'Women' ",10
2012 ,"'L9 - Others in Social Studies' ","'18' ","'Men' ",65
2012 ,"'L9 - Others in Social Studies' ","'18' ","'Women' ",190
2012 ,"'L9 - Others in Social Studies' ","'19' ","'Men' ",45
2012 ,"'L9 - Others in Social Studies' ","'19' ","'Women' ",70
2012 ,"'L9 - Others in Social Studies' ","'20' ","'Men' ",15
2012 ,"'L9 - Others in Social Studies' ","'20' ","'Women' ",45
2012 ,"'L9 - Others in Social Studies' ","'21 and over' ","'Men' ",60
2012 ,"'L9 - Others in Social Studies' ","'21 and over' ","'Women' ",140
2012 ,"'LL - Combinations within Social Studies' ","'17 and under' ","'Men' ",20
2012 ,"'LL - Combinations within Social Studies' ","'17 and under' ","'Women' ",35
2012 ,"'LL - Combinations within Social Studies' ","'18' ","'Men' ",605
2012 ,"'LL - Combinations within Social Studies' ","'18' ","'Women' ",735
2012 ,"'LL - Combinations within Social Studies' ","'19' ","'Men' ",280
2012 ,"'LL - Combinations within Social Studies' ","'19' ","'Women' ",315
2012 ,"'LL - Combinations within Social Studies' ","'20' ","'Men' ",85
2012 ,"'LL - Combinations within Social Studies' ","'20' ","'Women' ",105
2012 ,"'LL - Combinations within Social Studies' ","'21 and over' ","'Men' ",155
2012 ,"'LL - Combinations within Social Studies' ","'21 and over' ","'Women' ",385
2012 ,"'M1 - Law by Area' ","'17 and under' ","'Men' ",125
2012 ,"'M1 - Law by Area' ","'17 and under' ","'Women' ",305
2012 ,"'M1 - Law by Area' ","'18' ","'Men' ",3245
2012 ,"'M1 - Law by Area' ","'18' ","'Women' ",6445
2012 ,"'M1 - Law by Area' ","'19' ","'Men' ",1165
2012 ,"'M1 - Law by Area' ","'19' ","'Women' ",1965
2012 ,"'M1 - Law by Area' ","'20' ","'Men' ",545
2012 ,"'M1 - Law by Area' ","'20' ","'Women' ",735
2012 ,"'M1 - Law by Area' ","'21 and over' ","'Men' ",1700
2012 ,"'M1 - Law by Area' ","'21 and over' ","'Women' ",1795
2012 ,"'M2 - Law by Topic' ","'17 and under' ","'Men' ",5
2012 ,"'M2 - Law by Topic' ","'18' ","'Men' ",165
2012 ,"'M2 - Law by Topic' ","'18' ","'Women' ",330
2012 ,"'M2 - Law by Topic' ","'19' ","'Men' ",65
2012 ,"'M2 - Law by Topic' ","'19' ","'Women' ",120
2012 ,"'M2 - Law by Topic' ","'20' ","'Men' ",30
2012 ,"'M2 - Law by Topic' ","'20' ","'Women' ",55
2012 ,"'M2 - Law by Topic' ","'21 and over' ","'Men' ",65
2012 ,"'M2 - Law by Topic' ","'21 and over' ","'Women' ",140
2012 ,"'M9 - Others in Law' ","'17 and under' ","'Women' ",5
2012 ,"'M9 - Others in Law' ","'18' ","'Men' ",375
2012 ,"'M9 - Others in Law' ","'18' ","'Women' ",930
2012 ,"'M9 - Others in Law' ","'19' ","'Men' ",175
2012 ,"'M9 - Others in Law' ","'19' ","'Women' ",365
2012 ,"'M9 - Others in Law' ","'20' ","'Men' ",95
2012 ,"'M9 - Others in Law' ","'20' ","'Women' ",155
2012 ,"'M9 - Others in Law' ","'21 and over' ","'Men' ",170
2012 ,"'M9 - Others in Law' ","'21 and over' ","'Women' ",380
2012 ,"'MM - Combinations within Law' ","'18' ","'Men' ",55
2012 ,"'MM - Combinations within Law' ","'18' ","'Women' ",170
2012 ,"'MM - Combinations within Law' ","'19' ","'Men' ",30
2012 ,"'MM - Combinations within Law' ","'19' ","'Women' ",65
2012 ,"'MM - Combinations within Law' ","'20' ","'Men' ",15
2012 ,"'MM - Combinations within Law' ","'20' ","'Women' ",30
2012 ,"'MM - Combinations within Law' ","'21 and over' ","'Men' ",20
2012 ,"'MM - Combinations within Law' ","'21 and over' ","'Women' ",40
2012 ,"'N1 - Business studies' ","'17 and under' ","'Men' ",80
2012 ,"'N1 - Business studies' ","'17 and under' ","'Women' ",95
2012 ,"'N1 - Business studies' ","'18' ","'Men' ",2735
2012 ,"'N1 - Business studies' ","'18' ","'Women' ",2355
2012 ,"'N1 - Business studies' ","'19' ","'Men' ",1515
2012 ,"'N1 - Business studies' ","'19' ","'Women' ",1010
2012 ,"'N1 - Business studies' ","'20' ","'Men' ",830
2012 ,"'N1 - Business studies' ","'20' ","'Women' ",555
2012 ,"'N1 - Business studies' ","'21 and over' ","'Men' ",1455
2012 ,"'N1 - Business studies' ","'21 and over' ","'Women' ",1230
2012 ,"'N2 - Management studies' ","'17 and under' ","'Men' ",105
2012 ,"'N2 - Management studies' ","'17 and under' ","'Women' ",110
2012 ,"'N2 - Management studies' ","'18' ","'Men' ",2925
2012 ,"'N2 - Management studies' ","'18' ","'Women' ",2480
2012 ,"'N2 - Management studies' ","'19' ","'Men' ",1650
2012 ,"'N2 - Management studies' ","'19' ","'Women' ",1130
2012 ,"'N2 - Management studies' ","'20' ","'Men' ",760
2012 ,"'N2 - Management studies' ","'20' ","'Women' ",575
2012 ,"'N2 - Management studies' ","'21 and over' ","'Men' ",1285
2012 ,"'N2 - Management studies' ","'21 and over' ","'Women' ",950
2012 ,"'N3 - Finance' ","'17 and under' ","'Men' ",15
2012 ,"'N3 - Finance' ","'17 and under' ","'Women' ",15
2012 ,"'N3 - Finance' ","'18' ","'Men' ",465
2012 ,"'N3 - Finance' ","'18' ","'Women' ",225
2012 ,"'N3 - Finance' ","'19' ","'Men' ",220
2012 ,"'N3 - Finance' ","'19' ","'Women' ",145
2012 ,"'N3 - Finance' ","'20' ","'Men' ",120
2012 ,"'N3 - Finance' ","'20' ","'Women' ",75
2012 ,"'N3 - Finance' ","'21 and over' ","'Men' ",205
2012 ,"'N3 - Finance' ","'21 and over' ","'Women' ",105
2012 ,"'N4 - Accounting' ","'17 and under' ","'Men' ",40
2012 ,"'N4 - Accounting' ","'17 and under' ","'Women' ",75
2012 ,"'N4 - Accounting' ","'18' ","'Men' ",1500
2012 ,"'N4 - Accounting' ","'18' ","'Women' ",1190
2012 ,"'N4 - Accounting' ","'19' ","'Men' ",865
2012 ,"'N4 - Accounting' ","'19' ","'Women' ",595
2012 ,"'N4 - Accounting' ","'20' ","'Men' ",455
2012 ,"'N4 - Accounting' ","'20' ","'Women' ",385
2012 ,"'N4 - Accounting' ","'21 and over' ","'Men' ",745
2012 ,"'N4 - Accounting' ","'21 and over' ","'Women' ",730
2012 ,"'N5 - Marketing' ","'17 and under' ","'Men' ",5
2012 ,"'N5 - Marketing' ","'17 and under' ","'Women' ",25
2012 ,"'N5 - Marketing' ","'18' ","'Men' ",665
2012 ,"'N5 - Marketing' ","'18' ","'Women' ",1160
2012 ,"'N5 - Marketing' ","'19' ","'Men' ",400
2012 ,"'N5 - Marketing' ","'19' ","'Women' ",520
2012 ,"'N5 - Marketing' ","'20' ","'Men' ",200
2012 ,"'N5 - Marketing' ","'20' ","'Women' ",215
2012 ,"'N5 - Marketing' ","'21 and over' ","'Men' ",330
2012 ,"'N5 - Marketing' ","'21 and over' ","'Women' ",315
2012 ,"'N6 - Human Resource Management' ","'18' ","'Men' ",55
2012 ,"'N6 - Human Resource Management' ","'18' ","'Women' ",190
2012 ,"'N6 - Human Resource Management' ","'19' ","'Men' ",30
2012 ,"'N6 - Human Resource Management' ","'19' ","'Women' ",85
2012 ,"'N6 - Human Resource Management' ","'20' ","'Men' ",30
2012 ,"'N6 - Human Resource Management' ","'20' ","'Women' ",55
2012 ,"'N6 - Human Resource Management' ","'21 and over' ","'Men' ",75
2012 ,"'N6 - Human Resource Management' ","'21 and over' ","'Women' ",175
2012 ,"'N7 - Office Skills' ","'18' ","'Men' ",5
2012 ,"'N7 - Office Skills' ","'18' ","'Women' ",5
2012 ,"'N7 - Office Skills' ","'19' ","'Men' ",5
2012 ,"'N7 - Office Skills' ","'20' ","'Men' ",5
2012 ,"'N7 - Office Skills' ","'20' ","'Women' ",5
2012 ,"'N7 - Office Skills' ","'21 and over' ","'Men' ",10
2012 ,"'N7 - Office Skills' ","'21 and over' ","'Women' ",20
2012 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'17 and under' ","'Men' ",15
2012 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'17 and under' ","'Women' ",25
2012 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'18' ","'Men' ",850
2012 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'18' ","'Women' ",2495
2012 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'19' ","'Men' ",520
2012 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'19' ","'Women' ",1180
2012 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'20' ","'Men' ",305
2012 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'20' ","'Women' ",675
2012 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'21 and over' ","'Men' ",775
2012 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'21 and over' ","'Women' ",1375
2012 ,"'N9 - Others in Business & Admin Studies' ","'17 and under' ","'Men' ",5
2012 ,"'N9 - Others in Business & Admin Studies' ","'18' ","'Men' ",105
2012 ,"'N9 - Others in Business & Admin Studies' ","'18' ","'Women' ",105
2012 ,"'N9 - Others in Business & Admin Studies' ","'19' ","'Men' ",85
2012 ,"'N9 - Others in Business & Admin Studies' ","'19' ","'Women' ",40
2012 ,"'N9 - Others in Business & Admin Studies' ","'20' ","'Men' ",35
2012 ,"'N9 - Others in Business & Admin Studies' ","'20' ","'Women' ",20
2012 ,"'N9 - Others in Business & Admin Studies' ","'21 and over' ","'Men' ",75
2012 ,"'N9 - Others in Business & Admin Studies' ","'21 and over' ","'Women' ",40
2012 ,"'NN - Combinations within Business & Admin Studies' ","'17 and under' ","'Men' ",80
2012 ,"'NN - Combinations within Business & Admin Studies' ","'17 and under' ","'Women' ",95
2012 ,"'NN - Combinations within Business & Admin Studies' ","'18' ","'Men' ",3000
2012 ,"'NN - Combinations within Business & Admin Studies' ","'18' ","'Women' ",2590
2012 ,"'NN - Combinations within Business & Admin Studies' ","'19' ","'Men' ",1680
2012 ,"'NN - Combinations within Business & Admin Studies' ","'19' ","'Women' ",1250
2012 ,"'NN - Combinations within Business & Admin Studies' ","'20' ","'Men' ",700
2012 ,"'NN - Combinations within Business & Admin Studies' ","'20' ","'Women' ",595
2012 ,"'NN - Combinations within Business & Admin Studies' ","'21 and over' ","'Men' ",1215
2012 ,"'NN - Combinations within Business & Admin Studies' ","'21 and over' ","'Women' ",1055
2012 ,"'P1 - Information Services' ","'17 and under' ","'Women' ",5
2012 ,"'P1 - Information Services' ","'18' ","'Men' ",25
2012 ,"'P1 - Information Services' ","'18' ","'Women' ",25
2012 ,"'P1 - Information Services' ","'19' ","'Men' ",15
2012 ,"'P1 - Information Services' ","'19' ","'Women' ",15
2012 ,"'P1 - Information Services' ","'20' ","'Men' ",5
2012 ,"'P1 - Information Services' ","'20' ","'Women' ",5
2012 ,"'P1 - Information Services' ","'21 and over' ","'Men' ",10
2012 ,"'P1 - Information Services' ","'21 and over' ","'Women' ",5
2012 ,"'P2 - Publicity studies' ","'17 and under' ","'Women' ",5
2012 ,"'P2 - Publicity studies' ","'18' ","'Men' ",40
2012 ,"'P2 - Publicity studies' ","'18' ","'Women' ",220
2012 ,"'P2 - Publicity studies' ","'19' ","'Men' ",30
2012 ,"'P2 - Publicity studies' ","'19' ","'Women' ",85
2012 ,"'P2 - Publicity studies' ","'20' ","'Men' ",10
2012 ,"'P2 - Publicity studies' ","'20' ","'Women' ",30
2012 ,"'P2 - Publicity studies' ","'21 and over' ","'Men' ",20
2012 ,"'P2 - Publicity studies' ","'21 and over' ","'Women' ",55
2012 ,"'P3 - Media studies' ","'17 and under' ","'Men' ",5
2012 ,"'P3 - Media studies' ","'17 and under' ","'Women' ",15
2012 ,"'P3 - Media studies' ","'18' ","'Men' ",1195
2012 ,"'P3 - Media studies' ","'18' ","'Women' ",1425
2012 ,"'P3 - Media studies' ","'19' ","'Men' ",670
2012 ,"'P3 - Media studies' ","'19' ","'Women' ",605
2012 ,"'P3 - Media studies' ","'20' ","'Men' ",355
2012 ,"'P3 - Media studies' ","'20' ","'Women' ",260
2012 ,"'P3 - Media studies' ","'21 and over' ","'Men' ",625
2012 ,"'P3 - Media studies' ","'21 and over' ","'Women' ",345
2012 ,"'P4 - Publishing' ","'18' ","'Men' ",5
2012 ,"'P4 - Publishing' ","'18' ","'Women' ",20
2012 ,"'P4 - Publishing' ","'19' ","'Women' ",10
2012 ,"'P4 - Publishing' ","'20' ","'Women' ",5
2012 ,"'P4 - Publishing' ","'21 and over' ","'Women' ",5
2012 ,"'P5 - Journalism' ","'17 and under' ","'Men' ",5
2012 ,"'P5 - Journalism' ","'17 and under' ","'Women' ",20
2012 ,"'P5 - Journalism' ","'18' ","'Men' ",795
2012 ,"'P5 - Journalism' ","'18' ","'Women' ",990
2012 ,"'P5 - Journalism' ","'19' ","'Men' ",240
2012 ,"'P5 - Journalism' ","'19' ","'Women' ",310
2012 ,"'P5 - Journalism' ","'20' ","'Men' ",120
2012 ,"'P5 - Journalism' ","'20' ","'Women' ",115
2012 ,"'P5 - Journalism' ","'21 and over' ","'Men' ",225
2012 ,"'P5 - Journalism' ","'21 and over' ","'Women' ",170
2012 ,"'P9 - Others in Mass Comms & Documentation' ","'17 and under' ","'Women' ",5
2012 ,"'P9 - Others in Mass Comms & Documentation' ","'18' ","'Men' ",45
2012 ,"'P9 - Others in Mass Comms & Documentation' ","'18' ","'Women' ",225
2012 ,"'P9 - Others in Mass Comms & Documentation' ","'19' ","'Men' ",45
2012 ,"'P9 - Others in Mass Comms & Documentation' ","'19' ","'Women' ",75
2012 ,"'P9 - Others in Mass Comms & Documentation' ","'20' ","'Men' ",10
2012 ,"'P9 - Others in Mass Comms & Documentation' ","'20' ","'Women' ",45
2012 ,"'P9 - Others in Mass Comms & Documentation' ","'21 and over' ","'Men' ",35
2012 ,"'P9 - Others in Mass Comms & Documentation' ","'21 and over' ","'Women' ",60
2012 ,"'PP - Combinations within Mass Comms & Documentation' ","'17 and under' ","'Men' ",5
2012 ,"'PP - Combinations within Mass Comms & Documentation' ","'17 and under' ","'Women' ",10
2012 ,"'PP - Combinations within Mass Comms & Documentation' ","'18' ","'Men' ",130
2012 ,"'PP - Combinations within Mass Comms & Documentation' ","'18' ","'Women' ",340
2012 ,"'PP - Combinations within Mass Comms & Documentation' ","'19' ","'Men' ",75
2012 ,"'PP - Combinations within Mass Comms & Documentation' ","'19' ","'Women' ",125
2012 ,"'PP - Combinations within Mass Comms & Documentation' ","'20' ","'Men' ",25
2012 ,"'PP - Combinations within Mass Comms & Documentation' ","'20' ","'Women' ",60
2012 ,"'PP - Combinations within Mass Comms & Documentation' ","'21 and over' ","'Men' ",55
2012 ,"'PP - Combinations within Mass Comms & Documentation' ","'21 and over' ","'Women' ",70
2012 ,"'Q1 - Linguistics' ","'17 and under' ","'Women' ",5
2012 ,"'Q1 - Linguistics' ","'18' ","'Men' ",70
2012 ,"'Q1 - Linguistics' ","'18' ","'Women' ",240
2012 ,"'Q1 - Linguistics' ","'19' ","'Men' ",25
2012 ,"'Q1 - Linguistics' ","'19' ","'Women' ",70
2012 ,"'Q1 - Linguistics' ","'20' ","'Men' ",15
2012 ,"'Q1 - Linguistics' ","'20' ","'Women' ",30
2012 ,"'Q1 - Linguistics' ","'21 and over' ","'Men' ",20
2012 ,"'Q1 - Linguistics' ","'21 and over' ","'Women' ",50
2012 ,"'Q2 - Comparative Literary studies' ","'18' ","'Men' ",10
2012 ,"'Q2 - Comparative Literary studies' ","'18' ","'Women' ",75
2012 ,"'Q2 - Comparative Literary studies' ","'19' ","'Men' ",5
2012 ,"'Q2 - Comparative Literary studies' ","'19' ","'Women' ",20
2012 ,"'Q2 - Comparative Literary studies' ","'20' ","'Women' ",5
2012 ,"'Q2 - Comparative Literary studies' ","'21 and over' ","'Men' ",10
2012 ,"'Q2 - Comparative Literary studies' ","'21 and over' ","'Women' ",10
2012 ,"'Q3 - English studies' ","'17 and under' ","'Men' ",5
2012 ,"'Q3 - English studies' ","'17 and under' ","'Women' ",45
2012 ,"'Q3 - English studies' ","'18' ","'Men' ",1550
2012 ,"'Q3 - English studies' ","'18' ","'Women' ",5025
2012 ,"'Q3 - English studies' ","'19' ","'Men' ",445
2012 ,"'Q3 - English studies' ","'19' ","'Women' ",1050
2012 ,"'Q3 - English studies' ","'20' ","'Men' ",130
2012 ,"'Q3 - English studies' ","'20' ","'Women' ",265
2012 ,"'Q3 - English studies' ","'21 and over' ","'Men' ",335
2012 ,"'Q3 - English studies' ","'21 and over' ","'Women' ",625
2012 ,"'Q5 - Celtic studies' ","'18' ","'Men' ",20
2012 ,"'Q5 - Celtic studies' ","'18' ","'Women' ",75
2012 ,"'Q5 - Celtic studies' ","'19' ","'Men' ",10
2012 ,"'Q5 - Celtic studies' ","'19' ","'Women' ",15
2012 ,"'Q5 - Celtic studies' ","'21 and over' ","'Men' ",15
2012 ,"'Q5 - Celtic studies' ","'21 and over' ","'Women' ",10
2012 ,"'Q6 - Latin studies' ","'18' ","'Women' ",5
2012 ,"'Q8 - Classical studies' ","'17 and under' ","'Men' ",5
2012 ,"'Q8 - Classical studies' ","'17 and under' ","'Women' ",5
2012 ,"'Q8 - Classical studies' ","'18' ","'Men' ",250
2012 ,"'Q8 - Classical studies' ","'18' ","'Women' ",395
2012 ,"'Q8 - Classical studies' ","'19' ","'Men' ",55
2012 ,"'Q8 - Classical studies' ","'19' ","'Women' ",60
2012 ,"'Q8 - Classical studies' ","'20' ","'Men' ",10
2012 ,"'Q8 - Classical studies' ","'20' ","'Women' ",10
2012 ,"'Q8 - Classical studies' ","'21 and over' ","'Men' ",15
2012 ,"'Q8 - Classical studies' ","'21 and over' ","'Women' ",15
2012 ,"'Q9 - Others in Linguistics,Classics & related' ","'18' ","'Men' ",10
2012 ,"'Q9 - Others in Linguistics,Classics & related' ","'18' ","'Women' ",20
2012 ,"'Q9 - Others in Linguistics,Classics & related' ","'19' ","'Men' ",5
2012 ,"'Q9 - Others in Linguistics,Classics & related' ","'19' ","'Women' ",15
2012 ,"'Q9 - Others in Linguistics,Classics & related' ","'20' ","'Women' ",10
2012 ,"'Q9 - Others in Linguistics,Classics & related' ","'21 and over' ","'Men' ",10
2012 ,"'Q9 - Others in Linguistics,Classics & related' ","'21 and over' ","'Women' ",25
2012 ,"'QQ - Combinations within Linguistics,Classics & related' ","'18' ","'Men' ",105
2012 ,"'QQ - Combinations within Linguistics,Classics & related' ","'18' ","'Women' ",405
2012 ,"'QQ - Combinations within Linguistics,Classics & related' ","'19' ","'Men' ",45
2012 ,"'QQ - Combinations within Linguistics,Classics & related' ","'19' ","'Women' ",85
2012 ,"'QQ - Combinations within Linguistics,Classics & related' ","'20' ","'Men' ",10
2012 ,"'QQ - Combinations within Linguistics,Classics & related' ","'20' ","'Women' ",30
