"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Detailed Level) , Provider Country 2016 , Acceptance Route , Cycle Year"
"Coverage:   All"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_031_07.pdf"
 
Cycle Year,Subject Group (Detailed Level) , Provider Country 2016 , Acceptance Route,Number of Acceptances,
2007 ,"'A1 - Pre-clinical Medicine' ","'England' ","'Firm choice' ",5880
2011 ,"'C1 - Biology' ","'Scotland' ","'Insurance choice' ",60
2011 ,"'C1 - Biology' ","'Scotland' ","'Other main scheme choice' ",10
2011 ,"'C1 - Biology' ","'Scotland' ","'Extra' ",15
2011 ,"'C1 - Biology' ","'Scotland' ","'Main scheme Clearing' ",20
2011 ,"'C1 - Biology' ","'Scotland' ","'Direct Clearing' ",5
2011 ,"'C1 - Biology' ","'Scotland' ","'RPA' ",10
2011 ,"'C1 - Biology' ","'Wales' ","'Firm choice' ",245
2011 ,"'C1 - Biology' ","'Wales' ","'Insurance choice' ",55
2011 ,"'C1 - Biology' ","'Wales' ","'Extra' ",10
2011 ,"'C1 - Biology' ","'Wales' ","'Main scheme Clearing' ",65
2011 ,"'C1 - Biology' ","'Wales' ","'Direct Clearing' ",5
2011 ,"'C1 - Biology' ","'Wales' ","'RPA' ",5
2011 ,"'C2 - Botany' ","'England' ","'Firm choice' ",10
2011 ,"'C2 - Botany' ","'Scotland' ","'Firm choice' ",5
2011 ,"'C3 - Zoology' ","'England' ","'Firm choice' ",815
2011 ,"'C3 - Zoology' ","'England' ","'Insurance choice' ",145
2011 ,"'C3 - Zoology' ","'England' ","'Other main scheme choice' ",10
2011 ,"'C3 - Zoology' ","'England' ","'Extra' ",10
2011 ,"'C3 - Zoology' ","'England' ","'Main scheme Clearing' ",70
2011 ,"'C3 - Zoology' ","'England' ","'Direct Clearing' ",10
2011 ,"'C3 - Zoology' ","'England' ","'RPA' ",10
2011 ,"'C3 - Zoology' ","'Northern Ireland' ","'Firm choice' ",10
2011 ,"'C3 - Zoology' ","'Scotland' ","'Firm choice' ",135
2011 ,"'C3 - Zoology' ","'Scotland' ","'Insurance choice' ",10
2011 ,"'C3 - Zoology' ","'Wales' ","'Firm choice' ",235
2011 ,"'C3 - Zoology' ","'Wales' ","'Insurance choice' ",50
2011 ,"'C3 - Zoology' ","'Wales' ","'Extra' ",5
2011 ,"'C3 - Zoology' ","'Wales' ","'Main scheme Clearing' ",20
2011 ,"'C4 - Genetics' ","'England' ","'Firm choice' ",165
2011 ,"'C4 - Genetics' ","'England' ","'Insurance choice' ",35
2011 ,"'C4 - Genetics' ","'England' ","'Other main scheme choice' ",5
2011 ,"'C4 - Genetics' ","'England' ","'Extra' ",5
2011 ,"'C4 - Genetics' ","'England' ","'Main scheme Clearing' ",30
2011 ,"'C4 - Genetics' ","'England' ","'RPA' ",5
2011 ,"'C4 - Genetics' ","'Northern Ireland' ","'Firm choice' ",5
2011 ,"'C4 - Genetics' ","'Scotland' ","'Firm choice' ",60
2011 ,"'C4 - Genetics' ","'Scotland' ","'Insurance choice' ",5
2011 ,"'C4 - Genetics' ","'Wales' ","'Firm choice' ",30
2011 ,"'C4 - Genetics' ","'Wales' ","'Insurance choice' ",5
2011 ,"'C4 - Genetics' ","'Wales' ","'Extra' ",5
2011 ,"'C4 - Genetics' ","'Wales' ","'Main scheme Clearing' ",15
2011 ,"'C5 - Microbiology' ","'England' ","'Firm choice' ",135
2011 ,"'C5 - Microbiology' ","'England' ","'Insurance choice' ",30
2011 ,"'C5 - Microbiology' ","'England' ","'Other main scheme choice' ",5
2011 ,"'C5 - Microbiology' ","'England' ","'Extra' ",5
2011 ,"'C5 - Microbiology' ","'England' ","'Main scheme Clearing' ",5
2011 ,"'C5 - Microbiology' ","'Northern Ireland' ","'Firm choice' ",5
2011 ,"'C5 - Microbiology' ","'Scotland' ","'Firm choice' ",85
2011 ,"'C5 - Microbiology' ","'Scotland' ","'Insurance choice' ",5
2011 ,"'C5 - Microbiology' ","'Wales' ","'Firm choice' ",10
2011 ,"'C6 - Sport and Exercise Science' ","'England' ","'Firm choice' ",7230
2011 ,"'C6 - Sport and Exercise Science' ","'England' ","'Insurance choice' ",695
2011 ,"'C6 - Sport and Exercise Science' ","'England' ","'Other main scheme choice' ",195
2011 ,"'C6 - Sport and Exercise Science' ","'England' ","'Extra' ",230
2011 ,"'C6 - Sport and Exercise Science' ","'England' ","'Main scheme Clearing' ",815
2011 ,"'C6 - Sport and Exercise Science' ","'England' ","'Direct Clearing' ",155
2011 ,"'C6 - Sport and Exercise Science' ","'England' ","'RPA' ",125
2011 ,"'C6 - Sport and Exercise Science' ","'Northern Ireland' ","'Firm choice' ",90
2011 ,"'C6 - Sport and Exercise Science' ","'Northern Ireland' ","'Insurance choice' ",10
2011 ,"'C6 - Sport and Exercise Science' ","'Scotland' ","'Firm choice' ",395
2011 ,"'C6 - Sport and Exercise Science' ","'Scotland' ","'Insurance choice' ",55
2011 ,"'C6 - Sport and Exercise Science' ","'Scotland' ","'Other main scheme choice' ",5
2011 ,"'C6 - Sport and Exercise Science' ","'Scotland' ","'Main scheme Clearing' ",15
2011 ,"'C6 - Sport and Exercise Science' ","'Scotland' ","'RPA' ",40
2011 ,"'C6 - Sport and Exercise Science' ","'Wales' ","'Firm choice' ",820
2011 ,"'C6 - Sport and Exercise Science' ","'Wales' ","'Insurance choice' ",60
2011 ,"'C6 - Sport and Exercise Science' ","'Wales' ","'Other main scheme choice' ",15
2011 ,"'C6 - Sport and Exercise Science' ","'Wales' ","'Extra' ",15
2011 ,"'C6 - Sport and Exercise Science' ","'Wales' ","'Main scheme Clearing' ",60
2011 ,"'C6 - Sport and Exercise Science' ","'Wales' ","'Direct Clearing' ",10
2011 ,"'C6 - Sport and Exercise Science' ","'Wales' ","'RPA' ",15
2011 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'England' ","'Firm choice' ",1740
2011 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'England' ","'Insurance choice' ",355
2011 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'England' ","'Other main scheme choice' ",35
2011 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'England' ","'Extra' ",70
2011 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'England' ","'Main scheme Clearing' ",250
2011 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'England' ","'Direct Clearing' ",25
2011 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'England' ","'RPA' ",20
2011 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Northern Ireland' ","'Firm choice' ",20
2011 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Northern Ireland' ","'Insurance choice' ",5
2011 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Scotland' ","'Firm choice' ",190
2011 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Scotland' ","'Insurance choice' ",30
2011 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Scotland' ","'Other main scheme choice' ",5
2011 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Scotland' ","'Main scheme Clearing' ",20
2011 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Scotland' ","'RPA' ",5
2011 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Wales' ","'Firm choice' ",65
2011 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Wales' ","'Insurance choice' ",10
2011 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Wales' ","'Extra' ",5
2011 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Wales' ","'Main scheme Clearing' ",15
2011 ,"'C8 - Psychology' ","'England' ","'Firm choice' ",9920
2011 ,"'C8 - Psychology' ","'England' ","'Insurance choice' ",1630
2011 ,"'C8 - Psychology' ","'England' ","'Other main scheme choice' ",330
2011 ,"'C8 - Psychology' ","'England' ","'Extra' ",270
2011 ,"'C8 - Psychology' ","'England' ","'Adjustment' ",35
2011 ,"'C8 - Psychology' ","'England' ","'Main scheme Clearing' ",1315
2011 ,"'C8 - Psychology' ","'England' ","'Direct Clearing' ",165
2011 ,"'C8 - Psychology' ","'England' ","'RPA' ",175
2011 ,"'C8 - Psychology' ","'Northern Ireland' ","'Firm choice' ",345
2011 ,"'C8 - Psychology' ","'Northern Ireland' ","'Insurance choice' ",70
2011 ,"'C8 - Psychology' ","'Northern Ireland' ","'Extra' ",5
2011 ,"'C8 - Psychology' ","'Northern Ireland' ","'Main scheme Clearing' ",15
2011 ,"'C8 - Psychology' ","'Northern Ireland' ","'Direct Clearing' ",5
2011 ,"'C8 - Psychology' ","'Northern Ireland' ","'RPA' ",5
2011 ,"'C8 - Psychology' ","'Scotland' ","'Firm choice' ",1020
2011 ,"'C8 - Psychology' ","'Scotland' ","'Insurance choice' ",125
2011 ,"'C8 - Psychology' ","'Scotland' ","'Other main scheme choice' ",15
2011 ,"'C8 - Psychology' ","'Scotland' ","'Extra' ",5
2011 ,"'C8 - Psychology' ","'Scotland' ","'Main scheme Clearing' ",20
2011 ,"'C8 - Psychology' ","'Scotland' ","'Direct Clearing' ",10
2011 ,"'C8 - Psychology' ","'Scotland' ","'RPA' ",60
2011 ,"'C8 - Psychology' ","'Wales' ","'Firm choice' ",775
2011 ,"'C8 - Psychology' ","'Wales' ","'Insurance choice' ",120
2011 ,"'C8 - Psychology' ","'Wales' ","'Other main scheme choice' ",30
2011 ,"'C8 - Psychology' ","'Wales' ","'Extra' ",25
2011 ,"'C8 - Psychology' ","'Wales' ","'Main scheme Clearing' ",165
2011 ,"'C8 - Psychology' ","'Wales' ","'Direct Clearing' ",10
2011 ,"'C8 - Psychology' ","'Wales' ","'RPA' ",20
2011 ,"'C9 - Others in Biological Sciences' ","'England' ","'Firm choice' ",660
2011 ,"'C9 - Others in Biological Sciences' ","'England' ","'Insurance choice' ",170
2011 ,"'C9 - Others in Biological Sciences' ","'England' ","'Other main scheme choice' ",20
2011 ,"'C9 - Others in Biological Sciences' ","'England' ","'Extra' ",30
2011 ,"'C9 - Others in Biological Sciences' ","'England' ","'Main scheme Clearing' ",220
2011 ,"'C9 - Others in Biological Sciences' ","'England' ","'Direct Clearing' ",20
2011 ,"'C9 - Others in Biological Sciences' ","'England' ","'RPA' ",15
2011 ,"'C9 - Others in Biological Sciences' ","'Scotland' ","'Firm choice' ",50
2011 ,"'C9 - Others in Biological Sciences' ","'Scotland' ","'Insurance choice' ",15
2011 ,"'C9 - Others in Biological Sciences' ","'Scotland' ","'Other main scheme choice' ",5
2011 ,"'C9 - Others in Biological Sciences' ","'Scotland' ","'Extra' ",5
2011 ,"'C9 - Others in Biological Sciences' ","'Scotland' ","'Main scheme Clearing' ",25
2011 ,"'C9 - Others in Biological Sciences' ","'Scotland' ","'RPA' ",15
2011 ,"'C9 - Others in Biological Sciences' ","'Wales' ","'Firm choice' ",45
2011 ,"'C9 - Others in Biological Sciences' ","'Wales' ","'Insurance choice' ",10
2011 ,"'CC - Combinations within Biological Sciences' ","'England' ","'Firm choice' ",225
2011 ,"'CC - Combinations within Biological Sciences' ","'England' ","'Insurance choice' ",60
2011 ,"'CC - Combinations within Biological Sciences' ","'England' ","'Other main scheme choice' ",10
2011 ,"'CC - Combinations within Biological Sciences' ","'England' ","'Extra' ",20
2011 ,"'CC - Combinations within Biological Sciences' ","'England' ","'Main scheme Clearing' ",60
2011 ,"'CC - Combinations within Biological Sciences' ","'England' ","'Direct Clearing' ",5
2011 ,"'CC - Combinations within Biological Sciences' ","'Scotland' ","'Firm choice' ",125
2011 ,"'CC - Combinations within Biological Sciences' ","'Scotland' ","'Insurance choice' ",10
2011 ,"'CC - Combinations within Biological Sciences' ","'Scotland' ","'Extra' ",5
2011 ,"'CC - Combinations within Biological Sciences' ","'Scotland' ","'Main scheme Clearing' ",5
2011 ,"'CC - Combinations within Biological Sciences' ","'Scotland' ","'RPA' ",5
2011 ,"'CC - Combinations within Biological Sciences' ","'Wales' ","'Firm choice' ",35
2011 ,"'CC - Combinations within Biological Sciences' ","'Wales' ","'Insurance choice' ",5
2011 ,"'CC - Combinations within Biological Sciences' ","'Wales' ","'Main scheme Clearing' ",5
2011 ,"'D1 - Pre-clinical Veterinary Medicine' ","'England' ","'Firm choice' ",610
2011 ,"'D1 - Pre-clinical Veterinary Medicine' ","'England' ","'Insurance choice' ",10
2011 ,"'D1 - Pre-clinical Veterinary Medicine' ","'England' ","'Other main scheme choice' ",5
2011 ,"'D1 - Pre-clinical Veterinary Medicine' ","'England' ","'Extra' ",5
2011 ,"'D1 - Pre-clinical Veterinary Medicine' ","'England' ","'Main scheme Clearing' ",25
2011 ,"'D1 - Pre-clinical Veterinary Medicine' ","'Scotland' ","'Firm choice' ",200
2011 ,"'D1 - Pre-clinical Veterinary Medicine' ","'Scotland' ","'Main scheme Clearing' ",10
2011 ,"'D1 - Pre-clinical Veterinary Medicine' ","'Scotland' ","'RPA' ",105
2011 ,"'D3 - Animal Science' ","'England' ","'Firm choice' ",1555
2011 ,"'D3 - Animal Science' ","'England' ","'Insurance choice' ",115
2011 ,"'D3 - Animal Science' ","'England' ","'Other main scheme choice' ",90
2011 ,"'D3 - Animal Science' ","'England' ","'Extra' ",50
2011 ,"'D3 - Animal Science' ","'England' ","'Main scheme Clearing' ",160
2011 ,"'D3 - Animal Science' ","'England' ","'Direct Clearing' ",50
2011 ,"'D3 - Animal Science' ","'England' ","'RPA' ",35
2011 ,"'D3 - Animal Science' ","'Northern Ireland' ","'Firm choice' ",15
2011 ,"'D3 - Animal Science' ","'Scotland' ","'Firm choice' ",70
2011 ,"'D3 - Animal Science' ","'Scotland' ","'Extra' ",5
2011 ,"'D3 - Animal Science' ","'Scotland' ","'Main scheme Clearing' ",5
2011 ,"'D3 - Animal Science' ","'Wales' ","'Firm choice' ",65
2011 ,"'D3 - Animal Science' ","'Wales' ","'Insurance choice' ",5
2011 ,"'D3 - Animal Science' ","'Wales' ","'Extra' ",5
2011 ,"'D3 - Animal Science' ","'Wales' ","'Main scheme Clearing' ",5
2011 ,"'D3 - Animal Science' ","'Wales' ","'RPA' ",5
2011 ,"'D4 - Agriculture' ","'England' ","'Firm choice' ",1200
2011 ,"'D4 - Agriculture' ","'England' ","'Insurance choice' ",80
2011 ,"'D4 - Agriculture' ","'England' ","'Other main scheme choice' ",90
2011 ,"'D4 - Agriculture' ","'England' ","'Extra' ",20
2011 ,"'D4 - Agriculture' ","'England' ","'Main scheme Clearing' ",110
2011 ,"'D4 - Agriculture' ","'England' ","'Direct Clearing' ",80
2011 ,"'D4 - Agriculture' ","'England' ","'RPA' ",40
2011 ,"'D4 - Agriculture' ","'Northern Ireland' ","'Firm choice' ",110
2011 ,"'D4 - Agriculture' ","'Northern Ireland' ","'Insurance choice' ",20
2011 ,"'D4 - Agriculture' ","'Northern Ireland' ","'Other main scheme choice' ",5
2011 ,"'D4 - Agriculture' ","'Northern Ireland' ","'Main scheme Clearing' ",10
2011 ,"'D4 - Agriculture' ","'Northern Ireland' ","'Direct Clearing' ",5
2011 ,"'D4 - Agriculture' ","'Scotland' ","'Firm choice' ",80
2011 ,"'D4 - Agriculture' ","'Scotland' ","'Other main scheme choice' ",15
2011 ,"'D4 - Agriculture' ","'Scotland' ","'Main scheme Clearing' ",15
2011 ,"'D4 - Agriculture' ","'Scotland' ","'RPA' ",40
2011 ,"'D4 - Agriculture' ","'Wales' ","'Firm choice' ",115
2011 ,"'D4 - Agriculture' ","'Wales' ","'Insurance choice' ",15
2011 ,"'D4 - Agriculture' ","'Wales' ","'Other main scheme choice' ",5
2011 ,"'D5 - Forestry & arboriculture' ","'England' ","'Firm choice' ",70
2011 ,"'D5 - Forestry & arboriculture' ","'England' ","'Insurance choice' ",5
2011 ,"'D5 - Forestry & arboriculture' ","'England' ","'Other main scheme choice' ",15
2011 ,"'D5 - Forestry & arboriculture' ","'England' ","'Main scheme Clearing' ",5
2011 ,"'D5 - Forestry & arboriculture' ","'England' ","'Direct Clearing' ",5
2011 ,"'D5 - Forestry & arboriculture' ","'Scotland' ","'Firm choice' ",5
2011 ,"'D5 - Forestry & arboriculture' ","'Scotland' ","'RPA' ",40
2011 ,"'D5 - Forestry & arboriculture' ","'Wales' ","'Firm choice' ",15
2011 ,"'D6 - Food and Beverage studies' ","'England' ","'Firm choice' ",220
2011 ,"'D6 - Food and Beverage studies' ","'England' ","'Insurance choice' ",10
2011 ,"'D6 - Food and Beverage studies' ","'England' ","'Other main scheme choice' ",30
2011 ,"'D6 - Food and Beverage studies' ","'England' ","'Extra' ",5
2011 ,"'D6 - Food and Beverage studies' ","'England' ","'Main scheme Clearing' ",15
2011 ,"'D6 - Food and Beverage studies' ","'England' ","'Direct Clearing' ",10
2011 ,"'D6 - Food and Beverage studies' ","'England' ","'RPA' ",20
2011 ,"'D6 - Food and Beverage studies' ","'Northern Ireland' ","'Firm choice' ",35
2011 ,"'D6 - Food and Beverage studies' ","'Northern Ireland' ","'Insurance choice' ",5
2011 ,"'D6 - Food and Beverage studies' ","'Northern Ireland' ","'Main scheme Clearing' ",10
2011 ,"'D6 - Food and Beverage studies' ","'Northern Ireland' ","'Direct Clearing' ",5
2011 ,"'D6 - Food and Beverage studies' ","'Scotland' ","'Firm choice' ",15
2011 ,"'D6 - Food and Beverage studies' ","'Wales' ","'Firm choice' ",20
2011 ,"'D6 - Food and Beverage studies' ","'Wales' ","'Insurance choice' ",5
2011 ,"'D6 - Food and Beverage studies' ","'Wales' ","'RPA' ",5
2011 ,"'D7 - Agricultural Sciences' ","'England' ","'Firm choice' ",45
2011 ,"'D7 - Agricultural Sciences' ","'England' ","'Insurance choice' ",5
2011 ,"'D7 - Agricultural Sciences' ","'Scotland' ","'Firm choice' ",5
2011 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'England' ","'Firm choice' ",35
2011 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'England' ","'Insurance choice' ",5
2011 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'England' ","'Firm choice' ",120
2011 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'England' ","'Insurance choice' ",5
2011 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'England' ","'Other main scheme choice' ",5
2011 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'England' ","'Extra' ",5
2011 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'England' ","'Direct Clearing' ",10
2011 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'Wales' ","'Firm choice' ",10
2011 ,"'F0 - Physical Sciences: any area of study' ","'England' ","'Firm choice' ",65
2011 ,"'F0 - Physical Sciences: any area of study' ","'England' ","'Insurance choice' ",10
2011 ,"'F0 - Physical Sciences: any area of study' ","'England' ","'Main scheme Clearing' ",5
2011 ,"'F0 - Physical Sciences: any area of study' ","'England' ","'RPA' ",5
2011 ,"'F1 - Chemistry' ","'England' ","'Firm choice' ",2665
2011 ,"'F1 - Chemistry' ","'England' ","'Insurance choice' ",590
2011 ,"'F1 - Chemistry' ","'England' ","'Other main scheme choice' ",35
2011 ,"'F1 - Chemistry' ","'England' ","'Extra' ",50
2011 ,"'F1 - Chemistry' ","'England' ","'Adjustment' ",5
2011 ,"'F1 - Chemistry' ","'England' ","'Main scheme Clearing' ",405
2011 ,"'F1 - Chemistry' ","'England' ","'Direct Clearing' ",15
2011 ,"'F1 - Chemistry' ","'England' ","'RPA' ",35
2011 ,"'F1 - Chemistry' ","'Northern Ireland' ","'Firm choice' ",40
2011 ,"'F1 - Chemistry' ","'Northern Ireland' ","'Insurance choice' ",15
2011 ,"'F1 - Chemistry' ","'Scotland' ","'Firm choice' ",355
2011 ,"'F1 - Chemistry' ","'Scotland' ","'Insurance choice' ",35
2011 ,"'F1 - Chemistry' ","'Scotland' ","'Other main scheme choice' ",5
2011 ,"'F1 - Chemistry' ","'Scotland' ","'Main scheme Clearing' ",15
2011 ,"'F1 - Chemistry' ","'Scotland' ","'RPA' ",20
2011 ,"'F1 - Chemistry' ","'Wales' ","'Firm choice' ",105
2011 ,"'F1 - Chemistry' ","'Wales' ","'Insurance choice' ",45
2011 ,"'F1 - Chemistry' ","'Wales' ","'Extra' ",5
2011 ,"'F1 - Chemistry' ","'Wales' ","'Main scheme Clearing' ",70
2011 ,"'F3 - Physics' ","'England' ","'Firm choice' ",2550
2011 ,"'F3 - Physics' ","'England' ","'Insurance choice' ",450
2011 ,"'F3 - Physics' ","'England' ","'Other main scheme choice' ",40
2011 ,"'F3 - Physics' ","'England' ","'Extra' ",15
2011 ,"'F3 - Physics' ","'England' ","'Adjustment' ",5
2011 ,"'F3 - Physics' ","'England' ","'Main scheme Clearing' ",170
2011 ,"'F3 - Physics' ","'England' ","'Direct Clearing' ",15
2011 ,"'F3 - Physics' ","'England' ","'RPA' ",25
2011 ,"'F3 - Physics' ","'Northern Ireland' ","'Firm choice' ",45
2011 ,"'F3 - Physics' ","'Northern Ireland' ","'Insurance choice' ",5
2011 ,"'F3 - Physics' ","'Scotland' ","'Firm choice' ",410
2011 ,"'F3 - Physics' ","'Scotland' ","'Insurance choice' ",55
2011 ,"'F3 - Physics' ","'Scotland' ","'Other main scheme choice' ",5
2011 ,"'F3 - Physics' ","'Scotland' ","'Extra' ",5
2011 ,"'F3 - Physics' ","'Scotland' ","'Main scheme Clearing' ",5
2011 ,"'F3 - Physics' ","'Scotland' ","'RPA' ",5
2011 ,"'F3 - Physics' ","'Wales' ","'Firm choice' ",145
2011 ,"'F3 - Physics' ","'Wales' ","'Insurance choice' ",60
2011 ,"'F3 - Physics' ","'Wales' ","'Other main scheme choice' ",5
2011 ,"'F3 - Physics' ","'Wales' ","'Main scheme Clearing' ",75
2011 ,"'F3 - Physics' ","'Wales' ","'Direct Clearing' ",5
2011 ,"'F3 - Physics' ","'Wales' ","'RPA' ",5
2011 ,"'F4 - Forensic and Archaeological Science' ","'England' ","'Firm choice' ",1275
2011 ,"'F4 - Forensic and Archaeological Science' ","'England' ","'Insurance choice' ",130
2011 ,"'F4 - Forensic and Archaeological Science' ","'England' ","'Other main scheme choice' ",25
2011 ,"'F4 - Forensic and Archaeological Science' ","'England' ","'Extra' ",35
2011 ,"'F4 - Forensic and Archaeological Science' ","'England' ","'Main scheme Clearing' ",285
2011 ,"'F4 - Forensic and Archaeological Science' ","'England' ","'Direct Clearing' ",35
2011 ,"'F4 - Forensic and Archaeological Science' ","'England' ","'RPA' ",25
2011 ,"'F4 - Forensic and Archaeological Science' ","'Scotland' ","'Firm choice' ",170
2011 ,"'F4 - Forensic and Archaeological Science' ","'Scotland' ","'Insurance choice' ",30
2011 ,"'F4 - Forensic and Archaeological Science' ","'Scotland' ","'Extra' ",5
2011 ,"'F4 - Forensic and Archaeological Science' ","'Scotland' ","'Main scheme Clearing' ",15
2011 ,"'F4 - Forensic and Archaeological Science' ","'Wales' ","'Firm choice' ",155
2011 ,"'F4 - Forensic and Archaeological Science' ","'Wales' ","'Insurance choice' ",10
2011 ,"'F4 - Forensic and Archaeological Science' ","'Wales' ","'Main scheme Clearing' ",25
2011 ,"'F4 - Forensic and Archaeological Science' ","'Wales' ","'RPA' ",5
2011 ,"'F5 - Astronomy' ","'England' ","'Firm choice' ",70
2011 ,"'F5 - Astronomy' ","'England' ","'Insurance choice' ",35
2011 ,"'F5 - Astronomy' ","'England' ","'Main scheme Clearing' ",20
2011 ,"'F5 - Astronomy' ","'Scotland' ","'Firm choice' ",20
2011 ,"'F5 - Astronomy' ","'Wales' ","'Firm choice' ",30
2011 ,"'F5 - Astronomy' ","'Wales' ","'Insurance choice' ",20
2011 ,"'F5 - Astronomy' ","'Wales' ","'Other main scheme choice' ",5
2011 ,"'F5 - Astronomy' ","'Wales' ","'Main scheme Clearing' ",10
2011 ,"'F6 - Geology' ","'England' ","'Firm choice' ",940
2011 ,"'F6 - Geology' ","'England' ","'Insurance choice' ",155
2011 ,"'F6 - Geology' ","'England' ","'Other main scheme choice' ",10
2011 ,"'F6 - Geology' ","'England' ","'Extra' ",10
2011 ,"'F6 - Geology' ","'England' ","'Adjustment' ",5
2011 ,"'F6 - Geology' ","'England' ","'Main scheme Clearing' ",55
2011 ,"'F6 - Geology' ","'England' ","'Direct Clearing' ",5
2011 ,"'F6 - Geology' ","'England' ","'RPA' ",10
2011 ,"'F6 - Geology' ","'Scotland' ","'Firm choice' ",135
2011 ,"'F6 - Geology' ","'Scotland' ","'Other main scheme choice' ",5
2011 ,"'F6 - Geology' ","'Scotland' ","'RPA' ",10
2011 ,"'F6 - Geology' ","'Wales' ","'Firm choice' ",145
2011 ,"'F6 - Geology' ","'Wales' ","'Insurance choice' ",15
2011 ,"'F6 - Geology' ","'Wales' ","'Other main scheme choice' ",5
2011 ,"'F6 - Geology' ","'Wales' ","'Extra' ",5
2011 ,"'F6 - Geology' ","'Wales' ","'Main scheme Clearing' ",25
2011 ,"'F6 - Geology' ","'Wales' ","'RPA' ",10
2011 ,"'F7 - Science of aquatic & terrestrial environments' ","'England' ","'Firm choice' ",930
2011 ,"'F7 - Science of aquatic & terrestrial environments' ","'England' ","'Insurance choice' ",140
2011 ,"'F7 - Science of aquatic & terrestrial environments' ","'England' ","'Other main scheme choice' ",30
2011 ,"'F7 - Science of aquatic & terrestrial environments' ","'England' ","'Extra' ",15
2011 ,"'F7 - Science of aquatic & terrestrial environments' ","'England' ","'Main scheme Clearing' ",105
2011 ,"'F7 - Science of aquatic & terrestrial environments' ","'England' ","'Direct Clearing' ",20
2011 ,"'F7 - Science of aquatic & terrestrial environments' ","'England' ","'RPA' ",25
2011 ,"'F7 - Science of aquatic & terrestrial environments' ","'Northern Ireland' ","'Firm choice' ",45
2011 ,"'F7 - Science of aquatic & terrestrial environments' ","'Northern Ireland' ","'Insurance choice' ",20
2011 ,"'F7 - Science of aquatic & terrestrial environments' ","'Scotland' ","'Firm choice' ",60
2011 ,"'F7 - Science of aquatic & terrestrial environments' ","'Scotland' ","'Insurance choice' ",5
2011 ,"'F7 - Science of aquatic & terrestrial environments' ","'Scotland' ","'Other main scheme choice' ",10
2011 ,"'F7 - Science of aquatic & terrestrial environments' ","'Scotland' ","'Main scheme Clearing' ",10
2011 ,"'F7 - Science of aquatic & terrestrial environments' ","'Scotland' ","'RPA' ",30
2011 ,"'F7 - Science of aquatic & terrestrial environments' ","'Wales' ","'Firm choice' ",20
2011 ,"'F7 - Science of aquatic & terrestrial environments' ","'Wales' ","'Extra' ",5
2011 ,"'F7 - Science of aquatic & terrestrial environments' ","'Wales' ","'Main scheme Clearing' ",5
2011 ,"'F7 - Science of aquatic & terrestrial environments' ","'Wales' ","'RPA' ",15
2011 ,"'F8 - Physical geographical sciences' ","'England' ","'Firm choice' ",2045
2011 ,"'F8 - Physical geographical sciences' ","'England' ","'Insurance choice' ",405
2011 ,"'F8 - Physical geographical sciences' ","'England' ","'Other main scheme choice' ",25
2011 ,"'F8 - Physical geographical sciences' ","'England' ","'Extra' ",25
2011 ,"'F8 - Physical geographical sciences' ","'England' ","'Adjustment' ",20
2011 ,"'F8 - Physical geographical sciences' ","'England' ","'Main scheme Clearing' ",215
2011 ,"'F8 - Physical geographical sciences' ","'England' ","'Direct Clearing' ",20
2011 ,"'F8 - Physical geographical sciences' ","'England' ","'RPA' ",15
2011 ,"'F8 - Physical geographical sciences' ","'Northern Ireland' ","'Firm choice' ",125
2011 ,"'F8 - Physical geographical sciences' ","'Northern Ireland' ","'Insurance choice' ",45
2011 ,"'F8 - Physical geographical sciences' ","'Northern Ireland' ","'Extra' ",5
2011 ,"'F8 - Physical geographical sciences' ","'Northern Ireland' ","'Main scheme Clearing' ",5
2011 ,"'F8 - Physical geographical sciences' ","'Scotland' ","'Firm choice' ",120
