"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Summary Level) , Ethnic Group (Summary Level) , Acceptance Route , Cycle Year"
"Coverage:   UK domiciled"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_022_07.pdf"
 
Cycle Year,Subject Group (Summary Level) , Ethnic Group (Summary Level) , Acceptance Route,Number of Acceptances,
2007 ,"'Group A Medicine and Dentistry' ","'Asian' ","'Firm choice' ",1725
2012 ,"'Group F Physical Sciences' ","'Asian' ","'RPA' ",10
2012 ,"'Group F Physical Sciences' ","'Black' ","'Firm choice' ",200
2012 ,"'Group F Physical Sciences' ","'Black' ","'Insurance choice' ",40
2012 ,"'Group F Physical Sciences' ","'Black' ","'Other main scheme choice' ",10
2012 ,"'Group F Physical Sciences' ","'Black' ","'Extra' ",20
2012 ,"'Group F Physical Sciences' ","'Black' ","'Main scheme Clearing' ",115
2012 ,"'Group F Physical Sciences' ","'Black' ","'Direct Clearing' ",25
2012 ,"'Group F Physical Sciences' ","'Black' ","'RPA' ",15
2012 ,"'Group F Physical Sciences' ","'Mixed' ","'Firm choice' ",370
2012 ,"'Group F Physical Sciences' ","'Mixed' ","'Insurance choice' ",50
2012 ,"'Group F Physical Sciences' ","'Mixed' ","'Other main scheme choice' ",5
2012 ,"'Group F Physical Sciences' ","'Mixed' ","'Extra' ",10
2012 ,"'Group F Physical Sciences' ","'Mixed' ","'Main scheme Clearing' ",60
2012 ,"'Group F Physical Sciences' ","'Mixed' ","'Direct Clearing' ",5
2012 ,"'Group F Physical Sciences' ","'Mixed' ","'RPA' ",10
2012 ,"'Group F Physical Sciences' ","'White' ","'Firm choice' ",11080
2012 ,"'Group F Physical Sciences' ","'White' ","'Insurance choice' ",1525
2012 ,"'Group F Physical Sciences' ","'White' ","'Other main scheme choice' ",115
2012 ,"'Group F Physical Sciences' ","'White' ","'Extra' ",110
2012 ,"'Group F Physical Sciences' ","'White' ","'Adjustment' ",35
2012 ,"'Group F Physical Sciences' ","'White' ","'Main scheme Clearing' ",1120
2012 ,"'Group F Physical Sciences' ","'White' ","'Direct Clearing' ",135
2012 ,"'Group F Physical Sciences' ","'White' ","'RPA' ",120
2012 ,"'Group F Physical Sciences' ","'Other' ","'Firm choice' ",85
2012 ,"'Group F Physical Sciences' ","'Other' ","'Insurance choice' ",20
2012 ,"'Group F Physical Sciences' ","'Other' ","'Extra' ",5
2012 ,"'Group F Physical Sciences' ","'Other' ","'Main scheme Clearing' ",30
2012 ,"'Group F Physical Sciences' ","'Other' ","'Direct Clearing' ",10
2012 ,"'Group F Physical Sciences' ","'Other' ","'RPA' ",5
2012 ,"'Group F Physical Sciences' ","'Unknown' ","'Firm choice' ",70
2012 ,"'Group F Physical Sciences' ","'Unknown' ","'Insurance choice' ",10
2012 ,"'Group F Physical Sciences' ","'Unknown' ","'Other main scheme choice' ",5
2012 ,"'Group F Physical Sciences' ","'Unknown' ","'Main scheme Clearing' ",15
2012 ,"'Group F Physical Sciences' ","'Unknown' ","'Direct Clearing' ",5
2012 ,"'Group F Physical Sciences' ","'Unknown' ","'RPA' ",35
2012 ,"'Group G Mathematical Sciences' ","'Asian' ","'Firm choice' ",605
2012 ,"'Group G Mathematical Sciences' ","'Asian' ","'Insurance choice' ",185
2012 ,"'Group G Mathematical Sciences' ","'Asian' ","'Other main scheme choice' ",10
2012 ,"'Group G Mathematical Sciences' ","'Asian' ","'Extra' ",15
2012 ,"'Group G Mathematical Sciences' ","'Asian' ","'Adjustment' ",10
2012 ,"'Group G Mathematical Sciences' ","'Asian' ","'Main scheme Clearing' ",175
2012 ,"'Group G Mathematical Sciences' ","'Asian' ","'Direct Clearing' ",25
2012 ,"'Group G Mathematical Sciences' ","'Asian' ","'RPA' ",10
2012 ,"'Group G Mathematical Sciences' ","'Black' ","'Firm choice' ",90
2012 ,"'Group G Mathematical Sciences' ","'Black' ","'Insurance choice' ",30
2012 ,"'Group G Mathematical Sciences' ","'Black' ","'Other main scheme choice' ",10
2012 ,"'Group G Mathematical Sciences' ","'Black' ","'Extra' ",5
2012 ,"'Group G Mathematical Sciences' ","'Black' ","'Main scheme Clearing' ",40
2012 ,"'Group G Mathematical Sciences' ","'Black' ","'Direct Clearing' ",20
2012 ,"'Group G Mathematical Sciences' ","'Black' ","'RPA' ",15
2012 ,"'Group G Mathematical Sciences' ","'Mixed' ","'Firm choice' ",115
2012 ,"'Group G Mathematical Sciences' ","'Mixed' ","'Insurance choice' ",35
2012 ,"'Group G Mathematical Sciences' ","'Mixed' ","'Main scheme Clearing' ",25
2012 ,"'Group G Mathematical Sciences' ","'Mixed' ","'Direct Clearing' ",5
2012 ,"'Group G Mathematical Sciences' ","'White' ","'Firm choice' ",3830
2012 ,"'Group G Mathematical Sciences' ","'White' ","'Insurance choice' ",680
2012 ,"'Group G Mathematical Sciences' ","'White' ","'Other main scheme choice' ",35
2012 ,"'Group G Mathematical Sciences' ","'White' ","'Extra' ",35
2012 ,"'Group G Mathematical Sciences' ","'White' ","'Adjustment' ",15
2012 ,"'Group G Mathematical Sciences' ","'White' ","'Main scheme Clearing' ",355
2012 ,"'Group G Mathematical Sciences' ","'White' ","'Direct Clearing' ",55
2012 ,"'Group G Mathematical Sciences' ","'White' ","'RPA' ",25
2012 ,"'Group G Mathematical Sciences' ","'Other' ","'Firm choice' ",60
2012 ,"'Group G Mathematical Sciences' ","'Other' ","'Insurance choice' ",10
2012 ,"'Group G Mathematical Sciences' ","'Other' ","'Extra' ",5
2012 ,"'Group G Mathematical Sciences' ","'Other' ","'Main scheme Clearing' ",15
2012 ,"'Group G Mathematical Sciences' ","'Other' ","'Direct Clearing' ",5
2012 ,"'Group G Mathematical Sciences' ","'Other' ","'RPA' ",5
2012 ,"'Group G Mathematical Sciences' ","'Unknown' ","'Firm choice' ",25
2012 ,"'Group G Mathematical Sciences' ","'Unknown' ","'Insurance choice' ",10
2012 ,"'Group G Mathematical Sciences' ","'Unknown' ","'Main scheme Clearing' ",10
2012 ,"'Group G Mathematical Sciences' ","'Unknown' ","'Direct Clearing' ",5
2012 ,"'Group G Mathematical Sciences' ","'Unknown' ","'RPA' ",25
2012 ,"'Group H Engineering' ","'Asian' ","'Firm choice' ",1570
2012 ,"'Group H Engineering' ","'Asian' ","'Insurance choice' ",365
2012 ,"'Group H Engineering' ","'Asian' ","'Other main scheme choice' ",50
2012 ,"'Group H Engineering' ","'Asian' ","'Extra' ",60
2012 ,"'Group H Engineering' ","'Asian' ","'Adjustment' ",15
2012 ,"'Group H Engineering' ","'Asian' ","'Main scheme Clearing' ",575
2012 ,"'Group H Engineering' ","'Asian' ","'Direct Clearing' ",125
2012 ,"'Group H Engineering' ","'Asian' ","'RPA' ",80
2012 ,"'Group H Engineering' ","'Black' ","'Firm choice' ",825
2012 ,"'Group H Engineering' ","'Black' ","'Insurance choice' ",170
2012 ,"'Group H Engineering' ","'Black' ","'Other main scheme choice' ",70
2012 ,"'Group H Engineering' ","'Black' ","'Extra' ",30
2012 ,"'Group H Engineering' ","'Black' ","'Main scheme Clearing' ",365
2012 ,"'Group H Engineering' ","'Black' ","'Direct Clearing' ",150
2012 ,"'Group H Engineering' ","'Black' ","'RPA' ",75
2012 ,"'Group H Engineering' ","'Mixed' ","'Firm choice' ",410
2012 ,"'Group H Engineering' ","'Mixed' ","'Insurance choice' ",85
2012 ,"'Group H Engineering' ","'Mixed' ","'Other main scheme choice' ",15
2012 ,"'Group H Engineering' ","'Mixed' ","'Extra' ",10
2012 ,"'Group H Engineering' ","'Mixed' ","'Main scheme Clearing' ",100
2012 ,"'Group H Engineering' ","'Mixed' ","'Direct Clearing' ",30
2012 ,"'Group H Engineering' ","'Mixed' ","'RPA' ",15
2012 ,"'Group H Engineering' ","'White' ","'Firm choice' ",9635
2012 ,"'Group H Engineering' ","'White' ","'Insurance choice' ",1275
2012 ,"'Group H Engineering' ","'White' ","'Other main scheme choice' ",240
2012 ,"'Group H Engineering' ","'White' ","'Extra' ",105
2012 ,"'Group H Engineering' ","'White' ","'Adjustment' ",25
2012 ,"'Group H Engineering' ","'White' ","'Main scheme Clearing' ",1060
2012 ,"'Group H Engineering' ","'White' ","'Direct Clearing' ",295
2012 ,"'Group H Engineering' ","'White' ","'RPA' ",430
2012 ,"'Group H Engineering' ","'Other' ","'Firm choice' ",275
2012 ,"'Group H Engineering' ","'Other' ","'Insurance choice' ",65
2012 ,"'Group H Engineering' ","'Other' ","'Other main scheme choice' ",20
2012 ,"'Group H Engineering' ","'Other' ","'Extra' ",10
2012 ,"'Group H Engineering' ","'Other' ","'Main scheme Clearing' ",95
2012 ,"'Group H Engineering' ","'Other' ","'Direct Clearing' ",30
2012 ,"'Group H Engineering' ","'Other' ","'RPA' ",35
2012 ,"'Group H Engineering' ","'Unknown' ","'Firm choice' ",100
2012 ,"'Group H Engineering' ","'Unknown' ","'Insurance choice' ",15
2012 ,"'Group H Engineering' ","'Unknown' ","'Other main scheme choice' ",10
2012 ,"'Group H Engineering' ","'Unknown' ","'Main scheme Clearing' ",20
2012 ,"'Group H Engineering' ","'Unknown' ","'Direct Clearing' ",25
2012 ,"'Group H Engineering' ","'Unknown' ","'RPA' ",90
2012 ,"'Group I Computer Sciences' ","'Asian' ","'Firm choice' ",1850
2012 ,"'Group I Computer Sciences' ","'Asian' ","'Insurance choice' ",240
2012 ,"'Group I Computer Sciences' ","'Asian' ","'Other main scheme choice' ",75
2012 ,"'Group I Computer Sciences' ","'Asian' ","'Extra' ",45
2012 ,"'Group I Computer Sciences' ","'Asian' ","'Adjustment' ",15
2012 ,"'Group I Computer Sciences' ","'Asian' ","'Main scheme Clearing' ",560
2012 ,"'Group I Computer Sciences' ","'Asian' ","'Direct Clearing' ",150
2012 ,"'Group I Computer Sciences' ","'Asian' ","'RPA' ",130
2012 ,"'Group I Computer Sciences' ","'Black' ","'Firm choice' ",830
2012 ,"'Group I Computer Sciences' ","'Black' ","'Insurance choice' ",120
2012 ,"'Group I Computer Sciences' ","'Black' ","'Other main scheme choice' ",80
2012 ,"'Group I Computer Sciences' ","'Black' ","'Extra' ",30
2012 ,"'Group I Computer Sciences' ","'Black' ","'Adjustment' ",5
2012 ,"'Group I Computer Sciences' ","'Black' ","'Main scheme Clearing' ",260
2012 ,"'Group I Computer Sciences' ","'Black' ","'Direct Clearing' ",170
2012 ,"'Group I Computer Sciences' ","'Black' ","'RPA' ",155
2012 ,"'Group I Computer Sciences' ","'Mixed' ","'Firm choice' ",385
2012 ,"'Group I Computer Sciences' ","'Mixed' ","'Insurance choice' ",35
2012 ,"'Group I Computer Sciences' ","'Mixed' ","'Other main scheme choice' ",20
2012 ,"'Group I Computer Sciences' ","'Mixed' ","'Extra' ",10
2012 ,"'Group I Computer Sciences' ","'Mixed' ","'Adjustment' ",5
2012 ,"'Group I Computer Sciences' ","'Mixed' ","'Main scheme Clearing' ",70
2012 ,"'Group I Computer Sciences' ","'Mixed' ","'Direct Clearing' ",35
2012 ,"'Group I Computer Sciences' ","'Mixed' ","'RPA' ",40
2012 ,"'Group I Computer Sciences' ","'White' ","'Firm choice' ",8715
2012 ,"'Group I Computer Sciences' ","'White' ","'Insurance choice' ",715
2012 ,"'Group I Computer Sciences' ","'White' ","'Other main scheme choice' ",315
2012 ,"'Group I Computer Sciences' ","'White' ","'Extra' ",95
2012 ,"'Group I Computer Sciences' ","'White' ","'Adjustment' ",15
2012 ,"'Group I Computer Sciences' ","'White' ","'Main scheme Clearing' ",740
2012 ,"'Group I Computer Sciences' ","'White' ","'Direct Clearing' ",420
2012 ,"'Group I Computer Sciences' ","'White' ","'RPA' ",430
2012 ,"'Group I Computer Sciences' ","'Other' ","'Firm choice' ",195
2012 ,"'Group I Computer Sciences' ","'Other' ","'Insurance choice' ",35
2012 ,"'Group I Computer Sciences' ","'Other' ","'Other main scheme choice' ",10
2012 ,"'Group I Computer Sciences' ","'Other' ","'Extra' ",5
2012 ,"'Group I Computer Sciences' ","'Other' ","'Main scheme Clearing' ",60
2012 ,"'Group I Computer Sciences' ","'Other' ","'Direct Clearing' ",25
2012 ,"'Group I Computer Sciences' ","'Other' ","'RPA' ",30
2012 ,"'Group I Computer Sciences' ","'Unknown' ","'Firm choice' ",85
2012 ,"'Group I Computer Sciences' ","'Unknown' ","'Insurance choice' ",5
2012 ,"'Group I Computer Sciences' ","'Unknown' ","'Other main scheme choice' ",5
2012 ,"'Group I Computer Sciences' ","'Unknown' ","'Main scheme Clearing' ",20
2012 ,"'Group I Computer Sciences' ","'Unknown' ","'Direct Clearing' ",15
2012 ,"'Group I Computer Sciences' ","'Unknown' ","'RPA' ",165
2012 ,"'Group J Technologies' ","'Asian' ","'Firm choice' ",50
2012 ,"'Group J Technologies' ","'Asian' ","'Insurance choice' ",5
2012 ,"'Group J Technologies' ","'Asian' ","'Extra' ",5
2012 ,"'Group J Technologies' ","'Asian' ","'Main scheme Clearing' ",15
2012 ,"'Group J Technologies' ","'Asian' ","'Direct Clearing' ",5
2012 ,"'Group J Technologies' ","'Black' ","'Firm choice' ",55
2012 ,"'Group J Technologies' ","'Black' ","'Insurance choice' ",5
2012 ,"'Group J Technologies' ","'Black' ","'Other main scheme choice' ",10
2012 ,"'Group J Technologies' ","'Black' ","'Main scheme Clearing' ",25
2012 ,"'Group J Technologies' ","'Black' ","'Direct Clearing' ",15
2012 ,"'Group J Technologies' ","'Black' ","'RPA' ",10
2012 ,"'Group J Technologies' ","'Mixed' ","'Firm choice' ",60
2012 ,"'Group J Technologies' ","'Mixed' ","'Insurance choice' ",5
2012 ,"'Group J Technologies' ","'Mixed' ","'Other main scheme choice' ",5
2012 ,"'Group J Technologies' ","'Mixed' ","'Direct Clearing' ",5
2012 ,"'Group J Technologies' ","'Mixed' ","'RPA' ",5
2012 ,"'Group J Technologies' ","'White' ","'Firm choice' ",1290
2012 ,"'Group J Technologies' ","'White' ","'Insurance choice' ",90
2012 ,"'Group J Technologies' ","'White' ","'Other main scheme choice' ",50
2012 ,"'Group J Technologies' ","'White' ","'Extra' ",15
2012 ,"'Group J Technologies' ","'White' ","'Adjustment' ",5
2012 ,"'Group J Technologies' ","'White' ","'Main scheme Clearing' ",105
2012 ,"'Group J Technologies' ","'White' ","'Direct Clearing' ",55
2012 ,"'Group J Technologies' ","'White' ","'RPA' ",45
2012 ,"'Group J Technologies' ","'Other' ","'Firm choice' ",10
2012 ,"'Group J Technologies' ","'Other' ","'Main scheme Clearing' ",5
2012 ,"'Group J Technologies' ","'Unknown' ","'Firm choice' ",5
2012 ,"'Group J Technologies' ","'Unknown' ","'Direct Clearing' ",5
2012 ,"'Group J Technologies' ","'Unknown' ","'RPA' ",15
2012 ,"'Group K Architecture, Building and Planning' ","'Asian' ","'Firm choice' ",435
2012 ,"'Group K Architecture, Building and Planning' ","'Asian' ","'Insurance choice' ",45
2012 ,"'Group K Architecture, Building and Planning' ","'Asian' ","'Other main scheme choice' ",20
2012 ,"'Group K Architecture, Building and Planning' ","'Asian' ","'Extra' ",10
2012 ,"'Group K Architecture, Building and Planning' ","'Asian' ","'Adjustment' ",5
2012 ,"'Group K Architecture, Building and Planning' ","'Asian' ","'Main scheme Clearing' ",100
2012 ,"'Group K Architecture, Building and Planning' ","'Asian' ","'Direct Clearing' ",45
2012 ,"'Group K Architecture, Building and Planning' ","'Asian' ","'RPA' ",30
2012 ,"'Group K Architecture, Building and Planning' ","'Black' ","'Firm choice' ",285
2012 ,"'Group K Architecture, Building and Planning' ","'Black' ","'Insurance choice' ",25
2012 ,"'Group K Architecture, Building and Planning' ","'Black' ","'Other main scheme choice' ",30
2012 ,"'Group K Architecture, Building and Planning' ","'Black' ","'Extra' ",15
2012 ,"'Group K Architecture, Building and Planning' ","'Black' ","'Main scheme Clearing' ",95
2012 ,"'Group K Architecture, Building and Planning' ","'Black' ","'Direct Clearing' ",45
2012 ,"'Group K Architecture, Building and Planning' ","'Black' ","'RPA' ",20
2012 ,"'Group K Architecture, Building and Planning' ","'Mixed' ","'Firm choice' ",165
2012 ,"'Group K Architecture, Building and Planning' ","'Mixed' ","'Insurance choice' ",10
2012 ,"'Group K Architecture, Building and Planning' ","'Mixed' ","'Other main scheme choice' ",10
2012 ,"'Group K Architecture, Building and Planning' ","'Mixed' ","'Extra' ",5
2012 ,"'Group K Architecture, Building and Planning' ","'Mixed' ","'Main scheme Clearing' ",20
2012 ,"'Group K Architecture, Building and Planning' ","'Mixed' ","'Direct Clearing' ",15
2012 ,"'Group K Architecture, Building and Planning' ","'Mixed' ","'RPA' ",5
2012 ,"'Group K Architecture, Building and Planning' ","'White' ","'Firm choice' ",3455
2012 ,"'Group K Architecture, Building and Planning' ","'White' ","'Insurance choice' ",275
2012 ,"'Group K Architecture, Building and Planning' ","'White' ","'Other main scheme choice' ",120
2012 ,"'Group K Architecture, Building and Planning' ","'White' ","'Extra' ",35
2012 ,"'Group K Architecture, Building and Planning' ","'White' ","'Adjustment' ",20
2012 ,"'Group K Architecture, Building and Planning' ","'White' ","'Main scheme Clearing' ",280
2012 ,"'Group K Architecture, Building and Planning' ","'White' ","'Direct Clearing' ",140
2012 ,"'Group K Architecture, Building and Planning' ","'White' ","'RPA' ",110
2012 ,"'Group K Architecture, Building and Planning' ","'Other' ","'Firm choice' ",85
2012 ,"'Group K Architecture, Building and Planning' ","'Other' ","'Insurance choice' ",10
2012 ,"'Group K Architecture, Building and Planning' ","'Other' ","'Extra' ",5
2012 ,"'Group K Architecture, Building and Planning' ","'Other' ","'Main scheme Clearing' ",25
2012 ,"'Group K Architecture, Building and Planning' ","'Other' ","'Direct Clearing' ",10
2012 ,"'Group K Architecture, Building and Planning' ","'Other' ","'RPA' ",15
2012 ,"'Group K Architecture, Building and Planning' ","'Unknown' ","'Firm choice' ",25
2012 ,"'Group K Architecture, Building and Planning' ","'Unknown' ","'Other main scheme choice' ",5
2012 ,"'Group K Architecture, Building and Planning' ","'Unknown' ","'Main scheme Clearing' ",5
2012 ,"'Group K Architecture, Building and Planning' ","'Unknown' ","'RPA' ",55
2012 ,"'Group L Social Studies' ","'Asian' ","'Firm choice' ",1835
2012 ,"'Group L Social Studies' ","'Asian' ","'Insurance choice' ",275
2012 ,"'Group L Social Studies' ","'Asian' ","'Other main scheme choice' ",65
2012 ,"'Group L Social Studies' ","'Asian' ","'Extra' ",90
2012 ,"'Group L Social Studies' ","'Asian' ","'Adjustment' ",25
2012 ,"'Group L Social Studies' ","'Asian' ","'Main scheme Clearing' ",645
2012 ,"'Group L Social Studies' ","'Asian' ","'Direct Clearing' ",110
2012 ,"'Group L Social Studies' ","'Asian' ","'RPA' ",75
2012 ,"'Group L Social Studies' ","'Black' ","'Firm choice' ",2100
2012 ,"'Group L Social Studies' ","'Black' ","'Insurance choice' ",210
2012 ,"'Group L Social Studies' ","'Black' ","'Other main scheme choice' ",175
2012 ,"'Group L Social Studies' ","'Black' ","'Extra' ",230
2012 ,"'Group L Social Studies' ","'Black' ","'Adjustment' ",10
2012 ,"'Group L Social Studies' ","'Black' ","'Main scheme Clearing' ",920
2012 ,"'Group L Social Studies' ","'Black' ","'Direct Clearing' ",195
2012 ,"'Group L Social Studies' ","'Black' ","'RPA' ",225
2012 ,"'Group L Social Studies' ","'Mixed' ","'Firm choice' ",875
2012 ,"'Group L Social Studies' ","'Mixed' ","'Insurance choice' ",90
2012 ,"'Group L Social Studies' ","'Mixed' ","'Other main scheme choice' ",40
2012 ,"'Group L Social Studies' ","'Mixed' ","'Extra' ",25
2012 ,"'Group L Social Studies' ","'Mixed' ","'Adjustment' ",5
2012 ,"'Group L Social Studies' ","'Mixed' ","'Main scheme Clearing' ",180
2012 ,"'Group L Social Studies' ","'Mixed' ","'Direct Clearing' ",50
2012 ,"'Group L Social Studies' ","'Mixed' ","'RPA' ",50
2012 ,"'Group L Social Studies' ","'White' ","'Firm choice' ",17470
2012 ,"'Group L Social Studies' ","'White' ","'Insurance choice' ",1540
2012 ,"'Group L Social Studies' ","'White' ","'Other main scheme choice' ",540
2012 ,"'Group L Social Studies' ","'White' ","'Extra' ",405
2012 ,"'Group L Social Studies' ","'White' ","'Adjustment' ",70
2012 ,"'Group L Social Studies' ","'White' ","'Main scheme Clearing' ",1990
2012 ,"'Group L Social Studies' ","'White' ","'Direct Clearing' ",540
2012 ,"'Group L Social Studies' ","'White' ","'RPA' ",785
2012 ,"'Group L Social Studies' ","'Other' ","'Firm choice' ",210
2012 ,"'Group L Social Studies' ","'Other' ","'Insurance choice' ",25
2012 ,"'Group L Social Studies' ","'Other' ","'Other main scheme choice' ",5
2012 ,"'Group L Social Studies' ","'Other' ","'Extra' ",10
2012 ,"'Group L Social Studies' ","'Other' ","'Adjustment' ",5
2012 ,"'Group L Social Studies' ","'Other' ","'Main scheme Clearing' ",105
2012 ,"'Group L Social Studies' ","'Other' ","'Direct Clearing' ",15
2012 ,"'Group L Social Studies' ","'Other' ","'RPA' ",30
2012 ,"'Group L Social Studies' ","'Unknown' ","'Firm choice' ",165
2012 ,"'Group L Social Studies' ","'Unknown' ","'Insurance choice' ",15
2012 ,"'Group L Social Studies' ","'Unknown' ","'Other main scheme choice' ",5
2012 ,"'Group L Social Studies' ","'Unknown' ","'Extra' ",5
2012 ,"'Group L Social Studies' ","'Unknown' ","'Main scheme Clearing' ",30
2012 ,"'Group L Social Studies' ","'Unknown' ","'Direct Clearing' ",10
2012 ,"'Group L Social Studies' ","'Unknown' ","'RPA' ",195
2012 ,"'Group M Law' ","'Asian' ","'Firm choice' ",1815
2012 ,"'Group M Law' ","'Asian' ","'Insurance choice' ",330
2012 ,"'Group M Law' ","'Asian' ","'Other main scheme choice' ",50
2012 ,"'Group M Law' ","'Asian' ","'Extra' ",55
2012 ,"'Group M Law' ","'Asian' ","'Adjustment' ",35
2012 ,"'Group M Law' ","'Asian' ","'Main scheme Clearing' ",745
2012 ,"'Group M Law' ","'Asian' ","'Direct Clearing' ",125
2012 ,"'Group M Law' ","'Asian' ","'RPA' ",100
2012 ,"'Group M Law' ","'Black' ","'Firm choice' ",985
2012 ,"'Group M Law' ","'Black' ","'Insurance choice' ",185
2012 ,"'Group M Law' ","'Black' ","'Other main scheme choice' ",70
2012 ,"'Group M Law' ","'Black' ","'Extra' ",40
2012 ,"'Group M Law' ","'Black' ","'Adjustment' ",10
2012 ,"'Group M Law' ","'Black' ","'Main scheme Clearing' ",390
2012 ,"'Group M Law' ","'Black' ","'Direct Clearing' ",120
2012 ,"'Group M Law' ","'Black' ","'RPA' ",95
2012 ,"'Group M Law' ","'Mixed' ","'Firm choice' ",465
2012 ,"'Group M Law' ","'Mixed' ","'Insurance choice' ",65
2012 ,"'Group M Law' ","'Mixed' ","'Other main scheme choice' ",20
2012 ,"'Group M Law' ","'Mixed' ","'Extra' ",10
2012 ,"'Group M Law' ","'Mixed' ","'Adjustment' ",5
2012 ,"'Group M Law' ","'Mixed' ","'Main scheme Clearing' ",110
2012 ,"'Group M Law' ","'Mixed' ","'Direct Clearing' ",30
2012 ,"'Group M Law' ","'Mixed' ","'RPA' ",15
2012 ,"'Group M Law' ","'White' ","'Firm choice' ",8610
2012 ,"'Group M Law' ","'White' ","'Insurance choice' ",910
2012 ,"'Group M Law' ","'White' ","'Other main scheme choice' ",155
2012 ,"'Group M Law' ","'White' ","'Extra' ",125
2012 ,"'Group M Law' ","'White' ","'Adjustment' ",55
2012 ,"'Group M Law' ","'White' ","'Main scheme Clearing' ",940
2012 ,"'Group M Law' ","'White' ","'Direct Clearing' ",250
2012 ,"'Group M Law' ","'White' ","'RPA' ",150
2012 ,"'Group M Law' ","'Other' ","'Firm choice' ",175
2012 ,"'Group M Law' ","'Other' ","'Insurance choice' ",40
2012 ,"'Group M Law' ","'Other' ","'Other main scheme choice' ",5
2012 ,"'Group M Law' ","'Other' ","'Extra' ",5
2012 ,"'Group M Law' ","'Other' ","'Adjustment' ",5
2012 ,"'Group M Law' ","'Other' ","'Main scheme Clearing' ",80
2012 ,"'Group M Law' ","'Other' ","'Direct Clearing' ",35
2012 ,"'Group M Law' ","'Other' ","'RPA' ",10
2012 ,"'Group M Law' ","'Unknown' ","'Firm choice' ",70
2012 ,"'Group M Law' ","'Unknown' ","'Insurance choice' ",10
2012 ,"'Group M Law' ","'Unknown' ","'Other main scheme choice' ",5
2012 ,"'Group M Law' ","'Unknown' ","'Main scheme Clearing' ",35
2012 ,"'Group M Law' ","'Unknown' ","'Direct Clearing' ",20
2012 ,"'Group M Law' ","'Unknown' ","'RPA' ",70
2012 ,"'Group N Business and Admin studies' ","'Asian' ","'Firm choice' ",4330
2012 ,"'Group N Business and Admin studies' ","'Asian' ","'Insurance choice' ",715
2012 ,"'Group N Business and Admin studies' ","'Asian' ","'Other main scheme choice' ",170
2012 ,"'Group N Business and Admin studies' ","'Asian' ","'Extra' ",105
2012 ,"'Group N Business and Admin studies' ","'Asian' ","'Adjustment' ",55
2012 ,"'Group N Business and Admin studies' ","'Asian' ","'Main scheme Clearing' ",1590
2012 ,"'Group N Business and Admin studies' ","'Asian' ","'Direct Clearing' ",390
2012 ,"'Group N Business and Admin studies' ","'Asian' ","'RPA' ",340
2012 ,"'Group N Business and Admin studies' ","'Black' ","'Firm choice' ",2625
2012 ,"'Group N Business and Admin studies' ","'Black' ","'Insurance choice' ",410
2012 ,"'Group N Business and Admin studies' ","'Black' ","'Other main scheme choice' ",215
2012 ,"'Group N Business and Admin studies' ","'Black' ","'Extra' ",100
2012 ,"'Group N Business and Admin studies' ","'Black' ","'Adjustment' ",15
2012 ,"'Group N Business and Admin studies' ","'Black' ","'Main scheme Clearing' ",960
2012 ,"'Group N Business and Admin studies' ","'Black' ","'Direct Clearing' ",455
2012 ,"'Group N Business and Admin studies' ","'Black' ","'RPA' ",390
2012 ,"'Group N Business and Admin studies' ","'Mixed' ","'Firm choice' ",980
2012 ,"'Group N Business and Admin studies' ","'Mixed' ","'Insurance choice' ",125
2012 ,"'Group N Business and Admin studies' ","'Mixed' ","'Other main scheme choice' ",55
2012 ,"'Group N Business and Admin studies' ","'Mixed' ","'Extra' ",25
2012 ,"'Group N Business and Admin studies' ","'Mixed' ","'Adjustment' ",5
2012 ,"'Group N Business and Admin studies' ","'Mixed' ","'Main scheme Clearing' ",190
2012 ,"'Group N Business and Admin studies' ","'Mixed' ","'Direct Clearing' ",100
2012 ,"'Group N Business and Admin studies' ","'Mixed' ","'RPA' ",70
2012 ,"'Group N Business and Admin studies' ","'White' ","'Firm choice' ",21050
2012 ,"'Group N Business and Admin studies' ","'White' ","'Insurance choice' ",1950
2012 ,"'Group N Business and Admin studies' ","'White' ","'Other main scheme choice' ",645
2012 ,"'Group N Business and Admin studies' ","'White' ","'Extra' ",370
2012 ,"'Group N Business and Admin studies' ","'White' ","'Adjustment' ",85
2012 ,"'Group N Business and Admin studies' ","'White' ","'Main scheme Clearing' ",2350
2012 ,"'Group N Business and Admin studies' ","'White' ","'Direct Clearing' ",910
2012 ,"'Group N Business and Admin studies' ","'White' ","'RPA' ",1005
2012 ,"'Group N Business and Admin studies' ","'Other' ","'Firm choice' ",500
2012 ,"'Group N Business and Admin studies' ","'Other' ","'Insurance choice' ",85
2012 ,"'Group N Business and Admin studies' ","'Other' ","'Other main scheme choice' ",25
2012 ,"'Group N Business and Admin studies' ","'Other' ","'Extra' ",15
2012 ,"'Group N Business and Admin studies' ","'Other' ","'Main scheme Clearing' ",170
2012 ,"'Group N Business and Admin studies' ","'Other' ","'Direct Clearing' ",60
2012 ,"'Group N Business and Admin studies' ","'Other' ","'RPA' ",75
2012 ,"'Group N Business and Admin studies' ","'Unknown' ","'Firm choice' ",125
2012 ,"'Group N Business and Admin studies' ","'Unknown' ","'Insurance choice' ",10
