"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Detailed Level) , Ethnic Group (Summary Level) , Acceptance Route , Cycle Year"
"Coverage:   UK domiciled"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_028_07.pdf"
 
Cycle Year,Subject Group (Detailed Level) , Ethnic Group (Summary Level) , Acceptance Route,Number of Acceptances,
2007 ,"'A1 - Pre-clinical Medicine' ","'Asian' ","'Firm choice' ",1355
2012 ,"'NN - Combinations within Business & Admin Studies' ","'Asian' ","'Firm choice' ",1320
2012 ,"'NN - Combinations within Business & Admin Studies' ","'Asian' ","'Insurance choice' ",210
2012 ,"'NN - Combinations within Business & Admin Studies' ","'Asian' ","'Other main scheme choice' ",30
2012 ,"'NN - Combinations within Business & Admin Studies' ","'Asian' ","'Extra' ",15
2012 ,"'NN - Combinations within Business & Admin Studies' ","'Asian' ","'Adjustment' ",25
2012 ,"'NN - Combinations within Business & Admin Studies' ","'Asian' ","'Main scheme Clearing' ",460
2012 ,"'NN - Combinations within Business & Admin Studies' ","'Asian' ","'Direct Clearing' ",85
2012 ,"'NN - Combinations within Business & Admin Studies' ","'Asian' ","'RPA' ",70
2012 ,"'NN - Combinations within Business & Admin Studies' ","'Black' ","'Firm choice' ",585
2012 ,"'NN - Combinations within Business & Admin Studies' ","'Black' ","'Insurance choice' ",105
2012 ,"'NN - Combinations within Business & Admin Studies' ","'Black' ","'Other main scheme choice' ",45
2012 ,"'NN - Combinations within Business & Admin Studies' ","'Black' ","'Extra' ",15
2012 ,"'NN - Combinations within Business & Admin Studies' ","'Black' ","'Main scheme Clearing' ",210
2012 ,"'NN - Combinations within Business & Admin Studies' ","'Black' ","'Direct Clearing' ",65
2012 ,"'NN - Combinations within Business & Admin Studies' ","'Black' ","'RPA' ",65
2012 ,"'NN - Combinations within Business & Admin Studies' ","'Mixed' ","'Firm choice' ",200
2012 ,"'NN - Combinations within Business & Admin Studies' ","'Mixed' ","'Insurance choice' ",25
2012 ,"'NN - Combinations within Business & Admin Studies' ","'Mixed' ","'Other main scheme choice' ",10
2012 ,"'NN - Combinations within Business & Admin Studies' ","'Mixed' ","'Extra' ",5
2012 ,"'NN - Combinations within Business & Admin Studies' ","'Mixed' ","'Main scheme Clearing' ",35
2012 ,"'NN - Combinations within Business & Admin Studies' ","'Mixed' ","'Direct Clearing' ",20
2012 ,"'NN - Combinations within Business & Admin Studies' ","'Mixed' ","'RPA' ",10
2012 ,"'NN - Combinations within Business & Admin Studies' ","'White' ","'Firm choice' ",3830
2012 ,"'NN - Combinations within Business & Admin Studies' ","'White' ","'Insurance choice' ",385
2012 ,"'NN - Combinations within Business & Admin Studies' ","'White' ","'Other main scheme choice' ",95
2012 ,"'NN - Combinations within Business & Admin Studies' ","'White' ","'Extra' ",60
2012 ,"'NN - Combinations within Business & Admin Studies' ","'White' ","'Adjustment' ",15
2012 ,"'NN - Combinations within Business & Admin Studies' ","'White' ","'Main scheme Clearing' ",480
2012 ,"'NN - Combinations within Business & Admin Studies' ","'White' ","'Direct Clearing' ",145
2012 ,"'NN - Combinations within Business & Admin Studies' ","'White' ","'RPA' ",155
2012 ,"'NN - Combinations within Business & Admin Studies' ","'Other' ","'Firm choice' ",100
2012 ,"'NN - Combinations within Business & Admin Studies' ","'Other' ","'Insurance choice' ",20
2012 ,"'NN - Combinations within Business & Admin Studies' ","'Other' ","'Other main scheme choice' ",5
2012 ,"'NN - Combinations within Business & Admin Studies' ","'Other' ","'Main scheme Clearing' ",30
2012 ,"'NN - Combinations within Business & Admin Studies' ","'Other' ","'Direct Clearing' ",10
2012 ,"'NN - Combinations within Business & Admin Studies' ","'Other' ","'RPA' ",20
2012 ,"'NN - Combinations within Business & Admin Studies' ","'Unknown' ","'Firm choice' ",35
2012 ,"'NN - Combinations within Business & Admin Studies' ","'Unknown' ","'Other main scheme choice' ",5
2012 ,"'NN - Combinations within Business & Admin Studies' ","'Unknown' ","'Main scheme Clearing' ",10
2012 ,"'NN - Combinations within Business & Admin Studies' ","'Unknown' ","'RPA' ",100
2012 ,"'P1 - Information Services' ","'Asian' ","'Firm choice' ",15
2012 ,"'P1 - Information Services' ","'Black' ","'Firm choice' ",5
2012 ,"'P1 - Information Services' ","'Mixed' ","'Firm choice' ",5
2012 ,"'P1 - Information Services' ","'White' ","'Firm choice' ",15
2012 ,"'P1 - Information Services' ","'White' ","'Main scheme Clearing' ",5
2012 ,"'P2 - Publicity studies' ","'Asian' ","'Firm choice' ",5
2012 ,"'P2 - Publicity studies' ","'Asian' ","'Main scheme Clearing' ",5
2012 ,"'P2 - Publicity studies' ","'Black' ","'Firm choice' ",25
2012 ,"'P2 - Publicity studies' ","'Black' ","'Other main scheme choice' ",5
2012 ,"'P2 - Publicity studies' ","'Black' ","'Main scheme Clearing' ",10
2012 ,"'P2 - Publicity studies' ","'Black' ","'Direct Clearing' ",5
2012 ,"'P2 - Publicity studies' ","'Black' ","'RPA' ",5
2012 ,"'P2 - Publicity studies' ","'Mixed' ","'Firm choice' ",20
2012 ,"'P2 - Publicity studies' ","'Mixed' ","'Main scheme Clearing' ",5
2012 ,"'P2 - Publicity studies' ","'Mixed' ","'RPA' ",5
2012 ,"'P2 - Publicity studies' ","'White' ","'Firm choice' ",240
2012 ,"'P2 - Publicity studies' ","'White' ","'Insurance choice' ",10
2012 ,"'P2 - Publicity studies' ","'White' ","'Main scheme Clearing' ",20
2012 ,"'P2 - Publicity studies' ","'White' ","'Direct Clearing' ",10
2012 ,"'P2 - Publicity studies' ","'White' ","'RPA' ",5
2012 ,"'P2 - Publicity studies' ","'Other' ","'Firm choice' ",5
2012 ,"'P3 - Media studies' ","'Asian' ","'Firm choice' ",155
2012 ,"'P3 - Media studies' ","'Asian' ","'Insurance choice' ",10
2012 ,"'P3 - Media studies' ","'Asian' ","'Other main scheme choice' ",5
2012 ,"'P3 - Media studies' ","'Asian' ","'Extra' ",5
2012 ,"'P3 - Media studies' ","'Asian' ","'Main scheme Clearing' ",55
2012 ,"'P3 - Media studies' ","'Asian' ","'Direct Clearing' ",15
2012 ,"'P3 - Media studies' ","'Asian' ","'RPA' ",10
2012 ,"'P3 - Media studies' ","'Black' ","'Firm choice' ",255
2012 ,"'P3 - Media studies' ","'Black' ","'Insurance choice' ",35
2012 ,"'P3 - Media studies' ","'Black' ","'Other main scheme choice' ",25
2012 ,"'P3 - Media studies' ","'Black' ","'Extra' ",10
2012 ,"'P3 - Media studies' ","'Black' ","'Main scheme Clearing' ",75
2012 ,"'P3 - Media studies' ","'Black' ","'Direct Clearing' ",35
2012 ,"'P3 - Media studies' ","'Black' ","'RPA' ",25
2012 ,"'P3 - Media studies' ","'Mixed' ","'Firm choice' ",160
2012 ,"'P3 - Media studies' ","'Mixed' ","'Insurance choice' ",10
2012 ,"'P3 - Media studies' ","'Mixed' ","'Extra' ",5
2012 ,"'P3 - Media studies' ","'Mixed' ","'Adjustment' ",5
2012 ,"'P3 - Media studies' ","'Mixed' ","'Main scheme Clearing' ",25
2012 ,"'P3 - Media studies' ","'Mixed' ","'Direct Clearing' ",10
2012 ,"'P3 - Media studies' ","'Mixed' ","'RPA' ",10
2012 ,"'P3 - Media studies' ","'White' ","'Firm choice' ",3105
2012 ,"'P3 - Media studies' ","'White' ","'Insurance choice' ",195
2012 ,"'P3 - Media studies' ","'White' ","'Other main scheme choice' ",85
2012 ,"'P3 - Media studies' ","'White' ","'Extra' ",40
2012 ,"'P3 - Media studies' ","'White' ","'Adjustment' ",5
2012 ,"'P3 - Media studies' ","'White' ","'Main scheme Clearing' ",320
2012 ,"'P3 - Media studies' ","'White' ","'Direct Clearing' ",100
2012 ,"'P3 - Media studies' ","'White' ","'RPA' ",70
2012 ,"'P3 - Media studies' ","'Other' ","'Firm choice' ",45
2012 ,"'P3 - Media studies' ","'Other' ","'Insurance choice' ",5
2012 ,"'P3 - Media studies' ","'Other' ","'Main scheme Clearing' ",15
2012 ,"'P3 - Media studies' ","'Other' ","'Direct Clearing' ",5
2012 ,"'P3 - Media studies' ","'Other' ","'RPA' ",5
2012 ,"'P3 - Media studies' ","'Unknown' ","'Firm choice' ",15
2012 ,"'P3 - Media studies' ","'Unknown' ","'Main scheme Clearing' ",5
2012 ,"'P3 - Media studies' ","'Unknown' ","'Direct Clearing' ",5
2012 ,"'P3 - Media studies' ","'Unknown' ","'RPA' ",15
2012 ,"'P4 - Publishing' ","'White' ","'Firm choice' ",35
2012 ,"'P5 - Journalism' ","'Asian' ","'Firm choice' ",75
2012 ,"'P5 - Journalism' ","'Asian' ","'Insurance choice' ",10
2012 ,"'P5 - Journalism' ","'Asian' ","'Other main scheme choice' ",5
2012 ,"'P5 - Journalism' ","'Asian' ","'Main scheme Clearing' ",25
2012 ,"'P5 - Journalism' ","'Asian' ","'Direct Clearing' ",5
2012 ,"'P5 - Journalism' ","'Asian' ","'RPA' ",5
2012 ,"'P5 - Journalism' ","'Black' ","'Firm choice' ",115
2012 ,"'P5 - Journalism' ","'Black' ","'Insurance choice' ",15
2012 ,"'P5 - Journalism' ","'Black' ","'Other main scheme choice' ",10
2012 ,"'P5 - Journalism' ","'Black' ","'Main scheme Clearing' ",35
2012 ,"'P5 - Journalism' ","'Black' ","'Direct Clearing' ",15
2012 ,"'P5 - Journalism' ","'Black' ","'RPA' ",10
2012 ,"'P5 - Journalism' ","'Mixed' ","'Firm choice' ",85
2012 ,"'P5 - Journalism' ","'Mixed' ","'Insurance choice' ",10
2012 ,"'P5 - Journalism' ","'Mixed' ","'Extra' ",5
2012 ,"'P5 - Journalism' ","'Mixed' ","'Main scheme Clearing' ",10
2012 ,"'P5 - Journalism' ","'Mixed' ","'Direct Clearing' ",5
2012 ,"'P5 - Journalism' ","'Mixed' ","'RPA' ",5
2012 ,"'P5 - Journalism' ","'White' ","'Firm choice' ",1815
2012 ,"'P5 - Journalism' ","'White' ","'Insurance choice' ",110
2012 ,"'P5 - Journalism' ","'White' ","'Other main scheme choice' ",40
2012 ,"'P5 - Journalism' ","'White' ","'Extra' ",20
2012 ,"'P5 - Journalism' ","'White' ","'Adjustment' ",5
2012 ,"'P5 - Journalism' ","'White' ","'Main scheme Clearing' ",150
2012 ,"'P5 - Journalism' ","'White' ","'Direct Clearing' ",45
2012 ,"'P5 - Journalism' ","'White' ","'RPA' ",45
2012 ,"'P5 - Journalism' ","'Other' ","'Firm choice' ",15
2012 ,"'P5 - Journalism' ","'Other' ","'Insurance choice' ",5
2012 ,"'P5 - Journalism' ","'Other' ","'Main scheme Clearing' ",5
2012 ,"'P5 - Journalism' ","'Other' ","'Direct Clearing' ",5
2012 ,"'P5 - Journalism' ","'Other' ","'RPA' ",5
2012 ,"'P5 - Journalism' ","'Unknown' ","'Firm choice' ",10
2012 ,"'P5 - Journalism' ","'Unknown' ","'Insurance choice' ",5
2012 ,"'P5 - Journalism' ","'Unknown' ","'RPA' ",10
2012 ,"'P9 - Others in Mass Comms & Documentation' ","'Asian' ","'Firm choice' ",25
2012 ,"'P9 - Others in Mass Comms & Documentation' ","'Asian' ","'Insurance choice' ",5
2012 ,"'P9 - Others in Mass Comms & Documentation' ","'Asian' ","'Main scheme Clearing' ",5
2012 ,"'P9 - Others in Mass Comms & Documentation' ","'Asian' ","'RPA' ",5
2012 ,"'P9 - Others in Mass Comms & Documentation' ","'Black' ","'Firm choice' ",35
2012 ,"'P9 - Others in Mass Comms & Documentation' ","'Black' ","'Insurance choice' ",5
2012 ,"'P9 - Others in Mass Comms & Documentation' ","'Black' ","'Other main scheme choice' ",5
2012 ,"'P9 - Others in Mass Comms & Documentation' ","'Black' ","'Main scheme Clearing' ",5
2012 ,"'P9 - Others in Mass Comms & Documentation' ","'Black' ","'RPA' ",5
2012 ,"'P9 - Others in Mass Comms & Documentation' ","'Mixed' ","'Firm choice' ",15
2012 ,"'P9 - Others in Mass Comms & Documentation' ","'White' ","'Firm choice' ",270
2012 ,"'P9 - Others in Mass Comms & Documentation' ","'White' ","'Insurance choice' ",20
2012 ,"'P9 - Others in Mass Comms & Documentation' ","'White' ","'Other main scheme choice' ",5
2012 ,"'P9 - Others in Mass Comms & Documentation' ","'White' ","'Main scheme Clearing' ",20
2012 ,"'P9 - Others in Mass Comms & Documentation' ","'White' ","'Direct Clearing' ",5
2012 ,"'P9 - Others in Mass Comms & Documentation' ","'White' ","'RPA' ",15
2012 ,"'P9 - Others in Mass Comms & Documentation' ","'Unknown' ","'RPA' ",5
2012 ,"'PP - Combinations within Mass Comms & Documentation' ","'Asian' ","'Firm choice' ",20
2012 ,"'PP - Combinations within Mass Comms & Documentation' ","'Asian' ","'Insurance choice' ",5
2012 ,"'PP - Combinations within Mass Comms & Documentation' ","'Asian' ","'Other main scheme choice' ",5
2012 ,"'PP - Combinations within Mass Comms & Documentation' ","'Asian' ","'Main scheme Clearing' ",10
2012 ,"'PP - Combinations within Mass Comms & Documentation' ","'Black' ","'Firm choice' ",55
2012 ,"'PP - Combinations within Mass Comms & Documentation' ","'Black' ","'Insurance choice' ",10
2012 ,"'PP - Combinations within Mass Comms & Documentation' ","'Black' ","'Other main scheme choice' ",5
2012 ,"'PP - Combinations within Mass Comms & Documentation' ","'Black' ","'Extra' ",5
2012 ,"'PP - Combinations within Mass Comms & Documentation' ","'Black' ","'Main scheme Clearing' ",15
2012 ,"'PP - Combinations within Mass Comms & Documentation' ","'Black' ","'Direct Clearing' ",5
2012 ,"'PP - Combinations within Mass Comms & Documentation' ","'Black' ","'RPA' ",10
2012 ,"'PP - Combinations within Mass Comms & Documentation' ","'Mixed' ","'Firm choice' ",30
2012 ,"'PP - Combinations within Mass Comms & Documentation' ","'Mixed' ","'Main scheme Clearing' ",5
2012 ,"'PP - Combinations within Mass Comms & Documentation' ","'White' ","'Firm choice' ",410
2012 ,"'PP - Combinations within Mass Comms & Documentation' ","'White' ","'Insurance choice' ",30
2012 ,"'PP - Combinations within Mass Comms & Documentation' ","'White' ","'Other main scheme choice' ",10
2012 ,"'PP - Combinations within Mass Comms & Documentation' ","'White' ","'Extra' ",10
2012 ,"'PP - Combinations within Mass Comms & Documentation' ","'White' ","'Adjustment' ",5
2012 ,"'PP - Combinations within Mass Comms & Documentation' ","'White' ","'Main scheme Clearing' ",65
2012 ,"'PP - Combinations within Mass Comms & Documentation' ","'White' ","'Direct Clearing' ",10
2012 ,"'PP - Combinations within Mass Comms & Documentation' ","'White' ","'RPA' ",15
2012 ,"'PP - Combinations within Mass Comms & Documentation' ","'Other' ","'Firm choice' ",5
2012 ,"'PP - Combinations within Mass Comms & Documentation' ","'Unknown' ","'RPA' ",5
2012 ,"'Q1 - Linguistics' ","'Asian' ","'Firm choice' ",25
2012 ,"'Q1 - Linguistics' ","'Asian' ","'Main scheme Clearing' ",5
2012 ,"'Q1 - Linguistics' ","'Black' ","'Firm choice' ",5
2012 ,"'Q1 - Linguistics' ","'Mixed' ","'Firm choice' ",20
2012 ,"'Q1 - Linguistics' ","'White' ","'Firm choice' ",300
2012 ,"'Q1 - Linguistics' ","'White' ","'Insurance choice' ",25
2012 ,"'Q1 - Linguistics' ","'White' ","'Other main scheme choice' ",10
2012 ,"'Q1 - Linguistics' ","'White' ","'Extra' ",5
2012 ,"'Q1 - Linguistics' ","'White' ","'Main scheme Clearing' ",20
2012 ,"'Q1 - Linguistics' ","'White' ","'Direct Clearing' ",10
2012 ,"'Q1 - Linguistics' ","'Unknown' ","'Firm choice' ",5
2012 ,"'Q2 - Comparative Literary studies' ","'Asian' ","'Firm choice' ",10
2012 ,"'Q2 - Comparative Literary studies' ","'Asian' ","'Main scheme Clearing' ",5
2012 ,"'Q2 - Comparative Literary studies' ","'Black' ","'Firm choice' ",5
2012 ,"'Q2 - Comparative Literary studies' ","'Mixed' ","'Firm choice' ",5
2012 ,"'Q2 - Comparative Literary studies' ","'White' ","'Firm choice' ",50
2012 ,"'Q2 - Comparative Literary studies' ","'White' ","'Insurance choice' ",5
2012 ,"'Q2 - Comparative Literary studies' ","'White' ","'Main scheme Clearing' ",20
2012 ,"'Q3 - English studies' ","'Asian' ","'Firm choice' ",315
2012 ,"'Q3 - English studies' ","'Asian' ","'Insurance choice' ",50
2012 ,"'Q3 - English studies' ","'Asian' ","'Other main scheme choice' ",10
2012 ,"'Q3 - English studies' ","'Asian' ","'Extra' ",10
2012 ,"'Q3 - English studies' ","'Asian' ","'Adjustment' ",10
2012 ,"'Q3 - English studies' ","'Asian' ","'Main scheme Clearing' ",95
2012 ,"'Q3 - English studies' ","'Asian' ","'Direct Clearing' ",10
2012 ,"'Q3 - English studies' ","'Asian' ","'RPA' ",10
2012 ,"'Q3 - English studies' ","'Black' ","'Firm choice' ",130
2012 ,"'Q3 - English studies' ","'Black' ","'Insurance choice' ",35
2012 ,"'Q3 - English studies' ","'Black' ","'Other main scheme choice' ",5
2012 ,"'Q3 - English studies' ","'Black' ","'Main scheme Clearing' ",35
2012 ,"'Q3 - English studies' ","'Black' ","'Direct Clearing' ",10
2012 ,"'Q3 - English studies' ","'Black' ","'RPA' ",5
2012 ,"'Q3 - English studies' ","'Mixed' ","'Firm choice' ",285
2012 ,"'Q3 - English studies' ","'Mixed' ","'Insurance choice' ",20
2012 ,"'Q3 - English studies' ","'Mixed' ","'Other main scheme choice' ",5
2012 ,"'Q3 - English studies' ","'Mixed' ","'Extra' ",5
2012 ,"'Q3 - English studies' ","'Mixed' ","'Adjustment' ",5
2012 ,"'Q3 - English studies' ","'Mixed' ","'Main scheme Clearing' ",25
2012 ,"'Q3 - English studies' ","'Mixed' ","'Direct Clearing' ",5
2012 ,"'Q3 - English studies' ","'Mixed' ","'RPA' ",5
2012 ,"'Q3 - English studies' ","'White' ","'Firm choice' ",6395
2012 ,"'Q3 - English studies' ","'White' ","'Insurance choice' ",495
2012 ,"'Q3 - English studies' ","'White' ","'Other main scheme choice' ",75
2012 ,"'Q3 - English studies' ","'White' ","'Extra' ",65
2012 ,"'Q3 - English studies' ","'White' ","'Adjustment' ",65
2012 ,"'Q3 - English studies' ","'White' ","'Main scheme Clearing' ",440
2012 ,"'Q3 - English studies' ","'White' ","'Direct Clearing' ",115
2012 ,"'Q3 - English studies' ","'White' ","'RPA' ",80
2012 ,"'Q3 - English studies' ","'Other' ","'Firm choice' ",45
2012 ,"'Q3 - English studies' ","'Other' ","'Insurance choice' ",10
2012 ,"'Q3 - English studies' ","'Other' ","'Main scheme Clearing' ",5
2012 ,"'Q3 - English studies' ","'Other' ","'Direct Clearing' ",5
2012 ,"'Q3 - English studies' ","'Unknown' ","'Firm choice' ",55
2012 ,"'Q3 - English studies' ","'Unknown' ","'Insurance choice' ",5
2012 ,"'Q3 - English studies' ","'Unknown' ","'Main scheme Clearing' ",5
2012 ,"'Q3 - English studies' ","'Unknown' ","'RPA' ",30
2012 ,"'Q4 - Ancient Language studies' ","'White' ","'Firm choice' ",5
2012 ,"'Q5 - Celtic studies' ","'White' ","'Firm choice' ",105
2012 ,"'Q5 - Celtic studies' ","'White' ","'Insurance choice' ",15
2012 ,"'Q5 - Celtic studies' ","'White' ","'Main scheme Clearing' ",5
2012 ,"'Q5 - Celtic studies' ","'White' ","'RPA' ",15
2012 ,"'Q6 - Latin studies' ","'White' ","'Firm choice' ",5
2012 ,"'Q6 - Latin studies' ","'White' ","'Insurance choice' ",5
2012 ,"'Q7 - Classical Greek studies' ","'White' ","'Firm choice' ",5
2012 ,"'Q8 - Classical studies' ","'Asian' ","'Firm choice' ",30
2012 ,"'Q8 - Classical studies' ","'Asian' ","'Insurance choice' ",5
2012 ,"'Q8 - Classical studies' ","'Black' ","'Firm choice' ",5
2012 ,"'Q8 - Classical studies' ","'Mixed' ","'Firm choice' ",45
2012 ,"'Q8 - Classical studies' ","'White' ","'Firm choice' ",565
2012 ,"'Q8 - Classical studies' ","'White' ","'Insurance choice' ",40
2012 ,"'Q8 - Classical studies' ","'White' ","'Other main scheme choice' ",5
2012 ,"'Q8 - Classical studies' ","'White' ","'Main scheme Clearing' ",35
2012 ,"'Q8 - Classical studies' ","'Other' ","'Firm choice' ",5
2012 ,"'Q8 - Classical studies' ","'Unknown' ","'Firm choice' ",10
2012 ,"'Q9 - Others in Linguistics,Classics & related' ","'Black' ","'Firm choice' ",5
2012 ,"'Q9 - Others in Linguistics,Classics & related' ","'Mixed' ","'Firm choice' ",5
2012 ,"'Q9 - Others in Linguistics,Classics & related' ","'White' ","'Firm choice' ",30
2012 ,"'Q9 - Others in Linguistics,Classics & related' ","'White' ","'Insurance choice' ",5
2012 ,"'Q9 - Others in Linguistics,Classics & related' ","'White' ","'RPA' ",5
2012 ,"'Q9 - Others in Linguistics,Classics & related' ","'Other' ","'Firm choice' ",5
2012 ,"'QQ - Combinations within Linguistics,Classics & related' ","'Asian' ","'Firm choice' ",25
2012 ,"'QQ - Combinations within Linguistics,Classics & related' ","'Asian' ","'Main scheme Clearing' ",15
2012 ,"'QQ - Combinations within Linguistics,Classics & related' ","'Black' ","'Firm choice' ",15
2012 ,"'QQ - Combinations within Linguistics,Classics & related' ","'Mixed' ","'Firm choice' ",30
2012 ,"'QQ - Combinations within Linguistics,Classics & related' ","'White' ","'Firm choice' ",490
2012 ,"'QQ - Combinations within Linguistics,Classics & related' ","'White' ","'Insurance choice' ",35
2012 ,"'QQ - Combinations within Linguistics,Classics & related' ","'White' ","'Other main scheme choice' ",5
2012 ,"'QQ - Combinations within Linguistics,Classics & related' ","'White' ","'Extra' ",15
2012 ,"'QQ - Combinations within Linguistics,Classics & related' ","'White' ","'Adjustment' ",5
2012 ,"'QQ - Combinations within Linguistics,Classics & related' ","'White' ","'Main scheme Clearing' ",30
2012 ,"'QQ - Combinations within Linguistics,Classics & related' ","'White' ","'Direct Clearing' ",10
2012 ,"'QQ - Combinations within Linguistics,Classics & related' ","'White' ","'RPA' ",15
2012 ,"'QQ - Combinations within Linguistics,Classics & related' ","'Other' ","'Firm choice' ",5
2012 ,"'QQ - Combinations within Linguistics,Classics & related' ","'Unknown' ","'Firm choice' ",5
2012 ,"'R1 - French studies' ","'Asian' ","'Firm choice' ",10
2012 ,"'R1 - French studies' ","'Black' ","'Firm choice' ",10
2012 ,"'R1 - French studies' ","'Black' ","'Insurance choice' ",5
2012 ,"'R1 - French studies' ","'Black' ","'Main scheme Clearing' ",5
2012 ,"'R1 - French studies' ","'Mixed' ","'Firm choice' ",20
2012 ,"'R1 - French studies' ","'White' ","'Firm choice' ",375
2012 ,"'R1 - French studies' ","'White' ","'Insurance choice' ",40
2012 ,"'R1 - French studies' ","'White' ","'Other main scheme choice' ",5
2012 ,"'R1 - French studies' ","'White' ","'Extra' ",5
2012 ,"'R1 - French studies' ","'White' ","'Main scheme Clearing' ",50
2012 ,"'R1 - French studies' ","'White' ","'Direct Clearing' ",5
2012 ,"'R1 - French studies' ","'White' ","'RPA' ",5
2012 ,"'R1 - French studies' ","'Unknown' ","'Main scheme Clearing' ",5
2012 ,"'R2 - German studies' ","'Black' ","'Firm choice' ",5
2012 ,"'R2 - German studies' ","'Black' ","'Main scheme Clearing' ",5
2012 ,"'R2 - German studies' ","'Mixed' ","'Firm choice' ",5
2012 ,"'R2 - German studies' ","'White' ","'Firm choice' ",110
2012 ,"'R2 - German studies' ","'White' ","'Insurance choice' ",20
2012 ,"'R2 - German studies' ","'White' ","'Main scheme Clearing' ",20
2012 ,"'R2 - German studies' ","'White' ","'Direct Clearing' ",5
2012 ,"'R3 - Italian studies' ","'White' ","'Firm choice' ",30
2012 ,"'R3 - Italian studies' ","'White' ","'Insurance choice' ",5
2012 ,"'R3 - Italian studies' ","'White' ","'Main scheme Clearing' ",5
2012 ,"'R4 - Spanish studies' ","'Asian' ","'Firm choice' ",5
2012 ,"'R4 - Spanish studies' ","'Asian' ","'Main scheme Clearing' ",5
2012 ,"'R4 - Spanish studies' ","'Black' ","'Firm choice' ",5
2012 ,"'R4 - Spanish studies' ","'Mixed' ","'Firm choice' ",15
2012 ,"'R4 - Spanish studies' ","'White' ","'Firm choice' ",225
2012 ,"'R4 - Spanish studies' ","'White' ","'Insurance choice' ",35
2012 ,"'R4 - Spanish studies' ","'White' ","'Main scheme Clearing' ",45
2012 ,"'R4 - Spanish studies' ","'White' ","'Direct Clearing' ",5
2012 ,"'R4 - Spanish studies' ","'Other' ","'Firm choice' ",5
2012 ,"'R4 - Spanish studies' ","'Unknown' ","'Main scheme Clearing' ",5
2012 ,"'R5 - Portuguese studies' ","'White' ","'Firm choice' ",5
2012 ,"'R6 - Scandinavian studies' ","'White' ","'Firm choice' ",10
2012 ,"'R7 - Russian and East European studies' ","'White' ","'Firm choice' ",40
2012 ,"'R7 - Russian and East European studies' ","'White' ","'Main scheme Clearing' ",5
2012 ,"'R8 - European studies' ","'Mixed' ","'Firm choice' ",5
2012 ,"'R8 - European studies' ","'White' ","'Firm choice' ",50
2012 ,"'R8 - European studies' ","'White' ","'Insurance choice' ",5
2012 ,"'R8 - European studies' ","'White' ","'Main scheme Clearing' ",5
2012 ,"'R9 - Others in European Langs,Lit and related' ","'Asian' ","'Firm choice' ",20
2012 ,"'R9 - Others in European Langs,Lit and related' ","'Black' ","'Firm choice' ",5
2012 ,"'R9 - Others in European Langs,Lit and related' ","'Mixed' ","'Firm choice' ",30
2012 ,"'R9 - Others in European Langs,Lit and related' ","'White' ","'Firm choice' ",675
2012 ,"'R9 - Others in European Langs,Lit and related' ","'White' ","'Insurance choice' ",40
2012 ,"'R9 - Others in European Langs,Lit and related' ","'White' ","'Other main scheme choice' ",5
2012 ,"'R9 - Others in European Langs,Lit and related' ","'White' ","'Adjustment' ",10
2012 ,"'R9 - Others in European Langs,Lit and related' ","'White' ","'Main scheme Clearing' ",20
2012 ,"'R9 - Others in European Langs,Lit and related' ","'White' ","'Direct Clearing' ",5
2012 ,"'R9 - Others in European Langs,Lit and related' ","'White' ","'RPA' ",5
2012 ,"'R9 - Others in European Langs,Lit and related' ","'Other' ","'Firm choice' ",5
2012 ,"'R9 - Others in European Langs,Lit and related' ","'Unknown' ","'Firm choice' ",10
2012 ,"'RR - Combinations within European Langs,Lit and related' ","'Asian' ","'Firm choice' ",20
2012 ,"'RR - Combinations within European Langs,Lit and related' ","'Asian' ","'Main scheme Clearing' ",5
2012 ,"'RR - Combinations within European Langs,Lit and related' ","'Black' ","'Firm choice' ",10
2012 ,"'RR - Combinations within European Langs,Lit and related' ","'Black' ","'Insurance choice' ",5
2012 ,"'RR - Combinations within European Langs,Lit and related' ","'Mixed' ","'Firm choice' ",55
2012 ,"'RR - Combinations within European Langs,Lit and related' ","'Mixed' ","'Insurance choice' ",5
2012 ,"'RR - Combinations within European Langs,Lit and related' ","'Mixed' ","'Main scheme Clearing' ",10
2012 ,"'RR - Combinations within European Langs,Lit and related' ","'White' ","'Firm choice' ",1160
2012 ,"'RR - Combinations within European Langs,Lit and related' ","'White' ","'Insurance choice' ",100
2012 ,"'RR - Combinations within European Langs,Lit and related' ","'White' ","'Extra' ",5
2012 ,"'RR - Combinations within European Langs,Lit and related' ","'White' ","'Adjustment' ",10
2012 ,"'RR - Combinations within European Langs,Lit and related' ","'White' ","'Main scheme Clearing' ",95
2012 ,"'RR - Combinations within European Langs,Lit and related' ","'White' ","'Direct Clearing' ",5
2012 ,"'RR - Combinations within European Langs,Lit and related' ","'White' ","'RPA' ",5
2012 ,"'RR - Combinations within European Langs,Lit and related' ","'Other' ","'Firm choice' ",15
2012 ,"'RR - Combinations within European Langs,Lit and related' ","'Other' ","'Insurance choice' ",5
2012 ,"'RR - Combinations within European Langs,Lit and related' ","'Unknown' ","'Firm choice' ",15
2012 ,"'RR - Combinations within European Langs,Lit and related' ","'Unknown' ","'RPA' ",5
2012 ,"'T1 - Chinese studies' ","'Asian' ","'Firm choice' ",5
