"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Summary Level) , Age Band , Sex , Acceptance Route , Cycle Year"
"Coverage:   All"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_020_07.pdf"
 
Cycle Year,Subject Group (Summary Level) , Age Band , Sex , Acceptance Route,Number of Acceptances,
2007 ,"'Group A Medicine and Dentistry' ","'17 and under' ","'Men' ","'Firm choice' ",35
2012 ,"'Group G Mathematical Sciences' ","'20' ","'Men' ","'Direct Clearing' ",15
2012 ,"'Group G Mathematical Sciences' ","'20' ","'Men' ","'RPA' ",10
2012 ,"'Group G Mathematical Sciences' ","'20' ","'Women' ","'Firm choice' ",95
2012 ,"'Group G Mathematical Sciences' ","'20' ","'Women' ","'Insurance choice' ",15
2012 ,"'Group G Mathematical Sciences' ","'20' ","'Women' ","'Other main scheme choice' ",15
2012 ,"'Group G Mathematical Sciences' ","'20' ","'Women' ","'Main scheme Clearing' ",25
2012 ,"'Group G Mathematical Sciences' ","'20' ","'Women' ","'Direct Clearing' ",10
2012 ,"'Group G Mathematical Sciences' ","'20' ","'Women' ","'RPA' ",15
2012 ,"'Group G Mathematical Sciences' ","'21 and over' ","'Men' ","'Firm choice' ",185
2012 ,"'Group G Mathematical Sciences' ","'21 and over' ","'Men' ","'Insurance choice' ",20
2012 ,"'Group G Mathematical Sciences' ","'21 and over' ","'Men' ","'Other main scheme choice' ",30
2012 ,"'Group G Mathematical Sciences' ","'21 and over' ","'Men' ","'Extra' ",5
2012 ,"'Group G Mathematical Sciences' ","'21 and over' ","'Men' ","'Main scheme Clearing' ",20
2012 ,"'Group G Mathematical Sciences' ","'21 and over' ","'Men' ","'Direct Clearing' ",45
2012 ,"'Group G Mathematical Sciences' ","'21 and over' ","'Men' ","'RPA' ",30
2012 ,"'Group G Mathematical Sciences' ","'21 and over' ","'Women' ","'Firm choice' ",95
2012 ,"'Group G Mathematical Sciences' ","'21 and over' ","'Women' ","'Insurance choice' ",5
2012 ,"'Group G Mathematical Sciences' ","'21 and over' ","'Women' ","'Other main scheme choice' ",15
2012 ,"'Group G Mathematical Sciences' ","'21 and over' ","'Women' ","'Extra' ",5
2012 ,"'Group G Mathematical Sciences' ","'21 and over' ","'Women' ","'Main scheme Clearing' ",15
2012 ,"'Group G Mathematical Sciences' ","'21 and over' ","'Women' ","'Direct Clearing' ",15
2012 ,"'Group G Mathematical Sciences' ","'21 and over' ","'Women' ","'RPA' ",15
2012 ,"'Group H Engineering' ","'17 and under' ","'Men' ","'Firm choice' ",295
2012 ,"'Group H Engineering' ","'17 and under' ","'Men' ","'Insurance choice' ",35
2012 ,"'Group H Engineering' ","'17 and under' ","'Men' ","'Other main scheme choice' ",25
2012 ,"'Group H Engineering' ","'17 and under' ","'Men' ","'Extra' ",5
2012 ,"'Group H Engineering' ","'17 and under' ","'Men' ","'Adjustment' ",5
2012 ,"'Group H Engineering' ","'17 and under' ","'Men' ","'Main scheme Clearing' ",45
2012 ,"'Group H Engineering' ","'17 and under' ","'Men' ","'Direct Clearing' ",10
2012 ,"'Group H Engineering' ","'17 and under' ","'Men' ","'RPA' ",40
2012 ,"'Group H Engineering' ","'17 and under' ","'Women' ","'Firm choice' ",100
2012 ,"'Group H Engineering' ","'17 and under' ","'Women' ","'Insurance choice' ",15
2012 ,"'Group H Engineering' ","'17 and under' ","'Women' ","'Other main scheme choice' ",5
2012 ,"'Group H Engineering' ","'17 and under' ","'Women' ","'Main scheme Clearing' ",10
2012 ,"'Group H Engineering' ","'17 and under' ","'Women' ","'RPA' ",5
2012 ,"'Group H Engineering' ","'18' ","'Men' ","'Firm choice' ",7690
2012 ,"'Group H Engineering' ","'18' ","'Men' ","'Insurance choice' ",1485
2012 ,"'Group H Engineering' ","'18' ","'Men' ","'Other main scheme choice' ",75
2012 ,"'Group H Engineering' ","'18' ","'Men' ","'Extra' ",90
2012 ,"'Group H Engineering' ","'18' ","'Men' ","'Adjustment' ",30
2012 ,"'Group H Engineering' ","'18' ","'Men' ","'Main scheme Clearing' ",1260
2012 ,"'Group H Engineering' ","'18' ","'Men' ","'Direct Clearing' ",85
2012 ,"'Group H Engineering' ","'18' ","'Men' ","'RPA' ",160
2012 ,"'Group H Engineering' ","'18' ","'Women' ","'Firm choice' ",1315
2012 ,"'Group H Engineering' ","'18' ","'Women' ","'Insurance choice' ",205
2012 ,"'Group H Engineering' ","'18' ","'Women' ","'Other main scheme choice' ",15
2012 ,"'Group H Engineering' ","'18' ","'Women' ","'Extra' ",20
2012 ,"'Group H Engineering' ","'18' ","'Women' ","'Adjustment' ",5
2012 ,"'Group H Engineering' ","'18' ","'Women' ","'Main scheme Clearing' ",210
2012 ,"'Group H Engineering' ","'18' ","'Women' ","'Direct Clearing' ",15
2012 ,"'Group H Engineering' ","'18' ","'Women' ","'RPA' ",15
2012 ,"'Group H Engineering' ","'19' ","'Men' ","'Firm choice' ",2650
2012 ,"'Group H Engineering' ","'19' ","'Men' ","'Insurance choice' ",415
2012 ,"'Group H Engineering' ","'19' ","'Men' ","'Other main scheme choice' ",130
2012 ,"'Group H Engineering' ","'19' ","'Men' ","'Extra' ",55
2012 ,"'Group H Engineering' ","'19' ","'Men' ","'Adjustment' ",5
2012 ,"'Group H Engineering' ","'19' ","'Men' ","'Main scheme Clearing' ",525
2012 ,"'Group H Engineering' ","'19' ","'Men' ","'Direct Clearing' ",115
2012 ,"'Group H Engineering' ","'19' ","'Men' ","'RPA' ",195
2012 ,"'Group H Engineering' ","'19' ","'Women' ","'Firm choice' ",410
2012 ,"'Group H Engineering' ","'19' ","'Women' ","'Insurance choice' ",75
2012 ,"'Group H Engineering' ","'19' ","'Women' ","'Other main scheme choice' ",25
2012 ,"'Group H Engineering' ","'19' ","'Women' ","'Extra' ",15
2012 ,"'Group H Engineering' ","'19' ","'Women' ","'Main scheme Clearing' ",85
2012 ,"'Group H Engineering' ","'19' ","'Women' ","'Direct Clearing' ",15
2012 ,"'Group H Engineering' ","'19' ","'Women' ","'RPA' ",40
2012 ,"'Group H Engineering' ","'20' ","'Men' ","'Firm choice' ",1330
2012 ,"'Group H Engineering' ","'20' ","'Men' ","'Insurance choice' ",125
2012 ,"'Group H Engineering' ","'20' ","'Men' ","'Other main scheme choice' ",105
2012 ,"'Group H Engineering' ","'20' ","'Men' ","'Extra' ",20
2012 ,"'Group H Engineering' ","'20' ","'Men' ","'Main scheme Clearing' ",190
2012 ,"'Group H Engineering' ","'20' ","'Men' ","'Direct Clearing' ",110
2012 ,"'Group H Engineering' ","'20' ","'Men' ","'RPA' ",240
2012 ,"'Group H Engineering' ","'20' ","'Women' ","'Firm choice' ",170
2012 ,"'Group H Engineering' ","'20' ","'Women' ","'Insurance choice' ",10
2012 ,"'Group H Engineering' ","'20' ","'Women' ","'Other main scheme choice' ",15
2012 ,"'Group H Engineering' ","'20' ","'Women' ","'Extra' ",5
2012 ,"'Group H Engineering' ","'20' ","'Women' ","'Main scheme Clearing' ",25
2012 ,"'Group H Engineering' ","'20' ","'Women' ","'Direct Clearing' ",10
2012 ,"'Group H Engineering' ","'20' ","'Women' ","'RPA' ",45
2012 ,"'Group H Engineering' ","'21 and over' ","'Men' ","'Firm choice' ",2415
2012 ,"'Group H Engineering' ","'21 and over' ","'Men' ","'Insurance choice' ",115
2012 ,"'Group H Engineering' ","'21 and over' ","'Men' ","'Other main scheme choice' ",395
2012 ,"'Group H Engineering' ","'21 and over' ","'Men' ","'Extra' ",50
2012 ,"'Group H Engineering' ","'21 and over' ","'Men' ","'Adjustment' ",5
2012 ,"'Group H Engineering' ","'21 and over' ","'Men' ","'Main scheme Clearing' ",305
2012 ,"'Group H Engineering' ","'21 and over' ","'Men' ","'Direct Clearing' ",385
2012 ,"'Group H Engineering' ","'21 and over' ","'Men' ","'RPA' ",690
2012 ,"'Group H Engineering' ","'21 and over' ","'Women' ","'Firm choice' ",270
2012 ,"'Group H Engineering' ","'21 and over' ","'Women' ","'Insurance choice' ",10
2012 ,"'Group H Engineering' ","'21 and over' ","'Women' ","'Other main scheme choice' ",45
2012 ,"'Group H Engineering' ","'21 and over' ","'Women' ","'Extra' ",10
2012 ,"'Group H Engineering' ","'21 and over' ","'Women' ","'Main scheme Clearing' ",30
2012 ,"'Group H Engineering' ","'21 and over' ","'Women' ","'Direct Clearing' ",35
2012 ,"'Group H Engineering' ","'21 and over' ","'Women' ","'RPA' ",80
2012 ,"'Group I Computer Sciences' ","'17 and under' ","'Men' ","'Firm choice' ",65
2012 ,"'Group I Computer Sciences' ","'17 and under' ","'Men' ","'Insurance choice' ",20
2012 ,"'Group I Computer Sciences' ","'17 and under' ","'Men' ","'Other main scheme choice' ",10
2012 ,"'Group I Computer Sciences' ","'17 and under' ","'Men' ","'Main scheme Clearing' ",10
2012 ,"'Group I Computer Sciences' ","'17 and under' ","'Men' ","'Direct Clearing' ",10
2012 ,"'Group I Computer Sciences' ","'17 and under' ","'Men' ","'RPA' ",20
2012 ,"'Group I Computer Sciences' ","'17 and under' ","'Women' ","'Firm choice' ",25
2012 ,"'Group I Computer Sciences' ","'17 and under' ","'Women' ","'Insurance choice' ",10
2012 ,"'Group I Computer Sciences' ","'17 and under' ","'Women' ","'Main scheme Clearing' ",5
2012 ,"'Group I Computer Sciences' ","'17 and under' ","'Women' ","'RPA' ",5
2012 ,"'Group I Computer Sciences' ","'18' ","'Men' ","'Firm choice' ",5120
2012 ,"'Group I Computer Sciences' ","'18' ","'Men' ","'Insurance choice' ",725
2012 ,"'Group I Computer Sciences' ","'18' ","'Men' ","'Other main scheme choice' ",50
2012 ,"'Group I Computer Sciences' ","'18' ","'Men' ","'Extra' ",60
2012 ,"'Group I Computer Sciences' ","'18' ","'Men' ","'Adjustment' ",15
2012 ,"'Group I Computer Sciences' ","'18' ","'Men' ","'Main scheme Clearing' ",745
2012 ,"'Group I Computer Sciences' ","'18' ","'Men' ","'Direct Clearing' ",80
2012 ,"'Group I Computer Sciences' ","'18' ","'Men' ","'RPA' ",115
2012 ,"'Group I Computer Sciences' ","'18' ","'Women' ","'Firm choice' ",850
2012 ,"'Group I Computer Sciences' ","'18' ","'Women' ","'Insurance choice' ",135
2012 ,"'Group I Computer Sciences' ","'18' ","'Women' ","'Other main scheme choice' ",10
2012 ,"'Group I Computer Sciences' ","'18' ","'Women' ","'Extra' ",15
2012 ,"'Group I Computer Sciences' ","'18' ","'Women' ","'Adjustment' ",5
2012 ,"'Group I Computer Sciences' ","'18' ","'Women' ","'Main scheme Clearing' ",155
2012 ,"'Group I Computer Sciences' ","'18' ","'Women' ","'Direct Clearing' ",10
2012 ,"'Group I Computer Sciences' ","'18' ","'Women' ","'RPA' ",15
2012 ,"'Group I Computer Sciences' ","'19' ","'Men' ","'Firm choice' ",2590
2012 ,"'Group I Computer Sciences' ","'19' ","'Men' ","'Insurance choice' ",220
2012 ,"'Group I Computer Sciences' ","'19' ","'Men' ","'Other main scheme choice' ",85
2012 ,"'Group I Computer Sciences' ","'19' ","'Men' ","'Extra' ",35
2012 ,"'Group I Computer Sciences' ","'19' ","'Men' ","'Adjustment' ",10
2012 ,"'Group I Computer Sciences' ","'19' ","'Men' ","'Main scheme Clearing' ",385
2012 ,"'Group I Computer Sciences' ","'19' ","'Men' ","'Direct Clearing' ",130
2012 ,"'Group I Computer Sciences' ","'19' ","'Men' ","'RPA' ",140
2012 ,"'Group I Computer Sciences' ","'19' ","'Women' ","'Firm choice' ",395
2012 ,"'Group I Computer Sciences' ","'19' ","'Women' ","'Insurance choice' ",35
2012 ,"'Group I Computer Sciences' ","'19' ","'Women' ","'Other main scheme choice' ",10
2012 ,"'Group I Computer Sciences' ","'19' ","'Women' ","'Extra' ",10
2012 ,"'Group I Computer Sciences' ","'19' ","'Women' ","'Main scheme Clearing' ",75
2012 ,"'Group I Computer Sciences' ","'19' ","'Women' ","'Direct Clearing' ",15
2012 ,"'Group I Computer Sciences' ","'19' ","'Women' ","'RPA' ",25
2012 ,"'Group I Computer Sciences' ","'20' ","'Men' ","'Firm choice' ",1445
2012 ,"'Group I Computer Sciences' ","'20' ","'Men' ","'Insurance choice' ",75
2012 ,"'Group I Computer Sciences' ","'20' ","'Men' ","'Other main scheme choice' ",95
2012 ,"'Group I Computer Sciences' ","'20' ","'Men' ","'Extra' ",35
2012 ,"'Group I Computer Sciences' ","'20' ","'Men' ","'Adjustment' ",5
2012 ,"'Group I Computer Sciences' ","'20' ","'Men' ","'Main scheme Clearing' ",140
2012 ,"'Group I Computer Sciences' ","'20' ","'Men' ","'Direct Clearing' ",120
2012 ,"'Group I Computer Sciences' ","'20' ","'Men' ","'RPA' ",135
2012 ,"'Group I Computer Sciences' ","'20' ","'Women' ","'Firm choice' ",190
2012 ,"'Group I Computer Sciences' ","'20' ","'Women' ","'Insurance choice' ",10
2012 ,"'Group I Computer Sciences' ","'20' ","'Women' ","'Other main scheme choice' ",20
2012 ,"'Group I Computer Sciences' ","'20' ","'Women' ","'Extra' ",5
2012 ,"'Group I Computer Sciences' ","'20' ","'Women' ","'Main scheme Clearing' ",25
2012 ,"'Group I Computer Sciences' ","'20' ","'Women' ","'Direct Clearing' ",15
2012 ,"'Group I Computer Sciences' ","'20' ","'Women' ","'RPA' ",20
2012 ,"'Group I Computer Sciences' ","'21 and over' ","'Men' ","'Firm choice' ",2330
2012 ,"'Group I Computer Sciences' ","'21 and over' ","'Men' ","'Insurance choice' ",65
2012 ,"'Group I Computer Sciences' ","'21 and over' ","'Men' ","'Other main scheme choice' ",290
2012 ,"'Group I Computer Sciences' ","'21 and over' ","'Men' ","'Extra' ",40
2012 ,"'Group I Computer Sciences' ","'21 and over' ","'Men' ","'Main scheme Clearing' ",260
2012 ,"'Group I Computer Sciences' ","'21 and over' ","'Men' ","'Direct Clearing' ",410
2012 ,"'Group I Computer Sciences' ","'21 and over' ","'Men' ","'RPA' ",550
2012 ,"'Group I Computer Sciences' ","'21 and over' ","'Women' ","'Firm choice' ",355
2012 ,"'Group I Computer Sciences' ","'21 and over' ","'Women' ","'Insurance choice' ",10
2012 ,"'Group I Computer Sciences' ","'21 and over' ","'Women' ","'Other main scheme choice' ",45
2012 ,"'Group I Computer Sciences' ","'21 and over' ","'Women' ","'Extra' ",5
2012 ,"'Group I Computer Sciences' ","'21 and over' ","'Women' ","'Main scheme Clearing' ",55
2012 ,"'Group I Computer Sciences' ","'21 and over' ","'Women' ","'Direct Clearing' ",70
2012 ,"'Group I Computer Sciences' ","'21 and over' ","'Women' ","'RPA' ",90
2012 ,"'Group J Technologies' ","'17 and under' ","'Men' ","'Firm choice' ",5
2012 ,"'Group J Technologies' ","'17 and under' ","'Women' ","'Firm choice' ",5
2012 ,"'Group J Technologies' ","'18' ","'Men' ","'Firm choice' ",630
2012 ,"'Group J Technologies' ","'18' ","'Men' ","'Insurance choice' ",75
2012 ,"'Group J Technologies' ","'18' ","'Men' ","'Other main scheme choice' ",10
2012 ,"'Group J Technologies' ","'18' ","'Men' ","'Extra' ",10
2012 ,"'Group J Technologies' ","'18' ","'Men' ","'Main scheme Clearing' ",65
2012 ,"'Group J Technologies' ","'18' ","'Men' ","'Direct Clearing' ",5
2012 ,"'Group J Technologies' ","'18' ","'Men' ","'RPA' ",10
2012 ,"'Group J Technologies' ","'18' ","'Women' ","'Firm choice' ",125
2012 ,"'Group J Technologies' ","'18' ","'Women' ","'Insurance choice' ",15
2012 ,"'Group J Technologies' ","'18' ","'Women' ","'Extra' ",5
2012 ,"'Group J Technologies' ","'18' ","'Women' ","'Main scheme Clearing' ",20
2012 ,"'Group J Technologies' ","'19' ","'Men' ","'Firm choice' ",260
2012 ,"'Group J Technologies' ","'19' ","'Men' ","'Insurance choice' ",25
2012 ,"'Group J Technologies' ","'19' ","'Men' ","'Other main scheme choice' ",10
2012 ,"'Group J Technologies' ","'19' ","'Men' ","'Extra' ",5
2012 ,"'Group J Technologies' ","'19' ","'Men' ","'Main scheme Clearing' ",35
2012 ,"'Group J Technologies' ","'19' ","'Men' ","'Direct Clearing' ",15
2012 ,"'Group J Technologies' ","'19' ","'Men' ","'RPA' ",5
2012 ,"'Group J Technologies' ","'19' ","'Women' ","'Firm choice' ",65
2012 ,"'Group J Technologies' ","'19' ","'Women' ","'Insurance choice' ",5
2012 ,"'Group J Technologies' ","'19' ","'Women' ","'Main scheme Clearing' ",5
2012 ,"'Group J Technologies' ","'19' ","'Women' ","'Direct Clearing' ",5
2012 ,"'Group J Technologies' ","'19' ","'Women' ","'RPA' ",5
2012 ,"'Group J Technologies' ","'20' ","'Men' ","'Firm choice' ",180
2012 ,"'Group J Technologies' ","'20' ","'Men' ","'Insurance choice' ",5
2012 ,"'Group J Technologies' ","'20' ","'Men' ","'Other main scheme choice' ",15
2012 ,"'Group J Technologies' ","'20' ","'Men' ","'Extra' ",5
2012 ,"'Group J Technologies' ","'20' ","'Men' ","'Main scheme Clearing' ",10
2012 ,"'Group J Technologies' ","'20' ","'Men' ","'Direct Clearing' ",15
2012 ,"'Group J Technologies' ","'20' ","'Men' ","'RPA' ",10
2012 ,"'Group J Technologies' ","'20' ","'Women' ","'Firm choice' ",30
2012 ,"'Group J Technologies' ","'20' ","'Women' ","'Direct Clearing' ",5
2012 ,"'Group J Technologies' ","'20' ","'Women' ","'RPA' ",5
2012 ,"'Group J Technologies' ","'21 and over' ","'Men' ","'Firm choice' ",355
2012 ,"'Group J Technologies' ","'21 and over' ","'Men' ","'Insurance choice' ",5
2012 ,"'Group J Technologies' ","'21 and over' ","'Men' ","'Other main scheme choice' ",50
2012 ,"'Group J Technologies' ","'21 and over' ","'Men' ","'Extra' ",5
2012 ,"'Group J Technologies' ","'21 and over' ","'Men' ","'Main scheme Clearing' ",30
2012 ,"'Group J Technologies' ","'21 and over' ","'Men' ","'Direct Clearing' ",45
2012 ,"'Group J Technologies' ","'21 and over' ","'Men' ","'RPA' ",60
2012 ,"'Group J Technologies' ","'21 and over' ","'Women' ","'Firm choice' ",60
2012 ,"'Group J Technologies' ","'21 and over' ","'Women' ","'Other main scheme choice' ",5
2012 ,"'Group J Technologies' ","'21 and over' ","'Women' ","'Main scheme Clearing' ",5
2012 ,"'Group J Technologies' ","'21 and over' ","'Women' ","'Direct Clearing' ",10
2012 ,"'Group J Technologies' ","'21 and over' ","'Women' ","'RPA' ",10
2012 ,"'Group K Architecture, Building and Planning' ","'17 and under' ","'Men' ","'Firm choice' ",30
2012 ,"'Group K Architecture, Building and Planning' ","'17 and under' ","'Men' ","'Insurance choice' ",5
2012 ,"'Group K Architecture, Building and Planning' ","'17 and under' ","'Men' ","'Main scheme Clearing' ",5
2012 ,"'Group K Architecture, Building and Planning' ","'17 and under' ","'Women' ","'Firm choice' ",45
2012 ,"'Group K Architecture, Building and Planning' ","'17 and under' ","'Women' ","'Insurance choice' ",5
2012 ,"'Group K Architecture, Building and Planning' ","'17 and under' ","'Women' ","'Main scheme Clearing' ",10
2012 ,"'Group K Architecture, Building and Planning' ","'18' ","'Men' ","'Firm choice' ",1695
2012 ,"'Group K Architecture, Building and Planning' ","'18' ","'Men' ","'Insurance choice' ",200
2012 ,"'Group K Architecture, Building and Planning' ","'18' ","'Men' ","'Other main scheme choice' ",5
2012 ,"'Group K Architecture, Building and Planning' ","'18' ","'Men' ","'Extra' ",15
2012 ,"'Group K Architecture, Building and Planning' ","'18' ","'Men' ","'Adjustment' ",10
2012 ,"'Group K Architecture, Building and Planning' ","'18' ","'Men' ","'Main scheme Clearing' ",200
2012 ,"'Group K Architecture, Building and Planning' ","'18' ","'Men' ","'Direct Clearing' ",20
2012 ,"'Group K Architecture, Building and Planning' ","'18' ","'Men' ","'RPA' ",15
2012 ,"'Group K Architecture, Building and Planning' ","'18' ","'Women' ","'Firm choice' ",1055
2012 ,"'Group K Architecture, Building and Planning' ","'18' ","'Women' ","'Insurance choice' ",120
2012 ,"'Group K Architecture, Building and Planning' ","'18' ","'Women' ","'Other main scheme choice' ",15
2012 ,"'Group K Architecture, Building and Planning' ","'18' ","'Women' ","'Extra' ",15
2012 ,"'Group K Architecture, Building and Planning' ","'18' ","'Women' ","'Adjustment' ",10
2012 ,"'Group K Architecture, Building and Planning' ","'18' ","'Women' ","'Main scheme Clearing' ",100
2012 ,"'Group K Architecture, Building and Planning' ","'18' ","'Women' ","'Direct Clearing' ",10
2012 ,"'Group K Architecture, Building and Planning' ","'18' ","'Women' ","'RPA' ",5
2012 ,"'Group K Architecture, Building and Planning' ","'19' ","'Men' ","'Firm choice' ",790
2012 ,"'Group K Architecture, Building and Planning' ","'19' ","'Men' ","'Insurance choice' ",50
2012 ,"'Group K Architecture, Building and Planning' ","'19' ","'Men' ","'Other main scheme choice' ",25
2012 ,"'Group K Architecture, Building and Planning' ","'19' ","'Men' ","'Extra' ",10
2012 ,"'Group K Architecture, Building and Planning' ","'19' ","'Men' ","'Adjustment' ",5
2012 ,"'Group K Architecture, Building and Planning' ","'19' ","'Men' ","'Main scheme Clearing' ",85
2012 ,"'Group K Architecture, Building and Planning' ","'19' ","'Men' ","'Direct Clearing' ",35
2012 ,"'Group K Architecture, Building and Planning' ","'19' ","'Men' ","'RPA' ",30
2012 ,"'Group K Architecture, Building and Planning' ","'19' ","'Women' ","'Firm choice' ",410
2012 ,"'Group K Architecture, Building and Planning' ","'19' ","'Women' ","'Insurance choice' ",30
2012 ,"'Group K Architecture, Building and Planning' ","'19' ","'Women' ","'Other main scheme choice' ",15
2012 ,"'Group K Architecture, Building and Planning' ","'19' ","'Women' ","'Extra' ",10
2012 ,"'Group K Architecture, Building and Planning' ","'19' ","'Women' ","'Main scheme Clearing' ",40
2012 ,"'Group K Architecture, Building and Planning' ","'19' ","'Women' ","'Direct Clearing' ",10
2012 ,"'Group K Architecture, Building and Planning' ","'19' ","'Women' ","'RPA' ",10
2012 ,"'Group K Architecture, Building and Planning' ","'20' ","'Men' ","'Firm choice' ",365
2012 ,"'Group K Architecture, Building and Planning' ","'20' ","'Men' ","'Insurance choice' ",15
2012 ,"'Group K Architecture, Building and Planning' ","'20' ","'Men' ","'Other main scheme choice' ",25
2012 ,"'Group K Architecture, Building and Planning' ","'20' ","'Men' ","'Extra' ",5
2012 ,"'Group K Architecture, Building and Planning' ","'20' ","'Men' ","'Main scheme Clearing' ",45
2012 ,"'Group K Architecture, Building and Planning' ","'20' ","'Men' ","'Direct Clearing' ",45
2012 ,"'Group K Architecture, Building and Planning' ","'20' ","'Men' ","'RPA' ",35
2012 ,"'Group K Architecture, Building and Planning' ","'20' ","'Women' ","'Firm choice' ",135
2012 ,"'Group K Architecture, Building and Planning' ","'20' ","'Women' ","'Insurance choice' ",10
2012 ,"'Group K Architecture, Building and Planning' ","'20' ","'Women' ","'Other main scheme choice' ",5
2012 ,"'Group K Architecture, Building and Planning' ","'20' ","'Women' ","'Extra' ",5
2012 ,"'Group K Architecture, Building and Planning' ","'20' ","'Women' ","'Main scheme Clearing' ",15
2012 ,"'Group K Architecture, Building and Planning' ","'20' ","'Women' ","'Direct Clearing' ",10
2012 ,"'Group K Architecture, Building and Planning' ","'20' ","'Women' ","'RPA' ",10
2012 ,"'Group K Architecture, Building and Planning' ","'21 and over' ","'Men' ","'Firm choice' ",715
2012 ,"'Group K Architecture, Building and Planning' ","'21 and over' ","'Men' ","'Insurance choice' ",15
2012 ,"'Group K Architecture, Building and Planning' ","'21 and over' ","'Men' ","'Other main scheme choice' ",145
2012 ,"'Group K Architecture, Building and Planning' ","'21 and over' ","'Men' ","'Extra' ",15
2012 ,"'Group K Architecture, Building and Planning' ","'21 and over' ","'Men' ","'Main scheme Clearing' ",90
2012 ,"'Group K Architecture, Building and Planning' ","'21 and over' ","'Men' ","'Direct Clearing' ",120
2012 ,"'Group K Architecture, Building and Planning' ","'21 and over' ","'Men' ","'RPA' ",150
2012 ,"'Group K Architecture, Building and Planning' ","'21 and over' ","'Women' ","'Firm choice' ",235
2012 ,"'Group K Architecture, Building and Planning' ","'21 and over' ","'Women' ","'Insurance choice' ",5
2012 ,"'Group K Architecture, Building and Planning' ","'21 and over' ","'Women' ","'Other main scheme choice' ",70
2012 ,"'Group K Architecture, Building and Planning' ","'21 and over' ","'Women' ","'Extra' ",5
2012 ,"'Group K Architecture, Building and Planning' ","'21 and over' ","'Women' ","'Main scheme Clearing' ",30
2012 ,"'Group K Architecture, Building and Planning' ","'21 and over' ","'Women' ","'Direct Clearing' ",40
2012 ,"'Group K Architecture, Building and Planning' ","'21 and over' ","'Women' ","'RPA' ",40
2012 ,"'Group L Social Studies' ","'17 and under' ","'Men' ","'Firm choice' ",135
2012 ,"'Group L Social Studies' ","'17 and under' ","'Men' ","'Insurance choice' ",25
2012 ,"'Group L Social Studies' ","'17 and under' ","'Men' ","'Other main scheme choice' ",5
2012 ,"'Group L Social Studies' ","'17 and under' ","'Men' ","'Main scheme Clearing' ",10
2012 ,"'Group L Social Studies' ","'17 and under' ","'Men' ","'RPA' ",5
2012 ,"'Group L Social Studies' ","'17 and under' ","'Women' ","'Firm choice' ",175
2012 ,"'Group L Social Studies' ","'17 and under' ","'Women' ","'Insurance choice' ",30
2012 ,"'Group L Social Studies' ","'17 and under' ","'Women' ","'Other main scheme choice' ",10
2012 ,"'Group L Social Studies' ","'17 and under' ","'Women' ","'Main scheme Clearing' ",35
2012 ,"'Group L Social Studies' ","'17 and under' ","'Women' ","'RPA' ",25
2012 ,"'Group L Social Studies' ","'18' ","'Men' ","'Firm choice' ",5550
2012 ,"'Group L Social Studies' ","'18' ","'Men' ","'Insurance choice' ",910
2012 ,"'Group L Social Studies' ","'18' ","'Men' ","'Other main scheme choice' ",30
2012 ,"'Group L Social Studies' ","'18' ","'Men' ","'Extra' ",50
2012 ,"'Group L Social Studies' ","'18' ","'Men' ","'Adjustment' ",55
2012 ,"'Group L Social Studies' ","'18' ","'Men' ","'Main scheme Clearing' ",870
2012 ,"'Group L Social Studies' ","'18' ","'Men' ","'Direct Clearing' ",50
2012 ,"'Group L Social Studies' ","'18' ","'Men' ","'RPA' ",65
2012 ,"'Group L Social Studies' ","'18' ","'Women' ","'Firm choice' ",6940
2012 ,"'Group L Social Studies' ","'18' ","'Women' ","'Insurance choice' ",920
2012 ,"'Group L Social Studies' ","'18' ","'Women' ","'Other main scheme choice' ",50
2012 ,"'Group L Social Studies' ","'18' ","'Women' ","'Extra' ",220
2012 ,"'Group L Social Studies' ","'18' ","'Women' ","'Adjustment' ",50
2012 ,"'Group L Social Studies' ","'18' ","'Women' ","'Main scheme Clearing' ",1265
2012 ,"'Group L Social Studies' ","'18' ","'Women' ","'Direct Clearing' ",70
2012 ,"'Group L Social Studies' ","'18' ","'Women' ","'RPA' ",105
2012 ,"'Group L Social Studies' ","'19' ","'Men' ","'Firm choice' ",2070
2012 ,"'Group L Social Studies' ","'19' ","'Men' ","'Insurance choice' ",240
2012 ,"'Group L Social Studies' ","'19' ","'Men' ","'Other main scheme choice' ",50
2012 ,"'Group L Social Studies' ","'19' ","'Men' ","'Extra' ",40
2012 ,"'Group L Social Studies' ","'19' ","'Men' ","'Adjustment' ",10
2012 ,"'Group L Social Studies' ","'19' ","'Men' ","'Main scheme Clearing' ",365
2012 ,"'Group L Social Studies' ","'19' ","'Men' ","'Direct Clearing' ",60
2012 ,"'Group L Social Studies' ","'19' ","'Men' ","'RPA' ",65
2012 ,"'Group L Social Studies' ","'19' ","'Women' ","'Firm choice' ",2625
2012 ,"'Group L Social Studies' ","'19' ","'Women' ","'Insurance choice' ",240
2012 ,"'Group L Social Studies' ","'19' ","'Women' ","'Other main scheme choice' ",80
2012 ,"'Group L Social Studies' ","'19' ","'Women' ","'Extra' ",130
2012 ,"'Group L Social Studies' ","'19' ","'Women' ","'Adjustment' ",10
