"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Detailed Level) , Disability Indicator , Acceptance Route , Cycle Year"
"Coverage:   UK domiciled"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_029_07.pdf"
 
Cycle Year,Subject Group (Detailed Level) , Disability Indicator , Acceptance Route,Number of Acceptances,
2010 ,"'A1 - Pre-clinical Medicine' ","'Disability declared' ","'Firm choice' ",295
2014 ,"'G1 - Mathematics' ","'Disability declared' ","'Main scheme Clearing' ",35
2014 ,"'G1 - Mathematics' ","'Disability declared' ","'Direct Clearing' ",10
2014 ,"'G1 - Mathematics' ","'No disability declared' ","'Firm choice' ",4110
2014 ,"'G1 - Mathematics' ","'No disability declared' ","'Insurance choice' ",1035
2014 ,"'G1 - Mathematics' ","'No disability declared' ","'Other main scheme choice' ",45
2014 ,"'G1 - Mathematics' ","'No disability declared' ","'Extra' ",45
2014 ,"'G1 - Mathematics' ","'No disability declared' ","'Adjustment' ",35
2014 ,"'G1 - Mathematics' ","'No disability declared' ","'Main scheme Clearing' ",740
2014 ,"'G1 - Mathematics' ","'No disability declared' ","'Direct Clearing' ",120
2014 ,"'G1 - Mathematics' ","'No disability declared' ","'RPA' ",50
2014 ,"'G2 - Operational Research' ","'Disability declared' ","'Firm choice' ",5
2014 ,"'G2 - Operational Research' ","'No disability declared' ","'Firm choice' ",35
2014 ,"'G2 - Operational Research' ","'No disability declared' ","'Insurance choice' ",5
2014 ,"'G3 - Statistics' ","'Disability declared' ","'Firm choice' ",5
2014 ,"'G3 - Statistics' ","'No disability declared' ","'Firm choice' ",55
2014 ,"'G3 - Statistics' ","'No disability declared' ","'Insurance choice' ",5
2014 ,"'G3 - Statistics' ","'No disability declared' ","'Adjustment' ",5
2014 ,"'G3 - Statistics' ","'No disability declared' ","'Main scheme Clearing' ",5
2014 ,"'G9 - Others in Mathematical Sciences' ","'No disability declared' ","'Insurance choice' ",5
2014 ,"'G9 - Others in Mathematical Sciences' ","'No disability declared' ","'Main scheme Clearing' ",10
2014 ,"'GG - Combinations within Mathematical Sciences' ","'Disability declared' ","'Firm choice' ",15
2014 ,"'GG - Combinations within Mathematical Sciences' ","'Disability declared' ","'Insurance choice' ",5
2014 ,"'GG - Combinations within Mathematical Sciences' ","'No disability declared' ","'Firm choice' ",195
2014 ,"'GG - Combinations within Mathematical Sciences' ","'No disability declared' ","'Insurance choice' ",35
2014 ,"'GG - Combinations within Mathematical Sciences' ","'No disability declared' ","'Other main scheme choice' ",5
2014 ,"'GG - Combinations within Mathematical Sciences' ","'No disability declared' ","'Extra' ",5
2014 ,"'GG - Combinations within Mathematical Sciences' ","'No disability declared' ","'Main scheme Clearing' ",40
2014 ,"'GG - Combinations within Mathematical Sciences' ","'No disability declared' ","'Direct Clearing' ",5
2014 ,"'H1 - General Engineering' ","'Disability declared' ","'Firm choice' ",205
2014 ,"'H1 - General Engineering' ","'Disability declared' ","'Insurance choice' ",35
2014 ,"'H1 - General Engineering' ","'Disability declared' ","'Other main scheme choice' ",10
2014 ,"'H1 - General Engineering' ","'Disability declared' ","'Extra' ",5
2014 ,"'H1 - General Engineering' ","'Disability declared' ","'Main scheme Clearing' ",40
2014 ,"'H1 - General Engineering' ","'Disability declared' ","'Direct Clearing' ",10
2014 ,"'H1 - General Engineering' ","'Disability declared' ","'RPA' ",5
2014 ,"'H1 - General Engineering' ","'No disability declared' ","'Firm choice' ",2205
2014 ,"'H1 - General Engineering' ","'No disability declared' ","'Insurance choice' ",380
2014 ,"'H1 - General Engineering' ","'No disability declared' ","'Other main scheme choice' ",65
2014 ,"'H1 - General Engineering' ","'No disability declared' ","'Extra' ",45
2014 ,"'H1 - General Engineering' ","'No disability declared' ","'Adjustment' ",10
2014 ,"'H1 - General Engineering' ","'No disability declared' ","'Main scheme Clearing' ",525
2014 ,"'H1 - General Engineering' ","'No disability declared' ","'Direct Clearing' ",135
2014 ,"'H1 - General Engineering' ","'No disability declared' ","'RPA' ",105
2014 ,"'H2 - Civil Engineering' ","'Disability declared' ","'Firm choice' ",120
2014 ,"'H2 - Civil Engineering' ","'Disability declared' ","'Insurance choice' ",10
2014 ,"'H2 - Civil Engineering' ","'Disability declared' ","'Main scheme Clearing' ",20
2014 ,"'H2 - Civil Engineering' ","'Disability declared' ","'Direct Clearing' ",5
2014 ,"'H2 - Civil Engineering' ","'Disability declared' ","'RPA' ",5
2014 ,"'H2 - Civil Engineering' ","'No disability declared' ","'Firm choice' ",1605
2014 ,"'H2 - Civil Engineering' ","'No disability declared' ","'Insurance choice' ",360
2014 ,"'H2 - Civil Engineering' ","'No disability declared' ","'Other main scheme choice' ",60
2014 ,"'H2 - Civil Engineering' ","'No disability declared' ","'Extra' ",25
2014 ,"'H2 - Civil Engineering' ","'No disability declared' ","'Adjustment' ",5
2014 ,"'H2 - Civil Engineering' ","'No disability declared' ","'Main scheme Clearing' ",425
2014 ,"'H2 - Civil Engineering' ","'No disability declared' ","'Direct Clearing' ",95
2014 ,"'H2 - Civil Engineering' ","'No disability declared' ","'RPA' ",60
2014 ,"'H3 - Mechanical Engineering' ","'Disability declared' ","'Firm choice' ",290
2014 ,"'H3 - Mechanical Engineering' ","'Disability declared' ","'Insurance choice' ",55
2014 ,"'H3 - Mechanical Engineering' ","'Disability declared' ","'Other main scheme choice' ",10
2014 ,"'H3 - Mechanical Engineering' ","'Disability declared' ","'Main scheme Clearing' ",45
2014 ,"'H3 - Mechanical Engineering' ","'Disability declared' ","'Direct Clearing' ",10
2014 ,"'H3 - Mechanical Engineering' ","'Disability declared' ","'RPA' ",10
2014 ,"'H3 - Mechanical Engineering' ","'No disability declared' ","'Firm choice' ",3735
2014 ,"'H3 - Mechanical Engineering' ","'No disability declared' ","'Insurance choice' ",755
2014 ,"'H3 - Mechanical Engineering' ","'No disability declared' ","'Other main scheme choice' ",105
2014 ,"'H3 - Mechanical Engineering' ","'No disability declared' ","'Extra' ",40
2014 ,"'H3 - Mechanical Engineering' ","'No disability declared' ","'Adjustment' ",5
2014 ,"'H3 - Mechanical Engineering' ","'No disability declared' ","'Main scheme Clearing' ",680
2014 ,"'H3 - Mechanical Engineering' ","'No disability declared' ","'Direct Clearing' ",180
2014 ,"'H3 - Mechanical Engineering' ","'No disability declared' ","'RPA' ",145
2014 ,"'H4 - Aerospace Engineering' ","'Disability declared' ","'Firm choice' ",110
2014 ,"'H4 - Aerospace Engineering' ","'Disability declared' ","'Insurance choice' ",15
2014 ,"'H4 - Aerospace Engineering' ","'Disability declared' ","'Other main scheme choice' ",5
2014 ,"'H4 - Aerospace Engineering' ","'Disability declared' ","'Main scheme Clearing' ",20
2014 ,"'H4 - Aerospace Engineering' ","'No disability declared' ","'Firm choice' ",1485
2014 ,"'H4 - Aerospace Engineering' ","'No disability declared' ","'Insurance choice' ",305
2014 ,"'H4 - Aerospace Engineering' ","'No disability declared' ","'Other main scheme choice' ",55
2014 ,"'H4 - Aerospace Engineering' ","'No disability declared' ","'Extra' ",15
2014 ,"'H4 - Aerospace Engineering' ","'No disability declared' ","'Adjustment' ",5
2014 ,"'H4 - Aerospace Engineering' ","'No disability declared' ","'Main scheme Clearing' ",275
2014 ,"'H4 - Aerospace Engineering' ","'No disability declared' ","'Direct Clearing' ",80
2014 ,"'H4 - Aerospace Engineering' ","'No disability declared' ","'RPA' ",50
2014 ,"'H5 - Naval Architecture' ","'Disability declared' ","'Firm choice' ",5
2014 ,"'H5 - Naval Architecture' ","'No disability declared' ","'Firm choice' ",30
2014 ,"'H6 - Electronic and Electrical Engineering' ","'Disability declared' ","'Firm choice' ",210
2014 ,"'H6 - Electronic and Electrical Engineering' ","'Disability declared' ","'Insurance choice' ",25
2014 ,"'H6 - Electronic and Electrical Engineering' ","'Disability declared' ","'Other main scheme choice' ",10
2014 ,"'H6 - Electronic and Electrical Engineering' ","'Disability declared' ","'Main scheme Clearing' ",25
2014 ,"'H6 - Electronic and Electrical Engineering' ","'Disability declared' ","'Direct Clearing' ",10
2014 ,"'H6 - Electronic and Electrical Engineering' ","'Disability declared' ","'RPA' ",15
2014 ,"'H6 - Electronic and Electrical Engineering' ","'No disability declared' ","'Firm choice' ",2015
2014 ,"'H6 - Electronic and Electrical Engineering' ","'No disability declared' ","'Insurance choice' ",295
2014 ,"'H6 - Electronic and Electrical Engineering' ","'No disability declared' ","'Other main scheme choice' ",100
2014 ,"'H6 - Electronic and Electrical Engineering' ","'No disability declared' ","'Extra' ",10
2014 ,"'H6 - Electronic and Electrical Engineering' ","'No disability declared' ","'Adjustment' ",5
2014 ,"'H6 - Electronic and Electrical Engineering' ","'No disability declared' ","'Main scheme Clearing' ",350
2014 ,"'H6 - Electronic and Electrical Engineering' ","'No disability declared' ","'Direct Clearing' ",135
2014 ,"'H6 - Electronic and Electrical Engineering' ","'No disability declared' ","'RPA' ",135
2014 ,"'H7 - Production and Manufacturing Engineering' ","'Disability declared' ","'Firm choice' ",40
2014 ,"'H7 - Production and Manufacturing Engineering' ","'Disability declared' ","'Insurance choice' ",5
2014 ,"'H7 - Production and Manufacturing Engineering' ","'No disability declared' ","'Firm choice' ",355
2014 ,"'H7 - Production and Manufacturing Engineering' ","'No disability declared' ","'Insurance choice' ",50
2014 ,"'H7 - Production and Manufacturing Engineering' ","'No disability declared' ","'Other main scheme choice' ",5
2014 ,"'H7 - Production and Manufacturing Engineering' ","'No disability declared' ","'Extra' ",5
2014 ,"'H7 - Production and Manufacturing Engineering' ","'No disability declared' ","'Main scheme Clearing' ",30
2014 ,"'H7 - Production and Manufacturing Engineering' ","'No disability declared' ","'Direct Clearing' ",10
2014 ,"'H7 - Production and Manufacturing Engineering' ","'No disability declared' ","'RPA' ",10
2014 ,"'H8 - Chemical,Process and Energy Engineering' ","'Disability declared' ","'Firm choice' ",70
2014 ,"'H8 - Chemical,Process and Energy Engineering' ","'Disability declared' ","'Insurance choice' ",10
2014 ,"'H8 - Chemical,Process and Energy Engineering' ","'Disability declared' ","'Main scheme Clearing' ",15
2014 ,"'H8 - Chemical,Process and Energy Engineering' ","'Disability declared' ","'RPA' ",20
2014 ,"'H8 - Chemical,Process and Energy Engineering' ","'No disability declared' ","'Firm choice' ",1480
2014 ,"'H8 - Chemical,Process and Energy Engineering' ","'No disability declared' ","'Insurance choice' ",255
2014 ,"'H8 - Chemical,Process and Energy Engineering' ","'No disability declared' ","'Other main scheme choice' ",15
2014 ,"'H8 - Chemical,Process and Energy Engineering' ","'No disability declared' ","'Extra' ",40
2014 ,"'H8 - Chemical,Process and Energy Engineering' ","'No disability declared' ","'Adjustment' ",5
2014 ,"'H8 - Chemical,Process and Energy Engineering' ","'No disability declared' ","'Main scheme Clearing' ",250
2014 ,"'H8 - Chemical,Process and Energy Engineering' ","'No disability declared' ","'Direct Clearing' ",30
2014 ,"'H8 - Chemical,Process and Energy Engineering' ","'No disability declared' ","'RPA' ",485
2014 ,"'H9 - Others in Engineering' ","'No disability declared' ","'Firm choice' ",25
2014 ,"'H9 - Others in Engineering' ","'No disability declared' ","'Insurance choice' ",5
2014 ,"'H9 - Others in Engineering' ","'No disability declared' ","'Extra' ",5
2014 ,"'H9 - Others in Engineering' ","'No disability declared' ","'Main scheme Clearing' ",15
2014 ,"'HH - Combinations within Engineering' ","'Disability declared' ","'Firm choice' ",45
2014 ,"'HH - Combinations within Engineering' ","'Disability declared' ","'Insurance choice' ",5
2014 ,"'HH - Combinations within Engineering' ","'Disability declared' ","'Other main scheme choice' ",5
2014 ,"'HH - Combinations within Engineering' ","'Disability declared' ","'Main scheme Clearing' ",5
2014 ,"'HH - Combinations within Engineering' ","'Disability declared' ","'Direct Clearing' ",5
2014 ,"'HH - Combinations within Engineering' ","'No disability declared' ","'Firm choice' ",390
2014 ,"'HH - Combinations within Engineering' ","'No disability declared' ","'Insurance choice' ",45
2014 ,"'HH - Combinations within Engineering' ","'No disability declared' ","'Other main scheme choice' ",20
2014 ,"'HH - Combinations within Engineering' ","'No disability declared' ","'Extra' ",5
2014 ,"'HH - Combinations within Engineering' ","'No disability declared' ","'Main scheme Clearing' ",45
2014 ,"'HH - Combinations within Engineering' ","'No disability declared' ","'Direct Clearing' ",15
2014 ,"'HH - Combinations within Engineering' ","'No disability declared' ","'RPA' ",10
2014 ,"'I1 - Computer Science' ","'Disability declared' ","'Firm choice' ",960
2014 ,"'I1 - Computer Science' ","'Disability declared' ","'Insurance choice' ",75
2014 ,"'I1 - Computer Science' ","'Disability declared' ","'Other main scheme choice' ",55
2014 ,"'I1 - Computer Science' ","'Disability declared' ","'Extra' ",10
2014 ,"'I1 - Computer Science' ","'Disability declared' ","'Main scheme Clearing' ",85
2014 ,"'I1 - Computer Science' ","'Disability declared' ","'Direct Clearing' ",75
2014 ,"'I1 - Computer Science' ","'Disability declared' ","'RPA' ",50
2014 ,"'I1 - Computer Science' ","'No disability declared' ","'Firm choice' ",8590
2014 ,"'I1 - Computer Science' ","'No disability declared' ","'Insurance choice' ",1090
2014 ,"'I1 - Computer Science' ","'No disability declared' ","'Other main scheme choice' ",375
2014 ,"'I1 - Computer Science' ","'No disability declared' ","'Extra' ",110
2014 ,"'I1 - Computer Science' ","'No disability declared' ","'Adjustment' ",25
2014 ,"'I1 - Computer Science' ","'No disability declared' ","'Main scheme Clearing' ",1225
2014 ,"'I1 - Computer Science' ","'No disability declared' ","'Direct Clearing' ",530
2014 ,"'I1 - Computer Science' ","'No disability declared' ","'RPA' ",570
2014 ,"'I2 - Information Systems' ","'Disability declared' ","'Firm choice' ",135
2014 ,"'I2 - Information Systems' ","'Disability declared' ","'Insurance choice' ",10
2014 ,"'I2 - Information Systems' ","'Disability declared' ","'Other main scheme choice' ",5
2014 ,"'I2 - Information Systems' ","'Disability declared' ","'Main scheme Clearing' ",10
2014 ,"'I2 - Information Systems' ","'Disability declared' ","'Direct Clearing' ",10
2014 ,"'I2 - Information Systems' ","'Disability declared' ","'RPA' ",5
2014 ,"'I2 - Information Systems' ","'No disability declared' ","'Firm choice' ",1435
2014 ,"'I2 - Information Systems' ","'No disability declared' ","'Insurance choice' ",135
2014 ,"'I2 - Information Systems' ","'No disability declared' ","'Other main scheme choice' ",65
2014 ,"'I2 - Information Systems' ","'No disability declared' ","'Extra' ",20
2014 ,"'I2 - Information Systems' ","'No disability declared' ","'Adjustment' ",5
2014 ,"'I2 - Information Systems' ","'No disability declared' ","'Main scheme Clearing' ",170
2014 ,"'I2 - Information Systems' ","'No disability declared' ","'Direct Clearing' ",100
2014 ,"'I2 - Information Systems' ","'No disability declared' ","'RPA' ",110
2014 ,"'I3 - Software Engineering' ","'Disability declared' ","'Firm choice' ",165
2014 ,"'I3 - Software Engineering' ","'Disability declared' ","'Insurance choice' ",5
2014 ,"'I3 - Software Engineering' ","'Disability declared' ","'Other main scheme choice' ",5
2014 ,"'I3 - Software Engineering' ","'Disability declared' ","'Extra' ",5
2014 ,"'I3 - Software Engineering' ","'Disability declared' ","'Main scheme Clearing' ",5
2014 ,"'I3 - Software Engineering' ","'Disability declared' ","'Direct Clearing' ",10
2014 ,"'I3 - Software Engineering' ","'Disability declared' ","'RPA' ",5
2014 ,"'I3 - Software Engineering' ","'No disability declared' ","'Firm choice' ",1260
2014 ,"'I3 - Software Engineering' ","'No disability declared' ","'Insurance choice' ",130
2014 ,"'I3 - Software Engineering' ","'No disability declared' ","'Other main scheme choice' ",65
2014 ,"'I3 - Software Engineering' ","'No disability declared' ","'Extra' ",15
2014 ,"'I3 - Software Engineering' ","'No disability declared' ","'Main scheme Clearing' ",125
2014 ,"'I3 - Software Engineering' ","'No disability declared' ","'Direct Clearing' ",70
2014 ,"'I3 - Software Engineering' ","'No disability declared' ","'RPA' ",35
2014 ,"'I4 - Artificial Intelligence' ","'Disability declared' ","'Firm choice' ",5
2014 ,"'I4 - Artificial Intelligence' ","'No disability declared' ","'Firm choice' ",45
2014 ,"'I4 - Artificial Intelligence' ","'No disability declared' ","'Main scheme Clearing' ",5
2014 ,"'I4 - Artificial Intelligence' ","'No disability declared' ","'Direct Clearing' ",5
2014 ,"'I6 - Games' ","'Disability declared' ","'Firm choice' ",220
2014 ,"'I6 - Games' ","'Disability declared' ","'Insurance choice' ",10
2014 ,"'I6 - Games' ","'Disability declared' ","'Other main scheme choice' ",10
2014 ,"'I6 - Games' ","'Disability declared' ","'Main scheme Clearing' ",15
2014 ,"'I6 - Games' ","'Disability declared' ","'Direct Clearing' ",10
2014 ,"'I6 - Games' ","'Disability declared' ","'RPA' ",10
2014 ,"'I6 - Games' ","'No disability declared' ","'Firm choice' ",1115
2014 ,"'I6 - Games' ","'No disability declared' ","'Insurance choice' ",50
2014 ,"'I6 - Games' ","'No disability declared' ","'Other main scheme choice' ",50
2014 ,"'I6 - Games' ","'No disability declared' ","'Extra' ",10
2014 ,"'I6 - Games' ","'No disability declared' ","'Main scheme Clearing' ",95
2014 ,"'I6 - Games' ","'No disability declared' ","'Direct Clearing' ",55
2014 ,"'I6 - Games' ","'No disability declared' ","'RPA' ",80
2014 ,"'I7 - Computer generated visual & audio effects' ","'Disability declared' ","'Firm choice' ",10
2014 ,"'I7 - Computer generated visual & audio effects' ","'Disability declared' ","'Main scheme Clearing' ",5
2014 ,"'I7 - Computer generated visual & audio effects' ","'No disability declared' ","'Firm choice' ",70
2014 ,"'I7 - Computer generated visual & audio effects' ","'No disability declared' ","'Other main scheme choice' ",5
2014 ,"'I7 - Computer generated visual & audio effects' ","'No disability declared' ","'Extra' ",5
2014 ,"'I7 - Computer generated visual & audio effects' ","'No disability declared' ","'Main scheme Clearing' ",5
2014 ,"'I7 - Computer generated visual & audio effects' ","'No disability declared' ","'Direct Clearing' ",10
2014 ,"'I9 - Others in Computer Sciences' ","'Disability declared' ","'Firm choice' ",20
2014 ,"'I9 - Others in Computer Sciences' ","'Disability declared' ","'Direct Clearing' ",5
2014 ,"'I9 - Others in Computer Sciences' ","'No disability declared' ","'Firm choice' ",65
2014 ,"'I9 - Others in Computer Sciences' ","'No disability declared' ","'Insurance choice' ",5
2014 ,"'I9 - Others in Computer Sciences' ","'No disability declared' ","'Other main scheme choice' ",5
2014 ,"'I9 - Others in Computer Sciences' ","'No disability declared' ","'Extra' ",5
2014 ,"'I9 - Others in Computer Sciences' ","'No disability declared' ","'Main scheme Clearing' ",15
2014 ,"'I9 - Others in Computer Sciences' ","'No disability declared' ","'Direct Clearing' ",5
2014 ,"'I9 - Others in Computer Sciences' ","'No disability declared' ","'RPA' ",5
2014 ,"'II - Combinations in Computer Sciences' ","'Disability declared' ","'Firm choice' ",100
2014 ,"'II - Combinations in Computer Sciences' ","'Disability declared' ","'Other main scheme choice' ",5
2014 ,"'II - Combinations in Computer Sciences' ","'Disability declared' ","'Main scheme Clearing' ",5
2014 ,"'II - Combinations in Computer Sciences' ","'Disability declared' ","'Direct Clearing' ",5
2014 ,"'II - Combinations in Computer Sciences' ","'Disability declared' ","'RPA' ",5
2014 ,"'II - Combinations in Computer Sciences' ","'No disability declared' ","'Firm choice' ",725
2014 ,"'II - Combinations in Computer Sciences' ","'No disability declared' ","'Insurance choice' ",50
2014 ,"'II - Combinations in Computer Sciences' ","'No disability declared' ","'Other main scheme choice' ",25
2014 ,"'II - Combinations in Computer Sciences' ","'No disability declared' ","'Extra' ",10
2014 ,"'II - Combinations in Computer Sciences' ","'No disability declared' ","'Main scheme Clearing' ",50
2014 ,"'II - Combinations in Computer Sciences' ","'No disability declared' ","'Direct Clearing' ",30
2014 ,"'II - Combinations in Computer Sciences' ","'No disability declared' ","'RPA' ",35
2014 ,"'J1 - Minerals Technology' ","'No disability declared' ","'Firm choice' ",30
2014 ,"'J1 - Minerals Technology' ","'No disability declared' ","'Main scheme Clearing' ",5
2014 ,"'J2 - Metallurgy' ","'No disability declared' ","'Firm choice' ",5
2014 ,"'J2 - Metallurgy' ","'No disability declared' ","'Main scheme Clearing' ",5
2014 ,"'J4 - Polymers and Textiles' ","'Disability declared' ","'Firm choice' ",10
2014 ,"'J4 - Polymers and Textiles' ","'No disability declared' ","'Firm choice' ",30
2014 ,"'J5 - Materials Technology not otherwise spec' ","'Disability declared' ","'Firm choice' ",15
2014 ,"'J5 - Materials Technology not otherwise spec' ","'Disability declared' ","'Insurance choice' ",5
2014 ,"'J5 - Materials Technology not otherwise spec' ","'Disability declared' ","'Main scheme Clearing' ",5
2014 ,"'J5 - Materials Technology not otherwise spec' ","'No disability declared' ","'Firm choice' ",110
2014 ,"'J5 - Materials Technology not otherwise spec' ","'No disability declared' ","'Insurance choice' ",35
2014 ,"'J5 - Materials Technology not otherwise spec' ","'No disability declared' ","'Extra' ",5
2014 ,"'J5 - Materials Technology not otherwise spec' ","'No disability declared' ","'Main scheme Clearing' ",30
2014 ,"'J5 - Materials Technology not otherwise spec' ","'No disability declared' ","'RPA' ",5
2014 ,"'J6 - Maritime Technology' ","'Disability declared' ","'Firm choice' ",15
2014 ,"'J6 - Maritime Technology' ","'No disability declared' ","'Firm choice' ",65
2014 ,"'J6 - Maritime Technology' ","'No disability declared' ","'Insurance choice' ",5
2014 ,"'J6 - Maritime Technology' ","'No disability declared' ","'Other main scheme choice' ",5
2014 ,"'J6 - Maritime Technology' ","'No disability declared' ","'Main scheme Clearing' ",5
2014 ,"'J6 - Maritime Technology' ","'No disability declared' ","'Direct Clearing' ",5
2014 ,"'J7 - Biotechnology' ","'Disability declared' ","'Firm choice' ",5
2014 ,"'J7 - Biotechnology' ","'Disability declared' ","'Main scheme Clearing' ",5
2014 ,"'J7 - Biotechnology' ","'No disability declared' ","'Firm choice' ",65
2014 ,"'J7 - Biotechnology' ","'No disability declared' ","'Insurance choice' ",5
2014 ,"'J7 - Biotechnology' ","'No disability declared' ","'Main scheme Clearing' ",10
2014 ,"'J9 - Others in Technology' ","'Disability declared' ","'Firm choice' ",165
2014 ,"'J9 - Others in Technology' ","'Disability declared' ","'Insurance choice' ",5
2014 ,"'J9 - Others in Technology' ","'Disability declared' ","'Other main scheme choice' ",5
2014 ,"'J9 - Others in Technology' ","'Disability declared' ","'Main scheme Clearing' ",5
2014 ,"'J9 - Others in Technology' ","'Disability declared' ","'Direct Clearing' ",10
2014 ,"'J9 - Others in Technology' ","'Disability declared' ","'RPA' ",15
2014 ,"'J9 - Others in Technology' ","'No disability declared' ","'Firm choice' ",1125
2014 ,"'J9 - Others in Technology' ","'No disability declared' ","'Insurance choice' ",50
2014 ,"'J9 - Others in Technology' ","'No disability declared' ","'Other main scheme choice' ",55
2014 ,"'J9 - Others in Technology' ","'No disability declared' ","'Extra' ",10
2014 ,"'J9 - Others in Technology' ","'No disability declared' ","'Main scheme Clearing' ",80
2014 ,"'J9 - Others in Technology' ","'No disability declared' ","'Direct Clearing' ",40
2014 ,"'J9 - Others in Technology' ","'No disability declared' ","'RPA' ",50
2014 ,"'JJ - Combinations within Technology' ","'No disability declared' ","'Firm choice' ",5
2014 ,"'K1 - Architecture' ","'Disability declared' ","'Firm choice' ",195
2014 ,"'K1 - Architecture' ","'Disability declared' ","'Insurance choice' ",10
2014 ,"'K1 - Architecture' ","'Disability declared' ","'Other main scheme choice' ",5
2014 ,"'K1 - Architecture' ","'Disability declared' ","'Main scheme Clearing' ",15
2014 ,"'K1 - Architecture' ","'Disability declared' ","'Direct Clearing' ",15
2014 ,"'K1 - Architecture' ","'Disability declared' ","'RPA' ",10
2014 ,"'K1 - Architecture' ","'No disability declared' ","'Firm choice' ",2105
2014 ,"'K1 - Architecture' ","'No disability declared' ","'Insurance choice' ",200
2014 ,"'K1 - Architecture' ","'No disability declared' ","'Other main scheme choice' ",60
2014 ,"'K1 - Architecture' ","'No disability declared' ","'Extra' ",25
2014 ,"'K1 - Architecture' ","'No disability declared' ","'Adjustment' ",5
2014 ,"'K1 - Architecture' ","'No disability declared' ","'Main scheme Clearing' ",230
2014 ,"'K1 - Architecture' ","'No disability declared' ","'Direct Clearing' ",85
2014 ,"'K1 - Architecture' ","'No disability declared' ","'RPA' ",65
2014 ,"'K2 - Building' ","'Disability declared' ","'Firm choice' ",130
2014 ,"'K2 - Building' ","'Disability declared' ","'Insurance choice' ",15
2014 ,"'K2 - Building' ","'Disability declared' ","'Other main scheme choice' ",10
2014 ,"'K2 - Building' ","'Disability declared' ","'Main scheme Clearing' ",15
2014 ,"'K2 - Building' ","'Disability declared' ","'Direct Clearing' ",20
2014 ,"'K2 - Building' ","'Disability declared' ","'RPA' ",10
2014 ,"'K2 - Building' ","'No disability declared' ","'Firm choice' ",1450
2014 ,"'K2 - Building' ","'No disability declared' ","'Insurance choice' ",125
2014 ,"'K2 - Building' ","'No disability declared' ","'Other main scheme choice' ",95
2014 ,"'K2 - Building' ","'No disability declared' ","'Extra' ",20
2014 ,"'K2 - Building' ","'No disability declared' ","'Main scheme Clearing' ",200
2014 ,"'K2 - Building' ","'No disability declared' ","'Direct Clearing' ",145
2014 ,"'K2 - Building' ","'No disability declared' ","'RPA' ",115
2014 ,"'K3 - Landscape & Garden Design' ","'Disability declared' ","'Firm choice' ",10
2014 ,"'K3 - Landscape & Garden Design' ","'Disability declared' ","'Direct Clearing' ",5
2014 ,"'K3 - Landscape & Garden Design' ","'No disability declared' ","'Firm choice' ",80
2014 ,"'K3 - Landscape & Garden Design' ","'No disability declared' ","'Insurance choice' ",10
2014 ,"'K3 - Landscape & Garden Design' ","'No disability declared' ","'Other main scheme choice' ",5
2014 ,"'K3 - Landscape & Garden Design' ","'No disability declared' ","'Main scheme Clearing' ",15
2014 ,"'K3 - Landscape & Garden Design' ","'No disability declared' ","'Direct Clearing' ",10
2014 ,"'K3 - Landscape & Garden Design' ","'No disability declared' ","'RPA' ",5
2014 ,"'K4 - Planning (Urban,Rural and Regional)' ","'Disability declared' ","'Firm choice' ",25
2014 ,"'K4 - Planning (Urban,Rural and Regional)' ","'Disability declared' ","'Insurance choice' ",5
2014 ,"'K4 - Planning (Urban,Rural and Regional)' ","'No disability declared' ","'Firm choice' ",280
2014 ,"'K4 - Planning (Urban,Rural and Regional)' ","'No disability declared' ","'Insurance choice' ",25
2014 ,"'K4 - Planning (Urban,Rural and Regional)' ","'No disability declared' ","'Other main scheme choice' ",10
2014 ,"'K4 - Planning (Urban,Rural and Regional)' ","'No disability declared' ","'Extra' ",5
2014 ,"'K4 - Planning (Urban,Rural and Regional)' ","'No disability declared' ","'Main scheme Clearing' ",45
2014 ,"'K4 - Planning (Urban,Rural and Regional)' ","'No disability declared' ","'Direct Clearing' ",20
2014 ,"'K4 - Planning (Urban,Rural and Regional)' ","'No disability declared' ","'RPA' ",5
2014 ,"'K9 - Others in Architecture,Build & Plan' ","'No disability declared' ","'Firm choice' ",5
2014 ,"'KK - Combinations within Architecture,Build & Plan' ","'Disability declared' ","'Firm choice' ",10
2014 ,"'KK - Combinations within Architecture,Build & Plan' ","'No disability declared' ","'Firm choice' ",115
2014 ,"'KK - Combinations within Architecture,Build & Plan' ","'No disability declared' ","'Insurance choice' ",10
2014 ,"'KK - Combinations within Architecture,Build & Plan' ","'No disability declared' ","'Main scheme Clearing' ",20
2014 ,"'KK - Combinations within Architecture,Build & Plan' ","'No disability declared' ","'Direct Clearing' ",5
2014 ,"'L1 - Economics' ","'Disability declared' ","'Firm choice' ",150
2014 ,"'L1 - Economics' ","'Disability declared' ","'Insurance choice' ",35
2014 ,"'L1 - Economics' ","'Disability declared' ","'Other main scheme choice' ",5
2014 ,"'L1 - Economics' ","'Disability declared' ","'Main scheme Clearing' ",35
2014 ,"'L1 - Economics' ","'Disability declared' ","'Direct Clearing' ",10
2014 ,"'L1 - Economics' ","'Disability declared' ","'RPA' ",5
2014 ,"'L1 - Economics' ","'No disability declared' ","'Firm choice' ",3500
2014 ,"'L1 - Economics' ","'No disability declared' ","'Insurance choice' ",840
