"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Summary Level) , Age Band , Sex , Cycle Year"
"Coverage:   All"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_020_01.pdf"
 
Cycle Year,Subject Group (Summary Level) , Age Band , Sex,Number of Acceptances,
2007 ,"'Group A Medicine and Dentistry' ","'17 and under' ","'Men' ",40
2012 ,"'Group A Medicine and Dentistry' ","'17 and under' ","'Men' ",45
2012 ,"'Group A Medicine and Dentistry' ","'17 and under' ","'Women' ",75
2012 ,"'Group A Medicine and Dentistry' ","'18' ","'Men' ",2300
2012 ,"'Group A Medicine and Dentistry' ","'18' ","'Women' ",2875
2012 ,"'Group A Medicine and Dentistry' ","'19' ","'Men' ",715
2012 ,"'Group A Medicine and Dentistry' ","'19' ","'Women' ",775
2012 ,"'Group A Medicine and Dentistry' ","'20' ","'Men' ",125
2012 ,"'Group A Medicine and Dentistry' ","'20' ","'Women' ",135
2012 ,"'Group A Medicine and Dentistry' ","'21 and over' ","'Men' ",950
2012 ,"'Group A Medicine and Dentistry' ","'21 and over' ","'Women' ",1070
2012 ,"'Group B Subjects allied to Medicine' ","'17 and under' ","'Men' ",60
2012 ,"'Group B Subjects allied to Medicine' ","'17 and under' ","'Women' ",225
2012 ,"'Group B Subjects allied to Medicine' ","'18' ","'Men' ",3090
2012 ,"'Group B Subjects allied to Medicine' ","'18' ","'Women' ",11750
2012 ,"'Group B Subjects allied to Medicine' ","'19' ","'Men' ",1750
2012 ,"'Group B Subjects allied to Medicine' ","'19' ","'Women' ",5260
2012 ,"'Group B Subjects allied to Medicine' ","'20' ","'Men' ",635
2012 ,"'Group B Subjects allied to Medicine' ","'20' ","'Women' ",2525
2012 ,"'Group B Subjects allied to Medicine' ","'21 and over' ","'Men' ",3940
2012 ,"'Group B Subjects allied to Medicine' ","'21 and over' ","'Women' ",17385
2012 ,"'Group C Biological Sciences' ","'17 and under' ","'Men' ",90
2012 ,"'Group C Biological Sciences' ","'17 and under' ","'Women' ",240
2012 ,"'Group C Biological Sciences' ","'18' ","'Men' ",8990
2012 ,"'Group C Biological Sciences' ","'18' ","'Women' ",14345
2012 ,"'Group C Biological Sciences' ","'19' ","'Men' ",3625
2012 ,"'Group C Biological Sciences' ","'19' ","'Women' ",4075
2012 ,"'Group C Biological Sciences' ","'20' ","'Men' ",1365
2012 ,"'Group C Biological Sciences' ","'20' ","'Women' ",1370
2012 ,"'Group C Biological Sciences' ","'21 and over' ","'Men' ",2465
2012 ,"'Group C Biological Sciences' ","'21 and over' ","'Women' ",3055
2012 ,"'Group D Veterinary Sciences, Agriculture and related' ","'17 and under' ","'Men' ",40
2012 ,"'Group D Veterinary Sciences, Agriculture and related' ","'17 and under' ","'Women' ",45
2012 ,"'Group D Veterinary Sciences, Agriculture and related' ","'18' ","'Men' ",795
2012 ,"'Group D Veterinary Sciences, Agriculture and related' ","'18' ","'Women' ",1905
2012 ,"'Group D Veterinary Sciences, Agriculture and related' ","'19' ","'Men' ",320
2012 ,"'Group D Veterinary Sciences, Agriculture and related' ","'19' ","'Women' ",785
2012 ,"'Group D Veterinary Sciences, Agriculture and related' ","'20' ","'Men' ",135
2012 ,"'Group D Veterinary Sciences, Agriculture and related' ","'20' ","'Women' ",330
2012 ,"'Group D Veterinary Sciences, Agriculture and related' ","'21 and over' ","'Men' ",495
2012 ,"'Group D Veterinary Sciences, Agriculture and related' ","'21 and over' ","'Women' ",935
2012 ,"'Group F Physical Sciences' ","'17 and under' ","'Men' ",85
2012 ,"'Group F Physical Sciences' ","'17 and under' ","'Women' ",85
2012 ,"'Group F Physical Sciences' ","'18' ","'Men' ",7800
2012 ,"'Group F Physical Sciences' ","'18' ","'Women' ",4890
2012 ,"'Group F Physical Sciences' ","'19' ","'Men' ",1845
2012 ,"'Group F Physical Sciences' ","'19' ","'Women' ",1140
2012 ,"'Group F Physical Sciences' ","'20' ","'Men' ",515
2012 ,"'Group F Physical Sciences' ","'20' ","'Women' ",320
2012 ,"'Group F Physical Sciences' ","'21 and over' ","'Men' ",980
2012 ,"'Group F Physical Sciences' ","'21 and over' ","'Women' ",615
2012 ,"'Group G Mathematical Sciences' ","'17 and under' ","'Men' ",85
2012 ,"'Group G Mathematical Sciences' ","'17 and under' ","'Women' ",60
2012 ,"'Group G Mathematical Sciences' ","'18' ","'Men' ",3475
2012 ,"'Group G Mathematical Sciences' ","'18' ","'Women' ",2140
2012 ,"'Group G Mathematical Sciences' ","'19' ","'Men' ",860
2012 ,"'Group G Mathematical Sciences' ","'19' ","'Women' ",570
2012 ,"'Group G Mathematical Sciences' ","'20' ","'Men' ",240
2012 ,"'Group G Mathematical Sciences' ","'20' ","'Women' ",170
2012 ,"'Group G Mathematical Sciences' ","'21 and over' ","'Men' ",335
2012 ,"'Group G Mathematical Sciences' ","'21 and over' ","'Women' ",165
2012 ,"'Group H Engineering' ","'17 and under' ","'Men' ",460
2012 ,"'Group H Engineering' ","'17 and under' ","'Women' ",145
2012 ,"'Group H Engineering' ","'18' ","'Men' ",10880
2012 ,"'Group H Engineering' ","'18' ","'Women' ",1805
2012 ,"'Group H Engineering' ","'19' ","'Men' ",4090
2012 ,"'Group H Engineering' ","'19' ","'Women' ",670
2012 ,"'Group H Engineering' ","'20' ","'Men' ",2120
2012 ,"'Group H Engineering' ","'20' ","'Women' ",285
2012 ,"'Group H Engineering' ","'21 and over' ","'Men' ",4360
2012 ,"'Group H Engineering' ","'21 and over' ","'Women' ",485
2012 ,"'Group I Computer Sciences' ","'17 and under' ","'Men' ",135
2012 ,"'Group I Computer Sciences' ","'17 and under' ","'Women' ",40
2012 ,"'Group I Computer Sciences' ","'18' ","'Men' ",6915
2012 ,"'Group I Computer Sciences' ","'18' ","'Women' ",1190
2012 ,"'Group I Computer Sciences' ","'19' ","'Men' ",3600
2012 ,"'Group I Computer Sciences' ","'19' ","'Women' ",565
2012 ,"'Group I Computer Sciences' ","'20' ","'Men' ",2045
2012 ,"'Group I Computer Sciences' ","'20' ","'Women' ",285
2012 ,"'Group I Computer Sciences' ","'21 and over' ","'Men' ",3945
2012 ,"'Group I Computer Sciences' ","'21 and over' ","'Women' ",630
2012 ,"'Group J Technologies' ","'17 and under' ","'Men' ",10
2012 ,"'Group J Technologies' ","'17 and under' ","'Women' ",5
2012 ,"'Group J Technologies' ","'18' ","'Men' ",805
2012 ,"'Group J Technologies' ","'18' ","'Women' ",160
2012 ,"'Group J Technologies' ","'19' ","'Men' ",350
2012 ,"'Group J Technologies' ","'19' ","'Women' ",85
2012 ,"'Group J Technologies' ","'20' ","'Men' ",240
2012 ,"'Group J Technologies' ","'20' ","'Women' ",40
2012 ,"'Group J Technologies' ","'21 and over' ","'Men' ",555
2012 ,"'Group J Technologies' ","'21 and over' ","'Women' ",90
2012 ,"'Group K Architecture, Building and Planning' ","'17 and under' ","'Men' ",40
2012 ,"'Group K Architecture, Building and Planning' ","'17 and under' ","'Women' ",65
2012 ,"'Group K Architecture, Building and Planning' ","'18' ","'Men' ",2165
2012 ,"'Group K Architecture, Building and Planning' ","'18' ","'Women' ",1330
2012 ,"'Group K Architecture, Building and Planning' ","'19' ","'Men' ",1030
2012 ,"'Group K Architecture, Building and Planning' ","'19' ","'Women' ",525
2012 ,"'Group K Architecture, Building and Planning' ","'20' ","'Men' ",530
2012 ,"'Group K Architecture, Building and Planning' ","'20' ","'Women' ",190
2012 ,"'Group K Architecture, Building and Planning' ","'21 and over' ","'Men' ",1245
2012 ,"'Group K Architecture, Building and Planning' ","'21 and over' ","'Women' ",430
2012 ,"'Group L Social Studies' ","'17 and under' ","'Men' ",185
2012 ,"'Group L Social Studies' ","'17 and under' ","'Women' ",275
2012 ,"'Group L Social Studies' ","'18' ","'Men' ",7580
2012 ,"'Group L Social Studies' ","'18' ","'Women' ",9625
2012 ,"'Group L Social Studies' ","'19' ","'Men' ",2905
2012 ,"'Group L Social Studies' ","'19' ","'Women' ",3825
2012 ,"'Group L Social Studies' ","'20' ","'Men' ",1010
2012 ,"'Group L Social Studies' ","'20' ","'Women' ",1545
2012 ,"'Group L Social Studies' ","'21 and over' ","'Men' ",2725
2012 ,"'Group L Social Studies' ","'21 and over' ","'Women' ",8155
2012 ,"'Group M Law' ","'17 and under' ","'Men' ",130
2012 ,"'Group M Law' ","'17 and under' ","'Women' ",315
2012 ,"'Group M Law' ","'18' ","'Men' ",3840
2012 ,"'Group M Law' ","'18' ","'Women' ",7875
2012 ,"'Group M Law' ","'19' ","'Men' ",1435
2012 ,"'Group M Law' ","'19' ","'Women' ",2515
2012 ,"'Group M Law' ","'20' ","'Men' ",690
2012 ,"'Group M Law' ","'20' ","'Women' ",975
2012 ,"'Group M Law' ","'21 and over' ","'Men' ",1955
2012 ,"'Group M Law' ","'21 and over' ","'Women' ",2350
2012 ,"'Group N Business and Admin studies' ","'17 and under' ","'Men' ",345
2012 ,"'Group N Business and Admin studies' ","'17 and under' ","'Women' ",440
2012 ,"'Group N Business and Admin studies' ","'18' ","'Men' ",12310
2012 ,"'Group N Business and Admin studies' ","'18' ","'Women' ",12795
2012 ,"'Group N Business and Admin studies' ","'19' ","'Men' ",6970
2012 ,"'Group N Business and Admin studies' ","'19' ","'Women' ",5955
2012 ,"'Group N Business and Admin studies' ","'20' ","'Men' ",3440
2012 ,"'Group N Business and Admin studies' ","'20' ","'Women' ",3170
2012 ,"'Group N Business and Admin studies' ","'21 and over' ","'Men' ",6170
2012 ,"'Group N Business and Admin studies' ","'21 and over' ","'Women' ",6000
2012 ,"'Group P Mass Communication and Documentation' ","'17 and under' ","'Men' ",15
2012 ,"'Group P Mass Communication and Documentation' ","'17 and under' ","'Women' ",60
2012 ,"'Group P Mass Communication and Documentation' ","'18' ","'Men' ",2235
2012 ,"'Group P Mass Communication and Documentation' ","'18' ","'Women' ",3250
2012 ,"'Group P Mass Communication and Documentation' ","'19' ","'Men' ",1075
2012 ,"'Group P Mass Communication and Documentation' ","'19' ","'Women' ",1230
2012 ,"'Group P Mass Communication and Documentation' ","'20' ","'Men' ",530
2012 ,"'Group P Mass Communication and Documentation' ","'20' ","'Women' ",520
2012 ,"'Group P Mass Communication and Documentation' ","'21 and over' ","'Men' ",970
2012 ,"'Group P Mass Communication and Documentation' ","'21 and over' ","'Women' ",715
2012 ,"'Group Q Linguistics, Classics and related' ","'17 and under' ","'Men' ",15
2012 ,"'Group Q Linguistics, Classics and related' ","'17 and under' ","'Women' ",65
2012 ,"'Group Q Linguistics, Classics and related' ","'18' ","'Men' ",2020
2012 ,"'Group Q Linguistics, Classics and related' ","'18' ","'Women' ",6250
2012 ,"'Group Q Linguistics, Classics and related' ","'19' ","'Men' ",600
2012 ,"'Group Q Linguistics, Classics and related' ","'19' ","'Women' ",1325
2012 ,"'Group Q Linguistics, Classics and related' ","'20' ","'Men' ",170
2012 ,"'Group Q Linguistics, Classics and related' ","'20' ","'Women' ",350
2012 ,"'Group Q Linguistics, Classics and related' ","'21 and over' ","'Men' ",435
2012 ,"'Group Q Linguistics, Classics and related' ","'21 and over' ","'Women' ",805
2012 ,"'Group R European Languages, Literature and related' ","'17 and under' ","'Men' ",15
2012 ,"'Group R European Languages, Literature and related' ","'17 and under' ","'Women' ",55
2012 ,"'Group R European Languages, Literature and related' ","'18' ","'Men' ",850
2012 ,"'Group R European Languages, Literature and related' ","'18' ","'Women' ",2255
2012 ,"'Group R European Languages, Literature and related' ","'19' ","'Men' ",200
2012 ,"'Group R European Languages, Literature and related' ","'19' ","'Women' ",390
2012 ,"'Group R European Languages, Literature and related' ","'20' ","'Men' ",30
2012 ,"'Group R European Languages, Literature and related' ","'20' ","'Women' ",85
2012 ,"'Group R European Languages, Literature and related' ","'21 and over' ","'Men' ",80
2012 ,"'Group R European Languages, Literature and related' ","'21 and over' ","'Women' ",105
2012 ,"'Group T Non-European Languages, Literature and related' ","'17 and under' ","'Men' ",5
2012 ,"'Group T Non-European Languages, Literature and related' ","'17 and under' ","'Women' ",10
2012 ,"'Group T Non-European Languages, Literature and related' ","'18' ","'Men' ",265
2012 ,"'Group T Non-European Languages, Literature and related' ","'18' ","'Women' ",535
2012 ,"'Group T Non-European Languages, Literature and related' ","'19' ","'Men' ",80
2012 ,"'Group T Non-European Languages, Literature and related' ","'19' ","'Women' ",135
2012 ,"'Group T Non-European Languages, Literature and related' ","'20' ","'Men' ",30
2012 ,"'Group T Non-European Languages, Literature and related' ","'20' ","'Women' ",40
2012 ,"'Group T Non-European Languages, Literature and related' ","'21 and over' ","'Men' ",80
2012 ,"'Group T Non-European Languages, Literature and related' ","'21 and over' ","'Women' ",60
2012 ,"'Group V History and Philosophical studies' ","'17 and under' ","'Men' ",25
2012 ,"'Group V History and Philosophical studies' ","'17 and under' ","'Women' ",50
2012 ,"'Group V History and Philosophical studies' ","'18' ","'Men' ",4540
2012 ,"'Group V History and Philosophical studies' ","'18' ","'Women' ",5315
2012 ,"'Group V History and Philosophical studies' ","'19' ","'Men' ",1160
2012 ,"'Group V History and Philosophical studies' ","'19' ","'Women' ",1130
2012 ,"'Group V History and Philosophical studies' ","'20' ","'Men' ",290
2012 ,"'Group V History and Philosophical studies' ","'20' ","'Women' ",235
2012 ,"'Group V History and Philosophical studies' ","'21 and over' ","'Men' ",815
2012 ,"'Group V History and Philosophical studies' ","'21 and over' ","'Women' ",605
2012 ,"'Group W Creative Arts and Design' ","'17 and under' ","'Men' ",55
2012 ,"'Group W Creative Arts and Design' ","'17 and under' ","'Women' ",150
2012 ,"'Group W Creative Arts and Design' ","'18' ","'Men' ",6450
2012 ,"'Group W Creative Arts and Design' ","'18' ","'Women' ",12110
2012 ,"'Group W Creative Arts and Design' ","'19' ","'Men' ",4755
2012 ,"'Group W Creative Arts and Design' ","'19' ","'Women' ",9185
2012 ,"'Group W Creative Arts and Design' ","'20' ","'Men' ",2270
2012 ,"'Group W Creative Arts and Design' ","'20' ","'Women' ",3165
2012 ,"'Group W Creative Arts and Design' ","'21 and over' ","'Men' ",4270
2012 ,"'Group W Creative Arts and Design' ","'21 and over' ","'Women' ",5315
2012 ,"'Group X Education' ","'17 and under' ","'Women' ",35
2012 ,"'Group X Education' ","'18' ","'Men' ",1150
2012 ,"'Group X Education' ","'18' ","'Women' ",7095
2012 ,"'Group X Education' ","'19' ","'Men' ",490
2012 ,"'Group X Education' ","'19' ","'Women' ",2420
2012 ,"'Group X Education' ","'20' ","'Men' ",205
2012 ,"'Group X Education' ","'20' ","'Women' ",1065
2012 ,"'Group X Education' ","'21 and over' ","'Men' ",680
2012 ,"'Group X Education' ","'21 and over' ","'Women' ",3755
2012 ,"'Y Combined arts' ","'17 and under' ","'Men' ",25
2012 ,"'Y Combined arts' ","'17 and under' ","'Women' ",65
2012 ,"'Y Combined arts' ","'18' ","'Men' ",1845
2012 ,"'Y Combined arts' ","'18' ","'Women' ",4940
2012 ,"'Y Combined arts' ","'19' ","'Men' ",710
2012 ,"'Y Combined arts' ","'19' ","'Women' ",1415
2012 ,"'Y Combined arts' ","'20' ","'Men' ",275
2012 ,"'Y Combined arts' ","'20' ","'Women' ",435
2012 ,"'Y Combined arts' ","'21 and over' ","'Men' ",590
2012 ,"'Y Combined arts' ","'21 and over' ","'Women' ",850
2012 ,"'Y Combined sciences' ","'17 and under' ","'Men' ",60
2012 ,"'Y Combined sciences' ","'17 and under' ","'Women' ",40
2012 ,"'Y Combined sciences' ","'18' ","'Men' ",2155
2012 ,"'Y Combined sciences' ","'18' ","'Women' ",2040
2012 ,"'Y Combined sciences' ","'19' ","'Men' ",935
2012 ,"'Y Combined sciences' ","'19' ","'Women' ",760
2012 ,"'Y Combined sciences' ","'20' ","'Men' ",385
2012 ,"'Y Combined sciences' ","'20' ","'Women' ",275
2012 ,"'Y Combined sciences' ","'21 and over' ","'Men' ",825
2012 ,"'Y Combined sciences' ","'21 and over' ","'Women' ",700
2012 ,"'Y Combined social sciences' ","'17 and under' ","'Men' ",35
2012 ,"'Y Combined social sciences' ","'17 and under' ","'Women' ",50
2012 ,"'Y Combined social sciences' ","'18' ","'Men' ",1220
2012 ,"'Y Combined social sciences' ","'18' ","'Women' ",1480
2012 ,"'Y Combined social sciences' ","'19' ","'Men' ",560
2012 ,"'Y Combined social sciences' ","'19' ","'Women' ",615
2012 ,"'Y Combined social sciences' ","'20' ","'Men' ",225
2012 ,"'Y Combined social sciences' ","'20' ","'Women' ",205
2012 ,"'Y Combined social sciences' ","'21 and over' ","'Men' ",325
2012 ,"'Y Combined social sciences' ","'21 and over' ","'Women' ",385
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'17 and under' ","'Men' ",65
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'17 and under' ","'Women' ",75
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'18' ","'Men' ",4395
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'18' ","'Women' ",4270
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'19' ","'Men' ",2010
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'19' ","'Women' ",1635
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'20' ","'Men' ",940
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'20' ","'Women' ",680
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'21 and over' ","'Men' ",1885
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'21 and over' ","'Women' ",1570
2012 ,"'Y Social Sciences combined with Arts' ","'17 and under' ","'Men' ",50
2012 ,"'Y Social Sciences combined with Arts' ","'17 and under' ","'Women' ",105
2012 ,"'Y Social Sciences combined with Arts' ","'18' ","'Men' ",2150
2012 ,"'Y Social Sciences combined with Arts' ","'18' ","'Women' ",3695
2012 ,"'Y Social Sciences combined with Arts' ","'19' ","'Men' ",750
2012 ,"'Y Social Sciences combined with Arts' ","'19' ","'Women' ",1440
2012 ,"'Y Social Sciences combined with Arts' ","'20' ","'Men' ",305
2012 ,"'Y Social Sciences combined with Arts' ","'20' ","'Women' ",535
2012 ,"'Y Social Sciences combined with Arts' ","'21 and over' ","'Men' ",505
2012 ,"'Y Social Sciences combined with Arts' ","'21 and over' ","'Women' ",1090
2012 ,"'Z General, other combined and unknown' ","'17 and under' ","'Men' ",75
2012 ,"'Z General, other combined and unknown' ","'17 and under' ","'Women' ",90
2012 ,"'Z General, other combined and unknown' ","'18' ","'Men' ",1630
2012 ,"'Z General, other combined and unknown' ","'18' ","'Women' ",1900
2012 ,"'Z General, other combined and unknown' ","'19' ","'Men' ",550
2012 ,"'Z General, other combined and unknown' ","'19' ","'Women' ",615
2012 ,"'Z General, other combined and unknown' ","'20' ","'Men' ",220
2012 ,"'Z General, other combined and unknown' ","'20' ","'Women' ",190
2012 ,"'Z General, other combined and unknown' ","'21 and over' ","'Men' ",370
2012 ,"'Z General, other combined and unknown' ","'21 and over' ","'Women' ",455
2013 ,"'Group A Medicine and Dentistry' ","'17 and under' ","'Men' ",35
2013 ,"'Group A Medicine and Dentistry' ","'17 and under' ","'Women' ",55
2013 ,"'Group A Medicine and Dentistry' ","'18' ","'Men' ",2125
2013 ,"'Group A Medicine and Dentistry' ","'18' ","'Women' ",2845
2013 ,"'Group A Medicine and Dentistry' ","'19' ","'Men' ",730
2013 ,"'Group A Medicine and Dentistry' ","'19' ","'Women' ",810
2013 ,"'Group A Medicine and Dentistry' ","'20' ","'Men' ",115
2013 ,"'Group A Medicine and Dentistry' ","'20' ","'Women' ",100
2013 ,"'Group A Medicine and Dentistry' ","'21 and over' ","'Men' ",850
2013 ,"'Group A Medicine and Dentistry' ","'21 and over' ","'Women' ",1100
2013 ,"'Group B Subjects allied to Medicine' ","'17 and under' ","'Men' ",50
2013 ,"'Group B Subjects allied to Medicine' ","'17 and under' ","'Women' ",240
2013 ,"'Group B Subjects allied to Medicine' ","'18' ","'Men' ",3165
2013 ,"'Group B Subjects allied to Medicine' ","'18' ","'Women' ",11970
2013 ,"'Group B Subjects allied to Medicine' ","'19' ","'Men' ",2030
2013 ,"'Group B Subjects allied to Medicine' ","'19' ","'Women' ",6280
2013 ,"'Group B Subjects allied to Medicine' ","'20' ","'Men' ",690
2013 ,"'Group B Subjects allied to Medicine' ","'20' ","'Women' ",2775
2013 ,"'Group B Subjects allied to Medicine' ","'21 and over' ","'Men' ",4030
2013 ,"'Group B Subjects allied to Medicine' ","'21 and over' ","'Women' ",18240
2013 ,"'Group C Biological Sciences' ","'17 and under' ","'Men' ",110
2013 ,"'Group C Biological Sciences' ","'17 and under' ","'Women' ",270
2013 ,"'Group C Biological Sciences' ","'18' ","'Men' ",9380
2013 ,"'Group C Biological Sciences' ","'18' ","'Women' ",15335
2013 ,"'Group C Biological Sciences' ","'19' ","'Men' ",4410
2013 ,"'Group C Biological Sciences' ","'19' ","'Women' ",5090
2013 ,"'Group C Biological Sciences' ","'20' ","'Men' ",1645
2013 ,"'Group C Biological Sciences' ","'20' ","'Women' ",1630
2013 ,"'Group C Biological Sciences' ","'21 and over' ","'Men' ",2965
2013 ,"'Group C Biological Sciences' ","'21 and over' ","'Women' ",3580
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'17 and under' ","'Men' ",30
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'17 and under' ","'Women' ",40
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'18' ","'Men' ",805
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'18' ","'Women' ",2075
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'19' ","'Men' ",355
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'19' ","'Women' ",945
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'20' ","'Men' ",170
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'20' ","'Women' ",435
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'21 and over' ","'Men' ",585
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'21 and over' ","'Women' ",1000
2013 ,"'Group F Physical Sciences' ","'17 and under' ","'Men' ",120
2013 ,"'Group F Physical Sciences' ","'17 and under' ","'Women' ",100
2013 ,"'Group F Physical Sciences' ","'18' ","'Men' ",8085
2013 ,"'Group F Physical Sciences' ","'18' ","'Women' ",5155
2013 ,"'Group F Physical Sciences' ","'19' ","'Men' ",2090
2013 ,"'Group F Physical Sciences' ","'19' ","'Women' ",1330
2013 ,"'Group F Physical Sciences' ","'20' ","'Men' ",480
2013 ,"'Group F Physical Sciences' ","'20' ","'Women' ",340
2013 ,"'Group F Physical Sciences' ","'21 and over' ","'Men' ",950
2013 ,"'Group F Physical Sciences' ","'21 and over' ","'Women' ",675
2013 ,"'Group G Mathematical Sciences' ","'17 and under' ","'Men' ",80
2013 ,"'Group G Mathematical Sciences' ","'17 and under' ","'Women' ",60
2013 ,"'Group G Mathematical Sciences' ","'18' ","'Men' ",3625
2013 ,"'Group G Mathematical Sciences' ","'18' ","'Women' ",2180
2013 ,"'Group G Mathematical Sciences' ","'19' ","'Men' ",975
2013 ,"'Group G Mathematical Sciences' ","'19' ","'Women' ",570
2013 ,"'Group G Mathematical Sciences' ","'20' ","'Men' ",300
2013 ,"'Group G Mathematical Sciences' ","'20' ","'Women' ",170
2013 ,"'Group G Mathematical Sciences' ","'21 and over' ","'Men' ",365
2013 ,"'Group G Mathematical Sciences' ","'21 and over' ","'Women' ",150
2013 ,"'Group H Engineering' ","'17 and under' ","'Men' ",550
2013 ,"'Group H Engineering' ","'17 and under' ","'Women' ",130
2013 ,"'Group H Engineering' ","'18' ","'Men' ",11670
2013 ,"'Group H Engineering' ","'18' ","'Women' ",1990
2013 ,"'Group H Engineering' ","'19' ","'Men' ",4800
2013 ,"'Group H Engineering' ","'19' ","'Women' ",735
2013 ,"'Group H Engineering' ","'20' ","'Men' ",2095
2013 ,"'Group H Engineering' ","'20' ","'Women' ",335
2013 ,"'Group H Engineering' ","'21 and over' ","'Men' ",4400
2013 ,"'Group H Engineering' ","'21 and over' ","'Women' ",450
2013 ,"'Group I Computer Sciences' ","'17 and under' ","'Men' ",165
2013 ,"'Group I Computer Sciences' ","'17 and under' ","'Women' ",35
2013 ,"'Group I Computer Sciences' ","'18' ","'Men' ",7920
2013 ,"'Group I Computer Sciences' ","'18' ","'Women' ",1355
2013 ,"'Group I Computer Sciences' ","'19' ","'Men' ",4190
2013 ,"'Group I Computer Sciences' ","'19' ","'Women' ",590
2013 ,"'Group I Computer Sciences' ","'20' ","'Men' ",2190
2013 ,"'Group I Computer Sciences' ","'20' ","'Women' ",290
2013 ,"'Group I Computer Sciences' ","'21 and over' ","'Men' ",4325
2013 ,"'Group I Computer Sciences' ","'21 and over' ","'Women' ",655
2013 ,"'Group J Technologies' ","'17 and under' ","'Men' ",15
2013 ,"'Group J Technologies' ","'17 and under' ","'Women' ",10
2013 ,"'Group J Technologies' ","'18' ","'Men' ",830
2013 ,"'Group J Technologies' ","'18' ","'Women' ",200
2013 ,"'Group J Technologies' ","'19' ","'Men' ",470
2013 ,"'Group J Technologies' ","'19' ","'Women' ",135
2013 ,"'Group J Technologies' ","'20' ","'Men' ",215
2013 ,"'Group J Technologies' ","'20' ","'Women' ",70
2013 ,"'Group J Technologies' ","'21 and over' ","'Men' ",530
2013 ,"'Group J Technologies' ","'21 and over' ","'Women' ",95
2013 ,"'Group K Architecture, Building and Planning' ","'17 and under' ","'Men' ",35
2013 ,"'Group K Architecture, Building and Planning' ","'17 and under' ","'Women' ",65
2013 ,"'Group K Architecture, Building and Planning' ","'18' ","'Men' ",2030
2013 ,"'Group K Architecture, Building and Planning' ","'18' ","'Women' ",1275
2013 ,"'Group K Architecture, Building and Planning' ","'19' ","'Men' ",1140
2013 ,"'Group K Architecture, Building and Planning' ","'19' ","'Women' ",650
2013 ,"'Group K Architecture, Building and Planning' ","'20' ","'Men' ",525
2013 ,"'Group K Architecture, Building and Planning' ","'20' ","'Women' ",190
2013 ,"'Group K Architecture, Building and Planning' ","'21 and over' ","'Men' ",1355
2013 ,"'Group K Architecture, Building and Planning' ","'21 and over' ","'Women' ",460
2013 ,"'Group L Social Studies' ","'17 and under' ","'Men' ",200
2013 ,"'Group L Social Studies' ","'17 and under' ","'Women' ",290
2013 ,"'Group L Social Studies' ","'18' ","'Men' ",8005
2013 ,"'Group L Social Studies' ","'18' ","'Women' ",10640
2013 ,"'Group L Social Studies' ","'19' ","'Men' ",3175
2013 ,"'Group L Social Studies' ","'19' ","'Women' ",4350
2013 ,"'Group L Social Studies' ","'20' ","'Men' ",1065
2013 ,"'Group L Social Studies' ","'20' ","'Women' ",1765
2013 ,"'Group L Social Studies' ","'21 and over' ","'Men' ",2775
2013 ,"'Group L Social Studies' ","'21 and over' ","'Women' ",8670
2013 ,"'Group M Law' ","'17 and under' ","'Men' ",130
2013 ,"'Group M Law' ","'17 and under' ","'Women' ",340
2013 ,"'Group M Law' ","'18' ","'Men' ",4015
2013 ,"'Group M Law' ","'18' ","'Women' ",8335
2013 ,"'Group M Law' ","'19' ","'Men' ",1695
2013 ,"'Group M Law' ","'19' ","'Women' ",2825
2013 ,"'Group M Law' ","'20' ","'Men' ",755
2013 ,"'Group M Law' ","'20' ","'Women' ",1030
2013 ,"'Group M Law' ","'21 and over' ","'Men' ",2015
2013 ,"'Group M Law' ","'21 and over' ","'Women' ",2605
2013 ,"'Group N Business and Admin studies' ","'17 and under' ","'Men' ",365
2013 ,"'Group N Business and Admin studies' ","'17 and under' ","'Women' ",535
2013 ,"'Group N Business and Admin studies' ","'18' ","'Men' ",12880
2013 ,"'Group N Business and Admin studies' ","'18' ","'Women' ",13105
2013 ,"'Group N Business and Admin studies' ","'19' ","'Men' ",7730
2013 ,"'Group N Business and Admin studies' ","'19' ","'Women' ",6755
