"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Detailed Level) , Sex , Acceptance Route , Cycle Year"
"Coverage:   All"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_019_07.pdf"
 
Cycle Year,Subject Group (Detailed Level) , Sex , Acceptance Route,Number of Acceptances,
2007 ,"'A1 - Pre-clinical Medicine' ","'Men' ","'Firm choice' ",3190
2012 ,"'N2 - Management studies' ","'Women' ","'RPA' ",290
2012 ,"'N3 - Finance' ","'Men' ","'Firm choice' ",675
2012 ,"'N3 - Finance' ","'Men' ","'Insurance choice' ",90
2012 ,"'N3 - Finance' ","'Men' ","'Other main scheme choice' ",30
2012 ,"'N3 - Finance' ","'Men' ","'Extra' ",20
2012 ,"'N3 - Finance' ","'Men' ","'Adjustment' ",10
2012 ,"'N3 - Finance' ","'Men' ","'Main scheme Clearing' ",120
2012 ,"'N3 - Finance' ","'Men' ","'Direct Clearing' ",20
2012 ,"'N3 - Finance' ","'Men' ","'RPA' ",60
2012 ,"'N3 - Finance' ","'Women' ","'Firm choice' ",375
2012 ,"'N3 - Finance' ","'Women' ","'Insurance choice' ",40
2012 ,"'N3 - Finance' ","'Women' ","'Other main scheme choice' ",20
2012 ,"'N3 - Finance' ","'Women' ","'Extra' ",5
2012 ,"'N3 - Finance' ","'Women' ","'Main scheme Clearing' ",60
2012 ,"'N3 - Finance' ","'Women' ","'Direct Clearing' ",10
2012 ,"'N3 - Finance' ","'Women' ","'RPA' ",50
2012 ,"'N4 - Accounting' ","'Men' ","'Firm choice' ",2180
2012 ,"'N4 - Accounting' ","'Men' ","'Insurance choice' ",390
2012 ,"'N4 - Accounting' ","'Men' ","'Other main scheme choice' ",105
2012 ,"'N4 - Accounting' ","'Men' ","'Extra' ",40
2012 ,"'N4 - Accounting' ","'Men' ","'Adjustment' ",15
2012 ,"'N4 - Accounting' ","'Men' ","'Main scheme Clearing' ",505
2012 ,"'N4 - Accounting' ","'Men' ","'Direct Clearing' ",135
2012 ,"'N4 - Accounting' ","'Men' ","'RPA' ",240
2012 ,"'N4 - Accounting' ","'Women' ","'Firm choice' ",1865
2012 ,"'N4 - Accounting' ","'Women' ","'Insurance choice' ",315
2012 ,"'N4 - Accounting' ","'Women' ","'Other main scheme choice' ",85
2012 ,"'N4 - Accounting' ","'Women' ","'Extra' ",50
2012 ,"'N4 - Accounting' ","'Women' ","'Adjustment' ",10
2012 ,"'N4 - Accounting' ","'Women' ","'Main scheme Clearing' ",360
2012 ,"'N4 - Accounting' ","'Women' ","'Direct Clearing' ",80
2012 ,"'N4 - Accounting' ","'Women' ","'RPA' ",210
2012 ,"'N5 - Marketing' ","'Men' ","'Firm choice' ",1055
2012 ,"'N5 - Marketing' ","'Men' ","'Insurance choice' ",140
2012 ,"'N5 - Marketing' ","'Men' ","'Other main scheme choice' ",50
2012 ,"'N5 - Marketing' ","'Men' ","'Extra' ",25
2012 ,"'N5 - Marketing' ","'Men' ","'Adjustment' ",5
2012 ,"'N5 - Marketing' ","'Men' ","'Main scheme Clearing' ",145
2012 ,"'N5 - Marketing' ","'Men' ","'Direct Clearing' ",80
2012 ,"'N5 - Marketing' ","'Men' ","'RPA' ",110
2012 ,"'N5 - Marketing' ","'Women' ","'Firm choice' ",1635
2012 ,"'N5 - Marketing' ","'Women' ","'Insurance choice' ",125
2012 ,"'N5 - Marketing' ","'Women' ","'Other main scheme choice' ",60
2012 ,"'N5 - Marketing' ","'Women' ","'Extra' ",35
2012 ,"'N5 - Marketing' ","'Women' ","'Adjustment' ",10
2012 ,"'N5 - Marketing' ","'Women' ","'Main scheme Clearing' ",215
2012 ,"'N5 - Marketing' ","'Women' ","'Direct Clearing' ",70
2012 ,"'N5 - Marketing' ","'Women' ","'RPA' ",80
2012 ,"'N6 - Human Resource Management' ","'Men' ","'Firm choice' ",120
2012 ,"'N6 - Human Resource Management' ","'Men' ","'Insurance choice' ",15
2012 ,"'N6 - Human Resource Management' ","'Men' ","'Other main scheme choice' ",5
2012 ,"'N6 - Human Resource Management' ","'Men' ","'Extra' ",5
2012 ,"'N6 - Human Resource Management' ","'Men' ","'Main scheme Clearing' ",20
2012 ,"'N6 - Human Resource Management' ","'Men' ","'Direct Clearing' ",15
2012 ,"'N6 - Human Resource Management' ","'Men' ","'RPA' ",20
2012 ,"'N6 - Human Resource Management' ","'Women' ","'Firm choice' ",310
2012 ,"'N6 - Human Resource Management' ","'Women' ","'Insurance choice' ",30
2012 ,"'N6 - Human Resource Management' ","'Women' ","'Other main scheme choice' ",30
2012 ,"'N6 - Human Resource Management' ","'Women' ","'Extra' ",5
2012 ,"'N6 - Human Resource Management' ","'Women' ","'Main scheme Clearing' ",60
2012 ,"'N6 - Human Resource Management' ","'Women' ","'Direct Clearing' ",25
2012 ,"'N6 - Human Resource Management' ","'Women' ","'RPA' ",40
2012 ,"'N7 - Office Skills' ","'Men' ","'Firm choice' ",10
2012 ,"'N7 - Office Skills' ","'Men' ","'Insurance choice' ",5
2012 ,"'N7 - Office Skills' ","'Men' ","'Main scheme Clearing' ",5
2012 ,"'N7 - Office Skills' ","'Men' ","'Direct Clearing' ",5
2012 ,"'N7 - Office Skills' ","'Women' ","'Firm choice' ",25
2012 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'Men' ","'Firm choice' ",1670
2012 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'Men' ","'Insurance choice' ",100
2012 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'Men' ","'Other main scheme choice' ",90
2012 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'Men' ","'Extra' ",40
2012 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'Men' ","'Adjustment' ",5
2012 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'Men' ","'Main scheme Clearing' ",210
2012 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'Men' ","'Direct Clearing' ",120
2012 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'Men' ","'RPA' ",235
2012 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'Women' ","'Firm choice' ",4120
2012 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'Women' ","'Insurance choice' ",245
2012 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'Women' ","'Other main scheme choice' ",205
2012 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'Women' ","'Extra' ",90
2012 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'Women' ","'Adjustment' ",5
2012 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'Women' ","'Main scheme Clearing' ",500
2012 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'Women' ","'Direct Clearing' ",230
2012 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'Women' ","'RPA' ",360
2012 ,"'N9 - Others in Business & Admin Studies' ","'Men' ","'Firm choice' ",190
2012 ,"'N9 - Others in Business & Admin Studies' ","'Men' ","'Insurance choice' ",25
2012 ,"'N9 - Others in Business & Admin Studies' ","'Men' ","'Other main scheme choice' ",15
2012 ,"'N9 - Others in Business & Admin Studies' ","'Men' ","'Main scheme Clearing' ",30
2012 ,"'N9 - Others in Business & Admin Studies' ","'Men' ","'Direct Clearing' ",15
2012 ,"'N9 - Others in Business & Admin Studies' ","'Men' ","'RPA' ",25
2012 ,"'N9 - Others in Business & Admin Studies' ","'Women' ","'Firm choice' ",140
2012 ,"'N9 - Others in Business & Admin Studies' ","'Women' ","'Insurance choice' ",20
2012 ,"'N9 - Others in Business & Admin Studies' ","'Women' ","'Other main scheme choice' ",5
2012 ,"'N9 - Others in Business & Admin Studies' ","'Women' ","'Extra' ",5
2012 ,"'N9 - Others in Business & Admin Studies' ","'Women' ","'Main scheme Clearing' ",20
2012 ,"'N9 - Others in Business & Admin Studies' ","'Women' ","'Direct Clearing' ",5
2012 ,"'N9 - Others in Business & Admin Studies' ","'Women' ","'RPA' ",10
2012 ,"'NN - Combinations within Business & Admin Studies' ","'Men' ","'Firm choice' ",4220
2012 ,"'NN - Combinations within Business & Admin Studies' ","'Men' ","'Insurance choice' ",630
2012 ,"'NN - Combinations within Business & Admin Studies' ","'Men' ","'Other main scheme choice' ",180
2012 ,"'NN - Combinations within Business & Admin Studies' ","'Men' ","'Extra' ",65
2012 ,"'NN - Combinations within Business & Admin Studies' ","'Men' ","'Adjustment' ",20
2012 ,"'NN - Combinations within Business & Admin Studies' ","'Men' ","'Main scheme Clearing' ",860
2012 ,"'NN - Combinations within Business & Admin Studies' ","'Men' ","'Direct Clearing' ",215
2012 ,"'NN - Combinations within Business & Admin Studies' ","'Men' ","'RPA' ",490
2012 ,"'NN - Combinations within Business & Admin Studies' ","'Women' ","'Firm choice' ",3640
2012 ,"'NN - Combinations within Business & Admin Studies' ","'Women' ","'Insurance choice' ",460
2012 ,"'NN - Combinations within Business & Admin Studies' ","'Women' ","'Other main scheme choice' ",155
2012 ,"'NN - Combinations within Business & Admin Studies' ","'Women' ","'Extra' ",70
2012 ,"'NN - Combinations within Business & Admin Studies' ","'Women' ","'Adjustment' ",25
2012 ,"'NN - Combinations within Business & Admin Studies' ","'Women' ","'Main scheme Clearing' ",650
2012 ,"'NN - Combinations within Business & Admin Studies' ","'Women' ","'Direct Clearing' ",140
2012 ,"'NN - Combinations within Business & Admin Studies' ","'Women' ","'RPA' ",450
2012 ,"'P1 - Information Services' ","'Men' ","'Firm choice' ",45
2012 ,"'P1 - Information Services' ","'Men' ","'Insurance choice' ",5
2012 ,"'P1 - Information Services' ","'Women' ","'Firm choice' ",45
2012 ,"'P1 - Information Services' ","'Women' ","'Insurance choice' ",5
2012 ,"'P2 - Publicity studies' ","'Men' ","'Firm choice' ",75
2012 ,"'P2 - Publicity studies' ","'Men' ","'Main scheme Clearing' ",15
2012 ,"'P2 - Publicity studies' ","'Men' ","'RPA' ",5
2012 ,"'P2 - Publicity studies' ","'Women' ","'Firm choice' ",290
2012 ,"'P2 - Publicity studies' ","'Women' ","'Insurance choice' ",10
2012 ,"'P2 - Publicity studies' ","'Women' ","'Other main scheme choice' ",10
2012 ,"'P2 - Publicity studies' ","'Women' ","'Extra' ",5
2012 ,"'P2 - Publicity studies' ","'Women' ","'Main scheme Clearing' ",40
2012 ,"'P2 - Publicity studies' ","'Women' ","'Direct Clearing' ",20
2012 ,"'P2 - Publicity studies' ","'Women' ","'RPA' ",20
2012 ,"'P3 - Media studies' ","'Men' ","'Firm choice' ",2135
2012 ,"'P3 - Media studies' ","'Men' ","'Insurance choice' ",120
2012 ,"'P3 - Media studies' ","'Men' ","'Other main scheme choice' ",85
2012 ,"'P3 - Media studies' ","'Men' ","'Extra' ",25
2012 ,"'P3 - Media studies' ","'Men' ","'Adjustment' ",5
2012 ,"'P3 - Media studies' ","'Men' ","'Main scheme Clearing' ",280
2012 ,"'P3 - Media studies' ","'Men' ","'Direct Clearing' ",105
2012 ,"'P3 - Media studies' ","'Men' ","'RPA' ",95
2012 ,"'P3 - Media studies' ","'Women' ","'Firm choice' ",1960
2012 ,"'P3 - Media studies' ","'Women' ","'Insurance choice' ",165
2012 ,"'P3 - Media studies' ","'Women' ","'Other main scheme choice' ",65
2012 ,"'P3 - Media studies' ","'Women' ","'Extra' ",45
2012 ,"'P3 - Media studies' ","'Women' ","'Adjustment' ",5
2012 ,"'P3 - Media studies' ","'Women' ","'Main scheme Clearing' ",250
2012 ,"'P3 - Media studies' ","'Women' ","'Direct Clearing' ",70
2012 ,"'P3 - Media studies' ","'Women' ","'RPA' ",85
2012 ,"'P4 - Publishing' ","'Men' ","'Firm choice' ",5
2012 ,"'P4 - Publishing' ","'Women' ","'Firm choice' ",40
2012 ,"'P5 - Journalism' ","'Men' ","'Firm choice' ",1070
2012 ,"'P5 - Journalism' ","'Men' ","'Insurance choice' ",75
2012 ,"'P5 - Journalism' ","'Men' ","'Other main scheme choice' ",40
2012 ,"'P5 - Journalism' ","'Men' ","'Extra' ",15
2012 ,"'P5 - Journalism' ","'Men' ","'Main scheme Clearing' ",110
2012 ,"'P5 - Journalism' ","'Men' ","'Direct Clearing' ",35
2012 ,"'P5 - Journalism' ","'Men' ","'RPA' ",50
2012 ,"'P5 - Journalism' ","'Women' ","'Firm choice' ",1225
2012 ,"'P5 - Journalism' ","'Women' ","'Insurance choice' ",90
2012 ,"'P5 - Journalism' ","'Women' ","'Other main scheme choice' ",40
2012 ,"'P5 - Journalism' ","'Women' ","'Extra' ",20
2012 ,"'P5 - Journalism' ","'Women' ","'Adjustment' ",5
2012 ,"'P5 - Journalism' ","'Women' ","'Main scheme Clearing' ",135
2012 ,"'P5 - Journalism' ","'Women' ","'Direct Clearing' ",50
2012 ,"'P5 - Journalism' ","'Women' ","'RPA' ",35
2012 ,"'P9 - Others in Mass Comms & Documentation' ","'Men' ","'Firm choice' ",95
2012 ,"'P9 - Others in Mass Comms & Documentation' ","'Men' ","'Insurance choice' ",10
2012 ,"'P9 - Others in Mass Comms & Documentation' ","'Men' ","'Other main scheme choice' ",5
2012 ,"'P9 - Others in Mass Comms & Documentation' ","'Men' ","'Main scheme Clearing' ",10
2012 ,"'P9 - Others in Mass Comms & Documentation' ","'Men' ","'RPA' ",20
2012 ,"'P9 - Others in Mass Comms & Documentation' ","'Women' ","'Firm choice' ",330
2012 ,"'P9 - Others in Mass Comms & Documentation' ","'Women' ","'Insurance choice' ",25
2012 ,"'P9 - Others in Mass Comms & Documentation' ","'Women' ","'Other main scheme choice' ",10
2012 ,"'P9 - Others in Mass Comms & Documentation' ","'Women' ","'Main scheme Clearing' ",25
2012 ,"'P9 - Others in Mass Comms & Documentation' ","'Women' ","'Direct Clearing' ",5
2012 ,"'P9 - Others in Mass Comms & Documentation' ","'Women' ","'RPA' ",15
2012 ,"'PP - Combinations within Mass Comms & Documentation' ","'Men' ","'Firm choice' ",185
2012 ,"'PP - Combinations within Mass Comms & Documentation' ","'Men' ","'Insurance choice' ",20
2012 ,"'PP - Combinations within Mass Comms & Documentation' ","'Men' ","'Other main scheme choice' ",10
2012 ,"'PP - Combinations within Mass Comms & Documentation' ","'Men' ","'Extra' ",5
2012 ,"'PP - Combinations within Mass Comms & Documentation' ","'Men' ","'Main scheme Clearing' ",30
2012 ,"'PP - Combinations within Mass Comms & Documentation' ","'Men' ","'Direct Clearing' ",5
2012 ,"'PP - Combinations within Mass Comms & Documentation' ","'Men' ","'RPA' ",20
2012 ,"'PP - Combinations within Mass Comms & Documentation' ","'Women' ","'Firm choice' ",435
2012 ,"'PP - Combinations within Mass Comms & Documentation' ","'Women' ","'Insurance choice' ",35
2012 ,"'PP - Combinations within Mass Comms & Documentation' ","'Women' ","'Other main scheme choice' ",20
2012 ,"'PP - Combinations within Mass Comms & Documentation' ","'Women' ","'Extra' ",10
2012 ,"'PP - Combinations within Mass Comms & Documentation' ","'Women' ","'Adjustment' ",5
2012 ,"'PP - Combinations within Mass Comms & Documentation' ","'Women' ","'Main scheme Clearing' ",75
2012 ,"'PP - Combinations within Mass Comms & Documentation' ","'Women' ","'Direct Clearing' ",15
2012 ,"'PP - Combinations within Mass Comms & Documentation' ","'Women' ","'RPA' ",15
2012 ,"'Q1 - Linguistics' ","'Men' ","'Firm choice' ",105
2012 ,"'Q1 - Linguistics' ","'Men' ","'Insurance choice' ",10
2012 ,"'Q1 - Linguistics' ","'Men' ","'Other main scheme choice' ",5
2012 ,"'Q1 - Linguistics' ","'Men' ","'Extra' ",5
2012 ,"'Q1 - Linguistics' ","'Men' ","'Main scheme Clearing' ",5
2012 ,"'Q1 - Linguistics' ","'Men' ","'Direct Clearing' ",5
2012 ,"'Q1 - Linguistics' ","'Women' ","'Firm choice' ",305
2012 ,"'Q1 - Linguistics' ","'Women' ","'Insurance choice' ",30
2012 ,"'Q1 - Linguistics' ","'Women' ","'Other main scheme choice' ",10
2012 ,"'Q1 - Linguistics' ","'Women' ","'Extra' ",5
2012 ,"'Q1 - Linguistics' ","'Women' ","'Main scheme Clearing' ",30
2012 ,"'Q1 - Linguistics' ","'Women' ","'Direct Clearing' ",5
2012 ,"'Q1 - Linguistics' ","'Women' ","'RPA' ",10
2012 ,"'Q2 - Comparative Literary studies' ","'Men' ","'Firm choice' ",20
2012 ,"'Q2 - Comparative Literary studies' ","'Men' ","'Main scheme Clearing' ",5
2012 ,"'Q2 - Comparative Literary studies' ","'Women' ","'Firm choice' ",70
2012 ,"'Q2 - Comparative Literary studies' ","'Women' ","'Insurance choice' ",5
2012 ,"'Q2 - Comparative Literary studies' ","'Women' ","'Other main scheme choice' ",5
2012 ,"'Q2 - Comparative Literary studies' ","'Women' ","'Main scheme Clearing' ",25
2012 ,"'Q2 - Comparative Literary studies' ","'Women' ","'RPA' ",5
2012 ,"'Q3 - English studies' ","'Men' ","'Firm choice' ",1985
2012 ,"'Q3 - English studies' ","'Men' ","'Insurance choice' ",155
2012 ,"'Q3 - English studies' ","'Men' ","'Other main scheme choice' ",35
2012 ,"'Q3 - English studies' ","'Men' ","'Extra' ",20
2012 ,"'Q3 - English studies' ","'Men' ","'Adjustment' ",20
2012 ,"'Q3 - English studies' ","'Men' ","'Main scheme Clearing' ",160
2012 ,"'Q3 - English studies' ","'Men' ","'Direct Clearing' ",50
2012 ,"'Q3 - English studies' ","'Men' ","'RPA' ",40
2012 ,"'Q3 - English studies' ","'Women' ","'Firm choice' ",5635
2012 ,"'Q3 - English studies' ","'Women' ","'Insurance choice' ",475
2012 ,"'Q3 - English studies' ","'Women' ","'Other main scheme choice' ",85
2012 ,"'Q3 - English studies' ","'Women' ","'Extra' ",75
2012 ,"'Q3 - English studies' ","'Women' ","'Adjustment' ",65
2012 ,"'Q3 - English studies' ","'Women' ","'Main scheme Clearing' ",475
2012 ,"'Q3 - English studies' ","'Women' ","'Direct Clearing' ",105
2012 ,"'Q3 - English studies' ","'Women' ","'RPA' ",100
2012 ,"'Q4 - Ancient Language studies' ","'Women' ","'Firm choice' ",5
2012 ,"'Q5 - Celtic studies' ","'Men' ","'Firm choice' ",30
2012 ,"'Q5 - Celtic studies' ","'Men' ","'Insurance choice' ",5
2012 ,"'Q5 - Celtic studies' ","'Men' ","'RPA' ",10
2012 ,"'Q5 - Celtic studies' ","'Women' ","'Firm choice' ",75
2012 ,"'Q5 - Celtic studies' ","'Women' ","'Insurance choice' ",10
2012 ,"'Q5 - Celtic studies' ","'Women' ","'Main scheme Clearing' ",5
2012 ,"'Q5 - Celtic studies' ","'Women' ","'RPA' ",10
2012 ,"'Q6 - Latin studies' ","'Women' ","'Firm choice' ",5
2012 ,"'Q8 - Classical studies' ","'Men' ","'Firm choice' ",290
2012 ,"'Q8 - Classical studies' ","'Men' ","'Insurance choice' ",20
2012 ,"'Q8 - Classical studies' ","'Men' ","'Main scheme Clearing' ",20
2012 ,"'Q8 - Classical studies' ","'Women' ","'Firm choice' ",435
2012 ,"'Q8 - Classical studies' ","'Women' ","'Insurance choice' ",25
2012 ,"'Q8 - Classical studies' ","'Women' ","'Other main scheme choice' ",5
2012 ,"'Q8 - Classical studies' ","'Women' ","'Adjustment' ",5
2012 ,"'Q8 - Classical studies' ","'Women' ","'Main scheme Clearing' ",20
2012 ,"'Q9 - Others in Linguistics,Classics & related' ","'Men' ","'Firm choice' ",15
2012 ,"'Q9 - Others in Linguistics,Classics & related' ","'Men' ","'Main scheme Clearing' ",5
2012 ,"'Q9 - Others in Linguistics,Classics & related' ","'Men' ","'RPA' ",5
2012 ,"'Q9 - Others in Linguistics,Classics & related' ","'Women' ","'Firm choice' ",45
2012 ,"'Q9 - Others in Linguistics,Classics & related' ","'Women' ","'Insurance choice' ",5
2012 ,"'Q9 - Others in Linguistics,Classics & related' ","'Women' ","'Other main scheme choice' ",5
2012 ,"'Q9 - Others in Linguistics,Classics & related' ","'Women' ","'Main scheme Clearing' ",10
2012 ,"'Q9 - Others in Linguistics,Classics & related' ","'Women' ","'RPA' ",10
2012 ,"'QQ - Combinations within Linguistics,Classics & related' ","'Men' ","'Firm choice' ",160
2012 ,"'QQ - Combinations within Linguistics,Classics & related' ","'Men' ","'Insurance choice' ",10
2012 ,"'QQ - Combinations within Linguistics,Classics & related' ","'Men' ","'Extra' ",5
2012 ,"'QQ - Combinations within Linguistics,Classics & related' ","'Men' ","'Main scheme Clearing' ",10
2012 ,"'QQ - Combinations within Linguistics,Classics & related' ","'Men' ","'Direct Clearing' ",5
2012 ,"'QQ - Combinations within Linguistics,Classics & related' ","'Men' ","'RPA' ",5
2012 ,"'QQ - Combinations within Linguistics,Classics & related' ","'Women' ","'Firm choice' ",465
2012 ,"'QQ - Combinations within Linguistics,Classics & related' ","'Women' ","'Insurance choice' ",35
2012 ,"'QQ - Combinations within Linguistics,Classics & related' ","'Women' ","'Other main scheme choice' ",10
2012 ,"'QQ - Combinations within Linguistics,Classics & related' ","'Women' ","'Extra' ",15
2012 ,"'QQ - Combinations within Linguistics,Classics & related' ","'Women' ","'Adjustment' ",5
2012 ,"'QQ - Combinations within Linguistics,Classics & related' ","'Women' ","'Main scheme Clearing' ",40
2012 ,"'QQ - Combinations within Linguistics,Classics & related' ","'Women' ","'Direct Clearing' ",10
2012 ,"'QQ - Combinations within Linguistics,Classics & related' ","'Women' ","'RPA' ",15
2012 ,"'R1 - French studies' ","'Men' ","'Firm choice' ",110
2012 ,"'R1 - French studies' ","'Men' ","'Insurance choice' ",20
2012 ,"'R1 - French studies' ","'Men' ","'Main scheme Clearing' ",25
2012 ,"'R1 - French studies' ","'Women' ","'Firm choice' ",340
2012 ,"'R1 - French studies' ","'Women' ","'Insurance choice' ",25
2012 ,"'R1 - French studies' ","'Women' ","'Other main scheme choice' ",5
2012 ,"'R1 - French studies' ","'Women' ","'Extra' ",5
2012 ,"'R1 - French studies' ","'Women' ","'Main scheme Clearing' ",40
2012 ,"'R1 - French studies' ","'Women' ","'Direct Clearing' ",5
2012 ,"'R1 - French studies' ","'Women' ","'RPA' ",5
2012 ,"'R2 - German studies' ","'Men' ","'Firm choice' ",45
2012 ,"'R2 - German studies' ","'Men' ","'Insurance choice' ",10
2012 ,"'R2 - German studies' ","'Men' ","'Main scheme Clearing' ",10
2012 ,"'R2 - German studies' ","'Women' ","'Firm choice' ",90
2012 ,"'R2 - German studies' ","'Women' ","'Insurance choice' ",15
2012 ,"'R2 - German studies' ","'Women' ","'Main scheme Clearing' ",15
2012 ,"'R3 - Italian studies' ","'Men' ","'Firm choice' ",10
2012 ,"'R3 - Italian studies' ","'Women' ","'Firm choice' ",25
2012 ,"'R3 - Italian studies' ","'Women' ","'Insurance choice' ",5
2012 ,"'R4 - Spanish studies' ","'Men' ","'Firm choice' ",80
2012 ,"'R4 - Spanish studies' ","'Men' ","'Insurance choice' ",15
2012 ,"'R4 - Spanish studies' ","'Men' ","'Main scheme Clearing' ",20
2012 ,"'R4 - Spanish studies' ","'Women' ","'Firm choice' ",195
2012 ,"'R4 - Spanish studies' ","'Women' ","'Insurance choice' ",25
2012 ,"'R4 - Spanish studies' ","'Women' ","'Main scheme Clearing' ",45
2012 ,"'R4 - Spanish studies' ","'Women' ","'Direct Clearing' ",5
2012 ,"'R4 - Spanish studies' ","'Women' ","'RPA' ",5
2012 ,"'R5 - Portuguese studies' ","'Women' ","'Firm choice' ",5
2012 ,"'R6 - Scandinavian studies' ","'Men' ","'Firm choice' ",5
2012 ,"'R6 - Scandinavian studies' ","'Women' ","'Firm choice' ",5
2012 ,"'R7 - Russian and East European studies' ","'Men' ","'Firm choice' ",30
2012 ,"'R7 - Russian and East European studies' ","'Men' ","'Main scheme Clearing' ",5
2012 ,"'R7 - Russian and East European studies' ","'Women' ","'Firm choice' ",25
2012 ,"'R8 - European studies' ","'Men' ","'Firm choice' ",15
2012 ,"'R8 - European studies' ","'Men' ","'Insurance choice' ",5
2012 ,"'R8 - European studies' ","'Women' ","'Firm choice' ",45
2012 ,"'R8 - European studies' ","'Women' ","'Insurance choice' ",5
2012 ,"'R8 - European studies' ","'Women' ","'Other main scheme choice' ",5
2012 ,"'R8 - European studies' ","'Women' ","'Main scheme Clearing' ",5
2012 ,"'R9 - Others in European Langs,Lit and related' ","'Men' ","'Firm choice' ",265
2012 ,"'R9 - Others in European Langs,Lit and related' ","'Men' ","'Insurance choice' ",15
2012 ,"'R9 - Others in European Langs,Lit and related' ","'Men' ","'Other main scheme choice' ",5
2012 ,"'R9 - Others in European Langs,Lit and related' ","'Men' ","'Adjustment' ",5
2012 ,"'R9 - Others in European Langs,Lit and related' ","'Men' ","'Main scheme Clearing' ",15
2012 ,"'R9 - Others in European Langs,Lit and related' ","'Women' ","'Firm choice' ",640
2012 ,"'R9 - Others in European Langs,Lit and related' ","'Women' ","'Insurance choice' ",40
2012 ,"'R9 - Others in European Langs,Lit and related' ","'Women' ","'Other main scheme choice' ",5
2012 ,"'R9 - Others in European Langs,Lit and related' ","'Women' ","'Adjustment' ",5
2012 ,"'R9 - Others in European Langs,Lit and related' ","'Women' ","'Main scheme Clearing' ",10
2012 ,"'R9 - Others in European Langs,Lit and related' ","'Women' ","'Direct Clearing' ",5
2012 ,"'R9 - Others in European Langs,Lit and related' ","'Women' ","'RPA' ",5
2012 ,"'RR - Combinations within European Langs,Lit and related' ","'Men' ","'Firm choice' ",370
2012 ,"'RR - Combinations within European Langs,Lit and related' ","'Men' ","'Insurance choice' ",25
2012 ,"'RR - Combinations within European Langs,Lit and related' ","'Men' ","'Adjustment' ",5
2012 ,"'RR - Combinations within European Langs,Lit and related' ","'Men' ","'Main scheme Clearing' ",35
2012 ,"'RR - Combinations within European Langs,Lit and related' ","'Men' ","'Direct Clearing' ",5
2012 ,"'RR - Combinations within European Langs,Lit and related' ","'Men' ","'RPA' ",5
2012 ,"'RR - Combinations within European Langs,Lit and related' ","'Women' ","'Firm choice' ",1010
2012 ,"'RR - Combinations within European Langs,Lit and related' ","'Women' ","'Insurance choice' ",90
2012 ,"'RR - Combinations within European Langs,Lit and related' ","'Women' ","'Other main scheme choice' ",5
2012 ,"'RR - Combinations within European Langs,Lit and related' ","'Women' ","'Extra' ",10
2012 ,"'RR - Combinations within European Langs,Lit and related' ","'Women' ","'Adjustment' ",10
2012 ,"'RR - Combinations within European Langs,Lit and related' ","'Women' ","'Main scheme Clearing' ",85
2012 ,"'RR - Combinations within European Langs,Lit and related' ","'Women' ","'Direct Clearing' ",10
2012 ,"'RR - Combinations within European Langs,Lit and related' ","'Women' ","'RPA' ",5
2012 ,"'T1 - Chinese studies' ","'Men' ","'Firm choice' ",70
2012 ,"'T1 - Chinese studies' ","'Men' ","'Other main scheme choice' ",5
2012 ,"'T1 - Chinese studies' ","'Men' ","'Main scheme Clearing' ",10
2012 ,"'T1 - Chinese studies' ","'Women' ","'Firm choice' ",60
2012 ,"'T1 - Chinese studies' ","'Women' ","'Main scheme Clearing' ",15
2012 ,"'T1 - Chinese studies' ","'Women' ","'RPA' ",5
2012 ,"'T2 - Japanese studies' ","'Men' ","'Firm choice' ",40
2012 ,"'T2 - Japanese studies' ","'Men' ","'Insurance choice' ",5
2012 ,"'T2 - Japanese studies' ","'Men' ","'Extra' ",5
2012 ,"'T2 - Japanese studies' ","'Men' ","'Main scheme Clearing' ",5
2012 ,"'T2 - Japanese studies' ","'Women' ","'Firm choice' ",80
2012 ,"'T2 - Japanese studies' ","'Women' ","'Insurance choice' ",5
2012 ,"'T2 - Japanese studies' ","'Women' ","'Main scheme Clearing' ",5
2012 ,"'T3 - South Asian studies' ","'Men' ","'Firm choice' ",10
2012 ,"'T3 - South Asian studies' ","'Men' ","'Main scheme Clearing' ",5
2012 ,"'T3 - South Asian studies' ","'Women' ","'Firm choice' ",20
2012 ,"'T4 - Other Asian studies' ","'Men' ","'Firm choice' ",5
