"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Detailed Level) , Applicant Domicile (UK / EU / Not EU) , Acceptance Route , Cycle Year"
"Coverage:   All"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_016_07.pdf"
 
Cycle Year,Subject Group (Detailed Level) , Applicant Domicile (UK / EU / Not EU) , Acceptance Route,Number of Acceptances,
2007 ,"'A1 - Pre-clinical Medicine' ","'UK' ","'Firm choice' ",6580
2011 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'Not EU' ","'RPA' ",65
2011 ,"'Y Combs of social studies/bus/law with languages' ","'UK' ","'Firm choice' ",1485
2011 ,"'Y Combs of social studies/bus/law with languages' ","'UK' ","'Insurance choice' ",215
2011 ,"'Y Combs of social studies/bus/law with languages' ","'UK' ","'Other main scheme choice' ",25
2011 ,"'Y Combs of social studies/bus/law with languages' ","'UK' ","'Extra' ",25
2011 ,"'Y Combs of social studies/bus/law with languages' ","'UK' ","'Main scheme Clearing' ",165
2011 ,"'Y Combs of social studies/bus/law with languages' ","'UK' ","'Direct Clearing' ",25
2011 ,"'Y Combs of social studies/bus/law with languages' ","'UK' ","'RPA' ",5
2011 ,"'Y Combs of social studies/bus/law with languages' ","'EU (excluding UK)' ","'Firm choice' ",320
2011 ,"'Y Combs of social studies/bus/law with languages' ","'EU (excluding UK)' ","'Insurance choice' ",25
2011 ,"'Y Combs of social studies/bus/law with languages' ","'EU (excluding UK)' ","'Other main scheme choice' ",5
2011 ,"'Y Combs of social studies/bus/law with languages' ","'EU (excluding UK)' ","'Extra' ",10
2011 ,"'Y Combs of social studies/bus/law with languages' ","'EU (excluding UK)' ","'Main scheme Clearing' ",15
2011 ,"'Y Combs of social studies/bus/law with languages' ","'Not EU' ","'Firm choice' ",100
2011 ,"'Y Combs of social studies/bus/law with languages' ","'Not EU' ","'Insurance choice' ",10
2011 ,"'Y Combs of social studies/bus/law with languages' ","'Not EU' ","'Other main scheme choice' ",10
2011 ,"'Y Combs of social studies/bus/law with languages' ","'Not EU' ","'Main scheme Clearing' ",15
2011 ,"'Y Combs of social studies/bus/law with languages' ","'Not EU' ","'RPA' ",40
2011 ,"'Z Combs of 3 subjects, or other general courses' ","'UK' ","'Firm choice' ",2760
2011 ,"'Z Combs of 3 subjects, or other general courses' ","'UK' ","'Insurance choice' ",250
2011 ,"'Z Combs of 3 subjects, or other general courses' ","'UK' ","'Other main scheme choice' ",100
2011 ,"'Z Combs of 3 subjects, or other general courses' ","'UK' ","'Extra' ",105
2011 ,"'Z Combs of 3 subjects, or other general courses' ","'UK' ","'Main scheme Clearing' ",365
2011 ,"'Z Combs of 3 subjects, or other general courses' ","'UK' ","'Direct Clearing' ",85
2011 ,"'Z Combs of 3 subjects, or other general courses' ","'UK' ","'RPA' ",150
2011 ,"'Z Combs of 3 subjects, or other general courses' ","'EU (excluding UK)' ","'Firm choice' ",235
2011 ,"'Z Combs of 3 subjects, or other general courses' ","'EU (excluding UK)' ","'Insurance choice' ",15
2011 ,"'Z Combs of 3 subjects, or other general courses' ","'EU (excluding UK)' ","'Other main scheme choice' ",10
2011 ,"'Z Combs of 3 subjects, or other general courses' ","'EU (excluding UK)' ","'Main scheme Clearing' ",20
2011 ,"'Z Combs of 3 subjects, or other general courses' ","'EU (excluding UK)' ","'Direct Clearing' ",5
2011 ,"'Z Combs of 3 subjects, or other general courses' ","'EU (excluding UK)' ","'RPA' ",15
2011 ,"'Z Combs of 3 subjects, or other general courses' ","'Not EU' ","'Firm choice' ",290
2011 ,"'Z Combs of 3 subjects, or other general courses' ","'Not EU' ","'Insurance choice' ",30
2011 ,"'Z Combs of 3 subjects, or other general courses' ","'Not EU' ","'Other main scheme choice' ",30
2011 ,"'Z Combs of 3 subjects, or other general courses' ","'Not EU' ","'Extra' ",5
2011 ,"'Z Combs of 3 subjects, or other general courses' ","'Not EU' ","'Main scheme Clearing' ",45
2011 ,"'Z Combs of 3 subjects, or other general courses' ","'Not EU' ","'Direct Clearing' ",5
2011 ,"'Z Combs of 3 subjects, or other general courses' ","'Not EU' ","'RPA' ",60
2012 ,"'A1 - Pre-clinical Medicine' ","'UK' ","'Firm choice' ",6445
2012 ,"'A1 - Pre-clinical Medicine' ","'UK' ","'Insurance choice' ",55
2012 ,"'A1 - Pre-clinical Medicine' ","'UK' ","'Other main scheme choice' ",20
2012 ,"'A1 - Pre-clinical Medicine' ","'UK' ","'Extra' ",45
2012 ,"'A1 - Pre-clinical Medicine' ","'UK' ","'Adjustment' ",10
2012 ,"'A1 - Pre-clinical Medicine' ","'UK' ","'Main scheme Clearing' ",330
2012 ,"'A1 - Pre-clinical Medicine' ","'UK' ","'RPA' ",85
2012 ,"'A1 - Pre-clinical Medicine' ","'EU (excluding UK)' ","'Firm choice' ",185
2012 ,"'A1 - Pre-clinical Medicine' ","'EU (excluding UK)' ","'Insurance choice' ",5
2012 ,"'A1 - Pre-clinical Medicine' ","'EU (excluding UK)' ","'Main scheme Clearing' ",5
2012 ,"'A1 - Pre-clinical Medicine' ","'Not EU' ","'Firm choice' ",520
2012 ,"'A1 - Pre-clinical Medicine' ","'Not EU' ","'Insurance choice' ",5
2012 ,"'A1 - Pre-clinical Medicine' ","'Not EU' ","'Other main scheme choice' ",5
2012 ,"'A1 - Pre-clinical Medicine' ","'Not EU' ","'Extra' ",5
2012 ,"'A1 - Pre-clinical Medicine' ","'Not EU' ","'Main scheme Clearing' ",30
2012 ,"'A1 - Pre-clinical Medicine' ","'Not EU' ","'RPA' ",60
2012 ,"'A2 - Pre-clinical Dentistry' ","'UK' ","'Firm choice' ",1040
2012 ,"'A2 - Pre-clinical Dentistry' ","'UK' ","'Insurance choice' ",5
2012 ,"'A2 - Pre-clinical Dentistry' ","'UK' ","'Extra' ",5
2012 ,"'A2 - Pre-clinical Dentistry' ","'UK' ","'Main scheme Clearing' ",70
2012 ,"'A2 - Pre-clinical Dentistry' ","'EU (excluding UK)' ","'Firm choice' ",10
2012 ,"'A2 - Pre-clinical Dentistry' ","'Not EU' ","'Firm choice' ",55
2012 ,"'A2 - Pre-clinical Dentistry' ","'Not EU' ","'Extra' ",5
2012 ,"'A2 - Pre-clinical Dentistry' ","'Not EU' ","'Main scheme Clearing' ",5
2012 ,"'A9 - Others in Medicine and Dentistry' ","'UK' ","'Firm choice' ",35
2012 ,"'A9 - Others in Medicine and Dentistry' ","'UK' ","'Extra' ",5
2012 ,"'A9 - Others in Medicine and Dentistry' ","'UK' ","'Main scheme Clearing' ",5
2012 ,"'A9 - Others in Medicine and Dentistry' ","'Not EU' ","'Firm choice' ",15
2012 ,"'A9 - Others in Medicine and Dentistry' ","'Not EU' ","'Other main scheme choice' ",5
2012 ,"'A9 - Others in Medicine and Dentistry' ","'Not EU' ","'RPA' ",5
2012 ,"'B1 - Anatomy,Physiology and Pathology' ","'UK' ","'Firm choice' ",2625
2012 ,"'B1 - Anatomy,Physiology and Pathology' ","'UK' ","'Insurance choice' ",160
2012 ,"'B1 - Anatomy,Physiology and Pathology' ","'UK' ","'Other main scheme choice' ",35
2012 ,"'B1 - Anatomy,Physiology and Pathology' ","'UK' ","'Extra' ",85
2012 ,"'B1 - Anatomy,Physiology and Pathology' ","'UK' ","'Adjustment' ",5
2012 ,"'B1 - Anatomy,Physiology and Pathology' ","'UK' ","'Main scheme Clearing' ",270
2012 ,"'B1 - Anatomy,Physiology and Pathology' ","'UK' ","'Direct Clearing' ",40
2012 ,"'B1 - Anatomy,Physiology and Pathology' ","'UK' ","'RPA' ",20
2012 ,"'B1 - Anatomy,Physiology and Pathology' ","'EU (excluding UK)' ","'Firm choice' ",185
2012 ,"'B1 - Anatomy,Physiology and Pathology' ","'EU (excluding UK)' ","'Insurance choice' ",15
2012 ,"'B1 - Anatomy,Physiology and Pathology' ","'EU (excluding UK)' ","'Other main scheme choice' ",5
2012 ,"'B1 - Anatomy,Physiology and Pathology' ","'EU (excluding UK)' ","'Extra' ",5
2012 ,"'B1 - Anatomy,Physiology and Pathology' ","'EU (excluding UK)' ","'Main scheme Clearing' ",15
2012 ,"'B1 - Anatomy,Physiology and Pathology' ","'EU (excluding UK)' ","'Direct Clearing' ",5
2012 ,"'B1 - Anatomy,Physiology and Pathology' ","'Not EU' ","'Firm choice' ",145
2012 ,"'B1 - Anatomy,Physiology and Pathology' ","'Not EU' ","'Insurance choice' ",10
2012 ,"'B1 - Anatomy,Physiology and Pathology' ","'Not EU' ","'Other main scheme choice' ",15
2012 ,"'B1 - Anatomy,Physiology and Pathology' ","'Not EU' ","'Extra' ",5
2012 ,"'B1 - Anatomy,Physiology and Pathology' ","'Not EU' ","'Main scheme Clearing' ",15
2012 ,"'B1 - Anatomy,Physiology and Pathology' ","'Not EU' ","'RPA' ",10
2012 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'UK' ","'Firm choice' ",2480
2012 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'UK' ","'Insurance choice' ",450
2012 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'UK' ","'Other main scheme choice' ",20
2012 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'UK' ","'Extra' ",125
2012 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'UK' ","'Adjustment' ",20
2012 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'UK' ","'Main scheme Clearing' ",515
2012 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'UK' ","'Direct Clearing' ",55
2012 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'UK' ","'RPA' ",35
2012 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'EU (excluding UK)' ","'Firm choice' ",110
2012 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'EU (excluding UK)' ","'Insurance choice' ",25
2012 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'EU (excluding UK)' ","'Other main scheme choice' ",5
2012 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'EU (excluding UK)' ","'Extra' ",5
2012 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'EU (excluding UK)' ","'Main scheme Clearing' ",15
2012 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'EU (excluding UK)' ","'Direct Clearing' ",5
2012 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'Not EU' ","'Firm choice' ",370
2012 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'Not EU' ","'Insurance choice' ",30
2012 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'Not EU' ","'Other main scheme choice' ",35
2012 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'Not EU' ","'Extra' ",10
2012 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'Not EU' ","'Adjustment' ",5
2012 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'Not EU' ","'Main scheme Clearing' ",50
2012 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'Not EU' ","'Direct Clearing' ",5
2012 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'Not EU' ","'RPA' ",10
2012 ,"'B3 - Complementary Medicine' ","'UK' ","'Firm choice' ",390
2012 ,"'B3 - Complementary Medicine' ","'UK' ","'Insurance choice' ",5
2012 ,"'B3 - Complementary Medicine' ","'UK' ","'Other main scheme choice' ",25
2012 ,"'B3 - Complementary Medicine' ","'UK' ","'Extra' ",15
2012 ,"'B3 - Complementary Medicine' ","'UK' ","'Main scheme Clearing' ",50
2012 ,"'B3 - Complementary Medicine' ","'UK' ","'Direct Clearing' ",35
2012 ,"'B3 - Complementary Medicine' ","'UK' ","'RPA' ",90
2012 ,"'B3 - Complementary Medicine' ","'EU (excluding UK)' ","'Firm choice' ",60
2012 ,"'B3 - Complementary Medicine' ","'EU (excluding UK)' ","'Other main scheme choice' ",5
2012 ,"'B3 - Complementary Medicine' ","'EU (excluding UK)' ","'Extra' ",5
2012 ,"'B3 - Complementary Medicine' ","'EU (excluding UK)' ","'Main scheme Clearing' ",5
2012 ,"'B3 - Complementary Medicine' ","'EU (excluding UK)' ","'Direct Clearing' ",5
2012 ,"'B3 - Complementary Medicine' ","'Not EU' ","'Firm choice' ",55
2012 ,"'B3 - Complementary Medicine' ","'Not EU' ","'Other main scheme choice' ",10
2012 ,"'B3 - Complementary Medicine' ","'Not EU' ","'Main scheme Clearing' ",5
2012 ,"'B3 - Complementary Medicine' ","'Not EU' ","'Direct Clearing' ",5
2012 ,"'B3 - Complementary Medicine' ","'Not EU' ","'RPA' ",5
2012 ,"'B4 - Nutrition' ","'UK' ","'Firm choice' ",620
2012 ,"'B4 - Nutrition' ","'UK' ","'Insurance choice' ",65
2012 ,"'B4 - Nutrition' ","'UK' ","'Other main scheme choice' ",15
2012 ,"'B4 - Nutrition' ","'UK' ","'Extra' ",20
2012 ,"'B4 - Nutrition' ","'UK' ","'Adjustment' ",5
2012 ,"'B4 - Nutrition' ","'UK' ","'Main scheme Clearing' ",90
2012 ,"'B4 - Nutrition' ","'UK' ","'Direct Clearing' ",25
2012 ,"'B4 - Nutrition' ","'UK' ","'RPA' ",35
2012 ,"'B4 - Nutrition' ","'EU (excluding UK)' ","'Firm choice' ",70
2012 ,"'B4 - Nutrition' ","'EU (excluding UK)' ","'Insurance choice' ",10
2012 ,"'B4 - Nutrition' ","'EU (excluding UK)' ","'Direct Clearing' ",5
2012 ,"'B4 - Nutrition' ","'Not EU' ","'Firm choice' ",55
2012 ,"'B4 - Nutrition' ","'Not EU' ","'Insurance choice' ",5
2012 ,"'B4 - Nutrition' ","'Not EU' ","'Other main scheme choice' ",5
2012 ,"'B4 - Nutrition' ","'Not EU' ","'Main scheme Clearing' ",5
2012 ,"'B4 - Nutrition' ","'Not EU' ","'RPA' ",15
2012 ,"'B5 - Ophthalmics' ","'UK' ","'Firm choice' ",560
2012 ,"'B5 - Ophthalmics' ","'UK' ","'Insurance choice' ",70
2012 ,"'B5 - Ophthalmics' ","'UK' ","'Other main scheme choice' ",5
2012 ,"'B5 - Ophthalmics' ","'UK' ","'Extra' ",35
2012 ,"'B5 - Ophthalmics' ","'UK' ","'Adjustment' ",5
2012 ,"'B5 - Ophthalmics' ","'UK' ","'Main scheme Clearing' ",180
2012 ,"'B5 - Ophthalmics' ","'UK' ","'Direct Clearing' ",15
2012 ,"'B5 - Ophthalmics' ","'UK' ","'RPA' ",10
2012 ,"'B5 - Ophthalmics' ","'EU (excluding UK)' ","'Firm choice' ",5
2012 ,"'B5 - Ophthalmics' ","'Not EU' ","'Firm choice' ",35
2012 ,"'B5 - Ophthalmics' ","'Not EU' ","'Other main scheme choice' ",10
2012 ,"'B5 - Ophthalmics' ","'Not EU' ","'RPA' ",10
2012 ,"'B6 - Aural and Oral Sciences' ","'UK' ","'Firm choice' ",560
2012 ,"'B6 - Aural and Oral Sciences' ","'UK' ","'Insurance choice' ",35
2012 ,"'B6 - Aural and Oral Sciences' ","'UK' ","'Extra' ",15
2012 ,"'B6 - Aural and Oral Sciences' ","'UK' ","'Main scheme Clearing' ",60
2012 ,"'B6 - Aural and Oral Sciences' ","'UK' ","'Direct Clearing' ",5
2012 ,"'B6 - Aural and Oral Sciences' ","'UK' ","'RPA' ",5
2012 ,"'B6 - Aural and Oral Sciences' ","'EU (excluding UK)' ","'Firm choice' ",20
2012 ,"'B6 - Aural and Oral Sciences' ","'Not EU' ","'Firm choice' ",15
2012 ,"'B7 - Nursing' ","'UK' ","'Firm choice' ",19470
2012 ,"'B7 - Nursing' ","'UK' ","'Insurance choice' ",350
2012 ,"'B7 - Nursing' ","'UK' ","'Other main scheme choice' ",600
2012 ,"'B7 - Nursing' ","'UK' ","'Extra' ",805
2012 ,"'B7 - Nursing' ","'UK' ","'Main scheme Clearing' ",1600
2012 ,"'B7 - Nursing' ","'UK' ","'Direct Clearing' ",280
2012 ,"'B7 - Nursing' ","'UK' ","'RPA' ",205
2012 ,"'B7 - Nursing' ","'EU (excluding UK)' ","'Firm choice' ",355
2012 ,"'B7 - Nursing' ","'EU (excluding UK)' ","'Insurance choice' ",5
2012 ,"'B7 - Nursing' ","'EU (excluding UK)' ","'Other main scheme choice' ",25
2012 ,"'B7 - Nursing' ","'EU (excluding UK)' ","'Extra' ",25
2012 ,"'B7 - Nursing' ","'EU (excluding UK)' ","'Main scheme Clearing' ",35
2012 ,"'B7 - Nursing' ","'EU (excluding UK)' ","'Direct Clearing' ",10
2012 ,"'B7 - Nursing' ","'EU (excluding UK)' ","'RPA' ",5
2012 ,"'B7 - Nursing' ","'Not EU' ","'Firm choice' ",55
2012 ,"'B7 - Nursing' ","'Not EU' ","'Other main scheme choice' ",5
2012 ,"'B7 - Nursing' ","'Not EU' ","'Extra' ",5
2012 ,"'B7 - Nursing' ","'Not EU' ","'Main scheme Clearing' ",5
2012 ,"'B8 - Medical Technology' ","'UK' ","'Firm choice' ",1335
2012 ,"'B8 - Medical Technology' ","'UK' ","'Insurance choice' ",70
2012 ,"'B8 - Medical Technology' ","'UK' ","'Other main scheme choice' ",30
2012 ,"'B8 - Medical Technology' ","'UK' ","'Extra' ",45
2012 ,"'B8 - Medical Technology' ","'UK' ","'Main scheme Clearing' ",145
2012 ,"'B8 - Medical Technology' ","'UK' ","'Direct Clearing' ",20
2012 ,"'B8 - Medical Technology' ","'UK' ","'RPA' ",20
2012 ,"'B8 - Medical Technology' ","'EU (excluding UK)' ","'Firm choice' ",85
2012 ,"'B8 - Medical Technology' ","'EU (excluding UK)' ","'Insurance choice' ",5
2012 ,"'B8 - Medical Technology' ","'EU (excluding UK)' ","'Extra' ",5
2012 ,"'B8 - Medical Technology' ","'EU (excluding UK)' ","'Main scheme Clearing' ",5
2012 ,"'B8 - Medical Technology' ","'EU (excluding UK)' ","'Direct Clearing' ",5
2012 ,"'B8 - Medical Technology' ","'Not EU' ","'Firm choice' ",25
2012 ,"'B8 - Medical Technology' ","'Not EU' ","'Insurance choice' ",5
2012 ,"'B9 - Others in Subjects allied to Medicine' ","'UK' ","'Firm choice' ",5565
2012 ,"'B9 - Others in Subjects allied to Medicine' ","'UK' ","'Insurance choice' ",600
2012 ,"'B9 - Others in Subjects allied to Medicine' ","'UK' ","'Other main scheme choice' ",190
2012 ,"'B9 - Others in Subjects allied to Medicine' ","'UK' ","'Extra' ",315
2012 ,"'B9 - Others in Subjects allied to Medicine' ","'UK' ","'Adjustment' ",15
2012 ,"'B9 - Others in Subjects allied to Medicine' ","'UK' ","'Main scheme Clearing' ",1280
2012 ,"'B9 - Others in Subjects allied to Medicine' ","'UK' ","'Direct Clearing' ",195
2012 ,"'B9 - Others in Subjects allied to Medicine' ","'UK' ","'RPA' ",280
2012 ,"'B9 - Others in Subjects allied to Medicine' ","'EU (excluding UK)' ","'Firm choice' ",255
2012 ,"'B9 - Others in Subjects allied to Medicine' ","'EU (excluding UK)' ","'Insurance choice' ",20
2012 ,"'B9 - Others in Subjects allied to Medicine' ","'EU (excluding UK)' ","'Other main scheme choice' ",5
2012 ,"'B9 - Others in Subjects allied to Medicine' ","'EU (excluding UK)' ","'Extra' ",15
2012 ,"'B9 - Others in Subjects allied to Medicine' ","'EU (excluding UK)' ","'Main scheme Clearing' ",20
2012 ,"'B9 - Others in Subjects allied to Medicine' ","'EU (excluding UK)' ","'Direct Clearing' ",5
2012 ,"'B9 - Others in Subjects allied to Medicine' ","'EU (excluding UK)' ","'RPA' ",5
2012 ,"'B9 - Others in Subjects allied to Medicine' ","'Not EU' ","'Firm choice' ",250
2012 ,"'B9 - Others in Subjects allied to Medicine' ","'Not EU' ","'Insurance choice' ",35
2012 ,"'B9 - Others in Subjects allied to Medicine' ","'Not EU' ","'Other main scheme choice' ",15
2012 ,"'B9 - Others in Subjects allied to Medicine' ","'Not EU' ","'Extra' ",15
2012 ,"'B9 - Others in Subjects allied to Medicine' ","'Not EU' ","'Main scheme Clearing' ",40
2012 ,"'B9 - Others in Subjects allied to Medicine' ","'Not EU' ","'Direct Clearing' ",10
2012 ,"'B9 - Others in Subjects allied to Medicine' ","'Not EU' ","'RPA' ",50
2012 ,"'BB - Combinations within Subjects allied to Medicine' ","'UK' ","'Firm choice' ",130
2012 ,"'BB - Combinations within Subjects allied to Medicine' ","'UK' ","'Insurance choice' ",15
2012 ,"'BB - Combinations within Subjects allied to Medicine' ","'UK' ","'Other main scheme choice' ",5
2012 ,"'BB - Combinations within Subjects allied to Medicine' ","'UK' ","'Extra' ",15
2012 ,"'BB - Combinations within Subjects allied to Medicine' ","'UK' ","'Main scheme Clearing' ",55
2012 ,"'BB - Combinations within Subjects allied to Medicine' ","'UK' ","'Direct Clearing' ",10
2012 ,"'BB - Combinations within Subjects allied to Medicine' ","'UK' ","'RPA' ",5
2012 ,"'BB - Combinations within Subjects allied to Medicine' ","'EU (excluding UK)' ","'Firm choice' ",10
2012 ,"'BB - Combinations within Subjects allied to Medicine' ","'Not EU' ","'Firm choice' ",5
2012 ,"'C1 - Biology' ","'UK' ","'Firm choice' ",3480
2012 ,"'C1 - Biology' ","'UK' ","'Insurance choice' ",540
2012 ,"'C1 - Biology' ","'UK' ","'Other main scheme choice' ",45
2012 ,"'C1 - Biology' ","'UK' ","'Extra' ",80
2012 ,"'C1 - Biology' ","'UK' ","'Adjustment' ",15
2012 ,"'C1 - Biology' ","'UK' ","'Main scheme Clearing' ",615
2012 ,"'C1 - Biology' ","'UK' ","'Direct Clearing' ",85
2012 ,"'C1 - Biology' ","'UK' ","'RPA' ",50
2012 ,"'C1 - Biology' ","'EU (excluding UK)' ","'Firm choice' ",220
2012 ,"'C1 - Biology' ","'EU (excluding UK)' ","'Insurance choice' ",25
2012 ,"'C1 - Biology' ","'EU (excluding UK)' ","'Other main scheme choice' ",10
2012 ,"'C1 - Biology' ","'EU (excluding UK)' ","'Extra' ",10
2012 ,"'C1 - Biology' ","'EU (excluding UK)' ","'Main scheme Clearing' ",15
2012 ,"'C1 - Biology' ","'EU (excluding UK)' ","'Direct Clearing' ",5
2012 ,"'C1 - Biology' ","'EU (excluding UK)' ","'RPA' ",5
2012 ,"'C1 - Biology' ","'Not EU' ","'Firm choice' ",170
2012 ,"'C1 - Biology' ","'Not EU' ","'Insurance choice' ",15
2012 ,"'C1 - Biology' ","'Not EU' ","'Other main scheme choice' ",10
2012 ,"'C1 - Biology' ","'Not EU' ","'Main scheme Clearing' ",20
2012 ,"'C1 - Biology' ","'Not EU' ","'Direct Clearing' ",10
2012 ,"'C1 - Biology' ","'Not EU' ","'RPA' ",10
2012 ,"'C2 - Botany' ","'UK' ","'Firm choice' ",20
2012 ,"'C2 - Botany' ","'UK' ","'Insurance choice' ",5
2012 ,"'C2 - Botany' ","'UK' ","'Main scheme Clearing' ",5
2012 ,"'C2 - Botany' ","'Not EU' ","'Firm choice' ",5
2012 ,"'C3 - Zoology' ","'UK' ","'Firm choice' ",1175
2012 ,"'C3 - Zoology' ","'UK' ","'Insurance choice' ",130
2012 ,"'C3 - Zoology' ","'UK' ","'Other main scheme choice' ",5
2012 ,"'C3 - Zoology' ","'UK' ","'Extra' ",20
2012 ,"'C3 - Zoology' ","'UK' ","'Main scheme Clearing' ",125
2012 ,"'C3 - Zoology' ","'UK' ","'Direct Clearing' ",10
2012 ,"'C3 - Zoology' ","'UK' ","'RPA' ",15
2012 ,"'C3 - Zoology' ","'EU (excluding UK)' ","'Firm choice' ",40
2012 ,"'C3 - Zoology' ","'EU (excluding UK)' ","'Insurance choice' ",5
2012 ,"'C3 - Zoology' ","'Not EU' ","'Firm choice' ",30
2012 ,"'C4 - Genetics' ","'UK' ","'Firm choice' ",235
2012 ,"'C4 - Genetics' ","'UK' ","'Insurance choice' ",30
2012 ,"'C4 - Genetics' ","'UK' ","'Extra' ",5
2012 ,"'C4 - Genetics' ","'UK' ","'Main scheme Clearing' ",55
2012 ,"'C4 - Genetics' ","'UK' ","'Direct Clearing' ",5
2012 ,"'C4 - Genetics' ","'UK' ","'RPA' ",5
2012 ,"'C4 - Genetics' ","'EU (excluding UK)' ","'Firm choice' ",60
2012 ,"'C4 - Genetics' ","'EU (excluding UK)' ","'Insurance choice' ",5
2012 ,"'C4 - Genetics' ","'EU (excluding UK)' ","'Main scheme Clearing' ",5
2012 ,"'C4 - Genetics' ","'Not EU' ","'Firm choice' ",30
2012 ,"'C4 - Genetics' ","'Not EU' ","'Main scheme Clearing' ",5
2012 ,"'C5 - Microbiology' ","'UK' ","'Firm choice' ",220
2012 ,"'C5 - Microbiology' ","'UK' ","'Insurance choice' ",30
2012 ,"'C5 - Microbiology' ","'UK' ","'Extra' ",5
2012 ,"'C5 - Microbiology' ","'UK' ","'Main scheme Clearing' ",25
2012 ,"'C5 - Microbiology' ","'UK' ","'Direct Clearing' ",5
2012 ,"'C5 - Microbiology' ","'UK' ","'RPA' ",5
2012 ,"'C5 - Microbiology' ","'EU (excluding UK)' ","'Firm choice' ",15
2012 ,"'C5 - Microbiology' ","'EU (excluding UK)' ","'Insurance choice' ",5
2012 ,"'C5 - Microbiology' ","'Not EU' ","'Firm choice' ",15
2012 ,"'C5 - Microbiology' ","'Not EU' ","'Other main scheme choice' ",5
2012 ,"'C5 - Microbiology' ","'Not EU' ","'Main scheme Clearing' ",5
2012 ,"'C6 - Sport and Exercise Science' ","'UK' ","'Firm choice' ",7940
2012 ,"'C6 - Sport and Exercise Science' ","'UK' ","'Insurance choice' ",560
2012 ,"'C6 - Sport and Exercise Science' ","'UK' ","'Other main scheme choice' ",175
2012 ,"'C6 - Sport and Exercise Science' ","'UK' ","'Extra' ",215
2012 ,"'C6 - Sport and Exercise Science' ","'UK' ","'Adjustment' ",10
2012 ,"'C6 - Sport and Exercise Science' ","'UK' ","'Main scheme Clearing' ",955
2012 ,"'C6 - Sport and Exercise Science' ","'UK' ","'Direct Clearing' ",365
2012 ,"'C6 - Sport and Exercise Science' ","'UK' ","'RPA' ",320
2012 ,"'C6 - Sport and Exercise Science' ","'EU (excluding UK)' ","'Firm choice' ",145
2012 ,"'C6 - Sport and Exercise Science' ","'EU (excluding UK)' ","'Insurance choice' ",20
2012 ,"'C6 - Sport and Exercise Science' ","'EU (excluding UK)' ","'Other main scheme choice' ",10
2012 ,"'C6 - Sport and Exercise Science' ","'EU (excluding UK)' ","'Extra' ",5
2012 ,"'C6 - Sport and Exercise Science' ","'EU (excluding UK)' ","'Main scheme Clearing' ",20
2012 ,"'C6 - Sport and Exercise Science' ","'EU (excluding UK)' ","'Direct Clearing' ",5
2012 ,"'C6 - Sport and Exercise Science' ","'EU (excluding UK)' ","'RPA' ",10
2012 ,"'C6 - Sport and Exercise Science' ","'Not EU' ","'Firm choice' ",80
2012 ,"'C6 - Sport and Exercise Science' ","'Not EU' ","'Insurance choice' ",5
2012 ,"'C6 - Sport and Exercise Science' ","'Not EU' ","'Other main scheme choice' ",10
2012 ,"'C6 - Sport and Exercise Science' ","'Not EU' ","'Main scheme Clearing' ",20
2012 ,"'C6 - Sport and Exercise Science' ","'Not EU' ","'Direct Clearing' ",5
2012 ,"'C6 - Sport and Exercise Science' ","'Not EU' ","'RPA' ",10
2012 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'UK' ","'Firm choice' ",1895
2012 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'UK' ","'Insurance choice' ",300
2012 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'UK' ","'Other main scheme choice' ",15
2012 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'UK' ","'Extra' ",55
2012 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'UK' ","'Adjustment' ",15
2012 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'UK' ","'Main scheme Clearing' ",425
