"Statistic:   Number of Acceptances"
"Variables:   Provider Country 2016 , Applicant Domicile (High Level) , Acceptance Route , Cycle Year"
"Coverage:   UK domiciled"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_006_07.pdf"
 
Cycle Year,Provider Country 2016 , Applicant Domicile (High Level) , Acceptance Route,Number of Acceptances,
2006 ,"'England' ","'England' ","'Firm choice' ",204910
2014 ,"'Wales' ","'England' ","'Other main scheme choice' ",125
2014 ,"'Wales' ","'England' ","'Extra' ",100
2014 ,"'Wales' ","'England' ","'Adjustment' ",20
2014 ,"'Wales' ","'England' ","'Main scheme Clearing' ",1515
2014 ,"'Wales' ","'England' ","'Direct Clearing' ",180
2014 ,"'Wales' ","'England' ","'RPA' ",140
2014 ,"'Wales' ","'Northern Ireland' ","'Firm choice' ",105
2014 ,"'Wales' ","'Northern Ireland' ","'Insurance choice' ",15
2014 ,"'Wales' ","'Northern Ireland' ","'Extra' ",5
2014 ,"'Wales' ","'Northern Ireland' ","'Main scheme Clearing' ",25
2014 ,"'Wales' ","'Scotland' ","'Firm choice' ",35
2014 ,"'Wales' ","'Scotland' ","'Other main scheme choice' ",5
2014 ,"'Wales' ","'Scotland' ","'Extra' ",5
2014 ,"'Wales' ","'Scotland' ","'Main scheme Clearing' ",15
2014 ,"'Wales' ","'Wales' ","'Firm choice' ",8755
2014 ,"'Wales' ","'Wales' ","'Insurance choice' ",580
2014 ,"'Wales' ","'Wales' ","'Other main scheme choice' ",330
2014 ,"'Wales' ","'Wales' ","'Extra' ",165
2014 ,"'Wales' ","'Wales' ","'Adjustment' ",15
2014 ,"'Wales' ","'Wales' ","'Main scheme Clearing' ",915
2014 ,"'Wales' ","'Wales' ","'Direct Clearing' ",440
2014 ,"'Wales' ","'Wales' ","'RPA' ",750
2015 ,"'England' ","'England' ","'Firm choice' ",269750
2015 ,"'England' ","'England' ","'Insurance choice' ",27245
2015 ,"'England' ","'England' ","'Other main scheme choice' ",9075
2015 ,"'England' ","'England' ","'Extra' ",5665
2015 ,"'England' ","'England' ","'Adjustment' ",925
2015 ,"'England' ","'England' ","'Main scheme Clearing' ",38575
2015 ,"'England' ","'England' ","'Direct Clearing' ",12730
2015 ,"'England' ","'England' ","'RPA' ",14800
2015 ,"'England' ","'Northern Ireland' ","'Firm choice' ",2900
2015 ,"'England' ","'Northern Ireland' ","'Insurance choice' ",360
2015 ,"'England' ","'Northern Ireland' ","'Other main scheme choice' ",25
2015 ,"'England' ","'Northern Ireland' ","'Extra' ",70
2015 ,"'England' ","'Northern Ireland' ","'Adjustment' ",5
2015 ,"'England' ","'Northern Ireland' ","'Main scheme Clearing' ",435
2015 ,"'England' ","'Northern Ireland' ","'Direct Clearing' ",50
2015 ,"'England' ","'Northern Ireland' ","'RPA' ",40
2015 ,"'England' ","'Scotland' ","'Firm choice' ",1255
2015 ,"'England' ","'Scotland' ","'Insurance choice' ",85
2015 ,"'England' ","'Scotland' ","'Other main scheme choice' ",45
2015 ,"'England' ","'Scotland' ","'Extra' ",40
2015 ,"'England' ","'Scotland' ","'Main scheme Clearing' ",180
2015 ,"'England' ","'Scotland' ","'Direct Clearing' ",40
2015 ,"'England' ","'Scotland' ","'RPA' ",30
2015 ,"'England' ","'Wales' ","'Firm choice' ",6730
2015 ,"'England' ","'Wales' ","'Insurance choice' ",615
2015 ,"'England' ","'Wales' ","'Other main scheme choice' ",105
2015 ,"'England' ","'Wales' ","'Extra' ",100
2015 ,"'England' ","'Wales' ","'Adjustment' ",10
2015 ,"'England' ","'Wales' ","'Main scheme Clearing' ",600
2015 ,"'England' ","'Wales' ","'Direct Clearing' ",150
2015 ,"'England' ","'Wales' ","'RPA' ",65
2015 ,"'Northern Ireland' ","'England' ","'Firm choice' ",500
2015 ,"'Northern Ireland' ","'England' ","'Insurance choice' ",40
2015 ,"'Northern Ireland' ","'England' ","'Extra' ",5
2015 ,"'Northern Ireland' ","'England' ","'Main scheme Clearing' ",30
2015 ,"'Northern Ireland' ","'England' ","'Direct Clearing' ",50
2015 ,"'Northern Ireland' ","'Northern Ireland' ","'Firm choice' ",7150
2015 ,"'Northern Ireland' ","'Northern Ireland' ","'Insurance choice' ",1175
2015 ,"'Northern Ireland' ","'Northern Ireland' ","'Other main scheme choice' ",60
2015 ,"'Northern Ireland' ","'Northern Ireland' ","'Extra' ",80
2015 ,"'Northern Ireland' ","'Northern Ireland' ","'Adjustment' ",25
2015 ,"'Northern Ireland' ","'Northern Ireland' ","'Main scheme Clearing' ",370
2015 ,"'Northern Ireland' ","'Northern Ireland' ","'Direct Clearing' ",40
2015 ,"'Northern Ireland' ","'Northern Ireland' ","'RPA' ",20
2015 ,"'Northern Ireland' ","'Scotland' ","'Firm choice' ",15
2015 ,"'Northern Ireland' ","'Scotland' ","'Insurance choice' ",5
2015 ,"'Northern Ireland' ","'Scotland' ","'Main scheme Clearing' ",5
2015 ,"'Northern Ireland' ","'Wales' ","'Firm choice' ",10
2015 ,"'Scotland' ","'England' ","'Firm choice' ",3475
2015 ,"'Scotland' ","'England' ","'Insurance choice' ",515
2015 ,"'Scotland' ","'England' ","'Other main scheme choice' ",35
2015 ,"'Scotland' ","'England' ","'Extra' ",45
2015 ,"'Scotland' ","'England' ","'Adjustment' ",10
2015 ,"'Scotland' ","'England' ","'Main scheme Clearing' ",405
2015 ,"'Scotland' ","'England' ","'Direct Clearing' ",45
2015 ,"'Scotland' ","'England' ","'RPA' ",25
2015 ,"'Scotland' ","'Northern Ireland' ","'Firm choice' ",775
2015 ,"'Scotland' ","'Northern Ireland' ","'Insurance choice' ",125
2015 ,"'Scotland' ","'Northern Ireland' ","'Other main scheme choice' ",5
2015 ,"'Scotland' ","'Northern Ireland' ","'Extra' ",25
2015 ,"'Scotland' ","'Northern Ireland' ","'Main scheme Clearing' ",140
2015 ,"'Scotland' ","'Northern Ireland' ","'Direct Clearing' ",10
2015 ,"'Scotland' ","'Scotland' ","'Firm choice' ",27000
2015 ,"'Scotland' ","'Scotland' ","'Insurance choice' ",1580
2015 ,"'Scotland' ","'Scotland' ","'Other main scheme choice' ",470
2015 ,"'Scotland' ","'Scotland' ","'Extra' ",375
2015 ,"'Scotland' ","'Scotland' ","'Adjustment' ",5
2015 ,"'Scotland' ","'Scotland' ","'Main scheme Clearing' ",1245
2015 ,"'Scotland' ","'Scotland' ","'Direct Clearing' ",265
2015 ,"'Scotland' ","'Scotland' ","'RPA' ",2095
2015 ,"'Scotland' ","'Wales' ","'Firm choice' ",90
2015 ,"'Scotland' ","'Wales' ","'Insurance choice' ",10
2015 ,"'Scotland' ","'Wales' ","'Main scheme Clearing' ",15
2015 ,"'Scotland' ","'Wales' ","'Direct Clearing' ",5
2015 ,"'Wales' ","'England' ","'Firm choice' ",7205
2015 ,"'Wales' ","'England' ","'Insurance choice' ",1295
2015 ,"'Wales' ","'England' ","'Other main scheme choice' ",125
2015 ,"'Wales' ","'England' ","'Extra' ",100
2015 ,"'Wales' ","'England' ","'Adjustment' ",25
2015 ,"'Wales' ","'England' ","'Main scheme Clearing' ",1415
2015 ,"'Wales' ","'England' ","'Direct Clearing' ",175
2015 ,"'Wales' ","'England' ","'RPA' ",95
2015 ,"'Wales' ","'Northern Ireland' ","'Firm choice' ",105
2015 ,"'Wales' ","'Northern Ireland' ","'Insurance choice' ",20
2015 ,"'Wales' ","'Northern Ireland' ","'Extra' ",5
2015 ,"'Wales' ","'Northern Ireland' ","'Main scheme Clearing' ",40
2015 ,"'Wales' ","'Scotland' ","'Firm choice' ",25
2015 ,"'Wales' ","'Scotland' ","'Other main scheme choice' ",5
2015 ,"'Wales' ","'Scotland' ","'Extra' ",5
2015 ,"'Wales' ","'Scotland' ","'Main scheme Clearing' ",5
2015 ,"'Wales' ","'Scotland' ","'Direct Clearing' ",5
2015 ,"'Wales' ","'Wales' ","'Firm choice' ",8715
2015 ,"'Wales' ","'Wales' ","'Insurance choice' ",585
2015 ,"'Wales' ","'Wales' ","'Other main scheme choice' ",345
2015 ,"'Wales' ","'Wales' ","'Extra' ",165
2015 ,"'Wales' ","'Wales' ","'Adjustment' ",15
2015 ,"'Wales' ","'Wales' ","'Main scheme Clearing' ",965
2015 ,"'Wales' ","'Wales' ","'Direct Clearing' ",480
2015 ,"'Wales' ","'Wales' ","'RPA' ",720
2016 ,"'England' ","'England' ","'Firm choice' ",269675
2016 ,"'England' ","'England' ","'Insurance choice' ",27220
2016 ,"'England' ","'England' ","'Other main scheme choice' ",9895
2016 ,"'England' ","'England' ","'Extra' ",5640
2016 ,"'England' ","'England' ","'Adjustment' ",710
2016 ,"'England' ","'England' ","'Main scheme Clearing' ",38830
2016 ,"'England' ","'England' ","'Direct Clearing' ",12440
2016 ,"'England' ","'England' ","'RPA' ",13895
2016 ,"'England' ","'Northern Ireland' ","'Firm choice' ",3040
2016 ,"'England' ","'Northern Ireland' ","'Insurance choice' ",410
2016 ,"'England' ","'Northern Ireland' ","'Other main scheme choice' ",25
2016 ,"'England' ","'Northern Ireland' ","'Extra' ",65
2016 ,"'England' ","'Northern Ireland' ","'Adjustment' ",5
2016 ,"'England' ","'Northern Ireland' ","'Main scheme Clearing' ",420
2016 ,"'England' ","'Northern Ireland' ","'Direct Clearing' ",45
2016 ,"'England' ","'Northern Ireland' ","'RPA' ",15
2016 ,"'England' ","'Scotland' ","'Firm choice' ",1325
2016 ,"'England' ","'Scotland' ","'Insurance choice' ",70
2016 ,"'England' ","'Scotland' ","'Other main scheme choice' ",45
2016 ,"'England' ","'Scotland' ","'Extra' ",55
2016 ,"'England' ","'Scotland' ","'Main scheme Clearing' ",175
2016 ,"'England' ","'Scotland' ","'Direct Clearing' ",40
2016 ,"'England' ","'Scotland' ","'RPA' ",65
2016 ,"'England' ","'Wales' ","'Firm choice' ",6755
2016 ,"'England' ","'Wales' ","'Insurance choice' ",590
2016 ,"'England' ","'Wales' ","'Other main scheme choice' ",135
2016 ,"'England' ","'Wales' ","'Extra' ",90
2016 ,"'England' ","'Wales' ","'Adjustment' ",5
2016 ,"'England' ","'Wales' ","'Main scheme Clearing' ",605
2016 ,"'England' ","'Wales' ","'Direct Clearing' ",140
2016 ,"'England' ","'Wales' ","'RPA' ",85
2016 ,"'Northern Ireland' ","'England' ","'Firm choice' ",215
2016 ,"'Northern Ireland' ","'England' ","'Insurance choice' ",35
2016 ,"'Northern Ireland' ","'England' ","'Other main scheme choice' ",5
2016 ,"'Northern Ireland' ","'England' ","'Extra' ",5
2016 ,"'Northern Ireland' ","'England' ","'Main scheme Clearing' ",55
2016 ,"'Northern Ireland' ","'England' ","'Direct Clearing' ",30
2016 ,"'Northern Ireland' ","'Northern Ireland' ","'Firm choice' ",7610
2016 ,"'Northern Ireland' ","'Northern Ireland' ","'Insurance choice' ",1170
2016 ,"'Northern Ireland' ","'Northern Ireland' ","'Other main scheme choice' ",50
2016 ,"'Northern Ireland' ","'Northern Ireland' ","'Extra' ",90
2016 ,"'Northern Ireland' ","'Northern Ireland' ","'Adjustment' ",20
2016 ,"'Northern Ireland' ","'Northern Ireland' ","'Main scheme Clearing' ",475
2016 ,"'Northern Ireland' ","'Northern Ireland' ","'Direct Clearing' ",60
2016 ,"'Northern Ireland' ","'Scotland' ","'Firm choice' ",10
2016 ,"'Northern Ireland' ","'Scotland' ","'Main scheme Clearing' ",5
2016 ,"'Northern Ireland' ","'Wales' ","'Firm choice' ",5
2016 ,"'Northern Ireland' ","'Wales' ","'Main scheme Clearing' ",5
2016 ,"'Scotland' ","'England' ","'Firm choice' ",3620
2016 ,"'Scotland' ","'England' ","'Insurance choice' ",500
2016 ,"'Scotland' ","'England' ","'Other main scheme choice' ",35
2016 ,"'Scotland' ","'England' ","'Extra' ",50
2016 ,"'Scotland' ","'England' ","'Adjustment' ",10
2016 ,"'Scotland' ","'England' ","'Main scheme Clearing' ",510
2016 ,"'Scotland' ","'England' ","'Direct Clearing' ",45
2016 ,"'Scotland' ","'England' ","'RPA' ",40
2016 ,"'Scotland' ","'Northern Ireland' ","'Firm choice' ",830
2016 ,"'Scotland' ","'Northern Ireland' ","'Insurance choice' ",130
2016 ,"'Scotland' ","'Northern Ireland' ","'Other main scheme choice' ",5
2016 ,"'Scotland' ","'Northern Ireland' ","'Extra' ",15
2016 ,"'Scotland' ","'Northern Ireland' ","'Main scheme Clearing' ",115
2016 ,"'Scotland' ","'Northern Ireland' ","'Direct Clearing' ",5
2016 ,"'Scotland' ","'Scotland' ","'Firm choice' ",27745
2016 ,"'Scotland' ","'Scotland' ","'Insurance choice' ",1555
2016 ,"'Scotland' ","'Scotland' ","'Other main scheme choice' ",575
2016 ,"'Scotland' ","'Scotland' ","'Extra' ",385
2016 ,"'Scotland' ","'Scotland' ","'Adjustment' ",10
2016 ,"'Scotland' ","'Scotland' ","'Main scheme Clearing' ",1185
2016 ,"'Scotland' ","'Scotland' ","'Direct Clearing' ",350
2016 ,"'Scotland' ","'Scotland' ","'RPA' ",2025
2016 ,"'Scotland' ","'Wales' ","'Firm choice' ",95
2016 ,"'Scotland' ","'Wales' ","'Insurance choice' ",20
2016 ,"'Scotland' ","'Wales' ","'Main scheme Clearing' ",10
2016 ,"'Scotland' ","'Wales' ","'Direct Clearing' ",5
2016 ,"'Wales' ","'England' ","'Firm choice' ",7195
2016 ,"'Wales' ","'England' ","'Insurance choice' ",1310
2016 ,"'Wales' ","'England' ","'Other main scheme choice' ",115
2016 ,"'Wales' ","'England' ","'Extra' ",100
2016 ,"'Wales' ","'England' ","'Adjustment' ",25
2016 ,"'Wales' ","'England' ","'Main scheme Clearing' ",1760
2016 ,"'Wales' ","'England' ","'Direct Clearing' ",185
2016 ,"'Wales' ","'England' ","'RPA' ",140
2016 ,"'Wales' ","'Northern Ireland' ","'Firm choice' ",125
2016 ,"'Wales' ","'Northern Ireland' ","'Insurance choice' ",25
2016 ,"'Wales' ","'Northern Ireland' ","'Other main scheme choice' ",5
2016 ,"'Wales' ","'Northern Ireland' ","'Main scheme Clearing' ",35
2016 ,"'Wales' ","'Northern Ireland' ","'Direct Clearing' ",5
2016 ,"'Wales' ","'Scotland' ","'Firm choice' ",25
2016 ,"'Wales' ","'Scotland' ","'Other main scheme choice' ",5
2016 ,"'Wales' ","'Scotland' ","'Extra' ",5
2016 ,"'Wales' ","'Scotland' ","'Main scheme Clearing' ",10
2016 ,"'Wales' ","'Wales' ","'Firm choice' ",8790
2016 ,"'Wales' ","'Wales' ","'Insurance choice' ",555
2016 ,"'Wales' ","'Wales' ","'Other main scheme choice' ",410
2016 ,"'Wales' ","'Wales' ","'Extra' ",170
2016 ,"'Wales' ","'Wales' ","'Adjustment' ",10
2016 ,"'Wales' ","'Wales' ","'Main scheme Clearing' ",1020
2016 ,"'Wales' ","'Wales' ","'Direct Clearing' ",405
2016 ,"'Wales' ","'Wales' ","'RPA' ",800
