"Statistic:   Number of Applications"
"Variables:   Subject Group (Summary Level) , Age Band , Sex , Cycle Year"
"Coverage:   Applications through the main scheme"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_020_03.pdf"
 
Cycle Year,Subject Group (Summary Level) , Age Band , Sex,Number of Applications,
2007 ,"'Group A Medicine and Dentistry' ","'17 and under' ","'Men' ",690
2011 ,"'Z General, other combined and unknown' ","'19' ","'Women' ",2125
2011 ,"'Z General, other combined and unknown' ","'20' ","'Men' ",640
2011 ,"'Z General, other combined and unknown' ","'20' ","'Women' ",640
2011 ,"'Z General, other combined and unknown' ","'21 and over' ","'Men' ",1120
2011 ,"'Z General, other combined and unknown' ","'21 and over' ","'Women' ",1270
2012 ,"'Group A Medicine and Dentistry' ","'17 and under' ","'Men' ",975
2012 ,"'Group A Medicine and Dentistry' ","'17 and under' ","'Women' ",1345
2012 ,"'Group A Medicine and Dentistry' ","'18' ","'Men' ",19700
2012 ,"'Group A Medicine and Dentistry' ","'18' ","'Women' ",24685
2012 ,"'Group A Medicine and Dentistry' ","'19' ","'Men' ",6100
2012 ,"'Group A Medicine and Dentistry' ","'19' ","'Women' ",7415
2012 ,"'Group A Medicine and Dentistry' ","'20' ","'Men' ",1625
2012 ,"'Group A Medicine and Dentistry' ","'20' ","'Women' ",1955
2012 ,"'Group A Medicine and Dentistry' ","'21 and over' ","'Men' ",13325
2012 ,"'Group A Medicine and Dentistry' ","'21 and over' ","'Women' ",16815
2012 ,"'Group B Subjects allied to Medicine' ","'17 and under' ","'Men' ",530
2012 ,"'Group B Subjects allied to Medicine' ","'17 and under' ","'Women' ",1980
2012 ,"'Group B Subjects allied to Medicine' ","'18' ","'Men' ",23560
2012 ,"'Group B Subjects allied to Medicine' ","'18' ","'Women' ",93335
2012 ,"'Group B Subjects allied to Medicine' ","'19' ","'Men' ",12800
2012 ,"'Group B Subjects allied to Medicine' ","'19' ","'Women' ",42850
2012 ,"'Group B Subjects allied to Medicine' ","'20' ","'Men' ",5360
2012 ,"'Group B Subjects allied to Medicine' ","'20' ","'Women' ",22260
2012 ,"'Group B Subjects allied to Medicine' ","'21 and over' ","'Men' ",33325
2012 ,"'Group B Subjects allied to Medicine' ","'21 and over' ","'Women' ",132270
2012 ,"'Group C Biological Sciences' ","'17 and under' ","'Men' ",840
2012 ,"'Group C Biological Sciences' ","'17 and under' ","'Women' ",1935
2012 ,"'Group C Biological Sciences' ","'18' ","'Men' ",53010
2012 ,"'Group C Biological Sciences' ","'18' ","'Women' ",81815
2012 ,"'Group C Biological Sciences' ","'19' ","'Men' ",19625
2012 ,"'Group C Biological Sciences' ","'19' ","'Women' ",22380
2012 ,"'Group C Biological Sciences' ","'20' ","'Men' ",6765
2012 ,"'Group C Biological Sciences' ","'20' ","'Women' ",7025
2012 ,"'Group C Biological Sciences' ","'21 and over' ","'Men' ",11470
2012 ,"'Group C Biological Sciences' ","'21 and over' ","'Women' ",13315
2012 ,"'Group D Veterinary Sciences, Agriculture and related' ","'17 and under' ","'Men' ",130
2012 ,"'Group D Veterinary Sciences, Agriculture and related' ","'17 and under' ","'Women' ",260
2012 ,"'Group D Veterinary Sciences, Agriculture and related' ","'18' ","'Men' ",4105
2012 ,"'Group D Veterinary Sciences, Agriculture and related' ","'18' ","'Women' ",10560
2012 ,"'Group D Veterinary Sciences, Agriculture and related' ","'19' ","'Men' ",1440
2012 ,"'Group D Veterinary Sciences, Agriculture and related' ","'19' ","'Women' ",3950
2012 ,"'Group D Veterinary Sciences, Agriculture and related' ","'20' ","'Men' ",420
2012 ,"'Group D Veterinary Sciences, Agriculture and related' ","'20' ","'Women' ",1365
2012 ,"'Group D Veterinary Sciences, Agriculture and related' ","'21 and over' ","'Men' ",1475
2012 ,"'Group D Veterinary Sciences, Agriculture and related' ","'21 and over' ","'Women' ",3305
2012 ,"'Group F Physical Sciences' ","'17 and under' ","'Men' ",740
2012 ,"'Group F Physical Sciences' ","'17 and under' ","'Women' ",685
2012 ,"'Group F Physical Sciences' ","'18' ","'Men' ",43845
2012 ,"'Group F Physical Sciences' ","'18' ","'Women' ",26510
2012 ,"'Group F Physical Sciences' ","'19' ","'Men' ",9725
2012 ,"'Group F Physical Sciences' ","'19' ","'Women' ",6040
2012 ,"'Group F Physical Sciences' ","'20' ","'Men' ",2645
2012 ,"'Group F Physical Sciences' ","'20' ","'Women' ",1575
2012 ,"'Group F Physical Sciences' ","'21 and over' ","'Men' ",4310
2012 ,"'Group F Physical Sciences' ","'21 and over' ","'Women' ",2420
2012 ,"'Group G Mathematical Sciences' ","'17 and under' ","'Men' ",575
2012 ,"'Group G Mathematical Sciences' ","'17 and under' ","'Women' ",480
2012 ,"'Group G Mathematical Sciences' ","'18' ","'Men' ",19005
2012 ,"'Group G Mathematical Sciences' ","'18' ","'Women' ",11875
2012 ,"'Group G Mathematical Sciences' ","'19' ","'Men' ",4840
2012 ,"'Group G Mathematical Sciences' ","'19' ","'Women' ",2940
2012 ,"'Group G Mathematical Sciences' ","'20' ","'Men' ",1405
2012 ,"'Group G Mathematical Sciences' ","'20' ","'Women' ",770
2012 ,"'Group G Mathematical Sciences' ","'21 and over' ","'Men' ",1785
2012 ,"'Group G Mathematical Sciences' ","'21 and over' ","'Women' ",785
2012 ,"'Group H Engineering' ","'17 and under' ","'Men' ",3950
2012 ,"'Group H Engineering' ","'17 and under' ","'Women' ",1095
2012 ,"'Group H Engineering' ","'18' ","'Men' ",62515
2012 ,"'Group H Engineering' ","'18' ","'Women' ",10220
2012 ,"'Group H Engineering' ","'19' ","'Men' ",22620
2012 ,"'Group H Engineering' ","'19' ","'Women' ",3900
2012 ,"'Group H Engineering' ","'20' ","'Men' ",10450
2012 ,"'Group H Engineering' ","'20' ","'Women' ",1430
2012 ,"'Group H Engineering' ","'21 and over' ","'Men' ",19015
2012 ,"'Group H Engineering' ","'21 and over' ","'Women' ",2100
2012 ,"'Group I Computer Sciences' ","'17 and under' ","'Men' ",890
2012 ,"'Group I Computer Sciences' ","'17 and under' ","'Women' ",255
2012 ,"'Group I Computer Sciences' ","'18' ","'Men' ",35415
2012 ,"'Group I Computer Sciences' ","'18' ","'Women' ",6060
2012 ,"'Group I Computer Sciences' ","'19' ","'Men' ",17390
2012 ,"'Group I Computer Sciences' ","'19' ","'Women' ",2650
2012 ,"'Group I Computer Sciences' ","'20' ","'Men' ",8795
2012 ,"'Group I Computer Sciences' ","'20' ","'Women' ",1185
2012 ,"'Group I Computer Sciences' ","'21 and over' ","'Men' ",14965
2012 ,"'Group I Computer Sciences' ","'21 and over' ","'Women' ",2325
2012 ,"'Group J Technologies' ","'17 and under' ","'Men' ",85
2012 ,"'Group J Technologies' ","'17 and under' ","'Women' ",75
2012 ,"'Group J Technologies' ","'18' ","'Men' ",3670
2012 ,"'Group J Technologies' ","'18' ","'Women' ",920
2012 ,"'Group J Technologies' ","'19' ","'Men' ",1620
2012 ,"'Group J Technologies' ","'19' ","'Women' ",470
2012 ,"'Group J Technologies' ","'20' ","'Men' ",925
2012 ,"'Group J Technologies' ","'20' ","'Women' ",205
2012 ,"'Group J Technologies' ","'21 and over' ","'Men' ",1670
2012 ,"'Group J Technologies' ","'21 and over' ","'Women' ",340
2012 ,"'Group K Architecture, Building and Planning' ","'17 and under' ","'Men' ",435
2012 ,"'Group K Architecture, Building and Planning' ","'17 and under' ","'Women' ",585
2012 ,"'Group K Architecture, Building and Planning' ","'18' ","'Men' ",12495
2012 ,"'Group K Architecture, Building and Planning' ","'18' ","'Women' ",7875
2012 ,"'Group K Architecture, Building and Planning' ","'19' ","'Men' ",5580
2012 ,"'Group K Architecture, Building and Planning' ","'19' ","'Women' ",3385
2012 ,"'Group K Architecture, Building and Planning' ","'20' ","'Men' ",2610
2012 ,"'Group K Architecture, Building and Planning' ","'20' ","'Women' ",1220
2012 ,"'Group K Architecture, Building and Planning' ","'21 and over' ","'Men' ",5180
2012 ,"'Group K Architecture, Building and Planning' ","'21 and over' ","'Women' ",2090
2012 ,"'Group L Social Studies' ","'17 and under' ","'Men' ",1750
2012 ,"'Group L Social Studies' ","'17 and under' ","'Women' ",2155
2012 ,"'Group L Social Studies' ","'18' ","'Men' ",46230
2012 ,"'Group L Social Studies' ","'18' ","'Women' ",55590
2012 ,"'Group L Social Studies' ","'19' ","'Men' ",17490
2012 ,"'Group L Social Studies' ","'19' ","'Women' ",21490
2012 ,"'Group L Social Studies' ","'20' ","'Men' ",5775
2012 ,"'Group L Social Studies' ","'20' ","'Women' ",8025
2012 ,"'Group L Social Studies' ","'21 and over' ","'Men' ",15740
2012 ,"'Group L Social Studies' ","'21 and over' ","'Women' ",41010
2012 ,"'Group M Law' ","'17 and under' ","'Men' ",895
2012 ,"'Group M Law' ","'17 and under' ","'Women' ",2080
2012 ,"'Group M Law' ","'18' ","'Men' ",21205
2012 ,"'Group M Law' ","'18' ","'Women' ",42910
2012 ,"'Group M Law' ","'19' ","'Men' ",8155
2012 ,"'Group M Law' ","'19' ","'Women' ",13480
2012 ,"'Group M Law' ","'20' ","'Men' ",3750
2012 ,"'Group M Law' ","'20' ","'Women' ",4845
2012 ,"'Group M Law' ","'21 and over' ","'Men' ",9945
2012 ,"'Group M Law' ","'21 and over' ","'Women' ",10570
2012 ,"'Group N Business and Admin studies' ","'17 and under' ","'Men' ",3265
2012 ,"'Group N Business and Admin studies' ","'17 and under' ","'Women' ",3885
2012 ,"'Group N Business and Admin studies' ","'18' ","'Men' ",74970
2012 ,"'Group N Business and Admin studies' ","'18' ","'Women' ",74225
2012 ,"'Group N Business and Admin studies' ","'19' ","'Men' ",39210
2012 ,"'Group N Business and Admin studies' ","'19' ","'Women' ",34050
2012 ,"'Group N Business and Admin studies' ","'20' ","'Men' ",17240
2012 ,"'Group N Business and Admin studies' ","'20' ","'Women' ",15730
2012 ,"'Group N Business and Admin studies' ","'21 and over' ","'Men' ",25700
2012 ,"'Group N Business and Admin studies' ","'21 and over' ","'Women' ",22900
2012 ,"'Group P Mass Communication and Documentation' ","'17 and under' ","'Men' ",120
2012 ,"'Group P Mass Communication and Documentation' ","'17 and under' ","'Women' ",390
2012 ,"'Group P Mass Communication and Documentation' ","'18' ","'Men' ",12010
2012 ,"'Group P Mass Communication and Documentation' ","'18' ","'Women' ",17845
2012 ,"'Group P Mass Communication and Documentation' ","'19' ","'Men' ",5375
2012 ,"'Group P Mass Communication and Documentation' ","'19' ","'Women' ",6500
2012 ,"'Group P Mass Communication and Documentation' ","'20' ","'Men' ",2295
2012 ,"'Group P Mass Communication and Documentation' ","'20' ","'Women' ",2445
2012 ,"'Group P Mass Communication and Documentation' ","'21 and over' ","'Men' ",3795
2012 ,"'Group P Mass Communication and Documentation' ","'21 and over' ","'Women' ",3020
2012 ,"'Group Q Linguistics, Classics and related' ","'17 and under' ","'Men' ",95
2012 ,"'Group Q Linguistics, Classics and related' ","'17 and under' ","'Women' ",575
2012 ,"'Group Q Linguistics, Classics and related' ","'18' ","'Men' ",11715
2012 ,"'Group Q Linguistics, Classics and related' ","'18' ","'Women' ",35105
2012 ,"'Group Q Linguistics, Classics and related' ","'19' ","'Men' ",3210
2012 ,"'Group Q Linguistics, Classics and related' ","'19' ","'Women' ",7035
2012 ,"'Group Q Linguistics, Classics and related' ","'20' ","'Men' ",870
2012 ,"'Group Q Linguistics, Classics and related' ","'20' ","'Women' ",1755
2012 ,"'Group Q Linguistics, Classics and related' ","'21 and over' ","'Men' ",1970
2012 ,"'Group Q Linguistics, Classics and related' ","'21 and over' ","'Women' ",3375
2012 ,"'Group R European Languages, Literature and related' ","'17 and under' ","'Men' ",75
2012 ,"'Group R European Languages, Literature and related' ","'17 and under' ","'Women' ",330
2012 ,"'Group R European Languages, Literature and related' ","'18' ","'Men' ",4715
2012 ,"'Group R European Languages, Literature and related' ","'18' ","'Women' ",12390
2012 ,"'Group R European Languages, Literature and related' ","'19' ","'Men' ",1065
2012 ,"'Group R European Languages, Literature and related' ","'19' ","'Women' ",2145
2012 ,"'Group R European Languages, Literature and related' ","'20' ","'Men' ",205
2012 ,"'Group R European Languages, Literature and related' ","'20' ","'Women' ",500
2012 ,"'Group R European Languages, Literature and related' ","'21 and over' ","'Men' ",430
2012 ,"'Group R European Languages, Literature and related' ","'21 and over' ","'Women' ",650
2012 ,"'Group T Non-European Languages, Literature and related' ","'17 and under' ","'Men' ",10
2012 ,"'Group T Non-European Languages, Literature and related' ","'17 and under' ","'Women' ",65
2012 ,"'Group T Non-European Languages, Literature and related' ","'18' ","'Men' ",1385
2012 ,"'Group T Non-European Languages, Literature and related' ","'18' ","'Women' ",2890
2012 ,"'Group T Non-European Languages, Literature and related' ","'19' ","'Men' ",475
2012 ,"'Group T Non-European Languages, Literature and related' ","'19' ","'Women' ",765
2012 ,"'Group T Non-European Languages, Literature and related' ","'20' ","'Men' ",160
2012 ,"'Group T Non-European Languages, Literature and related' ","'20' ","'Women' ",210
2012 ,"'Group T Non-European Languages, Literature and related' ","'21 and over' ","'Men' ",425
2012 ,"'Group T Non-European Languages, Literature and related' ","'21 and over' ","'Women' ",320
2012 ,"'Group V History and Philosophical studies' ","'17 and under' ","'Men' ",215
2012 ,"'Group V History and Philosophical studies' ","'17 and under' ","'Women' ",405
2012 ,"'Group V History and Philosophical studies' ","'18' ","'Men' ",26145
2012 ,"'Group V History and Philosophical studies' ","'18' ","'Women' ",29870
2012 ,"'Group V History and Philosophical studies' ","'19' ","'Men' ",6310
2012 ,"'Group V History and Philosophical studies' ","'19' ","'Women' ",5990
2012 ,"'Group V History and Philosophical studies' ","'20' ","'Men' ",1560
2012 ,"'Group V History and Philosophical studies' ","'20' ","'Women' ",1290
2012 ,"'Group V History and Philosophical studies' ","'21 and over' ","'Men' ",3090
2012 ,"'Group V History and Philosophical studies' ","'21 and over' ","'Women' ",2355
2012 ,"'Group W Creative Arts and Design' ","'17 and under' ","'Men' ",365
2012 ,"'Group W Creative Arts and Design' ","'17 and under' ","'Women' ",1220
2012 ,"'Group W Creative Arts and Design' ","'18' ","'Men' ",37045
2012 ,"'Group W Creative Arts and Design' ","'18' ","'Women' ",73560
2012 ,"'Group W Creative Arts and Design' ","'19' ","'Men' ",24405
2012 ,"'Group W Creative Arts and Design' ","'19' ","'Women' ",48900
2012 ,"'Group W Creative Arts and Design' ","'20' ","'Men' ",10880
2012 ,"'Group W Creative Arts and Design' ","'20' ","'Women' ",16445
2012 ,"'Group W Creative Arts and Design' ","'21 and over' ","'Men' ",17125
2012 ,"'Group W Creative Arts and Design' ","'21 and over' ","'Women' ",22880
2012 ,"'Group X Education' ","'17 and under' ","'Men' ",45
2012 ,"'Group X Education' ","'17 and under' ","'Women' ",225
2012 ,"'Group X Education' ","'18' ","'Men' ",7240
2012 ,"'Group X Education' ","'18' ","'Women' ",41640
2012 ,"'Group X Education' ","'19' ","'Men' ",2720
2012 ,"'Group X Education' ","'19' ","'Women' ",12580
2012 ,"'Group X Education' ","'20' ","'Men' ",1105
2012 ,"'Group X Education' ","'20' ","'Women' ",5020
2012 ,"'Group X Education' ","'21 and over' ","'Men' ",3360
2012 ,"'Group X Education' ","'21 and over' ","'Women' ",12050
2012 ,"'Y Combined arts' ","'17 and under' ","'Men' ",150
2012 ,"'Y Combined arts' ","'17 and under' ","'Women' ",480
2012 ,"'Y Combined arts' ","'18' ","'Men' ",10330
2012 ,"'Y Combined arts' ","'18' ","'Women' ",27125
2012 ,"'Y Combined arts' ","'19' ","'Men' ",3580
2012 ,"'Y Combined arts' ","'19' ","'Women' ",7125
2012 ,"'Y Combined arts' ","'20' ","'Men' ",1365
2012 ,"'Y Combined arts' ","'20' ","'Women' ",2160
2012 ,"'Y Combined arts' ","'21 and over' ","'Men' ",2860
2012 ,"'Y Combined arts' ","'21 and over' ","'Women' ",3715
2012 ,"'Y Combined sciences' ","'17 and under' ","'Men' ",385
2012 ,"'Y Combined sciences' ","'17 and under' ","'Women' ",335
2012 ,"'Y Combined sciences' ","'18' ","'Men' ",11600
2012 ,"'Y Combined sciences' ","'18' ","'Women' ",9925
2012 ,"'Y Combined sciences' ","'19' ","'Men' ",4480
2012 ,"'Y Combined sciences' ","'19' ","'Women' ",3265
2012 ,"'Y Combined sciences' ","'20' ","'Men' ",1905
2012 ,"'Y Combined sciences' ","'20' ","'Women' ",1175
2012 ,"'Y Combined sciences' ","'21 and over' ","'Men' ",3460
2012 ,"'Y Combined sciences' ","'21 and over' ","'Women' ",2360
2012 ,"'Y Combined social sciences' ","'17 and under' ","'Men' ",395
2012 ,"'Y Combined social sciences' ","'17 and under' ","'Women' ",420
2012 ,"'Y Combined social sciences' ","'18' ","'Men' ",7570
2012 ,"'Y Combined social sciences' ","'18' ","'Women' ",8525
2012 ,"'Y Combined social sciences' ","'19' ","'Men' ",3490
2012 ,"'Y Combined social sciences' ","'19' ","'Women' ",3605
2012 ,"'Y Combined social sciences' ","'20' ","'Men' ",1285
2012 ,"'Y Combined social sciences' ","'20' ","'Women' ",1230
2012 ,"'Y Combined social sciences' ","'21 and over' ","'Men' ",1900
2012 ,"'Y Combined social sciences' ","'21 and over' ","'Women' ",1675
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'17 and under' ","'Men' ",475
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'17 and under' ","'Women' ",495
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'18' ","'Men' ",24765
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'18' ","'Women' ",22315
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'19' ","'Men' ",10470
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'19' ","'Women' ",7990
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'20' ","'Men' ",4530
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'20' ","'Women' ",2915
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'21 and over' ","'Men' ",7605
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'21 and over' ","'Women' ",5915
2012 ,"'Y Social Sciences combined with Arts' ","'17 and under' ","'Men' ",365
2012 ,"'Y Social Sciences combined with Arts' ","'17 and under' ","'Women' ",780
2012 ,"'Y Social Sciences combined with Arts' ","'18' ","'Men' ",12435
2012 ,"'Y Social Sciences combined with Arts' ","'18' ","'Women' ",20230
2012 ,"'Y Social Sciences combined with Arts' ","'19' ","'Men' ",4445
2012 ,"'Y Social Sciences combined with Arts' ","'19' ","'Women' ",7325
2012 ,"'Y Social Sciences combined with Arts' ","'20' ","'Men' ",1495
2012 ,"'Y Social Sciences combined with Arts' ","'20' ","'Women' ",2590
2012 ,"'Y Social Sciences combined with Arts' ","'21 and over' ","'Men' ",2510
2012 ,"'Y Social Sciences combined with Arts' ","'21 and over' ","'Women' ",3720
2012 ,"'Z General, other combined and unknown' ","'17 and under' ","'Men' ",365
2012 ,"'Z General, other combined and unknown' ","'17 and under' ","'Women' ",515
2012 ,"'Z General, other combined and unknown' ","'18' ","'Men' ",7465
2012 ,"'Z General, other combined and unknown' ","'18' ","'Women' ",8310
2012 ,"'Z General, other combined and unknown' ","'19' ","'Men' ",2635
2012 ,"'Z General, other combined and unknown' ","'19' ","'Women' ",2755
2012 ,"'Z General, other combined and unknown' ","'20' ","'Men' ",1000
2012 ,"'Z General, other combined and unknown' ","'20' ","'Women' ",920
2012 ,"'Z General, other combined and unknown' ","'21 and over' ","'Men' ",1515
2012 ,"'Z General, other combined and unknown' ","'21 and over' ","'Women' ",1470
2013 ,"'Group A Medicine and Dentistry' ","'17 and under' ","'Men' ",940
2013 ,"'Group A Medicine and Dentistry' ","'17 and under' ","'Women' ",1455
2013 ,"'Group A Medicine and Dentistry' ","'18' ","'Men' ",19225
2013 ,"'Group A Medicine and Dentistry' ","'18' ","'Women' ",25450
2013 ,"'Group A Medicine and Dentistry' ","'19' ","'Men' ",6180
2013 ,"'Group A Medicine and Dentistry' ","'19' ","'Women' ",7830
2013 ,"'Group A Medicine and Dentistry' ","'20' ","'Men' ",1495
2013 ,"'Group A Medicine and Dentistry' ","'20' ","'Women' ",1705
2013 ,"'Group A Medicine and Dentistry' ","'21 and over' ","'Men' ",13220
2013 ,"'Group A Medicine and Dentistry' ","'21 and over' ","'Women' ",17540
2013 ,"'Group B Subjects allied to Medicine' ","'17 and under' ","'Men' ",590
2013 ,"'Group B Subjects allied to Medicine' ","'17 and under' ","'Women' ",2055
2013 ,"'Group B Subjects allied to Medicine' ","'18' ","'Men' ",22725
2013 ,"'Group B Subjects allied to Medicine' ","'18' ","'Women' ",94840
2013 ,"'Group B Subjects allied to Medicine' ","'19' ","'Men' ",13970
2013 ,"'Group B Subjects allied to Medicine' ","'19' ","'Women' ",48775
2013 ,"'Group B Subjects allied to Medicine' ","'20' ","'Men' ",5475
2013 ,"'Group B Subjects allied to Medicine' ","'20' ","'Women' ",23620
2013 ,"'Group B Subjects allied to Medicine' ","'21 and over' ","'Men' ",33500
2013 ,"'Group B Subjects allied to Medicine' ","'21 and over' ","'Women' ",138160
2013 ,"'Group C Biological Sciences' ","'17 and under' ","'Men' ",860
2013 ,"'Group C Biological Sciences' ","'17 and under' ","'Women' ",2185
2013 ,"'Group C Biological Sciences' ","'18' ","'Men' ",54310
2013 ,"'Group C Biological Sciences' ","'18' ","'Women' ",86155
2013 ,"'Group C Biological Sciences' ","'19' ","'Men' ",22665
2013 ,"'Group C Biological Sciences' ","'19' ","'Women' ",26150
2013 ,"'Group C Biological Sciences' ","'20' ","'Men' ",7595
2013 ,"'Group C Biological Sciences' ","'20' ","'Women' ",7785
2013 ,"'Group C Biological Sciences' ","'21 and over' ","'Men' ",12670
2013 ,"'Group C Biological Sciences' ","'21 and over' ","'Women' ",14600
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'17 and under' ","'Men' ",110
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'17 and under' ","'Women' ",265
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'18' ","'Men' ",4035
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'18' ","'Women' ",11230
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'19' ","'Men' ",1575
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'19' ","'Women' ",4440
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'20' ","'Men' ",680
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'20' ","'Women' ",1630
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'21 and over' ","'Men' ",1635
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'21 and over' ","'Women' ",3670
2013 ,"'Group F Physical Sciences' ","'17 and under' ","'Men' ",940
2013 ,"'Group F Physical Sciences' ","'17 and under' ","'Women' ",785
2013 ,"'Group F Physical Sciences' ","'18' ","'Men' ",45565
2013 ,"'Group F Physical Sciences' ","'18' ","'Women' ",28280
2013 ,"'Group F Physical Sciences' ","'19' ","'Men' ",11375
2013 ,"'Group F Physical Sciences' ","'19' ","'Women' ",6700
2013 ,"'Group F Physical Sciences' ","'20' ","'Men' ",2460
2013 ,"'Group F Physical Sciences' ","'20' ","'Women' ",1590
2013 ,"'Group F Physical Sciences' ","'21 and over' ","'Men' ",4405
2013 ,"'Group F Physical Sciences' ","'21 and over' ","'Women' ",2560
2013 ,"'Group G Mathematical Sciences' ","'17 and under' ","'Men' ",555
2013 ,"'Group G Mathematical Sciences' ","'17 and under' ","'Women' ",460
2013 ,"'Group G Mathematical Sciences' ","'18' ","'Men' ",19855
2013 ,"'Group G Mathematical Sciences' ","'18' ","'Women' ",12010
2013 ,"'Group G Mathematical Sciences' ","'19' ","'Men' ",5210
2013 ,"'Group G Mathematical Sciences' ","'19' ","'Women' ",3090
2013 ,"'Group G Mathematical Sciences' ","'20' ","'Men' ",1580
2013 ,"'Group G Mathematical Sciences' ","'20' ","'Women' ",845
2013 ,"'Group G Mathematical Sciences' ","'21 and over' ","'Men' ",1660
2013 ,"'Group G Mathematical Sciences' ","'21 and over' ","'Women' ",650
2013 ,"'Group H Engineering' ","'17 and under' ","'Men' ",4820
2013 ,"'Group H Engineering' ","'17 and under' ","'Women' ",1145
2013 ,"'Group H Engineering' ","'18' ","'Men' ",66215
2013 ,"'Group H Engineering' ","'18' ","'Women' ",11400
2013 ,"'Group H Engineering' ","'19' ","'Men' ",26105
2013 ,"'Group H Engineering' ","'19' ","'Women' ",4110
2013 ,"'Group H Engineering' ","'20' ","'Men' ",10040
2013 ,"'Group H Engineering' ","'20' ","'Women' ",1610
2013 ,"'Group H Engineering' ","'21 and over' ","'Men' ",18720
2013 ,"'Group H Engineering' ","'21 and over' ","'Women' ",2180
2013 ,"'Group I Computer Sciences' ","'17 and under' ","'Men' ",1210
2013 ,"'Group I Computer Sciences' ","'17 and under' ","'Women' ",320
2013 ,"'Group I Computer Sciences' ","'18' ","'Men' ",40595
2013 ,"'Group I Computer Sciences' ","'18' ","'Women' ",6660
2013 ,"'Group I Computer Sciences' ","'19' ","'Men' ",19945
2013 ,"'Group I Computer Sciences' ","'19' ","'Women' ",2835
2013 ,"'Group I Computer Sciences' ","'20' ","'Men' ",9265
2013 ,"'Group I Computer Sciences' ","'20' ","'Women' ",1145
2013 ,"'Group I Computer Sciences' ","'21 and over' ","'Men' ",15335
2013 ,"'Group I Computer Sciences' ","'21 and over' ","'Women' ",2395
2013 ,"'Group J Technologies' ","'17 and under' ","'Men' ",105
2013 ,"'Group J Technologies' ","'17 and under' ","'Women' ",55
2013 ,"'Group J Technologies' ","'18' ","'Men' ",3680
2013 ,"'Group J Technologies' ","'18' ","'Women' ",940
2013 ,"'Group J Technologies' ","'19' ","'Men' ",1700
2013 ,"'Group J Technologies' ","'19' ","'Women' ",560
2013 ,"'Group J Technologies' ","'20' ","'Men' ",805
2013 ,"'Group J Technologies' ","'20' ","'Women' ",260
2013 ,"'Group J Technologies' ","'21 and over' ","'Men' ",1580
2013 ,"'Group J Technologies' ","'21 and over' ","'Women' ",320
2013 ,"'Group K Architecture, Building and Planning' ","'17 and under' ","'Men' ",360
2013 ,"'Group K Architecture, Building and Planning' ","'17 and under' ","'Women' ",585
2013 ,"'Group K Architecture, Building and Planning' ","'18' ","'Men' ",11270
2013 ,"'Group K Architecture, Building and Planning' ","'18' ","'Women' ",7400
2013 ,"'Group K Architecture, Building and Planning' ","'19' ","'Men' ",5910
2013 ,"'Group K Architecture, Building and Planning' ","'19' ","'Women' ",3800
2013 ,"'Group K Architecture, Building and Planning' ","'20' ","'Men' ",2450
2013 ,"'Group K Architecture, Building and Planning' ","'20' ","'Women' ",1160
2013 ,"'Group K Architecture, Building and Planning' ","'21 and over' ","'Men' ",5245
2013 ,"'Group K Architecture, Building and Planning' ","'21 and over' ","'Women' ",2025
2013 ,"'Group L Social Studies' ","'17 and under' ","'Men' ",1825
2013 ,"'Group L Social Studies' ","'17 and under' ","'Women' ",2395
2013 ,"'Group L Social Studies' ","'18' ","'Men' ",47495
2013 ,"'Group L Social Studies' ","'18' ","'Women' ",59365
2013 ,"'Group L Social Studies' ","'19' ","'Men' ",18690
2013 ,"'Group L Social Studies' ","'19' ","'Women' ",23210
2013 ,"'Group L Social Studies' ","'20' ","'Men' ",5790
2013 ,"'Group L Social Studies' ","'20' ","'Women' ",7950
2013 ,"'Group L Social Studies' ","'21 and over' ","'Men' ",14650
2013 ,"'Group L Social Studies' ","'21 and over' ","'Women' ",37415
2013 ,"'Group M Law' ","'17 and under' ","'Men' ",1005
2013 ,"'Group M Law' ","'17 and under' ","'Women' ",2280
2013 ,"'Group M Law' ","'18' ","'Men' ",22415
2013 ,"'Group M Law' ","'18' ","'Women' ",44695
2013 ,"'Group M Law' ","'19' ","'Men' ",9020
