"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Detailed Level) , Applicant Domicile (Region) , Cycle Year"
"Coverage:   UK domiciled"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_027_01.pdf"
 
Cycle Year,Subject Group (Detailed Level) , Applicant Domicile (Region),Number of Acceptances,
2007 ,"'A1 - Pre-clinical Medicine' ","'North East' ",190
2010 ,"'N9 - Others in Business & Admin Studies' ","'East Midlands' ",10
2010 ,"'N9 - Others in Business & Admin Studies' ","'West Midlands' ",20
2010 ,"'N9 - Others in Business & Admin Studies' ","'East of England' ",40
2010 ,"'N9 - Others in Business & Admin Studies' ","'London' ",225
2010 ,"'N9 - Others in Business & Admin Studies' ","'South East' ",25
2010 ,"'N9 - Others in Business & Admin Studies' ","'South West' ",20
2010 ,"'N9 - Others in Business & Admin Studies' ","'Wales' ",40
2010 ,"'N9 - Others in Business & Admin Studies' ","'Scotland' ",10
2010 ,"'N9 - Others in Business & Admin Studies' ","'Northern Ireland' ",35
2010 ,"'NN - Combinations within Business & Admin Studies' ","'North East' ",200
2010 ,"'NN - Combinations within Business & Admin Studies' ","'Yorkshire and The Humber' ",750
2010 ,"'NN - Combinations within Business & Admin Studies' ","'North West' ",920
2010 ,"'NN - Combinations within Business & Admin Studies' ","'East Midlands' ",650
2010 ,"'NN - Combinations within Business & Admin Studies' ","'West Midlands' ",935
2010 ,"'NN - Combinations within Business & Admin Studies' ","'East of England' ",675
2010 ,"'NN - Combinations within Business & Admin Studies' ","'London' ",1475
2010 ,"'NN - Combinations within Business & Admin Studies' ","'South East' ",995
2010 ,"'NN - Combinations within Business & Admin Studies' ","'South West' ",395
2010 ,"'NN - Combinations within Business & Admin Studies' ","'Wales' ",325
2010 ,"'NN - Combinations within Business & Admin Studies' ","'Scotland' ",470
2010 ,"'NN - Combinations within Business & Admin Studies' ","'Northern Ireland' ",135
2010 ,"'P1 - Information Services' ","'North East' ",5
2010 ,"'P1 - Information Services' ","'Yorkshire and The Humber' ",10
2010 ,"'P1 - Information Services' ","'North West' ",5
2010 ,"'P1 - Information Services' ","'East Midlands' ",5
2010 ,"'P1 - Information Services' ","'East of England' ",10
2010 ,"'P1 - Information Services' ","'London' ",30
2010 ,"'P1 - Information Services' ","'South East' ",10
2010 ,"'P1 - Information Services' ","'Wales' ",5
2010 ,"'P2 - Publicity studies' ","'North East' ",20
2010 ,"'P2 - Publicity studies' ","'Yorkshire and The Humber' ",20
2010 ,"'P2 - Publicity studies' ","'North West' ",45
2010 ,"'P2 - Publicity studies' ","'East Midlands' ",25
2010 ,"'P2 - Publicity studies' ","'West Midlands' ",10
2010 ,"'P2 - Publicity studies' ","'East of England' ",40
2010 ,"'P2 - Publicity studies' ","'London' ",75
2010 ,"'P2 - Publicity studies' ","'South East' ",45
2010 ,"'P2 - Publicity studies' ","'South West' ",30
2010 ,"'P2 - Publicity studies' ","'Wales' ",10
2010 ,"'P2 - Publicity studies' ","'Northern Ireland' ",50
2010 ,"'P3 - Media studies' ","'North East' ",210
2010 ,"'P3 - Media studies' ","'Yorkshire and The Humber' ",440
2010 ,"'P3 - Media studies' ","'North West' ",515
2010 ,"'P3 - Media studies' ","'East Midlands' ",350
2010 ,"'P3 - Media studies' ","'West Midlands' ",345
2010 ,"'P3 - Media studies' ","'East of England' ",585
2010 ,"'P3 - Media studies' ","'London' ",950
2010 ,"'P3 - Media studies' ","'South East' ",850
2010 ,"'P3 - Media studies' ","'South West' ",305
2010 ,"'P3 - Media studies' ","'Wales' ",195
2010 ,"'P3 - Media studies' ","'Scotland' ",190
2010 ,"'P3 - Media studies' ","'Northern Ireland' ",150
2010 ,"'P4 - Publishing' ","'North East' ",5
2010 ,"'P4 - Publishing' ","'Yorkshire and The Humber' ",5
2010 ,"'P4 - Publishing' ","'North West' ",5
2010 ,"'P4 - Publishing' ","'East Midlands' ",10
2010 ,"'P4 - Publishing' ","'West Midlands' ",5
2010 ,"'P4 - Publishing' ","'East of England' ",10
2010 ,"'P4 - Publishing' ","'London' ",20
2010 ,"'P4 - Publishing' ","'South East' ",30
2010 ,"'P4 - Publishing' ","'South West' ",30
2010 ,"'P4 - Publishing' ","'Wales' ",5
2010 ,"'P4 - Publishing' ","'Scotland' ",5
2010 ,"'P5 - Journalism' ","'North East' ",160
2010 ,"'P5 - Journalism' ","'Yorkshire and The Humber' ",280
2010 ,"'P5 - Journalism' ","'North West' ",300
2010 ,"'P5 - Journalism' ","'East Midlands' ",200
2010 ,"'P5 - Journalism' ","'West Midlands' ",200
2010 ,"'P5 - Journalism' ","'East of England' ",300
2010 ,"'P5 - Journalism' ","'London' ",415
2010 ,"'P5 - Journalism' ","'South East' ",455
2010 ,"'P5 - Journalism' ","'South West' ",225
2010 ,"'P5 - Journalism' ","'Wales' ",80
2010 ,"'P5 - Journalism' ","'Scotland' ",185
2010 ,"'P5 - Journalism' ","'Northern Ireland' ",65
2010 ,"'P9 - Others in Mass Comms & Documentation' ","'Yorkshire and The Humber' ",10
2010 ,"'P9 - Others in Mass Comms & Documentation' ","'North West' ",40
2010 ,"'P9 - Others in Mass Comms & Documentation' ","'East Midlands' ",35
2010 ,"'P9 - Others in Mass Comms & Documentation' ","'West Midlands' ",85
2010 ,"'P9 - Others in Mass Comms & Documentation' ","'East of England' ",45
2010 ,"'P9 - Others in Mass Comms & Documentation' ","'London' ",65
2010 ,"'P9 - Others in Mass Comms & Documentation' ","'South East' ",65
2010 ,"'P9 - Others in Mass Comms & Documentation' ","'South West' ",30
2010 ,"'P9 - Others in Mass Comms & Documentation' ","'Wales' ",15
2010 ,"'P9 - Others in Mass Comms & Documentation' ","'Scotland' ",30
2010 ,"'P9 - Others in Mass Comms & Documentation' ","'Northern Ireland' ",60
2010 ,"'PP - Combinations within Mass Comms & Documentation' ","'North East' ",65
2010 ,"'PP - Combinations within Mass Comms & Documentation' ","'Yorkshire and The Humber' ",55
2010 ,"'PP - Combinations within Mass Comms & Documentation' ","'North West' ",85
2010 ,"'PP - Combinations within Mass Comms & Documentation' ","'East Midlands' ",55
2010 ,"'PP - Combinations within Mass Comms & Documentation' ","'West Midlands' ",95
2010 ,"'PP - Combinations within Mass Comms & Documentation' ","'East of England' ",75
2010 ,"'PP - Combinations within Mass Comms & Documentation' ","'London' ",140
2010 ,"'PP - Combinations within Mass Comms & Documentation' ","'South East' ",105
2010 ,"'PP - Combinations within Mass Comms & Documentation' ","'South West' ",85
2010 ,"'PP - Combinations within Mass Comms & Documentation' ","'Wales' ",95
2010 ,"'PP - Combinations within Mass Comms & Documentation' ","'Scotland' ",85
2010 ,"'PP - Combinations within Mass Comms & Documentation' ","'Northern Ireland' ",20
2010 ,"'Q1 - Linguistics' ","'North East' ",25
2010 ,"'Q1 - Linguistics' ","'Yorkshire and The Humber' ",50
2010 ,"'Q1 - Linguistics' ","'North West' ",100
2010 ,"'Q1 - Linguistics' ","'East Midlands' ",25
2010 ,"'Q1 - Linguistics' ","'West Midlands' ",20
2010 ,"'Q1 - Linguistics' ","'East of England' ",65
2010 ,"'Q1 - Linguistics' ","'London' ",60
2010 ,"'Q1 - Linguistics' ","'South East' ",50
2010 ,"'Q1 - Linguistics' ","'South West' ",30
2010 ,"'Q1 - Linguistics' ","'Wales' ",15
2010 ,"'Q1 - Linguistics' ","'Scotland' ",10
2010 ,"'Q1 - Linguistics' ","'Northern Ireland' ",20
2010 ,"'Q2 - Comparative Literary studies' ","'North East' ",5
2010 ,"'Q2 - Comparative Literary studies' ","'Yorkshire and The Humber' ",5
2010 ,"'Q2 - Comparative Literary studies' ","'North West' ",25
2010 ,"'Q2 - Comparative Literary studies' ","'East Midlands' ",10
2010 ,"'Q2 - Comparative Literary studies' ","'West Midlands' ",15
2010 ,"'Q2 - Comparative Literary studies' ","'East of England' ",15
2010 ,"'Q2 - Comparative Literary studies' ","'London' ",45
2010 ,"'Q2 - Comparative Literary studies' ","'South East' ",35
2010 ,"'Q2 - Comparative Literary studies' ","'South West' ",15
2010 ,"'Q2 - Comparative Literary studies' ","'Wales' ",5
2010 ,"'Q2 - Comparative Literary studies' ","'Scotland' ",15
2010 ,"'Q3 - English studies' ","'North East' ",420
2010 ,"'Q3 - English studies' ","'Yorkshire and The Humber' ",795
2010 ,"'Q3 - English studies' ","'North West' ",1155
2010 ,"'Q3 - English studies' ","'East Midlands' ",640
2010 ,"'Q3 - English studies' ","'West Midlands' ",845
2010 ,"'Q3 - English studies' ","'East of England' ",905
2010 ,"'Q3 - English studies' ","'London' ",1475
2010 ,"'Q3 - English studies' ","'South East' ",1525
2010 ,"'Q3 - English studies' ","'South West' ",800
2010 ,"'Q3 - English studies' ","'Wales' ",340
2010 ,"'Q3 - English studies' ","'Scotland' ",310
2010 ,"'Q3 - English studies' ","'Northern Ireland' ",265
2010 ,"'Q5 - Celtic studies' ","'North West' ",5
2010 ,"'Q5 - Celtic studies' ","'Wales' ",75
2010 ,"'Q5 - Celtic studies' ","'Scotland' ",25
2010 ,"'Q5 - Celtic studies' ","'Northern Ireland' ",45
2010 ,"'Q6 - Latin studies' ","'London' ",5
2010 ,"'Q8 - Classical studies' ","'North East' ",15
2010 ,"'Q8 - Classical studies' ","'Yorkshire and The Humber' ",35
2010 ,"'Q8 - Classical studies' ","'North West' ",60
2010 ,"'Q8 - Classical studies' ","'East Midlands' ",35
2010 ,"'Q8 - Classical studies' ","'West Midlands' ",40
2010 ,"'Q8 - Classical studies' ","'East of England' ",90
2010 ,"'Q8 - Classical studies' ","'London' ",195
2010 ,"'Q8 - Classical studies' ","'South East' ",215
2010 ,"'Q8 - Classical studies' ","'South West' ",75
2010 ,"'Q8 - Classical studies' ","'Wales' ",15
2010 ,"'Q8 - Classical studies' ","'Scotland' ",30
2010 ,"'Q8 - Classical studies' ","'Northern Ireland' ",10
2010 ,"'Q9 - Others in Linguistics,Classics & related' ","'East Midlands' ",5
2010 ,"'Q9 - Others in Linguistics,Classics & related' ","'East of England' ",5
2010 ,"'Q9 - Others in Linguistics,Classics & related' ","'London' ",15
2010 ,"'Q9 - Others in Linguistics,Classics & related' ","'South East' ",10
2010 ,"'Q9 - Others in Linguistics,Classics & related' ","'South West' ",10
2010 ,"'Q9 - Others in Linguistics,Classics & related' ","'Northern Ireland' ",15
2010 ,"'QQ - Combinations within Linguistics,Classics & related' ","'North East' ",25
2010 ,"'QQ - Combinations within Linguistics,Classics & related' ","'Yorkshire and The Humber' ",50
2010 ,"'QQ - Combinations within Linguistics,Classics & related' ","'North West' ",95
2010 ,"'QQ - Combinations within Linguistics,Classics & related' ","'East Midlands' ",40
2010 ,"'QQ - Combinations within Linguistics,Classics & related' ","'West Midlands' ",50
2010 ,"'QQ - Combinations within Linguistics,Classics & related' ","'East of England' ",80
2010 ,"'QQ - Combinations within Linguistics,Classics & related' ","'London' ",80
2010 ,"'QQ - Combinations within Linguistics,Classics & related' ","'South East' ",140
2010 ,"'QQ - Combinations within Linguistics,Classics & related' ","'South West' ",55
2010 ,"'QQ - Combinations within Linguistics,Classics & related' ","'Wales' ",20
2010 ,"'QQ - Combinations within Linguistics,Classics & related' ","'Scotland' ",30
2010 ,"'QQ - Combinations within Linguistics,Classics & related' ","'Northern Ireland' ",15
2010 ,"'R0 - European Langs,Lit & related: any area' ","'Yorkshire and The Humber' ",10
2010 ,"'R0 - European Langs,Lit & related: any area' ","'North West' ",5
2010 ,"'R0 - European Langs,Lit & related: any area' ","'East Midlands' ",5
2010 ,"'R0 - European Langs,Lit & related: any area' ","'West Midlands' ",10
2010 ,"'R0 - European Langs,Lit & related: any area' ","'East of England' ",10
2010 ,"'R0 - European Langs,Lit & related: any area' ","'London' ",25
2010 ,"'R0 - European Langs,Lit & related: any area' ","'South East' ",30
2010 ,"'R0 - European Langs,Lit & related: any area' ","'South West' ",15
2010 ,"'R1 - French studies' ","'North East' ",20
2010 ,"'R1 - French studies' ","'Yorkshire and The Humber' ",65
2010 ,"'R1 - French studies' ","'North West' ",85
2010 ,"'R1 - French studies' ","'East Midlands' ",50
2010 ,"'R1 - French studies' ","'West Midlands' ",50
2010 ,"'R1 - French studies' ","'East of England' ",60
2010 ,"'R1 - French studies' ","'London' ",75
2010 ,"'R1 - French studies' ","'South East' ",120
2010 ,"'R1 - French studies' ","'South West' ",60
2010 ,"'R1 - French studies' ","'Wales' ",50
2010 ,"'R1 - French studies' ","'Scotland' ",35
2010 ,"'R1 - French studies' ","'Northern Ireland' ",20
2010 ,"'R2 - German studies' ","'North East' ",10
2010 ,"'R2 - German studies' ","'Yorkshire and The Humber' ",20
2010 ,"'R2 - German studies' ","'North West' ",25
2010 ,"'R2 - German studies' ","'East Midlands' ",20
2010 ,"'R2 - German studies' ","'West Midlands' ",25
2010 ,"'R2 - German studies' ","'East of England' ",25
2010 ,"'R2 - German studies' ","'London' ",40
2010 ,"'R2 - German studies' ","'South East' ",45
2010 ,"'R2 - German studies' ","'South West' ",15
2010 ,"'R2 - German studies' ","'Wales' ",15
2010 ,"'R2 - German studies' ","'Scotland' ",15
2010 ,"'R2 - German studies' ","'Northern Ireland' ",5
2010 ,"'R3 - Italian studies' ","'Yorkshire and The Humber' ",5
2010 ,"'R3 - Italian studies' ","'North West' ",5
2010 ,"'R3 - Italian studies' ","'West Midlands' ",5
2010 ,"'R3 - Italian studies' ","'East of England' ",5
2010 ,"'R3 - Italian studies' ","'London' ",20
2010 ,"'R3 - Italian studies' ","'South East' ",10
2010 ,"'R3 - Italian studies' ","'South West' ",5
2010 ,"'R3 - Italian studies' ","'Scotland' ",5
2010 ,"'R4 - Spanish studies' ","'North East' ",10
2010 ,"'R4 - Spanish studies' ","'Yorkshire and The Humber' ",35
2010 ,"'R4 - Spanish studies' ","'North West' ",55
2010 ,"'R4 - Spanish studies' ","'East Midlands' ",25
2010 ,"'R4 - Spanish studies' ","'West Midlands' ",15
2010 ,"'R4 - Spanish studies' ","'East of England' ",25
2010 ,"'R4 - Spanish studies' ","'London' ",55
2010 ,"'R4 - Spanish studies' ","'South East' ",80
2010 ,"'R4 - Spanish studies' ","'South West' ",35
2010 ,"'R4 - Spanish studies' ","'Wales' ",10
2010 ,"'R4 - Spanish studies' ","'Scotland' ",20
2010 ,"'R4 - Spanish studies' ","'Northern Ireland' ",15
2010 ,"'R6 - Scandinavian studies' ","'Scotland' ",5
2010 ,"'R7 - Russian and East European studies' ","'Yorkshire and The Humber' ",5
2010 ,"'R7 - Russian and East European studies' ","'North West' ",10
2010 ,"'R7 - Russian and East European studies' ","'East Midlands' ",5
2010 ,"'R7 - Russian and East European studies' ","'West Midlands' ",5
2010 ,"'R7 - Russian and East European studies' ","'East of England' ",5
2010 ,"'R7 - Russian and East European studies' ","'London' ",20
2010 ,"'R7 - Russian and East European studies' ","'South East' ",10
2010 ,"'R7 - Russian and East European studies' ","'South West' ",10
2010 ,"'R7 - Russian and East European studies' ","'Wales' ",5
2010 ,"'R7 - Russian and East European studies' ","'Scotland' ",10
2010 ,"'R8 - European studies' ","'Yorkshire and The Humber' ",10
2010 ,"'R8 - European studies' ","'North West' ",5
2010 ,"'R8 - European studies' ","'East Midlands' ",5
2010 ,"'R8 - European studies' ","'West Midlands' ",5
2010 ,"'R8 - European studies' ","'London' ",20
2010 ,"'R8 - European studies' ","'South East' ",10
2010 ,"'R8 - European studies' ","'Scotland' ",10
2010 ,"'R9 - Others in European Langs,Lit and related' ","'North East' ",20
2010 ,"'R9 - Others in European Langs,Lit and related' ","'Yorkshire and The Humber' ",60
2010 ,"'R9 - Others in European Langs,Lit and related' ","'North West' ",70
2010 ,"'R9 - Others in European Langs,Lit and related' ","'East Midlands' ",45
2010 ,"'R9 - Others in European Langs,Lit and related' ","'West Midlands' ",60
2010 ,"'R9 - Others in European Langs,Lit and related' ","'East of England' ",80
2010 ,"'R9 - Others in European Langs,Lit and related' ","'London' ",105
2010 ,"'R9 - Others in European Langs,Lit and related' ","'South East' ",160
2010 ,"'R9 - Others in European Langs,Lit and related' ","'South West' ",70
2010 ,"'R9 - Others in European Langs,Lit and related' ","'Wales' ",20
2010 ,"'R9 - Others in European Langs,Lit and related' ","'Scotland' ",20
2010 ,"'R9 - Others in European Langs,Lit and related' ","'Northern Ireland' ",15
2010 ,"'RR - Combinations within European Langs,Lit and related' ","'North East' ",50
2010 ,"'RR - Combinations within European Langs,Lit and related' ","'Yorkshire and The Humber' ",105
2010 ,"'RR - Combinations within European Langs,Lit and related' ","'North West' ",205
2010 ,"'RR - Combinations within European Langs,Lit and related' ","'East Midlands' ",95
2010 ,"'RR - Combinations within European Langs,Lit and related' ","'West Midlands' ",135
2010 ,"'RR - Combinations within European Langs,Lit and related' ","'East of England' ",160
2010 ,"'RR - Combinations within European Langs,Lit and related' ","'London' ",270
2010 ,"'RR - Combinations within European Langs,Lit and related' ","'South East' ",310
2010 ,"'RR - Combinations within European Langs,Lit and related' ","'South West' ",140
2010 ,"'RR - Combinations within European Langs,Lit and related' ","'Wales' ",70
2010 ,"'RR - Combinations within European Langs,Lit and related' ","'Scotland' ",185
2010 ,"'RR - Combinations within European Langs,Lit and related' ","'Northern Ireland' ",110
2010 ,"'T1 - Chinese studies' ","'North East' ",5
2010 ,"'T1 - Chinese studies' ","'Yorkshire and The Humber' ",15
2010 ,"'T1 - Chinese studies' ","'North West' ",10
2010 ,"'T1 - Chinese studies' ","'East Midlands' ",5
2010 ,"'T1 - Chinese studies' ","'West Midlands' ",5
2010 ,"'T1 - Chinese studies' ","'East of England' ",10
2010 ,"'T1 - Chinese studies' ","'London' ",20
2010 ,"'T1 - Chinese studies' ","'South East' ",20
2010 ,"'T1 - Chinese studies' ","'South West' ",20
2010 ,"'T1 - Chinese studies' ","'Wales' ",5
2010 ,"'T1 - Chinese studies' ","'Scotland' ",10
2010 ,"'T2 - Japanese studies' ","'North East' ",5
2010 ,"'T2 - Japanese studies' ","'Yorkshire and The Humber' ",15
2010 ,"'T2 - Japanese studies' ","'North West' ",15
2010 ,"'T2 - Japanese studies' ","'East Midlands' ",10
2010 ,"'T2 - Japanese studies' ","'West Midlands' ",15
2010 ,"'T2 - Japanese studies' ","'East of England' ",20
2010 ,"'T2 - Japanese studies' ","'London' ",30
2010 ,"'T2 - Japanese studies' ","'South East' ",45
2010 ,"'T2 - Japanese studies' ","'South West' ",30
2010 ,"'T2 - Japanese studies' ","'Wales' ",5
2010 ,"'T2 - Japanese studies' ","'Scotland' ",10
2010 ,"'T3 - South Asian studies' ","'North West' ",5
2010 ,"'T3 - South Asian studies' ","'West Midlands' ",5
2010 ,"'T3 - South Asian studies' ","'East of England' ",5
2010 ,"'T3 - South Asian studies' ","'London' ",10
2010 ,"'T3 - South Asian studies' ","'South East' ",5
2010 ,"'T3 - South Asian studies' ","'South West' ",5
2010 ,"'T4 - Other Asian studies' ","'North West' ",5
2010 ,"'T4 - Other Asian studies' ","'London' ",5
2010 ,"'T4 - Other Asian studies' ","'South East' ",5
2010 ,"'T5 - African studies' ","'London' ",5
2010 ,"'T6 - Modern Middle Eastern studies' ","'Yorkshire and The Humber' ",5
2010 ,"'T6 - Modern Middle Eastern studies' ","'North West' ",15
2010 ,"'T6 - Modern Middle Eastern studies' ","'East Midlands' ",5
2010 ,"'T6 - Modern Middle Eastern studies' ","'West Midlands' ",5
2010 ,"'T6 - Modern Middle Eastern studies' ","'East of England' ",5
2010 ,"'T6 - Modern Middle Eastern studies' ","'London' ",35
2010 ,"'T6 - Modern Middle Eastern studies' ","'South East' ",15
2010 ,"'T6 - Modern Middle Eastern studies' ","'South West' ",10
2010 ,"'T7 - American studies' ","'North East' ",10
2010 ,"'T7 - American studies' ","'Yorkshire and The Humber' ",25
2010 ,"'T7 - American studies' ","'North West' ",45
2010 ,"'T7 - American studies' ","'East Midlands' ",55
2010 ,"'T7 - American studies' ","'West Midlands' ",30
2010 ,"'T7 - American studies' ","'East of England' ",70
2010 ,"'T7 - American studies' ","'London' ",95
2010 ,"'T7 - American studies' ","'South East' ",130
2010 ,"'T7 - American studies' ","'South West' ",40
2010 ,"'T7 - American studies' ","'Wales' ",15
2010 ,"'T7 - American studies' ","'Scotland' ",5
2010 ,"'T9 - Others in non-European Langs, Lit & related' ","'North East' ",20
2010 ,"'T9 - Others in non-European Langs, Lit & related' ","'Yorkshire and The Humber' ",30
2010 ,"'T9 - Others in non-European Langs, Lit & related' ","'North West' ",35
2010 ,"'T9 - Others in non-European Langs, Lit & related' ","'East Midlands' ",30
2010 ,"'T9 - Others in non-European Langs, Lit & related' ","'West Midlands' ",10
2010 ,"'T9 - Others in non-European Langs, Lit & related' ","'East of England' ",25
2010 ,"'T9 - Others in non-European Langs, Lit & related' ","'London' ",20
2010 ,"'T9 - Others in non-European Langs, Lit & related' ","'South East' ",25
2010 ,"'T9 - Others in non-European Langs, Lit & related' ","'South West' ",15
2010 ,"'T9 - Others in non-European Langs, Lit & related' ","'Scotland' ",20
2010 ,"'T9 - Others in non-European Langs, Lit & related' ","'Northern Ireland' ",5
2010 ,"'TT - Combinations within non-European Langs & related' ","'Yorkshire and The Humber' ",5
2010 ,"'TT - Combinations within non-European Langs & related' ","'North West' ",5
2010 ,"'TT - Combinations within non-European Langs & related' ","'East Midlands' ",5
2010 ,"'TT - Combinations within non-European Langs & related' ","'West Midlands' ",5
2010 ,"'TT - Combinations within non-European Langs & related' ","'East of England' ",5
2010 ,"'TT - Combinations within non-European Langs & related' ","'London' ",10
2010 ,"'TT - Combinations within non-European Langs & related' ","'South East' ",15
2010 ,"'TT - Combinations within non-European Langs & related' ","'South West' ",5
2010 ,"'V1 - History by Period' ","'North East' ",325
2010 ,"'V1 - History by Period' ","'Yorkshire and The Humber' ",565
2010 ,"'V1 - History by Period' ","'North West' ",880
2010 ,"'V1 - History by Period' ","'East Midlands' ",535
2010 ,"'V1 - History by Period' ","'West Midlands' ",585
2010 ,"'V1 - History by Period' ","'East of England' ",950
2010 ,"'V1 - History by Period' ","'London' ",1235
2010 ,"'V1 - History by Period' ","'South East' ",1455
2010 ,"'V1 - History by Period' ","'South West' ",715
2010 ,"'V1 - History by Period' ","'Wales' ",425
2010 ,"'V1 - History by Period' ","'Scotland' ",340
2010 ,"'V1 - History by Period' ","'Northern Ireland' ",210
2010 ,"'V2 - History by Area' ","'Yorkshire and The Humber' ",5
2010 ,"'V2 - History by Area' ","'North West' ",5
2010 ,"'V2 - History by Area' ","'East Midlands' ",5
2010 ,"'V2 - History by Area' ","'West Midlands' ",10
2010 ,"'V2 - History by Area' ","'East of England' ",10
2010 ,"'V2 - History by Area' ","'London' ",20
2010 ,"'V2 - History by Area' ","'South East' ",15
2010 ,"'V2 - History by Area' ","'South West' ",5
2010 ,"'V2 - History by Area' ","'Wales' ",5
2010 ,"'V2 - History by Area' ","'Scotland' ",25
2010 ,"'V2 - History by Area' ","'Northern Ireland' ",35
2010 ,"'V3 - History by Topic' ","'North East' ",15
2010 ,"'V3 - History by Topic' ","'Yorkshire and The Humber' ",45
2010 ,"'V3 - History by Topic' ","'North West' ",80
2010 ,"'V3 - History by Topic' ","'East Midlands' ",50
2010 ,"'V3 - History by Topic' ","'West Midlands' ",60
2010 ,"'V3 - History by Topic' ","'East of England' ",175
2010 ,"'V3 - History by Topic' ","'London' ",265
2010 ,"'V3 - History by Topic' ","'South East' ",255
2010 ,"'V3 - History by Topic' ","'South West' ",115
2010 ,"'V3 - History by Topic' ","'Wales' ",35
2010 ,"'V3 - History by Topic' ","'Scotland' ",50
2010 ,"'V3 - History by Topic' ","'Northern Ireland' ",5
2010 ,"'V4 - Archaeology' ","'North East' ",25
2010 ,"'V4 - Archaeology' ","'Yorkshire and The Humber' ",55
2010 ,"'V4 - Archaeology' ","'North West' ",70
2010 ,"'V4 - Archaeology' ","'East Midlands' ",30
2010 ,"'V4 - Archaeology' ","'West Midlands' ",35
2010 ,"'V4 - Archaeology' ","'East of England' ",60
2010 ,"'V4 - Archaeology' ","'London' ",45
2010 ,"'V4 - Archaeology' ","'South East' ",75
2010 ,"'V4 - Archaeology' ","'South West' ",55
2010 ,"'V4 - Archaeology' ","'Wales' ",5
2010 ,"'V4 - Archaeology' ","'Scotland' ",15
2010 ,"'V4 - Archaeology' ","'Northern Ireland' ",25
2010 ,"'V5 - Philosophy' ","'North East' ",40
2010 ,"'V5 - Philosophy' ","'Yorkshire and The Humber' ",85
2010 ,"'V5 - Philosophy' ","'North West' ",145
2010 ,"'V5 - Philosophy' ","'East Midlands' ",95
2010 ,"'V5 - Philosophy' ","'West Midlands' ",125
2010 ,"'V5 - Philosophy' ","'East of England' ",190
2010 ,"'V5 - Philosophy' ","'London' ",310
2010 ,"'V5 - Philosophy' ","'South East' ",295
2010 ,"'V5 - Philosophy' ","'South West' ",140
2010 ,"'V5 - Philosophy' ","'Wales' ",30
2010 ,"'V5 - Philosophy' ","'Scotland' ",55
2010 ,"'V5 - Philosophy' ","'Northern Ireland' ",15
2010 ,"'V6 - Theology and Religious studies' ","'North East' ",30
2010 ,"'V6 - Theology and Religious studies' ","'Yorkshire and The Humber' ",125
2010 ,"'V6 - Theology and Religious studies' ","'North West' ",150
2010 ,"'V6 - Theology and Religious studies' ","'East Midlands' ",60
2010 ,"'V6 - Theology and Religious studies' ","'West Midlands' ",100
2010 ,"'V6 - Theology and Religious studies' ","'East of England' ",105
2010 ,"'V6 - Theology and Religious studies' ","'London' ",225
2010 ,"'V6 - Theology and Religious studies' ","'South East' ",180
2010 ,"'V6 - Theology and Religious studies' ","'South West' ",90
2010 ,"'V6 - Theology and Religious studies' ","'Wales' ",90
2010 ,"'V6 - Theology and Religious studies' ","'Scotland' ",70
2010 ,"'V6 - Theology and Religious studies' ","'Northern Ireland' ",55
2010 ,"'V9 - Others in Hist & Philosophical studies' ","'North East' ",10
2010 ,"'V9 - Others in Hist & Philosophical studies' ","'Yorkshire and The Humber' ",10
2010 ,"'V9 - Others in Hist & Philosophical studies' ","'North West' ",10
2010 ,"'V9 - Others in Hist & Philosophical studies' ","'East Midlands' ",10
2010 ,"'V9 - Others in Hist & Philosophical studies' ","'West Midlands' ",5
2010 ,"'V9 - Others in Hist & Philosophical studies' ","'East of England' ",20
2010 ,"'V9 - Others in Hist & Philosophical studies' ","'London' ",20
2010 ,"'V9 - Others in Hist & Philosophical studies' ","'South East' ",25
2010 ,"'V9 - Others in Hist & Philosophical studies' ","'South West' ",15
2010 ,"'V9 - Others in Hist & Philosophical studies' ","'Wales' ",5
2010 ,"'V9 - Others in Hist & Philosophical studies' ","'Scotland' ",15
2010 ,"'VV - Combinations within Hist & Philosophical studies' ","'North East' ",35
2010 ,"'VV - Combinations within Hist & Philosophical studies' ","'Yorkshire and The Humber' ",50
2010 ,"'VV - Combinations within Hist & Philosophical studies' ","'North West' ",155
2010 ,"'VV - Combinations within Hist & Philosophical studies' ","'East Midlands' ",70
2010 ,"'VV - Combinations within Hist & Philosophical studies' ","'West Midlands' ",120
2010 ,"'VV - Combinations within Hist & Philosophical studies' ","'East of England' ",105
2010 ,"'VV - Combinations within Hist & Philosophical studies' ","'London' ",160
2010 ,"'VV - Combinations within Hist & Philosophical studies' ","'South East' ",190
2010 ,"'VV - Combinations within Hist & Philosophical studies' ","'South West' ",125
2010 ,"'VV - Combinations within Hist & Philosophical studies' ","'Wales' ",60
2010 ,"'VV - Combinations within Hist & Philosophical studies' ","'Scotland' ",80
2010 ,"'VV - Combinations within Hist & Philosophical studies' ","'Northern Ireland' ",40
2010 ,"'W0 - Creative Arts & Design: any area' ","'North West' ",5
2010 ,"'W0 - Creative Arts & Design: any area' ","'East Midlands' ",5
2010 ,"'W0 - Creative Arts & Design: any area' ","'West Midlands' ",5
2010 ,"'W0 - Creative Arts & Design: any area' ","'East of England' ",10
2010 ,"'W0 - Creative Arts & Design: any area' ","'London' ",60
