"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Summary Level) , Sex , Acceptance Route , Cycle Year"
"Coverage:   All"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_014_07.pdf"
 
Cycle Year,Subject Group (Summary Level) , Sex , Acceptance Route,Number of Acceptances,
2007 ,"'Group A Medicine and Dentistry' ","'Men' ","'Firm choice' ",3645
2012 ,"'Group N Business and Admin studies' ","'Men' ","'Other main scheme choice' ",920
2012 ,"'Group N Business and Admin studies' ","'Men' ","'Extra' ",350
2012 ,"'Group N Business and Admin studies' ","'Men' ","'Adjustment' ",85
2012 ,"'Group N Business and Admin studies' ","'Men' ","'Main scheme Clearing' ",3450
2012 ,"'Group N Business and Admin studies' ","'Men' ","'Direct Clearing' ",1235
2012 ,"'Group N Business and Admin studies' ","'Men' ","'RPA' ",2325
2012 ,"'Group N Business and Admin studies' ","'Women' ","'Firm choice' ",18935
2012 ,"'Group N Business and Admin studies' ","'Women' ","'Insurance choice' ",2010
2012 ,"'Group N Business and Admin studies' ","'Women' ","'Other main scheme choice' ",900
2012 ,"'Group N Business and Admin studies' ","'Women' ","'Extra' ",420
2012 ,"'Group N Business and Admin studies' ","'Women' ","'Adjustment' ",85
2012 ,"'Group N Business and Admin studies' ","'Women' ","'Main scheme Clearing' ",2995
2012 ,"'Group N Business and Admin studies' ","'Women' ","'Direct Clearing' ",930
2012 ,"'Group N Business and Admin studies' ","'Women' ","'RPA' ",2085
2012 ,"'Group P Mass Communication and Documentation' ","'Men' ","'Firm choice' ",3615
2012 ,"'Group P Mass Communication and Documentation' ","'Men' ","'Insurance choice' ",230
2012 ,"'Group P Mass Communication and Documentation' ","'Men' ","'Other main scheme choice' ",145
2012 ,"'Group P Mass Communication and Documentation' ","'Men' ","'Extra' ",50
2012 ,"'Group P Mass Communication and Documentation' ","'Men' ","'Adjustment' ",5
2012 ,"'Group P Mass Communication and Documentation' ","'Men' ","'Main scheme Clearing' ",445
2012 ,"'Group P Mass Communication and Documentation' ","'Men' ","'Direct Clearing' ",145
2012 ,"'Group P Mass Communication and Documentation' ","'Men' ","'RPA' ",190
2012 ,"'Group P Mass Communication and Documentation' ","'Women' ","'Firm choice' ",4325
2012 ,"'Group P Mass Communication and Documentation' ","'Women' ","'Insurance choice' ",335
2012 ,"'Group P Mass Communication and Documentation' ","'Women' ","'Other main scheme choice' ",140
2012 ,"'Group P Mass Communication and Documentation' ","'Women' ","'Extra' ",80
2012 ,"'Group P Mass Communication and Documentation' ","'Women' ","'Adjustment' ",20
2012 ,"'Group P Mass Communication and Documentation' ","'Women' ","'Main scheme Clearing' ",530
2012 ,"'Group P Mass Communication and Documentation' ","'Women' ","'Direct Clearing' ",165
2012 ,"'Group P Mass Communication and Documentation' ","'Women' ","'RPA' ",175
2012 ,"'Group Q Linguistics, Classics and related' ","'Men' ","'Firm choice' ",2605
2012 ,"'Group Q Linguistics, Classics and related' ","'Men' ","'Insurance choice' ",205
2012 ,"'Group Q Linguistics, Classics and related' ","'Men' ","'Other main scheme choice' ",45
2012 ,"'Group Q Linguistics, Classics and related' ","'Men' ","'Extra' ",30
2012 ,"'Group Q Linguistics, Classics and related' ","'Men' ","'Adjustment' ",20
2012 ,"'Group Q Linguistics, Classics and related' ","'Men' ","'Main scheme Clearing' ",205
2012 ,"'Group Q Linguistics, Classics and related' ","'Men' ","'Direct Clearing' ",65
2012 ,"'Group Q Linguistics, Classics and related' ","'Men' ","'RPA' ",60
2012 ,"'Group Q Linguistics, Classics and related' ","'Women' ","'Firm choice' ",7035
2012 ,"'Group Q Linguistics, Classics and related' ","'Women' ","'Insurance choice' ",585
2012 ,"'Group Q Linguistics, Classics and related' ","'Women' ","'Other main scheme choice' ",120
2012 ,"'Group Q Linguistics, Classics and related' ","'Women' ","'Extra' ",100
2012 ,"'Group Q Linguistics, Classics and related' ","'Women' ","'Adjustment' ",75
2012 ,"'Group Q Linguistics, Classics and related' ","'Women' ","'Main scheme Clearing' ",605
2012 ,"'Group Q Linguistics, Classics and related' ","'Women' ","'Direct Clearing' ",130
2012 ,"'Group Q Linguistics, Classics and related' ","'Women' ","'RPA' ",145
2012 ,"'Group R European Languages, Literature and related' ","'Men' ","'Firm choice' ",930
2012 ,"'Group R European Languages, Literature and related' ","'Men' ","'Insurance choice' ",90
2012 ,"'Group R European Languages, Literature and related' ","'Men' ","'Other main scheme choice' ",10
2012 ,"'Group R European Languages, Literature and related' ","'Men' ","'Extra' ",5
2012 ,"'Group R European Languages, Literature and related' ","'Men' ","'Adjustment' ",10
2012 ,"'Group R European Languages, Literature and related' ","'Men' ","'Main scheme Clearing' ",115
2012 ,"'Group R European Languages, Literature and related' ","'Men' ","'Direct Clearing' ",10
2012 ,"'Group R European Languages, Literature and related' ","'Men' ","'RPA' ",10
2012 ,"'Group R European Languages, Literature and related' ","'Women' ","'Firm choice' ",2380
2012 ,"'Group R European Languages, Literature and related' ","'Women' ","'Insurance choice' ",205
2012 ,"'Group R European Languages, Literature and related' ","'Women' ","'Other main scheme choice' ",20
2012 ,"'Group R European Languages, Literature and related' ","'Women' ","'Extra' ",20
2012 ,"'Group R European Languages, Literature and related' ","'Women' ","'Adjustment' ",20
2012 ,"'Group R European Languages, Literature and related' ","'Women' ","'Main scheme Clearing' ",200
2012 ,"'Group R European Languages, Literature and related' ","'Women' ","'Direct Clearing' ",20
2012 ,"'Group R European Languages, Literature and related' ","'Women' ","'RPA' ",20
2012 ,"'Group T Non-European Languages, Literature and related' ","'Men' ","'Firm choice' ",355
2012 ,"'Group T Non-European Languages, Literature and related' ","'Men' ","'Insurance choice' ",25
2012 ,"'Group T Non-European Languages, Literature and related' ","'Men' ","'Other main scheme choice' ",10
2012 ,"'Group T Non-European Languages, Literature and related' ","'Men' ","'Extra' ",5
2012 ,"'Group T Non-European Languages, Literature and related' ","'Men' ","'Main scheme Clearing' ",55
2012 ,"'Group T Non-European Languages, Literature and related' ","'Men' ","'Direct Clearing' ",10
2012 ,"'Group T Non-European Languages, Literature and related' ","'Women' ","'Firm choice' ",620
2012 ,"'Group T Non-European Languages, Literature and related' ","'Women' ","'Insurance choice' ",45
2012 ,"'Group T Non-European Languages, Literature and related' ","'Women' ","'Other main scheme choice' ",10
2012 ,"'Group T Non-European Languages, Literature and related' ","'Women' ","'Extra' ",5
2012 ,"'Group T Non-European Languages, Literature and related' ","'Women' ","'Main scheme Clearing' ",75
2012 ,"'Group T Non-European Languages, Literature and related' ","'Women' ","'Direct Clearing' ",5
2012 ,"'Group T Non-European Languages, Literature and related' ","'Women' ","'RPA' ",10
2012 ,"'Group V History and Philosophical studies' ","'Men' ","'Firm choice' ",5210
2012 ,"'Group V History and Philosophical studies' ","'Men' ","'Insurance choice' ",630
2012 ,"'Group V History and Philosophical studies' ","'Men' ","'Other main scheme choice' ",115
2012 ,"'Group V History and Philosophical studies' ","'Men' ","'Extra' ",50
2012 ,"'Group V History and Philosophical studies' ","'Men' ","'Adjustment' ",40
2012 ,"'Group V History and Philosophical studies' ","'Men' ","'Main scheme Clearing' ",550
2012 ,"'Group V History and Philosophical studies' ","'Men' ","'Direct Clearing' ",130
2012 ,"'Group V History and Philosophical studies' ","'Men' ","'RPA' ",110
2012 ,"'Group V History and Philosophical studies' ","'Women' ","'Firm choice' ",5800
2012 ,"'Group V History and Philosophical studies' ","'Women' ","'Insurance choice' ",595
2012 ,"'Group V History and Philosophical studies' ","'Women' ","'Other main scheme choice' ",80
2012 ,"'Group V History and Philosophical studies' ","'Women' ","'Extra' ",70
2012 ,"'Group V History and Philosophical studies' ","'Women' ","'Adjustment' ",40
2012 ,"'Group V History and Philosophical studies' ","'Women' ","'Main scheme Clearing' ",565
2012 ,"'Group V History and Philosophical studies' ","'Women' ","'Direct Clearing' ",100
2012 ,"'Group V History and Philosophical studies' ","'Women' ","'RPA' ",80
2012 ,"'Group W Creative Arts and Design' ","'Men' ","'Firm choice' ",14030
2012 ,"'Group W Creative Arts and Design' ","'Men' ","'Insurance choice' ",420
2012 ,"'Group W Creative Arts and Design' ","'Men' ","'Other main scheme choice' ",615
2012 ,"'Group W Creative Arts and Design' ","'Men' ","'Extra' ",255
2012 ,"'Group W Creative Arts and Design' ","'Men' ","'Adjustment' ",15
2012 ,"'Group W Creative Arts and Design' ","'Men' ","'Main scheme Clearing' ",1130
2012 ,"'Group W Creative Arts and Design' ","'Men' ","'Direct Clearing' ",620
2012 ,"'Group W Creative Arts and Design' ","'Men' ","'RPA' ",720
2012 ,"'Group W Creative Arts and Design' ","'Women' ","'Firm choice' ",25015
2012 ,"'Group W Creative Arts and Design' ","'Women' ","'Insurance choice' ",520
2012 ,"'Group W Creative Arts and Design' ","'Women' ","'Other main scheme choice' ",750
2012 ,"'Group W Creative Arts and Design' ","'Women' ","'Extra' ",505
2012 ,"'Group W Creative Arts and Design' ","'Women' ","'Adjustment' ",45
2012 ,"'Group W Creative Arts and Design' ","'Women' ","'Main scheme Clearing' ",1585
2012 ,"'Group W Creative Arts and Design' ","'Women' ","'Direct Clearing' ",730
2012 ,"'Group W Creative Arts and Design' ","'Women' ","'RPA' ",780
2012 ,"'Group X Education' ","'Men' ","'Firm choice' ",2005
2012 ,"'Group X Education' ","'Men' ","'Insurance choice' ",70
2012 ,"'Group X Education' ","'Men' ","'Other main scheme choice' ",50
2012 ,"'Group X Education' ","'Men' ","'Extra' ",40
2012 ,"'Group X Education' ","'Men' ","'Main scheme Clearing' ",185
2012 ,"'Group X Education' ","'Men' ","'Direct Clearing' ",90
2012 ,"'Group X Education' ","'Men' ","'RPA' ",90
2012 ,"'Group X Education' ","'Women' ","'Firm choice' ",10780
2012 ,"'Group X Education' ","'Women' ","'Insurance choice' ",470
2012 ,"'Group X Education' ","'Women' ","'Other main scheme choice' ",370
2012 ,"'Group X Education' ","'Women' ","'Extra' ",420
2012 ,"'Group X Education' ","'Women' ","'Adjustment' ",15
2012 ,"'Group X Education' ","'Women' ","'Main scheme Clearing' ",1135
2012 ,"'Group X Education' ","'Women' ","'Direct Clearing' ",495
2012 ,"'Group X Education' ","'Women' ","'RPA' ",685
2012 ,"'Y Combined arts' ","'Men' ","'Firm choice' ",2660
2012 ,"'Y Combined arts' ","'Men' ","'Insurance choice' ",240
2012 ,"'Y Combined arts' ","'Men' ","'Other main scheme choice' ",65
2012 ,"'Y Combined arts' ","'Men' ","'Extra' ",35
2012 ,"'Y Combined arts' ","'Men' ","'Adjustment' ",5
2012 ,"'Y Combined arts' ","'Men' ","'Main scheme Clearing' ",265
2012 ,"'Y Combined arts' ","'Men' ","'Direct Clearing' ",90
2012 ,"'Y Combined arts' ","'Men' ","'RPA' ",85
2012 ,"'Y Combined arts' ","'Women' ","'Firm choice' ",6125
2012 ,"'Y Combined arts' ","'Women' ","'Insurance choice' ",500
2012 ,"'Y Combined arts' ","'Women' ","'Other main scheme choice' ",120
2012 ,"'Y Combined arts' ","'Women' ","'Extra' ",85
2012 ,"'Y Combined arts' ","'Women' ","'Adjustment' ",30
2012 ,"'Y Combined arts' ","'Women' ","'Main scheme Clearing' ",575
2012 ,"'Y Combined arts' ","'Women' ","'Direct Clearing' ",150
2012 ,"'Y Combined arts' ","'Women' ","'RPA' ",115
2012 ,"'Y Combined sciences' ","'Men' ","'Firm choice' ",3135
2012 ,"'Y Combined sciences' ","'Men' ","'Insurance choice' ",300
2012 ,"'Y Combined sciences' ","'Men' ","'Other main scheme choice' ",95
2012 ,"'Y Combined sciences' ","'Men' ","'Extra' ",105
2012 ,"'Y Combined sciences' ","'Men' ","'Adjustment' ",15
2012 ,"'Y Combined sciences' ","'Men' ","'Main scheme Clearing' ",435
2012 ,"'Y Combined sciences' ","'Men' ","'Direct Clearing' ",125
2012 ,"'Y Combined sciences' ","'Men' ","'RPA' ",145
2012 ,"'Y Combined sciences' ","'Women' ","'Firm choice' ",2580
2012 ,"'Y Combined sciences' ","'Women' ","'Insurance choice' ",245
2012 ,"'Y Combined sciences' ","'Women' ","'Other main scheme choice' ",75
2012 ,"'Y Combined sciences' ","'Women' ","'Extra' ",130
2012 ,"'Y Combined sciences' ","'Women' ","'Adjustment' ",5
2012 ,"'Y Combined sciences' ","'Women' ","'Main scheme Clearing' ",560
2012 ,"'Y Combined sciences' ","'Women' ","'Direct Clearing' ",100
2012 ,"'Y Combined sciences' ","'Women' ","'RPA' ",115
2012 ,"'Y Combined social sciences' ","'Men' ","'Firm choice' ",1620
2012 ,"'Y Combined social sciences' ","'Men' ","'Insurance choice' ",205
2012 ,"'Y Combined social sciences' ","'Men' ","'Other main scheme choice' ",55
2012 ,"'Y Combined social sciences' ","'Men' ","'Extra' ",25
2012 ,"'Y Combined social sciences' ","'Men' ","'Adjustment' ",20
2012 ,"'Y Combined social sciences' ","'Men' ","'Main scheme Clearing' ",305
2012 ,"'Y Combined social sciences' ","'Men' ","'Direct Clearing' ",50
2012 ,"'Y Combined social sciences' ","'Men' ","'RPA' ",80
2012 ,"'Y Combined social sciences' ","'Women' ","'Firm choice' ",1830
2012 ,"'Y Combined social sciences' ","'Women' ","'Insurance choice' ",200
2012 ,"'Y Combined social sciences' ","'Women' ","'Other main scheme choice' ",60
2012 ,"'Y Combined social sciences' ","'Women' ","'Extra' ",70
2012 ,"'Y Combined social sciences' ","'Women' ","'Adjustment' ",15
2012 ,"'Y Combined social sciences' ","'Women' ","'Main scheme Clearing' ",405
2012 ,"'Y Combined social sciences' ","'Women' ","'Direct Clearing' ",55
2012 ,"'Y Combined social sciences' ","'Women' ","'RPA' ",100
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'Men' ","'Firm choice' ",7070
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'Men' ","'Insurance choice' ",460
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'Men' ","'Other main scheme choice' ",245
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'Men' ","'Extra' ",120
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'Men' ","'Adjustment' ",10
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'Men' ","'Main scheme Clearing' ",715
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'Men' ","'Direct Clearing' ",335
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'Men' ","'RPA' ",345
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'Women' ","'Firm choice' ",6280
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'Women' ","'Insurance choice' ",420
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'Women' ","'Other main scheme choice' ",165
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'Women' ","'Extra' ",180
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'Women' ","'Adjustment' ",15
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'Women' ","'Main scheme Clearing' ",725
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'Women' ","'Direct Clearing' ",195
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'Women' ","'RPA' ",255
2012 ,"'Y Social Sciences combined with Arts' ","'Men' ","'Firm choice' ",2870
2012 ,"'Y Social Sciences combined with Arts' ","'Men' ","'Insurance choice' ",265
2012 ,"'Y Social Sciences combined with Arts' ","'Men' ","'Other main scheme choice' ",75
2012 ,"'Y Social Sciences combined with Arts' ","'Men' ","'Extra' ",30
2012 ,"'Y Social Sciences combined with Arts' ","'Men' ","'Adjustment' ",15
2012 ,"'Y Social Sciences combined with Arts' ","'Men' ","'Main scheme Clearing' ",295
2012 ,"'Y Social Sciences combined with Arts' ","'Men' ","'Direct Clearing' ",75
2012 ,"'Y Social Sciences combined with Arts' ","'Men' ","'RPA' ",125
2012 ,"'Y Social Sciences combined with Arts' ","'Women' ","'Firm choice' ",5275
2012 ,"'Y Social Sciences combined with Arts' ","'Women' ","'Insurance choice' ",360
2012 ,"'Y Social Sciences combined with Arts' ","'Women' ","'Other main scheme choice' ",165
2012 ,"'Y Social Sciences combined with Arts' ","'Women' ","'Extra' ",140
2012 ,"'Y Social Sciences combined with Arts' ","'Women' ","'Adjustment' ",25
2012 ,"'Y Social Sciences combined with Arts' ","'Women' ","'Main scheme Clearing' ",510
2012 ,"'Y Social Sciences combined with Arts' ","'Women' ","'Direct Clearing' ",135
2012 ,"'Y Social Sciences combined with Arts' ","'Women' ","'RPA' ",260
2012 ,"'Z General, other combined and unknown' ","'Men' ","'Firm choice' ",2140
2012 ,"'Z General, other combined and unknown' ","'Men' ","'Insurance choice' ",140
2012 ,"'Z General, other combined and unknown' ","'Men' ","'Other main scheme choice' ",60
2012 ,"'Z General, other combined and unknown' ","'Men' ","'Extra' ",35
2012 ,"'Z General, other combined and unknown' ","'Men' ","'Adjustment' ",15
2012 ,"'Z General, other combined and unknown' ","'Men' ","'Main scheme Clearing' ",225
2012 ,"'Z General, other combined and unknown' ","'Men' ","'Direct Clearing' ",65
2012 ,"'Z General, other combined and unknown' ","'Men' ","'RPA' ",165
2012 ,"'Z General, other combined and unknown' ","'Women' ","'Firm choice' ",2335
2012 ,"'Z General, other combined and unknown' ","'Women' ","'Insurance choice' ",140
2012 ,"'Z General, other combined and unknown' ","'Women' ","'Other main scheme choice' ",60
2012 ,"'Z General, other combined and unknown' ","'Women' ","'Extra' ",60
2012 ,"'Z General, other combined and unknown' ","'Women' ","'Adjustment' ",30
2012 ,"'Z General, other combined and unknown' ","'Women' ","'Main scheme Clearing' ",305
2012 ,"'Z General, other combined and unknown' ","'Women' ","'Direct Clearing' ",55
2012 ,"'Z General, other combined and unknown' ","'Women' ","'RPA' ",265
2013 ,"'Group A Medicine and Dentistry' ","'Men' ","'Firm choice' ",3475
2013 ,"'Group A Medicine and Dentistry' ","'Men' ","'Insurance choice' ",20
2013 ,"'Group A Medicine and Dentistry' ","'Men' ","'Other main scheme choice' ",10
2013 ,"'Group A Medicine and Dentistry' ","'Men' ","'Extra' ",30
2013 ,"'Group A Medicine and Dentistry' ","'Men' ","'Adjustment' ",5
2013 ,"'Group A Medicine and Dentistry' ","'Men' ","'Main scheme Clearing' ",215
2013 ,"'Group A Medicine and Dentistry' ","'Men' ","'RPA' ",100
2013 ,"'Group A Medicine and Dentistry' ","'Women' ","'Firm choice' ",4455
2013 ,"'Group A Medicine and Dentistry' ","'Women' ","'Insurance choice' ",40
2013 ,"'Group A Medicine and Dentistry' ","'Women' ","'Other main scheme choice' ",5
2013 ,"'Group A Medicine and Dentistry' ","'Women' ","'Extra' ",35
2013 ,"'Group A Medicine and Dentistry' ","'Women' ","'Main scheme Clearing' ",220
2013 ,"'Group A Medicine and Dentistry' ","'Women' ","'RPA' ",150
2013 ,"'Group B Subjects allied to Medicine' ","'Men' ","'Firm choice' ",7125
2013 ,"'Group B Subjects allied to Medicine' ","'Men' ","'Insurance choice' ",650
2013 ,"'Group B Subjects allied to Medicine' ","'Men' ","'Other main scheme choice' ",280
2013 ,"'Group B Subjects allied to Medicine' ","'Men' ","'Extra' ",300
2013 ,"'Group B Subjects allied to Medicine' ","'Men' ","'Adjustment' ",20
2013 ,"'Group B Subjects allied to Medicine' ","'Men' ","'Main scheme Clearing' ",1160
2013 ,"'Group B Subjects allied to Medicine' ","'Men' ","'Direct Clearing' ",245
2013 ,"'Group B Subjects allied to Medicine' ","'Men' ","'RPA' ",185
2013 ,"'Group B Subjects allied to Medicine' ","'Women' ","'Firm choice' ",30735
2013 ,"'Group B Subjects allied to Medicine' ","'Women' ","'Insurance choice' ",1595
2013 ,"'Group B Subjects allied to Medicine' ","'Women' ","'Other main scheme choice' ",955
2013 ,"'Group B Subjects allied to Medicine' ","'Women' ","'Extra' ",1245
2013 ,"'Group B Subjects allied to Medicine' ","'Women' ","'Adjustment' ",55
2013 ,"'Group B Subjects allied to Medicine' ","'Women' ","'Main scheme Clearing' ",3565
2013 ,"'Group B Subjects allied to Medicine' ","'Women' ","'Direct Clearing' ",685
2013 ,"'Group B Subjects allied to Medicine' ","'Women' ","'RPA' ",670
2013 ,"'Group C Biological Sciences' ","'Men' ","'Firm choice' ",13400
2013 ,"'Group C Biological Sciences' ","'Men' ","'Insurance choice' ",1485
2013 ,"'Group C Biological Sciences' ","'Men' ","'Other main scheme choice' ",435
2013 ,"'Group C Biological Sciences' ","'Men' ","'Extra' ",305
2013 ,"'Group C Biological Sciences' ","'Men' ","'Adjustment' ",50
2013 ,"'Group C Biological Sciences' ","'Men' ","'Main scheme Clearing' ",1660
2013 ,"'Group C Biological Sciences' ","'Men' ","'Direct Clearing' ",610
2013 ,"'Group C Biological Sciences' ","'Men' ","'RPA' ",565
2013 ,"'Group C Biological Sciences' ","'Women' ","'Firm choice' ",18715
2013 ,"'Group C Biological Sciences' ","'Women' ","'Insurance choice' ",2275
2013 ,"'Group C Biological Sciences' ","'Women' ","'Other main scheme choice' ",495
2013 ,"'Group C Biological Sciences' ","'Women' ","'Extra' ",555
2013 ,"'Group C Biological Sciences' ","'Women' ","'Adjustment' ",85
2013 ,"'Group C Biological Sciences' ","'Women' ","'Main scheme Clearing' ",2605
2013 ,"'Group C Biological Sciences' ","'Women' ","'Direct Clearing' ",550
2013 ,"'Group C Biological Sciences' ","'Women' ","'RPA' ",625
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Men' ","'Firm choice' ",1425
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Men' ","'Insurance choice' ",105
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Men' ","'Other main scheme choice' ",85
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Men' ","'Extra' ",20
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Men' ","'Main scheme Clearing' ",95
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Men' ","'Direct Clearing' ",100
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Men' ","'RPA' ",120
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Women' ","'Firm choice' ",3435
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Women' ","'Insurance choice' ",160
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Women' ","'Other main scheme choice' ",185
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Women' ","'Extra' ",55
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Women' ","'Main scheme Clearing' ",275
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Women' ","'Direct Clearing' ",190
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Women' ","'RPA' ",195
2013 ,"'Group F Physical Sciences' ","'Men' ","'Firm choice' ",8710
2013 ,"'Group F Physical Sciences' ","'Men' ","'Insurance choice' ",1450
2013 ,"'Group F Physical Sciences' ","'Men' ","'Other main scheme choice' ",130
2013 ,"'Group F Physical Sciences' ","'Men' ","'Extra' ",95
2013 ,"'Group F Physical Sciences' ","'Men' ","'Adjustment' ",25
2013 ,"'Group F Physical Sciences' ","'Men' ","'Main scheme Clearing' ",975
2013 ,"'Group F Physical Sciences' ","'Men' ","'Direct Clearing' ",195
2013 ,"'Group F Physical Sciences' ","'Men' ","'RPA' ",140
2013 ,"'Group F Physical Sciences' ","'Women' ","'Firm choice' ",5725
2013 ,"'Group F Physical Sciences' ","'Women' ","'Insurance choice' ",740
2013 ,"'Group F Physical Sciences' ","'Women' ","'Other main scheme choice' ",100
2013 ,"'Group F Physical Sciences' ","'Women' ","'Extra' ",90
2013 ,"'Group F Physical Sciences' ","'Women' ","'Adjustment' ",25
2013 ,"'Group F Physical Sciences' ","'Women' ","'Main scheme Clearing' ",695
2013 ,"'Group F Physical Sciences' ","'Women' ","'Direct Clearing' ",120
2013 ,"'Group F Physical Sciences' ","'Women' ","'RPA' ",115
2013 ,"'Group G Mathematical Sciences' ","'Men' ","'Firm choice' ",3775
2013 ,"'Group G Mathematical Sciences' ","'Men' ","'Insurance choice' ",780
2013 ,"'Group G Mathematical Sciences' ","'Men' ","'Other main scheme choice' ",65
2013 ,"'Group G Mathematical Sciences' ","'Men' ","'Extra' ",40
2013 ,"'Group G Mathematical Sciences' ","'Men' ","'Adjustment' ",25
2013 ,"'Group G Mathematical Sciences' ","'Men' ","'Main scheme Clearing' ",520
2013 ,"'Group G Mathematical Sciences' ","'Men' ","'Direct Clearing' ",95
2013 ,"'Group G Mathematical Sciences' ","'Men' ","'RPA' ",45
2013 ,"'Group G Mathematical Sciences' ","'Women' ","'Firm choice' ",2215
2013 ,"'Group G Mathematical Sciences' ","'Women' ","'Insurance choice' ",445
2013 ,"'Group G Mathematical Sciences' ","'Women' ","'Other main scheme choice' ",35
2013 ,"'Group G Mathematical Sciences' ","'Women' ","'Extra' ",25
2013 ,"'Group G Mathematical Sciences' ","'Women' ","'Adjustment' ",20
2013 ,"'Group G Mathematical Sciences' ","'Women' ","'Main scheme Clearing' ",295
2013 ,"'Group G Mathematical Sciences' ","'Women' ","'Direct Clearing' ",50
2013 ,"'Group G Mathematical Sciences' ","'Women' ","'RPA' ",40
2013 ,"'Group H Engineering' ","'Men' ","'Firm choice' ",15700
2013 ,"'Group H Engineering' ","'Men' ","'Insurance choice' ",2305
2013 ,"'Group H Engineering' ","'Men' ","'Other main scheme choice' ",850
2013 ,"'Group H Engineering' ","'Men' ","'Extra' ",255
2013 ,"'Group H Engineering' ","'Men' ","'Adjustment' ",45
2013 ,"'Group H Engineering' ","'Men' ","'Main scheme Clearing' ",2330
2013 ,"'Group H Engineering' ","'Men' ","'Direct Clearing' ",830
2013 ,"'Group H Engineering' ","'Men' ","'RPA' ",1210
2013 ,"'Group H Engineering' ","'Women' ","'Firm choice' ",2495
2013 ,"'Group H Engineering' ","'Women' ","'Insurance choice' ",330
2013 ,"'Group H Engineering' ","'Women' ","'Other main scheme choice' ",135
2013 ,"'Group H Engineering' ","'Women' ","'Extra' ",40
2013 ,"'Group H Engineering' ","'Women' ","'Adjustment' ",5
2013 ,"'Group H Engineering' ","'Women' ","'Main scheme Clearing' ",345
2013 ,"'Group H Engineering' ","'Women' ","'Direct Clearing' ",85
2013 ,"'Group H Engineering' ","'Women' ","'RPA' ",200
2013 ,"'Group I Computer Sciences' ","'Men' ","'Firm choice' ",13250
2013 ,"'Group I Computer Sciences' ","'Men' ","'Insurance choice' ",1300
2013 ,"'Group I Computer Sciences' ","'Men' ","'Other main scheme choice' ",710
2013 ,"'Group I Computer Sciences' ","'Men' ","'Extra' ",170
2013 ,"'Group I Computer Sciences' ","'Men' ","'Adjustment' ",30
2013 ,"'Group I Computer Sciences' ","'Men' ","'Main scheme Clearing' ",1490
2013 ,"'Group I Computer Sciences' ","'Men' ","'Direct Clearing' ",900
2013 ,"'Group I Computer Sciences' ","'Men' ","'RPA' ",930
2013 ,"'Group I Computer Sciences' ","'Women' ","'Firm choice' ",2050
2013 ,"'Group I Computer Sciences' ","'Women' ","'Insurance choice' ",190
2013 ,"'Group I Computer Sciences' ","'Women' ","'Other main scheme choice' ",100
2013 ,"'Group I Computer Sciences' ","'Women' ","'Extra' ",45
2013 ,"'Group I Computer Sciences' ","'Women' ","'Adjustment' ",5
2013 ,"'Group I Computer Sciences' ","'Women' ","'Main scheme Clearing' ",270
2013 ,"'Group I Computer Sciences' ","'Women' ","'Direct Clearing' ",110
2013 ,"'Group I Computer Sciences' ","'Women' ","'RPA' ",160
2013 ,"'Group J Technologies' ","'Men' ","'Firm choice' ",1535
2013 ,"'Group J Technologies' ","'Men' ","'Insurance choice' ",100
2013 ,"'Group J Technologies' ","'Men' ","'Other main scheme choice' ",85
2013 ,"'Group J Technologies' ","'Men' ","'Extra' ",15
2013 ,"'Group J Technologies' ","'Men' ","'Main scheme Clearing' ",130
2013 ,"'Group J Technologies' ","'Men' ","'Direct Clearing' ",85
