"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Detailed Level) , Age Band , Acceptance Route , Cycle Year"
"Coverage:   All"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_018_07.pdf"
 
Cycle Year,Subject Group (Detailed Level) , Age Band , Acceptance Route,Number of Acceptances,
2007 ,"'A1 - Pre-clinical Medicine' ","'17 and under' ","'Firm choice' ",100
2011 ,"'Y Combs of social studies/bus/law with languages' ","'21 and over' ","'Firm choice' ",205
2011 ,"'Y Combs of social studies/bus/law with languages' ","'21 and over' ","'Insurance choice' ",5
2011 ,"'Y Combs of social studies/bus/law with languages' ","'21 and over' ","'Other main scheme choice' ",15
2011 ,"'Y Combs of social studies/bus/law with languages' ","'21 and over' ","'Extra' ",15
2011 ,"'Y Combs of social studies/bus/law with languages' ","'21 and over' ","'Main scheme Clearing' ",20
2011 ,"'Y Combs of social studies/bus/law with languages' ","'21 and over' ","'Direct Clearing' ",15
2011 ,"'Y Combs of social studies/bus/law with languages' ","'21 and over' ","'RPA' ",15
2011 ,"'Z Combs of 3 subjects, or other general courses' ","'17 and under' ","'Firm choice' ",55
2011 ,"'Z Combs of 3 subjects, or other general courses' ","'17 and under' ","'Insurance choice' ",5
2011 ,"'Z Combs of 3 subjects, or other general courses' ","'17 and under' ","'Other main scheme choice' ",5
2011 ,"'Z Combs of 3 subjects, or other general courses' ","'17 and under' ","'Direct Clearing' ",5
2011 ,"'Z Combs of 3 subjects, or other general courses' ","'17 and under' ","'RPA' ",10
2011 ,"'Z Combs of 3 subjects, or other general courses' ","'18' ","'Firm choice' ",1845
2011 ,"'Z Combs of 3 subjects, or other general courses' ","'18' ","'Insurance choice' ",205
2011 ,"'Z Combs of 3 subjects, or other general courses' ","'18' ","'Other main scheme choice' ",10
2011 ,"'Z Combs of 3 subjects, or other general courses' ","'18' ","'Extra' ",40
2011 ,"'Z Combs of 3 subjects, or other general courses' ","'18' ","'Main scheme Clearing' ",195
2011 ,"'Z Combs of 3 subjects, or other general courses' ","'18' ","'Direct Clearing' ",10
2011 ,"'Z Combs of 3 subjects, or other general courses' ","'18' ","'RPA' ",20
2011 ,"'Z Combs of 3 subjects, or other general courses' ","'19' ","'Firm choice' ",685
2011 ,"'Z Combs of 3 subjects, or other general courses' ","'19' ","'Insurance choice' ",70
2011 ,"'Z Combs of 3 subjects, or other general courses' ","'19' ","'Other main scheme choice' ",20
2011 ,"'Z Combs of 3 subjects, or other general courses' ","'19' ","'Extra' ",30
2011 ,"'Z Combs of 3 subjects, or other general courses' ","'19' ","'Main scheme Clearing' ",115
2011 ,"'Z Combs of 3 subjects, or other general courses' ","'19' ","'Direct Clearing' ",10
2011 ,"'Z Combs of 3 subjects, or other general courses' ","'19' ","'RPA' ",30
2011 ,"'Z Combs of 3 subjects, or other general courses' ","'20' ","'Firm choice' ",215
2011 ,"'Z Combs of 3 subjects, or other general courses' ","'20' ","'Insurance choice' ",5
2011 ,"'Z Combs of 3 subjects, or other general courses' ","'20' ","'Other main scheme choice' ",15
2011 ,"'Z Combs of 3 subjects, or other general courses' ","'20' ","'Extra' ",10
2011 ,"'Z Combs of 3 subjects, or other general courses' ","'20' ","'Main scheme Clearing' ",40
2011 ,"'Z Combs of 3 subjects, or other general courses' ","'20' ","'Direct Clearing' ",15
2011 ,"'Z Combs of 3 subjects, or other general courses' ","'20' ","'RPA' ",30
2011 ,"'Z Combs of 3 subjects, or other general courses' ","'21 and over' ","'Firm choice' ",485
2011 ,"'Z Combs of 3 subjects, or other general courses' ","'21 and over' ","'Insurance choice' ",10
2011 ,"'Z Combs of 3 subjects, or other general courses' ","'21 and over' ","'Other main scheme choice' ",90
2011 ,"'Z Combs of 3 subjects, or other general courses' ","'21 and over' ","'Extra' ",30
2011 ,"'Z Combs of 3 subjects, or other general courses' ","'21 and over' ","'Main scheme Clearing' ",75
2011 ,"'Z Combs of 3 subjects, or other general courses' ","'21 and over' ","'Direct Clearing' ",60
2011 ,"'Z Combs of 3 subjects, or other general courses' ","'21 and over' ","'RPA' ",130
2012 ,"'A1 - Pre-clinical Medicine' ","'17 and under' ","'Firm choice' ",105
2012 ,"'A1 - Pre-clinical Medicine' ","'17 and under' ","'Main scheme Clearing' ",5
2012 ,"'A1 - Pre-clinical Medicine' ","'18' ","'Firm choice' ",4120
2012 ,"'A1 - Pre-clinical Medicine' ","'18' ","'Insurance choice' ",50
2012 ,"'A1 - Pre-clinical Medicine' ","'18' ","'Other main scheme choice' ",5
2012 ,"'A1 - Pre-clinical Medicine' ","'18' ","'Extra' ",40
2012 ,"'A1 - Pre-clinical Medicine' ","'18' ","'Adjustment' ",10
2012 ,"'A1 - Pre-clinical Medicine' ","'18' ","'Main scheme Clearing' ",220
2012 ,"'A1 - Pre-clinical Medicine' ","'19' ","'Firm choice' ",1220
2012 ,"'A1 - Pre-clinical Medicine' ","'19' ","'Insurance choice' ",10
2012 ,"'A1 - Pre-clinical Medicine' ","'19' ","'Other main scheme choice' ",5
2012 ,"'A1 - Pre-clinical Medicine' ","'19' ","'Extra' ",10
2012 ,"'A1 - Pre-clinical Medicine' ","'19' ","'Main scheme Clearing' ",50
2012 ,"'A1 - Pre-clinical Medicine' ","'19' ","'RPA' ",20
2012 ,"'A1 - Pre-clinical Medicine' ","'20' ","'Firm choice' ",195
2012 ,"'A1 - Pre-clinical Medicine' ","'20' ","'Main scheme Clearing' ",20
2012 ,"'A1 - Pre-clinical Medicine' ","'20' ","'RPA' ",20
2012 ,"'A1 - Pre-clinical Medicine' ","'21 and over' ","'Firm choice' ",1510
2012 ,"'A1 - Pre-clinical Medicine' ","'21 and over' ","'Insurance choice' ",5
2012 ,"'A1 - Pre-clinical Medicine' ","'21 and over' ","'Other main scheme choice' ",10
2012 ,"'A1 - Pre-clinical Medicine' ","'21 and over' ","'Main scheme Clearing' ",70
2012 ,"'A1 - Pre-clinical Medicine' ","'21 and over' ","'RPA' ",105
2012 ,"'A2 - Pre-clinical Dentistry' ","'17 and under' ","'Firm choice' ",5
2012 ,"'A2 - Pre-clinical Dentistry' ","'18' ","'Firm choice' ",635
2012 ,"'A2 - Pre-clinical Dentistry' ","'18' ","'Insurance choice' ",5
2012 ,"'A2 - Pre-clinical Dentistry' ","'18' ","'Extra' ",5
2012 ,"'A2 - Pre-clinical Dentistry' ","'18' ","'Main scheme Clearing' ",50
2012 ,"'A2 - Pre-clinical Dentistry' ","'19' ","'Firm choice' ",160
2012 ,"'A2 - Pre-clinical Dentistry' ","'19' ","'Main scheme Clearing' ",15
2012 ,"'A2 - Pre-clinical Dentistry' ","'20' ","'Firm choice' ",20
2012 ,"'A2 - Pre-clinical Dentistry' ","'20' ","'Main scheme Clearing' ",5
2012 ,"'A2 - Pre-clinical Dentistry' ","'21 and over' ","'Firm choice' ",280
2012 ,"'A2 - Pre-clinical Dentistry' ","'21 and over' ","'Main scheme Clearing' ",5
2012 ,"'A9 - Others in Medicine and Dentistry' ","'17 and under' ","'Firm choice' ",5
2012 ,"'A9 - Others in Medicine and Dentistry' ","'18' ","'Firm choice' ",25
2012 ,"'A9 - Others in Medicine and Dentistry' ","'18' ","'Main scheme Clearing' ",5
2012 ,"'A9 - Others in Medicine and Dentistry' ","'18' ","'RPA' ",5
2012 ,"'A9 - Others in Medicine and Dentistry' ","'19' ","'Firm choice' ",5
2012 ,"'A9 - Others in Medicine and Dentistry' ","'21 and over' ","'Firm choice' ",20
2012 ,"'A9 - Others in Medicine and Dentistry' ","'21 and over' ","'Other main scheme choice' ",5
2012 ,"'A9 - Others in Medicine and Dentistry' ","'21 and over' ","'Main scheme Clearing' ",5
2012 ,"'B1 - Anatomy,Physiology and Pathology' ","'17 and under' ","'Firm choice' ",35
2012 ,"'B1 - Anatomy,Physiology and Pathology' ","'17 and under' ","'Main scheme Clearing' ",5
2012 ,"'B1 - Anatomy,Physiology and Pathology' ","'18' ","'Firm choice' ",1465
2012 ,"'B1 - Anatomy,Physiology and Pathology' ","'18' ","'Insurance choice' ",145
2012 ,"'B1 - Anatomy,Physiology and Pathology' ","'18' ","'Other main scheme choice' ",10
2012 ,"'B1 - Anatomy,Physiology and Pathology' ","'18' ","'Extra' ",35
2012 ,"'B1 - Anatomy,Physiology and Pathology' ","'18' ","'Main scheme Clearing' ",145
2012 ,"'B1 - Anatomy,Physiology and Pathology' ","'18' ","'Direct Clearing' ",5
2012 ,"'B1 - Anatomy,Physiology and Pathology' ","'18' ","'RPA' ",5
2012 ,"'B1 - Anatomy,Physiology and Pathology' ","'19' ","'Firm choice' ",520
2012 ,"'B1 - Anatomy,Physiology and Pathology' ","'19' ","'Insurance choice' ",30
2012 ,"'B1 - Anatomy,Physiology and Pathology' ","'19' ","'Other main scheme choice' ",10
2012 ,"'B1 - Anatomy,Physiology and Pathology' ","'19' ","'Extra' ",20
2012 ,"'B1 - Anatomy,Physiology and Pathology' ","'19' ","'Main scheme Clearing' ",60
2012 ,"'B1 - Anatomy,Physiology and Pathology' ","'19' ","'Direct Clearing' ",5
2012 ,"'B1 - Anatomy,Physiology and Pathology' ","'19' ","'RPA' ",5
2012 ,"'B1 - Anatomy,Physiology and Pathology' ","'20' ","'Firm choice' ",160
2012 ,"'B1 - Anatomy,Physiology and Pathology' ","'20' ","'Insurance choice' ",5
2012 ,"'B1 - Anatomy,Physiology and Pathology' ","'20' ","'Other main scheme choice' ",5
2012 ,"'B1 - Anatomy,Physiology and Pathology' ","'20' ","'Extra' ",10
2012 ,"'B1 - Anatomy,Physiology and Pathology' ","'20' ","'Main scheme Clearing' ",15
2012 ,"'B1 - Anatomy,Physiology and Pathology' ","'20' ","'Direct Clearing' ",5
2012 ,"'B1 - Anatomy,Physiology and Pathology' ","'21 and over' ","'Firm choice' ",775
2012 ,"'B1 - Anatomy,Physiology and Pathology' ","'21 and over' ","'Insurance choice' ",10
2012 ,"'B1 - Anatomy,Physiology and Pathology' ","'21 and over' ","'Other main scheme choice' ",30
2012 ,"'B1 - Anatomy,Physiology and Pathology' ","'21 and over' ","'Extra' ",30
2012 ,"'B1 - Anatomy,Physiology and Pathology' ","'21 and over' ","'Main scheme Clearing' ",80
2012 ,"'B1 - Anatomy,Physiology and Pathology' ","'21 and over' ","'Direct Clearing' ",30
2012 ,"'B1 - Anatomy,Physiology and Pathology' ","'21 and over' ","'RPA' ",20
2012 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'17 and under' ","'Firm choice' ",50
2012 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'17 and under' ","'Insurance choice' ",10
2012 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'17 and under' ","'Other main scheme choice' ",5
2012 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'17 and under' ","'Main scheme Clearing' ",5
2012 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'18' ","'Firm choice' ",1585
2012 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'18' ","'Insurance choice' ",345
2012 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'18' ","'Other main scheme choice' ",10
2012 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'18' ","'Extra' ",65
2012 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'18' ","'Adjustment' ",15
2012 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'18' ","'Main scheme Clearing' ",290
2012 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'18' ","'Direct Clearing' ",10
2012 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'18' ","'RPA' ",5
2012 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'19' ","'Firm choice' ",695
2012 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'19' ","'Insurance choice' ",105
2012 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'19' ","'Other main scheme choice' ",10
2012 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'19' ","'Extra' ",45
2012 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'19' ","'Adjustment' ",5
2012 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'19' ","'Main scheme Clearing' ",180
2012 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'19' ","'Direct Clearing' ",15
2012 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'19' ","'RPA' ",5
2012 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'20' ","'Firm choice' ",180
2012 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'20' ","'Insurance choice' ",20
2012 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'20' ","'Other main scheme choice' ",10
2012 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'20' ","'Extra' ",10
2012 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'20' ","'Adjustment' ",5
2012 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'20' ","'Main scheme Clearing' ",40
2012 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'20' ","'Direct Clearing' ",10
2012 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'20' ","'RPA' ",5
2012 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'21 and over' ","'Firm choice' ",455
2012 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'21 and over' ","'Insurance choice' ",25
2012 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'21 and over' ","'Other main scheme choice' ",25
2012 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'21 and over' ","'Extra' ",20
2012 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'21 and over' ","'Main scheme Clearing' ",70
2012 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'21 and over' ","'Direct Clearing' ",25
2012 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'21 and over' ","'RPA' ",25
2012 ,"'B3 - Complementary Medicine' ","'17 and under' ","'Firm choice' ",5
2012 ,"'B3 - Complementary Medicine' ","'17 and under' ","'RPA' ",5
2012 ,"'B3 - Complementary Medicine' ","'18' ","'Firm choice' ",130
2012 ,"'B3 - Complementary Medicine' ","'18' ","'Insurance choice' ",5
2012 ,"'B3 - Complementary Medicine' ","'18' ","'Other main scheme choice' ",5
2012 ,"'B3 - Complementary Medicine' ","'18' ","'Extra' ",5
2012 ,"'B3 - Complementary Medicine' ","'18' ","'Main scheme Clearing' ",20
2012 ,"'B3 - Complementary Medicine' ","'18' ","'RPA' ",15
2012 ,"'B3 - Complementary Medicine' ","'19' ","'Firm choice' ",80
2012 ,"'B3 - Complementary Medicine' ","'19' ","'Other main scheme choice' ",5
2012 ,"'B3 - Complementary Medicine' ","'19' ","'Extra' ",5
2012 ,"'B3 - Complementary Medicine' ","'19' ","'Main scheme Clearing' ",10
2012 ,"'B3 - Complementary Medicine' ","'19' ","'Direct Clearing' ",10
2012 ,"'B3 - Complementary Medicine' ","'19' ","'RPA' ",5
2012 ,"'B3 - Complementary Medicine' ","'20' ","'Firm choice' ",50
2012 ,"'B3 - Complementary Medicine' ","'20' ","'Other main scheme choice' ",5
2012 ,"'B3 - Complementary Medicine' ","'20' ","'Main scheme Clearing' ",5
2012 ,"'B3 - Complementary Medicine' ","'20' ","'Direct Clearing' ",5
2012 ,"'B3 - Complementary Medicine' ","'20' ","'RPA' ",5
2012 ,"'B3 - Complementary Medicine' ","'21 and over' ","'Firm choice' ",240
2012 ,"'B3 - Complementary Medicine' ","'21 and over' ","'Other main scheme choice' ",25
2012 ,"'B3 - Complementary Medicine' ","'21 and over' ","'Extra' ",10
2012 ,"'B3 - Complementary Medicine' ","'21 and over' ","'Main scheme Clearing' ",30
2012 ,"'B3 - Complementary Medicine' ","'21 and over' ","'Direct Clearing' ",30
2012 ,"'B3 - Complementary Medicine' ","'21 and over' ","'RPA' ",60
2012 ,"'B4 - Nutrition' ","'17 and under' ","'Firm choice' ",5
2012 ,"'B4 - Nutrition' ","'17 and under' ","'Insurance choice' ",5
2012 ,"'B4 - Nutrition' ","'18' ","'Firm choice' ",270
2012 ,"'B4 - Nutrition' ","'18' ","'Insurance choice' ",45
2012 ,"'B4 - Nutrition' ","'18' ","'Extra' ",10
2012 ,"'B4 - Nutrition' ","'18' ","'Adjustment' ",5
2012 ,"'B4 - Nutrition' ","'18' ","'Main scheme Clearing' ",35
2012 ,"'B4 - Nutrition' ","'18' ","'Direct Clearing' ",5
2012 ,"'B4 - Nutrition' ","'18' ","'RPA' ",5
2012 ,"'B4 - Nutrition' ","'19' ","'Firm choice' ",105
2012 ,"'B4 - Nutrition' ","'19' ","'Insurance choice' ",20
2012 ,"'B4 - Nutrition' ","'19' ","'Other main scheme choice' ",5
2012 ,"'B4 - Nutrition' ","'19' ","'Extra' ",5
2012 ,"'B4 - Nutrition' ","'19' ","'Main scheme Clearing' ",20
2012 ,"'B4 - Nutrition' ","'19' ","'Direct Clearing' ",5
2012 ,"'B4 - Nutrition' ","'20' ","'Firm choice' ",55
2012 ,"'B4 - Nutrition' ","'20' ","'Insurance choice' ",5
2012 ,"'B4 - Nutrition' ","'20' ","'Main scheme Clearing' ",5
2012 ,"'B4 - Nutrition' ","'20' ","'Direct Clearing' ",5
2012 ,"'B4 - Nutrition' ","'20' ","'RPA' ",5
2012 ,"'B4 - Nutrition' ","'21 and over' ","'Firm choice' ",310
2012 ,"'B4 - Nutrition' ","'21 and over' ","'Insurance choice' ",10
2012 ,"'B4 - Nutrition' ","'21 and over' ","'Other main scheme choice' ",15
2012 ,"'B4 - Nutrition' ","'21 and over' ","'Extra' ",10
2012 ,"'B4 - Nutrition' ","'21 and over' ","'Main scheme Clearing' ",35
2012 ,"'B4 - Nutrition' ","'21 and over' ","'Direct Clearing' ",20
2012 ,"'B4 - Nutrition' ","'21 and over' ","'RPA' ",40
2012 ,"'B5 - Ophthalmics' ","'17 and under' ","'Firm choice' ",5
2012 ,"'B5 - Ophthalmics' ","'18' ","'Firm choice' ",330
2012 ,"'B5 - Ophthalmics' ","'18' ","'Insurance choice' ",50
2012 ,"'B5 - Ophthalmics' ","'18' ","'Extra' ",25
2012 ,"'B5 - Ophthalmics' ","'18' ","'Main scheme Clearing' ",100
2012 ,"'B5 - Ophthalmics' ","'18' ","'Direct Clearing' ",5
2012 ,"'B5 - Ophthalmics' ","'18' ","'RPA' ",5
2012 ,"'B5 - Ophthalmics' ","'19' ","'Firm choice' ",110
2012 ,"'B5 - Ophthalmics' ","'19' ","'Insurance choice' ",15
2012 ,"'B5 - Ophthalmics' ","'19' ","'Extra' ",5
2012 ,"'B5 - Ophthalmics' ","'19' ","'Main scheme Clearing' ",50
2012 ,"'B5 - Ophthalmics' ","'19' ","'Direct Clearing' ",5
2012 ,"'B5 - Ophthalmics' ","'19' ","'RPA' ",5
2012 ,"'B5 - Ophthalmics' ","'20' ","'Firm choice' ",35
2012 ,"'B5 - Ophthalmics' ","'20' ","'Insurance choice' ",5
2012 ,"'B5 - Ophthalmics' ","'20' ","'Main scheme Clearing' ",5
2012 ,"'B5 - Ophthalmics' ","'21 and over' ","'Firm choice' ",120
2012 ,"'B5 - Ophthalmics' ","'21 and over' ","'Insurance choice' ",5
2012 ,"'B5 - Ophthalmics' ","'21 and over' ","'Other main scheme choice' ",15
2012 ,"'B5 - Ophthalmics' ","'21 and over' ","'Extra' ",5
2012 ,"'B5 - Ophthalmics' ","'21 and over' ","'Main scheme Clearing' ",25
2012 ,"'B5 - Ophthalmics' ","'21 and over' ","'Direct Clearing' ",5
2012 ,"'B5 - Ophthalmics' ","'21 and over' ","'RPA' ",5
2012 ,"'B6 - Aural and Oral Sciences' ","'17 and under' ","'Firm choice' ",5
2012 ,"'B6 - Aural and Oral Sciences' ","'18' ","'Firm choice' ",280
2012 ,"'B6 - Aural and Oral Sciences' ","'18' ","'Insurance choice' ",35
2012 ,"'B6 - Aural and Oral Sciences' ","'18' ","'Extra' ",5
2012 ,"'B6 - Aural and Oral Sciences' ","'18' ","'Main scheme Clearing' ",30
2012 ,"'B6 - Aural and Oral Sciences' ","'19' ","'Firm choice' ",70
2012 ,"'B6 - Aural and Oral Sciences' ","'19' ","'Insurance choice' ",5
2012 ,"'B6 - Aural and Oral Sciences' ","'19' ","'Extra' ",5
2012 ,"'B6 - Aural and Oral Sciences' ","'19' ","'Main scheme Clearing' ",15
2012 ,"'B6 - Aural and Oral Sciences' ","'19' ","'Direct Clearing' ",5
2012 ,"'B6 - Aural and Oral Sciences' ","'20' ","'Firm choice' ",30
2012 ,"'B6 - Aural and Oral Sciences' ","'20' ","'Main scheme Clearing' ",5
2012 ,"'B6 - Aural and Oral Sciences' ","'20' ","'Direct Clearing' ",5
2012 ,"'B6 - Aural and Oral Sciences' ","'21 and over' ","'Firm choice' ",210
2012 ,"'B6 - Aural and Oral Sciences' ","'21 and over' ","'Extra' ",5
2012 ,"'B6 - Aural and Oral Sciences' ","'21 and over' ","'Main scheme Clearing' ",15
2012 ,"'B6 - Aural and Oral Sciences' ","'21 and over' ","'RPA' ",5
2012 ,"'B7 - Nursing' ","'17 and under' ","'Firm choice' ",25
2012 ,"'B7 - Nursing' ","'17 and under' ","'Insurance choice' ",5
2012 ,"'B7 - Nursing' ","'17 and under' ","'Extra' ",5
2012 ,"'B7 - Nursing' ","'17 and under' ","'Direct Clearing' ",5
2012 ,"'B7 - Nursing' ","'18' ","'Firm choice' ",4155
2012 ,"'B7 - Nursing' ","'18' ","'Insurance choice' ",235
2012 ,"'B7 - Nursing' ","'18' ","'Other main scheme choice' ",25
2012 ,"'B7 - Nursing' ","'18' ","'Extra' ",235
2012 ,"'B7 - Nursing' ","'18' ","'Main scheme Clearing' ",440
2012 ,"'B7 - Nursing' ","'18' ","'Direct Clearing' ",10
2012 ,"'B7 - Nursing' ","'18' ","'RPA' ",5
2012 ,"'B7 - Nursing' ","'19' ","'Firm choice' ",2285
2012 ,"'B7 - Nursing' ","'19' ","'Insurance choice' ",40
2012 ,"'B7 - Nursing' ","'19' ","'Other main scheme choice' ",40
2012 ,"'B7 - Nursing' ","'19' ","'Extra' ",125
2012 ,"'B7 - Nursing' ","'19' ","'Main scheme Clearing' ",185
2012 ,"'B7 - Nursing' ","'19' ","'Direct Clearing' ",20
2012 ,"'B7 - Nursing' ","'19' ","'RPA' ",15
2012 ,"'B7 - Nursing' ","'20' ","'Firm choice' ",1465
2012 ,"'B7 - Nursing' ","'20' ","'Insurance choice' ",15
2012 ,"'B7 - Nursing' ","'20' ","'Other main scheme choice' ",30
2012 ,"'B7 - Nursing' ","'20' ","'Extra' ",75
2012 ,"'B7 - Nursing' ","'20' ","'Main scheme Clearing' ",105
2012 ,"'B7 - Nursing' ","'20' ","'Direct Clearing' ",15
2012 ,"'B7 - Nursing' ","'20' ","'RPA' ",15
2012 ,"'B7 - Nursing' ","'21 and over' ","'Firm choice' ",11950
2012 ,"'B7 - Nursing' ","'21 and over' ","'Insurance choice' ",65
2012 ,"'B7 - Nursing' ","'21 and over' ","'Other main scheme choice' ",535
2012 ,"'B7 - Nursing' ","'21 and over' ","'Extra' ",390
2012 ,"'B7 - Nursing' ","'21 and over' ","'Main scheme Clearing' ",910
2012 ,"'B7 - Nursing' ","'21 and over' ","'Direct Clearing' ",240
2012 ,"'B7 - Nursing' ","'21 and over' ","'RPA' ",185
2012 ,"'B8 - Medical Technology' ","'17 and under' ","'Firm choice' ",5
2012 ,"'B8 - Medical Technology' ","'18' ","'Firm choice' ",530
2012 ,"'B8 - Medical Technology' ","'18' ","'Insurance choice' ",55
2012 ,"'B8 - Medical Technology' ","'18' ","'Extra' ",15
2012 ,"'B8 - Medical Technology' ","'18' ","'Main scheme Clearing' ",70
2012 ,"'B8 - Medical Technology' ","'19' ","'Firm choice' ",230
2012 ,"'B8 - Medical Technology' ","'19' ","'Insurance choice' ",15
2012 ,"'B8 - Medical Technology' ","'19' ","'Extra' ",10
2012 ,"'B8 - Medical Technology' ","'19' ","'Main scheme Clearing' ",35
2012 ,"'B8 - Medical Technology' ","'19' ","'Direct Clearing' ",5
2012 ,"'B8 - Medical Technology' ","'19' ","'RPA' ",5
2012 ,"'B8 - Medical Technology' ","'20' ","'Firm choice' ",100
2012 ,"'B8 - Medical Technology' ","'20' ","'Insurance choice' ",5
2012 ,"'B8 - Medical Technology' ","'20' ","'Other main scheme choice' ",5
2012 ,"'B8 - Medical Technology' ","'20' ","'Extra' ",5
2012 ,"'B8 - Medical Technology' ","'20' ","'Main scheme Clearing' ",5
2012 ,"'B8 - Medical Technology' ","'20' ","'Direct Clearing' ",5
2012 ,"'B8 - Medical Technology' ","'21 and over' ","'Firm choice' ",575
2012 ,"'B8 - Medical Technology' ","'21 and over' ","'Insurance choice' ",5
2012 ,"'B8 - Medical Technology' ","'21 and over' ","'Other main scheme choice' ",25
2012 ,"'B8 - Medical Technology' ","'21 and over' ","'Extra' ",20
2012 ,"'B8 - Medical Technology' ","'21 and over' ","'Main scheme Clearing' ",35
2012 ,"'B8 - Medical Technology' ","'21 and over' ","'Direct Clearing' ",15
2012 ,"'B8 - Medical Technology' ","'21 and over' ","'RPA' ",20
2012 ,"'B9 - Others in Subjects allied to Medicine' ","'17 and under' ","'Firm choice' ",55
2012 ,"'B9 - Others in Subjects allied to Medicine' ","'17 and under' ","'Insurance choice' ",10
2012 ,"'B9 - Others in Subjects allied to Medicine' ","'17 and under' ","'Extra' ",5
2012 ,"'B9 - Others in Subjects allied to Medicine' ","'17 and under' ","'Main scheme Clearing' ",10
2012 ,"'B9 - Others in Subjects allied to Medicine' ","'17 and under' ","'Direct Clearing' ",5
2012 ,"'B9 - Others in Subjects allied to Medicine' ","'17 and under' ","'RPA' ",10
2012 ,"'B9 - Others in Subjects allied to Medicine' ","'18' ","'Firm choice' ",2215
2012 ,"'B9 - Others in Subjects allied to Medicine' ","'18' ","'Insurance choice' ",445
2012 ,"'B9 - Others in Subjects allied to Medicine' ","'18' ","'Other main scheme choice' ",10
2012 ,"'B9 - Others in Subjects allied to Medicine' ","'18' ","'Extra' ",95
2012 ,"'B9 - Others in Subjects allied to Medicine' ","'18' ","'Adjustment' ",10
2012 ,"'B9 - Others in Subjects allied to Medicine' ","'18' ","'Main scheme Clearing' ",595
2012 ,"'B9 - Others in Subjects allied to Medicine' ","'18' ","'Direct Clearing' ",20
2012 ,"'B9 - Others in Subjects allied to Medicine' ","'18' ","'RPA' ",25
2012 ,"'B9 - Others in Subjects allied to Medicine' ","'19' ","'Firm choice' ",1115
2012 ,"'B9 - Others in Subjects allied to Medicine' ","'19' ","'Insurance choice' ",135
2012 ,"'B9 - Others in Subjects allied to Medicine' ","'19' ","'Other main scheme choice' ",20
2012 ,"'B9 - Others in Subjects allied to Medicine' ","'19' ","'Extra' ",75
2012 ,"'B9 - Others in Subjects allied to Medicine' ","'19' ","'Main scheme Clearing' ",285
2012 ,"'B9 - Others in Subjects allied to Medicine' ","'19' ","'Direct Clearing' ",30
2012 ,"'B9 - Others in Subjects allied to Medicine' ","'19' ","'RPA' ",25
2012 ,"'B9 - Others in Subjects allied to Medicine' ","'20' ","'Firm choice' ",395
2012 ,"'B9 - Others in Subjects allied to Medicine' ","'20' ","'Insurance choice' ",25
2012 ,"'B9 - Others in Subjects allied to Medicine' ","'20' ","'Other main scheme choice' ",15
2012 ,"'B9 - Others in Subjects allied to Medicine' ","'20' ","'Extra' ",35
2012 ,"'B9 - Others in Subjects allied to Medicine' ","'20' ","'Main scheme Clearing' ",80
2012 ,"'B9 - Others in Subjects allied to Medicine' ","'20' ","'Direct Clearing' ",30
2012 ,"'B9 - Others in Subjects allied to Medicine' ","'20' ","'RPA' ",25
2012 ,"'B9 - Others in Subjects allied to Medicine' ","'21 and over' ","'Firm choice' ",2290
