"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Summary Level) , Age Band , Acceptance Route , Cycle Year"
"Coverage:   All"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_013_07.pdf"
 
Cycle Year,Subject Group (Summary Level) , Age Band , Acceptance Route,Number of Acceptances,
2007 ,"'Group A Medicine and Dentistry' ","'17 and under' ","'Firm choice' ",110
2012 ,"'Group V History and Philosophical studies' ","'21 and over' ","'Firm choice' ",910
2012 ,"'Group V History and Philosophical studies' ","'21 and over' ","'Insurance choice' ",25
2012 ,"'Group V History and Philosophical studies' ","'21 and over' ","'Other main scheme choice' ",105
2012 ,"'Group V History and Philosophical studies' ","'21 and over' ","'Extra' ",15
2012 ,"'Group V History and Philosophical studies' ","'21 and over' ","'Main scheme Clearing' ",85
2012 ,"'Group V History and Philosophical studies' ","'21 and over' ","'Direct Clearing' ",145
2012 ,"'Group V History and Philosophical studies' ","'21 and over' ","'RPA' ",125
2012 ,"'Group W Creative Arts and Design' ","'17 and under' ","'Firm choice' ",145
2012 ,"'Group W Creative Arts and Design' ","'17 and under' ","'Insurance choice' ",10
2012 ,"'Group W Creative Arts and Design' ","'17 and under' ","'Other main scheme choice' ",10
2012 ,"'Group W Creative Arts and Design' ","'17 and under' ","'Main scheme Clearing' ",5
2012 ,"'Group W Creative Arts and Design' ","'17 and under' ","'Direct Clearing' ",5
2012 ,"'Group W Creative Arts and Design' ","'17 and under' ","'RPA' ",30
2012 ,"'Group W Creative Arts and Design' ","'18' ","'Firm choice' ",15820
2012 ,"'Group W Creative Arts and Design' ","'18' ","'Insurance choice' ",655
2012 ,"'Group W Creative Arts and Design' ","'18' ","'Other main scheme choice' ",195
2012 ,"'Group W Creative Arts and Design' ","'18' ","'Extra' ",310
2012 ,"'Group W Creative Arts and Design' ","'18' ","'Adjustment' ",40
2012 ,"'Group W Creative Arts and Design' ","'18' ","'Main scheme Clearing' ",1165
2012 ,"'Group W Creative Arts and Design' ","'18' ","'Direct Clearing' ",175
2012 ,"'Group W Creative Arts and Design' ","'18' ","'RPA' ",210
2012 ,"'Group W Creative Arts and Design' ","'19' ","'Firm choice' ",12065
2012 ,"'Group W Creative Arts and Design' ","'19' ","'Insurance choice' ",165
2012 ,"'Group W Creative Arts and Design' ","'19' ","'Other main scheme choice' ",275
2012 ,"'Group W Creative Arts and Design' ","'19' ","'Extra' ",245
2012 ,"'Group W Creative Arts and Design' ","'19' ","'Adjustment' ",15
2012 ,"'Group W Creative Arts and Design' ","'19' ","'Main scheme Clearing' ",675
2012 ,"'Group W Creative Arts and Design' ","'19' ","'Direct Clearing' ",250
2012 ,"'Group W Creative Arts and Design' ","'19' ","'RPA' ",260
2012 ,"'Group W Creative Arts and Design' ","'20' ","'Firm choice' ",4330
2012 ,"'Group W Creative Arts and Design' ","'20' ","'Insurance choice' ",55
2012 ,"'Group W Creative Arts and Design' ","'20' ","'Other main scheme choice' ",230
2012 ,"'Group W Creative Arts and Design' ","'20' ","'Extra' ",85
2012 ,"'Group W Creative Arts and Design' ","'20' ","'Adjustment' ",5
2012 ,"'Group W Creative Arts and Design' ","'20' ","'Main scheme Clearing' ",310
2012 ,"'Group W Creative Arts and Design' ","'20' ","'Direct Clearing' ",220
2012 ,"'Group W Creative Arts and Design' ","'20' ","'RPA' ",200
2012 ,"'Group W Creative Arts and Design' ","'21 and over' ","'Firm choice' ",6685
2012 ,"'Group W Creative Arts and Design' ","'21 and over' ","'Insurance choice' ",50
2012 ,"'Group W Creative Arts and Design' ","'21 and over' ","'Other main scheme choice' ",660
2012 ,"'Group W Creative Arts and Design' ","'21 and over' ","'Extra' ",120
2012 ,"'Group W Creative Arts and Design' ","'21 and over' ","'Adjustment' ",5
2012 ,"'Group W Creative Arts and Design' ","'21 and over' ","'Main scheme Clearing' ",560
2012 ,"'Group W Creative Arts and Design' ","'21 and over' ","'Direct Clearing' ",705
2012 ,"'Group W Creative Arts and Design' ","'21 and over' ","'RPA' ",805
2012 ,"'Group X Education' ","'17 and under' ","'Firm choice' ",20
2012 ,"'Group X Education' ","'17 and under' ","'Direct Clearing' ",5
2012 ,"'Group X Education' ","'17 and under' ","'RPA' ",10
2012 ,"'Group X Education' ","'18' ","'Firm choice' ",6795
2012 ,"'Group X Education' ","'18' ","'Insurance choice' ",395
2012 ,"'Group X Education' ","'18' ","'Other main scheme choice' ",30
2012 ,"'Group X Education' ","'18' ","'Extra' ",235
2012 ,"'Group X Education' ","'18' ","'Adjustment' ",15
2012 ,"'Group X Education' ","'18' ","'Main scheme Clearing' ",660
2012 ,"'Group X Education' ","'18' ","'Direct Clearing' ",45
2012 ,"'Group X Education' ","'18' ","'RPA' ",60
2012 ,"'Group X Education' ","'19' ","'Firm choice' ",2155
2012 ,"'Group X Education' ","'19' ","'Insurance choice' ",80
2012 ,"'Group X Education' ","'19' ","'Other main scheme choice' ",55
2012 ,"'Group X Education' ","'19' ","'Extra' ",110
2012 ,"'Group X Education' ","'19' ","'Main scheme Clearing' ",285
2012 ,"'Group X Education' ","'19' ","'Direct Clearing' ",105
2012 ,"'Group X Education' ","'19' ","'RPA' ",115
2012 ,"'Group X Education' ","'20' ","'Firm choice' ",900
2012 ,"'Group X Education' ","'20' ","'Insurance choice' ",25
2012 ,"'Group X Education' ","'20' ","'Other main scheme choice' ",45
2012 ,"'Group X Education' ","'20' ","'Extra' ",45
2012 ,"'Group X Education' ","'20' ","'Main scheme Clearing' ",110
2012 ,"'Group X Education' ","'20' ","'Direct Clearing' ",60
2012 ,"'Group X Education' ","'20' ","'RPA' ",85
2012 ,"'Group X Education' ","'21 and over' ","'Firm choice' ",2915
2012 ,"'Group X Education' ","'21 and over' ","'Insurance choice' ",30
2012 ,"'Group X Education' ","'21 and over' ","'Other main scheme choice' ",285
2012 ,"'Group X Education' ","'21 and over' ","'Extra' ",65
2012 ,"'Group X Education' ","'21 and over' ","'Main scheme Clearing' ",260
2012 ,"'Group X Education' ","'21 and over' ","'Direct Clearing' ",370
2012 ,"'Group X Education' ","'21 and over' ","'RPA' ",505
2012 ,"'Y Combined arts' ","'17 and under' ","'Firm choice' ",70
2012 ,"'Y Combined arts' ","'17 and under' ","'Insurance choice' ",10
2012 ,"'Y Combined arts' ","'17 and under' ","'Direct Clearing' ",5
2012 ,"'Y Combined arts' ","'18' ","'Firm choice' ",5500
2012 ,"'Y Combined arts' ","'18' ","'Insurance choice' ",595
2012 ,"'Y Combined arts' ","'18' ","'Other main scheme choice' ",20
2012 ,"'Y Combined arts' ","'18' ","'Extra' ",60
2012 ,"'Y Combined arts' ","'18' ","'Adjustment' ",35
2012 ,"'Y Combined arts' ","'18' ","'Main scheme Clearing' ",520
2012 ,"'Y Combined arts' ","'18' ","'Direct Clearing' ",35
2012 ,"'Y Combined arts' ","'18' ","'RPA' ",20
2012 ,"'Y Combined arts' ","'19' ","'Firm choice' ",1700
2012 ,"'Y Combined arts' ","'19' ","'Insurance choice' ",105
2012 ,"'Y Combined arts' ","'19' ","'Other main scheme choice' ",40
2012 ,"'Y Combined arts' ","'19' ","'Extra' ",25
2012 ,"'Y Combined arts' ","'19' ","'Main scheme Clearing' ",165
2012 ,"'Y Combined arts' ","'19' ","'Direct Clearing' ",50
2012 ,"'Y Combined arts' ","'19' ","'RPA' ",40
2012 ,"'Y Combined arts' ","'20' ","'Firm choice' ",500
2012 ,"'Y Combined arts' ","'20' ","'Insurance choice' ",15
2012 ,"'Y Combined arts' ","'20' ","'Other main scheme choice' ",30
2012 ,"'Y Combined arts' ","'20' ","'Extra' ",20
2012 ,"'Y Combined arts' ","'20' ","'Main scheme Clearing' ",65
2012 ,"'Y Combined arts' ","'20' ","'Direct Clearing' ",40
2012 ,"'Y Combined arts' ","'20' ","'RPA' ",40
2012 ,"'Y Combined arts' ","'21 and over' ","'Firm choice' ",1010
2012 ,"'Y Combined arts' ","'21 and over' ","'Insurance choice' ",20
2012 ,"'Y Combined arts' ","'21 and over' ","'Other main scheme choice' ",95
2012 ,"'Y Combined arts' ","'21 and over' ","'Extra' ",15
2012 ,"'Y Combined arts' ","'21 and over' ","'Main scheme Clearing' ",95
2012 ,"'Y Combined arts' ","'21 and over' ","'Direct Clearing' ",110
2012 ,"'Y Combined arts' ","'21 and over' ","'RPA' ",95
2012 ,"'Y Combined sciences' ","'17 and under' ","'Firm choice' ",70
2012 ,"'Y Combined sciences' ","'17 and under' ","'Insurance choice' ",10
2012 ,"'Y Combined sciences' ","'17 and under' ","'Other main scheme choice' ",5
2012 ,"'Y Combined sciences' ","'17 and under' ","'Main scheme Clearing' ",10
2012 ,"'Y Combined sciences' ","'18' ","'Firm choice' ",3155
2012 ,"'Y Combined sciences' ","'18' ","'Insurance choice' ",375
2012 ,"'Y Combined sciences' ","'18' ","'Other main scheme choice' ",20
2012 ,"'Y Combined sciences' ","'18' ","'Extra' ",95
2012 ,"'Y Combined sciences' ","'18' ","'Adjustment' ",20
2012 ,"'Y Combined sciences' ","'18' ","'Main scheme Clearing' ",485
2012 ,"'Y Combined sciences' ","'18' ","'Direct Clearing' ",20
2012 ,"'Y Combined sciences' ","'18' ","'RPA' ",30
2012 ,"'Y Combined sciences' ","'19' ","'Firm choice' ",1160
2012 ,"'Y Combined sciences' ","'19' ","'Insurance choice' ",110
2012 ,"'Y Combined sciences' ","'19' ","'Other main scheme choice' ",25
2012 ,"'Y Combined sciences' ","'19' ","'Extra' ",70
2012 ,"'Y Combined sciences' ","'19' ","'Adjustment' ",5
2012 ,"'Y Combined sciences' ","'19' ","'Main scheme Clearing' ",250
2012 ,"'Y Combined sciences' ","'19' ","'Direct Clearing' ",40
2012 ,"'Y Combined sciences' ","'19' ","'RPA' ",35
2012 ,"'Y Combined sciences' ","'20' ","'Firm choice' ",435
2012 ,"'Y Combined sciences' ","'20' ","'Insurance choice' ",25
2012 ,"'Y Combined sciences' ","'20' ","'Other main scheme choice' ",25
2012 ,"'Y Combined sciences' ","'20' ","'Extra' ",20
2012 ,"'Y Combined sciences' ","'20' ","'Main scheme Clearing' ",80
2012 ,"'Y Combined sciences' ","'20' ","'Direct Clearing' ",35
2012 ,"'Y Combined sciences' ","'20' ","'RPA' ",40
2012 ,"'Y Combined sciences' ","'21 and over' ","'Firm choice' ",895
2012 ,"'Y Combined sciences' ","'21 and over' ","'Insurance choice' ",25
2012 ,"'Y Combined sciences' ","'21 and over' ","'Other main scheme choice' ",95
2012 ,"'Y Combined sciences' ","'21 and over' ","'Extra' ",55
2012 ,"'Y Combined sciences' ","'21 and over' ","'Main scheme Clearing' ",170
2012 ,"'Y Combined sciences' ","'21 and over' ","'Direct Clearing' ",125
2012 ,"'Y Combined sciences' ","'21 and over' ","'RPA' ",155
2012 ,"'Y Combined social sciences' ","'17 and under' ","'Firm choice' ",60
2012 ,"'Y Combined social sciences' ","'17 and under' ","'Insurance choice' ",10
2012 ,"'Y Combined social sciences' ","'17 and under' ","'Main scheme Clearing' ",10
2012 ,"'Y Combined social sciences' ","'18' ","'Firm choice' ",1895
2012 ,"'Y Combined social sciences' ","'18' ","'Insurance choice' ",255
2012 ,"'Y Combined social sciences' ","'18' ","'Other main scheme choice' ",20
2012 ,"'Y Combined social sciences' ","'18' ","'Extra' ",40
2012 ,"'Y Combined social sciences' ","'18' ","'Adjustment' ",25
2012 ,"'Y Combined social sciences' ","'18' ","'Main scheme Clearing' ",425
2012 ,"'Y Combined social sciences' ","'18' ","'Direct Clearing' ",15
2012 ,"'Y Combined social sciences' ","'18' ","'RPA' ",20
2012 ,"'Y Combined social sciences' ","'19' ","'Firm choice' ",790
2012 ,"'Y Combined social sciences' ","'19' ","'Insurance choice' ",95
2012 ,"'Y Combined social sciences' ","'19' ","'Other main scheme choice' ",30
2012 ,"'Y Combined social sciences' ","'19' ","'Extra' ",25
2012 ,"'Y Combined social sciences' ","'19' ","'Adjustment' ",5
2012 ,"'Y Combined social sciences' ","'19' ","'Main scheme Clearing' ",175
2012 ,"'Y Combined social sciences' ","'19' ","'Direct Clearing' ",20
2012 ,"'Y Combined social sciences' ","'19' ","'RPA' ",40
2012 ,"'Y Combined social sciences' ","'20' ","'Firm choice' ",280
2012 ,"'Y Combined social sciences' ","'20' ","'Insurance choice' ",25
2012 ,"'Y Combined social sciences' ","'20' ","'Other main scheme choice' ",20
2012 ,"'Y Combined social sciences' ","'20' ","'Extra' ",10
2012 ,"'Y Combined social sciences' ","'20' ","'Main scheme Clearing' ",45
2012 ,"'Y Combined social sciences' ","'20' ","'Direct Clearing' ",20
2012 ,"'Y Combined social sciences' ","'20' ","'RPA' ",25
2012 ,"'Y Combined social sciences' ","'21 and over' ","'Firm choice' ",425
2012 ,"'Y Combined social sciences' ","'21 and over' ","'Insurance choice' ",20
2012 ,"'Y Combined social sciences' ","'21 and over' ","'Other main scheme choice' ",35
2012 ,"'Y Combined social sciences' ","'21 and over' ","'Extra' ",25
2012 ,"'Y Combined social sciences' ","'21 and over' ","'Main scheme Clearing' ",55
2012 ,"'Y Combined social sciences' ","'21 and over' ","'Direct Clearing' ",55
2012 ,"'Y Combined social sciences' ","'21 and over' ","'RPA' ",95
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'17 and under' ","'Firm choice' ",100
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'17 and under' ","'Insurance choice' ",15
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'17 and under' ","'Other main scheme choice' ",5
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'17 and under' ","'Main scheme Clearing' ",10
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'17 and under' ","'RPA' ",10
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'18' ","'Firm choice' ",6935
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'18' ","'Insurance choice' ",605
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'18' ","'Other main scheme choice' ",65
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'18' ","'Extra' ",125
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'18' ","'Adjustment' ",20
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'18' ","'Main scheme Clearing' ",785
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'18' ","'Direct Clearing' ",70
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'18' ","'RPA' ",60
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'19' ","'Firm choice' ",2850
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'19' ","'Insurance choice' ",165
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'19' ","'Other main scheme choice' ",80
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'19' ","'Extra' ",75
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'19' ","'Adjustment' ",5
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'19' ","'Main scheme Clearing' ",285
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'19' ","'Direct Clearing' ",95
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'19' ","'RPA' ",90
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'20' ","'Firm choice' ",1185
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'20' ","'Insurance choice' ",55
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'20' ","'Other main scheme choice' ",65
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'20' ","'Extra' ",40
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'20' ","'Main scheme Clearing' ",110
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'20' ","'Direct Clearing' ",80
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'20' ","'RPA' ",90
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'21 and over' ","'Firm choice' ",2280
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'21 and over' ","'Insurance choice' ",40
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'21 and over' ","'Other main scheme choice' ",200
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'21 and over' ","'Extra' ",60
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'21 and over' ","'Main scheme Clearing' ",245
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'21 and over' ","'Direct Clearing' ",280
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'21 and over' ","'RPA' ",350
2012 ,"'Y Social Sciences combined with Arts' ","'17 and under' ","'Firm choice' ",120
2012 ,"'Y Social Sciences combined with Arts' ","'17 and under' ","'Insurance choice' ",10
2012 ,"'Y Social Sciences combined with Arts' ","'17 and under' ","'Other main scheme choice' ",10
2012 ,"'Y Social Sciences combined with Arts' ","'17 and under' ","'Extra' ",5
2012 ,"'Y Social Sciences combined with Arts' ","'17 and under' ","'Main scheme Clearing' ",5
2012 ,"'Y Social Sciences combined with Arts' ","'17 and under' ","'RPA' ",5
2012 ,"'Y Social Sciences combined with Arts' ","'18' ","'Firm choice' ",4710
2012 ,"'Y Social Sciences combined with Arts' ","'18' ","'Insurance choice' ",475
2012 ,"'Y Social Sciences combined with Arts' ","'18' ","'Other main scheme choice' ",25
2012 ,"'Y Social Sciences combined with Arts' ","'18' ","'Extra' ",75
2012 ,"'Y Social Sciences combined with Arts' ","'18' ","'Adjustment' ",30
2012 ,"'Y Social Sciences combined with Arts' ","'18' ","'Main scheme Clearing' ",460
2012 ,"'Y Social Sciences combined with Arts' ","'18' ","'Direct Clearing' ",30
2012 ,"'Y Social Sciences combined with Arts' ","'18' ","'RPA' ",45
2012 ,"'Y Social Sciences combined with Arts' ","'19' ","'Firm choice' ",1700
2012 ,"'Y Social Sciences combined with Arts' ","'19' ","'Insurance choice' ",100
2012 ,"'Y Social Sciences combined with Arts' ","'19' ","'Other main scheme choice' ",60
2012 ,"'Y Social Sciences combined with Arts' ","'19' ","'Extra' ",50
2012 ,"'Y Social Sciences combined with Arts' ","'19' ","'Adjustment' ",5
2012 ,"'Y Social Sciences combined with Arts' ","'19' ","'Main scheme Clearing' ",185
2012 ,"'Y Social Sciences combined with Arts' ","'19' ","'Direct Clearing' ",35
2012 ,"'Y Social Sciences combined with Arts' ","'19' ","'RPA' ",60
2012 ,"'Y Social Sciences combined with Arts' ","'20' ","'Firm choice' ",630
2012 ,"'Y Social Sciences combined with Arts' ","'20' ","'Insurance choice' ",20
2012 ,"'Y Social Sciences combined with Arts' ","'20' ","'Other main scheme choice' ",30
2012 ,"'Y Social Sciences combined with Arts' ","'20' ","'Extra' ",15
2012 ,"'Y Social Sciences combined with Arts' ","'20' ","'Main scheme Clearing' ",60
2012 ,"'Y Social Sciences combined with Arts' ","'20' ","'Direct Clearing' ",30
2012 ,"'Y Social Sciences combined with Arts' ","'20' ","'RPA' ",50
2012 ,"'Y Social Sciences combined with Arts' ","'21 and over' ","'Firm choice' ",985
2012 ,"'Y Social Sciences combined with Arts' ","'21 and over' ","'Insurance choice' ",25
2012 ,"'Y Social Sciences combined with Arts' ","'21 and over' ","'Other main scheme choice' ",120
2012 ,"'Y Social Sciences combined with Arts' ","'21 and over' ","'Extra' ",30
2012 ,"'Y Social Sciences combined with Arts' ","'21 and over' ","'Main scheme Clearing' ",100
2012 ,"'Y Social Sciences combined with Arts' ","'21 and over' ","'Direct Clearing' ",115
2012 ,"'Y Social Sciences combined with Arts' ","'21 and over' ","'RPA' ",220
2012 ,"'Z General, other combined and unknown' ","'17 and under' ","'Firm choice' ",110
2012 ,"'Z General, other combined and unknown' ","'17 and under' ","'Insurance choice' ",5
2012 ,"'Z General, other combined and unknown' ","'17 and under' ","'Other main scheme choice' ",5
2012 ,"'Z General, other combined and unknown' ","'17 and under' ","'Main scheme Clearing' ",10
2012 ,"'Z General, other combined and unknown' ","'17 and under' ","'RPA' ",30
2012 ,"'Z General, other combined and unknown' ","'18' ","'Firm choice' ",2755
2012 ,"'Z General, other combined and unknown' ","'18' ","'Insurance choice' ",185
2012 ,"'Z General, other combined and unknown' ","'18' ","'Other main scheme choice' ",15
2012 ,"'Z General, other combined and unknown' ","'18' ","'Extra' ",30
2012 ,"'Z General, other combined and unknown' ","'18' ","'Adjustment' ",40
2012 ,"'Z General, other combined and unknown' ","'18' ","'Main scheme Clearing' ",270
2012 ,"'Z General, other combined and unknown' ","'18' ","'Direct Clearing' ",25
2012 ,"'Z General, other combined and unknown' ","'18' ","'RPA' ",210
2012 ,"'Z General, other combined and unknown' ","'19' ","'Firm choice' ",855
2012 ,"'Z General, other combined and unknown' ","'19' ","'Insurance choice' ",65
2012 ,"'Z General, other combined and unknown' ","'19' ","'Other main scheme choice' ",25
2012 ,"'Z General, other combined and unknown' ","'19' ","'Extra' ",35
2012 ,"'Z General, other combined and unknown' ","'19' ","'Main scheme Clearing' ",115
2012 ,"'Z General, other combined and unknown' ","'19' ","'Direct Clearing' ",20
2012 ,"'Z General, other combined and unknown' ","'19' ","'RPA' ",50
2012 ,"'Z General, other combined and unknown' ","'20' ","'Firm choice' ",285
2012 ,"'Z General, other combined and unknown' ","'20' ","'Insurance choice' ",10
2012 ,"'Z General, other combined and unknown' ","'20' ","'Other main scheme choice' ",20
2012 ,"'Z General, other combined and unknown' ","'20' ","'Extra' ",5
2012 ,"'Z General, other combined and unknown' ","'20' ","'Main scheme Clearing' ",50
2012 ,"'Z General, other combined and unknown' ","'20' ","'Direct Clearing' ",15
2012 ,"'Z General, other combined and unknown' ","'20' ","'RPA' ",25
2012 ,"'Z General, other combined and unknown' ","'21 and over' ","'Firm choice' ",470
2012 ,"'Z General, other combined and unknown' ","'21 and over' ","'Insurance choice' ",10
2012 ,"'Z General, other combined and unknown' ","'21 and over' ","'Other main scheme choice' ",55
2012 ,"'Z General, other combined and unknown' ","'21 and over' ","'Extra' ",25
2012 ,"'Z General, other combined and unknown' ","'21 and over' ","'Main scheme Clearing' ",85
2012 ,"'Z General, other combined and unknown' ","'21 and over' ","'Direct Clearing' ",60
2012 ,"'Z General, other combined and unknown' ","'21 and over' ","'RPA' ",115
2013 ,"'Group A Medicine and Dentistry' ","'17 and under' ","'Firm choice' ",80
2013 ,"'Group A Medicine and Dentistry' ","'17 and under' ","'Insurance choice' ",5
2013 ,"'Group A Medicine and Dentistry' ","'17 and under' ","'Main scheme Clearing' ",5
2013 ,"'Group A Medicine and Dentistry' ","'18' ","'Firm choice' ",4575
2013 ,"'Group A Medicine and Dentistry' ","'18' ","'Insurance choice' ",50
2013 ,"'Group A Medicine and Dentistry' ","'18' ","'Other main scheme choice' ",5
2013 ,"'Group A Medicine and Dentistry' ","'18' ","'Extra' ",50
2013 ,"'Group A Medicine and Dentistry' ","'18' ","'Adjustment' ",5
2013 ,"'Group A Medicine and Dentistry' ","'18' ","'Main scheme Clearing' ",280
2013 ,"'Group A Medicine and Dentistry' ","'18' ","'RPA' ",5
2013 ,"'Group A Medicine and Dentistry' ","'19' ","'Firm choice' ",1420
2013 ,"'Group A Medicine and Dentistry' ","'19' ","'Insurance choice' ",5
2013 ,"'Group A Medicine and Dentistry' ","'19' ","'Other main scheme choice' ",5
2013 ,"'Group A Medicine and Dentistry' ","'19' ","'Extra' ",10
2013 ,"'Group A Medicine and Dentistry' ","'19' ","'Main scheme Clearing' ",65
2013 ,"'Group A Medicine and Dentistry' ","'19' ","'RPA' ",35
2013 ,"'Group A Medicine and Dentistry' ","'20' ","'Firm choice' ",180
2013 ,"'Group A Medicine and Dentistry' ","'20' ","'Main scheme Clearing' ",10
2013 ,"'Group A Medicine and Dentistry' ","'20' ","'RPA' ",20
2013 ,"'Group A Medicine and Dentistry' ","'21 and over' ","'Firm choice' ",1680
2013 ,"'Group A Medicine and Dentistry' ","'21 and over' ","'Other main scheme choice' ",5
2013 ,"'Group A Medicine and Dentistry' ","'21 and over' ","'Extra' ",5
2013 ,"'Group A Medicine and Dentistry' ","'21 and over' ","'Main scheme Clearing' ",75
2013 ,"'Group A Medicine and Dentistry' ","'21 and over' ","'RPA' ",190
2013 ,"'Group B Subjects allied to Medicine' ","'17 and under' ","'Firm choice' ",180
2013 ,"'Group B Subjects allied to Medicine' ","'17 and under' ","'Insurance choice' ",30
2013 ,"'Group B Subjects allied to Medicine' ","'17 and under' ","'Other main scheme choice' ",10
2013 ,"'Group B Subjects allied to Medicine' ","'17 and under' ","'Extra' ",5
2013 ,"'Group B Subjects allied to Medicine' ","'17 and under' ","'Main scheme Clearing' ",45
2013 ,"'Group B Subjects allied to Medicine' ","'17 and under' ","'RPA' ",20
2013 ,"'Group B Subjects allied to Medicine' ","'18' ","'Firm choice' ",11235
2013 ,"'Group B Subjects allied to Medicine' ","'18' ","'Insurance choice' ",1415
2013 ,"'Group B Subjects allied to Medicine' ","'18' ","'Other main scheme choice' ",75
2013 ,"'Group B Subjects allied to Medicine' ","'18' ","'Extra' ",485
2013 ,"'Group B Subjects allied to Medicine' ","'18' ","'Adjustment' ",55
2013 ,"'Group B Subjects allied to Medicine' ","'18' ","'Main scheme Clearing' ",1745
2013 ,"'Group B Subjects allied to Medicine' ","'18' ","'Direct Clearing' ",75
2013 ,"'Group B Subjects allied to Medicine' ","'18' ","'RPA' ",55
2013 ,"'Group B Subjects allied to Medicine' ","'19' ","'Firm choice' ",6255
2013 ,"'Group B Subjects allied to Medicine' ","'19' ","'Insurance choice' ",470
2013 ,"'Group B Subjects allied to Medicine' ","'19' ","'Other main scheme choice' ",120
2013 ,"'Group B Subjects allied to Medicine' ","'19' ","'Extra' ",340
2013 ,"'Group B Subjects allied to Medicine' ","'19' ","'Adjustment' ",10
2013 ,"'Group B Subjects allied to Medicine' ","'19' ","'Main scheme Clearing' ",930
2013 ,"'Group B Subjects allied to Medicine' ","'19' ","'Direct Clearing' ",95
2013 ,"'Group B Subjects allied to Medicine' ","'19' ","'RPA' ",90
2013 ,"'Group B Subjects allied to Medicine' ","'20' ","'Firm choice' ",2700
2013 ,"'Group B Subjects allied to Medicine' ","'20' ","'Insurance choice' ",95
2013 ,"'Group B Subjects allied to Medicine' ","'20' ","'Other main scheme choice' ",80
2013 ,"'Group B Subjects allied to Medicine' ","'20' ","'Extra' ",110
2013 ,"'Group B Subjects allied to Medicine' ","'20' ","'Adjustment' ",5
2013 ,"'Group B Subjects allied to Medicine' ","'20' ","'Main scheme Clearing' ",335
2013 ,"'Group B Subjects allied to Medicine' ","'20' ","'Direct Clearing' ",85
2013 ,"'Group B Subjects allied to Medicine' ","'20' ","'RPA' ",60
2013 ,"'Group B Subjects allied to Medicine' ","'21 and over' ","'Firm choice' ",17490
2013 ,"'Group B Subjects allied to Medicine' ","'21 and over' ","'Insurance choice' ",235
2013 ,"'Group B Subjects allied to Medicine' ","'21 and over' ","'Other main scheme choice' ",955
2013 ,"'Group B Subjects allied to Medicine' ","'21 and over' ","'Extra' ",605
2013 ,"'Group B Subjects allied to Medicine' ","'21 and over' ","'Adjustment' ",5
2013 ,"'Group B Subjects allied to Medicine' ","'21 and over' ","'Main scheme Clearing' ",1675
2013 ,"'Group B Subjects allied to Medicine' ","'21 and over' ","'Direct Clearing' ",680
2013 ,"'Group B Subjects allied to Medicine' ","'21 and over' ","'RPA' ",630
2013 ,"'Group C Biological Sciences' ","'17 and under' ","'Firm choice' ",260
2013 ,"'Group C Biological Sciences' ","'17 and under' ","'Insurance choice' ",40
2013 ,"'Group C Biological Sciences' ","'17 and under' ","'Other main scheme choice' ",10
2013 ,"'Group C Biological Sciences' ","'17 and under' ","'Adjustment' ",5
2013 ,"'Group C Biological Sciences' ","'17 and under' ","'Main scheme Clearing' ",30
2013 ,"'Group C Biological Sciences' ","'17 and under' ","'Direct Clearing' ",15
2013 ,"'Group C Biological Sciences' ","'17 and under' ","'RPA' ",20
2013 ,"'Group C Biological Sciences' ","'18' ","'Firm choice' ",18565
