"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Summary Level) , Applicant Domicile (High Level) , Acceptance Route , Cycle Year"
"Coverage:   UK domiciled"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_012_07.pdf"
 
Cycle Year,Subject Group (Summary Level) , Applicant Domicile (High Level) , Acceptance Route,Number of Acceptances,
2007 ,"'Group A Medicine and Dentistry' ","'England' ","'Firm choice' ",6135
2012 ,"'Group K Architecture, Building and Planning' ","'Scotland' ","'Main scheme Clearing' ",15
2012 ,"'Group K Architecture, Building and Planning' ","'Scotland' ","'Direct Clearing' ",5
2012 ,"'Group K Architecture, Building and Planning' ","'Scotland' ","'RPA' ",30
2012 ,"'Group K Architecture, Building and Planning' ","'Wales' ","'Firm choice' ",165
2012 ,"'Group K Architecture, Building and Planning' ","'Wales' ","'Insurance choice' ",10
2012 ,"'Group K Architecture, Building and Planning' ","'Wales' ","'Other main scheme choice' ",5
2012 ,"'Group K Architecture, Building and Planning' ","'Wales' ","'Extra' ",5
2012 ,"'Group K Architecture, Building and Planning' ","'Wales' ","'Main scheme Clearing' ",20
2012 ,"'Group K Architecture, Building and Planning' ","'Wales' ","'Direct Clearing' ",15
2012 ,"'Group K Architecture, Building and Planning' ","'Wales' ","'RPA' ",15
2012 ,"'Group L Social Studies' ","'England' ","'Firm choice' ",19195
2012 ,"'Group L Social Studies' ","'England' ","'Insurance choice' ",1805
2012 ,"'Group L Social Studies' ","'England' ","'Other main scheme choice' ",740
2012 ,"'Group L Social Studies' ","'England' ","'Extra' ",695
2012 ,"'Group L Social Studies' ","'England' ","'Adjustment' ",110
2012 ,"'Group L Social Studies' ","'England' ","'Main scheme Clearing' ",3475
2012 ,"'Group L Social Studies' ","'England' ","'Direct Clearing' ",840
2012 ,"'Group L Social Studies' ","'England' ","'RPA' ",955
2012 ,"'Group L Social Studies' ","'Northern Ireland' ","'Firm choice' ",740
2012 ,"'Group L Social Studies' ","'Northern Ireland' ","'Insurance choice' ",115
2012 ,"'Group L Social Studies' ","'Northern Ireland' ","'Other main scheme choice' ",5
2012 ,"'Group L Social Studies' ","'Northern Ireland' ","'Extra' ",10
2012 ,"'Group L Social Studies' ","'Northern Ireland' ","'Main scheme Clearing' ",80
2012 ,"'Group L Social Studies' ","'Northern Ireland' ","'Direct Clearing' ",10
2012 ,"'Group L Social Studies' ","'Northern Ireland' ","'RPA' ",5
2012 ,"'Group L Social Studies' ","'Scotland' ","'Firm choice' ",1695
2012 ,"'Group L Social Studies' ","'Scotland' ","'Insurance choice' ",160
2012 ,"'Group L Social Studies' ","'Scotland' ","'Other main scheme choice' ",40
2012 ,"'Group L Social Studies' ","'Scotland' ","'Extra' ",15
2012 ,"'Group L Social Studies' ","'Scotland' ","'Main scheme Clearing' ",140
2012 ,"'Group L Social Studies' ","'Scotland' ","'Direct Clearing' ",20
2012 ,"'Group L Social Studies' ","'Scotland' ","'RPA' ",290
2012 ,"'Group L Social Studies' ","'Wales' ","'Firm choice' ",1020
2012 ,"'Group L Social Studies' ","'Wales' ","'Insurance choice' ",65
2012 ,"'Group L Social Studies' ","'Wales' ","'Other main scheme choice' ",40
2012 ,"'Group L Social Studies' ","'Wales' ","'Extra' ",45
2012 ,"'Group L Social Studies' ","'Wales' ","'Main scheme Clearing' ",185
2012 ,"'Group L Social Studies' ","'Wales' ","'Direct Clearing' ",50
2012 ,"'Group L Social Studies' ","'Wales' ","'RPA' ",115
2012 ,"'Group M Law' ","'England' ","'Firm choice' ",9860
2012 ,"'Group M Law' ","'England' ","'Insurance choice' ",1360
2012 ,"'Group M Law' ","'England' ","'Other main scheme choice' ",255
2012 ,"'Group M Law' ","'England' ","'Extra' ",210
2012 ,"'Group M Law' ","'England' ","'Adjustment' ",105
2012 ,"'Group M Law' ","'England' ","'Main scheme Clearing' ",2105
2012 ,"'Group M Law' ","'England' ","'Direct Clearing' ",525
2012 ,"'Group M Law' ","'England' ","'RPA' ",410
2012 ,"'Group M Law' ","'Northern Ireland' ","'Firm choice' ",520
2012 ,"'Group M Law' ","'Northern Ireland' ","'Insurance choice' ",35
2012 ,"'Group M Law' ","'Northern Ireland' ","'Other main scheme choice' ",5
2012 ,"'Group M Law' ","'Northern Ireland' ","'Extra' ",5
2012 ,"'Group M Law' ","'Northern Ireland' ","'Adjustment' ",5
2012 ,"'Group M Law' ","'Northern Ireland' ","'Main scheme Clearing' ",35
2012 ,"'Group M Law' ","'Northern Ireland' ","'Direct Clearing' ",10
2012 ,"'Group M Law' ","'Scotland' ","'Firm choice' ",1150
2012 ,"'Group M Law' ","'Scotland' ","'Insurance choice' ",80
2012 ,"'Group M Law' ","'Scotland' ","'Other main scheme choice' ",35
2012 ,"'Group M Law' ","'Scotland' ","'Extra' ",5
2012 ,"'Group M Law' ","'Scotland' ","'Main scheme Clearing' ",50
2012 ,"'Group M Law' ","'Scotland' ","'Direct Clearing' ",30
2012 ,"'Group M Law' ","'Scotland' ","'RPA' ",15
2012 ,"'Group M Law' ","'Wales' ","'Firm choice' ",595
2012 ,"'Group M Law' ","'Wales' ","'Insurance choice' ",65
2012 ,"'Group M Law' ","'Wales' ","'Other main scheme choice' ",15
2012 ,"'Group M Law' ","'Wales' ","'Extra' ",10
2012 ,"'Group M Law' ","'Wales' ","'Adjustment' ",5
2012 ,"'Group M Law' ","'Wales' ","'Main scheme Clearing' ",105
2012 ,"'Group M Law' ","'Wales' ","'Direct Clearing' ",15
2012 ,"'Group M Law' ","'Wales' ","'RPA' ",20
2012 ,"'Group N Business and Admin studies' ","'England' ","'Firm choice' ",24215
2012 ,"'Group N Business and Admin studies' ","'England' ","'Insurance choice' ",2705
2012 ,"'Group N Business and Admin studies' ","'England' ","'Other main scheme choice' ",945
2012 ,"'Group N Business and Admin studies' ","'England' ","'Extra' ",540
2012 ,"'Group N Business and Admin studies' ","'England' ","'Adjustment' ",150
2012 ,"'Group N Business and Admin studies' ","'England' ","'Main scheme Clearing' ",4775
2012 ,"'Group N Business and Admin studies' ","'England' ","'Direct Clearing' ",1835
2012 ,"'Group N Business and Admin studies' ","'England' ","'RPA' ",1710
2012 ,"'Group N Business and Admin studies' ","'Northern Ireland' ","'Firm choice' ",1340
2012 ,"'Group N Business and Admin studies' ","'Northern Ireland' ","'Insurance choice' ",175
2012 ,"'Group N Business and Admin studies' ","'Northern Ireland' ","'Other main scheme choice' ",40
2012 ,"'Group N Business and Admin studies' ","'Northern Ireland' ","'Extra' ",10
2012 ,"'Group N Business and Admin studies' ","'Northern Ireland' ","'Adjustment' ",5
2012 ,"'Group N Business and Admin studies' ","'Northern Ireland' ","'Main scheme Clearing' ",125
2012 ,"'Group N Business and Admin studies' ","'Northern Ireland' ","'Direct Clearing' ",15
2012 ,"'Group N Business and Admin studies' ","'Northern Ireland' ","'RPA' ",5
2012 ,"'Group N Business and Admin studies' ","'Scotland' ","'Firm choice' ",2850
2012 ,"'Group N Business and Admin studies' ","'Scotland' ","'Insurance choice' ",310
2012 ,"'Group N Business and Admin studies' ","'Scotland' ","'Other main scheme choice' ",105
2012 ,"'Group N Business and Admin studies' ","'Scotland' ","'Extra' ",40
2012 ,"'Group N Business and Admin studies' ","'Scotland' ","'Adjustment' ",5
2012 ,"'Group N Business and Admin studies' ","'Scotland' ","'Main scheme Clearing' ",200
2012 ,"'Group N Business and Admin studies' ","'Scotland' ","'Direct Clearing' ",25
2012 ,"'Group N Business and Admin studies' ","'Scotland' ","'RPA' ",365
2012 ,"'Group N Business and Admin studies' ","'Wales' ","'Firm choice' ",1205
2012 ,"'Group N Business and Admin studies' ","'Wales' ","'Insurance choice' ",100
2012 ,"'Group N Business and Admin studies' ","'Wales' ","'Other main scheme choice' ",35
2012 ,"'Group N Business and Admin studies' ","'Wales' ","'Extra' ",25
2012 ,"'Group N Business and Admin studies' ","'Wales' ","'Main scheme Clearing' ",200
2012 ,"'Group N Business and Admin studies' ","'Wales' ","'Direct Clearing' ",80
2012 ,"'Group N Business and Admin studies' ","'Wales' ","'RPA' ",215
2012 ,"'Group P Mass Communication and Documentation' ","'England' ","'Firm choice' ",6035
2012 ,"'Group P Mass Communication and Documentation' ","'England' ","'Insurance choice' ",425
2012 ,"'Group P Mass Communication and Documentation' ","'England' ","'Other main scheme choice' ",180
2012 ,"'Group P Mass Communication and Documentation' ","'England' ","'Extra' ",105
2012 ,"'Group P Mass Communication and Documentation' ","'England' ","'Adjustment' ",20
2012 ,"'Group P Mass Communication and Documentation' ","'England' ","'Main scheme Clearing' ",810
2012 ,"'Group P Mass Communication and Documentation' ","'England' ","'Direct Clearing' ",265
2012 ,"'Group P Mass Communication and Documentation' ","'England' ","'RPA' ",270
2012 ,"'Group P Mass Communication and Documentation' ","'Northern Ireland' ","'Firm choice' ",260
2012 ,"'Group P Mass Communication and Documentation' ","'Northern Ireland' ","'Insurance choice' ",40
2012 ,"'Group P Mass Communication and Documentation' ","'Northern Ireland' ","'Other main scheme choice' ",5
2012 ,"'Group P Mass Communication and Documentation' ","'Northern Ireland' ","'Main scheme Clearing' ",20
2012 ,"'Group P Mass Communication and Documentation' ","'Northern Ireland' ","'Direct Clearing' ",5
2012 ,"'Group P Mass Communication and Documentation' ","'Scotland' ","'Firm choice' ",470
2012 ,"'Group P Mass Communication and Documentation' ","'Scotland' ","'Insurance choice' ",30
2012 ,"'Group P Mass Communication and Documentation' ","'Scotland' ","'Other main scheme choice' ",15
2012 ,"'Group P Mass Communication and Documentation' ","'Scotland' ","'Extra' ",5
2012 ,"'Group P Mass Communication and Documentation' ","'Scotland' ","'Main scheme Clearing' ",35
2012 ,"'Group P Mass Communication and Documentation' ","'Scotland' ","'Direct Clearing' ",5
2012 ,"'Group P Mass Communication and Documentation' ","'Scotland' ","'RPA' ",10
2012 ,"'Group P Mass Communication and Documentation' ","'Wales' ","'Firm choice' ",315
2012 ,"'Group P Mass Communication and Documentation' ","'Wales' ","'Insurance choice' ",10
2012 ,"'Group P Mass Communication and Documentation' ","'Wales' ","'Other main scheme choice' ",10
2012 ,"'Group P Mass Communication and Documentation' ","'Wales' ","'Main scheme Clearing' ",35
2012 ,"'Group P Mass Communication and Documentation' ","'Wales' ","'Direct Clearing' ",10
2012 ,"'Group P Mass Communication and Documentation' ","'Wales' ","'RPA' ",10
2012 ,"'Group Q Linguistics, Classics and related' ","'England' ","'Firm choice' ",8005
2012 ,"'Group Q Linguistics, Classics and related' ","'England' ","'Insurance choice' ",680
2012 ,"'Group Q Linguistics, Classics and related' ","'England' ","'Other main scheme choice' ",120
2012 ,"'Group Q Linguistics, Classics and related' ","'England' ","'Extra' ",105
2012 ,"'Group Q Linguistics, Classics and related' ","'England' ","'Adjustment' ",90
2012 ,"'Group Q Linguistics, Classics and related' ","'England' ","'Main scheme Clearing' ",705
2012 ,"'Group Q Linguistics, Classics and related' ","'England' ","'Direct Clearing' ",170
2012 ,"'Group Q Linguistics, Classics and related' ","'England' ","'RPA' ",150
2012 ,"'Group Q Linguistics, Classics and related' ","'Northern Ireland' ","'Firm choice' ",225
2012 ,"'Group Q Linguistics, Classics and related' ","'Northern Ireland' ","'Insurance choice' ",50
2012 ,"'Group Q Linguistics, Classics and related' ","'Northern Ireland' ","'Main scheme Clearing' ",20
2012 ,"'Group Q Linguistics, Classics and related' ","'Northern Ireland' ","'RPA' ",5
2012 ,"'Group Q Linguistics, Classics and related' ","'Scotland' ","'Firm choice' ",410
2012 ,"'Group Q Linguistics, Classics and related' ","'Scotland' ","'Insurance choice' ",20
2012 ,"'Group Q Linguistics, Classics and related' ","'Scotland' ","'Other main scheme choice' ",5
2012 ,"'Group Q Linguistics, Classics and related' ","'Scotland' ","'Extra' ",5
2012 ,"'Group Q Linguistics, Classics and related' ","'Scotland' ","'Main scheme Clearing' ",10
2012 ,"'Group Q Linguistics, Classics and related' ","'Scotland' ","'Direct Clearing' ",5
2012 ,"'Group Q Linguistics, Classics and related' ","'Scotland' ","'RPA' ",15
2012 ,"'Group Q Linguistics, Classics and related' ","'Wales' ","'Firm choice' ",410
2012 ,"'Group Q Linguistics, Classics and related' ","'Wales' ","'Insurance choice' ",15
2012 ,"'Group Q Linguistics, Classics and related' ","'Wales' ","'Other main scheme choice' ",5
2012 ,"'Group Q Linguistics, Classics and related' ","'Wales' ","'Extra' ",5
2012 ,"'Group Q Linguistics, Classics and related' ","'Wales' ","'Main scheme Clearing' ",35
2012 ,"'Group Q Linguistics, Classics and related' ","'Wales' ","'Direct Clearing' ",10
2012 ,"'Group Q Linguistics, Classics and related' ","'Wales' ","'RPA' ",10
2012 ,"'Group R European Languages, Literature and related' ","'England' ","'Firm choice' ",2455
2012 ,"'Group R European Languages, Literature and related' ","'England' ","'Insurance choice' ",230
2012 ,"'Group R European Languages, Literature and related' ","'England' ","'Other main scheme choice' ",10
2012 ,"'Group R European Languages, Literature and related' ","'England' ","'Extra' ",20
2012 ,"'Group R European Languages, Literature and related' ","'England' ","'Adjustment' ",25
2012 ,"'Group R European Languages, Literature and related' ","'England' ","'Main scheme Clearing' ",275
2012 ,"'Group R European Languages, Literature and related' ","'England' ","'Direct Clearing' ",25
2012 ,"'Group R European Languages, Literature and related' ","'England' ","'RPA' ",25
2012 ,"'Group R European Languages, Literature and related' ","'Northern Ireland' ","'Firm choice' ",105
2012 ,"'Group R European Languages, Literature and related' ","'Northern Ireland' ","'Insurance choice' ",20
2012 ,"'Group R European Languages, Literature and related' ","'Northern Ireland' ","'Main scheme Clearing' ",10
2012 ,"'Group R European Languages, Literature and related' ","'Scotland' ","'Firm choice' ",280
2012 ,"'Group R European Languages, Literature and related' ","'Scotland' ","'Insurance choice' ",15
2012 ,"'Group R European Languages, Literature and related' ","'Scotland' ","'Other main scheme choice' ",5
2012 ,"'Group R European Languages, Literature and related' ","'Scotland' ","'Main scheme Clearing' ",5
2012 ,"'Group R European Languages, Literature and related' ","'Wales' ","'Firm choice' ",120
2012 ,"'Group R European Languages, Literature and related' ","'Wales' ","'Insurance choice' ",10
2012 ,"'Group R European Languages, Literature and related' ","'Wales' ","'Other main scheme choice' ",5
2012 ,"'Group R European Languages, Literature and related' ","'Wales' ","'Main scheme Clearing' ",10
2012 ,"'Group R European Languages, Literature and related' ","'Wales' ","'RPA' ",5
2012 ,"'Group T Non-European Languages, Literature and related' ","'England' ","'Firm choice' ",815
2012 ,"'Group T Non-European Languages, Literature and related' ","'England' ","'Insurance choice' ",60
2012 ,"'Group T Non-European Languages, Literature and related' ","'England' ","'Other main scheme choice' ",10
2012 ,"'Group T Non-European Languages, Literature and related' ","'England' ","'Extra' ",10
2012 ,"'Group T Non-European Languages, Literature and related' ","'England' ","'Main scheme Clearing' ",110
2012 ,"'Group T Non-European Languages, Literature and related' ","'England' ","'Direct Clearing' ",15
2012 ,"'Group T Non-European Languages, Literature and related' ","'England' ","'RPA' ",10
2012 ,"'Group T Non-European Languages, Literature and related' ","'Northern Ireland' ","'Firm choice' ",10
2012 ,"'Group T Non-European Languages, Literature and related' ","'Scotland' ","'Firm choice' ",25
2012 ,"'Group T Non-European Languages, Literature and related' ","'Wales' ","'Firm choice' ",20
2012 ,"'Group T Non-European Languages, Literature and related' ","'Wales' ","'Main scheme Clearing' ",5
2012 ,"'Group V History and Philosophical studies' ","'England' ","'Firm choice' ",9040
2012 ,"'Group V History and Philosophical studies' ","'England' ","'Insurance choice' ",1040
2012 ,"'Group V History and Philosophical studies' ","'England' ","'Other main scheme choice' ",150
2012 ,"'Group V History and Philosophical studies' ","'England' ","'Extra' ",100
2012 ,"'Group V History and Philosophical studies' ","'England' ","'Adjustment' ",70
2012 ,"'Group V History and Philosophical studies' ","'England' ","'Main scheme Clearing' ",980
2012 ,"'Group V History and Philosophical studies' ","'England' ","'Direct Clearing' ",215
2012 ,"'Group V History and Philosophical studies' ","'England' ","'RPA' ",125
2012 ,"'Group V History and Philosophical studies' ","'Northern Ireland' ","'Firm choice' ",245
2012 ,"'Group V History and Philosophical studies' ","'Northern Ireland' ","'Insurance choice' ",50
2012 ,"'Group V History and Philosophical studies' ","'Northern Ireland' ","'Other main scheme choice' ",5
2012 ,"'Group V History and Philosophical studies' ","'Northern Ireland' ","'Extra' ",5
2012 ,"'Group V History and Philosophical studies' ","'Northern Ireland' ","'Adjustment' ",5
2012 ,"'Group V History and Philosophical studies' ","'Northern Ireland' ","'Main scheme Clearing' ",35
2012 ,"'Group V History and Philosophical studies' ","'Northern Ireland' ","'Direct Clearing' ",5
2012 ,"'Group V History and Philosophical studies' ","'Scotland' ","'Firm choice' ",555
2012 ,"'Group V History and Philosophical studies' ","'Scotland' ","'Insurance choice' ",35
2012 ,"'Group V History and Philosophical studies' ","'Scotland' ","'Other main scheme choice' ",5
2012 ,"'Group V History and Philosophical studies' ","'Scotland' ","'Extra' ",5
2012 ,"'Group V History and Philosophical studies' ","'Scotland' ","'Main scheme Clearing' ",15
2012 ,"'Group V History and Philosophical studies' ","'Scotland' ","'RPA' ",25
2012 ,"'Group V History and Philosophical studies' ","'Wales' ","'Firm choice' ",510
2012 ,"'Group V History and Philosophical studies' ","'Wales' ","'Insurance choice' ",50
2012 ,"'Group V History and Philosophical studies' ","'Wales' ","'Other main scheme choice' ",10
2012 ,"'Group V History and Philosophical studies' ","'Wales' ","'Extra' ",5
2012 ,"'Group V History and Philosophical studies' ","'Wales' ","'Main scheme Clearing' ",40
2012 ,"'Group V History and Philosophical studies' ","'Wales' ","'Direct Clearing' ",10
2012 ,"'Group V History and Philosophical studies' ","'Wales' ","'RPA' ",25
2012 ,"'Group W Creative Arts and Design' ","'England' ","'Firm choice' ",31860
2012 ,"'Group W Creative Arts and Design' ","'England' ","'Insurance choice' ",740
2012 ,"'Group W Creative Arts and Design' ","'England' ","'Other main scheme choice' ",1015
2012 ,"'Group W Creative Arts and Design' ","'England' ","'Extra' ",645
2012 ,"'Group W Creative Arts and Design' ","'England' ","'Adjustment' ",60
2012 ,"'Group W Creative Arts and Design' ","'England' ","'Main scheme Clearing' ",2265
2012 ,"'Group W Creative Arts and Design' ","'England' ","'Direct Clearing' ",1170
2012 ,"'Group W Creative Arts and Design' ","'England' ","'RPA' ",1015
2012 ,"'Group W Creative Arts and Design' ","'Northern Ireland' ","'Firm choice' ",825
2012 ,"'Group W Creative Arts and Design' ","'Northern Ireland' ","'Insurance choice' ",40
2012 ,"'Group W Creative Arts and Design' ","'Northern Ireland' ","'Other main scheme choice' ",10
2012 ,"'Group W Creative Arts and Design' ","'Northern Ireland' ","'Extra' ",10
2012 ,"'Group W Creative Arts and Design' ","'Northern Ireland' ","'Main scheme Clearing' ",50
2012 ,"'Group W Creative Arts and Design' ","'Northern Ireland' ","'Direct Clearing' ",5
2012 ,"'Group W Creative Arts and Design' ","'Northern Ireland' ","'RPA' ",5
2012 ,"'Group W Creative Arts and Design' ","'Scotland' ","'Firm choice' ",1820
2012 ,"'Group W Creative Arts and Design' ","'Scotland' ","'Insurance choice' ",40
2012 ,"'Group W Creative Arts and Design' ","'Scotland' ","'Other main scheme choice' ",50
2012 ,"'Group W Creative Arts and Design' ","'Scotland' ","'Extra' ",20
2012 ,"'Group W Creative Arts and Design' ","'Scotland' ","'Main scheme Clearing' ",55
2012 ,"'Group W Creative Arts and Design' ","'Scotland' ","'Direct Clearing' ",15
2012 ,"'Group W Creative Arts and Design' ","'Scotland' ","'RPA' ",255
2012 ,"'Group W Creative Arts and Design' ","'Wales' ","'Firm choice' ",1695
2012 ,"'Group W Creative Arts and Design' ","'Wales' ","'Insurance choice' ",25
2012 ,"'Group W Creative Arts and Design' ","'Wales' ","'Other main scheme choice' ",40
2012 ,"'Group W Creative Arts and Design' ","'Wales' ","'Extra' ",25
2012 ,"'Group W Creative Arts and Design' ","'Wales' ","'Main scheme Clearing' ",110
2012 ,"'Group W Creative Arts and Design' ","'Wales' ","'Direct Clearing' ",65
2012 ,"'Group W Creative Arts and Design' ","'Wales' ","'RPA' ",75
2012 ,"'Group X Education' ","'England' ","'Firm choice' ",10820
2012 ,"'Group X Education' ","'England' ","'Insurance choice' ",435
2012 ,"'Group X Education' ","'England' ","'Other main scheme choice' ",375
2012 ,"'Group X Education' ","'England' ","'Extra' ",415
2012 ,"'Group X Education' ","'England' ","'Adjustment' ",15
2012 ,"'Group X Education' ","'England' ","'Main scheme Clearing' ",1135
2012 ,"'Group X Education' ","'England' ","'Direct Clearing' ",530
2012 ,"'Group X Education' ","'England' ","'RPA' ",590
2012 ,"'Group X Education' ","'Northern Ireland' ","'Firm choice' ",245
2012 ,"'Group X Education' ","'Northern Ireland' ","'Insurance choice' ",30
2012 ,"'Group X Education' ","'Northern Ireland' ","'Extra' ",10
2012 ,"'Group X Education' ","'Northern Ireland' ","'Main scheme Clearing' ",40
2012 ,"'Group X Education' ","'Northern Ireland' ","'Direct Clearing' ",5
2012 ,"'Group X Education' ","'Scotland' ","'Firm choice' ",685
2012 ,"'Group X Education' ","'Scotland' ","'Insurance choice' ",35
2012 ,"'Group X Education' ","'Scotland' ","'Other main scheme choice' ",5
2012 ,"'Group X Education' ","'Scotland' ","'Extra' ",5
2012 ,"'Group X Education' ","'Scotland' ","'Main scheme Clearing' ",25
2012 ,"'Group X Education' ","'Scotland' ","'RPA' ",130
2012 ,"'Group X Education' ","'Wales' ","'Firm choice' ",850
2012 ,"'Group X Education' ","'Wales' ","'Insurance choice' ",25
2012 ,"'Group X Education' ","'Wales' ","'Other main scheme choice' ",15
2012 ,"'Group X Education' ","'Wales' ","'Extra' ",30
2012 ,"'Group X Education' ","'Wales' ","'Main scheme Clearing' ",105
2012 ,"'Group X Education' ","'Wales' ","'Direct Clearing' ",40
2012 ,"'Group X Education' ","'Wales' ","'RPA' ",35
2012 ,"'Y Combined arts' ","'England' ","'Firm choice' ",7070
2012 ,"'Y Combined arts' ","'England' ","'Insurance choice' ",630
2012 ,"'Y Combined arts' ","'England' ","'Other main scheme choice' ",130
2012 ,"'Y Combined arts' ","'England' ","'Extra' ",105
2012 ,"'Y Combined arts' ","'England' ","'Adjustment' ",35
2012 ,"'Y Combined arts' ","'England' ","'Main scheme Clearing' ",725
2012 ,"'Y Combined arts' ","'England' ","'Direct Clearing' ",200
2012 ,"'Y Combined arts' ","'England' ","'RPA' ",140
2012 ,"'Y Combined arts' ","'Northern Ireland' ","'Firm choice' ",185
2012 ,"'Y Combined arts' ","'Northern Ireland' ","'Insurance choice' ",15
2012 ,"'Y Combined arts' ","'Northern Ireland' ","'Other main scheme choice' ",5
2012 ,"'Y Combined arts' ","'Northern Ireland' ","'Main scheme Clearing' ",20
2012 ,"'Y Combined arts' ","'Northern Ireland' ","'Direct Clearing' ",5
2012 ,"'Y Combined arts' ","'Scotland' ","'Firm choice' ",415
2012 ,"'Y Combined arts' ","'Scotland' ","'Insurance choice' ",20
2012 ,"'Y Combined arts' ","'Scotland' ","'Other main scheme choice' ",5
2012 ,"'Y Combined arts' ","'Scotland' ","'Main scheme Clearing' ",10
2012 ,"'Y Combined arts' ","'Scotland' ","'RPA' ",5
2012 ,"'Y Combined arts' ","'Wales' ","'Firm choice' ",430
2012 ,"'Y Combined arts' ","'Wales' ","'Insurance choice' ",30
2012 ,"'Y Combined arts' ","'Wales' ","'Other main scheme choice' ",5
2012 ,"'Y Combined arts' ","'Wales' ","'Extra' ",5
2012 ,"'Y Combined arts' ","'Wales' ","'Main scheme Clearing' ",50
2012 ,"'Y Combined arts' ","'Wales' ","'Direct Clearing' ",20
2012 ,"'Y Combined arts' ","'Wales' ","'RPA' ",20
2012 ,"'Y Combined sciences' ","'England' ","'Firm choice' ",4200
2012 ,"'Y Combined sciences' ","'England' ","'Insurance choice' ",385
2012 ,"'Y Combined sciences' ","'England' ","'Other main scheme choice' ",120
2012 ,"'Y Combined sciences' ","'England' ","'Extra' ",195
2012 ,"'Y Combined sciences' ","'England' ","'Adjustment' ",20
2012 ,"'Y Combined sciences' ","'England' ","'Main scheme Clearing' ",855
2012 ,"'Y Combined sciences' ","'England' ","'Direct Clearing' ",180
2012 ,"'Y Combined sciences' ","'England' ","'RPA' ",200
2012 ,"'Y Combined sciences' ","'Northern Ireland' ","'Firm choice' ",225
2012 ,"'Y Combined sciences' ","'Northern Ireland' ","'Insurance choice' ",40
2012 ,"'Y Combined sciences' ","'Northern Ireland' ","'Extra' ",5
2012 ,"'Y Combined sciences' ","'Northern Ireland' ","'Main scheme Clearing' ",25
2012 ,"'Y Combined sciences' ","'Northern Ireland' ","'Direct Clearing' ",5
2012 ,"'Y Combined sciences' ","'Scotland' ","'Firm choice' ",420
2012 ,"'Y Combined sciences' ","'Scotland' ","'Insurance choice' ",25
2012 ,"'Y Combined sciences' ","'Scotland' ","'Other main scheme choice' ",10
2012 ,"'Y Combined sciences' ","'Scotland' ","'Extra' ",5
2012 ,"'Y Combined sciences' ","'Scotland' ","'Adjustment' ",5
2012 ,"'Y Combined sciences' ","'Scotland' ","'Main scheme Clearing' ",20
2012 ,"'Y Combined sciences' ","'Scotland' ","'Direct Clearing' ",5
2012 ,"'Y Combined sciences' ","'Scotland' ","'RPA' ",5
2012 ,"'Y Combined sciences' ","'Wales' ","'Firm choice' ",215
2012 ,"'Y Combined sciences' ","'Wales' ","'Insurance choice' ",25
2012 ,"'Y Combined sciences' ","'Wales' ","'Other main scheme choice' ",5
2012 ,"'Y Combined sciences' ","'Wales' ","'Extra' ",10
2012 ,"'Y Combined sciences' ","'Wales' ","'Main scheme Clearing' ",30
2012 ,"'Y Combined sciences' ","'Wales' ","'Direct Clearing' ",15
2012 ,"'Y Combined sciences' ","'Wales' ","'RPA' ",15
2012 ,"'Y Combined social sciences' ","'England' ","'Firm choice' ",2260
2012 ,"'Y Combined social sciences' ","'England' ","'Insurance choice' ",265
2012 ,"'Y Combined social sciences' ","'England' ","'Other main scheme choice' ",50
2012 ,"'Y Combined social sciences' ","'England' ","'Extra' ",70
2012 ,"'Y Combined social sciences' ","'England' ","'Adjustment' ",30
2012 ,"'Y Combined social sciences' ","'England' ","'Main scheme Clearing' ",545
2012 ,"'Y Combined social sciences' ","'England' ","'Direct Clearing' ",95
2012 ,"'Y Combined social sciences' ","'England' ","'RPA' ",120
2012 ,"'Y Combined social sciences' ","'Northern Ireland' ","'Firm choice' ",55
2012 ,"'Y Combined social sciences' ","'Northern Ireland' ","'Insurance choice' ",5
2012 ,"'Y Combined social sciences' ","'Northern Ireland' ","'Main scheme Clearing' ",15
2012 ,"'Y Combined social sciences' ","'Scotland' ","'Firm choice' ",180
2012 ,"'Y Combined social sciences' ","'Scotland' ","'Insurance choice' ",15
2012 ,"'Y Combined social sciences' ","'Scotland' ","'Main scheme Clearing' ",5
2012 ,"'Y Combined social sciences' ","'Wales' ","'Firm choice' ",170
2012 ,"'Y Combined social sciences' ","'Wales' ","'Insurance choice' ",15
2012 ,"'Y Combined social sciences' ","'Wales' ","'Other main scheme choice' ",5
2012 ,"'Y Combined social sciences' ","'Wales' ","'Extra' ",10
2012 ,"'Y Combined social sciences' ","'Wales' ","'Main scheme Clearing' ",20
2012 ,"'Y Combined social sciences' ","'Wales' ","'Direct Clearing' ",5
2012 ,"'Y Combined social sciences' ","'Wales' ","'RPA' ",10
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'England' ","'Firm choice' ",10070
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'England' ","'Insurance choice' ",595
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'England' ","'Other main scheme choice' ",285
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'England' ","'Extra' ",235
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'England' ","'Adjustment' ",25
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'England' ","'Main scheme Clearing' ",1190
