"Statistic:   Number of Applications"
"Variables:   Subject Group (Detailed Level) , Applicant Domicile (Region) , Cycle Year"
"Coverage:   Applications through the main scheme and UK domiciled"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_027_03.pdf"
 
Cycle Year,Subject Group (Detailed Level) , Applicant Domicile (Region),Number of Applications,
2007 ,"'A1 - Pre-clinical Medicine' ","'North East' ",1695
2012 ,"'R2 - German studies' ","'West Midlands' ",85
2012 ,"'R2 - German studies' ","'East of England' ",90
2012 ,"'R2 - German studies' ","'London' ",135
2012 ,"'R2 - German studies' ","'South East' ",175
2012 ,"'R2 - German studies' ","'South West' ",75
2012 ,"'R2 - German studies' ","'Wales' ",45
2012 ,"'R2 - German studies' ","'Scotland' ",95
2012 ,"'R2 - German studies' ","'Northern Ireland' ",20
2012 ,"'R3 - Italian studies' ","'North East' ",10
2012 ,"'R3 - Italian studies' ","'Yorkshire and The Humber' ",5
2012 ,"'R3 - Italian studies' ","'North West' ",5
2012 ,"'R3 - Italian studies' ","'East Midlands' ",10
2012 ,"'R3 - Italian studies' ","'West Midlands' ",10
2012 ,"'R3 - Italian studies' ","'East of England' ",30
2012 ,"'R3 - Italian studies' ","'London' ",50
2012 ,"'R3 - Italian studies' ","'South East' ",25
2012 ,"'R3 - Italian studies' ","'South West' ",15
2012 ,"'R3 - Italian studies' ","'Wales' ",10
2012 ,"'R3 - Italian studies' ","'Scotland' ",30
2012 ,"'R4 - Spanish studies' ","'North East' ",50
2012 ,"'R4 - Spanish studies' ","'Yorkshire and The Humber' ",140
2012 ,"'R4 - Spanish studies' ","'North West' ",300
2012 ,"'R4 - Spanish studies' ","'East Midlands' ",105
2012 ,"'R4 - Spanish studies' ","'West Midlands' ",105
2012 ,"'R4 - Spanish studies' ","'East of England' ",115
2012 ,"'R4 - Spanish studies' ","'London' ",345
2012 ,"'R4 - Spanish studies' ","'South East' ",280
2012 ,"'R4 - Spanish studies' ","'South West' ",125
2012 ,"'R4 - Spanish studies' ","'Wales' ",70
2012 ,"'R4 - Spanish studies' ","'Scotland' ",205
2012 ,"'R4 - Spanish studies' ","'Northern Ireland' ",155
2012 ,"'R5 - Portuguese studies' ","'London' ",5
2012 ,"'R6 - Scandinavian studies' ","'Yorkshire and The Humber' ",5
2012 ,"'R6 - Scandinavian studies' ","'East Midlands' ",5
2012 ,"'R6 - Scandinavian studies' ","'East of England' ",5
2012 ,"'R6 - Scandinavian studies' ","'London' ",5
2012 ,"'R6 - Scandinavian studies' ","'South East' ",5
2012 ,"'R6 - Scandinavian studies' ","'South West' ",5
2012 ,"'R6 - Scandinavian studies' ","'Wales' ",5
2012 ,"'R6 - Scandinavian studies' ","'Scotland' ",5
2012 ,"'R7 - Russian and East European studies' ","'North East' ",5
2012 ,"'R7 - Russian and East European studies' ","'Yorkshire and The Humber' ",10
2012 ,"'R7 - Russian and East European studies' ","'North West' ",35
2012 ,"'R7 - Russian and East European studies' ","'East Midlands' ",15
2012 ,"'R7 - Russian and East European studies' ","'West Midlands' ",10
2012 ,"'R7 - Russian and East European studies' ","'East of England' ",25
2012 ,"'R7 - Russian and East European studies' ","'London' ",75
2012 ,"'R7 - Russian and East European studies' ","'South East' ",30
2012 ,"'R7 - Russian and East European studies' ","'South West' ",20
2012 ,"'R7 - Russian and East European studies' ","'Wales' ",5
2012 ,"'R7 - Russian and East European studies' ","'Scotland' ",20
2012 ,"'R8 - European studies' ","'North East' ",15
2012 ,"'R8 - European studies' ","'Yorkshire and The Humber' ",45
2012 ,"'R8 - European studies' ","'North West' ",40
2012 ,"'R8 - European studies' ","'East Midlands' ",45
2012 ,"'R8 - European studies' ","'West Midlands' ",15
2012 ,"'R8 - European studies' ","'East of England' ",15
2012 ,"'R8 - European studies' ","'London' ",55
2012 ,"'R8 - European studies' ","'South East' ",45
2012 ,"'R8 - European studies' ","'South West' ",20
2012 ,"'R8 - European studies' ","'Wales' ",5
2012 ,"'R8 - European studies' ","'Scotland' ",80
2012 ,"'R8 - European studies' ","'Northern Ireland' ",10
2012 ,"'R9 - Others in European Langs,Lit and related' ","'North East' ",110
2012 ,"'R9 - Others in European Langs,Lit and related' ","'Yorkshire and The Humber' ",260
2012 ,"'R9 - Others in European Langs,Lit and related' ","'North West' ",365
2012 ,"'R9 - Others in European Langs,Lit and related' ","'East Midlands' ",265
2012 ,"'R9 - Others in European Langs,Lit and related' ","'West Midlands' ",300
2012 ,"'R9 - Others in European Langs,Lit and related' ","'East of England' ",530
2012 ,"'R9 - Others in European Langs,Lit and related' ","'London' ",705
2012 ,"'R9 - Others in European Langs,Lit and related' ","'South East' ",1000
2012 ,"'R9 - Others in European Langs,Lit and related' ","'South West' ",490
2012 ,"'R9 - Others in European Langs,Lit and related' ","'Wales' ",115
2012 ,"'R9 - Others in European Langs,Lit and related' ","'Scotland' ",120
2012 ,"'R9 - Others in European Langs,Lit and related' ","'Northern Ireland' ",65
2012 ,"'RR - Combinations within European Langs,Lit and related' ","'North East' ",200
2012 ,"'RR - Combinations within European Langs,Lit and related' ","'Yorkshire and The Humber' ",530
2012 ,"'RR - Combinations within European Langs,Lit and related' ","'North West' ",895
2012 ,"'RR - Combinations within European Langs,Lit and related' ","'East Midlands' ",485
2012 ,"'RR - Combinations within European Langs,Lit and related' ","'West Midlands' ",480
2012 ,"'RR - Combinations within European Langs,Lit and related' ","'East of England' ",715
2012 ,"'RR - Combinations within European Langs,Lit and related' ","'London' ",1195
2012 ,"'RR - Combinations within European Langs,Lit and related' ","'South East' ",1285
2012 ,"'RR - Combinations within European Langs,Lit and related' ","'South West' ",640
2012 ,"'RR - Combinations within European Langs,Lit and related' ","'Wales' ",340
2012 ,"'RR - Combinations within European Langs,Lit and related' ","'Scotland' ",1050
2012 ,"'RR - Combinations within European Langs,Lit and related' ","'Northern Ireland' ",350
2012 ,"'T1 - Chinese studies' ","'North East' ",20
2012 ,"'T1 - Chinese studies' ","'Yorkshire and The Humber' ",45
2012 ,"'T1 - Chinese studies' ","'North West' ",40
2012 ,"'T1 - Chinese studies' ","'East Midlands' ",25
2012 ,"'T1 - Chinese studies' ","'West Midlands' ",25
2012 ,"'T1 - Chinese studies' ","'East of England' ",60
2012 ,"'T1 - Chinese studies' ","'London' ",140
2012 ,"'T1 - Chinese studies' ","'South East' ",110
2012 ,"'T1 - Chinese studies' ","'South West' ",55
2012 ,"'T1 - Chinese studies' ","'Wales' ",10
2012 ,"'T1 - Chinese studies' ","'Scotland' ",25
2012 ,"'T1 - Chinese studies' ","'Northern Ireland' ",5
2012 ,"'T2 - Japanese studies' ","'North East' ",35
2012 ,"'T2 - Japanese studies' ","'Yorkshire and The Humber' ",95
2012 ,"'T2 - Japanese studies' ","'North West' ",95
2012 ,"'T2 - Japanese studies' ","'East Midlands' ",50
2012 ,"'T2 - Japanese studies' ","'West Midlands' ",80
2012 ,"'T2 - Japanese studies' ","'East of England' ",115
2012 ,"'T2 - Japanese studies' ","'London' ",130
2012 ,"'T2 - Japanese studies' ","'South East' ",135
2012 ,"'T2 - Japanese studies' ","'South West' ",130
2012 ,"'T2 - Japanese studies' ","'Wales' ",15
2012 ,"'T2 - Japanese studies' ","'Scotland' ",60
2012 ,"'T2 - Japanese studies' ","'Northern Ireland' ",5
2012 ,"'T3 - South Asian studies' ","'Yorkshire and The Humber' ",15
2012 ,"'T3 - South Asian studies' ","'North West' ",15
2012 ,"'T3 - South Asian studies' ","'East Midlands' ",5
2012 ,"'T3 - South Asian studies' ","'West Midlands' ",10
2012 ,"'T3 - South Asian studies' ","'East of England' ",10
2012 ,"'T3 - South Asian studies' ","'London' ",25
2012 ,"'T3 - South Asian studies' ","'South East' ",10
2012 ,"'T3 - South Asian studies' ","'South West' ",10
2012 ,"'T3 - South Asian studies' ","'Northern Ireland' ",5
2012 ,"'T4 - Other Asian studies' ","'Yorkshire and The Humber' ",10
2012 ,"'T4 - Other Asian studies' ","'North West' ",10
2012 ,"'T4 - Other Asian studies' ","'East Midlands' ",5
2012 ,"'T4 - Other Asian studies' ","'West Midlands' ",15
2012 ,"'T4 - Other Asian studies' ","'East of England' ",15
2012 ,"'T4 - Other Asian studies' ","'London' ",15
2012 ,"'T4 - Other Asian studies' ","'South East' ",5
2012 ,"'T4 - Other Asian studies' ","'South West' ",10
2012 ,"'T4 - Other Asian studies' ","'Wales' ",5
2012 ,"'T4 - Other Asian studies' ","'Scotland' ",5
2012 ,"'T4 - Other Asian studies' ","'Northern Ireland' ",5
2012 ,"'T5 - African studies' ","'North East' ",5
2012 ,"'T5 - African studies' ","'Yorkshire and The Humber' ",5
2012 ,"'T5 - African studies' ","'East Midlands' ",5
2012 ,"'T5 - African studies' ","'West Midlands' ",5
2012 ,"'T5 - African studies' ","'East of England' ",5
2012 ,"'T5 - African studies' ","'London' ",20
2012 ,"'T5 - African studies' ","'South East' ",15
2012 ,"'T5 - African studies' ","'South West' ",5
2012 ,"'T6 - Modern Middle Eastern studies' ","'North East' ",5
2012 ,"'T6 - Modern Middle Eastern studies' ","'Yorkshire and The Humber' ",25
2012 ,"'T6 - Modern Middle Eastern studies' ","'North West' ",55
2012 ,"'T6 - Modern Middle Eastern studies' ","'East Midlands' ",15
2012 ,"'T6 - Modern Middle Eastern studies' ","'West Midlands' ",35
2012 ,"'T6 - Modern Middle Eastern studies' ","'East of England' ",25
2012 ,"'T6 - Modern Middle Eastern studies' ","'London' ",140
2012 ,"'T6 - Modern Middle Eastern studies' ","'South East' ",55
2012 ,"'T6 - Modern Middle Eastern studies' ","'South West' ",45
2012 ,"'T6 - Modern Middle Eastern studies' ","'Wales' ",5
2012 ,"'T6 - Modern Middle Eastern studies' ","'Scotland' ",20
2012 ,"'T7 - American studies' ","'North East' ",40
2012 ,"'T7 - American studies' ","'Yorkshire and The Humber' ",135
2012 ,"'T7 - American studies' ","'North West' ",160
2012 ,"'T7 - American studies' ","'East Midlands' ",185
2012 ,"'T7 - American studies' ","'West Midlands' ",130
2012 ,"'T7 - American studies' ","'East of England' ",360
2012 ,"'T7 - American studies' ","'London' ",460
2012 ,"'T7 - American studies' ","'South East' ",550
2012 ,"'T7 - American studies' ","'South West' ",160
2012 ,"'T7 - American studies' ","'Wales' ",100
2012 ,"'T7 - American studies' ","'Scotland' ",10
2012 ,"'T7 - American studies' ","'Northern Ireland' ",15
2012 ,"'T9 - Others in non-European Langs, Lit & related' ","'North East' ",75
2012 ,"'T9 - Others in non-European Langs, Lit & related' ","'Yorkshire and The Humber' ",125
2012 ,"'T9 - Others in non-European Langs, Lit & related' ","'North West' ",165
2012 ,"'T9 - Others in non-European Langs, Lit & related' ","'East Midlands' ",85
2012 ,"'T9 - Others in non-European Langs, Lit & related' ","'West Midlands' ",60
2012 ,"'T9 - Others in non-European Langs, Lit & related' ","'East of England' ",120
2012 ,"'T9 - Others in non-European Langs, Lit & related' ","'London' ",85
2012 ,"'T9 - Others in non-European Langs, Lit & related' ","'South East' ",130
2012 ,"'T9 - Others in non-European Langs, Lit & related' ","'South West' ",55
2012 ,"'T9 - Others in non-European Langs, Lit & related' ","'Wales' ",15
2012 ,"'T9 - Others in non-European Langs, Lit & related' ","'Scotland' ",15
2012 ,"'T9 - Others in non-European Langs, Lit & related' ","'Northern Ireland' ",30
2012 ,"'TT - Combinations within non-European Langs & related' ","'North East' ",20
2012 ,"'TT - Combinations within non-European Langs & related' ","'Yorkshire and The Humber' ",25
2012 ,"'TT - Combinations within non-European Langs & related' ","'North West' ",20
2012 ,"'TT - Combinations within non-European Langs & related' ","'East Midlands' ",10
2012 ,"'TT - Combinations within non-European Langs & related' ","'West Midlands' ",15
2012 ,"'TT - Combinations within non-European Langs & related' ","'East of England' ",30
2012 ,"'TT - Combinations within non-European Langs & related' ","'London' ",70
2012 ,"'TT - Combinations within non-European Langs & related' ","'South East' ",55
2012 ,"'TT - Combinations within non-European Langs & related' ","'South West' ",30
2012 ,"'TT - Combinations within non-European Langs & related' ","'Wales' ",5
2012 ,"'TT - Combinations within non-European Langs & related' ","'Scotland' ",10
2012 ,"'V1 - History by Period' ","'North East' ",1630
2012 ,"'V1 - History by Period' ","'Yorkshire and The Humber' ",3160
2012 ,"'V1 - History by Period' ","'North West' ",4640
2012 ,"'V1 - History by Period' ","'East Midlands' ",2850
2012 ,"'V1 - History by Period' ","'West Midlands' ",3615
2012 ,"'V1 - History by Period' ","'East of England' ",5085
2012 ,"'V1 - History by Period' ","'London' ",6955
2012 ,"'V1 - History by Period' ","'South East' ",7935
2012 ,"'V1 - History by Period' ","'South West' ",3910
2012 ,"'V1 - History by Period' ","'Wales' ",2240
2012 ,"'V1 - History by Period' ","'Scotland' ",2285
2012 ,"'V1 - History by Period' ","'Northern Ireland' ",1400
2012 ,"'V2 - History by Area' ","'North East' ",10
2012 ,"'V2 - History by Area' ","'Yorkshire and The Humber' ",25
2012 ,"'V2 - History by Area' ","'North West' ",30
2012 ,"'V2 - History by Area' ","'East Midlands' ",20
2012 ,"'V2 - History by Area' ","'West Midlands' ",20
2012 ,"'V2 - History by Area' ","'East of England' ",60
2012 ,"'V2 - History by Area' ","'London' ",100
2012 ,"'V2 - History by Area' ","'South East' ",65
2012 ,"'V2 - History by Area' ","'South West' ",20
2012 ,"'V2 - History by Area' ","'Wales' ",30
2012 ,"'V2 - History by Area' ","'Scotland' ",145
2012 ,"'V2 - History by Area' ","'Northern Ireland' ",35
2012 ,"'V3 - History by Topic' ","'North East' ",55
2012 ,"'V3 - History by Topic' ","'Yorkshire and The Humber' ",190
2012 ,"'V3 - History by Topic' ","'North West' ",300
2012 ,"'V3 - History by Topic' ","'East Midlands' ",240
2012 ,"'V3 - History by Topic' ","'West Midlands' ",200
2012 ,"'V3 - History by Topic' ","'East of England' ",640
2012 ,"'V3 - History by Topic' ","'London' ",1325
2012 ,"'V3 - History by Topic' ","'South East' ",1055
2012 ,"'V3 - History by Topic' ","'South West' ",490
2012 ,"'V3 - History by Topic' ","'Wales' ",95
2012 ,"'V3 - History by Topic' ","'Scotland' ",290
2012 ,"'V3 - History by Topic' ","'Northern Ireland' ",35
2012 ,"'V4 - Archaeology' ","'North East' ",90
2012 ,"'V4 - Archaeology' ","'Yorkshire and The Humber' ",150
2012 ,"'V4 - Archaeology' ","'North West' ",270
2012 ,"'V4 - Archaeology' ","'East Midlands' ",160
2012 ,"'V4 - Archaeology' ","'West Midlands' ",160
2012 ,"'V4 - Archaeology' ","'East of England' ",190
2012 ,"'V4 - Archaeology' ","'London' ",150
2012 ,"'V4 - Archaeology' ","'South East' ",340
2012 ,"'V4 - Archaeology' ","'South West' ",160
2012 ,"'V4 - Archaeology' ","'Wales' ",65
2012 ,"'V4 - Archaeology' ","'Scotland' ",130
2012 ,"'V4 - Archaeology' ","'Northern Ireland' ",125
2012 ,"'V5 - Philosophy' ","'North East' ",175
2012 ,"'V5 - Philosophy' ","'Yorkshire and The Humber' ",350
2012 ,"'V5 - Philosophy' ","'North West' ",680
2012 ,"'V5 - Philosophy' ","'East Midlands' ",360
2012 ,"'V5 - Philosophy' ","'West Midlands' ",590
2012 ,"'V5 - Philosophy' ","'East of England' ",840
2012 ,"'V5 - Philosophy' ","'London' ",1520
2012 ,"'V5 - Philosophy' ","'South East' ",1500
2012 ,"'V5 - Philosophy' ","'South West' ",630
2012 ,"'V5 - Philosophy' ","'Wales' ",120
2012 ,"'V5 - Philosophy' ","'Scotland' ",335
2012 ,"'V5 - Philosophy' ","'Northern Ireland' ",95
2012 ,"'V6 - Theology and Religious studies' ","'North East' ",150
2012 ,"'V6 - Theology and Religious studies' ","'Yorkshire and The Humber' ",350
2012 ,"'V6 - Theology and Religious studies' ","'North West' ",640
2012 ,"'V6 - Theology and Religious studies' ","'East Midlands' ",215
2012 ,"'V6 - Theology and Religious studies' ","'West Midlands' ",355
2012 ,"'V6 - Theology and Religious studies' ","'East of England' ",400
2012 ,"'V6 - Theology and Religious studies' ","'London' ",670
2012 ,"'V6 - Theology and Religious studies' ","'South East' ",745
2012 ,"'V6 - Theology and Religious studies' ","'South West' ",335
2012 ,"'V6 - Theology and Religious studies' ","'Wales' ",345
2012 ,"'V6 - Theology and Religious studies' ","'Scotland' ",215
2012 ,"'V6 - Theology and Religious studies' ","'Northern Ireland' ",290
2012 ,"'V7 - Heritage studies' ","'Yorkshire and The Humber' ",5
2012 ,"'V7 - Heritage studies' ","'East Midlands' ",5
2012 ,"'V9 - Others in Hist & Philosophical studies' ","'North East' ",30
2012 ,"'V9 - Others in Hist & Philosophical studies' ","'Yorkshire and The Humber' ",35
2012 ,"'V9 - Others in Hist & Philosophical studies' ","'North West' ",50
2012 ,"'V9 - Others in Hist & Philosophical studies' ","'East Midlands' ",20
2012 ,"'V9 - Others in Hist & Philosophical studies' ","'West Midlands' ",15
2012 ,"'V9 - Others in Hist & Philosophical studies' ","'East of England' ",35
2012 ,"'V9 - Others in Hist & Philosophical studies' ","'London' ",55
2012 ,"'V9 - Others in Hist & Philosophical studies' ","'South East' ",65
2012 ,"'V9 - Others in Hist & Philosophical studies' ","'South West' ",20
2012 ,"'V9 - Others in Hist & Philosophical studies' ","'Wales' ",5
2012 ,"'V9 - Others in Hist & Philosophical studies' ","'Scotland' ",10
2012 ,"'V9 - Others in Hist & Philosophical studies' ","'Northern Ireland' ",5
2012 ,"'VV - Combinations within Hist & Philosophical studies' ","'North East' ",100
2012 ,"'VV - Combinations within Hist & Philosophical studies' ","'Yorkshire and The Humber' ",320
2012 ,"'VV - Combinations within Hist & Philosophical studies' ","'North West' ",695
2012 ,"'VV - Combinations within Hist & Philosophical studies' ","'East Midlands' ",320
2012 ,"'VV - Combinations within Hist & Philosophical studies' ","'West Midlands' ",570
2012 ,"'VV - Combinations within Hist & Philosophical studies' ","'East of England' ",535
2012 ,"'VV - Combinations within Hist & Philosophical studies' ","'London' ",800
2012 ,"'VV - Combinations within Hist & Philosophical studies' ","'South East' ",955
2012 ,"'VV - Combinations within Hist & Philosophical studies' ","'South West' ",485
2012 ,"'VV - Combinations within Hist & Philosophical studies' ","'Wales' ",300
2012 ,"'VV - Combinations within Hist & Philosophical studies' ","'Scotland' ",470
2012 ,"'VV - Combinations within Hist & Philosophical studies' ","'Northern Ireland' ",220
2012 ,"'W1 - Fine Art' ","'North East' ",845
2012 ,"'W1 - Fine Art' ","'Yorkshire and The Humber' ",1525
2012 ,"'W1 - Fine Art' ","'North West' ",2175
2012 ,"'W1 - Fine Art' ","'East Midlands' ",1395
2012 ,"'W1 - Fine Art' ","'West Midlands' ",1805
2012 ,"'W1 - Fine Art' ","'East of England' ",1925
2012 ,"'W1 - Fine Art' ","'London' ",2945
2012 ,"'W1 - Fine Art' ","'South East' ",2910
2012 ,"'W1 - Fine Art' ","'South West' ",1840
2012 ,"'W1 - Fine Art' ","'Wales' ",765
2012 ,"'W1 - Fine Art' ","'Scotland' ",1580
2012 ,"'W1 - Fine Art' ","'Northern Ireland' ",550
2012 ,"'W2 - Design studies' ","'North East' ",3130
2012 ,"'W2 - Design studies' ","'Yorkshire and The Humber' ",6395
2012 ,"'W2 - Design studies' ","'North West' ",8565
2012 ,"'W2 - Design studies' ","'East Midlands' ",5380
2012 ,"'W2 - Design studies' ","'West Midlands' ",6920
2012 ,"'W2 - Design studies' ","'East of England' ",7270
2012 ,"'W2 - Design studies' ","'London' ",12915
2012 ,"'W2 - Design studies' ","'South East' ",10925
2012 ,"'W2 - Design studies' ","'South West' ",6415
2012 ,"'W2 - Design studies' ","'Wales' ",3410
2012 ,"'W2 - Design studies' ","'Scotland' ",5520
2012 ,"'W2 - Design studies' ","'Northern Ireland' ",1570
2012 ,"'W3 - Music' ","'North East' ",840
2012 ,"'W3 - Music' ","'Yorkshire and The Humber' ",1660
2012 ,"'W3 - Music' ","'North West' ",2625
2012 ,"'W3 - Music' ","'East Midlands' ",1270
2012 ,"'W3 - Music' ","'West Midlands' ",1715
2012 ,"'W3 - Music' ","'East of England' ",2340
2012 ,"'W3 - Music' ","'London' ",3100
2012 ,"'W3 - Music' ","'South East' ",3755
2012 ,"'W3 - Music' ","'South West' ",2380
2012 ,"'W3 - Music' ","'Wales' ",1090
2012 ,"'W3 - Music' ","'Scotland' ",2170
2012 ,"'W3 - Music' ","'Northern Ireland' ",900
2012 ,"'W4 - Drama' ","'North East' ",1445
2012 ,"'W4 - Drama' ","'Yorkshire and The Humber' ",3775
2012 ,"'W4 - Drama' ","'North West' ",5745
2012 ,"'W4 - Drama' ","'East Midlands' ",2965
2012 ,"'W4 - Drama' ","'West Midlands' ",3665
2012 ,"'W4 - Drama' ","'East of England' ",4130
2012 ,"'W4 - Drama' ","'London' ",6090
2012 ,"'W4 - Drama' ","'South East' ",6525
2012 ,"'W4 - Drama' ","'South West' ",3690
2012 ,"'W4 - Drama' ","'Wales' ",2035
2012 ,"'W4 - Drama' ","'Scotland' ",1525
2012 ,"'W4 - Drama' ","'Northern Ireland' ",1030
2012 ,"'W5 - Dance' ","'North East' ",320
2012 ,"'W5 - Dance' ","'Yorkshire and The Humber' ",900
2012 ,"'W5 - Dance' ","'North West' ",1220
2012 ,"'W5 - Dance' ","'East Midlands' ",700
2012 ,"'W5 - Dance' ","'West Midlands' ",800
2012 ,"'W5 - Dance' ","'East of England' ",595
2012 ,"'W5 - Dance' ","'London' ",710
2012 ,"'W5 - Dance' ","'South East' ",1110
2012 ,"'W5 - Dance' ","'South West' ",785
2012 ,"'W5 - Dance' ","'Wales' ",225
2012 ,"'W5 - Dance' ","'Scotland' ",50
2012 ,"'W5 - Dance' ","'Northern Ireland' ",70
2012 ,"'W6 - Cinematics and Photography' ","'North East' ",990
2012 ,"'W6 - Cinematics and Photography' ","'Yorkshire and The Humber' ",2290
2012 ,"'W6 - Cinematics and Photography' ","'North West' ",2985
2012 ,"'W6 - Cinematics and Photography' ","'East Midlands' ",2120
2012 ,"'W6 - Cinematics and Photography' ","'West Midlands' ",2735
2012 ,"'W6 - Cinematics and Photography' ","'East of England' ",3700
2012 ,"'W6 - Cinematics and Photography' ","'London' ",5530
2012 ,"'W6 - Cinematics and Photography' ","'South East' ",5585
2012 ,"'W6 - Cinematics and Photography' ","'South West' ",3090
2012 ,"'W6 - Cinematics and Photography' ","'Wales' ",1385
2012 ,"'W6 - Cinematics and Photography' ","'Scotland' ",1115
2012 ,"'W6 - Cinematics and Photography' ","'Northern Ireland' ",725
2012 ,"'W7 - Crafts' ","'North East' ",70
2012 ,"'W7 - Crafts' ","'Yorkshire and The Humber' ",95
2012 ,"'W7 - Crafts' ","'North West' ",160
2012 ,"'W7 - Crafts' ","'East Midlands' ",75
2012 ,"'W7 - Crafts' ","'West Midlands' ",125
2012 ,"'W7 - Crafts' ","'East of England' ",130
2012 ,"'W7 - Crafts' ","'London' ",180
2012 ,"'W7 - Crafts' ","'South East' ",190
2012 ,"'W7 - Crafts' ","'South West' ",145
2012 ,"'W7 - Crafts' ","'Wales' ",60
2012 ,"'W7 - Crafts' ","'Scotland' ",135
2012 ,"'W7 - Crafts' ","'Northern Ireland' ",15
2012 ,"'W8 - Imaginative Writing' ","'North East' ",70
2012 ,"'W8 - Imaginative Writing' ","'Yorkshire and The Humber' ",240
2012 ,"'W8 - Imaginative Writing' ","'North West' ",375
2012 ,"'W8 - Imaginative Writing' ","'East Midlands' ",235
2012 ,"'W8 - Imaginative Writing' ","'West Midlands' ",230
2012 ,"'W8 - Imaginative Writing' ","'East of England' ",280
2012 ,"'W8 - Imaginative Writing' ","'London' ",375
2012 ,"'W8 - Imaginative Writing' ","'South East' ",495
2012 ,"'W8 - Imaginative Writing' ","'South West' ",285
2012 ,"'W8 - Imaginative Writing' ","'Wales' ",135
2012 ,"'W8 - Imaginative Writing' ","'Scotland' ",25
2012 ,"'W8 - Imaginative Writing' ","'Northern Ireland' ",25
2012 ,"'W9 - Others in Creative Arts and Design' ","'North East' ",180
2012 ,"'W9 - Others in Creative Arts and Design' ","'Yorkshire and The Humber' ",160
2012 ,"'W9 - Others in Creative Arts and Design' ","'North West' ",215
2012 ,"'W9 - Others in Creative Arts and Design' ","'East Midlands' ",115
2012 ,"'W9 - Others in Creative Arts and Design' ","'West Midlands' ",205
2012 ,"'W9 - Others in Creative Arts and Design' ","'East of England' ",175
2012 ,"'W9 - Others in Creative Arts and Design' ","'London' ",240
2012 ,"'W9 - Others in Creative Arts and Design' ","'South East' ",215
2012 ,"'W9 - Others in Creative Arts and Design' ","'South West' ",95
2012 ,"'W9 - Others in Creative Arts and Design' ","'Wales' ",115
2012 ,"'W9 - Others in Creative Arts and Design' ","'Scotland' ",155
2012 ,"'W9 - Others in Creative Arts and Design' ","'Northern Ireland' ",215
2012 ,"'WW - Combinations within Creative Arts and Design' ","'North East' ",430
2012 ,"'WW - Combinations within Creative Arts and Design' ","'Yorkshire and The Humber' ",1140
2012 ,"'WW - Combinations within Creative Arts and Design' ","'North West' ",1690
2012 ,"'WW - Combinations within Creative Arts and Design' ","'East Midlands' ",730
2012 ,"'WW - Combinations within Creative Arts and Design' ","'West Midlands' ",970
2012 ,"'WW - Combinations within Creative Arts and Design' ","'East of England' ",1155
2012 ,"'WW - Combinations within Creative Arts and Design' ","'London' ",1530
2012 ,"'WW - Combinations within Creative Arts and Design' ","'South East' ",1720
2012 ,"'WW - Combinations within Creative Arts and Design' ","'South West' ",1170
2012 ,"'WW - Combinations within Creative Arts and Design' ","'Wales' ",545
2012 ,"'WW - Combinations within Creative Arts and Design' ","'Scotland' ",1510
2012 ,"'WW - Combinations within Creative Arts and Design' ","'Northern Ireland' ",865
2012 ,"'X1 - Training Teachers' ","'North East' ",2255
2012 ,"'X1 - Training Teachers' ","'Yorkshire and The Humber' ",5105
2012 ,"'X1 - Training Teachers' ","'North West' ",6975
2012 ,"'X1 - Training Teachers' ","'East Midlands' ",3500
2012 ,"'X1 - Training Teachers' ","'West Midlands' ",4210
2012 ,"'X1 - Training Teachers' ","'East of England' ",3775
2012 ,"'X1 - Training Teachers' ","'London' ",4130
2012 ,"'X1 - Training Teachers' ","'South East' ",5460
2012 ,"'X1 - Training Teachers' ","'South West' ",3655
2012 ,"'X1 - Training Teachers' ","'Wales' ",2415
2012 ,"'X1 - Training Teachers' ","'Scotland' ",5140
2012 ,"'X1 - Training Teachers' ","'Northern Ireland' ",1735
2012 ,"'X2 - Research and Study Skills in Education' ","'North West' ",50
2012 ,"'X2 - Research and Study Skills in Education' ","'West Midlands' ",10
2012 ,"'X2 - Research and Study Skills in Education' ","'South East' ",5
2012 ,"'X2 - Research and Study Skills in Education' ","'South West' ",5
2012 ,"'X3 - Academic studies in Education' ","'North East' ",1310
2012 ,"'X3 - Academic studies in Education' ","'Yorkshire and The Humber' ",3625
2012 ,"'X3 - Academic studies in Education' ","'North West' ",4085
2012 ,"'X3 - Academic studies in Education' ","'East Midlands' ",2640
2012 ,"'X3 - Academic studies in Education' ","'West Midlands' ",3140
2012 ,"'X3 - Academic studies in Education' ","'East of England' ",2725
2012 ,"'X3 - Academic studies in Education' ","'London' ",5340
2012 ,"'X3 - Academic studies in Education' ","'South East' ",3160
2012 ,"'X3 - Academic studies in Education' ","'South West' ",2910
2012 ,"'X3 - Academic studies in Education' ","'Wales' ",2500
2012 ,"'X3 - Academic studies in Education' ","'Scotland' ",175
2012 ,"'X3 - Academic studies in Education' ","'Northern Ireland' ",1000
2012 ,"'X9 - Others in Education' ","'North East' ",10
2012 ,"'X9 - Others in Education' ","'Yorkshire and The Humber' ",30
2012 ,"'X9 - Others in Education' ","'North West' ",135
2012 ,"'X9 - Others in Education' ","'East Midlands' ",55
2012 ,"'X9 - Others in Education' ","'West Midlands' ",35
2012 ,"'X9 - Others in Education' ","'East of England' ",20
2012 ,"'X9 - Others in Education' ","'South East' ",20
