"Statistic:   Number of Acceptances"
"Variables:   Provider Country 2016 , Age Band , Acceptance Route , Cycle Year"
"Coverage:   All"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_007_07.pdf"
 
Cycle Year,Provider Country 2016 , Age Band , Acceptance Route,Number of Acceptances,
2006 ,"'England' ","'17 and under' ","'Firm choice' ",2435
2012 ,"'England' ","'20' ","'Direct Clearing' ",1705
2012 ,"'England' ","'20' ","'RPA' ",1960
2012 ,"'England' ","'21 and over' ","'Firm choice' ",53730
2012 ,"'England' ","'21 and over' ","'Insurance choice' ",1160
2012 ,"'England' ","'21 and over' ","'Other main scheme choice' ",5430
2012 ,"'England' ","'21 and over' ","'Extra' ",1820
2012 ,"'England' ","'21 and over' ","'Adjustment' ",25
2012 ,"'England' ","'21 and over' ","'Main scheme Clearing' ",6345
2012 ,"'England' ","'21 and over' ","'Direct Clearing' ",6180
2012 ,"'England' ","'21 and over' ","'RPA' ",7465
2012 ,"'Northern Ireland' ","'17 and under' ","'Firm choice' ",50
2012 ,"'Northern Ireland' ","'17 and under' ","'Insurance choice' ",10
2012 ,"'Northern Ireland' ","'18' ","'Firm choice' ",4800
2012 ,"'Northern Ireland' ","'18' ","'Insurance choice' ",955
2012 ,"'Northern Ireland' ","'18' ","'Other main scheme choice' ",5
2012 ,"'Northern Ireland' ","'18' ","'Extra' ",50
2012 ,"'Northern Ireland' ","'18' ","'Adjustment' ",20
2012 ,"'Northern Ireland' ","'18' ","'Main scheme Clearing' ",325
2012 ,"'Northern Ireland' ","'18' ","'Direct Clearing' ",5
2012 ,"'Northern Ireland' ","'18' ","'RPA' ",5
2012 ,"'Northern Ireland' ","'19' ","'Firm choice' ",1095
2012 ,"'Northern Ireland' ","'19' ","'Insurance choice' ",130
2012 ,"'Northern Ireland' ","'19' ","'Other main scheme choice' ",20
2012 ,"'Northern Ireland' ","'19' ","'Extra' ",15
2012 ,"'Northern Ireland' ","'19' ","'Main scheme Clearing' ",75
2012 ,"'Northern Ireland' ","'19' ","'Direct Clearing' ",15
2012 ,"'Northern Ireland' ","'19' ","'RPA' ",15
2012 ,"'Northern Ireland' ","'20' ","'Firm choice' ",580
2012 ,"'Northern Ireland' ","'20' ","'Insurance choice' ",30
2012 ,"'Northern Ireland' ","'20' ","'Other main scheme choice' ",20
2012 ,"'Northern Ireland' ","'20' ","'Extra' ",10
2012 ,"'Northern Ireland' ","'20' ","'Main scheme Clearing' ",25
2012 ,"'Northern Ireland' ","'20' ","'Direct Clearing' ",15
2012 ,"'Northern Ireland' ","'20' ","'RPA' ",25
2012 ,"'Northern Ireland' ","'21 and over' ","'Firm choice' ",1395
2012 ,"'Northern Ireland' ","'21 and over' ","'Insurance choice' ",45
2012 ,"'Northern Ireland' ","'21 and over' ","'Other main scheme choice' ",45
2012 ,"'Northern Ireland' ","'21 and over' ","'Extra' ",5
2012 ,"'Northern Ireland' ","'21 and over' ","'Main scheme Clearing' ",100
2012 ,"'Northern Ireland' ","'21 and over' ","'Direct Clearing' ",25
2012 ,"'Northern Ireland' ","'21 and over' ","'RPA' ",125
2012 ,"'Scotland' ","'17 and under' ","'Firm choice' ",625
2012 ,"'Scotland' ","'17 and under' ","'Insurance choice' ",85
2012 ,"'Scotland' ","'17 and under' ","'Other main scheme choice' ",15
2012 ,"'Scotland' ","'17 and under' ","'Extra' ",5
2012 ,"'Scotland' ","'17 and under' ","'Main scheme Clearing' ",40
2012 ,"'Scotland' ","'17 and under' ","'Direct Clearing' ",5
2012 ,"'Scotland' ","'17 and under' ","'RPA' ",195
2012 ,"'Scotland' ","'18' ","'Firm choice' ",15790
2012 ,"'Scotland' ","'18' ","'Insurance choice' ",1875
2012 ,"'Scotland' ","'18' ","'Other main scheme choice' ",80
2012 ,"'Scotland' ","'18' ","'Extra' ",155
2012 ,"'Scotland' ","'18' ","'Adjustment' ",20
2012 ,"'Scotland' ","'18' ","'Main scheme Clearing' ",1100
2012 ,"'Scotland' ","'18' ","'Direct Clearing' ",25
2012 ,"'Scotland' ","'18' ","'RPA' ",595
2012 ,"'Scotland' ","'19' ","'Firm choice' ",5540
2012 ,"'Scotland' ","'19' ","'Insurance choice' ",430
2012 ,"'Scotland' ","'19' ","'Other main scheme choice' ",110
2012 ,"'Scotland' ","'19' ","'Extra' ",90
2012 ,"'Scotland' ","'19' ","'Main scheme Clearing' ",245
2012 ,"'Scotland' ","'19' ","'Direct Clearing' ",45
2012 ,"'Scotland' ","'19' ","'RPA' ",455
2012 ,"'Scotland' ","'20' ","'Firm choice' ",2880
2012 ,"'Scotland' ","'20' ","'Insurance choice' ",90
2012 ,"'Scotland' ","'20' ","'Other main scheme choice' ",90
2012 ,"'Scotland' ","'20' ","'Extra' ",45
2012 ,"'Scotland' ","'20' ","'Main scheme Clearing' ",130
2012 ,"'Scotland' ","'20' ","'Direct Clearing' ",30
2012 ,"'Scotland' ","'20' ","'RPA' ",410
2012 ,"'Scotland' ","'21 and over' ","'Firm choice' ",7760
2012 ,"'Scotland' ","'21 and over' ","'Insurance choice' ",160
2012 ,"'Scotland' ","'21 and over' ","'Other main scheme choice' ",545
2012 ,"'Scotland' ","'21 and over' ","'Extra' ",85
2012 ,"'Scotland' ","'21 and over' ","'Main scheme Clearing' ",380
2012 ,"'Scotland' ","'21 and over' ","'Direct Clearing' ",160
2012 ,"'Scotland' ","'21 and over' ","'RPA' ",1660
2012 ,"'Wales' ","'17 and under' ","'Firm choice' ",85
2012 ,"'Wales' ","'17 and under' ","'Insurance choice' ",15
2012 ,"'Wales' ","'17 and under' ","'Other main scheme choice' ",15
2012 ,"'Wales' ","'17 and under' ","'Main scheme Clearing' ",30
2012 ,"'Wales' ","'17 and under' ","'Direct Clearing' ",5
2012 ,"'Wales' ","'17 and under' ","'RPA' ",15
2012 ,"'Wales' ","'18' ","'Firm choice' ",9070
2012 ,"'Wales' ","'18' ","'Insurance choice' ",1125
2012 ,"'Wales' ","'18' ","'Other main scheme choice' ",75
2012 ,"'Wales' ","'18' ","'Extra' ",140
2012 ,"'Wales' ","'18' ","'Adjustment' ",30
2012 ,"'Wales' ","'18' ","'Main scheme Clearing' ",1800
2012 ,"'Wales' ","'18' ","'Direct Clearing' ",120
2012 ,"'Wales' ","'18' ","'RPA' ",145
2012 ,"'Wales' ","'19' ","'Firm choice' ",3200
2012 ,"'Wales' ","'19' ","'Insurance choice' ",230
2012 ,"'Wales' ","'19' ","'Other main scheme choice' ",80
2012 ,"'Wales' ","'19' ","'Extra' ",95
2012 ,"'Wales' ","'19' ","'Adjustment' ",10
2012 ,"'Wales' ","'19' ","'Main scheme Clearing' ",565
2012 ,"'Wales' ","'19' ","'Direct Clearing' ",130
2012 ,"'Wales' ","'19' ","'RPA' ",175
2012 ,"'Wales' ","'20' ","'Firm choice' ",1280
2012 ,"'Wales' ","'20' ","'Insurance choice' ",45
2012 ,"'Wales' ","'20' ","'Other main scheme choice' ",70
2012 ,"'Wales' ","'20' ","'Extra' ",30
2012 ,"'Wales' ","'20' ","'Main scheme Clearing' ",180
2012 ,"'Wales' ","'20' ","'Direct Clearing' ",105
2012 ,"'Wales' ","'20' ","'RPA' ",190
2012 ,"'Wales' ","'21 and over' ","'Firm choice' ",3065
2012 ,"'Wales' ","'21 and over' ","'Insurance choice' ",65
2012 ,"'Wales' ","'21 and over' ","'Other main scheme choice' ",270
2012 ,"'Wales' ","'21 and over' ","'Extra' ",55
2012 ,"'Wales' ","'21 and over' ","'Main scheme Clearing' ",405
2012 ,"'Wales' ","'21 and over' ","'Direct Clearing' ",335
2012 ,"'Wales' ","'21 and over' ","'RPA' ",885
2013 ,"'England' ","'17 and under' ","'Firm choice' ",2845
2013 ,"'England' ","'17 and under' ","'Insurance choice' ",415
2013 ,"'England' ","'17 and under' ","'Other main scheme choice' ",200
2013 ,"'England' ","'17 and under' ","'Extra' ",55
2013 ,"'England' ","'17 and under' ","'Adjustment' ",10
2013 ,"'England' ","'17 and under' ","'Main scheme Clearing' ",360
2013 ,"'England' ","'17 and under' ","'Direct Clearing' ",100
2013 ,"'England' ","'17 and under' ","'RPA' ",185
2013 ,"'England' ","'18' ","'Firm choice' ",153455
2013 ,"'England' ","'18' ","'Insurance choice' ",18810
2013 ,"'England' ","'18' ","'Other main scheme choice' ",1470
2013 ,"'England' ","'18' ","'Extra' ",2735
2013 ,"'England' ","'18' ","'Adjustment' ",830
2013 ,"'England' ","'18' ","'Main scheme Clearing' ",19385
2013 ,"'England' ","'18' ","'Direct Clearing' ",1595
2013 ,"'England' ","'18' ","'RPA' ",1340
2013 ,"'England' ","'19' ","'Firm choice' ",68195
2013 ,"'England' ","'19' ","'Insurance choice' ",5375
2013 ,"'England' ","'19' ","'Other main scheme choice' ",2255
2013 ,"'England' ","'19' ","'Extra' ",1770
2013 ,"'England' ","'19' ","'Adjustment' ",225
2013 ,"'England' ","'19' ","'Main scheme Clearing' ",8920
2013 ,"'England' ","'19' ","'Direct Clearing' ",2530
2013 ,"'England' ","'19' ","'RPA' ",2150
2013 ,"'England' ","'20' ","'Firm choice' ",23390
2013 ,"'England' ","'20' ","'Insurance choice' ",1190
2013 ,"'England' ","'20' ","'Other main scheme choice' ",1925
2013 ,"'England' ","'20' ","'Extra' ",640
2013 ,"'England' ","'20' ","'Adjustment' ",35
2013 ,"'England' ","'20' ","'Main scheme Clearing' ",2740
2013 ,"'England' ","'20' ","'Direct Clearing' ",2110
2013 ,"'England' ","'20' ","'RPA' ",2200
2013 ,"'England' ","'21 and over' ","'Firm choice' ",55385
2013 ,"'England' ","'21 and over' ","'Insurance choice' ",1430
2013 ,"'England' ","'21 and over' ","'Other main scheme choice' ",6955
2013 ,"'England' ","'21 and over' ","'Extra' ",1680
2013 ,"'England' ","'21 and over' ","'Adjustment' ",35
2013 ,"'England' ","'21 and over' ","'Main scheme Clearing' ",6040
2013 ,"'England' ","'21 and over' ","'Direct Clearing' ",7355
2013 ,"'England' ","'21 and over' ","'RPA' ",8255
2013 ,"'Northern Ireland' ","'17 and under' ","'Firm choice' ",45
2013 ,"'Northern Ireland' ","'17 and under' ","'Insurance choice' ",5
2013 ,"'Northern Ireland' ","'17 and under' ","'Main scheme Clearing' ",5
2013 ,"'Northern Ireland' ","'18' ","'Firm choice' ",4980
2013 ,"'Northern Ireland' ","'18' ","'Insurance choice' ",980
2013 ,"'Northern Ireland' ","'18' ","'Other main scheme choice' ",5
2013 ,"'Northern Ireland' ","'18' ","'Extra' ",75
2013 ,"'Northern Ireland' ","'18' ","'Adjustment' ",15
2013 ,"'Northern Ireland' ","'18' ","'Main scheme Clearing' ",305
2013 ,"'Northern Ireland' ","'18' ","'Direct Clearing' ",10
2013 ,"'Northern Ireland' ","'19' ","'Firm choice' ",1285
2013 ,"'Northern Ireland' ","'19' ","'Insurance choice' ",170
2013 ,"'Northern Ireland' ","'19' ","'Other main scheme choice' ",30
2013 ,"'Northern Ireland' ","'19' ","'Extra' ",20
2013 ,"'Northern Ireland' ","'19' ","'Adjustment' ",5
2013 ,"'Northern Ireland' ","'19' ","'Main scheme Clearing' ",110
2013 ,"'Northern Ireland' ","'19' ","'Direct Clearing' ",25
2013 ,"'Northern Ireland' ","'19' ","'RPA' ",5
2013 ,"'Northern Ireland' ","'20' ","'Firm choice' ",665
2013 ,"'Northern Ireland' ","'20' ","'Insurance choice' ",35
2013 ,"'Northern Ireland' ","'20' ","'Other main scheme choice' ",20
2013 ,"'Northern Ireland' ","'20' ","'Extra' ",15
2013 ,"'Northern Ireland' ","'20' ","'Main scheme Clearing' ",35
2013 ,"'Northern Ireland' ","'20' ","'Direct Clearing' ",15
2013 ,"'Northern Ireland' ","'20' ","'RPA' ",15
2013 ,"'Northern Ireland' ","'21 and over' ","'Firm choice' ",1650
2013 ,"'Northern Ireland' ","'21 and over' ","'Insurance choice' ",60
2013 ,"'Northern Ireland' ","'21 and over' ","'Other main scheme choice' ",65
2013 ,"'Northern Ireland' ","'21 and over' ","'Extra' ",30
2013 ,"'Northern Ireland' ","'21 and over' ","'Adjustment' ",5
2013 ,"'Northern Ireland' ","'21 and over' ","'Main scheme Clearing' ",140
2013 ,"'Northern Ireland' ","'21 and over' ","'Direct Clearing' ",65
2013 ,"'Northern Ireland' ","'21 and over' ","'RPA' ",60
2013 ,"'Scotland' ","'17 and under' ","'Firm choice' ",605
2013 ,"'Scotland' ","'17 and under' ","'Insurance choice' ",95
2013 ,"'Scotland' ","'17 and under' ","'Other main scheme choice' ",10
2013 ,"'Scotland' ","'17 and under' ","'Extra' ",5
2013 ,"'Scotland' ","'17 and under' ","'Main scheme Clearing' ",50
2013 ,"'Scotland' ","'17 and under' ","'Direct Clearing' ",10
2013 ,"'Scotland' ","'17 and under' ","'RPA' ",165
2013 ,"'Scotland' ","'18' ","'Firm choice' ",16095
2013 ,"'Scotland' ","'18' ","'Insurance choice' ",1745
2013 ,"'Scotland' ","'18' ","'Other main scheme choice' ",50
2013 ,"'Scotland' ","'18' ","'Extra' ",185
2013 ,"'Scotland' ","'18' ","'Adjustment' ",15
2013 ,"'Scotland' ","'18' ","'Main scheme Clearing' ",1005
2013 ,"'Scotland' ","'18' ","'Direct Clearing' ",15
2013 ,"'Scotland' ","'18' ","'RPA' ",625
2013 ,"'Scotland' ","'19' ","'Firm choice' ",5590
2013 ,"'Scotland' ","'19' ","'Insurance choice' ",390
2013 ,"'Scotland' ","'19' ","'Other main scheme choice' ",100
2013 ,"'Scotland' ","'19' ","'Extra' ",75
2013 ,"'Scotland' ","'19' ","'Main scheme Clearing' ",265
2013 ,"'Scotland' ","'19' ","'Direct Clearing' ",30
2013 ,"'Scotland' ","'19' ","'RPA' ",450
2013 ,"'Scotland' ","'20' ","'Firm choice' ",3140
2013 ,"'Scotland' ","'20' ","'Insurance choice' ",125
2013 ,"'Scotland' ","'20' ","'Other main scheme choice' ",85
2013 ,"'Scotland' ","'20' ","'Extra' ",45
2013 ,"'Scotland' ","'20' ","'Main scheme Clearing' ",120
2013 ,"'Scotland' ","'20' ","'Direct Clearing' ",35
2013 ,"'Scotland' ","'20' ","'RPA' ",395
2013 ,"'Scotland' ","'21 and over' ","'Firm choice' ",8075
2013 ,"'Scotland' ","'21 and over' ","'Insurance choice' ",205
2013 ,"'Scotland' ","'21 and over' ","'Other main scheme choice' ",435
2013 ,"'Scotland' ","'21 and over' ","'Extra' ",100
2013 ,"'Scotland' ","'21 and over' ","'Main scheme Clearing' ",355
2013 ,"'Scotland' ","'21 and over' ","'Direct Clearing' ",160
2013 ,"'Scotland' ","'21 and over' ","'RPA' ",1700
2013 ,"'Wales' ","'17 and under' ","'Firm choice' ",90
2013 ,"'Wales' ","'17 and under' ","'Insurance choice' ",15
2013 ,"'Wales' ","'17 and under' ","'Other main scheme choice' ",10
2013 ,"'Wales' ","'17 and under' ","'Main scheme Clearing' ",40
2013 ,"'Wales' ","'17 and under' ","'RPA' ",20
2013 ,"'Wales' ","'18' ","'Firm choice' ",9435
2013 ,"'Wales' ","'18' ","'Insurance choice' ",1325
2013 ,"'Wales' ","'18' ","'Other main scheme choice' ",85
2013 ,"'Wales' ","'18' ","'Extra' ",160
2013 ,"'Wales' ","'18' ","'Adjustment' ",30
2013 ,"'Wales' ","'18' ","'Main scheme Clearing' ",1425
2013 ,"'Wales' ","'18' ","'Direct Clearing' ",110
2013 ,"'Wales' ","'18' ","'RPA' ",145
2013 ,"'Wales' ","'19' ","'Firm choice' ",3725
2013 ,"'Wales' ","'19' ","'Insurance choice' ",340
2013 ,"'Wales' ","'19' ","'Other main scheme choice' ",145
2013 ,"'Wales' ","'19' ","'Extra' ",110
2013 ,"'Wales' ","'19' ","'Adjustment' ",10
2013 ,"'Wales' ","'19' ","'Main scheme Clearing' ",505
2013 ,"'Wales' ","'19' ","'Direct Clearing' ",165
2013 ,"'Wales' ","'19' ","'RPA' ",200
2013 ,"'Wales' ","'20' ","'Firm choice' ",1330
2013 ,"'Wales' ","'20' ","'Insurance choice' ",75
2013 ,"'Wales' ","'20' ","'Other main scheme choice' ",95
2013 ,"'Wales' ","'20' ","'Extra' ",45
2013 ,"'Wales' ","'20' ","'Main scheme Clearing' ",130
2013 ,"'Wales' ","'20' ","'Direct Clearing' ",115
2013 ,"'Wales' ","'20' ","'RPA' ",195
2013 ,"'Wales' ","'21 and over' ","'Firm choice' ",3265
2013 ,"'Wales' ","'21 and over' ","'Insurance choice' ",70
2013 ,"'Wales' ","'21 and over' ","'Other main scheme choice' ",330
2013 ,"'Wales' ","'21 and over' ","'Extra' ",75
2013 ,"'Wales' ","'21 and over' ","'Main scheme Clearing' ",340
2013 ,"'Wales' ","'21 and over' ","'Direct Clearing' ",370
2013 ,"'Wales' ","'21 and over' ","'RPA' ",985
2014 ,"'England' ","'17 and under' ","'Firm choice' ",3285
2014 ,"'England' ","'17 and under' ","'Insurance choice' ",460
2014 ,"'England' ","'17 and under' ","'Other main scheme choice' ",200
2014 ,"'England' ","'17 and under' ","'Extra' ",60
2014 ,"'England' ","'17 and under' ","'Adjustment' ",15
2014 ,"'England' ","'17 and under' ","'Main scheme Clearing' ",400
2014 ,"'England' ","'17 and under' ","'Direct Clearing' ",90
2014 ,"'England' ","'17 and under' ","'RPA' ",170
2014 ,"'England' ","'18' ","'Firm choice' ",155345
2014 ,"'England' ","'18' ","'Insurance choice' ",21300
2014 ,"'England' ","'18' ","'Other main scheme choice' ",1285
2014 ,"'England' ","'18' ","'Extra' ",2465
2014 ,"'England' ","'18' ","'Adjustment' ",745
2014 ,"'England' ","'18' ","'Main scheme Clearing' ",22320
2014 ,"'England' ","'18' ","'Direct Clearing' ",1370
2014 ,"'England' ","'18' ","'RPA' ",1315
2014 ,"'England' ","'19' ","'Firm choice' ",68810
2014 ,"'England' ","'19' ","'Insurance choice' ",6055
2014 ,"'England' ","'19' ","'Other main scheme choice' ",2180
2014 ,"'England' ","'19' ","'Extra' ",1700
2014 ,"'England' ","'19' ","'Adjustment' ",215
2014 ,"'England' ","'19' ","'Main scheme Clearing' ",10080
2014 ,"'England' ","'19' ","'Direct Clearing' ",2275
2014 ,"'England' ","'19' ","'RPA' ",2420
2014 ,"'England' ","'20' ","'Firm choice' ",24955
2014 ,"'England' ","'20' ","'Insurance choice' ",1280
2014 ,"'England' ","'20' ","'Other main scheme choice' ",1825
2014 ,"'England' ","'20' ","'Extra' ",705
2014 ,"'England' ","'20' ","'Adjustment' ",40
2014 ,"'England' ","'20' ","'Main scheme Clearing' ",3160
2014 ,"'England' ","'20' ","'Direct Clearing' ",2060
2014 ,"'England' ","'20' ","'RPA' ",2385
2014 ,"'England' ","'21 and over' ","'Firm choice' ",58615
2014 ,"'England' ","'21 and over' ","'Insurance choice' ",1465
2014 ,"'England' ","'21 and over' ","'Other main scheme choice' ",6655
2014 ,"'England' ","'21 and over' ","'Extra' ",1835
2014 ,"'England' ","'21 and over' ","'Adjustment' ",30
2014 ,"'England' ","'21 and over' ","'Main scheme Clearing' ",6285
2014 ,"'England' ","'21 and over' ","'Direct Clearing' ",6650
2014 ,"'England' ","'21 and over' ","'RPA' ",10670
2014 ,"'Northern Ireland' ","'17 and under' ","'Firm choice' ",45
2014 ,"'Northern Ireland' ","'17 and under' ","'Insurance choice' ",5
2014 ,"'Northern Ireland' ","'17 and under' ","'Main scheme Clearing' ",5
2014 ,"'Northern Ireland' ","'17 and under' ","'Direct Clearing' ",5
2014 ,"'Northern Ireland' ","'18' ","'Firm choice' ",4820
2014 ,"'Northern Ireland' ","'18' ","'Insurance choice' ",950
2014 ,"'Northern Ireland' ","'18' ","'Other main scheme choice' ",5
2014 ,"'Northern Ireland' ","'18' ","'Extra' ",45
2014 ,"'Northern Ireland' ","'18' ","'Adjustment' ",15
2014 ,"'Northern Ireland' ","'18' ","'Main scheme Clearing' ",350
2014 ,"'Northern Ireland' ","'18' ","'Direct Clearing' ",5
2014 ,"'Northern Ireland' ","'19' ","'Firm choice' ",1260
2014 ,"'Northern Ireland' ","'19' ","'Insurance choice' ",160
2014 ,"'Northern Ireland' ","'19' ","'Other main scheme choice' ",25
2014 ,"'Northern Ireland' ","'19' ","'Extra' ",20
2014 ,"'Northern Ireland' ","'19' ","'Adjustment' ",5
2014 ,"'Northern Ireland' ","'19' ","'Main scheme Clearing' ",125
2014 ,"'Northern Ireland' ","'19' ","'Direct Clearing' ",40
2014 ,"'Northern Ireland' ","'19' ","'RPA' ",5
2014 ,"'Northern Ireland' ","'20' ","'Firm choice' ",730
2014 ,"'Northern Ireland' ","'20' ","'Insurance choice' ",25
2014 ,"'Northern Ireland' ","'20' ","'Other main scheme choice' ",20
2014 ,"'Northern Ireland' ","'20' ","'Extra' ",10
2014 ,"'Northern Ireland' ","'20' ","'Main scheme Clearing' ",60
2014 ,"'Northern Ireland' ","'20' ","'Direct Clearing' ",25
2014 ,"'Northern Ireland' ","'20' ","'RPA' ",10
2014 ,"'Northern Ireland' ","'21 and over' ","'Firm choice' ",1665
2014 ,"'Northern Ireland' ","'21 and over' ","'Insurance choice' ",65
2014 ,"'Northern Ireland' ","'21 and over' ","'Other main scheme choice' ",90
2014 ,"'Northern Ireland' ","'21 and over' ","'Extra' ",20
2014 ,"'Northern Ireland' ","'21 and over' ","'Main scheme Clearing' ",215
2014 ,"'Northern Ireland' ","'21 and over' ","'Direct Clearing' ",385
2014 ,"'Northern Ireland' ","'21 and over' ","'RPA' ",35
2014 ,"'Scotland' ","'17 and under' ","'Firm choice' ",650
2014 ,"'Scotland' ","'17 and under' ","'Insurance choice' ",105
2014 ,"'Scotland' ","'17 and under' ","'Other main scheme choice' ",15
2014 ,"'Scotland' ","'17 and under' ","'Extra' ",10
2014 ,"'Scotland' ","'17 and under' ","'Main scheme Clearing' ",30
2014 ,"'Scotland' ","'17 and under' ","'Direct Clearing' ",10
2014 ,"'Scotland' ","'17 and under' ","'RPA' ",45
2014 ,"'Scotland' ","'18' ","'Firm choice' ",16380
2014 ,"'Scotland' ","'18' ","'Insurance choice' ",1920
2014 ,"'Scotland' ","'18' ","'Other main scheme choice' ",45
2014 ,"'Scotland' ","'18' ","'Extra' ",185
2014 ,"'Scotland' ","'18' ","'Adjustment' ",45
2014 ,"'Scotland' ","'18' ","'Main scheme Clearing' ",1040
2014 ,"'Scotland' ","'18' ","'Direct Clearing' ",25
2014 ,"'Scotland' ","'18' ","'RPA' ",110
2014 ,"'Scotland' ","'19' ","'Firm choice' ",5800
2014 ,"'Scotland' ","'19' ","'Insurance choice' ",405
2014 ,"'Scotland' ","'19' ","'Other main scheme choice' ",95
2014 ,"'Scotland' ","'19' ","'Extra' ",85
2014 ,"'Scotland' ","'19' ","'Adjustment' ",5
2014 ,"'Scotland' ","'19' ","'Main scheme Clearing' ",275
2014 ,"'Scotland' ","'19' ","'Direct Clearing' ",30
2014 ,"'Scotland' ","'19' ","'RPA' ",180
2014 ,"'Scotland' ","'20' ","'Firm choice' ",3355
2014 ,"'Scotland' ","'20' ","'Insurance choice' ",135
2014 ,"'Scotland' ","'20' ","'Other main scheme choice' ",95
2014 ,"'Scotland' ","'20' ","'Extra' ",50
2014 ,"'Scotland' ","'20' ","'Main scheme Clearing' ",105
2014 ,"'Scotland' ","'20' ","'Direct Clearing' ",30
2014 ,"'Scotland' ","'20' ","'RPA' ",235
2014 ,"'Scotland' ","'21 and over' ","'Firm choice' ",8605
2014 ,"'Scotland' ","'21 and over' ","'Insurance choice' ",215
2014 ,"'Scotland' ","'21 and over' ","'Other main scheme choice' ",435
2014 ,"'Scotland' ","'21 and over' ","'Extra' ",115
2014 ,"'Scotland' ","'21 and over' ","'Adjustment' ",5
2014 ,"'Scotland' ","'21 and over' ","'Main scheme Clearing' ",330
2014 ,"'Scotland' ","'21 and over' ","'Direct Clearing' ",130
2014 ,"'Scotland' ","'21 and over' ","'RPA' ",675
2014 ,"'Wales' ","'17 and under' ","'Firm choice' ",110
2014 ,"'Wales' ","'17 and under' ","'Insurance choice' ",20
2014 ,"'Wales' ","'17 and under' ","'Other main scheme choice' ",5
2014 ,"'Wales' ","'17 and under' ","'Main scheme Clearing' ",25
2014 ,"'Wales' ","'17 and under' ","'Direct Clearing' ",5
2014 ,"'Wales' ","'17 and under' ","'RPA' ",15
2014 ,"'Wales' ","'18' ","'Firm choice' ",9130
2014 ,"'Wales' ","'18' ","'Insurance choice' ",1620
2014 ,"'Wales' ","'18' ","'Other main scheme choice' ",75
2014 ,"'Wales' ","'18' ","'Extra' ",125
2014 ,"'Wales' ","'18' ","'Adjustment' ",25
2014 ,"'Wales' ","'18' ","'Main scheme Clearing' ",1655
2014 ,"'Wales' ","'18' ","'Direct Clearing' ",100
2014 ,"'Wales' ","'18' ","'RPA' ",155
2014 ,"'Wales' ","'19' ","'Firm choice' ",3780
2014 ,"'Wales' ","'19' ","'Insurance choice' ",380
2014 ,"'Wales' ","'19' ","'Other main scheme choice' ",120
2014 ,"'Wales' ","'19' ","'Extra' ",85
2014 ,"'Wales' ","'19' ","'Adjustment' ",5
2014 ,"'Wales' ","'19' ","'Main scheme Clearing' ",530
2014 ,"'Wales' ","'19' ","'Direct Clearing' ",115
2014 ,"'Wales' ","'19' ","'RPA' ",220
2014 ,"'Wales' ","'20' ","'Firm choice' ",1330
2014 ,"'Wales' ","'20' ","'Insurance choice' ",85
2014 ,"'Wales' ","'20' ","'Other main scheme choice' ",100
2014 ,"'Wales' ","'20' ","'Extra' ",30
2014 ,"'Wales' ","'20' ","'Adjustment' ",5
2014 ,"'Wales' ","'20' ","'Main scheme Clearing' ",175
2014 ,"'Wales' ","'20' ","'Direct Clearing' ",100
2014 ,"'Wales' ","'20' ","'RPA' ",205
2014 ,"'Wales' ","'21 and over' ","'Firm choice' ",3485
2014 ,"'Wales' ","'21 and over' ","'Insurance choice' ",85
2014 ,"'Wales' ","'21 and over' ","'Other main scheme choice' ",335
2014 ,"'Wales' ","'21 and over' ","'Extra' ",70
2014 ,"'Wales' ","'21 and over' ","'Adjustment' ",5
2014 ,"'Wales' ","'21 and over' ","'Main scheme Clearing' ",340
2014 ,"'Wales' ","'21 and over' ","'Direct Clearing' ",360
2014 ,"'Wales' ","'21 and over' ","'RPA' ",935
2015 ,"'England' ","'17 and under' ","'Firm choice' ",3640
2015 ,"'England' ","'17 and under' ","'Insurance choice' ",545
2015 ,"'England' ","'17 and under' ","'Other main scheme choice' ",155
2015 ,"'England' ","'17 and under' ","'Extra' ",45
2015 ,"'England' ","'17 and under' ","'Adjustment' ",10
2015 ,"'England' ","'17 and under' ","'Main scheme Clearing' ",410
2015 ,"'England' ","'17 and under' ","'Direct Clearing' ",85
2015 ,"'England' ","'17 and under' ","'RPA' ",140
2015 ,"'England' ","'18' ","'Firm choice' ",165015
2015 ,"'England' ","'18' ","'Insurance choice' ",23405
2015 ,"'England' ","'18' ","'Other main scheme choice' ",1290
2015 ,"'England' ","'18' ","'Extra' ",2565
2015 ,"'England' ","'18' ","'Adjustment' ",730
2015 ,"'England' ","'18' ","'Main scheme Clearing' ",23790
2015 ,"'England' ","'18' ","'Direct Clearing' ",1545
2015 ,"'England' ","'18' ","'RPA' ",1465
2015 ,"'England' ","'19' ","'Firm choice' ",70730
2015 ,"'England' ","'19' ","'Insurance choice' ",6370
2015 ,"'England' ","'19' ","'Other main scheme choice' ",2110
2015 ,"'England' ","'19' ","'Extra' ",1620
2015 ,"'England' ","'19' ","'Adjustment' ",235
2015 ,"'England' ","'19' ","'Main scheme Clearing' ",10435
2015 ,"'England' ","'19' ","'Direct Clearing' ",2730
2015 ,"'England' ","'19' ","'RPA' ",2595
2015 ,"'England' ","'20' ","'Firm choice' ",24370
2015 ,"'England' ","'20' ","'Insurance choice' ",1295
2015 ,"'England' ","'20' ","'Other main scheme choice' ",1680
