"Statistic:   Number of Acceptances"
"Variables:   Provider Name , Age Band , Sex , Cycle Year"
"Coverage:   All"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR4_008_01.pdf"
 
Cycle Year,Provider Name , Age Band , Sex,Number of Acceptances,
2006 ,"'C30 University of Central Lancashire (UCLan)' ","'20' ","'Men' ",205
2006 ,"'C30 University of Central Lancashire (UCLan)' ","'20' ","'Women' ",205
2006 ,"'C30 University of Central Lancashire (UCLan)' ","'21 and over' ","'Men' ",560
2006 ,"'C30 University of Central Lancashire (UCLan)' ","'21 and over' ","'Women' ",790
2006 ,"'C35 The Royal Central School of Speech and Drama, University of London' ","'18' ","'Men' ",30
2006 ,"'C35 The Royal Central School of Speech and Drama, University of London' ","'18' ","'Women' ",60
2006 ,"'C35 The Royal Central School of Speech and Drama, University of London' ","'19' ","'Men' ",5
2006 ,"'C35 The Royal Central School of Speech and Drama, University of London' ","'19' ","'Women' ",25
2006 ,"'C35 The Royal Central School of Speech and Drama, University of London' ","'20' ","'Men' ",5
2006 ,"'C35 The Royal Central School of Speech and Drama, University of London' ","'20' ","'Women' ",10
2006 ,"'C35 The Royal Central School of Speech and Drama, University of London' ","'21 and over' ","'Men' ",15
2006 ,"'C35 The Royal Central School of Speech and Drama, University of London' ","'21 and over' ","'Women' ",25
2006 ,"'C55 University of Chester' ","'17 and under' ","'Men' ",5
2006 ,"'C55 University of Chester' ","'17 and under' ","'Women' ",10
2006 ,"'C55 University of Chester' ","'18' ","'Men' ",530
2006 ,"'C55 University of Chester' ","'18' ","'Women' ",1000
2006 ,"'C55 University of Chester' ","'19' ","'Men' ",145
2006 ,"'C55 University of Chester' ","'19' ","'Women' ",240
2006 ,"'C55 University of Chester' ","'20' ","'Men' ",60
2006 ,"'C55 University of Chester' ","'20' ","'Women' ",95
2006 ,"'C55 University of Chester' ","'21 and over' ","'Men' ",130
2006 ,"'C55 University of Chester' ","'21 and over' ","'Women' ",280
2006 ,"'C56 Chesterfield College' ","'18' ","'Men' ",20
2006 ,"'C56 Chesterfield College' ","'18' ","'Women' ",15
2006 ,"'C56 Chesterfield College' ","'19' ","'Men' ",10
2006 ,"'C56 Chesterfield College' ","'19' ","'Women' ",5
2006 ,"'C56 Chesterfield College' ","'20' ","'Men' ",5
2006 ,"'C56 Chesterfield College' ","'21 and over' ","'Men' ",5
2006 ,"'C56 Chesterfield College' ","'21 and over' ","'Women' ",5
2006 ,"'C57 Chichester College' ","'18' ","'Men' ",15
2006 ,"'C57 Chichester College' ","'18' ","'Women' ",30
2006 ,"'C57 Chichester College' ","'19' ","'Men' ",5
2006 ,"'C57 Chichester College' ","'19' ","'Women' ",10
2006 ,"'C57 Chichester College' ","'20' ","'Men' ",5
2006 ,"'C57 Chichester College' ","'20' ","'Women' ",5
2006 ,"'C57 Chichester College' ","'21 and over' ","'Men' ",5
2006 ,"'C57 Chichester College' ","'21 and over' ","'Women' ",10
2006 ,"'C58 University of Chichester' ","'18' ","'Men' ",205
2006 ,"'C58 University of Chichester' ","'18' ","'Women' ",375
2006 ,"'C58 University of Chichester' ","'19' ","'Men' ",60
2006 ,"'C58 University of Chichester' ","'19' ","'Women' ",85
2006 ,"'C58 University of Chichester' ","'20' ","'Men' ",25
2006 ,"'C58 University of Chichester' ","'20' ","'Women' ",30
2006 ,"'C58 University of Chichester' ","'21 and over' ","'Men' ",60
2006 ,"'C58 University of Chichester' ","'21 and over' ","'Women' ",155
2006 ,"'C60 City, University of London' ","'17 and under' ","'Men' ",20
2006 ,"'C60 City, University of London' ","'17 and under' ","'Women' ",30
2006 ,"'C60 City, University of London' ","'18' ","'Men' ",500
2006 ,"'C60 City, University of London' ","'18' ","'Women' ",505
2006 ,"'C60 City, University of London' ","'19' ","'Men' ",285
2006 ,"'C60 City, University of London' ","'19' ","'Women' ",195
2006 ,"'C60 City, University of London' ","'20' ","'Men' ",155
2006 ,"'C60 City, University of London' ","'20' ","'Women' ",85
2006 ,"'C60 City, University of London' ","'21 and over' ","'Men' ",285
2006 ,"'C60 City, University of London' ","'21 and over' ","'Women' ",195
2006 ,"'C62 City College, Birmingham' ","'18' ","'Men' ",5
2006 ,"'C62 City College, Birmingham' ","'18' ","'Women' ",5
2006 ,"'C62 City College, Birmingham' ","'19' ","'Men' ",5
2006 ,"'C62 City College, Birmingham' ","'20' ","'Men' ",5
2006 ,"'C62 City College, Birmingham' ","'21 and over' ","'Men' ",20
2006 ,"'C62 City College, Birmingham' ","'21 and over' ","'Women' ",20
2006 ,"'C65 City and Islington College' ","'19' ","'Women' ",5
2006 ,"'C65 City and Islington College' ","'20' ","'Women' ",5
2006 ,"'C65 City and Islington College' ","'21 and over' ","'Men' ",10
2006 ,"'C65 City and Islington College' ","'21 and over' ","'Women' ",15
2006 ,"'C66 The Manchester College (Formerly City College Manchester)' ","'18' ","'Men' ",20
2006 ,"'C66 The Manchester College (Formerly City College Manchester)' ","'18' ","'Women' ",50
2006 ,"'C66 The Manchester College (Formerly City College Manchester)' ","'19' ","'Men' ",25
2006 ,"'C66 The Manchester College (Formerly City College Manchester)' ","'19' ","'Women' ",25
2006 ,"'C66 The Manchester College (Formerly City College Manchester)' ","'20' ","'Men' ",25
2006 ,"'C66 The Manchester College (Formerly City College Manchester)' ","'20' ","'Women' ",30
2006 ,"'C66 The Manchester College (Formerly City College Manchester)' ","'21 and over' ","'Men' ",60
2006 ,"'C66 The Manchester College (Formerly City College Manchester)' ","'21 and over' ","'Women' ",60
2006 ,"'C69 City of Sunderland College' ","'18' ","'Men' ",15
2006 ,"'C69 City of Sunderland College' ","'18' ","'Women' ",10
2006 ,"'C69 City of Sunderland College' ","'19' ","'Men' ",5
2006 ,"'C69 City of Sunderland College' ","'19' ","'Women' ",5
2006 ,"'C69 City of Sunderland College' ","'20' ","'Men' ",5
2006 ,"'C69 City of Sunderland College' ","'20' ","'Women' ",5
2006 ,"'C69 City of Sunderland College' ","'21 and over' ","'Men' ",15
2006 ,"'C69 City of Sunderland College' ","'21 and over' ","'Women' ",20
2006 ,"'C71 Cleveland College of Art and Design' ","'18' ","'Men' ",15
2006 ,"'C71 Cleveland College of Art and Design' ","'18' ","'Women' ",40
2006 ,"'C71 Cleveland College of Art and Design' ","'19' ","'Men' ",15
2006 ,"'C71 Cleveland College of Art and Design' ","'19' ","'Women' ",45
2006 ,"'C71 Cleveland College of Art and Design' ","'20' ","'Men' ",5
2006 ,"'C71 Cleveland College of Art and Design' ","'20' ","'Women' ",10
2006 ,"'C71 Cleveland College of Art and Design' ","'21 and over' ","'Men' ",15
2006 ,"'C71 Cleveland College of Art and Design' ","'21 and over' ","'Women' ",40
2006 ,"'C72 Cliff College' ","'18' ","'Men' ",5
2006 ,"'C72 Cliff College' ","'18' ","'Women' ",5
2006 ,"'C72 Cliff College' ","'21 and over' ","'Men' ",5
2006 ,"'C72 Cliff College' ","'21 and over' ","'Women' ",5
2006 ,"'C75 University Centre Colchester at Colchester Institute' ","'18' ","'Men' ",40
2006 ,"'C75 University Centre Colchester at Colchester Institute' ","'18' ","'Women' ",55
2006 ,"'C75 University Centre Colchester at Colchester Institute' ","'19' ","'Men' ",25
2006 ,"'C75 University Centre Colchester at Colchester Institute' ","'19' ","'Women' ",30
2006 ,"'C75 University Centre Colchester at Colchester Institute' ","'20' ","'Men' ",15
2006 ,"'C75 University Centre Colchester at Colchester Institute' ","'20' ","'Women' ",10
2006 ,"'C75 University Centre Colchester at Colchester Institute' ","'21 and over' ","'Men' ",40
2006 ,"'C75 University Centre Colchester at Colchester Institute' ","'21 and over' ","'Women' ",145
2006 ,"'C78 Cornwall College' ","'18' ","'Men' ",45
2006 ,"'C78 Cornwall College' ","'18' ","'Women' ",40
2006 ,"'C78 Cornwall College' ","'19' ","'Men' ",20
2006 ,"'C78 Cornwall College' ","'19' ","'Women' ",20
2006 ,"'C78 Cornwall College' ","'20' ","'Men' ",30
2006 ,"'C78 Cornwall College' ","'20' ","'Women' ",15
2006 ,"'C78 Cornwall College' ","'21 and over' ","'Men' ",65
2006 ,"'C78 Cornwall College' ","'21 and over' ","'Women' ",100
2006 ,"'C80 Courtauld Institute of Art (University of London)' ","'18' ","'Men' ",5
2006 ,"'C80 Courtauld Institute of Art (University of London)' ","'18' ","'Women' ",30
2006 ,"'C80 Courtauld Institute of Art (University of London)' ","'19' ","'Women' ",15
2006 ,"'C80 Courtauld Institute of Art (University of London)' ","'21 and over' ","'Women' ",5
2006 ,"'C85 Coventry University' ","'17 and under' ","'Men' ",10
2006 ,"'C85 Coventry University' ","'17 and under' ","'Women' ",5
2006 ,"'C85 Coventry University' ","'18' ","'Men' ",800
2006 ,"'C85 Coventry University' ","'18' ","'Women' ",835
2006 ,"'C85 Coventry University' ","'19' ","'Men' ",420
2006 ,"'C85 Coventry University' ","'19' ","'Women' ",290
2006 ,"'C85 Coventry University' ","'20' ","'Men' ",235
2006 ,"'C85 Coventry University' ","'20' ","'Women' ",160
2006 ,"'C85 Coventry University' ","'21 and over' ","'Men' ",665
2006 ,"'C85 Coventry University' ","'21 and over' ","'Women' ",480
2006 ,"'C88 Craven College' ","'21 and over' ","'Women' ",5
2006 ,"'C92 University Centre, Croydon (Croydon College)' ","'18' ","'Men' ",5
2006 ,"'C92 University Centre, Croydon (Croydon College)' ","'18' ","'Women' ",10
2006 ,"'C92 University Centre, Croydon (Croydon College)' ","'19' ","'Men' ",5
2006 ,"'C92 University Centre, Croydon (Croydon College)' ","'19' ","'Women' ",15
2006 ,"'C92 University Centre, Croydon (Croydon College)' ","'20' ","'Men' ",5
2006 ,"'C92 University Centre, Croydon (Croydon College)' ","'20' ","'Women' ",10
2006 ,"'C92 University Centre, Croydon (Croydon College)' ","'21 and over' ","'Men' ",15
2006 ,"'C92 University Centre, Croydon (Croydon College)' ","'21 and over' ","'Women' ",40
2006 ,"'C95 Cumbria Institute of the Arts' ","'18' ","'Men' ",40
2006 ,"'C95 Cumbria Institute of the Arts' ","'18' ","'Women' ",80
2006 ,"'C95 Cumbria Institute of the Arts' ","'19' ","'Men' ",40
2006 ,"'C95 Cumbria Institute of the Arts' ","'19' ","'Women' ",50
2006 ,"'C95 Cumbria Institute of the Arts' ","'20' ","'Men' ",25
2006 ,"'C95 Cumbria Institute of the Arts' ","'20' ","'Women' ",20
2006 ,"'C95 Cumbria Institute of the Arts' ","'21 and over' ","'Men' ",50
2006 ,"'C95 Cumbria Institute of the Arts' ","'21 and over' ","'Women' ",35
2006 ,"'D13 Dartington College of Arts (now known as University College Falmouth inc Dartington College of Arts)' ","'18' ","'Men' ",25
2006 ,"'D13 Dartington College of Arts (now known as University College Falmouth inc Dartington College of Arts)' ","'18' ","'Women' ",55
2006 ,"'D13 Dartington College of Arts (now known as University College Falmouth inc Dartington College of Arts)' ","'19' ","'Men' ",15
2006 ,"'D13 Dartington College of Arts (now known as University College Falmouth inc Dartington College of Arts)' ","'19' ","'Women' ",25
2006 ,"'D13 Dartington College of Arts (now known as University College Falmouth inc Dartington College of Arts)' ","'20' ","'Men' ",5
2006 ,"'D13 Dartington College of Arts (now known as University College Falmouth inc Dartington College of Arts)' ","'20' ","'Women' ",10
2006 ,"'D13 Dartington College of Arts (now known as University College Falmouth inc Dartington College of Arts)' ","'21 and over' ","'Men' ",15
2006 ,"'D13 Dartington College of Arts (now known as University College Falmouth inc Dartington College of Arts)' ","'21 and over' ","'Women' ",30
2006 ,"'D22 Dearne Valley College' ","'18' ","'Men' ",10
2006 ,"'D22 Dearne Valley College' ","'18' ","'Women' ",5
2006 ,"'D22 Dearne Valley College' ","'19' ","'Men' ",5
2006 ,"'D26 De Montfort University' ","'17 and under' ","'Men' ",5
2006 ,"'D26 De Montfort University' ","'17 and under' ","'Women' ",5
2006 ,"'D26 De Montfort University' ","'18' ","'Men' ",850
2006 ,"'D26 De Montfort University' ","'18' ","'Women' ",1110
2006 ,"'D26 De Montfort University' ","'19' ","'Men' ",520
2006 ,"'D26 De Montfort University' ","'19' ","'Women' ",570
2006 ,"'D26 De Montfort University' ","'20' ","'Men' ",235
2006 ,"'D26 De Montfort University' ","'20' ","'Women' ",155
2006 ,"'D26 De Montfort University' ","'21 and over' ","'Men' ",450
2006 ,"'D26 De Montfort University' ","'21 and over' ","'Women' ",410
2006 ,"'D39 University of Derby' ","'17 and under' ","'Women' ",5
2006 ,"'D39 University of Derby' ","'18' ","'Men' ",410
2006 ,"'D39 University of Derby' ","'18' ","'Women' ",560
2006 ,"'D39 University of Derby' ","'19' ","'Men' ",180
2006 ,"'D39 University of Derby' ","'19' ","'Women' ",250
2006 ,"'D39 University of Derby' ","'20' ","'Men' ",95
2006 ,"'D39 University of Derby' ","'20' ","'Women' ",105
2006 ,"'D39 University of Derby' ","'21 and over' ","'Men' ",230
2006 ,"'D39 University of Derby' ","'21 and over' ","'Women' ",330
2006 ,"'D45 Kirklees College (Formerly Dewsbury College)' ","'18' ","'Men' ",5
2006 ,"'D45 Kirklees College (Formerly Dewsbury College)' ","'18' ","'Women' ",5
2006 ,"'D45 Kirklees College (Formerly Dewsbury College)' ","'19' ","'Men' ",5
2006 ,"'D45 Kirklees College (Formerly Dewsbury College)' ","'19' ","'Women' ",10
2006 ,"'D45 Kirklees College (Formerly Dewsbury College)' ","'20' ","'Men' ",5
2006 ,"'D45 Kirklees College (Formerly Dewsbury College)' ","'20' ","'Women' ",15
2006 ,"'D45 Kirklees College (Formerly Dewsbury College)' ","'21 and over' ","'Men' ",10
2006 ,"'D45 Kirklees College (Formerly Dewsbury College)' ","'21 and over' ","'Women' ",15
2006 ,"'D52 Doncaster College' ","'18' ","'Men' ",15
2006 ,"'D52 Doncaster College' ","'18' ","'Women' ",35
2006 ,"'D52 Doncaster College' ","'19' ","'Men' ",10
2006 ,"'D52 Doncaster College' ","'19' ","'Women' ",20
2006 ,"'D52 Doncaster College' ","'20' ","'Men' ",15
2006 ,"'D52 Doncaster College' ","'20' ","'Women' ",35
2006 ,"'D52 Doncaster College' ","'21 and over' ","'Men' ",50
2006 ,"'D52 Doncaster College' ","'21 and over' ","'Women' ",85
2006 ,"'D55 Duchy College' ","'18' ","'Men' ",20
2006 ,"'D55 Duchy College' ","'18' ","'Women' ",25
2006 ,"'D55 Duchy College' ","'19' ","'Men' ",10
2006 ,"'D55 Duchy College' ","'19' ","'Women' ",5
2006 ,"'D55 Duchy College' ","'20' ","'Men' ",5
2006 ,"'D55 Duchy College' ","'21 and over' ","'Men' ",30
2006 ,"'D55 Duchy College' ","'21 and over' ","'Women' ",25
2006 ,"'D58 Dudley College of Technology' ","'18' ","'Men' ",5
2006 ,"'D58 Dudley College of Technology' ","'18' ","'Women' ",5
2006 ,"'D58 Dudley College of Technology' ","'20' ","'Men' ",5
2006 ,"'D65 University of Dundee' ","'17 and under' ","'Men' ",20
2006 ,"'D65 University of Dundee' ","'17 and under' ","'Women' ",25
2006 ,"'D65 University of Dundee' ","'18' ","'Men' ",470
2006 ,"'D65 University of Dundee' ","'18' ","'Women' ",610
2006 ,"'D65 University of Dundee' ","'19' ","'Men' ",120
2006 ,"'D65 University of Dundee' ","'19' ","'Women' ",190
2006 ,"'D65 University of Dundee' ","'20' ","'Men' ",85
2006 ,"'D65 University of Dundee' ","'20' ","'Women' ",70
2006 ,"'D65 University of Dundee' ","'21 and over' ","'Men' ",200
2006 ,"'D65 University of Dundee' ","'21 and over' ","'Women' ",260
2006 ,"'D86 Durham University' ","'17 and under' ","'Men' ",30
2006 ,"'D86 Durham University' ","'17 and under' ","'Women' ",30
2006 ,"'D86 Durham University' ","'18' ","'Men' ",1260
2006 ,"'D86 Durham University' ","'18' ","'Women' ",1410
2006 ,"'D86 Durham University' ","'19' ","'Men' ",215
2006 ,"'D86 Durham University' ","'19' ","'Women' ",240
2006 ,"'D86 Durham University' ","'20' ","'Men' ",50
2006 ,"'D86 Durham University' ","'20' ","'Women' ",55
2006 ,"'D86 Durham University' ","'21 and over' ","'Men' ",100
2006 ,"'D86 Durham University' ","'21 and over' ","'Women' ",145
2006 ,"'E14 University of East Anglia (UEA)' ","'17 and under' ","'Men' ",10
2006 ,"'E14 University of East Anglia (UEA)' ","'17 and under' ","'Women' ",20
2006 ,"'E14 University of East Anglia (UEA)' ","'18' ","'Men' ",750
2006 ,"'E14 University of East Anglia (UEA)' ","'18' ","'Women' ",875
2006 ,"'E14 University of East Anglia (UEA)' ","'19' ","'Men' ",165
2006 ,"'E14 University of East Anglia (UEA)' ","'19' ","'Women' ",200
2006 ,"'E14 University of East Anglia (UEA)' ","'20' ","'Men' ",90
2006 ,"'E14 University of East Anglia (UEA)' ","'20' ","'Women' ",65
2006 ,"'E14 University of East Anglia (UEA)' ","'21 and over' ","'Men' ",200
2006 ,"'E14 University of East Anglia (UEA)' ","'21 and over' ","'Women' ",315
2006 ,"'E28 University of East London (UEL)' ","'17 and under' ","'Men' ",10
2006 ,"'E28 University of East London (UEL)' ","'17 and under' ","'Women' ",10
2006 ,"'E28 University of East London (UEL)' ","'18' ","'Men' ",265
2006 ,"'E28 University of East London (UEL)' ","'18' ","'Women' ",410
2006 ,"'E28 University of East London (UEL)' ","'19' ","'Men' ",305
2006 ,"'E28 University of East London (UEL)' ","'19' ","'Women' ",355
2006 ,"'E28 University of East London (UEL)' ","'20' ","'Men' ",215
2006 ,"'E28 University of East London (UEL)' ","'20' ","'Women' ",230
2006 ,"'E28 University of East London (UEL)' ","'21 and over' ","'Men' ",890
2006 ,"'E28 University of East London (UEL)' ","'21 and over' ","'Women' ",1000
2006 ,"'E32 East Surrey College (incorporating Reigate School of Art, Design and Media)' ","'19' ","'Men' ",10
2006 ,"'E32 East Surrey College (incorporating Reigate School of Art, Design and Media)' ","'19' ","'Women' ",5
2006 ,"'E32 East Surrey College (incorporating Reigate School of Art, Design and Media)' ","'20' ","'Men' ",5
2006 ,"'E32 East Surrey College (incorporating Reigate School of Art, Design and Media)' ","'20' ","'Women' ",5
2006 ,"'E32 East Surrey College (incorporating Reigate School of Art, Design and Media)' ","'21 and over' ","'Men' ",5
2006 ,"'E32 East Surrey College (incorporating Reigate School of Art, Design and Media)' ","'21 and over' ","'Women' ",10
2006 ,"'E42 Edge Hill University' ","'18' ","'Men' ",320
2006 ,"'E42 Edge Hill University' ","'18' ","'Women' ",715
2006 ,"'E42 Edge Hill University' ","'19' ","'Men' ",110
2006 ,"'E42 Edge Hill University' ","'19' ","'Women' ",160
2006 ,"'E42 Edge Hill University' ","'20' ","'Men' ",55
2006 ,"'E42 Edge Hill University' ","'20' ","'Women' ",65
2006 ,"'E42 Edge Hill University' ","'21 and over' ","'Men' ",170
2006 ,"'E42 Edge Hill University' ","'21 and over' ","'Women' ",255
2006 ,"'E56 The University of Edinburgh' ","'17 and under' ","'Men' ",45
2006 ,"'E56 The University of Edinburgh' ","'17 and under' ","'Women' ",70
2006 ,"'E56 The University of Edinburgh' ","'18' ","'Men' ",1215
2006 ,"'E56 The University of Edinburgh' ","'18' ","'Women' ",1575
2006 ,"'E56 The University of Edinburgh' ","'19' ","'Men' ",285
2006 ,"'E56 The University of Edinburgh' ","'19' ","'Women' ",305
2006 ,"'E56 The University of Edinburgh' ","'20' ","'Men' ",80
2006 ,"'E56 The University of Edinburgh' ","'20' ","'Women' ",80
2006 ,"'E56 The University of Edinburgh' ","'21 and over' ","'Men' ",195
2006 ,"'E56 The University of Edinburgh' ","'21 and over' ","'Women' ",310
2006 ,"'E58 Edinburgh College of Art' ","'17 and under' ","'Women' ",5
2006 ,"'E58 Edinburgh College of Art' ","'18' ","'Men' ",55
2006 ,"'E58 Edinburgh College of Art' ","'18' ","'Women' ",85
2006 ,"'E58 Edinburgh College of Art' ","'19' ","'Men' ",30
