"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Summary Level) , Apply Centre Type , Acceptance Route , Cycle Year"
"Coverage:   UK domiciled and 18/19 year olds"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_024_07.pdf"
 
Cycle Year,Subject Group (Summary Level) , Apply Centre Type , Acceptance Route,Number of Acceptances,
2007 ,"'Group K Architecture, Building and Planning' ","'Further education' ","'Firm choice' ",495
2007 ,"'Group K Architecture, Building and Planning' ","'Further education' ","'Insurance choice' ",35
2007 ,"'Group K Architecture, Building and Planning' ","'Further education' ","'Other main scheme choice' ",20
2007 ,"'Group K Architecture, Building and Planning' ","'Further education' ","'Extra' ",5
2007 ,"'Group K Architecture, Building and Planning' ","'Further education' ","'Main scheme Clearing' ",35
2007 ,"'Group K Architecture, Building and Planning' ","'Further education' ","'Direct Clearing' ",10
2007 ,"'Group K Architecture, Building and Planning' ","'Grammar' ","'Firm choice' ",430
2007 ,"'Group K Architecture, Building and Planning' ","'Grammar' ","'Insurance choice' ",85
2007 ,"'Group K Architecture, Building and Planning' ","'Grammar' ","'Extra' ",5
2007 ,"'Group K Architecture, Building and Planning' ","'Grammar' ","'Main scheme Clearing' ",35
2007 ,"'Group K Architecture, Building and Planning' ","'Independent' ","'Firm choice' ",600
2007 ,"'Group K Architecture, Building and Planning' ","'Independent' ","'Insurance choice' ",85
2007 ,"'Group K Architecture, Building and Planning' ","'Independent' ","'Other main scheme choice' ",5
2007 ,"'Group K Architecture, Building and Planning' ","'Independent' ","'Extra' ",5
2007 ,"'Group K Architecture, Building and Planning' ","'Independent' ","'Main scheme Clearing' ",60
2007 ,"'Group K Architecture, Building and Planning' ","'Sixth form college' ","'Firm choice' ",630
2007 ,"'Group K Architecture, Building and Planning' ","'Sixth form college' ","'Insurance choice' ",65
2007 ,"'Group K Architecture, Building and Planning' ","'Sixth form college' ","'Other main scheme choice' ",10
2007 ,"'Group K Architecture, Building and Planning' ","'Sixth form college' ","'Extra' ",5
2007 ,"'Group K Architecture, Building and Planning' ","'Sixth form college' ","'Main scheme Clearing' ",65
2007 ,"'Group K Architecture, Building and Planning' ","'Sixth form college' ","'Direct Clearing' ",15
2007 ,"'Group K Architecture, Building and Planning' ","'State' ","'Firm choice' ",1085
2007 ,"'Group K Architecture, Building and Planning' ","'State' ","'Insurance choice' ",150
2007 ,"'Group K Architecture, Building and Planning' ","'State' ","'Other main scheme choice' ",25
2007 ,"'Group K Architecture, Building and Planning' ","'State' ","'Extra' ",15
2007 ,"'Group K Architecture, Building and Planning' ","'State' ","'Main scheme Clearing' ",120
2007 ,"'Group K Architecture, Building and Planning' ","'State' ","'Direct Clearing' ",10
2007 ,"'Group K Architecture, Building and Planning' ","'Other' ","'Firm choice' ",340
2007 ,"'Group K Architecture, Building and Planning' ","'Other' ","'Insurance choice' ",15
2007 ,"'Group K Architecture, Building and Planning' ","'Other' ","'Other main scheme choice' ",25
2007 ,"'Group K Architecture, Building and Planning' ","'Other' ","'Extra' ",5
2007 ,"'Group K Architecture, Building and Planning' ","'Other' ","'Main scheme Clearing' ",35
2007 ,"'Group K Architecture, Building and Planning' ","'Other' ","'Direct Clearing' ",10
2007 ,"'Group K Architecture, Building and Planning' ","'Other' ","'RPA' ",150
2007 ,"'Group L Social Studies' ","'Academy' ","'Firm choice' ",3065
2007 ,"'Group L Social Studies' ","'Academy' ","'Insurance choice' ",360
2007 ,"'Group L Social Studies' ","'Academy' ","'Other main scheme choice' ",15
2007 ,"'Group L Social Studies' ","'Academy' ","'Extra' ",50
2007 ,"'Group L Social Studies' ","'Academy' ","'Main scheme Clearing' ",335
2007 ,"'Group L Social Studies' ","'Academy' ","'Direct Clearing' ",25
2007 ,"'Group L Social Studies' ","'Further education' ","'Firm choice' ",1075
2007 ,"'Group L Social Studies' ","'Further education' ","'Insurance choice' ",110
2007 ,"'Group L Social Studies' ","'Further education' ","'Other main scheme choice' ",45
2007 ,"'Group L Social Studies' ","'Further education' ","'Extra' ",25
2007 ,"'Group L Social Studies' ","'Further education' ","'Main scheme Clearing' ",165
2007 ,"'Group L Social Studies' ","'Further education' ","'Direct Clearing' ",20
2007 ,"'Group L Social Studies' ","'Grammar' ","'Firm choice' ",480
2007 ,"'Group L Social Studies' ","'Grammar' ","'Insurance choice' ",75
2007 ,"'Group L Social Studies' ","'Grammar' ","'Other main scheme choice' ",5
2007 ,"'Group L Social Studies' ","'Grammar' ","'Extra' ",5
2007 ,"'Group L Social Studies' ","'Grammar' ","'Main scheme Clearing' ",50
2007 ,"'Group L Social Studies' ","'Grammar' ","'Direct Clearing' ",5
2007 ,"'Group L Social Studies' ","'Independent' ","'Firm choice' ",2180
2007 ,"'Group L Social Studies' ","'Independent' ","'Insurance choice' ",205
2007 ,"'Group L Social Studies' ","'Independent' ","'Other main scheme choice' ",10
2007 ,"'Group L Social Studies' ","'Independent' ","'Extra' ",20
2007 ,"'Group L Social Studies' ","'Independent' ","'Main scheme Clearing' ",190
2007 ,"'Group L Social Studies' ","'Independent' ","'Direct Clearing' ",10
2007 ,"'Group L Social Studies' ","'Sixth form college' ","'Firm choice' ",2215
2007 ,"'Group L Social Studies' ","'Sixth form college' ","'Insurance choice' ",220
2007 ,"'Group L Social Studies' ","'Sixth form college' ","'Other main scheme choice' ",40
2007 ,"'Group L Social Studies' ","'Sixth form college' ","'Extra' ",40
2007 ,"'Group L Social Studies' ","'Sixth form college' ","'Main scheme Clearing' ",290
2007 ,"'Group L Social Studies' ","'Sixth form college' ","'Direct Clearing' ",25
2007 ,"'Group L Social Studies' ","'State' ","'Firm choice' ",2850
2007 ,"'Group L Social Studies' ","'State' ","'Insurance choice' ",395
2007 ,"'Group L Social Studies' ","'State' ","'Other main scheme choice' ",35
2007 ,"'Group L Social Studies' ","'State' ","'Extra' ",45
2007 ,"'Group L Social Studies' ","'State' ","'Main scheme Clearing' ",475
2007 ,"'Group L Social Studies' ","'State' ","'Direct Clearing' ",20
2007 ,"'Group L Social Studies' ","'Other' ","'Firm choice' ",615
2007 ,"'Group L Social Studies' ","'Other' ","'Insurance choice' ",30
2007 ,"'Group L Social Studies' ","'Other' ","'Other main scheme choice' ",60
2007 ,"'Group L Social Studies' ","'Other' ","'Extra' ",10
2007 ,"'Group L Social Studies' ","'Other' ","'Main scheme Clearing' ",85
2007 ,"'Group L Social Studies' ","'Other' ","'Direct Clearing' ",60
2007 ,"'Group L Social Studies' ","'Other' ","'RPA' ",325
2007 ,"'Group M Law' ","'Academy' ","'Firm choice' ",2010
2007 ,"'Group M Law' ","'Academy' ","'Insurance choice' ",270
2007 ,"'Group M Law' ","'Academy' ","'Other main scheme choice' ",10
2007 ,"'Group M Law' ","'Academy' ","'Extra' ",15
2007 ,"'Group M Law' ","'Academy' ","'Main scheme Clearing' ",245
2007 ,"'Group M Law' ","'Academy' ","'Direct Clearing' ",10
2007 ,"'Group M Law' ","'Further education' ","'Firm choice' ",1100
2007 ,"'Group M Law' ","'Further education' ","'Insurance choice' ",155
2007 ,"'Group M Law' ","'Further education' ","'Other main scheme choice' ",20
2007 ,"'Group M Law' ","'Further education' ","'Extra' ",20
2007 ,"'Group M Law' ","'Further education' ","'Main scheme Clearing' ",165
2007 ,"'Group M Law' ","'Further education' ","'Direct Clearing' ",15
2007 ,"'Group M Law' ","'Grammar' ","'Firm choice' ",550
2007 ,"'Group M Law' ","'Grammar' ","'Insurance choice' ",95
2007 ,"'Group M Law' ","'Grammar' ","'Extra' ",5
2007 ,"'Group M Law' ","'Grammar' ","'Main scheme Clearing' ",45
2007 ,"'Group M Law' ","'Independent' ","'Firm choice' ",735
2007 ,"'Group M Law' ","'Independent' ","'Insurance choice' ",85
2007 ,"'Group M Law' ","'Independent' ","'Other main scheme choice' ",5
2007 ,"'Group M Law' ","'Independent' ","'Extra' ",10
2007 ,"'Group M Law' ","'Independent' ","'Main scheme Clearing' ",90
2007 ,"'Group M Law' ","'Independent' ","'Direct Clearing' ",5
2007 ,"'Group M Law' ","'Sixth form college' ","'Firm choice' ",2190
2007 ,"'Group M Law' ","'Sixth form college' ","'Insurance choice' ",330
2007 ,"'Group M Law' ","'Sixth form college' ","'Other main scheme choice' ",30
2007 ,"'Group M Law' ","'Sixth form college' ","'Extra' ",25
2007 ,"'Group M Law' ","'Sixth form college' ","'Main scheme Clearing' ",300
2007 ,"'Group M Law' ","'Sixth form college' ","'Direct Clearing' ",10
2007 ,"'Group M Law' ","'State' ","'Firm choice' ",2350
2007 ,"'Group M Law' ","'State' ","'Insurance choice' ",370
2007 ,"'Group M Law' ","'State' ","'Other main scheme choice' ",20
2007 ,"'Group M Law' ","'State' ","'Extra' ",30
2007 ,"'Group M Law' ","'State' ","'Main scheme Clearing' ",320
2007 ,"'Group M Law' ","'State' ","'Direct Clearing' ",10
2007 ,"'Group M Law' ","'Other' ","'Firm choice' ",430
2007 ,"'Group M Law' ","'Other' ","'Insurance choice' ",50
2007 ,"'Group M Law' ","'Other' ","'Other main scheme choice' ",40
2007 ,"'Group M Law' ","'Other' ","'Extra' ",5
2007 ,"'Group M Law' ","'Other' ","'Main scheme Clearing' ",75
2007 ,"'Group M Law' ","'Other' ","'Direct Clearing' ",40
2007 ,"'Group M Law' ","'Other' ","'RPA' ",230
2007 ,"'Group N Business and Admin studies' ","'Academy' ","'Firm choice' ",4600
2007 ,"'Group N Business and Admin studies' ","'Academy' ","'Insurance choice' ",575
2007 ,"'Group N Business and Admin studies' ","'Academy' ","'Other main scheme choice' ",40
2007 ,"'Group N Business and Admin studies' ","'Academy' ","'Extra' ",60
2007 ,"'Group N Business and Admin studies' ","'Academy' ","'Main scheme Clearing' ",535
2007 ,"'Group N Business and Admin studies' ","'Academy' ","'Direct Clearing' ",35
2007 ,"'Group N Business and Admin studies' ","'Further education' ","'Firm choice' ",2660
2007 ,"'Group N Business and Admin studies' ","'Further education' ","'Insurance choice' ",245
2007 ,"'Group N Business and Admin studies' ","'Further education' ","'Other main scheme choice' ",100
2007 ,"'Group N Business and Admin studies' ","'Further education' ","'Extra' ",40
2007 ,"'Group N Business and Admin studies' ","'Further education' ","'Main scheme Clearing' ",320
2007 ,"'Group N Business and Admin studies' ","'Further education' ","'Direct Clearing' ",50
2007 ,"'Group N Business and Admin studies' ","'Grammar' ","'Firm choice' ",840
2007 ,"'Group N Business and Admin studies' ","'Grammar' ","'Insurance choice' ",110
2007 ,"'Group N Business and Admin studies' ","'Grammar' ","'Other main scheme choice' ",5
2007 ,"'Group N Business and Admin studies' ","'Grammar' ","'Extra' ",10
2007 ,"'Group N Business and Admin studies' ","'Grammar' ","'Main scheme Clearing' ",130
2007 ,"'Group N Business and Admin studies' ","'Grammar' ","'Direct Clearing' ",15
2007 ,"'Group N Business and Admin studies' ","'Independent' ","'Firm choice' ",2195
2007 ,"'Group N Business and Admin studies' ","'Independent' ","'Insurance choice' ",320
2007 ,"'Group N Business and Admin studies' ","'Independent' ","'Other main scheme choice' ",15
2007 ,"'Group N Business and Admin studies' ","'Independent' ","'Extra' ",25
2007 ,"'Group N Business and Admin studies' ","'Independent' ","'Main scheme Clearing' ",245
2007 ,"'Group N Business and Admin studies' ","'Independent' ","'Direct Clearing' ",25
2007 ,"'Group N Business and Admin studies' ","'Sixth form college' ","'Firm choice' ",4100
2007 ,"'Group N Business and Admin studies' ","'Sixth form college' ","'Insurance choice' ",485
2007 ,"'Group N Business and Admin studies' ","'Sixth form college' ","'Other main scheme choice' ",90
2007 ,"'Group N Business and Admin studies' ","'Sixth form college' ","'Extra' ",55
2007 ,"'Group N Business and Admin studies' ","'Sixth form college' ","'Main scheme Clearing' ",465
2007 ,"'Group N Business and Admin studies' ","'Sixth form college' ","'Direct Clearing' ",70
2007 ,"'Group N Business and Admin studies' ","'State' ","'Firm choice' ",5490
2007 ,"'Group N Business and Admin studies' ","'State' ","'Insurance choice' ",745
2007 ,"'Group N Business and Admin studies' ","'State' ","'Other main scheme choice' ",75
2007 ,"'Group N Business and Admin studies' ","'State' ","'Extra' ",80
2007 ,"'Group N Business and Admin studies' ","'State' ","'Main scheme Clearing' ",760
2007 ,"'Group N Business and Admin studies' ","'State' ","'Direct Clearing' ",60
2007 ,"'Group N Business and Admin studies' ","'Other' ","'Firm choice' ",1225
2007 ,"'Group N Business and Admin studies' ","'Other' ","'Insurance choice' ",80
2007 ,"'Group N Business and Admin studies' ","'Other' ","'Other main scheme choice' ",145
2007 ,"'Group N Business and Admin studies' ","'Other' ","'Extra' ",10
2007 ,"'Group N Business and Admin studies' ","'Other' ","'Main scheme Clearing' ",185
2007 ,"'Group N Business and Admin studies' ","'Other' ","'Direct Clearing' ",180
2007 ,"'Group N Business and Admin studies' ","'Other' ","'RPA' ",860
2007 ,"'Group P Mass Communication and Documentation' ","'Academy' ","'Firm choice' ",1160
2007 ,"'Group P Mass Communication and Documentation' ","'Academy' ","'Insurance choice' ",75
2007 ,"'Group P Mass Communication and Documentation' ","'Academy' ","'Other main scheme choice' ",15
2007 ,"'Group P Mass Communication and Documentation' ","'Academy' ","'Extra' ",25
2007 ,"'Group P Mass Communication and Documentation' ","'Academy' ","'Main scheme Clearing' ",95
2007 ,"'Group P Mass Communication and Documentation' ","'Academy' ","'Direct Clearing' ",10
2007 ,"'Group P Mass Communication and Documentation' ","'Further education' ","'Firm choice' ",820
2007 ,"'Group P Mass Communication and Documentation' ","'Further education' ","'Insurance choice' ",40
2007 ,"'Group P Mass Communication and Documentation' ","'Further education' ","'Other main scheme choice' ",25
2007 ,"'Group P Mass Communication and Documentation' ","'Further education' ","'Extra' ",15
2007 ,"'Group P Mass Communication and Documentation' ","'Further education' ","'Main scheme Clearing' ",55
2007 ,"'Group P Mass Communication and Documentation' ","'Further education' ","'Direct Clearing' ",10
2007 ,"'Group P Mass Communication and Documentation' ","'Grammar' ","'Firm choice' ",130
2007 ,"'Group P Mass Communication and Documentation' ","'Grammar' ","'Insurance choice' ",25
2007 ,"'Group P Mass Communication and Documentation' ","'Grammar' ","'Main scheme Clearing' ",10
2007 ,"'Group P Mass Communication and Documentation' ","'Independent' ","'Firm choice' ",215
2007 ,"'Group P Mass Communication and Documentation' ","'Independent' ","'Insurance choice' ",15
2007 ,"'Group P Mass Communication and Documentation' ","'Independent' ","'Extra' ",5
2007 ,"'Group P Mass Communication and Documentation' ","'Independent' ","'Main scheme Clearing' ",25
2007 ,"'Group P Mass Communication and Documentation' ","'Independent' ","'Direct Clearing' ",5
2007 ,"'Group P Mass Communication and Documentation' ","'Sixth form college' ","'Firm choice' ",1360
2007 ,"'Group P Mass Communication and Documentation' ","'Sixth form college' ","'Insurance choice' ",50
2007 ,"'Group P Mass Communication and Documentation' ","'Sixth form college' ","'Other main scheme choice' ",20
2007 ,"'Group P Mass Communication and Documentation' ","'Sixth form college' ","'Extra' ",20
2007 ,"'Group P Mass Communication and Documentation' ","'Sixth form college' ","'Main scheme Clearing' ",95
2007 ,"'Group P Mass Communication and Documentation' ","'Sixth form college' ","'Direct Clearing' ",15
2007 ,"'Group P Mass Communication and Documentation' ","'State' ","'Firm choice' ",1295
2007 ,"'Group P Mass Communication and Documentation' ","'State' ","'Insurance choice' ",105
2007 ,"'Group P Mass Communication and Documentation' ","'State' ","'Other main scheme choice' ",15
2007 ,"'Group P Mass Communication and Documentation' ","'State' ","'Extra' ",15
2007 ,"'Group P Mass Communication and Documentation' ","'State' ","'Main scheme Clearing' ",125
2007 ,"'Group P Mass Communication and Documentation' ","'State' ","'Direct Clearing' ",10
2007 ,"'Group P Mass Communication and Documentation' ","'Other' ","'Firm choice' ",400
2007 ,"'Group P Mass Communication and Documentation' ","'Other' ","'Insurance choice' ",10
2007 ,"'Group P Mass Communication and Documentation' ","'Other' ","'Other main scheme choice' ",30
2007 ,"'Group P Mass Communication and Documentation' ","'Other' ","'Extra' ",10
2007 ,"'Group P Mass Communication and Documentation' ","'Other' ","'Main scheme Clearing' ",40
2007 ,"'Group P Mass Communication and Documentation' ","'Other' ","'Direct Clearing' ",35
2007 ,"'Group P Mass Communication and Documentation' ","'Other' ","'RPA' ",155
2007 ,"'Group Q Linguistics, Classics and related' ","'Academy' ","'Firm choice' ",1860
2007 ,"'Group Q Linguistics, Classics and related' ","'Academy' ","'Insurance choice' ",175
2007 ,"'Group Q Linguistics, Classics and related' ","'Academy' ","'Other main scheme choice' ",10
2007 ,"'Group Q Linguistics, Classics and related' ","'Academy' ","'Extra' ",15
2007 ,"'Group Q Linguistics, Classics and related' ","'Academy' ","'Main scheme Clearing' ",125
2007 ,"'Group Q Linguistics, Classics and related' ","'Academy' ","'Direct Clearing' ",5
2007 ,"'Group Q Linguistics, Classics and related' ","'Further education' ","'Firm choice' ",465
2007 ,"'Group Q Linguistics, Classics and related' ","'Further education' ","'Insurance choice' ",35
2007 ,"'Group Q Linguistics, Classics and related' ","'Further education' ","'Other main scheme choice' ",5
2007 ,"'Group Q Linguistics, Classics and related' ","'Further education' ","'Extra' ",5
2007 ,"'Group Q Linguistics, Classics and related' ","'Further education' ","'Main scheme Clearing' ",50
2007 ,"'Group Q Linguistics, Classics and related' ","'Grammar' ","'Firm choice' ",275
