"Statistic:   Number of Acceptances"
"Variables:   Provider Country 2016 , Applicant Domicile (UK / EU / Not EU) , Acceptance Route , Cycle Year"
"Coverage:   All"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_005_07.pdf"
 
Cycle Year,Provider Country 2016 , Applicant Domicile (UK / EU / Not EU) , Acceptance Route,Number of Acceptances,
2006 ,"'England' ","'UK' ","'Firm choice' ",212990
2015 ,"'England' ","'Not EU' ","'Firm choice' ",23055
2015 ,"'England' ","'Not EU' ","'Insurance choice' ",3160
2015 ,"'England' ","'Not EU' ","'Other main scheme choice' ",1680
2015 ,"'England' ","'Not EU' ","'Extra' ",350
2015 ,"'England' ","'Not EU' ","'Adjustment' ",65
2015 ,"'England' ","'Not EU' ","'Main scheme Clearing' ",2705
2015 ,"'England' ","'Not EU' ","'Direct Clearing' ",570
2015 ,"'England' ","'Not EU' ","'RPA' ",2345
2015 ,"'Northern Ireland' ","'UK' ","'Firm choice' ",7675
2015 ,"'Northern Ireland' ","'UK' ","'Insurance choice' ",1220
2015 ,"'Northern Ireland' ","'UK' ","'Other main scheme choice' ",65
2015 ,"'Northern Ireland' ","'UK' ","'Extra' ",80
2015 ,"'Northern Ireland' ","'UK' ","'Adjustment' ",25
2015 ,"'Northern Ireland' ","'UK' ","'Main scheme Clearing' ",405
2015 ,"'Northern Ireland' ","'UK' ","'Direct Clearing' ",90
2015 ,"'Northern Ireland' ","'UK' ","'RPA' ",20
2015 ,"'Northern Ireland' ","'EU (excluding UK)' ","'Firm choice' ",300
2015 ,"'Northern Ireland' ","'EU (excluding UK)' ","'Insurance choice' ",55
2015 ,"'Northern Ireland' ","'EU (excluding UK)' ","'Other main scheme choice' ",5
2015 ,"'Northern Ireland' ","'EU (excluding UK)' ","'Extra' ",5
2015 ,"'Northern Ireland' ","'EU (excluding UK)' ","'Main scheme Clearing' ",10
2015 ,"'Northern Ireland' ","'EU (excluding UK)' ","'Direct Clearing' ",10
2015 ,"'Northern Ireland' ","'Not EU' ","'Firm choice' ",105
2015 ,"'Northern Ireland' ","'Not EU' ","'Insurance choice' ",15
2015 ,"'Northern Ireland' ","'Not EU' ","'Other main scheme choice' ",25
2015 ,"'Northern Ireland' ","'Not EU' ","'Adjustment' ",5
2015 ,"'Northern Ireland' ","'Not EU' ","'Main scheme Clearing' ",25
2015 ,"'Northern Ireland' ","'Not EU' ","'RPA' ",25
2015 ,"'Scotland' ","'UK' ","'Firm choice' ",31340
2015 ,"'Scotland' ","'UK' ","'Insurance choice' ",2225
2015 ,"'Scotland' ","'UK' ","'Other main scheme choice' ",510
2015 ,"'Scotland' ","'UK' ","'Extra' ",440
2015 ,"'Scotland' ","'UK' ","'Adjustment' ",20
2015 ,"'Scotland' ","'UK' ","'Main scheme Clearing' ",1805
2015 ,"'Scotland' ","'UK' ","'Direct Clearing' ",320
2015 ,"'Scotland' ","'UK' ","'RPA' ",2125
2015 ,"'Scotland' ","'EU (excluding UK)' ","'Firm choice' ",3465
2015 ,"'Scotland' ","'EU (excluding UK)' ","'Insurance choice' ",300
2015 ,"'Scotland' ","'EU (excluding UK)' ","'Other main scheme choice' ",65
2015 ,"'Scotland' ","'EU (excluding UK)' ","'Extra' ",55
2015 ,"'Scotland' ","'EU (excluding UK)' ","'Adjustment' ",5
2015 ,"'Scotland' ","'EU (excluding UK)' ","'Main scheme Clearing' ",105
2015 ,"'Scotland' ","'EU (excluding UK)' ","'Direct Clearing' ",10
2015 ,"'Scotland' ","'EU (excluding UK)' ","'RPA' ",240
2015 ,"'Scotland' ","'Not EU' ","'Firm choice' ",1985
2015 ,"'Scotland' ","'Not EU' ","'Insurance choice' ",260
2015 ,"'Scotland' ","'Not EU' ","'Other main scheme choice' ",130
2015 ,"'Scotland' ","'Not EU' ","'Extra' ",35
2015 ,"'Scotland' ","'Not EU' ","'Adjustment' ",5
2015 ,"'Scotland' ","'Not EU' ","'Main scheme Clearing' ",210
2015 ,"'Scotland' ","'Not EU' ","'Direct Clearing' ",35
2015 ,"'Scotland' ","'Not EU' ","'RPA' ",700
2015 ,"'Wales' ","'UK' ","'Firm choice' ",16050
2015 ,"'Wales' ","'UK' ","'Insurance choice' ",1905
2015 ,"'Wales' ","'UK' ","'Other main scheme choice' ",475
2015 ,"'Wales' ","'UK' ","'Extra' ",275
2015 ,"'Wales' ","'UK' ","'Adjustment' ",40
2015 ,"'Wales' ","'UK' ","'Main scheme Clearing' ",2425
2015 ,"'Wales' ","'UK' ","'Direct Clearing' ",665
2015 ,"'Wales' ","'UK' ","'RPA' ",815
2015 ,"'Wales' ","'EU (excluding UK)' ","'Firm choice' ",925
2015 ,"'Wales' ","'EU (excluding UK)' ","'Insurance choice' ",95
2015 ,"'Wales' ","'EU (excluding UK)' ","'Other main scheme choice' ",75
2015 ,"'Wales' ","'EU (excluding UK)' ","'Extra' ",30
2015 ,"'Wales' ","'EU (excluding UK)' ","'Main scheme Clearing' ",105
2015 ,"'Wales' ","'EU (excluding UK)' ","'Direct Clearing' ",40
2015 ,"'Wales' ","'EU (excluding UK)' ","'RPA' ",20
2015 ,"'Wales' ","'Not EU' ","'Firm choice' ",775
2015 ,"'Wales' ","'Not EU' ","'Insurance choice' ",160
2015 ,"'Wales' ","'Not EU' ","'Other main scheme choice' ",130
2015 ,"'Wales' ","'Not EU' ","'Extra' ",15
2015 ,"'Wales' ","'Not EU' ","'Main scheme Clearing' ",165
2015 ,"'Wales' ","'Not EU' ","'Direct Clearing' ",20
2015 ,"'Wales' ","'Not EU' ","'RPA' ",495
2016 ,"'England' ","'UK' ","'Firm choice' ",280795
2016 ,"'England' ","'UK' ","'Insurance choice' ",28295
2016 ,"'England' ","'UK' ","'Other main scheme choice' ",10100
2016 ,"'England' ","'UK' ","'Extra' ",5850
2016 ,"'England' ","'UK' ","'Adjustment' ",720
2016 ,"'England' ","'UK' ","'Main scheme Clearing' ",40030
2016 ,"'England' ","'UK' ","'Direct Clearing' ",12665
2016 ,"'England' ","'UK' ","'RPA' ",14065
2016 ,"'England' ","'EU (excluding UK)' ","'Firm choice' ",19130
2016 ,"'England' ","'EU (excluding UK)' ","'Insurance choice' ",1885
2016 ,"'England' ","'EU (excluding UK)' ","'Other main scheme choice' ",1085
2016 ,"'England' ","'EU (excluding UK)' ","'Extra' ",320
2016 ,"'England' ","'EU (excluding UK)' ","'Adjustment' ",35
2016 ,"'England' ","'EU (excluding UK)' ","'Main scheme Clearing' ",1360
2016 ,"'England' ","'EU (excluding UK)' ","'Direct Clearing' ",400
2016 ,"'England' ","'EU (excluding UK)' ","'RPA' ",625
2016 ,"'England' ","'Not EU' ","'Firm choice' ",22055
2016 ,"'England' ","'Not EU' ","'Insurance choice' ",3210
2016 ,"'England' ","'Not EU' ","'Other main scheme choice' ",1710
2016 ,"'England' ","'Not EU' ","'Extra' ",350
2016 ,"'England' ","'Not EU' ","'Adjustment' ",60
2016 ,"'England' ","'Not EU' ","'Main scheme Clearing' ",2795
2016 ,"'England' ","'Not EU' ","'Direct Clearing' ",555
2016 ,"'England' ","'Not EU' ","'RPA' ",2450
2016 ,"'Northern Ireland' ","'UK' ","'Firm choice' ",7845
2016 ,"'Northern Ireland' ","'UK' ","'Insurance choice' ",1205
2016 ,"'Northern Ireland' ","'UK' ","'Other main scheme choice' ",55
2016 ,"'Northern Ireland' ","'UK' ","'Extra' ",95
2016 ,"'Northern Ireland' ","'UK' ","'Adjustment' ",20
2016 ,"'Northern Ireland' ","'UK' ","'Main scheme Clearing' ",540
2016 ,"'Northern Ireland' ","'UK' ","'Direct Clearing' ",90
2016 ,"'Northern Ireland' ","'UK' ","'RPA' ",5
2016 ,"'Northern Ireland' ","'EU (excluding UK)' ","'Firm choice' ",260
2016 ,"'Northern Ireland' ","'EU (excluding UK)' ","'Insurance choice' ",45
2016 ,"'Northern Ireland' ","'EU (excluding UK)' ","'Other main scheme choice' ",5
2016 ,"'Northern Ireland' ","'EU (excluding UK)' ","'Main scheme Clearing' ",20
2016 ,"'Northern Ireland' ","'EU (excluding UK)' ","'Direct Clearing' ",10
2016 ,"'Northern Ireland' ","'Not EU' ","'Firm choice' ",140
2016 ,"'Northern Ireland' ","'Not EU' ","'Insurance choice' ",20
2016 ,"'Northern Ireland' ","'Not EU' ","'Other main scheme choice' ",30
2016 ,"'Northern Ireland' ","'Not EU' ","'Main scheme Clearing' ",35
2016 ,"'Northern Ireland' ","'Not EU' ","'Direct Clearing' ",5
2016 ,"'Northern Ireland' ","'Not EU' ","'RPA' ",20
2016 ,"'Scotland' ","'UK' ","'Firm choice' ",32290
2016 ,"'Scotland' ","'UK' ","'Insurance choice' ",2200
2016 ,"'Scotland' ","'UK' ","'Other main scheme choice' ",615
2016 ,"'Scotland' ","'UK' ","'Extra' ",450
2016 ,"'Scotland' ","'UK' ","'Adjustment' ",20
2016 ,"'Scotland' ","'UK' ","'Main scheme Clearing' ",1815
2016 ,"'Scotland' ","'UK' ","'Direct Clearing' ",410
2016 ,"'Scotland' ","'UK' ","'RPA' ",2070
2016 ,"'Scotland' ","'EU (excluding UK)' ","'Firm choice' ",3930
2016 ,"'Scotland' ","'EU (excluding UK)' ","'Insurance choice' ",255
2016 ,"'Scotland' ","'EU (excluding UK)' ","'Other main scheme choice' ",85
2016 ,"'Scotland' ","'EU (excluding UK)' ","'Extra' ",80
2016 ,"'Scotland' ","'EU (excluding UK)' ","'Adjustment' ",5
2016 ,"'Scotland' ","'EU (excluding UK)' ","'Main scheme Clearing' ",115
2016 ,"'Scotland' ","'EU (excluding UK)' ","'Direct Clearing' ",15
2016 ,"'Scotland' ","'EU (excluding UK)' ","'RPA' ",165
2016 ,"'Scotland' ","'Not EU' ","'Firm choice' ",1980
2016 ,"'Scotland' ","'Not EU' ","'Insurance choice' ",250
2016 ,"'Scotland' ","'Not EU' ","'Other main scheme choice' ",135
2016 ,"'Scotland' ","'Not EU' ","'Extra' ",30
2016 ,"'Scotland' ","'Not EU' ","'Main scheme Clearing' ",185
2016 ,"'Scotland' ","'Not EU' ","'Direct Clearing' ",40
2016 ,"'Scotland' ","'Not EU' ","'RPA' ",750
2016 ,"'Wales' ","'UK' ","'Firm choice' ",16135
2016 ,"'Wales' ","'UK' ","'Insurance choice' ",1895
2016 ,"'Wales' ","'UK' ","'Other main scheme choice' ",530
2016 ,"'Wales' ","'UK' ","'Extra' ",275
2016 ,"'Wales' ","'UK' ","'Adjustment' ",35
2016 ,"'Wales' ","'UK' ","'Main scheme Clearing' ",2820
2016 ,"'Wales' ","'UK' ","'Direct Clearing' ",595
2016 ,"'Wales' ","'UK' ","'RPA' ",945
2016 ,"'Wales' ","'EU (excluding UK)' ","'Firm choice' ",1045
2016 ,"'Wales' ","'EU (excluding UK)' ","'Insurance choice' ",85
2016 ,"'Wales' ","'EU (excluding UK)' ","'Other main scheme choice' ",70
2016 ,"'Wales' ","'EU (excluding UK)' ","'Extra' ",20
2016 ,"'Wales' ","'EU (excluding UK)' ","'Main scheme Clearing' ",115
2016 ,"'Wales' ","'EU (excluding UK)' ","'Direct Clearing' ",45
2016 ,"'Wales' ","'EU (excluding UK)' ","'RPA' ",140
2016 ,"'Wales' ","'Not EU' ","'Firm choice' ",740
2016 ,"'Wales' ","'Not EU' ","'Insurance choice' ",150
2016 ,"'Wales' ","'Not EU' ","'Other main scheme choice' ",95
2016 ,"'Wales' ","'Not EU' ","'Extra' ",15
2016 ,"'Wales' ","'Not EU' ","'Main scheme Clearing' ",190
2016 ,"'Wales' ","'Not EU' ","'Direct Clearing' ",25
2016 ,"'Wales' ","'Not EU' ","'RPA' ",315
