"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Summary Level) , Disability Indicator , Acceptance Route , Cycle Year"
"Coverage:   UK domiciled"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_023_07.pdf"
 
Cycle Year,Subject Group (Summary Level) , Disability Indicator , Acceptance Route,Number of Acceptances,
2010 ,"'Group A Medicine and Dentistry' ","'Disability declared' ","'Firm choice' ",335
2013 ,"'Group K Architecture, Building and Planning' ","'No disability declared' ","'RPA' ",215
2013 ,"'Group L Social Studies' ","'Disability declared' ","'Firm choice' ",2085
2013 ,"'Group L Social Studies' ","'Disability declared' ","'Insurance choice' ",130
2013 ,"'Group L Social Studies' ","'Disability declared' ","'Other main scheme choice' ",125
2013 ,"'Group L Social Studies' ","'Disability declared' ","'Extra' ",50
2013 ,"'Group L Social Studies' ","'Disability declared' ","'Adjustment' ",5
2013 ,"'Group L Social Studies' ","'Disability declared' ","'Main scheme Clearing' ",285
2013 ,"'Group L Social Studies' ","'Disability declared' ","'Direct Clearing' ",110
2013 ,"'Group L Social Studies' ","'Disability declared' ","'RPA' ",140
2013 ,"'Group L Social Studies' ","'No disability declared' ","'Firm choice' ",22335
2013 ,"'Group L Social Studies' ","'No disability declared' ","'Insurance choice' ",2195
2013 ,"'Group L Social Studies' ","'No disability declared' ","'Other main scheme choice' ",1025
2013 ,"'Group L Social Studies' ","'No disability declared' ","'Extra' ",820
2013 ,"'Group L Social Studies' ","'No disability declared' ","'Adjustment' ",140
2013 ,"'Group L Social Studies' ","'No disability declared' ","'Main scheme Clearing' ",3590
2013 ,"'Group L Social Studies' ","'No disability declared' ","'Direct Clearing' ",1015
2013 ,"'Group L Social Studies' ","'No disability declared' ","'RPA' ",1470
2013 ,"'Group M Law' ","'Disability declared' ","'Firm choice' ",690
2013 ,"'Group M Law' ","'Disability declared' ","'Insurance choice' ",80
2013 ,"'Group M Law' ","'Disability declared' ","'Other main scheme choice' ",25
2013 ,"'Group M Law' ","'Disability declared' ","'Extra' ",15
2013 ,"'Group M Law' ","'Disability declared' ","'Main scheme Clearing' ",115
2013 ,"'Group M Law' ","'Disability declared' ","'Direct Clearing' ",40
2013 ,"'Group M Law' ","'Disability declared' ","'RPA' ",25
2013 ,"'Group M Law' ","'No disability declared' ","'Firm choice' ",12290
2013 ,"'Group M Law' ","'No disability declared' ","'Insurance choice' ",1650
2013 ,"'Group M Law' ","'No disability declared' ","'Other main scheme choice' ",300
2013 ,"'Group M Law' ","'No disability declared' ","'Extra' ",235
2013 ,"'Group M Law' ","'No disability declared' ","'Adjustment' ",95
2013 ,"'Group M Law' ","'No disability declared' ","'Main scheme Clearing' ",2035
2013 ,"'Group M Law' ","'No disability declared' ","'Direct Clearing' ",715
2013 ,"'Group M Law' ","'No disability declared' ","'RPA' ",475
2013 ,"'Group N Business and Admin studies' ","'Disability declared' ","'Firm choice' ",1980
2013 ,"'Group N Business and Admin studies' ","'Disability declared' ","'Insurance choice' ",195
2013 ,"'Group N Business and Admin studies' ","'Disability declared' ","'Other main scheme choice' ",105
2013 ,"'Group N Business and Admin studies' ","'Disability declared' ","'Extra' ",35
2013 ,"'Group N Business and Admin studies' ","'Disability declared' ","'Adjustment' ",5
2013 ,"'Group N Business and Admin studies' ","'Disability declared' ","'Main scheme Clearing' ",235
2013 ,"'Group N Business and Admin studies' ","'Disability declared' ","'Direct Clearing' ",120
2013 ,"'Group N Business and Admin studies' ","'Disability declared' ","'RPA' ",140
2013 ,"'Group N Business and Admin studies' ","'No disability declared' ","'Firm choice' ",30115
2013 ,"'Group N Business and Admin studies' ","'No disability declared' ","'Insurance choice' ",3380
2013 ,"'Group N Business and Admin studies' ","'No disability declared' ","'Other main scheme choice' ",1240
2013 ,"'Group N Business and Admin studies' ","'No disability declared' ","'Extra' ",550
2013 ,"'Group N Business and Admin studies' ","'No disability declared' ","'Adjustment' ",125
2013 ,"'Group N Business and Admin studies' ","'No disability declared' ","'Main scheme Clearing' ",4740
2013 ,"'Group N Business and Admin studies' ","'No disability declared' ","'Direct Clearing' ",2205
2013 ,"'Group N Business and Admin studies' ","'No disability declared' ","'RPA' ",2470
2013 ,"'Group P Mass Communication and Documentation' ","'Disability declared' ","'Firm choice' ",630
2013 ,"'Group P Mass Communication and Documentation' ","'Disability declared' ","'Insurance choice' ",45
2013 ,"'Group P Mass Communication and Documentation' ","'Disability declared' ","'Other main scheme choice' ",35
2013 ,"'Group P Mass Communication and Documentation' ","'Disability declared' ","'Extra' ",5
2013 ,"'Group P Mass Communication and Documentation' ","'Disability declared' ","'Main scheme Clearing' ",65
2013 ,"'Group P Mass Communication and Documentation' ","'Disability declared' ","'Direct Clearing' ",35
2013 ,"'Group P Mass Communication and Documentation' ","'Disability declared' ","'RPA' ",30
2013 ,"'Group P Mass Communication and Documentation' ","'No disability declared' ","'Firm choice' ",7345
2013 ,"'Group P Mass Communication and Documentation' ","'No disability declared' ","'Insurance choice' ",540
2013 ,"'Group P Mass Communication and Documentation' ","'No disability declared' ","'Other main scheme choice' ",245
2013 ,"'Group P Mass Communication and Documentation' ","'No disability declared' ","'Extra' ",95
2013 ,"'Group P Mass Communication and Documentation' ","'No disability declared' ","'Adjustment' ",15
2013 ,"'Group P Mass Communication and Documentation' ","'No disability declared' ","'Main scheme Clearing' ",665
2013 ,"'Group P Mass Communication and Documentation' ","'No disability declared' ","'Direct Clearing' ",340
2013 ,"'Group P Mass Communication and Documentation' ","'No disability declared' ","'RPA' ",245
2013 ,"'Group Q Linguistics, Classics and related' ","'Disability declared' ","'Firm choice' ",600
2013 ,"'Group Q Linguistics, Classics and related' ","'Disability declared' ","'Insurance choice' ",45
2013 ,"'Group Q Linguistics, Classics and related' ","'Disability declared' ","'Other main scheme choice' ",10
2013 ,"'Group Q Linguistics, Classics and related' ","'Disability declared' ","'Extra' ",5
2013 ,"'Group Q Linguistics, Classics and related' ","'Disability declared' ","'Main scheme Clearing' ",40
2013 ,"'Group Q Linguistics, Classics and related' ","'Disability declared' ","'Direct Clearing' ",20
2013 ,"'Group Q Linguistics, Classics and related' ","'Disability declared' ","'RPA' ",15
2013 ,"'Group Q Linguistics, Classics and related' ","'No disability declared' ","'Firm choice' ",8685
2013 ,"'Group Q Linguistics, Classics and related' ","'No disability declared' ","'Insurance choice' ",775
2013 ,"'Group Q Linguistics, Classics and related' ","'No disability declared' ","'Other main scheme choice' ",130
2013 ,"'Group Q Linguistics, Classics and related' ","'No disability declared' ","'Extra' ",100
2013 ,"'Group Q Linguistics, Classics and related' ","'No disability declared' ","'Adjustment' ",55
2013 ,"'Group Q Linguistics, Classics and related' ","'No disability declared' ","'Main scheme Clearing' ",785
2013 ,"'Group Q Linguistics, Classics and related' ","'No disability declared' ","'Direct Clearing' ",170
2013 ,"'Group Q Linguistics, Classics and related' ","'No disability declared' ","'RPA' ",130
2013 ,"'Group R European Languages, Literature and related' ","'Disability declared' ","'Firm choice' ",135
2013 ,"'Group R European Languages, Literature and related' ","'Disability declared' ","'Insurance choice' ",15
2013 ,"'Group R European Languages, Literature and related' ","'Disability declared' ","'Other main scheme choice' ",5
2013 ,"'Group R European Languages, Literature and related' ","'Disability declared' ","'Main scheme Clearing' ",10
2013 ,"'Group R European Languages, Literature and related' ","'Disability declared' ","'RPA' ",5
2013 ,"'Group R European Languages, Literature and related' ","'No disability declared' ","'Firm choice' ",2805
2013 ,"'Group R European Languages, Literature and related' ","'No disability declared' ","'Insurance choice' ",285
2013 ,"'Group R European Languages, Literature and related' ","'No disability declared' ","'Other main scheme choice' ",30
2013 ,"'Group R European Languages, Literature and related' ","'No disability declared' ","'Extra' ",15
2013 ,"'Group R European Languages, Literature and related' ","'No disability declared' ","'Adjustment' ",10
2013 ,"'Group R European Languages, Literature and related' ","'No disability declared' ","'Main scheme Clearing' ",255
2013 ,"'Group R European Languages, Literature and related' ","'No disability declared' ","'Direct Clearing' ",30
2013 ,"'Group R European Languages, Literature and related' ","'No disability declared' ","'RPA' ",20
2013 ,"'Group T Non-European Languages, Literature and related' ","'Disability declared' ","'Firm choice' ",75
2013 ,"'Group T Non-European Languages, Literature and related' ","'Disability declared' ","'Insurance choice' ",5
2013 ,"'Group T Non-European Languages, Literature and related' ","'Disability declared' ","'Main scheme Clearing' ",5
2013 ,"'Group T Non-European Languages, Literature and related' ","'No disability declared' ","'Firm choice' ",805
2013 ,"'Group T Non-European Languages, Literature and related' ","'No disability declared' ","'Insurance choice' ",65
2013 ,"'Group T Non-European Languages, Literature and related' ","'No disability declared' ","'Other main scheme choice' ",20
2013 ,"'Group T Non-European Languages, Literature and related' ","'No disability declared' ","'Extra' ",10
2013 ,"'Group T Non-European Languages, Literature and related' ","'No disability declared' ","'Main scheme Clearing' ",105
2013 ,"'Group T Non-European Languages, Literature and related' ","'No disability declared' ","'Direct Clearing' ",25
2013 ,"'Group T Non-European Languages, Literature and related' ","'No disability declared' ","'RPA' ",10
2013 ,"'Group V History and Philosophical studies' ","'Disability declared' ","'Firm choice' ",1045
2013 ,"'Group V History and Philosophical studies' ","'Disability declared' ","'Insurance choice' ",100
2013 ,"'Group V History and Philosophical studies' ","'Disability declared' ","'Other main scheme choice' ",25
2013 ,"'Group V History and Philosophical studies' ","'Disability declared' ","'Extra' ",15
2013 ,"'Group V History and Philosophical studies' ","'Disability declared' ","'Adjustment' ",5
2013 ,"'Group V History and Philosophical studies' ","'Disability declared' ","'Main scheme Clearing' ",95
2013 ,"'Group V History and Philosophical studies' ","'Disability declared' ","'Direct Clearing' ",40
2013 ,"'Group V History and Philosophical studies' ","'Disability declared' ","'RPA' ",25
2013 ,"'Group V History and Philosophical studies' ","'No disability declared' ","'Firm choice' ",9965
2013 ,"'Group V History and Philosophical studies' ","'No disability declared' ","'Insurance choice' ",1110
2013 ,"'Group V History and Philosophical studies' ","'No disability declared' ","'Other main scheme choice' ",175
2013 ,"'Group V History and Philosophical studies' ","'No disability declared' ","'Extra' ",105
2013 ,"'Group V History and Philosophical studies' ","'No disability declared' ","'Adjustment' ",55
2013 ,"'Group V History and Philosophical studies' ","'No disability declared' ","'Main scheme Clearing' ",915
2013 ,"'Group V History and Philosophical studies' ","'No disability declared' ","'Direct Clearing' ",245
2013 ,"'Group V History and Philosophical studies' ","'No disability declared' ","'RPA' ",130
2013 ,"'Group W Creative Arts and Design' ","'Disability declared' ","'Firm choice' ",4795
2013 ,"'Group W Creative Arts and Design' ","'Disability declared' ","'Insurance choice' ",95
2013 ,"'Group W Creative Arts and Design' ","'Disability declared' ","'Other main scheme choice' ",250
2013 ,"'Group W Creative Arts and Design' ","'Disability declared' ","'Extra' ",75
2013 ,"'Group W Creative Arts and Design' ","'Disability declared' ","'Adjustment' ",5
2013 ,"'Group W Creative Arts and Design' ","'Disability declared' ","'Main scheme Clearing' ",290
2013 ,"'Group W Creative Arts and Design' ","'Disability declared' ","'Direct Clearing' ",235
2013 ,"'Group W Creative Arts and Design' ","'Disability declared' ","'RPA' ",305
2013 ,"'Group W Creative Arts and Design' ","'No disability declared' ","'Firm choice' ",33395
2013 ,"'Group W Creative Arts and Design' ","'No disability declared' ","'Insurance choice' ",850
2013 ,"'Group W Creative Arts and Design' ","'No disability declared' ","'Other main scheme choice' ",1310
2013 ,"'Group W Creative Arts and Design' ","'No disability declared' ","'Extra' ",565
2013 ,"'Group W Creative Arts and Design' ","'No disability declared' ","'Adjustment' ",30
2013 ,"'Group W Creative Arts and Design' ","'No disability declared' ","'Main scheme Clearing' ",1960
2013 ,"'Group W Creative Arts and Design' ","'No disability declared' ","'Direct Clearing' ",1215
2013 ,"'Group W Creative Arts and Design' ","'No disability declared' ","'RPA' ",1880
2013 ,"'Group X Education' ","'Disability declared' ","'Firm choice' ",890
2013 ,"'Group X Education' ","'Disability declared' ","'Insurance choice' ",30
2013 ,"'Group X Education' ","'Disability declared' ","'Other main scheme choice' ",50
2013 ,"'Group X Education' ","'Disability declared' ","'Extra' ",25
2013 ,"'Group X Education' ","'Disability declared' ","'Main scheme Clearing' ",85
2013 ,"'Group X Education' ","'Disability declared' ","'Direct Clearing' ",60
2013 ,"'Group X Education' ","'Disability declared' ","'RPA' ",70
2013 ,"'Group X Education' ","'No disability declared' ","'Firm choice' ",12135
2013 ,"'Group X Education' ","'No disability declared' ","'Insurance choice' ",535
2013 ,"'Group X Education' ","'No disability declared' ","'Other main scheme choice' ",515
2013 ,"'Group X Education' ","'No disability declared' ","'Extra' ",365
2013 ,"'Group X Education' ","'No disability declared' ","'Adjustment' ",10
2013 ,"'Group X Education' ","'No disability declared' ","'Main scheme Clearing' ",1275
2013 ,"'Group X Education' ","'No disability declared' ","'Direct Clearing' ",730
2013 ,"'Group X Education' ","'No disability declared' ","'RPA' ",825
2013 ,"'Y Combined arts' ","'Disability declared' ","'Firm choice' ",625
2013 ,"'Y Combined arts' ","'Disability declared' ","'Insurance choice' ",40
2013 ,"'Y Combined arts' ","'Disability declared' ","'Other main scheme choice' ",30
2013 ,"'Y Combined arts' ","'Disability declared' ","'Extra' ",10
2013 ,"'Y Combined arts' ","'Disability declared' ","'Main scheme Clearing' ",60
2013 ,"'Y Combined arts' ","'Disability declared' ","'Direct Clearing' ",25
2013 ,"'Y Combined arts' ","'Disability declared' ","'RPA' ",15
2013 ,"'Y Combined arts' ","'No disability declared' ","'Firm choice' ",7335
2013 ,"'Y Combined arts' ","'No disability declared' ","'Insurance choice' ",590
2013 ,"'Y Combined arts' ","'No disability declared' ","'Other main scheme choice' ",155
2013 ,"'Y Combined arts' ","'No disability declared' ","'Extra' ",105
2013 ,"'Y Combined arts' ","'No disability declared' ","'Adjustment' ",35
2013 ,"'Y Combined arts' ","'No disability declared' ","'Main scheme Clearing' ",660
2013 ,"'Y Combined arts' ","'No disability declared' ","'Direct Clearing' ",210
2013 ,"'Y Combined arts' ","'No disability declared' ","'RPA' ",145
2013 ,"'Y Combined sciences' ","'Disability declared' ","'Firm choice' ",435
2013 ,"'Y Combined sciences' ","'Disability declared' ","'Insurance choice' ",25
2013 ,"'Y Combined sciences' ","'Disability declared' ","'Other main scheme choice' ",20
2013 ,"'Y Combined sciences' ","'Disability declared' ","'Extra' ",10
2013 ,"'Y Combined sciences' ","'Disability declared' ","'Main scheme Clearing' ",60
2013 ,"'Y Combined sciences' ","'Disability declared' ","'Direct Clearing' ",25
2013 ,"'Y Combined sciences' ","'Disability declared' ","'RPA' ",25
2013 ,"'Y Combined sciences' ","'No disability declared' ","'Firm choice' ",4815
2013 ,"'Y Combined sciences' ","'No disability declared' ","'Insurance choice' ",470
2013 ,"'Y Combined sciences' ","'No disability declared' ","'Other main scheme choice' ",160
2013 ,"'Y Combined sciences' ","'No disability declared' ","'Extra' ",170
2013 ,"'Y Combined sciences' ","'No disability declared' ","'Adjustment' ",20
2013 ,"'Y Combined sciences' ","'No disability declared' ","'Main scheme Clearing' ",735
2013 ,"'Y Combined sciences' ","'No disability declared' ","'Direct Clearing' ",195
2013 ,"'Y Combined sciences' ","'No disability declared' ","'RPA' ",230
2013 ,"'Y Combined social sciences' ","'Disability declared' ","'Firm choice' ",155
2013 ,"'Y Combined social sciences' ","'Disability declared' ","'Insurance choice' ",20
2013 ,"'Y Combined social sciences' ","'Disability declared' ","'Other main scheme choice' ",5
2013 ,"'Y Combined social sciences' ","'Disability declared' ","'Main scheme Clearing' ",20
2013 ,"'Y Combined social sciences' ","'Disability declared' ","'Direct Clearing' ",5
2013 ,"'Y Combined social sciences' ","'Disability declared' ","'RPA' ",10
2013 ,"'Y Combined social sciences' ","'No disability declared' ","'Firm choice' ",2705
2013 ,"'Y Combined social sciences' ","'No disability declared' ","'Insurance choice' ",290
2013 ,"'Y Combined social sciences' ","'No disability declared' ","'Other main scheme choice' ",70
2013 ,"'Y Combined social sciences' ","'No disability declared' ","'Extra' ",60
2013 ,"'Y Combined social sciences' ","'No disability declared' ","'Adjustment' ",35
2013 ,"'Y Combined social sciences' ","'No disability declared' ","'Main scheme Clearing' ",540
2013 ,"'Y Combined social sciences' ","'No disability declared' ","'Direct Clearing' ",75
2013 ,"'Y Combined social sciences' ","'No disability declared' ","'RPA' ",105
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'Disability declared' ","'Firm choice' ",1020
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'Disability declared' ","'Insurance choice' ",45
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'Disability declared' ","'Other main scheme choice' ",60
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'Disability declared' ","'Extra' ",20
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'Disability declared' ","'Main scheme Clearing' ",75
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'Disability declared' ","'Direct Clearing' ",40
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'Disability declared' ","'RPA' ",35
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'No disability declared' ","'Firm choice' ",11065
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'No disability declared' ","'Insurance choice' ",730
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'No disability declared' ","'Other main scheme choice' ",330
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'No disability declared' ","'Extra' ",225
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'No disability declared' ","'Adjustment' ",35
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'No disability declared' ","'Main scheme Clearing' ",1065
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'No disability declared' ","'Direct Clearing' ",520
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'No disability declared' ","'RPA' ",410
2013 ,"'Y Social Sciences combined with Arts' ","'Disability declared' ","'Firm choice' ",590
2013 ,"'Y Social Sciences combined with Arts' ","'Disability declared' ","'Insurance choice' ",40
2013 ,"'Y Social Sciences combined with Arts' ","'Disability declared' ","'Other main scheme choice' ",20
2013 ,"'Y Social Sciences combined with Arts' ","'Disability declared' ","'Extra' ",15
2013 ,"'Y Social Sciences combined with Arts' ","'Disability declared' ","'Adjustment' ",5
2013 ,"'Y Social Sciences combined with Arts' ","'Disability declared' ","'Main scheme Clearing' ",50
2013 ,"'Y Social Sciences combined with Arts' ","'Disability declared' ","'Direct Clearing' ",25
2013 ,"'Y Social Sciences combined with Arts' ","'Disability declared' ","'RPA' ",55
2013 ,"'Y Social Sciences combined with Arts' ","'No disability declared' ","'Firm choice' ",6405
2013 ,"'Y Social Sciences combined with Arts' ","'No disability declared' ","'Insurance choice' ",500
2013 ,"'Y Social Sciences combined with Arts' ","'No disability declared' ","'Other main scheme choice' ",205
2013 ,"'Y Social Sciences combined with Arts' ","'No disability declared' ","'Extra' ",115
2013 ,"'Y Social Sciences combined with Arts' ","'No disability declared' ","'Adjustment' ",30
2013 ,"'Y Social Sciences combined with Arts' ","'No disability declared' ","'Main scheme Clearing' ",680
2013 ,"'Y Social Sciences combined with Arts' ","'No disability declared' ","'Direct Clearing' ",225
2013 ,"'Y Social Sciences combined with Arts' ","'No disability declared' ","'RPA' ",385
2013 ,"'Z General, other combined and unknown' ","'Disability declared' ","'Firm choice' ",350
2013 ,"'Z General, other combined and unknown' ","'Disability declared' ","'Insurance choice' ",25
2013 ,"'Z General, other combined and unknown' ","'Disability declared' ","'Other main scheme choice' ",10
2013 ,"'Z General, other combined and unknown' ","'Disability declared' ","'Extra' ",5
2013 ,"'Z General, other combined and unknown' ","'Disability declared' ","'Main scheme Clearing' ",40
2013 ,"'Z General, other combined and unknown' ","'Disability declared' ","'Direct Clearing' ",20
2013 ,"'Z General, other combined and unknown' ","'Disability declared' ","'RPA' ",25
2013 ,"'Z General, other combined and unknown' ","'No disability declared' ","'Firm choice' ",3755
2013 ,"'Z General, other combined and unknown' ","'No disability declared' ","'Insurance choice' ",270
2013 ,"'Z General, other combined and unknown' ","'No disability declared' ","'Other main scheme choice' ",100
2013 ,"'Z General, other combined and unknown' ","'No disability declared' ","'Extra' ",80
2013 ,"'Z General, other combined and unknown' ","'No disability declared' ","'Adjustment' ",20
2013 ,"'Z General, other combined and unknown' ","'No disability declared' ","'Main scheme Clearing' ",585
2013 ,"'Z General, other combined and unknown' ","'No disability declared' ","'Direct Clearing' ",185
2013 ,"'Z General, other combined and unknown' ","'No disability declared' ","'RPA' ",200
2014 ,"'Group A Medicine and Dentistry' ","'Disability declared' ","'Firm choice' ",380
2014 ,"'Group A Medicine and Dentistry' ","'Disability declared' ","'Insurance choice' ",5
2014 ,"'Group A Medicine and Dentistry' ","'Disability declared' ","'Extra' ",5
2014 ,"'Group A Medicine and Dentistry' ","'Disability declared' ","'Main scheme Clearing' ",25
2014 ,"'Group A Medicine and Dentistry' ","'Disability declared' ","'RPA' ",5
2014 ,"'Group A Medicine and Dentistry' ","'No disability declared' ","'Firm choice' ",6730
2014 ,"'Group A Medicine and Dentistry' ","'No disability declared' ","'Insurance choice' ",80
2014 ,"'Group A Medicine and Dentistry' ","'No disability declared' ","'Other main scheme choice' ",15
2014 ,"'Group A Medicine and Dentistry' ","'No disability declared' ","'Extra' ",75
2014 ,"'Group A Medicine and Dentistry' ","'No disability declared' ","'Adjustment' ",5
2014 ,"'Group A Medicine and Dentistry' ","'No disability declared' ","'Main scheme Clearing' ",415
2014 ,"'Group A Medicine and Dentistry' ","'No disability declared' ","'RPA' ",135
2014 ,"'Group B Subjects allied to Medicine' ","'Disability declared' ","'Firm choice' ",2760
2014 ,"'Group B Subjects allied to Medicine' ","'Disability declared' ","'Insurance choice' ",125
2014 ,"'Group B Subjects allied to Medicine' ","'Disability declared' ","'Other main scheme choice' ",120
2014 ,"'Group B Subjects allied to Medicine' ","'Disability declared' ","'Extra' ",125
2014 ,"'Group B Subjects allied to Medicine' ","'Disability declared' ","'Adjustment' ",5
2014 ,"'Group B Subjects allied to Medicine' ","'Disability declared' ","'Main scheme Clearing' ",310
2014 ,"'Group B Subjects allied to Medicine' ","'Disability declared' ","'Direct Clearing' ",75
2014 ,"'Group B Subjects allied to Medicine' ","'Disability declared' ","'RPA' ",55
2014 ,"'Group B Subjects allied to Medicine' ","'No disability declared' ","'Firm choice' ",35135
2014 ,"'Group B Subjects allied to Medicine' ","'No disability declared' ","'Insurance choice' ",1925
2014 ,"'Group B Subjects allied to Medicine' ","'No disability declared' ","'Other main scheme choice' ",1170
2014 ,"'Group B Subjects allied to Medicine' ","'No disability declared' ","'Extra' ",1475
2014 ,"'Group B Subjects allied to Medicine' ","'No disability declared' ","'Adjustment' ",60
2014 ,"'Group B Subjects allied to Medicine' ","'No disability declared' ","'Main scheme Clearing' ",4640
2014 ,"'Group B Subjects allied to Medicine' ","'No disability declared' ","'Direct Clearing' ",670
2014 ,"'Group B Subjects allied to Medicine' ","'No disability declared' ","'RPA' ",535
2014 ,"'Group C Biological Sciences' ","'Disability declared' ","'Firm choice' ",2700
2014 ,"'Group C Biological Sciences' ","'Disability declared' ","'Insurance choice' ",270
2014 ,"'Group C Biological Sciences' ","'Disability declared' ","'Other main scheme choice' ",80
2014 ,"'Group C Biological Sciences' ","'Disability declared' ","'Extra' ",45
2014 ,"'Group C Biological Sciences' ","'Disability declared' ","'Adjustment' ",5
2014 ,"'Group C Biological Sciences' ","'Disability declared' ","'Main scheme Clearing' ",355
2014 ,"'Group C Biological Sciences' ","'Disability declared' ","'Direct Clearing' ",125
2014 ,"'Group C Biological Sciences' ","'Disability declared' ","'RPA' ",135
2014 ,"'Group C Biological Sciences' ","'No disability declared' ","'Firm choice' ",29290
2014 ,"'Group C Biological Sciences' ","'No disability declared' ","'Insurance choice' ",3595
2014 ,"'Group C Biological Sciences' ","'No disability declared' ","'Other main scheme choice' ",595
2014 ,"'Group C Biological Sciences' ","'No disability declared' ","'Extra' ",755
2014 ,"'Group C Biological Sciences' ","'No disability declared' ","'Adjustment' ",100
2014 ,"'Group C Biological Sciences' ","'No disability declared' ","'Main scheme Clearing' ",4545
2014 ,"'Group C Biological Sciences' ","'No disability declared' ","'Direct Clearing' ",985
2014 ,"'Group C Biological Sciences' ","'No disability declared' ","'RPA' ",1020
2014 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Disability declared' ","'Firm choice' ",565
2014 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Disability declared' ","'Insurance choice' ",25
2014 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Disability declared' ","'Other main scheme choice' ",30
2014 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Disability declared' ","'Extra' ",15
2014 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Disability declared' ","'Main scheme Clearing' ",75
2014 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Disability declared' ","'Direct Clearing' ",55
2014 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Disability declared' ","'RPA' ",30
2014 ,"'Group D Veterinary Sciences, Agriculture and related' ","'No disability declared' ","'Firm choice' ",4250
2014 ,"'Group D Veterinary Sciences, Agriculture and related' ","'No disability declared' ","'Insurance choice' ",205
2014 ,"'Group D Veterinary Sciences, Agriculture and related' ","'No disability declared' ","'Other main scheme choice' ",145
2014 ,"'Group D Veterinary Sciences, Agriculture and related' ","'No disability declared' ","'Extra' ",65
2014 ,"'Group D Veterinary Sciences, Agriculture and related' ","'No disability declared' ","'Adjustment' ",5
2014 ,"'Group D Veterinary Sciences, Agriculture and related' ","'No disability declared' ","'Main scheme Clearing' ",360
2014 ,"'Group D Veterinary Sciences, Agriculture and related' ","'No disability declared' ","'Direct Clearing' ",225
2014 ,"'Group D Veterinary Sciences, Agriculture and related' ","'No disability declared' ","'RPA' ",180
2014 ,"'Group F Physical Sciences' ","'Disability declared' ","'Firm choice' ",1125
2014 ,"'Group F Physical Sciences' ","'Disability declared' ","'Insurance choice' ",200
2014 ,"'Group F Physical Sciences' ","'Disability declared' ","'Other main scheme choice' ",30
2014 ,"'Group F Physical Sciences' ","'Disability declared' ","'Extra' ",15
2014 ,"'Group F Physical Sciences' ","'Disability declared' ","'Adjustment' ",5
2014 ,"'Group F Physical Sciences' ","'Disability declared' ","'Main scheme Clearing' ",165
2014 ,"'Group F Physical Sciences' ","'Disability declared' ","'Direct Clearing' ",30
2014 ,"'Group F Physical Sciences' ","'Disability declared' ","'RPA' ",25
2014 ,"'Group F Physical Sciences' ","'No disability declared' ","'Firm choice' ",12020
2014 ,"'Group F Physical Sciences' ","'No disability declared' ","'Insurance choice' ",2075
2014 ,"'Group F Physical Sciences' ","'No disability declared' ","'Other main scheme choice' ",150
2014 ,"'Group F Physical Sciences' ","'No disability declared' ","'Extra' ",135
2014 ,"'Group F Physical Sciences' ","'No disability declared' ","'Adjustment' ",50
2014 ,"'Group F Physical Sciences' ","'No disability declared' ","'Main scheme Clearing' ",1700
2014 ,"'Group F Physical Sciences' ","'No disability declared' ","'Direct Clearing' ",205
2014 ,"'Group F Physical Sciences' ","'No disability declared' ","'RPA' ",145
2014 ,"'Group G Mathematical Sciences' ","'Disability declared' ","'Firm choice' ",325
2014 ,"'Group G Mathematical Sciences' ","'Disability declared' ","'Insurance choice' ",85
2014 ,"'Group G Mathematical Sciences' ","'Disability declared' ","'Other main scheme choice' ",10
2014 ,"'Group G Mathematical Sciences' ","'Disability declared' ","'Main scheme Clearing' ",35
2014 ,"'Group G Mathematical Sciences' ","'Disability declared' ","'Direct Clearing' ",10
2014 ,"'Group G Mathematical Sciences' ","'No disability declared' ","'Firm choice' ",4395
2014 ,"'Group G Mathematical Sciences' ","'No disability declared' ","'Insurance choice' ",1080
2014 ,"'Group G Mathematical Sciences' ","'No disability declared' ","'Other main scheme choice' ",50
2014 ,"'Group G Mathematical Sciences' ","'No disability declared' ","'Extra' ",50
2014 ,"'Group G Mathematical Sciences' ","'No disability declared' ","'Adjustment' ",40
