"Statistic:   Number of Applications"
"Variables:   Subject Group (Detailed Level) , Age Band , Sex , Cycle Year"
"Coverage:   Applications through the main scheme"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_026_03.pdf"
 
Cycle Year,Subject Group (Detailed Level) , Age Band , Sex,Number of Applications,
2007 ,"'A1 - Pre-clinical Medicine' ","'17 and under' ","'Men' ",620
2011 ,"'D4 - Agriculture' ","'17 and under' ","'Men' ",65
2011 ,"'D4 - Agriculture' ","'17 and under' ","'Women' ",40
2011 ,"'D4 - Agriculture' ","'18' ","'Men' ",1890
2011 ,"'D4 - Agriculture' ","'18' ","'Women' ",1755
2011 ,"'D4 - Agriculture' ","'19' ","'Men' ",630
2011 ,"'D4 - Agriculture' ","'19' ","'Women' ",630
2011 ,"'D4 - Agriculture' ","'20' ","'Men' ",295
2011 ,"'D4 - Agriculture' ","'20' ","'Women' ",230
2011 ,"'D4 - Agriculture' ","'21 and over' ","'Men' ",735
2011 ,"'D4 - Agriculture' ","'21 and over' ","'Women' ",585
2011 ,"'D5 - Forestry & arboriculture' ","'18' ","'Men' ",100
2011 ,"'D5 - Forestry & arboriculture' ","'18' ","'Women' ",20
2011 ,"'D5 - Forestry & arboriculture' ","'19' ","'Men' ",40
2011 ,"'D5 - Forestry & arboriculture' ","'19' ","'Women' ",5
2011 ,"'D5 - Forestry & arboriculture' ","'20' ","'Men' ",45
2011 ,"'D5 - Forestry & arboriculture' ","'21 and over' ","'Men' ",140
2011 ,"'D5 - Forestry & arboriculture' ","'21 and over' ","'Women' ",15
2011 ,"'D6 - Food and Beverage studies' ","'17 and under' ","'Men' ",15
2011 ,"'D6 - Food and Beverage studies' ","'17 and under' ","'Women' ",15
2011 ,"'D6 - Food and Beverage studies' ","'18' ","'Men' ",240
2011 ,"'D6 - Food and Beverage studies' ","'18' ","'Women' ",585
2011 ,"'D6 - Food and Beverage studies' ","'19' ","'Men' ",115
2011 ,"'D6 - Food and Beverage studies' ","'19' ","'Women' ",185
2011 ,"'D6 - Food and Beverage studies' ","'20' ","'Men' ",85
2011 ,"'D6 - Food and Beverage studies' ","'20' ","'Women' ",75
2011 ,"'D6 - Food and Beverage studies' ","'21 and over' ","'Men' ",180
2011 ,"'D6 - Food and Beverage studies' ","'21 and over' ","'Women' ",180
2011 ,"'D7 - Agricultural Sciences' ","'17 and under' ","'Women' ",5
2011 ,"'D7 - Agricultural Sciences' ","'18' ","'Men' ",135
2011 ,"'D7 - Agricultural Sciences' ","'18' ","'Women' ",85
2011 ,"'D7 - Agricultural Sciences' ","'19' ","'Men' ",40
2011 ,"'D7 - Agricultural Sciences' ","'19' ","'Women' ",30
2011 ,"'D7 - Agricultural Sciences' ","'20' ","'Men' ",10
2011 ,"'D7 - Agricultural Sciences' ","'20' ","'Women' ",10
2011 ,"'D7 - Agricultural Sciences' ","'21 and over' ","'Men' ",20
2011 ,"'D7 - Agricultural Sciences' ","'21 and over' ","'Women' ",15
2011 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'17 and under' ","'Women' ",5
2011 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'18' ","'Men' ",25
2011 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'18' ","'Women' ",105
2011 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'19' ","'Men' ",20
2011 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'19' ","'Women' ",50
2011 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'20' ","'Women' ",10
2011 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'21 and over' ","'Men' ",5
2011 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'21 and over' ","'Women' ",10
2011 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'17 and under' ","'Women' ",5
2011 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'18' ","'Men' ",30
2011 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'18' ","'Women' ",300
2011 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'19' ","'Men' ",15
2011 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'19' ","'Women' ",110
2011 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'20' ","'Men' ",15
2011 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'20' ","'Women' ",40
2011 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'21 and over' ","'Men' ",25
2011 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'21 and over' ","'Women' ",65
2011 ,"'F0 - Physical Sciences: any area of study' ","'17 and under' ","'Men' ",10
2011 ,"'F0 - Physical Sciences: any area of study' ","'17 and under' ","'Women' ",10
2011 ,"'F0 - Physical Sciences: any area of study' ","'18' ","'Men' ",95
2011 ,"'F0 - Physical Sciences: any area of study' ","'18' ","'Women' ",65
2011 ,"'F0 - Physical Sciences: any area of study' ","'19' ","'Men' ",40
2011 ,"'F0 - Physical Sciences: any area of study' ","'19' ","'Women' ",35
2011 ,"'F0 - Physical Sciences: any area of study' ","'20' ","'Men' ",30
2011 ,"'F0 - Physical Sciences: any area of study' ","'20' ","'Women' ",20
2011 ,"'F0 - Physical Sciences: any area of study' ","'21 and over' ","'Men' ",60
2011 ,"'F0 - Physical Sciences: any area of study' ","'21 and over' ","'Women' ",30
2011 ,"'F1 - Chemistry' ","'17 and under' ","'Men' ",215
2011 ,"'F1 - Chemistry' ","'17 and under' ","'Women' ",235
2011 ,"'F1 - Chemistry' ","'18' ","'Men' ",10710
2011 ,"'F1 - Chemistry' ","'18' ","'Women' ",7160
2011 ,"'F1 - Chemistry' ","'19' ","'Men' ",2675
2011 ,"'F1 - Chemistry' ","'19' ","'Women' ",1750
2011 ,"'F1 - Chemistry' ","'20' ","'Men' ",595
2011 ,"'F1 - Chemistry' ","'20' ","'Women' ",445
2011 ,"'F1 - Chemistry' ","'21 and over' ","'Men' ",825
2011 ,"'F1 - Chemistry' ","'21 and over' ","'Women' ",590
2011 ,"'F2 - Materials Science' ","'17 and under' ","'Men' ",5
2011 ,"'F2 - Materials Science' ","'18' ","'Men' ",10
2011 ,"'F2 - Materials Science' ","'18' ","'Women' ",5
2011 ,"'F2 - Materials Science' ","'19' ","'Men' ",10
2011 ,"'F3 - Physics' ","'17 and under' ","'Men' ",325
2011 ,"'F3 - Physics' ","'17 and under' ","'Women' ",130
2011 ,"'F3 - Physics' ","'18' ","'Men' ",14175
2011 ,"'F3 - Physics' ","'18' ","'Women' ",3345
2011 ,"'F3 - Physics' ","'19' ","'Men' ",2955
2011 ,"'F3 - Physics' ","'19' ","'Women' ",630
2011 ,"'F3 - Physics' ","'20' ","'Men' ",755
2011 ,"'F3 - Physics' ","'20' ","'Women' ",165
2011 ,"'F3 - Physics' ","'21 and over' ","'Men' ",1220
2011 ,"'F3 - Physics' ","'21 and over' ","'Women' ",275
2011 ,"'F4 - Forensic and Archaeological Science' ","'17 and under' ","'Men' ",30
2011 ,"'F4 - Forensic and Archaeological Science' ","'17 and under' ","'Women' ",60
2011 ,"'F4 - Forensic and Archaeological Science' ","'18' ","'Men' ",2085
2011 ,"'F4 - Forensic and Archaeological Science' ","'18' ","'Women' ",3300
2011 ,"'F4 - Forensic and Archaeological Science' ","'19' ","'Men' ",970
2011 ,"'F4 - Forensic and Archaeological Science' ","'19' ","'Women' ",1355
2011 ,"'F4 - Forensic and Archaeological Science' ","'20' ","'Men' ",355
2011 ,"'F4 - Forensic and Archaeological Science' ","'20' ","'Women' ",450
2011 ,"'F4 - Forensic and Archaeological Science' ","'21 and over' ","'Men' ",590
2011 ,"'F4 - Forensic and Archaeological Science' ","'21 and over' ","'Women' ",1065
2011 ,"'F5 - Astronomy' ","'17 and under' ","'Men' ",10
2011 ,"'F5 - Astronomy' ","'17 and under' ","'Women' ",10
2011 ,"'F5 - Astronomy' ","'18' ","'Men' ",560
2011 ,"'F5 - Astronomy' ","'18' ","'Women' ",235
2011 ,"'F5 - Astronomy' ","'19' ","'Men' ",165
2011 ,"'F5 - Astronomy' ","'19' ","'Women' ",65
2011 ,"'F5 - Astronomy' ","'20' ","'Men' ",40
2011 ,"'F5 - Astronomy' ","'20' ","'Women' ",10
2011 ,"'F5 - Astronomy' ","'21 and over' ","'Men' ",90
2011 ,"'F5 - Astronomy' ","'21 and over' ","'Women' ",30
2011 ,"'F6 - Geology' ","'17 and under' ","'Men' ",55
2011 ,"'F6 - Geology' ","'17 and under' ","'Women' ",45
2011 ,"'F6 - Geology' ","'18' ","'Men' ",3865
2011 ,"'F6 - Geology' ","'18' ","'Women' ",1890
2011 ,"'F6 - Geology' ","'19' ","'Men' ",870
2011 ,"'F6 - Geology' ","'19' ","'Women' ",370
2011 ,"'F6 - Geology' ","'20' ","'Men' ",165
2011 ,"'F6 - Geology' ","'20' ","'Women' ",95
2011 ,"'F6 - Geology' ","'21 and over' ","'Men' ",530
2011 ,"'F6 - Geology' ","'21 and over' ","'Women' ",195
2011 ,"'F7 - Science of aquatic & terrestrial environments' ","'17 and under' ","'Men' ",50
2011 ,"'F7 - Science of aquatic & terrestrial environments' ","'17 and under' ","'Women' ",70
2011 ,"'F7 - Science of aquatic & terrestrial environments' ","'18' ","'Men' ",2215
2011 ,"'F7 - Science of aquatic & terrestrial environments' ","'18' ","'Women' ",1895
2011 ,"'F7 - Science of aquatic & terrestrial environments' ","'19' ","'Men' ",840
2011 ,"'F7 - Science of aquatic & terrestrial environments' ","'19' ","'Women' ",620
2011 ,"'F7 - Science of aquatic & terrestrial environments' ","'20' ","'Men' ",210
2011 ,"'F7 - Science of aquatic & terrestrial environments' ","'20' ","'Women' ",195
2011 ,"'F7 - Science of aquatic & terrestrial environments' ","'21 and over' ","'Men' ",705
2011 ,"'F7 - Science of aquatic & terrestrial environments' ","'21 and over' ","'Women' ",415
2011 ,"'F8 - Physical geographical sciences' ","'17 and under' ","'Men' ",55
2011 ,"'F8 - Physical geographical sciences' ","'17 and under' ","'Women' ",75
2011 ,"'F8 - Physical geographical sciences' ","'18' ","'Men' ",7770
2011 ,"'F8 - Physical geographical sciences' ","'18' ","'Women' ",7275
2011 ,"'F8 - Physical geographical sciences' ","'19' ","'Men' ",1770
2011 ,"'F8 - Physical geographical sciences' ","'19' ","'Women' ",1220
2011 ,"'F8 - Physical geographical sciences' ","'20' ","'Men' ",305
2011 ,"'F8 - Physical geographical sciences' ","'20' ","'Women' ",250
2011 ,"'F8 - Physical geographical sciences' ","'21 and over' ","'Men' ",465
2011 ,"'F8 - Physical geographical sciences' ","'21 and over' ","'Women' ",280
2011 ,"'F9 - Others in Physical Sciences' ","'18' ","'Men' ",200
2011 ,"'F9 - Others in Physical Sciences' ","'18' ","'Women' ",135
2011 ,"'F9 - Others in Physical Sciences' ","'19' ","'Men' ",75
2011 ,"'F9 - Others in Physical Sciences' ","'19' ","'Women' ",70
2011 ,"'F9 - Others in Physical Sciences' ","'20' ","'Men' ",30
2011 ,"'F9 - Others in Physical Sciences' ","'20' ","'Women' ",15
2011 ,"'F9 - Others in Physical Sciences' ","'21 and over' ","'Men' ",95
2011 ,"'F9 - Others in Physical Sciences' ","'21 and over' ","'Women' ",65
2011 ,"'FF - Combinations within Physical Sciences' ","'17 and under' ","'Men' ",20
2011 ,"'FF - Combinations within Physical Sciences' ","'17 and under' ","'Women' ",25
2011 ,"'FF - Combinations within Physical Sciences' ","'18' ","'Men' ",1225
2011 ,"'FF - Combinations within Physical Sciences' ","'18' ","'Women' ",840
2011 ,"'FF - Combinations within Physical Sciences' ","'19' ","'Men' ",310
2011 ,"'FF - Combinations within Physical Sciences' ","'19' ","'Women' ",190
2011 ,"'FF - Combinations within Physical Sciences' ","'20' ","'Men' ",70
2011 ,"'FF - Combinations within Physical Sciences' ","'20' ","'Women' ",35
2011 ,"'FF - Combinations within Physical Sciences' ","'21 and over' ","'Men' ",145
2011 ,"'FF - Combinations within Physical Sciences' ","'21 and over' ","'Women' ",70
2011 ,"'G1 - Mathematics' ","'17 and under' ","'Men' ",415
2011 ,"'G1 - Mathematics' ","'17 and under' ","'Women' ",470
2011 ,"'G1 - Mathematics' ","'18' ","'Men' ",17180
2011 ,"'G1 - Mathematics' ","'18' ","'Women' ",11700
2011 ,"'G1 - Mathematics' ","'19' ","'Men' ",4590
2011 ,"'G1 - Mathematics' ","'19' ","'Women' ",3005
2011 ,"'G1 - Mathematics' ","'20' ","'Men' ",1275
2011 ,"'G1 - Mathematics' ","'20' ","'Women' ",760
2011 ,"'G1 - Mathematics' ","'21 and over' ","'Men' ",1595
2011 ,"'G1 - Mathematics' ","'21 and over' ","'Women' ",690
2011 ,"'G2 - Operational Research' ","'17 and under' ","'Men' ",5
2011 ,"'G2 - Operational Research' ","'18' ","'Men' ",45
2011 ,"'G2 - Operational Research' ","'18' ","'Women' ",25
2011 ,"'G2 - Operational Research' ","'19' ","'Men' ",30
2011 ,"'G2 - Operational Research' ","'19' ","'Women' ",15
2011 ,"'G2 - Operational Research' ","'20' ","'Men' ",30
2011 ,"'G2 - Operational Research' ","'20' ","'Women' ",15
2011 ,"'G2 - Operational Research' ","'21 and over' ","'Men' ",70
2011 ,"'G2 - Operational Research' ","'21 and over' ","'Women' ",30
2011 ,"'G3 - Statistics' ","'17 and under' ","'Men' ",15
2011 ,"'G3 - Statistics' ","'17 and under' ","'Women' ",10
2011 ,"'G3 - Statistics' ","'18' ","'Men' ",240
2011 ,"'G3 - Statistics' ","'18' ","'Women' ",130
2011 ,"'G3 - Statistics' ","'19' ","'Men' ",205
2011 ,"'G3 - Statistics' ","'19' ","'Women' ",100
2011 ,"'G3 - Statistics' ","'20' ","'Men' ",60
2011 ,"'G3 - Statistics' ","'20' ","'Women' ",50
2011 ,"'G3 - Statistics' ","'21 and over' ","'Men' ",70
2011 ,"'G3 - Statistics' ","'21 and over' ","'Women' ",40
2011 ,"'G9 - Others in Mathematical Sciences' ","'18' ","'Men' ",10
2011 ,"'G9 - Others in Mathematical Sciences' ","'19' ","'Men' ",5
2011 ,"'G9 - Others in Mathematical Sciences' ","'21 and over' ","'Men' ",5
2011 ,"'GG - Combinations within Mathematical Sciences' ","'17 and under' ","'Men' ",45
2011 ,"'GG - Combinations within Mathematical Sciences' ","'17 and under' ","'Women' ",25
2011 ,"'GG - Combinations within Mathematical Sciences' ","'18' ","'Men' ",860
2011 ,"'GG - Combinations within Mathematical Sciences' ","'18' ","'Women' ",610
2011 ,"'GG - Combinations within Mathematical Sciences' ","'19' ","'Men' ",365
2011 ,"'GG - Combinations within Mathematical Sciences' ","'19' ","'Women' ",295
2011 ,"'GG - Combinations within Mathematical Sciences' ","'20' ","'Men' ",165
2011 ,"'GG - Combinations within Mathematical Sciences' ","'20' ","'Women' ",130
2011 ,"'GG - Combinations within Mathematical Sciences' ","'21 and over' ","'Men' ",175
2011 ,"'GG - Combinations within Mathematical Sciences' ","'21 and over' ","'Women' ",80
2011 ,"'H0 - Engineering: any area of study' ","'17 and under' ","'Men' ",55
2011 ,"'H0 - Engineering: any area of study' ","'17 and under' ","'Women' ",10
2011 ,"'H0 - Engineering: any area of study' ","'18' ","'Men' ",255
2011 ,"'H0 - Engineering: any area of study' ","'18' ","'Women' ",40
2011 ,"'H0 - Engineering: any area of study' ","'19' ","'Men' ",140
2011 ,"'H0 - Engineering: any area of study' ","'19' ","'Women' ",15
2011 ,"'H0 - Engineering: any area of study' ","'20' ","'Men' ",50
2011 ,"'H0 - Engineering: any area of study' ","'20' ","'Women' ",5
2011 ,"'H0 - Engineering: any area of study' ","'21 and over' ","'Men' ",115
2011 ,"'H0 - Engineering: any area of study' ","'21 and over' ","'Women' ",10
2011 ,"'H1 - General Engineering' ","'17 and under' ","'Men' ",390
2011 ,"'H1 - General Engineering' ","'17 and under' ","'Women' ",105
2011 ,"'H1 - General Engineering' ","'18' ","'Men' ",6140
2011 ,"'H1 - General Engineering' ","'18' ","'Women' ",1305
2011 ,"'H1 - General Engineering' ","'19' ","'Men' ",2465
2011 ,"'H1 - General Engineering' ","'19' ","'Women' ",400
2011 ,"'H1 - General Engineering' ","'20' ","'Men' ",985
2011 ,"'H1 - General Engineering' ","'20' ","'Women' ",120
2011 ,"'H1 - General Engineering' ","'21 and over' ","'Men' ",1870
2011 ,"'H1 - General Engineering' ","'21 and over' ","'Women' ",200
2011 ,"'H2 - Civil Engineering' ","'17 and under' ","'Men' ",590
2011 ,"'H2 - Civil Engineering' ","'17 and under' ","'Women' ",220
2011 ,"'H2 - Civil Engineering' ","'18' ","'Men' ",10640
2011 ,"'H2 - Civil Engineering' ","'18' ","'Women' ",2055
2011 ,"'H2 - Civil Engineering' ","'19' ","'Men' ",4605
2011 ,"'H2 - Civil Engineering' ","'19' ","'Women' ",900
2011 ,"'H2 - Civil Engineering' ","'20' ","'Men' ",1890
2011 ,"'H2 - Civil Engineering' ","'20' ","'Women' ",275
2011 ,"'H2 - Civil Engineering' ","'21 and over' ","'Men' ",4645
2011 ,"'H2 - Civil Engineering' ","'21 and over' ","'Women' ",715
2011 ,"'H3 - Mechanical Engineering' ","'17 and under' ","'Men' ",1065
2011 ,"'H3 - Mechanical Engineering' ","'17 and under' ","'Women' ",160
2011 ,"'H3 - Mechanical Engineering' ","'18' ","'Men' ",20400
2011 ,"'H3 - Mechanical Engineering' ","'18' ","'Women' ",1825
2011 ,"'H3 - Mechanical Engineering' ","'19' ","'Men' ",7720
2011 ,"'H3 - Mechanical Engineering' ","'19' ","'Women' ",550
2011 ,"'H3 - Mechanical Engineering' ","'20' ","'Men' ",3120
2011 ,"'H3 - Mechanical Engineering' ","'20' ","'Women' ",180
2011 ,"'H3 - Mechanical Engineering' ","'21 and over' ","'Men' ",5185
2011 ,"'H3 - Mechanical Engineering' ","'21 and over' ","'Women' ",325
2011 ,"'H4 - Aerospace Engineering' ","'17 and under' ","'Men' ",395
2011 ,"'H4 - Aerospace Engineering' ","'17 and under' ","'Women' ",55
2011 ,"'H4 - Aerospace Engineering' ","'18' ","'Men' ",7060
2011 ,"'H4 - Aerospace Engineering' ","'18' ","'Women' ",920
2011 ,"'H4 - Aerospace Engineering' ","'19' ","'Men' ",2765
2011 ,"'H4 - Aerospace Engineering' ","'19' ","'Women' ",385
2011 ,"'H4 - Aerospace Engineering' ","'20' ","'Men' ",1100
2011 ,"'H4 - Aerospace Engineering' ","'20' ","'Women' ",135
2011 ,"'H4 - Aerospace Engineering' ","'21 and over' ","'Men' ",1725
2011 ,"'H4 - Aerospace Engineering' ","'21 and over' ","'Women' ",175
2011 ,"'H5 - Naval Architecture' ","'17 and under' ","'Men' ",20
2011 ,"'H5 - Naval Architecture' ","'17 and under' ","'Women' ",10
2011 ,"'H5 - Naval Architecture' ","'18' ","'Men' ",190
2011 ,"'H5 - Naval Architecture' ","'18' ","'Women' ",35
2011 ,"'H5 - Naval Architecture' ","'19' ","'Men' ",55
2011 ,"'H5 - Naval Architecture' ","'19' ","'Women' ",5
2011 ,"'H5 - Naval Architecture' ","'20' ","'Men' ",25
2011 ,"'H5 - Naval Architecture' ","'20' ","'Women' ",5
2011 ,"'H5 - Naval Architecture' ","'21 and over' ","'Men' ",135
2011 ,"'H5 - Naval Architecture' ","'21 and over' ","'Women' ",10
2011 ,"'H6 - Electronic and Electrical Engineering' ","'17 and under' ","'Men' ",665
2011 ,"'H6 - Electronic and Electrical Engineering' ","'17 and under' ","'Women' ",165
2011 ,"'H6 - Electronic and Electrical Engineering' ","'18' ","'Men' ",8605
2011 ,"'H6 - Electronic and Electrical Engineering' ","'18' ","'Women' ",950
2011 ,"'H6 - Electronic and Electrical Engineering' ","'19' ","'Men' ",4880
2011 ,"'H6 - Electronic and Electrical Engineering' ","'19' ","'Women' ",535
2011 ,"'H6 - Electronic and Electrical Engineering' ","'20' ","'Men' ",2505
2011 ,"'H6 - Electronic and Electrical Engineering' ","'20' ","'Women' ",230
2011 ,"'H6 - Electronic and Electrical Engineering' ","'21 and over' ","'Men' ",5610
2011 ,"'H6 - Electronic and Electrical Engineering' ","'21 and over' ","'Women' ",460
2011 ,"'H7 - Production and Manufacturing Engineering' ","'17 and under' ","'Men' ",35
2011 ,"'H7 - Production and Manufacturing Engineering' ","'17 and under' ","'Women' ",15
2011 ,"'H7 - Production and Manufacturing Engineering' ","'18' ","'Men' ",1735
2011 ,"'H7 - Production and Manufacturing Engineering' ","'18' ","'Women' ",485
2011 ,"'H7 - Production and Manufacturing Engineering' ","'19' ","'Men' ",500
2011 ,"'H7 - Production and Manufacturing Engineering' ","'19' ","'Women' ",150
2011 ,"'H7 - Production and Manufacturing Engineering' ","'20' ","'Men' ",150
2011 ,"'H7 - Production and Manufacturing Engineering' ","'20' ","'Women' ",35
2011 ,"'H7 - Production and Manufacturing Engineering' ","'21 and over' ","'Men' ",315
2011 ,"'H7 - Production and Manufacturing Engineering' ","'21 and over' ","'Women' ",45
2011 ,"'H8 - Chemical,Process and Energy Engineering' ","'17 and under' ","'Men' ",325
2011 ,"'H8 - Chemical,Process and Energy Engineering' ","'17 and under' ","'Women' ",200
2011 ,"'H8 - Chemical,Process and Energy Engineering' ","'18' ","'Men' ",5280
2011 ,"'H8 - Chemical,Process and Energy Engineering' ","'18' ","'Women' ",1770
2011 ,"'H8 - Chemical,Process and Energy Engineering' ","'19' ","'Men' ",1785
2011 ,"'H8 - Chemical,Process and Energy Engineering' ","'19' ","'Women' ",680
2011 ,"'H8 - Chemical,Process and Energy Engineering' ","'20' ","'Men' ",585
2011 ,"'H8 - Chemical,Process and Energy Engineering' ","'20' ","'Women' ",275
2011 ,"'H8 - Chemical,Process and Energy Engineering' ","'21 and over' ","'Men' ",930
2011 ,"'H8 - Chemical,Process and Energy Engineering' ","'21 and over' ","'Women' ",235
2011 ,"'H9 - Others in Engineering' ","'18' ","'Men' ",10
2011 ,"'H9 - Others in Engineering' ","'19' ","'Men' ",5
2011 ,"'H9 - Others in Engineering' ","'20' ","'Men' ",5
2011 ,"'H9 - Others in Engineering' ","'21 and over' ","'Men' ",10
2011 ,"'HH - Combinations within Engineering' ","'17 and under' ","'Men' ",120
2011 ,"'HH - Combinations within Engineering' ","'17 and under' ","'Women' ",25
2011 ,"'HH - Combinations within Engineering' ","'18' ","'Men' ",1600
2011 ,"'HH - Combinations within Engineering' ","'18' ","'Women' ",205
2011 ,"'HH - Combinations within Engineering' ","'19' ","'Men' ",645
2011 ,"'HH - Combinations within Engineering' ","'19' ","'Women' ",90
2011 ,"'HH - Combinations within Engineering' ","'20' ","'Men' ",290
2011 ,"'HH - Combinations within Engineering' ","'20' ","'Women' ",35
2011 ,"'HH - Combinations within Engineering' ","'21 and over' ","'Men' ",630
2011 ,"'HH - Combinations within Engineering' ","'21 and over' ","'Women' ",50
2011 ,"'I1 - Computer Science' ","'17 and under' ","'Men' ",715
2011 ,"'I1 - Computer Science' ","'17 and under' ","'Women' ",235
2011 ,"'I1 - Computer Science' ","'18' ","'Men' ",24730
2011 ,"'I1 - Computer Science' ","'18' ","'Women' ",3930
2011 ,"'I1 - Computer Science' ","'19' ","'Men' ",13490
2011 ,"'I1 - Computer Science' ","'19' ","'Women' ",1825
2011 ,"'I1 - Computer Science' ","'20' ","'Men' ",6330
2011 ,"'I1 - Computer Science' ","'20' ","'Women' ",830
2011 ,"'I1 - Computer Science' ","'21 and over' ","'Men' ",11195
2011 ,"'I1 - Computer Science' ","'21 and over' ","'Women' ",1630
2011 ,"'I2 - Information Systems' ","'17 and under' ","'Men' ",65
2011 ,"'I2 - Information Systems' ","'17 and under' ","'Women' ",30
2011 ,"'I2 - Information Systems' ","'18' ","'Men' ",4950
2011 ,"'I2 - Information Systems' ","'18' ","'Women' ",1755
2011 ,"'I2 - Information Systems' ","'19' ","'Men' ",2975
2011 ,"'I2 - Information Systems' ","'19' ","'Women' ",795
2011 ,"'I2 - Information Systems' ","'20' ","'Men' ",1495
2011 ,"'I2 - Information Systems' ","'20' ","'Women' ",330
2011 ,"'I2 - Information Systems' ","'21 and over' ","'Men' ",2730
2011 ,"'I2 - Information Systems' ","'21 and over' ","'Women' ",730
2011 ,"'I3 - Software Engineering' ","'17 and under' ","'Men' ",100
2011 ,"'I3 - Software Engineering' ","'17 and under' ","'Women' ",15
2011 ,"'I3 - Software Engineering' ","'18' ","'Men' ",3655
2011 ,"'I3 - Software Engineering' ","'18' ","'Women' ",315
2011 ,"'I3 - Software Engineering' ","'19' ","'Men' ",1855
2011 ,"'I3 - Software Engineering' ","'19' ","'Women' ",205
2011 ,"'I3 - Software Engineering' ","'20' ","'Men' ",895
2011 ,"'I3 - Software Engineering' ","'20' ","'Women' ",105
2011 ,"'I3 - Software Engineering' ","'21 and over' ","'Men' ",1620
2011 ,"'I3 - Software Engineering' ","'21 and over' ","'Women' ",175
2011 ,"'I4 - Artificial Intelligence' ","'17 and under' ","'Men' ",10
2011 ,"'I4 - Artificial Intelligence' ","'17 and under' ","'Women' ",5
2011 ,"'I4 - Artificial Intelligence' ","'18' ","'Men' ",160
2011 ,"'I4 - Artificial Intelligence' ","'18' ","'Women' ",40
2011 ,"'I4 - Artificial Intelligence' ","'19' ","'Men' ",100
2011 ,"'I4 - Artificial Intelligence' ","'19' ","'Women' ",15
2011 ,"'I4 - Artificial Intelligence' ","'20' ","'Men' ",35
2011 ,"'I4 - Artificial Intelligence' ","'20' ","'Women' ",5
2011 ,"'I4 - Artificial Intelligence' ","'21 and over' ","'Men' ",65
2011 ,"'I4 - Artificial Intelligence' ","'21 and over' ","'Women' ",10
2011 ,"'I9 - Others in Computer Sciences' ","'18' ","'Men' ",5
2011 ,"'I9 - Others in Computer Sciences' ","'21 and over' ","'Men' ",5
2011 ,"'II - Combinations in Computer Sciences' ","'17 and under' ","'Men' ",70
2011 ,"'II - Combinations in Computer Sciences' ","'17 and under' ","'Women' ",15
2011 ,"'II - Combinations in Computer Sciences' ","'18' ","'Men' ",2800
2011 ,"'II - Combinations in Computer Sciences' ","'18' ","'Women' ",410
2011 ,"'II - Combinations in Computer Sciences' ","'19' ","'Men' ",1425
2011 ,"'II - Combinations in Computer Sciences' ","'19' ","'Women' ",185
2011 ,"'II - Combinations in Computer Sciences' ","'20' ","'Men' ",695
2011 ,"'II - Combinations in Computer Sciences' ","'20' ","'Women' ",65
2011 ,"'II - Combinations in Computer Sciences' ","'21 and over' ","'Men' ",1125
2011 ,"'II - Combinations in Computer Sciences' ","'21 and over' ","'Women' ",150
2011 ,"'J1 - Minerals Technology' ","'18' ","'Men' ",40
2011 ,"'J1 - Minerals Technology' ","'18' ","'Women' ",5
2011 ,"'J1 - Minerals Technology' ","'19' ","'Men' ",15
2011 ,"'J1 - Minerals Technology' ","'20' ","'Men' ",5
2011 ,"'J1 - Minerals Technology' ","'21 and over' ","'Men' ",30
2011 ,"'J2 - Metallurgy' ","'18' ","'Men' ",25
2011 ,"'J2 - Metallurgy' ","'18' ","'Women' ",10
2011 ,"'J2 - Metallurgy' ","'19' ","'Men' ",15
2011 ,"'J2 - Metallurgy' ","'19' ","'Women' ",10
2011 ,"'J2 - Metallurgy' ","'20' ","'Men' ",5
2011 ,"'J2 - Metallurgy' ","'21 and over' ","'Men' ",10
2011 ,"'J2 - Metallurgy' ","'21 and over' ","'Women' ",5
2011 ,"'J3 - Ceramics and Glass' ","'18' ","'Men' ",5
2011 ,"'J3 - Ceramics and Glass' ","'18' ","'Women' ",5
2011 ,"'J3 - Ceramics and Glass' ","'19' ","'Women' ",10
2011 ,"'J3 - Ceramics and Glass' ","'20' ","'Women' ",5
2011 ,"'J3 - Ceramics and Glass' ","'21 and over' ","'Men' ",5
2011 ,"'J3 - Ceramics and Glass' ","'21 and over' ","'Women' ",15
2011 ,"'J4 - Polymers and Textiles' ","'18' ","'Men' ",30
