"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Summary Level) , Applicant Domicile (UK / EU / Not EU) , Acceptance Route , Cycle Year"
"Coverage:   All"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_011_07.pdf"
 
Cycle Year,Subject Group (Summary Level) , Applicant Domicile (UK / EU / Not EU) , Acceptance Route,Number of Acceptances,
2007 ,"'Group A Medicine and Dentistry' ","'UK' ","'Firm choice' ",7625
2012 ,"'Y Combined social sciences' ","'UK' ","'Main scheme Clearing' ",585
2012 ,"'Y Combined social sciences' ","'UK' ","'Direct Clearing' ",95
2012 ,"'Y Combined social sciences' ","'UK' ","'RPA' ",130
2012 ,"'Y Combined social sciences' ","'EU (excluding UK)' ","'Firm choice' ",270
2012 ,"'Y Combined social sciences' ","'EU (excluding UK)' ","'Insurance choice' ",25
2012 ,"'Y Combined social sciences' ","'EU (excluding UK)' ","'Other main scheme choice' ",10
2012 ,"'Y Combined social sciences' ","'EU (excluding UK)' ","'Extra' ",10
2012 ,"'Y Combined social sciences' ","'EU (excluding UK)' ","'Main scheme Clearing' ",25
2012 ,"'Y Combined social sciences' ","'Not EU' ","'Firm choice' ",515
2012 ,"'Y Combined social sciences' ","'Not EU' ","'Insurance choice' ",80
2012 ,"'Y Combined social sciences' ","'Not EU' ","'Other main scheme choice' ",45
2012 ,"'Y Combined social sciences' ","'Not EU' ","'Extra' ",5
2012 ,"'Y Combined social sciences' ","'Not EU' ","'Adjustment' ",5
2012 ,"'Y Combined social sciences' ","'Not EU' ","'Main scheme Clearing' ",95
2012 ,"'Y Combined social sciences' ","'Not EU' ","'Direct Clearing' ",10
2012 ,"'Y Combined social sciences' ","'Not EU' ","'RPA' ",50
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'UK' ","'Firm choice' ",12160
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'UK' ","'Insurance choice' ",735
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'UK' ","'Other main scheme choice' ",320
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'UK' ","'Extra' ",275
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'UK' ","'Adjustment' ",25
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'UK' ","'Main scheme Clearing' ",1295
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'UK' ","'Direct Clearing' ",505
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'UK' ","'RPA' ",525
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'EU (excluding UK)' ","'Firm choice' ",630
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'EU (excluding UK)' ","'Insurance choice' ",50
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'EU (excluding UK)' ","'Other main scheme choice' ",35
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'EU (excluding UK)' ","'Extra' ",15
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'EU (excluding UK)' ","'Main scheme Clearing' ",40
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'EU (excluding UK)' ","'Direct Clearing' ",10
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'EU (excluding UK)' ","'RPA' ",10
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'Not EU' ","'Firm choice' ",560
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'Not EU' ","'Insurance choice' ",90
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'Not EU' ","'Other main scheme choice' ",50
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'Not EU' ","'Extra' ",5
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'Not EU' ","'Main scheme Clearing' ",105
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'Not EU' ","'Direct Clearing' ",20
2012 ,"'Y Sciences combined with Social Sciences or Arts' ","'Not EU' ","'RPA' ",65
2012 ,"'Y Social Sciences combined with Arts' ","'UK' ","'Firm choice' ",6945
2012 ,"'Y Social Sciences combined with Arts' ","'UK' ","'Insurance choice' ",520
2012 ,"'Y Social Sciences combined with Arts' ","'UK' ","'Other main scheme choice' ",165
2012 ,"'Y Social Sciences combined with Arts' ","'UK' ","'Extra' ",155
2012 ,"'Y Social Sciences combined with Arts' ","'UK' ","'Adjustment' ",30
2012 ,"'Y Social Sciences combined with Arts' ","'UK' ","'Main scheme Clearing' ",725
2012 ,"'Y Social Sciences combined with Arts' ","'UK' ","'Direct Clearing' ",190
2012 ,"'Y Social Sciences combined with Arts' ","'UK' ","'RPA' ",325
2012 ,"'Y Social Sciences combined with Arts' ","'EU (excluding UK)' ","'Firm choice' ",670
2012 ,"'Y Social Sciences combined with Arts' ","'EU (excluding UK)' ","'Insurance choice' ",55
2012 ,"'Y Social Sciences combined with Arts' ","'EU (excluding UK)' ","'Other main scheme choice' ",30
2012 ,"'Y Social Sciences combined with Arts' ","'EU (excluding UK)' ","'Extra' ",10
2012 ,"'Y Social Sciences combined with Arts' ","'EU (excluding UK)' ","'Adjustment' ",5
2012 ,"'Y Social Sciences combined with Arts' ","'EU (excluding UK)' ","'Main scheme Clearing' ",35
2012 ,"'Y Social Sciences combined with Arts' ","'EU (excluding UK)' ","'Direct Clearing' ",10
2012 ,"'Y Social Sciences combined with Arts' ","'EU (excluding UK)' ","'RPA' ",10
2012 ,"'Y Social Sciences combined with Arts' ","'Not EU' ","'Firm choice' ",530
2012 ,"'Y Social Sciences combined with Arts' ","'Not EU' ","'Insurance choice' ",55
2012 ,"'Y Social Sciences combined with Arts' ","'Not EU' ","'Other main scheme choice' ",50
2012 ,"'Y Social Sciences combined with Arts' ","'Not EU' ","'Extra' ",10
2012 ,"'Y Social Sciences combined with Arts' ","'Not EU' ","'Main scheme Clearing' ",40
2012 ,"'Y Social Sciences combined with Arts' ","'Not EU' ","'Direct Clearing' ",10
2012 ,"'Y Social Sciences combined with Arts' ","'Not EU' ","'RPA' ",50
2012 ,"'Z General, other combined and unknown' ","'UK' ","'Firm choice' ",3565
2012 ,"'Z General, other combined and unknown' ","'UK' ","'Insurance choice' ",215
2012 ,"'Z General, other combined and unknown' ","'UK' ","'Other main scheme choice' ",75
2012 ,"'Z General, other combined and unknown' ","'UK' ","'Extra' ",80
2012 ,"'Z General, other combined and unknown' ","'UK' ","'Adjustment' ",40
2012 ,"'Z General, other combined and unknown' ","'UK' ","'Main scheme Clearing' ",445
2012 ,"'Z General, other combined and unknown' ","'UK' ","'Direct Clearing' ",100
2012 ,"'Z General, other combined and unknown' ","'UK' ","'RPA' ",145
2012 ,"'Z General, other combined and unknown' ","'EU (excluding UK)' ","'Firm choice' ",435
2012 ,"'Z General, other combined and unknown' ","'EU (excluding UK)' ","'Insurance choice' ",20
2012 ,"'Z General, other combined and unknown' ","'EU (excluding UK)' ","'Other main scheme choice' ",15
2012 ,"'Z General, other combined and unknown' ","'EU (excluding UK)' ","'Extra' ",10
2012 ,"'Z General, other combined and unknown' ","'EU (excluding UK)' ","'Main scheme Clearing' ",30
2012 ,"'Z General, other combined and unknown' ","'EU (excluding UK)' ","'Direct Clearing' ",5
2012 ,"'Z General, other combined and unknown' ","'EU (excluding UK)' ","'RPA' ",10
2012 ,"'Z General, other combined and unknown' ","'Not EU' ","'Firm choice' ",475
2012 ,"'Z General, other combined and unknown' ","'Not EU' ","'Insurance choice' ",45
2012 ,"'Z General, other combined and unknown' ","'Not EU' ","'Other main scheme choice' ",30
2012 ,"'Z General, other combined and unknown' ","'Not EU' ","'Extra' ",5
2012 ,"'Z General, other combined and unknown' ","'Not EU' ","'Main scheme Clearing' ",55
2012 ,"'Z General, other combined and unknown' ","'Not EU' ","'Direct Clearing' ",10
2012 ,"'Z General, other combined and unknown' ","'Not EU' ","'RPA' ",275
2013 ,"'Group A Medicine and Dentistry' ","'UK' ","'Firm choice' ",7205
2013 ,"'Group A Medicine and Dentistry' ","'UK' ","'Insurance choice' ",50
2013 ,"'Group A Medicine and Dentistry' ","'UK' ","'Other main scheme choice' ",10
2013 ,"'Group A Medicine and Dentistry' ","'UK' ","'Extra' ",45
2013 ,"'Group A Medicine and Dentistry' ","'UK' ","'Adjustment' ",5
2013 ,"'Group A Medicine and Dentistry' ","'UK' ","'Main scheme Clearing' ",395
2013 ,"'Group A Medicine and Dentistry' ","'UK' ","'RPA' ",130
2013 ,"'Group A Medicine and Dentistry' ","'EU (excluding UK)' ","'Firm choice' ",180
2013 ,"'Group A Medicine and Dentistry' ","'EU (excluding UK)' ","'Insurance choice' ",5
2013 ,"'Group A Medicine and Dentistry' ","'EU (excluding UK)' ","'Main scheme Clearing' ",5
2013 ,"'Group A Medicine and Dentistry' ","'EU (excluding UK)' ","'RPA' ",5
2013 ,"'Group A Medicine and Dentistry' ","'Not EU' ","'Firm choice' ",545
2013 ,"'Group A Medicine and Dentistry' ","'Not EU' ","'Insurance choice' ",10
2013 ,"'Group A Medicine and Dentistry' ","'Not EU' ","'Other main scheme choice' ",5
2013 ,"'Group A Medicine and Dentistry' ","'Not EU' ","'Extra' ",15
2013 ,"'Group A Medicine and Dentistry' ","'Not EU' ","'Main scheme Clearing' ",30
2013 ,"'Group A Medicine and Dentistry' ","'Not EU' ","'RPA' ",125
2013 ,"'Group B Subjects allied to Medicine' ","'UK' ","'Firm choice' ",35530
2013 ,"'Group B Subjects allied to Medicine' ","'UK' ","'Insurance choice' ",2055
2013 ,"'Group B Subjects allied to Medicine' ","'UK' ","'Other main scheme choice' ",1065
2013 ,"'Group B Subjects allied to Medicine' ","'UK' ","'Extra' ",1465
2013 ,"'Group B Subjects allied to Medicine' ","'UK' ","'Adjustment' ",70
2013 ,"'Group B Subjects allied to Medicine' ","'UK' ","'Main scheme Clearing' ",4480
2013 ,"'Group B Subjects allied to Medicine' ","'UK' ","'Direct Clearing' ",870
2013 ,"'Group B Subjects allied to Medicine' ","'UK' ","'RPA' ",730
2013 ,"'Group B Subjects allied to Medicine' ","'EU (excluding UK)' ","'Firm choice' ",1325
2013 ,"'Group B Subjects allied to Medicine' ","'EU (excluding UK)' ","'Insurance choice' ",90
2013 ,"'Group B Subjects allied to Medicine' ","'EU (excluding UK)' ","'Other main scheme choice' ",45
2013 ,"'Group B Subjects allied to Medicine' ","'EU (excluding UK)' ","'Extra' ",45
2013 ,"'Group B Subjects allied to Medicine' ","'EU (excluding UK)' ","'Main scheme Clearing' ",125
2013 ,"'Group B Subjects allied to Medicine' ","'EU (excluding UK)' ","'Direct Clearing' ",40
2013 ,"'Group B Subjects allied to Medicine' ","'EU (excluding UK)' ","'RPA' ",30
2013 ,"'Group B Subjects allied to Medicine' ","'Not EU' ","'Firm choice' ",1005
2013 ,"'Group B Subjects allied to Medicine' ","'Not EU' ","'Insurance choice' ",100
2013 ,"'Group B Subjects allied to Medicine' ","'Not EU' ","'Other main scheme choice' ",130
2013 ,"'Group B Subjects allied to Medicine' ","'Not EU' ","'Extra' ",40
2013 ,"'Group B Subjects allied to Medicine' ","'Not EU' ","'Main scheme Clearing' ",125
2013 ,"'Group B Subjects allied to Medicine' ","'Not EU' ","'Direct Clearing' ",25
2013 ,"'Group B Subjects allied to Medicine' ","'Not EU' ","'RPA' ",95
2013 ,"'Group C Biological Sciences' ","'UK' ","'Firm choice' ",29460
2013 ,"'Group C Biological Sciences' ","'UK' ","'Insurance choice' ",3430
2013 ,"'Group C Biological Sciences' ","'UK' ","'Other main scheme choice' ",710
2013 ,"'Group C Biological Sciences' ","'UK' ","'Extra' ",795
2013 ,"'Group C Biological Sciences' ","'UK' ","'Adjustment' ",130
2013 ,"'Group C Biological Sciences' ","'UK' ","'Main scheme Clearing' ",4005
2013 ,"'Group C Biological Sciences' ","'UK' ","'Direct Clearing' ",1080
2013 ,"'Group C Biological Sciences' ","'UK' ","'RPA' ",1040
2013 ,"'Group C Biological Sciences' ","'EU (excluding UK)' ","'Firm choice' ",1480
2013 ,"'Group C Biological Sciences' ","'EU (excluding UK)' ","'Insurance choice' ",185
2013 ,"'Group C Biological Sciences' ","'EU (excluding UK)' ","'Other main scheme choice' ",80
2013 ,"'Group C Biological Sciences' ","'EU (excluding UK)' ","'Extra' ",40
2013 ,"'Group C Biological Sciences' ","'EU (excluding UK)' ","'Adjustment' ",5
2013 ,"'Group C Biological Sciences' ","'EU (excluding UK)' ","'Main scheme Clearing' ",120
2013 ,"'Group C Biological Sciences' ","'EU (excluding UK)' ","'Direct Clearing' ",40
2013 ,"'Group C Biological Sciences' ","'EU (excluding UK)' ","'RPA' ",30
2013 ,"'Group C Biological Sciences' ","'Not EU' ","'Firm choice' ",1175
2013 ,"'Group C Biological Sciences' ","'Not EU' ","'Insurance choice' ",150
2013 ,"'Group C Biological Sciences' ","'Not EU' ","'Other main scheme choice' ",135
2013 ,"'Group C Biological Sciences' ","'Not EU' ","'Extra' ",25
2013 ,"'Group C Biological Sciences' ","'Not EU' ","'Adjustment' ",5
2013 ,"'Group C Biological Sciences' ","'Not EU' ","'Main scheme Clearing' ",140
2013 ,"'Group C Biological Sciences' ","'Not EU' ","'Direct Clearing' ",40
2013 ,"'Group C Biological Sciences' ","'Not EU' ","'RPA' ",120
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'UK' ","'Firm choice' ",4530
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'UK' ","'Insurance choice' ",245
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'UK' ","'Other main scheme choice' ",250
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'UK' ","'Extra' ",70
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'UK' ","'Adjustment' ",5
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'UK' ","'Main scheme Clearing' ",345
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'UK' ","'Direct Clearing' ",280
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'UK' ","'RPA' ",220
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'EU (excluding UK)' ","'Firm choice' ",125
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'EU (excluding UK)' ","'Insurance choice' ",15
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'EU (excluding UK)' ","'Other main scheme choice' ",5
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'EU (excluding UK)' ","'Main scheme Clearing' ",10
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'EU (excluding UK)' ","'Direct Clearing' ",5
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'EU (excluding UK)' ","'RPA' ",5
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Not EU' ","'Firm choice' ",200
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Not EU' ","'Insurance choice' ",5
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Not EU' ","'Other main scheme choice' ",15
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Not EU' ","'Main scheme Clearing' ",10
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Not EU' ","'Direct Clearing' ",5
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Not EU' ","'RPA' ",85
2013 ,"'Group F Physical Sciences' ","'UK' ","'Firm choice' ",13180
2013 ,"'Group F Physical Sciences' ","'UK' ","'Insurance choice' ",2005
2013 ,"'Group F Physical Sciences' ","'UK' ","'Other main scheme choice' ",170
2013 ,"'Group F Physical Sciences' ","'UK' ","'Extra' ",170
2013 ,"'Group F Physical Sciences' ","'UK' ","'Adjustment' ",45
2013 ,"'Group F Physical Sciences' ","'UK' ","'Main scheme Clearing' ",1555
2013 ,"'Group F Physical Sciences' ","'UK' ","'Direct Clearing' ",275
2013 ,"'Group F Physical Sciences' ","'UK' ","'RPA' ",180
2013 ,"'Group F Physical Sciences' ","'EU (excluding UK)' ","'Firm choice' ",600
2013 ,"'Group F Physical Sciences' ","'EU (excluding UK)' ","'Insurance choice' ",80
2013 ,"'Group F Physical Sciences' ","'EU (excluding UK)' ","'Other main scheme choice' ",25
2013 ,"'Group F Physical Sciences' ","'EU (excluding UK)' ","'Extra' ",10
2013 ,"'Group F Physical Sciences' ","'EU (excluding UK)' ","'Main scheme Clearing' ",45
2013 ,"'Group F Physical Sciences' ","'EU (excluding UK)' ","'Direct Clearing' ",15
2013 ,"'Group F Physical Sciences' ","'EU (excluding UK)' ","'RPA' ",5
2013 ,"'Group F Physical Sciences' ","'Not EU' ","'Firm choice' ",655
2013 ,"'Group F Physical Sciences' ","'Not EU' ","'Insurance choice' ",105
2013 ,"'Group F Physical Sciences' ","'Not EU' ","'Other main scheme choice' ",40
2013 ,"'Group F Physical Sciences' ","'Not EU' ","'Extra' ",5
2013 ,"'Group F Physical Sciences' ","'Not EU' ","'Main scheme Clearing' ",65
2013 ,"'Group F Physical Sciences' ","'Not EU' ","'Direct Clearing' ",25
2013 ,"'Group F Physical Sciences' ","'Not EU' ","'RPA' ",70
2013 ,"'Group G Mathematical Sciences' ","'UK' ","'Firm choice' ",5010
2013 ,"'Group G Mathematical Sciences' ","'UK' ","'Insurance choice' ",1025
2013 ,"'Group G Mathematical Sciences' ","'UK' ","'Other main scheme choice' ",65
2013 ,"'Group G Mathematical Sciences' ","'UK' ","'Extra' ",50
2013 ,"'Group G Mathematical Sciences' ","'UK' ","'Adjustment' ",45
2013 ,"'Group G Mathematical Sciences' ","'UK' ","'Main scheme Clearing' ",710
2013 ,"'Group G Mathematical Sciences' ","'UK' ","'Direct Clearing' ",125
2013 ,"'Group G Mathematical Sciences' ","'UK' ","'RPA' ",55
2013 ,"'Group G Mathematical Sciences' ","'EU (excluding UK)' ","'Firm choice' ",255
2013 ,"'Group G Mathematical Sciences' ","'EU (excluding UK)' ","'Insurance choice' ",35
2013 ,"'Group G Mathematical Sciences' ","'EU (excluding UK)' ","'Other main scheme choice' ",5
2013 ,"'Group G Mathematical Sciences' ","'EU (excluding UK)' ","'Main scheme Clearing' ",20
2013 ,"'Group G Mathematical Sciences' ","'EU (excluding UK)' ","'Direct Clearing' ",5
2013 ,"'Group G Mathematical Sciences' ","'Not EU' ","'Firm choice' ",725
2013 ,"'Group G Mathematical Sciences' ","'Not EU' ","'Insurance choice' ",165
2013 ,"'Group G Mathematical Sciences' ","'Not EU' ","'Other main scheme choice' ",30
2013 ,"'Group G Mathematical Sciences' ","'Not EU' ","'Extra' ",15
2013 ,"'Group G Mathematical Sciences' ","'Not EU' ","'Main scheme Clearing' ",90
2013 ,"'Group G Mathematical Sciences' ","'Not EU' ","'Direct Clearing' ",15
2013 ,"'Group G Mathematical Sciences' ","'Not EU' ","'RPA' ",30
2013 ,"'Group H Engineering' ","'UK' ","'Firm choice' ",14110
2013 ,"'Group H Engineering' ","'UK' ","'Insurance choice' ",2090
2013 ,"'Group H Engineering' ","'UK' ","'Other main scheme choice' ",505
2013 ,"'Group H Engineering' ","'UK' ","'Extra' ",245
2013 ,"'Group H Engineering' ","'UK' ","'Adjustment' ",40
2013 ,"'Group H Engineering' ","'UK' ","'Main scheme Clearing' ",2150
2013 ,"'Group H Engineering' ","'UK' ","'Direct Clearing' ",795
2013 ,"'Group H Engineering' ","'UK' ","'RPA' ",720
2013 ,"'Group H Engineering' ","'EU (excluding UK)' ","'Firm choice' ",1320
2013 ,"'Group H Engineering' ","'EU (excluding UK)' ","'Insurance choice' ",165
2013 ,"'Group H Engineering' ","'EU (excluding UK)' ","'Other main scheme choice' ",80
2013 ,"'Group H Engineering' ","'EU (excluding UK)' ","'Extra' ",15
2013 ,"'Group H Engineering' ","'EU (excluding UK)' ","'Main scheme Clearing' ",105
2013 ,"'Group H Engineering' ","'EU (excluding UK)' ","'Direct Clearing' ",35
2013 ,"'Group H Engineering' ","'EU (excluding UK)' ","'RPA' ",95
2013 ,"'Group H Engineering' ","'Not EU' ","'Firm choice' ",2765
2013 ,"'Group H Engineering' ","'Not EU' ","'Insurance choice' ",375
2013 ,"'Group H Engineering' ","'Not EU' ","'Other main scheme choice' ",395
2013 ,"'Group H Engineering' ","'Not EU' ","'Extra' ",40
2013 ,"'Group H Engineering' ","'Not EU' ","'Adjustment' ",10
2013 ,"'Group H Engineering' ","'Not EU' ","'Main scheme Clearing' ",410
2013 ,"'Group H Engineering' ","'Not EU' ","'Direct Clearing' ",85
2013 ,"'Group H Engineering' ","'Not EU' ","'RPA' ",595
2013 ,"'Group I Computer Sciences' ","'UK' ","'Firm choice' ",13860
2013 ,"'Group I Computer Sciences' ","'UK' ","'Insurance choice' ",1335
2013 ,"'Group I Computer Sciences' ","'UK' ","'Other main scheme choice' ",650
2013 ,"'Group I Computer Sciences' ","'UK' ","'Extra' ",200
2013 ,"'Group I Computer Sciences' ","'UK' ","'Adjustment' ",35
2013 ,"'Group I Computer Sciences' ","'UK' ","'Main scheme Clearing' ",1620
2013 ,"'Group I Computer Sciences' ","'UK' ","'Direct Clearing' ",955
2013 ,"'Group I Computer Sciences' ","'UK' ","'RPA' ",935
2013 ,"'Group I Computer Sciences' ","'EU (excluding UK)' ","'Firm choice' ",935
2013 ,"'Group I Computer Sciences' ","'EU (excluding UK)' ","'Insurance choice' ",80
2013 ,"'Group I Computer Sciences' ","'EU (excluding UK)' ","'Other main scheme choice' ",70
2013 ,"'Group I Computer Sciences' ","'EU (excluding UK)' ","'Extra' ",10
2013 ,"'Group I Computer Sciences' ","'EU (excluding UK)' ","'Main scheme Clearing' ",50
2013 ,"'Group I Computer Sciences' ","'EU (excluding UK)' ","'Direct Clearing' ",20
2013 ,"'Group I Computer Sciences' ","'EU (excluding UK)' ","'RPA' ",30
2013 ,"'Group I Computer Sciences' ","'Not EU' ","'Firm choice' ",505
2013 ,"'Group I Computer Sciences' ","'Not EU' ","'Insurance choice' ",75
2013 ,"'Group I Computer Sciences' ","'Not EU' ","'Other main scheme choice' ",90
2013 ,"'Group I Computer Sciences' ","'Not EU' ","'Extra' ",5
2013 ,"'Group I Computer Sciences' ","'Not EU' ","'Main scheme Clearing' ",90
2013 ,"'Group I Computer Sciences' ","'Not EU' ","'Direct Clearing' ",35
2013 ,"'Group I Computer Sciences' ","'Not EU' ","'RPA' ",125
2013 ,"'Group J Technologies' ","'UK' ","'Firm choice' ",1620
2013 ,"'Group J Technologies' ","'UK' ","'Insurance choice' ",100
2013 ,"'Group J Technologies' ","'UK' ","'Other main scheme choice' ",70
2013 ,"'Group J Technologies' ","'UK' ","'Extra' ",25
2013 ,"'Group J Technologies' ","'UK' ","'Main scheme Clearing' ",140
2013 ,"'Group J Technologies' ","'UK' ","'Direct Clearing' ",90
2013 ,"'Group J Technologies' ","'UK' ","'RPA' ",80
2013 ,"'Group J Technologies' ","'EU (excluding UK)' ","'Firm choice' ",130
2013 ,"'Group J Technologies' ","'EU (excluding UK)' ","'Insurance choice' ",5
2013 ,"'Group J Technologies' ","'EU (excluding UK)' ","'Other main scheme choice' ",10
2013 ,"'Group J Technologies' ","'EU (excluding UK)' ","'Extra' ",5
2013 ,"'Group J Technologies' ","'EU (excluding UK)' ","'Main scheme Clearing' ",5
2013 ,"'Group J Technologies' ","'EU (excluding UK)' ","'Direct Clearing' ",5
2013 ,"'Group J Technologies' ","'EU (excluding UK)' ","'RPA' ",5
2013 ,"'Group J Technologies' ","'Not EU' ","'Firm choice' ",165
2013 ,"'Group J Technologies' ","'Not EU' ","'Insurance choice' ",20
2013 ,"'Group J Technologies' ","'Not EU' ","'Other main scheme choice' ",20
2013 ,"'Group J Technologies' ","'Not EU' ","'Main scheme Clearing' ",20
2013 ,"'Group J Technologies' ","'Not EU' ","'Direct Clearing' ",5
2013 ,"'Group J Technologies' ","'Not EU' ","'RPA' ",30
2013 ,"'Group K Architecture, Building and Planning' ","'UK' ","'Firm choice' ",4420
2013 ,"'Group K Architecture, Building and Planning' ","'UK' ","'Insurance choice' ",385
2013 ,"'Group K Architecture, Building and Planning' ","'UK' ","'Other main scheme choice' ",215
2013 ,"'Group K Architecture, Building and Planning' ","'UK' ","'Extra' ",60
2013 ,"'Group K Architecture, Building and Planning' ","'UK' ","'Adjustment' ",10
2013 ,"'Group K Architecture, Building and Planning' ","'UK' ","'Main scheme Clearing' ",455
2013 ,"'Group K Architecture, Building and Planning' ","'UK' ","'Direct Clearing' ",355
2013 ,"'Group K Architecture, Building and Planning' ","'UK' ","'RPA' ",235
2013 ,"'Group K Architecture, Building and Planning' ","'EU (excluding UK)' ","'Firm choice' ",540
2013 ,"'Group K Architecture, Building and Planning' ","'EU (excluding UK)' ","'Insurance choice' ",35
2013 ,"'Group K Architecture, Building and Planning' ","'EU (excluding UK)' ","'Other main scheme choice' ",35
2013 ,"'Group K Architecture, Building and Planning' ","'EU (excluding UK)' ","'Extra' ",10
2013 ,"'Group K Architecture, Building and Planning' ","'EU (excluding UK)' ","'Main scheme Clearing' ",25
2013 ,"'Group K Architecture, Building and Planning' ","'EU (excluding UK)' ","'Direct Clearing' ",15
2013 ,"'Group K Architecture, Building and Planning' ","'EU (excluding UK)' ","'RPA' ",10
2013 ,"'Group K Architecture, Building and Planning' ","'Not EU' ","'Firm choice' ",615
2013 ,"'Group K Architecture, Building and Planning' ","'Not EU' ","'Insurance choice' ",80
2013 ,"'Group K Architecture, Building and Planning' ","'Not EU' ","'Other main scheme choice' ",100
2013 ,"'Group K Architecture, Building and Planning' ","'Not EU' ","'Extra' ",15
2013 ,"'Group K Architecture, Building and Planning' ","'Not EU' ","'Adjustment' ",5
2013 ,"'Group K Architecture, Building and Planning' ","'Not EU' ","'Main scheme Clearing' ",65
2013 ,"'Group K Architecture, Building and Planning' ","'Not EU' ","'Direct Clearing' ",10
2013 ,"'Group K Architecture, Building and Planning' ","'Not EU' ","'RPA' ",35
2013 ,"'Group L Social Studies' ","'UK' ","'Firm choice' ",24420
2013 ,"'Group L Social Studies' ","'UK' ","'Insurance choice' ",2325
2013 ,"'Group L Social Studies' ","'UK' ","'Other main scheme choice' ",1145
2013 ,"'Group L Social Studies' ","'UK' ","'Extra' ",875
2013 ,"'Group L Social Studies' ","'UK' ","'Adjustment' ",145
2013 ,"'Group L Social Studies' ","'UK' ","'Main scheme Clearing' ",3870
2013 ,"'Group L Social Studies' ","'UK' ","'Direct Clearing' ",1125
2013 ,"'Group L Social Studies' ","'UK' ","'RPA' ",1610
2013 ,"'Group L Social Studies' ","'EU (excluding UK)' ","'Firm choice' ",1550
2013 ,"'Group L Social Studies' ","'EU (excluding UK)' ","'Insurance choice' ",195
2013 ,"'Group L Social Studies' ","'EU (excluding UK)' ","'Other main scheme choice' ",70
2013 ,"'Group L Social Studies' ","'EU (excluding UK)' ","'Extra' ",45
2013 ,"'Group L Social Studies' ","'EU (excluding UK)' ","'Adjustment' ",5
2013 ,"'Group L Social Studies' ","'EU (excluding UK)' ","'Main scheme Clearing' ",105
2013 ,"'Group L Social Studies' ","'EU (excluding UK)' ","'Direct Clearing' ",30
2013 ,"'Group L Social Studies' ","'EU (excluding UK)' ","'RPA' ",35
2013 ,"'Group L Social Studies' ","'Not EU' ","'Firm choice' ",2195
2013 ,"'Group L Social Studies' ","'Not EU' ","'Insurance choice' ",350
2013 ,"'Group L Social Studies' ","'Not EU' ","'Other main scheme choice' ",170
2013 ,"'Group L Social Studies' ","'Not EU' ","'Extra' ",30
2013 ,"'Group L Social Studies' ","'Not EU' ","'Adjustment' ",10
2013 ,"'Group L Social Studies' ","'Not EU' ","'Main scheme Clearing' ",290
2013 ,"'Group L Social Studies' ","'Not EU' ","'Direct Clearing' ",55
2013 ,"'Group L Social Studies' ","'Not EU' ","'RPA' ",275
2013 ,"'Group M Law' ","'UK' ","'Firm choice' ",12980
2013 ,"'Group M Law' ","'UK' ","'Insurance choice' ",1730
2013 ,"'Group M Law' ","'UK' ","'Other main scheme choice' ",325
