"Statistic:   Number of Applications"
"Variables:   Subject Group (Detailed Level) , Ethnic Group (Summary Level) , Cycle Year"
"Coverage:   Applications through the main scheme and UK domiciled"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_028_03.pdf"
 
Cycle Year,Subject Group (Detailed Level) , Ethnic Group (Summary Level),Number of Applications,
2007 ,"'A1 - Pre-clinical Medicine' ","'Asian' ",14175
2013 ,"'B3 - Complementary Medicine' ","'Black' ",80
2013 ,"'B3 - Complementary Medicine' ","'Mixed' ",75
2013 ,"'B3 - Complementary Medicine' ","'White' ",1030
2013 ,"'B3 - Complementary Medicine' ","'Other' ",25
2013 ,"'B3 - Complementary Medicine' ","'Unknown' ",15
2013 ,"'B4 - Nutrition' ","'Asian' ",475
2013 ,"'B4 - Nutrition' ","'Black' ",490
2013 ,"'B4 - Nutrition' ","'Mixed' ",195
2013 ,"'B4 - Nutrition' ","'White' ",3810
2013 ,"'B4 - Nutrition' ","'Other' ",130
2013 ,"'B4 - Nutrition' ","'Unknown' ",70
2013 ,"'B5 - Ophthalmics' ","'Asian' ",2875
2013 ,"'B5 - Ophthalmics' ","'Black' ",195
2013 ,"'B5 - Ophthalmics' ","'Mixed' ",95
2013 ,"'B5 - Ophthalmics' ","'White' ",1445
2013 ,"'B5 - Ophthalmics' ","'Other' ",150
2013 ,"'B5 - Ophthalmics' ","'Unknown' ",70
2013 ,"'B6 - Aural and Oral Sciences' ","'Asian' ",625
2013 ,"'B6 - Aural and Oral Sciences' ","'Black' ",300
2013 ,"'B6 - Aural and Oral Sciences' ","'Mixed' ",145
2013 ,"'B6 - Aural and Oral Sciences' ","'White' ",3445
2013 ,"'B6 - Aural and Oral Sciences' ","'Other' ",45
2013 ,"'B6 - Aural and Oral Sciences' ","'Unknown' ",20
2013 ,"'B7 - Nursing' ","'Asian' ",16455
2013 ,"'B7 - Nursing' ","'Black' ",42720
2013 ,"'B7 - Nursing' ","'Mixed' ",6275
2013 ,"'B7 - Nursing' ","'White' ",146305
2013 ,"'B7 - Nursing' ","'Other' ",2015
2013 ,"'B7 - Nursing' ","'Unknown' ",1040
2013 ,"'B8 - Medical Technology' ","'Asian' ",3290
2013 ,"'B8 - Medical Technology' ","'Black' ",3075
2013 ,"'B8 - Medical Technology' ","'Mixed' ",440
2013 ,"'B8 - Medical Technology' ","'White' ",7300
2013 ,"'B8 - Medical Technology' ","'Other' ",395
2013 ,"'B8 - Medical Technology' ","'Unknown' ",185
2013 ,"'B9 - Others in Subjects allied to Medicine' ","'Asian' ",8680
2013 ,"'B9 - Others in Subjects allied to Medicine' ","'Black' ",6515
2013 ,"'B9 - Others in Subjects allied to Medicine' ","'Mixed' ",1655
2013 ,"'B9 - Others in Subjects allied to Medicine' ","'White' ",34970
2013 ,"'B9 - Others in Subjects allied to Medicine' ","'Other' ",1120
2013 ,"'B9 - Others in Subjects allied to Medicine' ","'Unknown' ",390
2013 ,"'BB - Combinations within Subjects allied to Medicine' ","'Asian' ",300
2013 ,"'BB - Combinations within Subjects allied to Medicine' ","'Black' ",140
2013 ,"'BB - Combinations within Subjects allied to Medicine' ","'Mixed' ",40
2013 ,"'BB - Combinations within Subjects allied to Medicine' ","'White' ",465
2013 ,"'BB - Combinations within Subjects allied to Medicine' ","'Other' ",30
2013 ,"'BB - Combinations within Subjects allied to Medicine' ","'Unknown' ",10
2013 ,"'C1 - Biology' ","'Asian' ",1915
2013 ,"'C1 - Biology' ","'Black' ",760
2013 ,"'C1 - Biology' ","'Mixed' ",925
2013 ,"'C1 - Biology' ","'White' ",23445
2013 ,"'C1 - Biology' ","'Other' ",235
2013 ,"'C1 - Biology' ","'Unknown' ",205
2013 ,"'C2 - Botany' ","'Asian' ",5
2013 ,"'C2 - Botany' ","'Black' ",5
2013 ,"'C2 - Botany' ","'Mixed' ",5
2013 ,"'C2 - Botany' ","'White' ",115
2013 ,"'C2 - Botany' ","'Other' ",5
2013 ,"'C3 - Zoology' ","'Asian' ",115
2013 ,"'C3 - Zoology' ","'Black' ",45
2013 ,"'C3 - Zoology' ","'Mixed' ",280
2013 ,"'C3 - Zoology' ","'White' ",8550
2013 ,"'C3 - Zoology' ","'Other' ",45
2013 ,"'C3 - Zoology' ","'Unknown' ",30
2013 ,"'C4 - Genetics' ","'Asian' ",280
2013 ,"'C4 - Genetics' ","'Black' ",80
2013 ,"'C4 - Genetics' ","'Mixed' ",75
2013 ,"'C4 - Genetics' ","'White' ",1360
2013 ,"'C4 - Genetics' ","'Other' ",60
2013 ,"'C4 - Genetics' ","'Unknown' ",10
2013 ,"'C5 - Microbiology' ","'Asian' ",200
2013 ,"'C5 - Microbiology' ","'Black' ",110
2013 ,"'C5 - Microbiology' ","'Mixed' ",65
2013 ,"'C5 - Microbiology' ","'White' ",1535
2013 ,"'C5 - Microbiology' ","'Other' ",35
2013 ,"'C5 - Microbiology' ","'Unknown' ",10
2013 ,"'C6 - Sport and Exercise Science' ","'Asian' ",2150
2013 ,"'C6 - Sport and Exercise Science' ","'Black' ",3420
2013 ,"'C6 - Sport and Exercise Science' ","'Mixed' ",2230
2013 ,"'C6 - Sport and Exercise Science' ","'White' ",48120
2013 ,"'C6 - Sport and Exercise Science' ","'Other' ",390
2013 ,"'C6 - Sport and Exercise Science' ","'Unknown' ",130
2013 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Asian' ",2840
2013 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Black' ",1240
2013 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Mixed' ",730
2013 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'White' ",11150
2013 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Other' ",355
2013 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Unknown' ",140
2013 ,"'C8 - Psychology' ","'Asian' ",7940
2013 ,"'C8 - Psychology' ","'Black' ",5570
2013 ,"'C8 - Psychology' ","'Mixed' ",3890
2013 ,"'C8 - Psychology' ","'White' ",64845
2013 ,"'C8 - Psychology' ","'Other' ",1260
2013 ,"'C8 - Psychology' ","'Unknown' ",440
2013 ,"'C9 - Others in Biological Sciences' ","'Asian' ",1335
2013 ,"'C9 - Others in Biological Sciences' ","'Black' ",620
2013 ,"'C9 - Others in Biological Sciences' ","'Mixed' ",180
2013 ,"'C9 - Others in Biological Sciences' ","'White' ",2500
2013 ,"'C9 - Others in Biological Sciences' ","'Other' ",155
2013 ,"'C9 - Others in Biological Sciences' ","'Unknown' ",45
2013 ,"'CC - Combinations within Biological Sciences' ","'Asian' ",195
2013 ,"'CC - Combinations within Biological Sciences' ","'Black' ",120
2013 ,"'CC - Combinations within Biological Sciences' ","'Mixed' ",100
2013 ,"'CC - Combinations within Biological Sciences' ","'White' ",2510
2013 ,"'CC - Combinations within Biological Sciences' ","'Other' ",30
2013 ,"'CC - Combinations within Biological Sciences' ","'Unknown' ",15
2013 ,"'D1 - Pre-clinical Veterinary Medicine' ","'Asian' ",165
2013 ,"'D1 - Pre-clinical Veterinary Medicine' ","'Black' ",40
2013 ,"'D1 - Pre-clinical Veterinary Medicine' ","'Mixed' ",185
2013 ,"'D1 - Pre-clinical Veterinary Medicine' ","'White' ",6770
2013 ,"'D1 - Pre-clinical Veterinary Medicine' ","'Other' ",20
2013 ,"'D1 - Pre-clinical Veterinary Medicine' ","'Unknown' ",30
2013 ,"'D2 - Clinical Veterinary Medicine & Dentistry' ","'White' ",15
2013 ,"'D3 - Animal Science' ","'Asian' ",145
2013 ,"'D3 - Animal Science' ","'Black' ",90
2013 ,"'D3 - Animal Science' ","'Mixed' ",230
2013 ,"'D3 - Animal Science' ","'White' ",9330
2013 ,"'D3 - Animal Science' ","'Other' ",20
2013 ,"'D3 - Animal Science' ","'Unknown' ",25
2013 ,"'D4 - Agriculture' ","'Asian' ",25
2013 ,"'D4 - Agriculture' ","'Black' ",45
2013 ,"'D4 - Agriculture' ","'Mixed' ",55
2013 ,"'D4 - Agriculture' ","'White' ",5840
2013 ,"'D4 - Agriculture' ","'Other' ",10
2013 ,"'D4 - Agriculture' ","'Unknown' ",15
2013 ,"'D5 - Forestry & arboriculture' ","'White' ",255
2013 ,"'D6 - Food and Beverage studies' ","'Asian' ",90
2013 ,"'D6 - Food and Beverage studies' ","'Black' ",95
2013 ,"'D6 - Food and Beverage studies' ","'Mixed' ",40
2013 ,"'D6 - Food and Beverage studies' ","'White' ",1165
2013 ,"'D6 - Food and Beverage studies' ","'Other' ",5
2013 ,"'D6 - Food and Beverage studies' ","'Unknown' ",5
2013 ,"'D7 - Agricultural Sciences' ","'Asian' ",5
2013 ,"'D7 - Agricultural Sciences' ","'Black' ",5
2013 ,"'D7 - Agricultural Sciences' ","'White' ",350
2013 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'Asian' ",10
2013 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'Mixed' ",5
2013 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'White' ",180
2013 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'Asian' ",5
2013 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'Black' ",5
2013 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'Mixed' ",10
2013 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'White' ",400
2013 ,"'F1 - Chemistry' ","'Asian' ",3270
2013 ,"'F1 - Chemistry' ","'Black' ",965
2013 ,"'F1 - Chemistry' ","'Mixed' ",745
2013 ,"'F1 - Chemistry' ","'White' ",18010
2013 ,"'F1 - Chemistry' ","'Other' ",280
2013 ,"'F1 - Chemistry' ","'Unknown' ",150
2013 ,"'F2 - Materials Science' ","'White' ",20
2013 ,"'F3 - Physics' ","'Asian' ",1785
2013 ,"'F3 - Physics' ","'Black' ",300
2013 ,"'F3 - Physics' ","'Mixed' ",835
2013 ,"'F3 - Physics' ","'White' ",20375
2013 ,"'F3 - Physics' ","'Other' ",215
2013 ,"'F3 - Physics' ","'Unknown' ",200
2013 ,"'F4 - Forensic and Archaeological Science' ","'Asian' ",885
2013 ,"'F4 - Forensic and Archaeological Science' ","'Black' ",445
2013 ,"'F4 - Forensic and Archaeological Science' ","'Mixed' ",305
2013 ,"'F4 - Forensic and Archaeological Science' ","'White' ",6570
2013 ,"'F4 - Forensic and Archaeological Science' ","'Other' ",110
2013 ,"'F4 - Forensic and Archaeological Science' ","'Unknown' ",40
2013 ,"'F5 - Astronomy' ","'Asian' ",110
2013 ,"'F5 - Astronomy' ","'Black' ",25
2013 ,"'F5 - Astronomy' ","'Mixed' ",20
2013 ,"'F5 - Astronomy' ","'White' ",850
2013 ,"'F5 - Astronomy' ","'Other' ",10
2013 ,"'F5 - Astronomy' ","'Unknown' ",5
2013 ,"'F6 - Geology' ","'Asian' ",270
2013 ,"'F6 - Geology' ","'Black' ",215
2013 ,"'F6 - Geology' ","'Mixed' ",250
2013 ,"'F6 - Geology' ","'White' ",7640
2013 ,"'F6 - Geology' ","'Other' ",50
2013 ,"'F6 - Geology' ","'Unknown' ",25
2013 ,"'F7 - Science of aquatic & terrestrial environments' ","'Asian' ",190
2013 ,"'F7 - Science of aquatic & terrestrial environments' ","'Black' ",170
2013 ,"'F7 - Science of aquatic & terrestrial environments' ","'Mixed' ",170
2013 ,"'F7 - Science of aquatic & terrestrial environments' ","'White' ",5190
2013 ,"'F7 - Science of aquatic & terrestrial environments' ","'Other' ",40
2013 ,"'F7 - Science of aquatic & terrestrial environments' ","'Unknown' ",25
2013 ,"'F8 - Physical geographical sciences' ","'Asian' ",485
2013 ,"'F8 - Physical geographical sciences' ","'Black' ",190
2013 ,"'F8 - Physical geographical sciences' ","'Mixed' ",405
2013 ,"'F8 - Physical geographical sciences' ","'White' ",17095
2013 ,"'F8 - Physical geographical sciences' ","'Other' ",35
2013 ,"'F8 - Physical geographical sciences' ","'Unknown' ",40
2013 ,"'F9 - Others in Physical Sciences' ","'Asian' ",25
2013 ,"'F9 - Others in Physical Sciences' ","'Black' ",25
2013 ,"'F9 - Others in Physical Sciences' ","'Mixed' ",10
2013 ,"'F9 - Others in Physical Sciences' ","'White' ",250
2013 ,"'F9 - Others in Physical Sciences' ","'Other' ",5
2013 ,"'F9 - Others in Physical Sciences' ","'Unknown' ",5
2013 ,"'FF - Combinations within Physical Sciences' ","'Asian' ",120
2013 ,"'FF - Combinations within Physical Sciences' ","'Black' ",40
2013 ,"'FF - Combinations within Physical Sciences' ","'Mixed' ",80
2013 ,"'FF - Combinations within Physical Sciences' ","'White' ",2270
2013 ,"'FF - Combinations within Physical Sciences' ","'Other' ",25
2013 ,"'FF - Combinations within Physical Sciences' ","'Unknown' ",15
2013 ,"'G1 - Mathematics' ","'Asian' ",5650
2013 ,"'G1 - Mathematics' ","'Black' ",995
2013 ,"'G1 - Mathematics' ","'Mixed' ",1115
2013 ,"'G1 - Mathematics' ","'White' ",26050
2013 ,"'G1 - Mathematics' ","'Other' ",490
2013 ,"'G1 - Mathematics' ","'Unknown' ",215
2013 ,"'G2 - Operational Research' ","'Asian' ",30
2013 ,"'G2 - Operational Research' ","'Black' ",5
2013 ,"'G2 - Operational Research' ","'Mixed' ",5
2013 ,"'G2 - Operational Research' ","'White' ",170
2013 ,"'G3 - Statistics' ","'Asian' ",150
2013 ,"'G3 - Statistics' ","'Black' ",40
2013 ,"'G3 - Statistics' ","'Mixed' ",15
2013 ,"'G3 - Statistics' ","'White' ",120
2013 ,"'G3 - Statistics' ","'Other' ",10
2013 ,"'G3 - Statistics' ","'Unknown' ",5
2013 ,"'G9 - Others in Mathematical Sciences' ","'Asian' ",25
2013 ,"'G9 - Others in Mathematical Sciences' ","'Black' ",5
2013 ,"'G9 - Others in Mathematical Sciences' ","'White' ",20
2013 ,"'GG - Combinations within Mathematical Sciences' ","'Asian' ",325
2013 ,"'GG - Combinations within Mathematical Sciences' ","'Black' ",105
2013 ,"'GG - Combinations within Mathematical Sciences' ","'Mixed' ",40
2013 ,"'GG - Combinations within Mathematical Sciences' ","'White' ",1010
2013 ,"'GG - Combinations within Mathematical Sciences' ","'Other' ",35
2013 ,"'GG - Combinations within Mathematical Sciences' ","'Unknown' ",25
2013 ,"'H1 - General Engineering' ","'Asian' ",2065
2013 ,"'H1 - General Engineering' ","'Black' ",1185
2013 ,"'H1 - General Engineering' ","'Mixed' ",450
2013 ,"'H1 - General Engineering' ","'White' ",7955
2013 ,"'H1 - General Engineering' ","'Other' ",300
2013 ,"'H1 - General Engineering' ","'Unknown' ",120
2013 ,"'H2 - Civil Engineering' ","'Asian' ",2110
2013 ,"'H2 - Civil Engineering' ","'Black' ",1340
2013 ,"'H2 - Civil Engineering' ","'Mixed' ",525
2013 ,"'H2 - Civil Engineering' ","'White' ",9510
2013 ,"'H2 - Civil Engineering' ","'Other' ",540
2013 ,"'H2 - Civil Engineering' ","'Unknown' ",135
2013 ,"'H3 - Mechanical Engineering' ","'Asian' ",4230
2013 ,"'H3 - Mechanical Engineering' ","'Black' ",1905
2013 ,"'H3 - Mechanical Engineering' ","'Mixed' ",1060
2013 ,"'H3 - Mechanical Engineering' ","'White' ",23710
2013 ,"'H3 - Mechanical Engineering' ","'Other' ",535
2013 ,"'H3 - Mechanical Engineering' ","'Unknown' ",205
2013 ,"'H4 - Aerospace Engineering' ","'Asian' ",2140
2013 ,"'H4 - Aerospace Engineering' ","'Black' ",1030
2013 ,"'H4 - Aerospace Engineering' ","'Mixed' ",450
2013 ,"'H4 - Aerospace Engineering' ","'White' ",6905
2013 ,"'H4 - Aerospace Engineering' ","'Other' ",345
2013 ,"'H4 - Aerospace Engineering' ","'Unknown' ",100
2013 ,"'H5 - Naval Architecture' ","'Asian' ",5
2013 ,"'H5 - Naval Architecture' ","'Black' ",5
2013 ,"'H5 - Naval Architecture' ","'White' ",220
2013 ,"'H6 - Electronic and Electrical Engineering' ","'Asian' ",2405
2013 ,"'H6 - Electronic and Electrical Engineering' ","'Black' ",1735
2013 ,"'H6 - Electronic and Electrical Engineering' ","'Mixed' ",495
2013 ,"'H6 - Electronic and Electrical Engineering' ","'White' ",9590
2013 ,"'H6 - Electronic and Electrical Engineering' ","'Other' ",450
2013 ,"'H6 - Electronic and Electrical Engineering' ","'Unknown' ",130
2013 ,"'H7 - Production and Manufacturing Engineering' ","'Asian' ",165
2013 ,"'H7 - Production and Manufacturing Engineering' ","'Black' ",110
2013 ,"'H7 - Production and Manufacturing Engineering' ","'Mixed' ",65
2013 ,"'H7 - Production and Manufacturing Engineering' ","'White' ",2215
2013 ,"'H7 - Production and Manufacturing Engineering' ","'Other' ",25
2013 ,"'H7 - Production and Manufacturing Engineering' ","'Unknown' ",15
2013 ,"'H8 - Chemical,Process and Energy Engineering' ","'Asian' ",2045
2013 ,"'H8 - Chemical,Process and Energy Engineering' ","'Black' ",1140
2013 ,"'H8 - Chemical,Process and Energy Engineering' ","'Mixed' ",430
2013 ,"'H8 - Chemical,Process and Energy Engineering' ","'White' ",6555
2013 ,"'H8 - Chemical,Process and Energy Engineering' ","'Other' ",345
2013 ,"'H8 - Chemical,Process and Energy Engineering' ","'Unknown' ",140
2013 ,"'H9 - Others in Engineering' ","'Asian' ",5
2013 ,"'H9 - Others in Engineering' ","'White' ",10
2013 ,"'HH - Combinations within Engineering' ","'Asian' ",295
2013 ,"'HH - Combinations within Engineering' ","'Black' ",160
2013 ,"'HH - Combinations within Engineering' ","'Mixed' ",80
2013 ,"'HH - Combinations within Engineering' ","'White' ",1880
2013 ,"'HH - Combinations within Engineering' ","'Other' ",55
2013 ,"'HH - Combinations within Engineering' ","'Unknown' ",20
2013 ,"'I1 - Computer Science' ","'Asian' ",10395
2013 ,"'I1 - Computer Science' ","'Black' ",4755
2013 ,"'I1 - Computer Science' ","'Mixed' ",2000
2013 ,"'I1 - Computer Science' ","'White' ",37945
2013 ,"'I1 - Computer Science' ","'Other' ",1150
2013 ,"'I1 - Computer Science' ","'Unknown' ",495
2013 ,"'I2 - Information Systems' ","'Asian' ",2585
2013 ,"'I2 - Information Systems' ","'Black' ",1210
2013 ,"'I2 - Information Systems' ","'Mixed' ",300
2013 ,"'I2 - Information Systems' ","'White' ",6125
2013 ,"'I2 - Information Systems' ","'Other' ",205
2013 ,"'I2 - Information Systems' ","'Unknown' ",70
2013 ,"'I3 - Software Engineering' ","'Asian' ",1135
2013 ,"'I3 - Software Engineering' ","'Black' ",550
2013 ,"'I3 - Software Engineering' ","'Mixed' ",275
2013 ,"'I3 - Software Engineering' ","'White' ",6045
2013 ,"'I3 - Software Engineering' ","'Other' ",125
2013 ,"'I3 - Software Engineering' ","'Unknown' ",60
2013 ,"'I4 - Artificial Intelligence' ","'Asian' ",30
2013 ,"'I4 - Artificial Intelligence' ","'Black' ",15
2013 ,"'I4 - Artificial Intelligence' ","'Mixed' ",15
2013 ,"'I4 - Artificial Intelligence' ","'White' ",140
2013 ,"'I4 - Artificial Intelligence' ","'Other' ",5
2013 ,"'I5 - Health Informatics' ","'Asian' ",5
2013 ,"'I5 - Health Informatics' ","'White' ",15
2013 ,"'I6 - Games' ","'Asian' ",245
2013 ,"'I6 - Games' ","'Black' ",180
2013 ,"'I6 - Games' ","'Mixed' ",135
2013 ,"'I6 - Games' ","'White' ",2590
2013 ,"'I6 - Games' ","'Other' ",30
2013 ,"'I6 - Games' ","'Unknown' ",30
2013 ,"'I7 - Computer generated visual & audio effects' ","'Asian' ",20
2013 ,"'I7 - Computer generated visual & audio effects' ","'Black' ",10
2013 ,"'I7 - Computer generated visual & audio effects' ","'Mixed' ",10
2013 ,"'I7 - Computer generated visual & audio effects' ","'White' ",180
2013 ,"'I7 - Computer generated visual & audio effects' ","'Other' ",5
2013 ,"'I7 - Computer generated visual & audio effects' ","'Unknown' ",5
2013 ,"'I9 - Others in Computer Sciences' ","'Asian' ",100
2013 ,"'I9 - Others in Computer Sciences' ","'Black' ",60
2013 ,"'I9 - Others in Computer Sciences' ","'Mixed' ",15
2013 ,"'I9 - Others in Computer Sciences' ","'White' ",270
2013 ,"'I9 - Others in Computer Sciences' ","'Other' ",10
2013 ,"'I9 - Others in Computer Sciences' ","'Unknown' ",5
2013 ,"'II - Combinations in Computer Sciences' ","'Asian' ",645
2013 ,"'II - Combinations in Computer Sciences' ","'Black' ",355
2013 ,"'II - Combinations in Computer Sciences' ","'Mixed' ",195
2013 ,"'II - Combinations in Computer Sciences' ","'White' ",4120
2013 ,"'II - Combinations in Computer Sciences' ","'Other' ",75
2013 ,"'II - Combinations in Computer Sciences' ","'Unknown' ",40
2013 ,"'J1 - Minerals Technology' ","'Black' ",10
2013 ,"'J1 - Minerals Technology' ","'Mixed' ",5
2013 ,"'J1 - Minerals Technology' ","'White' ",90
2013 ,"'J2 - Metallurgy' ","'Asian' ",5
2013 ,"'J2 - Metallurgy' ","'White' ",15
2013 ,"'J3 - Ceramics and Glass' ","'White' ",15
2013 ,"'J4 - Polymers and Textiles' ","'Asian' ",15
2013 ,"'J4 - Polymers and Textiles' ","'Black' ",5
2013 ,"'J4 - Polymers and Textiles' ","'Mixed' ",10
2013 ,"'J4 - Polymers and Textiles' ","'White' ",340
2013 ,"'J5 - Materials Technology not otherwise spec' ","'Asian' ",95
2013 ,"'J5 - Materials Technology not otherwise spec' ","'Black' ",45
2013 ,"'J5 - Materials Technology not otherwise spec' ","'Mixed' ",25
2013 ,"'J5 - Materials Technology not otherwise spec' ","'White' ",465
2013 ,"'J5 - Materials Technology not otherwise spec' ","'Other' ",15
2013 ,"'J5 - Materials Technology not otherwise spec' ","'Unknown' ",5
2013 ,"'J6 - Maritime Technology' ","'Asian' ",10
2013 ,"'J6 - Maritime Technology' ","'Black' ",15
2013 ,"'J6 - Maritime Technology' ","'Mixed' ",10
2013 ,"'J6 - Maritime Technology' ","'White' ",360
2013 ,"'J6 - Maritime Technology' ","'Other' ",5
2013 ,"'J7 - Biotechnology' ","'Asian' ",105
2013 ,"'J7 - Biotechnology' ","'Black' ",35
2013 ,"'J7 - Biotechnology' ","'Mixed' ",35
2013 ,"'J7 - Biotechnology' ","'White' ",390
2013 ,"'J7 - Biotechnology' ","'Other' ",10
2013 ,"'J7 - Biotechnology' ","'Unknown' ",10
2013 ,"'J9 - Others in Technology' ","'Asian' ",145
2013 ,"'J9 - Others in Technology' ","'Black' ",350
2013 ,"'J9 - Others in Technology' ","'Mixed' ",190
2013 ,"'J9 - Others in Technology' ","'White' ",5115
2013 ,"'J9 - Others in Technology' ","'Other' ",20
2013 ,"'J9 - Others in Technology' ","'Unknown' ",35
2013 ,"'JJ - Combinations within Technology' ","'White' ",10
2013 ,"'K1 - Architecture' ","'Asian' ",2305
2013 ,"'K1 - Architecture' ","'Black' ",1340
2013 ,"'K1 - Architecture' ","'Mixed' ",830
2013 ,"'K1 - Architecture' ","'White' ",10710
2013 ,"'K1 - Architecture' ","'Other' ",645
2013 ,"'K1 - Architecture' ","'Unknown' ",120
2013 ,"'K2 - Building' ","'Asian' ",800
2013 ,"'K2 - Building' ","'Black' ",635
2013 ,"'K2 - Building' ","'Mixed' ",270
2013 ,"'K2 - Building' ","'White' ",6995
2013 ,"'K2 - Building' ","'Other' ",135
2013 ,"'K2 - Building' ","'Unknown' ",45
2013 ,"'K3 - Landscape & Garden Design' ","'Asian' ",40
2013 ,"'K3 - Landscape & Garden Design' ","'Black' ",15
2013 ,"'K3 - Landscape & Garden Design' ","'Mixed' ",10
2013 ,"'K3 - Landscape & Garden Design' ","'White' ",450
2013 ,"'K3 - Landscape & Garden Design' ","'Other' ",15
2013 ,"'K4 - Planning (Urban,Rural and Regional)' ","'Asian' ",100
2013 ,"'K4 - Planning (Urban,Rural and Regional)' ","'Black' ",115
2013 ,"'K4 - Planning (Urban,Rural and Regional)' ","'Mixed' ",60
2013 ,"'K4 - Planning (Urban,Rural and Regional)' ","'White' ",1650
2013 ,"'K4 - Planning (Urban,Rural and Regional)' ","'Other' ",20
2013 ,"'K4 - Planning (Urban,Rural and Regional)' ","'Unknown' ",10
2013 ,"'K9 - Others in Architecture,Build & Plan' ","'Black' ",5
2013 ,"'K9 - Others in Architecture,Build & Plan' ","'Mixed' ",5
2013 ,"'K9 - Others in Architecture,Build & Plan' ","'White' ",25
2013 ,"'KK - Combinations within Architecture,Build & Plan' ","'Asian' ",55
2013 ,"'KK - Combinations within Architecture,Build & Plan' ","'Black' ",40
2013 ,"'KK - Combinations within Architecture,Build & Plan' ","'Mixed' ",30
2013 ,"'KK - Combinations within Architecture,Build & Plan' ","'White' ",475
2013 ,"'KK - Combinations within Architecture,Build & Plan' ","'Other' ",10
2013 ,"'L1 - Economics' ","'Asian' ",7130
2013 ,"'L1 - Economics' ","'Black' ",2730
2013 ,"'L1 - Economics' ","'Mixed' ",1435
2013 ,"'L1 - Economics' ","'White' ",19485
2013 ,"'L1 - Economics' ","'Other' ",605
2013 ,"'L1 - Economics' ","'Unknown' ",235
2013 ,"'L2 - Politics' ","'Asian' ",1870
2013 ,"'L2 - Politics' ","'Black' ",1840
2013 ,"'L2 - Politics' ","'Mixed' ",1055
2013 ,"'L2 - Politics' ","'White' ",17095
2013 ,"'L2 - Politics' ","'Other' ",515
2013 ,"'L2 - Politics' ","'Unknown' ",235
2013 ,"'L3 - Sociology' ","'Asian' ",2215
2013 ,"'L3 - Sociology' ","'Black' ",1810
2013 ,"'L3 - Sociology' ","'Mixed' ",910
2013 ,"'L3 - Sociology' ","'White' ",17290
2013 ,"'L3 - Sociology' ","'Other' ",260
2013 ,"'L3 - Sociology' ","'Unknown' ",115
2013 ,"'L4 - Social Policy' ","'Asian' ",335
2013 ,"'L4 - Social Policy' ","'Black' ",370
2013 ,"'L4 - Social Policy' ","'Mixed' ",135
2013 ,"'L4 - Social Policy' ","'White' ",3925
2013 ,"'L4 - Social Policy' ","'Other' ",20
2013 ,"'L4 - Social Policy' ","'Unknown' ",20
2013 ,"'L5 - Social Work' ","'Asian' ",4265
2013 ,"'L5 - Social Work' ","'Black' ",13440
2013 ,"'L5 - Social Work' ","'Mixed' ",2245
2013 ,"'L5 - Social Work' ","'White' ",38260
2013 ,"'L5 - Social Work' ","'Other' ",495
2013 ,"'L5 - Social Work' ","'Unknown' ",455
2013 ,"'L6 - Anthropology' ","'Asian' ",220
2013 ,"'L6 - Anthropology' ","'Black' ",225
2013 ,"'L6 - Anthropology' ","'Mixed' ",290
2013 ,"'L6 - Anthropology' ","'White' ",4055
2013 ,"'L6 - Anthropology' ","'Other' ",90
2013 ,"'L6 - Anthropology' ","'Unknown' ",60
2013 ,"'L7 - Human and Social Geography' ","'Asian' ",635
2013 ,"'L7 - Human and Social Geography' ","'Black' ",225
2013 ,"'L7 - Human and Social Geography' ","'Mixed' ",545
2013 ,"'L7 - Human and Social Geography' ","'White' ",13295
2013 ,"'L7 - Human and Social Geography' ","'Other' ",70
2013 ,"'L7 - Human and Social Geography' ","'Unknown' ",60
2013 ,"'L8 - Development studies' ","'Asian' ",5
2013 ,"'L8 - Development studies' ","'Black' ",65
2013 ,"'L8 - Development studies' ","'Mixed' ",5
2013 ,"'L8 - Development studies' ","'White' ",40
2013 ,"'L8 - Development studies' ","'Other' ",5
2013 ,"'L8 - Development studies' ","'Unknown' ",5
2013 ,"'L9 - Others in Social Studies' ","'Asian' ",170
2013 ,"'L9 - Others in Social Studies' ","'Black' ",255
2013 ,"'L9 - Others in Social Studies' ","'Mixed' ",115
2013 ,"'L9 - Others in Social Studies' ","'White' ",1375
2013 ,"'L9 - Others in Social Studies' ","'Other' ",25
2013 ,"'L9 - Others in Social Studies' ","'Unknown' ",15
2013 ,"'LL - Combinations within Social Studies' ","'Asian' ",1180
2013 ,"'LL - Combinations within Social Studies' ","'Black' ",1260
