"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Detailed Level) , Apply Centre Type , Acceptance Route , Cycle Year"
"Coverage:   UK domiciled and 18/19 year olds"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_030_07.pdf"
 
Cycle Year,Subject Group (Detailed Level) , Apply Centre Type , Acceptance Route,Number of Acceptances,
2007 ,"'A1 - Pre-clinical Medicine' ","'Academy' ","'Firm choice' ",1240
2012 ,"'C8 - Psychology' ","'Other' ","'Firm choice' ",465
2012 ,"'C8 - Psychology' ","'Other' ","'Insurance choice' ",25
2012 ,"'C8 - Psychology' ","'Other' ","'Other main scheme choice' ",25
2012 ,"'C8 - Psychology' ","'Other' ","'Extra' ",15
2012 ,"'C8 - Psychology' ","'Other' ","'Main scheme Clearing' ",60
2012 ,"'C8 - Psychology' ","'Other' ","'Direct Clearing' ",55
2012 ,"'C8 - Psychology' ","'Other' ","'RPA' ",60
2012 ,"'C9 - Others in Biological Sciences' ","'Academy' ","'Firm choice' ",120
2012 ,"'C9 - Others in Biological Sciences' ","'Academy' ","'Insurance choice' ",25
2012 ,"'C9 - Others in Biological Sciences' ","'Academy' ","'Extra' ",5
2012 ,"'C9 - Others in Biological Sciences' ","'Academy' ","'Main scheme Clearing' ",30
2012 ,"'C9 - Others in Biological Sciences' ","'Further education' ","'Firm choice' ",35
2012 ,"'C9 - Others in Biological Sciences' ","'Further education' ","'Insurance choice' ",5
2012 ,"'C9 - Others in Biological Sciences' ","'Further education' ","'Extra' ",5
2012 ,"'C9 - Others in Biological Sciences' ","'Further education' ","'Main scheme Clearing' ",5
2012 ,"'C9 - Others in Biological Sciences' ","'Grammar' ","'Firm choice' ",5
2012 ,"'C9 - Others in Biological Sciences' ","'Grammar' ","'Main scheme Clearing' ",5
2012 ,"'C9 - Others in Biological Sciences' ","'Independent' ","'Firm choice' ",40
2012 ,"'C9 - Others in Biological Sciences' ","'Independent' ","'Insurance choice' ",5
2012 ,"'C9 - Others in Biological Sciences' ","'Independent' ","'Main scheme Clearing' ",10
2012 ,"'C9 - Others in Biological Sciences' ","'Sixth form college' ","'Firm choice' ",70
2012 ,"'C9 - Others in Biological Sciences' ","'Sixth form college' ","'Insurance choice' ",20
2012 ,"'C9 - Others in Biological Sciences' ","'Sixth form college' ","'Extra' ",5
2012 ,"'C9 - Others in Biological Sciences' ","'Sixth form college' ","'Main scheme Clearing' ",20
2012 ,"'C9 - Others in Biological Sciences' ","'State' ","'Firm choice' ",75
2012 ,"'C9 - Others in Biological Sciences' ","'State' ","'Insurance choice' ",25
2012 ,"'C9 - Others in Biological Sciences' ","'State' ","'Main scheme Clearing' ",40
2012 ,"'C9 - Others in Biological Sciences' ","'Other' ","'Firm choice' ",30
2012 ,"'C9 - Others in Biological Sciences' ","'Other' ","'Extra' ",5
2012 ,"'C9 - Others in Biological Sciences' ","'Other' ","'Main scheme Clearing' ",10
2012 ,"'C9 - Others in Biological Sciences' ","'Other' ","'Direct Clearing' ",5
2012 ,"'CC - Combinations within Biological Sciences' ","'Academy' ","'Firm choice' ",40
2012 ,"'CC - Combinations within Biological Sciences' ","'Academy' ","'Insurance choice' ",15
2012 ,"'CC - Combinations within Biological Sciences' ","'Academy' ","'Main scheme Clearing' ",10
2012 ,"'CC - Combinations within Biological Sciences' ","'Further education' ","'Firm choice' ",15
2012 ,"'CC - Combinations within Biological Sciences' ","'Further education' ","'Insurance choice' ",5
2012 ,"'CC - Combinations within Biological Sciences' ","'Grammar' ","'Firm choice' ",5
2012 ,"'CC - Combinations within Biological Sciences' ","'Grammar' ","'Main scheme Clearing' ",5
2012 ,"'CC - Combinations within Biological Sciences' ","'Independent' ","'Firm choice' ",30
2012 ,"'CC - Combinations within Biological Sciences' ","'Independent' ","'Main scheme Clearing' ",5
2012 ,"'CC - Combinations within Biological Sciences' ","'Sixth form college' ","'Firm choice' ",50
2012 ,"'CC - Combinations within Biological Sciences' ","'Sixth form college' ","'Main scheme Clearing' ",5
2012 ,"'CC - Combinations within Biological Sciences' ","'State' ","'Firm choice' ",100
2012 ,"'CC - Combinations within Biological Sciences' ","'State' ","'Insurance choice' ",20
2012 ,"'CC - Combinations within Biological Sciences' ","'State' ","'Extra' ",5
2012 ,"'CC - Combinations within Biological Sciences' ","'State' ","'Main scheme Clearing' ",20
2012 ,"'CC - Combinations within Biological Sciences' ","'Other' ","'Firm choice' ",25
2012 ,"'CC - Combinations within Biological Sciences' ","'Other' ","'Insurance choice' ",5
2012 ,"'CC - Combinations within Biological Sciences' ","'Other' ","'Other main scheme choice' ",5
2012 ,"'D1 - Pre-clinical Veterinary Medicine' ","'Academy' ","'Firm choice' ",175
2012 ,"'D1 - Pre-clinical Veterinary Medicine' ","'Academy' ","'Main scheme Clearing' ",15
2012 ,"'D1 - Pre-clinical Veterinary Medicine' ","'Further education' ","'Firm choice' ",15
2012 ,"'D1 - Pre-clinical Veterinary Medicine' ","'Grammar' ","'Firm choice' ",30
2012 ,"'D1 - Pre-clinical Veterinary Medicine' ","'Grammar' ","'Main scheme Clearing' ",5
2012 ,"'D1 - Pre-clinical Veterinary Medicine' ","'Independent' ","'Firm choice' ",145
2012 ,"'D1 - Pre-clinical Veterinary Medicine' ","'Independent' ","'Main scheme Clearing' ",15
2012 ,"'D1 - Pre-clinical Veterinary Medicine' ","'Sixth form college' ","'Firm choice' ",75
2012 ,"'D1 - Pre-clinical Veterinary Medicine' ","'Sixth form college' ","'Main scheme Clearing' ",5
2012 ,"'D1 - Pre-clinical Veterinary Medicine' ","'State' ","'Firm choice' ",135
2012 ,"'D1 - Pre-clinical Veterinary Medicine' ","'State' ","'Main scheme Clearing' ",15
2012 ,"'D1 - Pre-clinical Veterinary Medicine' ","'Other' ","'Firm choice' ",15
2012 ,"'D1 - Pre-clinical Veterinary Medicine' ","'Other' ","'Main scheme Clearing' ",5
2012 ,"'D3 - Animal Science' ","'Academy' ","'Firm choice' ",200
2012 ,"'D3 - Animal Science' ","'Academy' ","'Insurance choice' ",25
2012 ,"'D3 - Animal Science' ","'Academy' ","'Extra' ",10
2012 ,"'D3 - Animal Science' ","'Academy' ","'Main scheme Clearing' ",20
2012 ,"'D3 - Animal Science' ","'Further education' ","'Firm choice' ",305
2012 ,"'D3 - Animal Science' ","'Further education' ","'Insurance choice' ",10
2012 ,"'D3 - Animal Science' ","'Further education' ","'Other main scheme choice' ",10
2012 ,"'D3 - Animal Science' ","'Further education' ","'Extra' ",10
2012 ,"'D3 - Animal Science' ","'Further education' ","'Main scheme Clearing' ",20
2012 ,"'D3 - Animal Science' ","'Further education' ","'Direct Clearing' ",5
2012 ,"'D3 - Animal Science' ","'Grammar' ","'Firm choice' ",20
2012 ,"'D3 - Animal Science' ","'Grammar' ","'Main scheme Clearing' ",5
2012 ,"'D3 - Animal Science' ","'Independent' ","'Firm choice' ",40
2012 ,"'D3 - Animal Science' ","'Independent' ","'Insurance choice' ",5
2012 ,"'D3 - Animal Science' ","'Independent' ","'Main scheme Clearing' ",10
2012 ,"'D3 - Animal Science' ","'Sixth form college' ","'Firm choice' ",160
2012 ,"'D3 - Animal Science' ","'Sixth form college' ","'Insurance choice' ",10
2012 ,"'D3 - Animal Science' ","'Sixth form college' ","'Extra' ",5
2012 ,"'D3 - Animal Science' ","'Sixth form college' ","'Main scheme Clearing' ",15
2012 ,"'D3 - Animal Science' ","'Sixth form college' ","'Direct Clearing' ",5
2012 ,"'D3 - Animal Science' ","'State' ","'Firm choice' ",205
2012 ,"'D3 - Animal Science' ","'State' ","'Insurance choice' ",20
2012 ,"'D3 - Animal Science' ","'State' ","'Main scheme Clearing' ",25
2012 ,"'D3 - Animal Science' ","'Other' ","'Firm choice' ",140
2012 ,"'D3 - Animal Science' ","'Other' ","'Other main scheme choice' ",5
2012 ,"'D3 - Animal Science' ","'Other' ","'Main scheme Clearing' ",5
2012 ,"'D3 - Animal Science' ","'Other' ","'Direct Clearing' ",25
2012 ,"'D3 - Animal Science' ","'Other' ","'RPA' ",15
2012 ,"'D4 - Agriculture' ","'Academy' ","'Firm choice' ",130
2012 ,"'D4 - Agriculture' ","'Academy' ","'Insurance choice' ",20
2012 ,"'D4 - Agriculture' ","'Academy' ","'Extra' ",5
2012 ,"'D4 - Agriculture' ","'Academy' ","'Main scheme Clearing' ",15
2012 ,"'D4 - Agriculture' ","'Further education' ","'Firm choice' ",180
2012 ,"'D4 - Agriculture' ","'Further education' ","'Insurance choice' ",5
2012 ,"'D4 - Agriculture' ","'Further education' ","'Other main scheme choice' ",5
2012 ,"'D4 - Agriculture' ","'Further education' ","'Main scheme Clearing' ",10
2012 ,"'D4 - Agriculture' ","'Further education' ","'Direct Clearing' ",5
2012 ,"'D4 - Agriculture' ","'Grammar' ","'Firm choice' ",65
2012 ,"'D4 - Agriculture' ","'Grammar' ","'Insurance choice' ",10
2012 ,"'D4 - Agriculture' ","'Grammar' ","'Extra' ",5
2012 ,"'D4 - Agriculture' ","'Grammar' ","'Main scheme Clearing' ",10
2012 ,"'D4 - Agriculture' ","'Independent' ","'Firm choice' ",130
2012 ,"'D4 - Agriculture' ","'Independent' ","'Insurance choice' ",15
2012 ,"'D4 - Agriculture' ","'Independent' ","'Main scheme Clearing' ",15
2012 ,"'D4 - Agriculture' ","'Sixth form college' ","'Firm choice' ",95
2012 ,"'D4 - Agriculture' ","'Sixth form college' ","'Insurance choice' ",10
2012 ,"'D4 - Agriculture' ","'Sixth form college' ","'Main scheme Clearing' ",5
2012 ,"'D4 - Agriculture' ","'Sixth form college' ","'Direct Clearing' ",5
2012 ,"'D4 - Agriculture' ","'State' ","'Firm choice' ",180
2012 ,"'D4 - Agriculture' ","'State' ","'Insurance choice' ",25
2012 ,"'D4 - Agriculture' ","'State' ","'Extra' ",5
2012 ,"'D4 - Agriculture' ","'State' ","'Main scheme Clearing' ",20
2012 ,"'D4 - Agriculture' ","'Other' ","'Firm choice' ",130
2012 ,"'D4 - Agriculture' ","'Other' ","'Other main scheme choice' ",5
2012 ,"'D4 - Agriculture' ","'Other' ","'Main scheme Clearing' ",10
2012 ,"'D4 - Agriculture' ","'Other' ","'Direct Clearing' ",20
2012 ,"'D4 - Agriculture' ","'Other' ","'RPA' ",20
2012 ,"'D5 - Forestry & arboriculture' ","'Further education' ","'Firm choice' ",5
2012 ,"'D5 - Forestry & arboriculture' ","'Sixth form college' ","'Firm choice' ",10
2012 ,"'D5 - Forestry & arboriculture' ","'State' ","'Firm choice' ",5
2012 ,"'D5 - Forestry & arboriculture' ","'Other' ","'Firm choice' ",5
2012 ,"'D5 - Forestry & arboriculture' ","'Other' ","'RPA' ",10
2012 ,"'D6 - Food and Beverage studies' ","'Academy' ","'Firm choice' ",50
2012 ,"'D6 - Food and Beverage studies' ","'Further education' ","'Firm choice' ",20
2012 ,"'D6 - Food and Beverage studies' ","'Further education' ","'Insurance choice' ",5
2012 ,"'D6 - Food and Beverage studies' ","'Grammar' ","'Firm choice' ",15
2012 ,"'D6 - Food and Beverage studies' ","'Grammar' ","'Main scheme Clearing' ",5
2012 ,"'D6 - Food and Beverage studies' ","'Independent' ","'Firm choice' ",20
2012 ,"'D6 - Food and Beverage studies' ","'Independent' ","'Main scheme Clearing' ",5
2012 ,"'D6 - Food and Beverage studies' ","'Sixth form college' ","'Firm choice' ",15
2012 ,"'D6 - Food and Beverage studies' ","'State' ","'Firm choice' ",45
2012 ,"'D6 - Food and Beverage studies' ","'State' ","'Insurance choice' ",5
2012 ,"'D6 - Food and Beverage studies' ","'State' ","'Main scheme Clearing' ",5
2012 ,"'D6 - Food and Beverage studies' ","'Other' ","'Firm choice' ",20
2012 ,"'D6 - Food and Beverage studies' ","'Other' ","'Other main scheme choice' ",5
2012 ,"'D6 - Food and Beverage studies' ","'Other' ","'Direct Clearing' ",5
2012 ,"'D6 - Food and Beverage studies' ","'Other' ","'RPA' ",5
2012 ,"'D7 - Agricultural Sciences' ","'Further education' ","'Firm choice' ",10
2012 ,"'D7 - Agricultural Sciences' ","'Independent' ","'Firm choice' ",10
2012 ,"'D7 - Agricultural Sciences' ","'Independent' ","'Insurance choice' ",5
2012 ,"'D7 - Agricultural Sciences' ","'Sixth form college' ","'Firm choice' ",5
2012 ,"'D7 - Agricultural Sciences' ","'State' ","'Firm choice' ",5
2012 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'Academy' ","'Firm choice' ",5
2012 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'Academy' ","'Main scheme Clearing' ",5
2012 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'Independent' ","'Firm choice' ",5
2012 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'Academy' ","'Firm choice' ",10
2012 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'Further education' ","'Firm choice' ",30
2012 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'Sixth form college' ","'Firm choice' ",15
2012 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'State' ","'Firm choice' ",5
2012 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'Other' ","'Firm choice' ",10
2012 ,"'F1 - Chemistry' ","'Academy' ","'Firm choice' ",795
2012 ,"'F1 - Chemistry' ","'Academy' ","'Insurance choice' ",135
2012 ,"'F1 - Chemistry' ","'Academy' ","'Extra' ",10
2012 ,"'F1 - Chemistry' ","'Academy' ","'Adjustment' ",5
2012 ,"'F1 - Chemistry' ","'Academy' ","'Main scheme Clearing' ",125
2012 ,"'F1 - Chemistry' ","'Further education' ","'Firm choice' ",145
2012 ,"'F1 - Chemistry' ","'Further education' ","'Insurance choice' ",25
2012 ,"'F1 - Chemistry' ","'Further education' ","'Extra' ",5
2012 ,"'F1 - Chemistry' ","'Further education' ","'Main scheme Clearing' ",25
2012 ,"'F1 - Chemistry' ","'Grammar' ","'Firm choice' ",100
2012 ,"'F1 - Chemistry' ","'Grammar' ","'Insurance choice' ",20
2012 ,"'F1 - Chemistry' ","'Grammar' ","'Main scheme Clearing' ",15
2012 ,"'F1 - Chemistry' ","'Independent' ","'Firm choice' ",370
2012 ,"'F1 - Chemistry' ","'Independent' ","'Insurance choice' ",30
2012 ,"'F1 - Chemistry' ","'Independent' ","'Extra' ",10
2012 ,"'F1 - Chemistry' ","'Independent' ","'Main scheme Clearing' ",40
2012 ,"'F1 - Chemistry' ","'Sixth form college' ","'Firm choice' ",505
2012 ,"'F1 - Chemistry' ","'Sixth form college' ","'Insurance choice' ",95
2012 ,"'F1 - Chemistry' ","'Sixth form college' ","'Extra' ",15
2012 ,"'F1 - Chemistry' ","'Sixth form college' ","'Main scheme Clearing' ",85
2012 ,"'F1 - Chemistry' ","'Sixth form college' ","'Direct Clearing' ",5
2012 ,"'F1 - Chemistry' ","'State' ","'Firm choice' ",670
2012 ,"'F1 - Chemistry' ","'State' ","'Insurance choice' ",125
2012 ,"'F1 - Chemistry' ","'State' ","'Extra' ",15
2012 ,"'F1 - Chemistry' ","'State' ","'Main scheme Clearing' ",115
2012 ,"'F1 - Chemistry' ","'Other' ","'Firm choice' ",90
2012 ,"'F1 - Chemistry' ","'Other' ","'Insurance choice' ",10
2012 ,"'F1 - Chemistry' ","'Other' ","'Other main scheme choice' ",5
2012 ,"'F1 - Chemistry' ","'Other' ","'Main scheme Clearing' ",10
2012 ,"'F1 - Chemistry' ","'Other' ","'Direct Clearing' ",10
2012 ,"'F1 - Chemistry' ","'Other' ","'RPA' ",15
2012 ,"'F3 - Physics' ","'Academy' ","'Firm choice' ",835
2012 ,"'F3 - Physics' ","'Academy' ","'Insurance choice' ",160
2012 ,"'F3 - Physics' ","'Academy' ","'Extra' ",5
2012 ,"'F3 - Physics' ","'Academy' ","'Adjustment' ",5
2012 ,"'F3 - Physics' ","'Academy' ","'Main scheme Clearing' ",100
2012 ,"'F3 - Physics' ","'Further education' ","'Firm choice' ",105
2012 ,"'F3 - Physics' ","'Further education' ","'Insurance choice' ",15
2012 ,"'F3 - Physics' ","'Further education' ","'Main scheme Clearing' ",15
2012 ,"'F3 - Physics' ","'Grammar' ","'Firm choice' ",135
2012 ,"'F3 - Physics' ","'Grammar' ","'Insurance choice' ",15
2012 ,"'F3 - Physics' ","'Grammar' ","'Extra' ",5
2012 ,"'F3 - Physics' ","'Grammar' ","'Main scheme Clearing' ",10
2012 ,"'F3 - Physics' ","'Independent' ","'Firm choice' ",360
2012 ,"'F3 - Physics' ","'Independent' ","'Insurance choice' ",40
2012 ,"'F3 - Physics' ","'Independent' ","'Adjustment' ",5
2012 ,"'F3 - Physics' ","'Independent' ","'Main scheme Clearing' ",20
2012 ,"'F3 - Physics' ","'Sixth form college' ","'Firm choice' ",420
2012 ,"'F3 - Physics' ","'Sixth form college' ","'Insurance choice' ",70
2012 ,"'F3 - Physics' ","'Sixth form college' ","'Main scheme Clearing' ",30
2012 ,"'F3 - Physics' ","'State' ","'Firm choice' ",775
2012 ,"'F3 - Physics' ","'State' ","'Insurance choice' ",160
2012 ,"'F3 - Physics' ","'State' ","'Extra' ",10
2012 ,"'F3 - Physics' ","'State' ","'Main scheme Clearing' ",95
2012 ,"'F3 - Physics' ","'Other' ","'Firm choice' ",65
2012 ,"'F3 - Physics' ","'Other' ","'Insurance choice' ",5
2012 ,"'F3 - Physics' ","'Other' ","'Other main scheme choice' ",5
2012 ,"'F3 - Physics' ","'Other' ","'Main scheme Clearing' ",15
2012 ,"'F3 - Physics' ","'Other' ","'Direct Clearing' ",5
2012 ,"'F3 - Physics' ","'Other' ","'RPA' ",5
2012 ,"'F4 - Forensic and Archaeological Science' ","'Academy' ","'Firm choice' ",185
2012 ,"'F4 - Forensic and Archaeological Science' ","'Academy' ","'Insurance choice' ",25
2012 ,"'F4 - Forensic and Archaeological Science' ","'Academy' ","'Extra' ",5
2012 ,"'F4 - Forensic and Archaeological Science' ","'Academy' ","'Main scheme Clearing' ",50
2012 ,"'F4 - Forensic and Archaeological Science' ","'Further education' ","'Firm choice' ",180
2012 ,"'F4 - Forensic and Archaeological Science' ","'Further education' ","'Insurance choice' ",15
2012 ,"'F4 - Forensic and Archaeological Science' ","'Further education' ","'Extra' ",5
2012 ,"'F4 - Forensic and Archaeological Science' ","'Further education' ","'Main scheme Clearing' ",20
2012 ,"'F4 - Forensic and Archaeological Science' ","'Grammar' ","'Firm choice' ",5
2012 ,"'F4 - Forensic and Archaeological Science' ","'Independent' ","'Firm choice' ",30
2012 ,"'F4 - Forensic and Archaeological Science' ","'Independent' ","'Insurance choice' ",5
2012 ,"'F4 - Forensic and Archaeological Science' ","'Independent' ","'Main scheme Clearing' ",15
2012 ,"'F4 - Forensic and Archaeological Science' ","'Sixth form college' ","'Firm choice' ",175
2012 ,"'F4 - Forensic and Archaeological Science' ","'Sixth form college' ","'Insurance choice' ",25
2012 ,"'F4 - Forensic and Archaeological Science' ","'Sixth form college' ","'Extra' ",5
2012 ,"'F4 - Forensic and Archaeological Science' ","'Sixth form college' ","'Main scheme Clearing' ",50
2012 ,"'F4 - Forensic and Archaeological Science' ","'State' ","'Firm choice' ",270
2012 ,"'F4 - Forensic and Archaeological Science' ","'State' ","'Insurance choice' ",55
2012 ,"'F4 - Forensic and Archaeological Science' ","'State' ","'Other main scheme choice' ",5
2012 ,"'F4 - Forensic and Archaeological Science' ","'State' ","'Extra' ",10
2012 ,"'F4 - Forensic and Archaeological Science' ","'State' ","'Main scheme Clearing' ",65
2012 ,"'F4 - Forensic and Archaeological Science' ","'Other' ","'Firm choice' ",80
2012 ,"'F4 - Forensic and Archaeological Science' ","'Other' ","'Insurance choice' ",5
2012 ,"'F4 - Forensic and Archaeological Science' ","'Other' ","'Other main scheme choice' ",5
2012 ,"'F4 - Forensic and Archaeological Science' ","'Other' ","'Extra' ",5
2012 ,"'F4 - Forensic and Archaeological Science' ","'Other' ","'Main scheme Clearing' ",10
2012 ,"'F4 - Forensic and Archaeological Science' ","'Other' ","'Direct Clearing' ",15
2012 ,"'F4 - Forensic and Archaeological Science' ","'Other' ","'RPA' ",20
2012 ,"'F5 - Astronomy' ","'Academy' ","'Firm choice' ",30
2012 ,"'F5 - Astronomy' ","'Academy' ","'Insurance choice' ",15
2012 ,"'F5 - Astronomy' ","'Academy' ","'Main scheme Clearing' ",15
2012 ,"'F5 - Astronomy' ","'Further education' ","'Firm choice' ",5
2012 ,"'F5 - Astronomy' ","'Grammar' ","'Firm choice' ",5
2012 ,"'F5 - Astronomy' ","'Independent' ","'Firm choice' ",5
2012 ,"'F5 - Astronomy' ","'Independent' ","'Insurance choice' ",5
2012 ,"'F5 - Astronomy' ","'Independent' ","'Main scheme Clearing' ",5
2012 ,"'F5 - Astronomy' ","'Sixth form college' ","'Firm choice' ",15
2012 ,"'F5 - Astronomy' ","'Sixth form college' ","'Insurance choice' ",5
2012 ,"'F5 - Astronomy' ","'Sixth form college' ","'Main scheme Clearing' ",5
2012 ,"'F5 - Astronomy' ","'State' ","'Firm choice' ",50
2012 ,"'F5 - Astronomy' ","'State' ","'Insurance choice' ",5
2012 ,"'F5 - Astronomy' ","'State' ","'Main scheme Clearing' ",5
2012 ,"'F6 - Geology' ","'Academy' ","'Firm choice' ",300
2012 ,"'F6 - Geology' ","'Academy' ","'Insurance choice' ",45
2012 ,"'F6 - Geology' ","'Academy' ","'Main scheme Clearing' ",35
2012 ,"'F6 - Geology' ","'Further education' ","'Firm choice' ",65
2012 ,"'F6 - Geology' ","'Further education' ","'Insurance choice' ",5
2012 ,"'F6 - Geology' ","'Further education' ","'Main scheme Clearing' ",5
2012 ,"'F6 - Geology' ","'Grammar' ","'Firm choice' ",25
2012 ,"'F6 - Geology' ","'Grammar' ","'Insurance choice' ",5
2012 ,"'F6 - Geology' ","'Independent' ","'Firm choice' ",165
2012 ,"'F6 - Geology' ","'Independent' ","'Insurance choice' ",25
2012 ,"'F6 - Geology' ","'Independent' ","'Main scheme Clearing' ",15
2012 ,"'F6 - Geology' ","'Sixth form college' ","'Firm choice' ",240
2012 ,"'F6 - Geology' ","'Sixth form college' ","'Insurance choice' ",30
2012 ,"'F6 - Geology' ","'Sixth form college' ","'Main scheme Clearing' ",15
2012 ,"'F6 - Geology' ","'State' ","'Firm choice' ",260
2012 ,"'F6 - Geology' ","'State' ","'Insurance choice' ",40
2012 ,"'F6 - Geology' ","'State' ","'Main scheme Clearing' ",20
2012 ,"'F6 - Geology' ","'Other' ","'Firm choice' ",30
2012 ,"'F7 - Science of aquatic & terrestrial environments' ","'Academy' ","'Firm choice' ",200
2012 ,"'F7 - Science of aquatic & terrestrial environments' ","'Academy' ","'Insurance choice' ",35
2012 ,"'F7 - Science of aquatic & terrestrial environments' ","'Academy' ","'Main scheme Clearing' ",25
2012 ,"'F7 - Science of aquatic & terrestrial environments' ","'Further education' ","'Firm choice' ",65
2012 ,"'F7 - Science of aquatic & terrestrial environments' ","'Further education' ","'Insurance choice' ",15
2012 ,"'F7 - Science of aquatic & terrestrial environments' ","'Further education' ","'Main scheme Clearing' ",5
2012 ,"'F7 - Science of aquatic & terrestrial environments' ","'Grammar' ","'Firm choice' ",40
2012 ,"'F7 - Science of aquatic & terrestrial environments' ","'Grammar' ","'Insurance choice' ",20
2012 ,"'F7 - Science of aquatic & terrestrial environments' ","'Independent' ","'Firm choice' ",75
2012 ,"'F7 - Science of aquatic & terrestrial environments' ","'Independent' ","'Insurance choice' ",10
2012 ,"'F7 - Science of aquatic & terrestrial environments' ","'Independent' ","'Main scheme Clearing' ",15
2012 ,"'F7 - Science of aquatic & terrestrial environments' ","'Sixth form college' ","'Firm choice' ",155
2012 ,"'F7 - Science of aquatic & terrestrial environments' ","'Sixth form college' ","'Insurance choice' ",20
2012 ,"'F7 - Science of aquatic & terrestrial environments' ","'Sixth form college' ","'Main scheme Clearing' ",15
2012 ,"'F7 - Science of aquatic & terrestrial environments' ","'State' ","'Firm choice' ",150
2012 ,"'F7 - Science of aquatic & terrestrial environments' ","'State' ","'Insurance choice' ",30
2012 ,"'F7 - Science of aquatic & terrestrial environments' ","'State' ","'Main scheme Clearing' ",25
2012 ,"'F7 - Science of aquatic & terrestrial environments' ","'Other' ","'Firm choice' ",40
2012 ,"'F7 - Science of aquatic & terrestrial environments' ","'Other' ","'Other main scheme choice' ",5
2012 ,"'F7 - Science of aquatic & terrestrial environments' ","'Other' ","'Main scheme Clearing' ",5
2012 ,"'F7 - Science of aquatic & terrestrial environments' ","'Other' ","'Direct Clearing' ",5
2012 ,"'F7 - Science of aquatic & terrestrial environments' ","'Other' ","'RPA' ",10
2012 ,"'F8 - Physical geographical sciences' ","'Academy' ","'Firm choice' ",730
2012 ,"'F8 - Physical geographical sciences' ","'Academy' ","'Insurance choice' ",110
2012 ,"'F8 - Physical geographical sciences' ","'Academy' ","'Extra' ",15
2012 ,"'F8 - Physical geographical sciences' ","'Academy' ","'Adjustment' ",5
2012 ,"'F8 - Physical geographical sciences' ","'Academy' ","'Main scheme Clearing' ",60
2012 ,"'F8 - Physical geographical sciences' ","'Further education' ","'Firm choice' ",100
2012 ,"'F8 - Physical geographical sciences' ","'Further education' ","'Insurance choice' ",10
2012 ,"'F8 - Physical geographical sciences' ","'Further education' ","'Main scheme Clearing' ",10
2012 ,"'F8 - Physical geographical sciences' ","'Grammar' ","'Firm choice' ",150
2012 ,"'F8 - Physical geographical sciences' ","'Grammar' ","'Insurance choice' ",30
2012 ,"'F8 - Physical geographical sciences' ","'Grammar' ","'Main scheme Clearing' ",10
2012 ,"'F8 - Physical geographical sciences' ","'Independent' ","'Firm choice' ",430
2012 ,"'F8 - Physical geographical sciences' ","'Independent' ","'Insurance choice' ",70
2012 ,"'F8 - Physical geographical sciences' ","'Independent' ","'Main scheme Clearing' ",30
2012 ,"'F8 - Physical geographical sciences' ","'Sixth form college' ","'Firm choice' ",350
2012 ,"'F8 - Physical geographical sciences' ","'Sixth form college' ","'Insurance choice' ",45
2012 ,"'F8 - Physical geographical sciences' ","'Sixth form college' ","'Adjustment' ",5
2012 ,"'F8 - Physical geographical sciences' ","'Sixth form college' ","'Main scheme Clearing' ",30
2012 ,"'F8 - Physical geographical sciences' ","'State' ","'Firm choice' ",575
2012 ,"'F8 - Physical geographical sciences' ","'State' ","'Insurance choice' ",75
2012 ,"'F8 - Physical geographical sciences' ","'State' ","'Extra' ",5
2012 ,"'F8 - Physical geographical sciences' ","'State' ","'Adjustment' ",5
2012 ,"'F8 - Physical geographical sciences' ","'State' ","'Main scheme Clearing' ",50
2012 ,"'F8 - Physical geographical sciences' ","'Other' ","'Firm choice' ",85
2012 ,"'F8 - Physical geographical sciences' ","'Other' ","'Insurance choice' ",5
2012 ,"'F8 - Physical geographical sciences' ","'Other' ","'Main scheme Clearing' ",15
2012 ,"'F8 - Physical geographical sciences' ","'Other' ","'Direct Clearing' ",10
2012 ,"'F8 - Physical geographical sciences' ","'Other' ","'RPA' ",5
2012 ,"'F9 - Others in Physical Sciences' ","'Academy' ","'Firm choice' ",20
2012 ,"'F9 - Others in Physical Sciences' ","'Academy' ","'Insurance choice' ",5
2012 ,"'F9 - Others in Physical Sciences' ","'Academy' ","'Main scheme Clearing' ",10
2012 ,"'F9 - Others in Physical Sciences' ","'Further education' ","'Firm choice' ",10
2012 ,"'F9 - Others in Physical Sciences' ","'Grammar' ","'Insurance choice' ",5
2012 ,"'F9 - Others in Physical Sciences' ","'Independent' ","'Firm choice' ",5
2012 ,"'F9 - Others in Physical Sciences' ","'Sixth form college' ","'Firm choice' ",25
2012 ,"'F9 - Others in Physical Sciences' ","'Sixth form college' ","'Insurance choice' ",5
2012 ,"'F9 - Others in Physical Sciences' ","'Sixth form college' ","'Main scheme Clearing' ",10
2012 ,"'F9 - Others in Physical Sciences' ","'State' ","'Firm choice' ",20
