"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Summary Level) , Applicant Domicile (Region) , Acceptance Route , Cycle Year"
"Coverage:   UK domiciled"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_021_07.pdf"
 
Cycle Year,Subject Group (Summary Level) , Applicant Domicile (Region) , Acceptance Route,Number of Acceptances,
2007 ,"'Group A Medicine and Dentistry' ","'North East' ","'Firm choice' ",210
2011 ,"'Group P Mass Communication and Documentation' ","'Yorkshire and The Humber' ","'Extra' ",10
2011 ,"'Group P Mass Communication and Documentation' ","'Yorkshire and The Humber' ","'Main scheme Clearing' ",50
2011 ,"'Group P Mass Communication and Documentation' ","'Yorkshire and The Humber' ","'Direct Clearing' ",5
2011 ,"'Group P Mass Communication and Documentation' ","'Yorkshire and The Humber' ","'RPA' ",5
2011 ,"'Group P Mass Communication and Documentation' ","'North West' ","'Firm choice' ",835
2011 ,"'Group P Mass Communication and Documentation' ","'North West' ","'Insurance choice' ",75
2011 ,"'Group P Mass Communication and Documentation' ","'North West' ","'Other main scheme choice' ",20
2011 ,"'Group P Mass Communication and Documentation' ","'North West' ","'Extra' ",20
2011 ,"'Group P Mass Communication and Documentation' ","'North West' ","'Main scheme Clearing' ",100
2011 ,"'Group P Mass Communication and Documentation' ","'North West' ","'Direct Clearing' ",25
2011 ,"'Group P Mass Communication and Documentation' ","'North West' ","'RPA' ",15
2011 ,"'Group P Mass Communication and Documentation' ","'East Midlands' ","'Firm choice' ",570
2011 ,"'Group P Mass Communication and Documentation' ","'East Midlands' ","'Insurance choice' ",50
2011 ,"'Group P Mass Communication and Documentation' ","'East Midlands' ","'Other main scheme choice' ",10
2011 ,"'Group P Mass Communication and Documentation' ","'East Midlands' ","'Extra' ",15
2011 ,"'Group P Mass Communication and Documentation' ","'East Midlands' ","'Main scheme Clearing' ",70
2011 ,"'Group P Mass Communication and Documentation' ","'East Midlands' ","'Direct Clearing' ",10
2011 ,"'Group P Mass Communication and Documentation' ","'East Midlands' ","'RPA' ",5
2011 ,"'Group P Mass Communication and Documentation' ","'West Midlands' ","'Firm choice' ",620
2011 ,"'Group P Mass Communication and Documentation' ","'West Midlands' ","'Insurance choice' ",55
2011 ,"'Group P Mass Communication and Documentation' ","'West Midlands' ","'Other main scheme choice' ",25
2011 ,"'Group P Mass Communication and Documentation' ","'West Midlands' ","'Extra' ",15
2011 ,"'Group P Mass Communication and Documentation' ","'West Midlands' ","'Main scheme Clearing' ",85
2011 ,"'Group P Mass Communication and Documentation' ","'West Midlands' ","'Direct Clearing' ",10
2011 ,"'Group P Mass Communication and Documentation' ","'West Midlands' ","'RPA' ",20
2011 ,"'Group P Mass Communication and Documentation' ","'East of England' ","'Firm choice' ",850
2011 ,"'Group P Mass Communication and Documentation' ","'East of England' ","'Insurance choice' ",75
2011 ,"'Group P Mass Communication and Documentation' ","'East of England' ","'Other main scheme choice' ",20
2011 ,"'Group P Mass Communication and Documentation' ","'East of England' ","'Extra' ",25
2011 ,"'Group P Mass Communication and Documentation' ","'East of England' ","'Main scheme Clearing' ",100
2011 ,"'Group P Mass Communication and Documentation' ","'East of England' ","'Direct Clearing' ",10
2011 ,"'Group P Mass Communication and Documentation' ","'East of England' ","'RPA' ",25
2011 ,"'Group P Mass Communication and Documentation' ","'London' ","'Firm choice' ",1140
2011 ,"'Group P Mass Communication and Documentation' ","'London' ","'Insurance choice' ",145
2011 ,"'Group P Mass Communication and Documentation' ","'London' ","'Other main scheme choice' ",60
2011 ,"'Group P Mass Communication and Documentation' ","'London' ","'Extra' ",30
2011 ,"'Group P Mass Communication and Documentation' ","'London' ","'Main scheme Clearing' ",285
2011 ,"'Group P Mass Communication and Documentation' ","'London' ","'Direct Clearing' ",50
2011 ,"'Group P Mass Communication and Documentation' ","'London' ","'RPA' ",70
2011 ,"'Group P Mass Communication and Documentation' ","'South East' ","'Firm choice' ",1260
2011 ,"'Group P Mass Communication and Documentation' ","'South East' ","'Insurance choice' ",110
2011 ,"'Group P Mass Communication and Documentation' ","'South East' ","'Other main scheme choice' ",40
2011 ,"'Group P Mass Communication and Documentation' ","'South East' ","'Extra' ",15
2011 ,"'Group P Mass Communication and Documentation' ","'South East' ","'Main scheme Clearing' ",115
2011 ,"'Group P Mass Communication and Documentation' ","'South East' ","'Direct Clearing' ",15
2011 ,"'Group P Mass Communication and Documentation' ","'South East' ","'RPA' ",15
2011 ,"'Group P Mass Communication and Documentation' ","'South West' ","'Firm choice' ",650
2011 ,"'Group P Mass Communication and Documentation' ","'South West' ","'Insurance choice' ",40
2011 ,"'Group P Mass Communication and Documentation' ","'South West' ","'Other main scheme choice' ",20
2011 ,"'Group P Mass Communication and Documentation' ","'South West' ","'Extra' ",10
2011 ,"'Group P Mass Communication and Documentation' ","'South West' ","'Main scheme Clearing' ",55
2011 ,"'Group P Mass Communication and Documentation' ","'South West' ","'Direct Clearing' ",15
2011 ,"'Group P Mass Communication and Documentation' ","'South West' ","'RPA' ",10
2011 ,"'Group P Mass Communication and Documentation' ","'Wales' ","'Firm choice' ",310
2011 ,"'Group P Mass Communication and Documentation' ","'Wales' ","'Insurance choice' ",15
2011 ,"'Group P Mass Communication and Documentation' ","'Wales' ","'Other main scheme choice' ",5
2011 ,"'Group P Mass Communication and Documentation' ","'Wales' ","'Extra' ",5
2011 ,"'Group P Mass Communication and Documentation' ","'Wales' ","'Main scheme Clearing' ",25
2011 ,"'Group P Mass Communication and Documentation' ","'Wales' ","'Direct Clearing' ",5
2011 ,"'Group P Mass Communication and Documentation' ","'Wales' ","'RPA' ",5
2011 ,"'Group P Mass Communication and Documentation' ","'Scotland' ","'Firm choice' ",530
2011 ,"'Group P Mass Communication and Documentation' ","'Scotland' ","'Insurance choice' ",25
2011 ,"'Group P Mass Communication and Documentation' ","'Scotland' ","'Other main scheme choice' ",15
2011 ,"'Group P Mass Communication and Documentation' ","'Scotland' ","'Extra' ",10
2011 ,"'Group P Mass Communication and Documentation' ","'Scotland' ","'Main scheme Clearing' ",35
2011 ,"'Group P Mass Communication and Documentation' ","'Scotland' ","'Direct Clearing' ",5
2011 ,"'Group P Mass Communication and Documentation' ","'Scotland' ","'RPA' ",15
2011 ,"'Group P Mass Communication and Documentation' ","'Northern Ireland' ","'Firm choice' ",230
2011 ,"'Group P Mass Communication and Documentation' ","'Northern Ireland' ","'Insurance choice' ",50
2011 ,"'Group P Mass Communication and Documentation' ","'Northern Ireland' ","'Other main scheme choice' ",5
2011 ,"'Group P Mass Communication and Documentation' ","'Northern Ireland' ","'Extra' ",5
2011 ,"'Group P Mass Communication and Documentation' ","'Northern Ireland' ","'Main scheme Clearing' ",20
2011 ,"'Group Q Linguistics, Classics and related' ","'North East' ","'Firm choice' ",390
2011 ,"'Group Q Linguistics, Classics and related' ","'North East' ","'Insurance choice' ",55
2011 ,"'Group Q Linguistics, Classics and related' ","'North East' ","'Other main scheme choice' ",5
2011 ,"'Group Q Linguistics, Classics and related' ","'North East' ","'Extra' ",10
2011 ,"'Group Q Linguistics, Classics and related' ","'North East' ","'Main scheme Clearing' ",20
2011 ,"'Group Q Linguistics, Classics and related' ","'Yorkshire and The Humber' ","'Firm choice' ",655
2011 ,"'Group Q Linguistics, Classics and related' ","'Yorkshire and The Humber' ","'Insurance choice' ",100
2011 ,"'Group Q Linguistics, Classics and related' ","'Yorkshire and The Humber' ","'Other main scheme choice' ",10
2011 ,"'Group Q Linguistics, Classics and related' ","'Yorkshire and The Humber' ","'Extra' ",20
2011 ,"'Group Q Linguistics, Classics and related' ","'Yorkshire and The Humber' ","'Adjustment' ",5
2011 ,"'Group Q Linguistics, Classics and related' ","'Yorkshire and The Humber' ","'Main scheme Clearing' ",65
2011 ,"'Group Q Linguistics, Classics and related' ","'Yorkshire and The Humber' ","'Direct Clearing' ",10
2011 ,"'Group Q Linguistics, Classics and related' ","'Yorkshire and The Humber' ","'RPA' ",10
2011 ,"'Group Q Linguistics, Classics and related' ","'North West' ","'Firm choice' ",1040
2011 ,"'Group Q Linguistics, Classics and related' ","'North West' ","'Insurance choice' ",155
2011 ,"'Group Q Linguistics, Classics and related' ","'North West' ","'Other main scheme choice' ",20
2011 ,"'Group Q Linguistics, Classics and related' ","'North West' ","'Extra' ",25
2011 ,"'Group Q Linguistics, Classics and related' ","'North West' ","'Main scheme Clearing' ",110
2011 ,"'Group Q Linguistics, Classics and related' ","'North West' ","'Direct Clearing' ",20
2011 ,"'Group Q Linguistics, Classics and related' ","'North West' ","'RPA' ",20
2011 ,"'Group Q Linguistics, Classics and related' ","'East Midlands' ","'Firm choice' ",580
2011 ,"'Group Q Linguistics, Classics and related' ","'East Midlands' ","'Insurance choice' ",85
2011 ,"'Group Q Linguistics, Classics and related' ","'East Midlands' ","'Other main scheme choice' ",5
2011 ,"'Group Q Linguistics, Classics and related' ","'East Midlands' ","'Extra' ",5
2011 ,"'Group Q Linguistics, Classics and related' ","'East Midlands' ","'Main scheme Clearing' ",60
2011 ,"'Group Q Linguistics, Classics and related' ","'West Midlands' ","'Firm choice' ",720
2011 ,"'Group Q Linguistics, Classics and related' ","'West Midlands' ","'Insurance choice' ",110
2011 ,"'Group Q Linguistics, Classics and related' ","'West Midlands' ","'Other main scheme choice' ",10
2011 ,"'Group Q Linguistics, Classics and related' ","'West Midlands' ","'Extra' ",15
2011 ,"'Group Q Linguistics, Classics and related' ","'West Midlands' ","'Main scheme Clearing' ",75
2011 ,"'Group Q Linguistics, Classics and related' ","'West Midlands' ","'Direct Clearing' ",10
2011 ,"'Group Q Linguistics, Classics and related' ","'West Midlands' ","'RPA' ",5
2011 ,"'Group Q Linguistics, Classics and related' ","'East of England' ","'Firm choice' ",960
2011 ,"'Group Q Linguistics, Classics and related' ","'East of England' ","'Insurance choice' ",130
2011 ,"'Group Q Linguistics, Classics and related' ","'East of England' ","'Other main scheme choice' ",10
2011 ,"'Group Q Linguistics, Classics and related' ","'East of England' ","'Extra' ",20
2011 ,"'Group Q Linguistics, Classics and related' ","'East of England' ","'Adjustment' ",5
2011 ,"'Group Q Linguistics, Classics and related' ","'East of England' ","'Main scheme Clearing' ",105
2011 ,"'Group Q Linguistics, Classics and related' ","'East of England' ","'Direct Clearing' ",10
2011 ,"'Group Q Linguistics, Classics and related' ","'East of England' ","'RPA' ",15
2011 ,"'Group Q Linguistics, Classics and related' ","'London' ","'Firm choice' ",1355
2011 ,"'Group Q Linguistics, Classics and related' ","'London' ","'Insurance choice' ",235
2011 ,"'Group Q Linguistics, Classics and related' ","'London' ","'Other main scheme choice' ",25
2011 ,"'Group Q Linguistics, Classics and related' ","'London' ","'Extra' ",25
2011 ,"'Group Q Linguistics, Classics and related' ","'London' ","'Adjustment' ",5
2011 ,"'Group Q Linguistics, Classics and related' ","'London' ","'Main scheme Clearing' ",225
2011 ,"'Group Q Linguistics, Classics and related' ","'London' ","'Direct Clearing' ",35
2011 ,"'Group Q Linguistics, Classics and related' ","'London' ","'RPA' ",15
2011 ,"'Group Q Linguistics, Classics and related' ","'South East' ","'Firm choice' ",1590
2011 ,"'Group Q Linguistics, Classics and related' ","'South East' ","'Insurance choice' ",155
2011 ,"'Group Q Linguistics, Classics and related' ","'South East' ","'Other main scheme choice' ",15
2011 ,"'Group Q Linguistics, Classics and related' ","'South East' ","'Extra' ",25
2011 ,"'Group Q Linguistics, Classics and related' ","'South East' ","'Adjustment' ",5
2011 ,"'Group Q Linguistics, Classics and related' ","'South East' ","'Main scheme Clearing' ",120
2011 ,"'Group Q Linguistics, Classics and related' ","'South East' ","'Direct Clearing' ",10
2011 ,"'Group Q Linguistics, Classics and related' ","'South West' ","'Firm choice' ",870
2011 ,"'Group Q Linguistics, Classics and related' ","'South West' ","'Insurance choice' ",80
2011 ,"'Group Q Linguistics, Classics and related' ","'South West' ","'Other main scheme choice' ",15
2011 ,"'Group Q Linguistics, Classics and related' ","'South West' ","'Extra' ",25
2011 ,"'Group Q Linguistics, Classics and related' ","'South West' ","'Adjustment' ",5
2011 ,"'Group Q Linguistics, Classics and related' ","'South West' ","'Main scheme Clearing' ",80
2011 ,"'Group Q Linguistics, Classics and related' ","'South West' ","'Direct Clearing' ",10
2011 ,"'Group Q Linguistics, Classics and related' ","'South West' ","'RPA' ",5
2011 ,"'Group Q Linguistics, Classics and related' ","'Wales' ","'Firm choice' ",405
2011 ,"'Group Q Linguistics, Classics and related' ","'Wales' ","'Insurance choice' ",25
2011 ,"'Group Q Linguistics, Classics and related' ","'Wales' ","'Other main scheme choice' ",5
2011 ,"'Group Q Linguistics, Classics and related' ","'Wales' ","'Extra' ",5
2011 ,"'Group Q Linguistics, Classics and related' ","'Wales' ","'Main scheme Clearing' ",30
2011 ,"'Group Q Linguistics, Classics and related' ","'Wales' ","'Direct Clearing' ",5
2011 ,"'Group Q Linguistics, Classics and related' ","'Wales' ","'RPA' ",5
2011 ,"'Group Q Linguistics, Classics and related' ","'Scotland' ","'Firm choice' ",350
2011 ,"'Group Q Linguistics, Classics and related' ","'Scotland' ","'Insurance choice' ",25
2011 ,"'Group Q Linguistics, Classics and related' ","'Scotland' ","'Main scheme Clearing' ",10
2011 ,"'Group Q Linguistics, Classics and related' ","'Scotland' ","'RPA' ",15
2011 ,"'Group Q Linguistics, Classics and related' ","'Northern Ireland' ","'Firm choice' ",245
2011 ,"'Group Q Linguistics, Classics and related' ","'Northern Ireland' ","'Insurance choice' ",45
2011 ,"'Group Q Linguistics, Classics and related' ","'Northern Ireland' ","'Other main scheme choice' ",5
2011 ,"'Group Q Linguistics, Classics and related' ","'Northern Ireland' ","'Extra' ",5
2011 ,"'Group Q Linguistics, Classics and related' ","'Northern Ireland' ","'Main scheme Clearing' ",15
2011 ,"'Group R European Languages, Literature and related' ","'North East' ","'Firm choice' ",70
2011 ,"'Group R European Languages, Literature and related' ","'North East' ","'Insurance choice' ",10
2011 ,"'Group R European Languages, Literature and related' ","'North East' ","'Main scheme Clearing' ",10
2011 ,"'Group R European Languages, Literature and related' ","'Yorkshire and The Humber' ","'Firm choice' ",240
2011 ,"'Group R European Languages, Literature and related' ","'Yorkshire and The Humber' ","'Insurance choice' ",40
2011 ,"'Group R European Languages, Literature and related' ","'Yorkshire and The Humber' ","'Other main scheme choice' ",5
2011 ,"'Group R European Languages, Literature and related' ","'Yorkshire and The Humber' ","'Extra' ",5
2011 ,"'Group R European Languages, Literature and related' ","'Yorkshire and The Humber' ","'Main scheme Clearing' ",30
2011 ,"'Group R European Languages, Literature and related' ","'North West' ","'Firm choice' ",325
2011 ,"'Group R European Languages, Literature and related' ","'North West' ","'Insurance choice' ",60
2011 ,"'Group R European Languages, Literature and related' ","'North West' ","'Other main scheme choice' ",5
2011 ,"'Group R European Languages, Literature and related' ","'North West' ","'Extra' ",5
2011 ,"'Group R European Languages, Literature and related' ","'North West' ","'Main scheme Clearing' ",30
2011 ,"'Group R European Languages, Literature and related' ","'North West' ","'Direct Clearing' ",5
2011 ,"'Group R European Languages, Literature and related' ","'East Midlands' ","'Firm choice' ",185
2011 ,"'Group R European Languages, Literature and related' ","'East Midlands' ","'Insurance choice' ",35
2011 ,"'Group R European Languages, Literature and related' ","'East Midlands' ","'Main scheme Clearing' ",25
2011 ,"'Group R European Languages, Literature and related' ","'East Midlands' ","'RPA' ",5
2011 ,"'Group R European Languages, Literature and related' ","'West Midlands' ","'Firm choice' ",200
2011 ,"'Group R European Languages, Literature and related' ","'West Midlands' ","'Insurance choice' ",30
2011 ,"'Group R European Languages, Literature and related' ","'West Midlands' ","'Other main scheme choice' ",5
2011 ,"'Group R European Languages, Literature and related' ","'West Midlands' ","'Extra' ",5
2011 ,"'Group R European Languages, Literature and related' ","'West Midlands' ","'Main scheme Clearing' ",25
2011 ,"'Group R European Languages, Literature and related' ","'East of England' ","'Firm choice' ",295
2011 ,"'Group R European Languages, Literature and related' ","'East of England' ","'Insurance choice' ",50
2011 ,"'Group R European Languages, Literature and related' ","'East of England' ","'Main scheme Clearing' ",25
2011 ,"'Group R European Languages, Literature and related' ","'London' ","'Firm choice' ",550
2011 ,"'Group R European Languages, Literature and related' ","'London' ","'Insurance choice' ",55
2011 ,"'Group R European Languages, Literature and related' ","'London' ","'Other main scheme choice' ",5
2011 ,"'Group R European Languages, Literature and related' ","'London' ","'Main scheme Clearing' ",65
2011 ,"'Group R European Languages, Literature and related' ","'South East' ","'Firm choice' ",580
2011 ,"'Group R European Languages, Literature and related' ","'South East' ","'Insurance choice' ",70
2011 ,"'Group R European Languages, Literature and related' ","'South East' ","'Other main scheme choice' ",10
2011 ,"'Group R European Languages, Literature and related' ","'South East' ","'Extra' ",5
2011 ,"'Group R European Languages, Literature and related' ","'South East' ","'Main scheme Clearing' ",60
2011 ,"'Group R European Languages, Literature and related' ","'South West' ","'Firm choice' ",325
2011 ,"'Group R European Languages, Literature and related' ","'South West' ","'Insurance choice' ",35
2011 ,"'Group R European Languages, Literature and related' ","'South West' ","'Extra' ",5
2011 ,"'Group R European Languages, Literature and related' ","'South West' ","'Main scheme Clearing' ",30
2011 ,"'Group R European Languages, Literature and related' ","'Wales' ","'Firm choice' ",135
2011 ,"'Group R European Languages, Literature and related' ","'Wales' ","'Insurance choice' ",10
2011 ,"'Group R European Languages, Literature and related' ","'Wales' ","'Main scheme Clearing' ",15
2011 ,"'Group R European Languages, Literature and related' ","'Wales' ","'Direct Clearing' ",5
2011 ,"'Group R European Languages, Literature and related' ","'Scotland' ","'Firm choice' ",225
2011 ,"'Group R European Languages, Literature and related' ","'Scotland' ","'Insurance choice' ",10
2011 ,"'Group R European Languages, Literature and related' ","'Scotland' ","'Extra' ",15
2011 ,"'Group R European Languages, Literature and related' ","'Scotland' ","'Main scheme Clearing' ",5
2011 ,"'Group R European Languages, Literature and related' ","'Northern Ireland' ","'Firm choice' ",100
2011 ,"'Group R European Languages, Literature and related' ","'Northern Ireland' ","'Insurance choice' ",25
2011 ,"'Group R European Languages, Literature and related' ","'Northern Ireland' ","'Main scheme Clearing' ",10
2011 ,"'Group T Non-European Languages, Literature and related' ","'North East' ","'Firm choice' ",30
2011 ,"'Group T Non-European Languages, Literature and related' ","'North East' ","'Insurance choice' ",5
2011 ,"'Group T Non-European Languages, Literature and related' ","'Yorkshire and The Humber' ","'Firm choice' ",85
2011 ,"'Group T Non-European Languages, Literature and related' ","'Yorkshire and The Humber' ","'Insurance choice' ",15
2011 ,"'Group T Non-European Languages, Literature and related' ","'Yorkshire and The Humber' ","'Other main scheme choice' ",5
2011 ,"'Group T Non-European Languages, Literature and related' ","'Yorkshire and The Humber' ","'Main scheme Clearing' ",5
2011 ,"'Group T Non-European Languages, Literature and related' ","'North West' ","'Firm choice' ",100
2011 ,"'Group T Non-European Languages, Literature and related' ","'North West' ","'Insurance choice' ",10
2011 ,"'Group T Non-European Languages, Literature and related' ","'North West' ","'Extra' ",5
2011 ,"'Group T Non-European Languages, Literature and related' ","'North West' ","'Main scheme Clearing' ",5
2011 ,"'Group T Non-European Languages, Literature and related' ","'East Midlands' ","'Firm choice' ",55
2011 ,"'Group T Non-European Languages, Literature and related' ","'East Midlands' ","'Insurance choice' ",10
2011 ,"'Group T Non-European Languages, Literature and related' ","'East Midlands' ","'Main scheme Clearing' ",5
2011 ,"'Group T Non-European Languages, Literature and related' ","'West Midlands' ","'Firm choice' ",55
2011 ,"'Group T Non-European Languages, Literature and related' ","'West Midlands' ","'Insurance choice' ",5
2011 ,"'Group T Non-European Languages, Literature and related' ","'West Midlands' ","'Main scheme Clearing' ",5
2011 ,"'Group T Non-European Languages, Literature and related' ","'East of England' ","'Firm choice' ",140
2011 ,"'Group T Non-European Languages, Literature and related' ","'East of England' ","'Insurance choice' ",25
2011 ,"'Group T Non-European Languages, Literature and related' ","'East of England' ","'Main scheme Clearing' ",5
2011 ,"'Group T Non-European Languages, Literature and related' ","'London' ","'Firm choice' ",195
2011 ,"'Group T Non-European Languages, Literature and related' ","'London' ","'Insurance choice' ",35
2011 ,"'Group T Non-European Languages, Literature and related' ","'London' ","'Other main scheme choice' ",5
2011 ,"'Group T Non-European Languages, Literature and related' ","'London' ","'Main scheme Clearing' ",20
2011 ,"'Group T Non-European Languages, Literature and related' ","'London' ","'Direct Clearing' ",5
2011 ,"'Group T Non-European Languages, Literature and related' ","'South East' ","'Firm choice' ",170
2011 ,"'Group T Non-European Languages, Literature and related' ","'South East' ","'Insurance choice' ",25
2011 ,"'Group T Non-European Languages, Literature and related' ","'South East' ","'Main scheme Clearing' ",10
2011 ,"'Group T Non-European Languages, Literature and related' ","'South East' ","'Direct Clearing' ",5
2011 ,"'Group T Non-European Languages, Literature and related' ","'South West' ","'Firm choice' ",90
2011 ,"'Group T Non-European Languages, Literature and related' ","'South West' ","'Insurance choice' ",10
2011 ,"'Group T Non-European Languages, Literature and related' ","'South West' ","'Main scheme Clearing' ",5
2011 ,"'Group T Non-European Languages, Literature and related' ","'Wales' ","'Firm choice' ",35
2011 ,"'Group T Non-European Languages, Literature and related' ","'Scotland' ","'Firm choice' ",50
2011 ,"'Group T Non-European Languages, Literature and related' ","'Northern Ireland' ","'Firm choice' ",10
2011 ,"'Group V History and Philosophical studies' ","'North East' ","'Firm choice' ",380
2011 ,"'Group V History and Philosophical studies' ","'North East' ","'Insurance choice' ",65
2011 ,"'Group V History and Philosophical studies' ","'North East' ","'Extra' ",5
2011 ,"'Group V History and Philosophical studies' ","'North East' ","'Main scheme Clearing' ",30
2011 ,"'Group V History and Philosophical studies' ","'Yorkshire and The Humber' ","'Firm choice' ",790
2011 ,"'Group V History and Philosophical studies' ","'Yorkshire and The Humber' ","'Insurance choice' ",115
2011 ,"'Group V History and Philosophical studies' ","'Yorkshire and The Humber' ","'Other main scheme choice' ",5
2011 ,"'Group V History and Philosophical studies' ","'Yorkshire and The Humber' ","'Extra' ",10
2011 ,"'Group V History and Philosophical studies' ","'Yorkshire and The Humber' ","'Main scheme Clearing' ",70
2011 ,"'Group V History and Philosophical studies' ","'Yorkshire and The Humber' ","'Direct Clearing' ",10
2011 ,"'Group V History and Philosophical studies' ","'Yorkshire and The Humber' ","'RPA' ",5
2011 ,"'Group V History and Philosophical studies' ","'North West' ","'Firm choice' ",1105
2011 ,"'Group V History and Philosophical studies' ","'North West' ","'Insurance choice' ",205
2011 ,"'Group V History and Philosophical studies' ","'North West' ","'Other main scheme choice' ",20
2011 ,"'Group V History and Philosophical studies' ","'North West' ","'Extra' ",20
2011 ,"'Group V History and Philosophical studies' ","'North West' ","'Main scheme Clearing' ",135
2011 ,"'Group V History and Philosophical studies' ","'North West' ","'Direct Clearing' ",10
2011 ,"'Group V History and Philosophical studies' ","'North West' ","'RPA' ",20
2011 ,"'Group V History and Philosophical studies' ","'East Midlands' ","'Firm choice' ",560
2011 ,"'Group V History and Philosophical studies' ","'East Midlands' ","'Insurance choice' ",100
2011 ,"'Group V History and Philosophical studies' ","'East Midlands' ","'Other main scheme choice' ",5
2011 ,"'Group V History and Philosophical studies' ","'East Midlands' ","'Extra' ",5
2011 ,"'Group V History and Philosophical studies' ","'East Midlands' ","'Main scheme Clearing' ",70
2011 ,"'Group V History and Philosophical studies' ","'East Midlands' ","'Direct Clearing' ",5
2011 ,"'Group V History and Philosophical studies' ","'West Midlands' ","'Firm choice' ",840
2011 ,"'Group V History and Philosophical studies' ","'West Midlands' ","'Insurance choice' ",150
2011 ,"'Group V History and Philosophical studies' ","'West Midlands' ","'Other main scheme choice' ",5
2011 ,"'Group V History and Philosophical studies' ","'West Midlands' ","'Extra' ",15
2011 ,"'Group V History and Philosophical studies' ","'West Midlands' ","'Main scheme Clearing' ",100
2011 ,"'Group V History and Philosophical studies' ","'West Midlands' ","'Direct Clearing' ",10
2011 ,"'Group V History and Philosophical studies' ","'West Midlands' ","'RPA' ",5
2011 ,"'Group V History and Philosophical studies' ","'East of England' ","'Firm choice' ",1215
2011 ,"'Group V History and Philosophical studies' ","'East of England' ","'Insurance choice' ",195
2011 ,"'Group V History and Philosophical studies' ","'East of England' ","'Other main scheme choice' ",20
2011 ,"'Group V History and Philosophical studies' ","'East of England' ","'Extra' ",15
2011 ,"'Group V History and Philosophical studies' ","'East of England' ","'Adjustment' ",5
2011 ,"'Group V History and Philosophical studies' ","'East of England' ","'Main scheme Clearing' ",130
2011 ,"'Group V History and Philosophical studies' ","'East of England' ","'Direct Clearing' ",10
2011 ,"'Group V History and Philosophical studies' ","'East of England' ","'RPA' ",5
2011 ,"'Group V History and Philosophical studies' ","'London' ","'Firm choice' ",1645
2011 ,"'Group V History and Philosophical studies' ","'London' ","'Insurance choice' ",315
2011 ,"'Group V History and Philosophical studies' ","'London' ","'Other main scheme choice' ",40
2011 ,"'Group V History and Philosophical studies' ","'London' ","'Extra' ",20
2011 ,"'Group V History and Philosophical studies' ","'London' ","'Adjustment' ",10
2011 ,"'Group V History and Philosophical studies' ","'London' ","'Main scheme Clearing' ",280
2011 ,"'Group V History and Philosophical studies' ","'London' ","'Direct Clearing' ",25
2011 ,"'Group V History and Philosophical studies' ","'London' ","'RPA' ",5
2011 ,"'Group V History and Philosophical studies' ","'South East' ","'Firm choice' ",1910
2011 ,"'Group V History and Philosophical studies' ","'South East' ","'Insurance choice' ",265
2011 ,"'Group V History and Philosophical studies' ","'South East' ","'Other main scheme choice' ",20
2011 ,"'Group V History and Philosophical studies' ","'South East' ","'Extra' ",25
2011 ,"'Group V History and Philosophical studies' ","'South East' ","'Adjustment' ",5
2011 ,"'Group V History and Philosophical studies' ","'South East' ","'Main scheme Clearing' ",190
2011 ,"'Group V History and Philosophical studies' ","'South East' ","'Direct Clearing' ",10
2011 ,"'Group V History and Philosophical studies' ","'South East' ","'RPA' ",10
2011 ,"'Group V History and Philosophical studies' ","'South West' ","'Firm choice' ",1070
2011 ,"'Group V History and Philosophical studies' ","'South West' ","'Insurance choice' ",130
2011 ,"'Group V History and Philosophical studies' ","'South West' ","'Other main scheme choice' ",15
2011 ,"'Group V History and Philosophical studies' ","'South West' ","'Extra' ",10
2011 ,"'Group V History and Philosophical studies' ","'South West' ","'Adjustment' ",5
2011 ,"'Group V History and Philosophical studies' ","'South West' ","'Main scheme Clearing' ",85
2011 ,"'Group V History and Philosophical studies' ","'South West' ","'Direct Clearing' ",5
2011 ,"'Group V History and Philosophical studies' ","'South West' ","'RPA' ",5
2011 ,"'Group V History and Philosophical studies' ","'Wales' ","'Firm choice' ",510
2011 ,"'Group V History and Philosophical studies' ","'Wales' ","'Insurance choice' ",65
2011 ,"'Group V History and Philosophical studies' ","'Wales' ","'Other main scheme choice' ",5
2011 ,"'Group V History and Philosophical studies' ","'Wales' ","'Extra' ",5
2011 ,"'Group V History and Philosophical studies' ","'Wales' ","'Adjustment' ",5
2011 ,"'Group V History and Philosophical studies' ","'Wales' ","'Main scheme Clearing' ",60
2011 ,"'Group V History and Philosophical studies' ","'Wales' ","'Direct Clearing' ",10
2011 ,"'Group V History and Philosophical studies' ","'Wales' ","'RPA' ",15
2011 ,"'Group V History and Philosophical studies' ","'Scotland' ","'Firm choice' ",490
2011 ,"'Group V History and Philosophical studies' ","'Scotland' ","'Insurance choice' ",25
2011 ,"'Group V History and Philosophical studies' ","'Scotland' ","'Extra' ",10
2011 ,"'Group V History and Philosophical studies' ","'Scotland' ","'Main scheme Clearing' ",20
2011 ,"'Group V History and Philosophical studies' ","'Scotland' ","'RPA' ",40
2011 ,"'Group V History and Philosophical studies' ","'Northern Ireland' ","'Firm choice' ",285
2011 ,"'Group V History and Philosophical studies' ","'Northern Ireland' ","'Insurance choice' ",60
2011 ,"'Group V History and Philosophical studies' ","'Northern Ireland' ","'Other main scheme choice' ",5
2011 ,"'Group V History and Philosophical studies' ","'Northern Ireland' ","'Extra' ",5
