"Statistic:   Number of Acceptances"
"Variables:   Provider Country 2016 , Applicant Domicile (High Level) , Age Band , Sex , Acceptance Route , Cycle Year"
"Coverage:   UK domiciled"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_009_07.pdf"
 
Cycle Year,Provider Country 2016 , Applicant Domicile (High Level) , Age Band , Sex , Acceptance Route,Number of Acceptances,
2006 ,"'England' ","'England' ","'17 and under' ","'Men' ","'Firm choice' ",375
2011 ,"'England' ","'England' ","'18' ","'Men' ","'Other main scheme choice' ",360
2011 ,"'England' ","'England' ","'18' ","'Men' ","'Extra' ",955
2011 ,"'England' ","'England' ","'18' ","'Men' ","'Adjustment' ",150
2011 ,"'England' ","'England' ","'18' ","'Men' ","'Main scheme Clearing' ",8600
2011 ,"'England' ","'England' ","'18' ","'Men' ","'Direct Clearing' ",310
2011 ,"'England' ","'England' ","'18' ","'Men' ","'RPA' ",210
2011 ,"'England' ","'England' ","'18' ","'Women' ","'Firm choice' ",72065
2011 ,"'England' ","'England' ","'18' ","'Women' ","'Insurance choice' ",11200
2011 ,"'England' ","'England' ","'18' ","'Women' ","'Other main scheme choice' ",395
2011 ,"'England' ","'England' ","'18' ","'Women' ","'Extra' ",2035
2011 ,"'England' ","'England' ","'18' ","'Women' ","'Adjustment' ",195
2011 ,"'England' ","'England' ","'18' ","'Women' ","'Main scheme Clearing' ",10280
2011 ,"'England' ","'England' ","'18' ","'Women' ","'Direct Clearing' ",285
2011 ,"'England' ","'England' ","'18' ","'Women' ","'RPA' ",230
2011 ,"'England' ","'England' ","'19' ","'Men' ","'Firm choice' ",26720
2011 ,"'England' ","'England' ","'19' ","'Men' ","'Insurance choice' ",2785
2011 ,"'England' ","'England' ","'19' ","'Men' ","'Other main scheme choice' ",645
2011 ,"'England' ","'England' ","'19' ","'Men' ","'Extra' ",740
2011 ,"'England' ","'England' ","'19' ","'Men' ","'Adjustment' ",35
2011 ,"'England' ","'England' ","'19' ","'Men' ","'Main scheme Clearing' ",3805
2011 ,"'England' ","'England' ","'19' ","'Men' ","'Direct Clearing' ",585
2011 ,"'England' ","'England' ","'19' ","'Men' ","'RPA' ",345
2011 ,"'England' ","'England' ","'19' ","'Women' ","'Firm choice' ",30910
2011 ,"'England' ","'England' ","'19' ","'Women' ","'Insurance choice' ",2150
2011 ,"'England' ","'England' ","'19' ","'Women' ","'Other main scheme choice' ",710
2011 ,"'England' ","'England' ","'19' ","'Women' ","'Extra' ",1220
2011 ,"'England' ","'England' ","'19' ","'Women' ","'Adjustment' ",30
2011 ,"'England' ","'England' ","'19' ","'Women' ","'Main scheme Clearing' ",3715
2011 ,"'England' ","'England' ","'19' ","'Women' ","'Direct Clearing' ",500
2011 ,"'England' ","'England' ","'19' ","'Women' ","'RPA' ",395
2011 ,"'England' ","'England' ","'20' ","'Men' ","'Firm choice' ",9410
2011 ,"'England' ","'England' ","'20' ","'Men' ","'Insurance choice' ",555
2011 ,"'England' ","'England' ","'20' ","'Men' ","'Other main scheme choice' ",560
2011 ,"'England' ","'England' ","'20' ","'Men' ","'Extra' ",300
2011 ,"'England' ","'England' ","'20' ","'Men' ","'Adjustment' ",5
2011 ,"'England' ","'England' ","'20' ","'Men' ","'Main scheme Clearing' ",1055
2011 ,"'England' ","'England' ","'20' ","'Men' ","'Direct Clearing' ",630
2011 ,"'England' ","'England' ","'20' ","'Men' ","'RPA' ",375
2011 ,"'England' ","'England' ","'20' ","'Women' ","'Firm choice' ",9885
2011 ,"'England' ","'England' ","'20' ","'Women' ","'Insurance choice' ",375
2011 ,"'England' ","'England' ","'20' ","'Women' ","'Other main scheme choice' ",590
2011 ,"'England' ","'England' ","'20' ","'Women' ","'Extra' ",480
2011 ,"'England' ","'England' ","'20' ","'Women' ","'Adjustment' ",5
2011 ,"'England' ","'England' ","'20' ","'Women' ","'Main scheme Clearing' ",1070
2011 ,"'England' ","'England' ","'20' ","'Women' ","'Direct Clearing' ",420
2011 ,"'England' ","'England' ","'20' ","'Women' ","'RPA' ",350
2011 ,"'England' ","'England' ","'21 and over' ","'Men' ","'Firm choice' ",20065
2011 ,"'England' ","'England' ","'21 and over' ","'Men' ","'Insurance choice' ",600
2011 ,"'England' ","'England' ","'21 and over' ","'Men' ","'Other main scheme choice' ",2530
2011 ,"'England' ","'England' ","'21 and over' ","'Men' ","'Extra' ",595
2011 ,"'England' ","'England' ","'21 and over' ","'Men' ","'Adjustment' ",5
2011 ,"'England' ","'England' ","'21 and over' ","'Men' ","'Main scheme Clearing' ",1860
2011 ,"'England' ","'England' ","'21 and over' ","'Men' ","'Direct Clearing' ",2005
2011 ,"'England' ","'England' ","'21 and over' ","'Men' ","'RPA' ",1990
2011 ,"'England' ","'England' ","'21 and over' ","'Women' ","'Firm choice' ",32415
2011 ,"'England' ","'England' ","'21 and over' ","'Women' ","'Insurance choice' ",535
2011 ,"'England' ","'England' ","'21 and over' ","'Women' ","'Other main scheme choice' ",3180
2011 ,"'England' ","'England' ","'21 and over' ","'Women' ","'Extra' ",1230
2011 ,"'England' ","'England' ","'21 and over' ","'Women' ","'Adjustment' ",10
2011 ,"'England' ","'England' ","'21 and over' ","'Women' ","'Main scheme Clearing' ",2900
2011 ,"'England' ","'England' ","'21 and over' ","'Women' ","'Direct Clearing' ",1895
2011 ,"'England' ","'England' ","'21 and over' ","'Women' ","'RPA' ",2385
2011 ,"'England' ","'Northern Ireland' ","'17 and under' ","'Men' ","'Firm choice' ",5
2011 ,"'England' ","'Northern Ireland' ","'17 and under' ","'Women' ","'Firm choice' ",10
2011 ,"'England' ","'Northern Ireland' ","'18' ","'Men' ","'Firm choice' ",680
2011 ,"'England' ","'Northern Ireland' ","'18' ","'Men' ","'Insurance choice' ",135
2011 ,"'England' ","'Northern Ireland' ","'18' ","'Men' ","'Extra' ",10
2011 ,"'England' ","'Northern Ireland' ","'18' ","'Men' ","'Main scheme Clearing' ",110
2011 ,"'England' ","'Northern Ireland' ","'18' ","'Women' ","'Firm choice' ",1010
2011 ,"'England' ","'Northern Ireland' ","'18' ","'Women' ","'Insurance choice' ",145
2011 ,"'England' ","'Northern Ireland' ","'18' ","'Women' ","'Extra' ",30
2011 ,"'England' ","'Northern Ireland' ","'18' ","'Women' ","'Main scheme Clearing' ",160
2011 ,"'England' ","'Northern Ireland' ","'19' ","'Men' ","'Firm choice' ",290
2011 ,"'England' ","'Northern Ireland' ","'19' ","'Men' ","'Insurance choice' ",30
2011 ,"'England' ","'Northern Ireland' ","'19' ","'Men' ","'Other main scheme choice' ",10
2011 ,"'England' ","'Northern Ireland' ","'19' ","'Men' ","'Extra' ",10
2011 ,"'England' ","'Northern Ireland' ","'19' ","'Men' ","'Main scheme Clearing' ",30
2011 ,"'England' ","'Northern Ireland' ","'19' ","'Men' ","'Direct Clearing' ",5
2011 ,"'England' ","'Northern Ireland' ","'19' ","'Women' ","'Firm choice' ",320
2011 ,"'England' ","'Northern Ireland' ","'19' ","'Women' ","'Insurance choice' ",20
2011 ,"'England' ","'Northern Ireland' ","'19' ","'Women' ","'Extra' ",10
2011 ,"'England' ","'Northern Ireland' ","'19' ","'Women' ","'Main scheme Clearing' ",35
2011 ,"'England' ","'Northern Ireland' ","'19' ","'Women' ","'Direct Clearing' ",5
2011 ,"'England' ","'Northern Ireland' ","'20' ","'Men' ","'Firm choice' ",120
2011 ,"'England' ","'Northern Ireland' ","'20' ","'Men' ","'Insurance choice' ",5
2011 ,"'England' ","'Northern Ireland' ","'20' ","'Men' ","'Other main scheme choice' ",5
2011 ,"'England' ","'Northern Ireland' ","'20' ","'Men' ","'Extra' ",5
2011 ,"'England' ","'Northern Ireland' ","'20' ","'Men' ","'Main scheme Clearing' ",5
2011 ,"'England' ","'Northern Ireland' ","'20' ","'Women' ","'Firm choice' ",115
2011 ,"'England' ","'Northern Ireland' ","'20' ","'Women' ","'Insurance choice' ",10
2011 ,"'England' ","'Northern Ireland' ","'20' ","'Women' ","'Other main scheme choice' ",5
2011 ,"'England' ","'Northern Ireland' ","'20' ","'Women' ","'Extra' ",5
2011 ,"'England' ","'Northern Ireland' ","'20' ","'Women' ","'Main scheme Clearing' ",10
2011 ,"'England' ","'Northern Ireland' ","'21 and over' ","'Men' ","'Firm choice' ",225
2011 ,"'England' ","'Northern Ireland' ","'21 and over' ","'Men' ","'Insurance choice' ",10
2011 ,"'England' ","'Northern Ireland' ","'21 and over' ","'Men' ","'Other main scheme choice' ",15
2011 ,"'England' ","'Northern Ireland' ","'21 and over' ","'Men' ","'Extra' ",5
2011 ,"'England' ","'Northern Ireland' ","'21 and over' ","'Men' ","'Main scheme Clearing' ",20
2011 ,"'England' ","'Northern Ireland' ","'21 and over' ","'Men' ","'Direct Clearing' ",10
2011 ,"'England' ","'Northern Ireland' ","'21 and over' ","'Men' ","'RPA' ",5
2011 ,"'England' ","'Northern Ireland' ","'21 and over' ","'Women' ","'Firm choice' ",165
2011 ,"'England' ","'Northern Ireland' ","'21 and over' ","'Women' ","'Insurance choice' ",5
2011 ,"'England' ","'Northern Ireland' ","'21 and over' ","'Women' ","'Other main scheme choice' ",15
2011 ,"'England' ","'Northern Ireland' ","'21 and over' ","'Women' ","'Extra' ",10
2011 ,"'England' ","'Northern Ireland' ","'21 and over' ","'Women' ","'Main scheme Clearing' ",10
2011 ,"'England' ","'Northern Ireland' ","'21 and over' ","'Women' ","'Direct Clearing' ",5
2011 ,"'England' ","'Scotland' ","'17 and under' ","'Men' ","'Firm choice' ",5
2011 ,"'England' ","'Scotland' ","'17 and under' ","'Women' ","'Firm choice' ",15
2011 ,"'England' ","'Scotland' ","'18' ","'Men' ","'Firm choice' ",215
2011 ,"'England' ","'Scotland' ","'18' ","'Men' ","'Insurance choice' ",20
2011 ,"'England' ","'Scotland' ","'18' ","'Men' ","'Other main scheme choice' ",5
2011 ,"'England' ","'Scotland' ","'18' ","'Men' ","'Extra' ",5
2011 ,"'England' ","'Scotland' ","'18' ","'Men' ","'Main scheme Clearing' ",25
2011 ,"'England' ","'Scotland' ","'18' ","'Women' ","'Firm choice' ",300
2011 ,"'England' ","'Scotland' ","'18' ","'Women' ","'Insurance choice' ",25
2011 ,"'England' ","'Scotland' ","'18' ","'Women' ","'Extra' ",5
2011 ,"'England' ","'Scotland' ","'18' ","'Women' ","'Main scheme Clearing' ",25
2011 ,"'England' ","'Scotland' ","'19' ","'Men' ","'Firm choice' ",140
2011 ,"'England' ","'Scotland' ","'19' ","'Men' ","'Insurance choice' ",10
2011 ,"'England' ","'Scotland' ","'19' ","'Men' ","'Extra' ",10
2011 ,"'England' ","'Scotland' ","'19' ","'Men' ","'Main scheme Clearing' ",15
2011 ,"'England' ","'Scotland' ","'19' ","'Women' ","'Firm choice' ",175
2011 ,"'England' ","'Scotland' ","'19' ","'Women' ","'Insurance choice' ",10
2011 ,"'England' ","'Scotland' ","'19' ","'Women' ","'Extra' ",10
2011 ,"'England' ","'Scotland' ","'19' ","'Women' ","'Main scheme Clearing' ",15
2011 ,"'England' ","'Scotland' ","'20' ","'Men' ","'Firm choice' ",55
2011 ,"'England' ","'Scotland' ","'20' ","'Men' ","'Other main scheme choice' ",5
2011 ,"'England' ","'Scotland' ","'20' ","'Men' ","'Extra' ",5
2011 ,"'England' ","'Scotland' ","'20' ","'Men' ","'Main scheme Clearing' ",5
2011 ,"'England' ","'Scotland' ","'20' ","'Men' ","'Direct Clearing' ",5
2011 ,"'England' ","'Scotland' ","'20' ","'Men' ","'RPA' ",5
2011 ,"'England' ","'Scotland' ","'20' ","'Women' ","'Firm choice' ",80
2011 ,"'England' ","'Scotland' ","'20' ","'Women' ","'Other main scheme choice' ",5
2011 ,"'England' ","'Scotland' ","'20' ","'Women' ","'Extra' ",5
2011 ,"'England' ","'Scotland' ","'20' ","'Women' ","'Main scheme Clearing' ",5
2011 ,"'England' ","'Scotland' ","'21 and over' ","'Men' ","'Firm choice' ",140
2011 ,"'England' ","'Scotland' ","'21 and over' ","'Men' ","'Other main scheme choice' ",15
2011 ,"'England' ","'Scotland' ","'21 and over' ","'Men' ","'Extra' ",5
2011 ,"'England' ","'Scotland' ","'21 and over' ","'Men' ","'Main scheme Clearing' ",15
2011 ,"'England' ","'Scotland' ","'21 and over' ","'Men' ","'Direct Clearing' ",20
2011 ,"'England' ","'Scotland' ","'21 and over' ","'Men' ","'RPA' ",5
2011 ,"'England' ","'Scotland' ","'21 and over' ","'Women' ","'Firm choice' ",165
2011 ,"'England' ","'Scotland' ","'21 and over' ","'Women' ","'Insurance choice' ",5
2011 ,"'England' ","'Scotland' ","'21 and over' ","'Women' ","'Other main scheme choice' ",15
2011 ,"'England' ","'Scotland' ","'21 and over' ","'Women' ","'Extra' ",10
2011 ,"'England' ","'Scotland' ","'21 and over' ","'Women' ","'Main scheme Clearing' ",20
2011 ,"'England' ","'Scotland' ","'21 and over' ","'Women' ","'Direct Clearing' ",10
2011 ,"'England' ","'Scotland' ","'21 and over' ","'Women' ","'RPA' ",5
2011 ,"'England' ","'Wales' ","'17 and under' ","'Men' ","'Firm choice' ",5
2011 ,"'England' ","'Wales' ","'17 and under' ","'Women' ","'Firm choice' ",10
2011 ,"'England' ","'Wales' ","'18' ","'Men' ","'Firm choice' ",1300
2011 ,"'England' ","'Wales' ","'18' ","'Men' ","'Insurance choice' ",210
2011 ,"'England' ","'Wales' ","'18' ","'Men' ","'Extra' ",10
2011 ,"'England' ","'Wales' ","'18' ","'Men' ","'Main scheme Clearing' ",120
2011 ,"'England' ","'Wales' ","'18' ","'Women' ","'Firm choice' ",1700
2011 ,"'England' ","'Wales' ","'18' ","'Women' ","'Insurance choice' ",200
2011 ,"'England' ","'Wales' ","'18' ","'Women' ","'Other main scheme choice' ",5
2011 ,"'England' ","'Wales' ","'18' ","'Women' ","'Extra' ",25
2011 ,"'England' ","'Wales' ","'18' ","'Women' ","'Adjustment' ",5
2011 ,"'England' ","'Wales' ","'18' ","'Women' ","'Main scheme Clearing' ",155
2011 ,"'England' ","'Wales' ","'18' ","'Women' ","'Direct Clearing' ",5
2011 ,"'England' ","'Wales' ","'19' ","'Men' ","'Firm choice' ",525
2011 ,"'England' ","'Wales' ","'19' ","'Men' ","'Insurance choice' ",45
2011 ,"'England' ","'Wales' ","'19' ","'Men' ","'Other main scheme choice' ",5
2011 ,"'England' ","'Wales' ","'19' ","'Men' ","'Extra' ",10
2011 ,"'England' ","'Wales' ","'19' ","'Men' ","'Main scheme Clearing' ",55
2011 ,"'England' ","'Wales' ","'19' ","'Men' ","'Direct Clearing' ",5
2011 ,"'England' ","'Wales' ","'19' ","'Men' ","'RPA' ",5
2011 ,"'England' ","'Wales' ","'19' ","'Women' ","'Firm choice' ",670
2011 ,"'England' ","'Wales' ","'19' ","'Women' ","'Insurance choice' ",30
2011 ,"'England' ","'Wales' ","'19' ","'Women' ","'Other main scheme choice' ",10
2011 ,"'England' ","'Wales' ","'19' ","'Women' ","'Extra' ",25
2011 ,"'England' ","'Wales' ","'19' ","'Women' ","'Main scheme Clearing' ",35
2011 ,"'England' ","'Wales' ","'19' ","'Women' ","'Direct Clearing' ",5
2011 ,"'England' ","'Wales' ","'19' ","'Women' ","'RPA' ",5
2011 ,"'England' ","'Wales' ","'20' ","'Men' ","'Firm choice' ",165
2011 ,"'England' ","'Wales' ","'20' ","'Men' ","'Insurance choice' ",10
2011 ,"'England' ","'Wales' ","'20' ","'Men' ","'Other main scheme choice' ",5
2011 ,"'England' ","'Wales' ","'20' ","'Men' ","'Extra' ",5
2011 ,"'England' ","'Wales' ","'20' ","'Men' ","'Main scheme Clearing' ",10
2011 ,"'England' ","'Wales' ","'20' ","'Men' ","'Direct Clearing' ",5
2011 ,"'England' ","'Wales' ","'20' ","'Women' ","'Firm choice' ",185
2011 ,"'England' ","'Wales' ","'20' ","'Women' ","'Other main scheme choice' ",10
2011 ,"'England' ","'Wales' ","'20' ","'Women' ","'Extra' ",10
2011 ,"'England' ","'Wales' ","'20' ","'Women' ","'Main scheme Clearing' ",10
2011 ,"'England' ","'Wales' ","'21 and over' ","'Men' ","'Firm choice' ",310
2011 ,"'England' ","'Wales' ","'21 and over' ","'Men' ","'Insurance choice' ",10
2011 ,"'England' ","'Wales' ","'21 and over' ","'Men' ","'Other main scheme choice' ",15
2011 ,"'England' ","'Wales' ","'21 and over' ","'Men' ","'Extra' ",15
2011 ,"'England' ","'Wales' ","'21 and over' ","'Men' ","'Main scheme Clearing' ",20
2011 ,"'England' ","'Wales' ","'21 and over' ","'Men' ","'Direct Clearing' ",20
2011 ,"'England' ","'Wales' ","'21 and over' ","'Men' ","'RPA' ",15
2011 ,"'England' ","'Wales' ","'21 and over' ","'Women' ","'Firm choice' ",355
2011 ,"'England' ","'Wales' ","'21 and over' ","'Women' ","'Insurance choice' ",5
2011 ,"'England' ","'Wales' ","'21 and over' ","'Women' ","'Other main scheme choice' ",20
2011 ,"'England' ","'Wales' ","'21 and over' ","'Women' ","'Extra' ",15
2011 ,"'England' ","'Wales' ","'21 and over' ","'Women' ","'Main scheme Clearing' ",30
2011 ,"'England' ","'Wales' ","'21 and over' ","'Women' ","'Direct Clearing' ",10
2011 ,"'England' ","'Wales' ","'21 and over' ","'Women' ","'RPA' ",10
2011 ,"'Northern Ireland' ","'England' ","'18' ","'Men' ","'Firm choice' ",40
2011 ,"'Northern Ireland' ","'England' ","'18' ","'Men' ","'Insurance choice' ",25
2011 ,"'Northern Ireland' ","'England' ","'18' ","'Men' ","'Main scheme Clearing' ",10
2011 ,"'Northern Ireland' ","'England' ","'18' ","'Women' ","'Firm choice' ",45
2011 ,"'Northern Ireland' ","'England' ","'18' ","'Women' ","'Insurance choice' ",20
2011 ,"'Northern Ireland' ","'England' ","'18' ","'Women' ","'Main scheme Clearing' ",10
2011 ,"'Northern Ireland' ","'England' ","'19' ","'Men' ","'Firm choice' ",15
2011 ,"'Northern Ireland' ","'England' ","'19' ","'Men' ","'Insurance choice' ",5
2011 ,"'Northern Ireland' ","'England' ","'19' ","'Women' ","'Firm choice' ",25
2011 ,"'Northern Ireland' ","'England' ","'19' ","'Women' ","'Insurance choice' ",5
2011 ,"'Northern Ireland' ","'England' ","'20' ","'Men' ","'Firm choice' ",5
2011 ,"'Northern Ireland' ","'England' ","'20' ","'Women' ","'Firm choice' ",5
2011 ,"'Northern Ireland' ","'England' ","'21 and over' ","'Men' ","'Firm choice' ",20
2011 ,"'Northern Ireland' ","'England' ","'21 and over' ","'Women' ","'Firm choice' ",10
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'17 and under' ","'Men' ","'Firm choice' ",5
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'17 and under' ","'Women' ","'Firm choice' ",10
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'18' ","'Men' ","'Firm choice' ",1915
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'18' ","'Men' ","'Insurance choice' ",490
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'18' ","'Men' ","'Other main scheme choice' ",5
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'18' ","'Men' ","'Extra' ",10
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'18' ","'Men' ","'Adjustment' ",5
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'18' ","'Men' ","'Main scheme Clearing' ",100
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'18' ","'Women' ","'Firm choice' ",2320
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'18' ","'Women' ","'Insurance choice' ",430
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'18' ","'Women' ","'Other main scheme choice' ",5
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'18' ","'Women' ","'Extra' ",30
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'18' ","'Women' ","'Adjustment' ",10
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'18' ","'Women' ","'Main scheme Clearing' ",125
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'19' ","'Men' ","'Firm choice' ",445
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'19' ","'Men' ","'Insurance choice' ",80
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'19' ","'Men' ","'Other main scheme choice' ",10
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'19' ","'Men' ","'Extra' ",5
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'19' ","'Men' ","'Main scheme Clearing' ",20
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'19' ","'Men' ","'Direct Clearing' ",5
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'19' ","'Men' ","'RPA' ",10
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'19' ","'Women' ","'Firm choice' ",525
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'19' ","'Women' ","'Insurance choice' ",80
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'19' ","'Women' ","'Other main scheme choice' ",10
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'19' ","'Women' ","'Extra' ",5
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'19' ","'Women' ","'Main scheme Clearing' ",20
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'19' ","'Women' ","'Direct Clearing' ",5
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'19' ","'Women' ","'RPA' ",5
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'20' ","'Men' ","'Firm choice' ",240
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'20' ","'Men' ","'Insurance choice' ",20
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'20' ","'Men' ","'Other main scheme choice' ",10
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'20' ","'Men' ","'Main scheme Clearing' ",10
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'20' ","'Men' ","'Direct Clearing' ",5
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'20' ","'Men' ","'RPA' ",5
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'20' ","'Women' ","'Firm choice' ",210
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'20' ","'Women' ","'Insurance choice' ",15
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'20' ","'Women' ","'Other main scheme choice' ",10
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'20' ","'Women' ","'Main scheme Clearing' ",15
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'20' ","'Women' ","'Direct Clearing' ",5
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'21 and over' ","'Men' ","'Firm choice' ",545
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'21 and over' ","'Men' ","'Insurance choice' ",20
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'21 and over' ","'Men' ","'Other main scheme choice' ",20
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'21 and over' ","'Men' ","'Main scheme Clearing' ",20
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'21 and over' ","'Men' ","'Direct Clearing' ",10
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'21 and over' ","'Men' ","'RPA' ",5
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'21 and over' ","'Women' ","'Firm choice' ",690
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'21 and over' ","'Women' ","'Insurance choice' ",25
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'21 and over' ","'Women' ","'Other main scheme choice' ",15
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'21 and over' ","'Women' ","'Extra' ",5
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'21 and over' ","'Women' ","'Main scheme Clearing' ",50
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'21 and over' ","'Women' ","'Direct Clearing' ",5
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'21 and over' ","'Women' ","'RPA' ",5
2011 ,"'Northern Ireland' ","'Scotland' ","'18' ","'Men' ","'Firm choice' ",5
2011 ,"'Northern Ireland' ","'Scotland' ","'18' ","'Women' ","'Firm choice' ",5
2011 ,"'Northern Ireland' ","'Scotland' ","'21 and over' ","'Women' ","'Firm choice' ",5
2011 ,"'Northern Ireland' ","'Wales' ","'18' ","'Women' ","'Firm choice' ",5
2011 ,"'Scotland' ","'England' ","'17 and under' ","'Men' ","'Firm choice' ",5
2011 ,"'Scotland' ","'England' ","'17 and under' ","'Women' ","'Firm choice' ",10
2011 ,"'Scotland' ","'England' ","'18' ","'Men' ","'Firm choice' ",585
2011 ,"'Scotland' ","'England' ","'18' ","'Men' ","'Insurance choice' ",135
2011 ,"'Scotland' ","'England' ","'18' ","'Men' ","'Adjustment' ",5
2011 ,"'Scotland' ","'England' ","'18' ","'Men' ","'Main scheme Clearing' ",25
2011 ,"'Scotland' ","'England' ","'18' ","'Women' ","'Firm choice' ",1000
2011 ,"'Scotland' ","'England' ","'18' ","'Women' ","'Insurance choice' ",135
2011 ,"'Scotland' ","'England' ","'18' ","'Women' ","'Other main scheme choice' ",5
2011 ,"'Scotland' ","'England' ","'18' ","'Women' ","'Extra' ",10
2011 ,"'Scotland' ","'England' ","'18' ","'Women' ","'Main scheme Clearing' ",30
2011 ,"'Scotland' ","'England' ","'19' ","'Men' ","'Firm choice' ",305
2011 ,"'Scotland' ","'England' ","'19' ","'Men' ","'Insurance choice' ",20
2011 ,"'Scotland' ","'England' ","'19' ","'Men' ","'Main scheme Clearing' ",10
2011 ,"'Scotland' ","'England' ","'19' ","'Men' ","'Direct Clearing' ",5
2011 ,"'Scotland' ","'England' ","'19' ","'Women' ","'Firm choice' ",390
2011 ,"'Scotland' ","'England' ","'19' ","'Women' ","'Insurance choice' ",15
2011 ,"'Scotland' ","'England' ","'19' ","'Women' ","'Other main scheme choice' ",5
2011 ,"'Scotland' ","'England' ","'19' ","'Women' ","'Extra' ",5
2011 ,"'Scotland' ","'England' ","'19' ","'Women' ","'Main scheme Clearing' ",5
2011 ,"'Scotland' ","'England' ","'20' ","'Men' ","'Firm choice' ",65
2011 ,"'Scotland' ","'England' ","'20' ","'Men' ","'RPA' ",10
2011 ,"'Scotland' ","'England' ","'20' ","'Women' ","'Firm choice' ",60
2011 ,"'Scotland' ","'England' ","'20' ","'Women' ","'Insurance choice' ",5
2011 ,"'Scotland' ","'England' ","'20' ","'Women' ","'RPA' ",20
2011 ,"'Scotland' ","'England' ","'21 and over' ","'Men' ","'Firm choice' ",125
2011 ,"'Scotland' ","'England' ","'21 and over' ","'Men' ","'Other main scheme choice' ",10
2011 ,"'Scotland' ","'England' ","'21 and over' ","'Men' ","'Main scheme Clearing' ",5
2011 ,"'Scotland' ","'England' ","'21 and over' ","'Men' ","'Direct Clearing' ",5
2011 ,"'Scotland' ","'England' ","'21 and over' ","'Men' ","'RPA' ",10
2011 ,"'Scotland' ","'England' ","'21 and over' ","'Women' ","'Firm choice' ",165
2011 ,"'Scotland' ","'England' ","'21 and over' ","'Women' ","'Insurance choice' ",5
2011 ,"'Scotland' ","'England' ","'21 and over' ","'Women' ","'Other main scheme choice' ",15
2011 ,"'Scotland' ","'England' ","'21 and over' ","'Women' ","'Extra' ",10
2011 ,"'Scotland' ","'England' ","'21 and over' ","'Women' ","'Main scheme Clearing' ",5
2011 ,"'Scotland' ","'England' ","'21 and over' ","'Women' ","'RPA' ",5
2011 ,"'Scotland' ","'Northern Ireland' ","'18' ","'Men' ","'Firm choice' ",230
2011 ,"'Scotland' ","'Northern Ireland' ","'18' ","'Men' ","'Insurance choice' ",65
2011 ,"'Scotland' ","'Northern Ireland' ","'18' ","'Men' ","'Main scheme Clearing' ",10
2011 ,"'Scotland' ","'Northern Ireland' ","'18' ","'Women' ","'Firm choice' ",355
